,GEOGRAPHY_CODE,Age 0 to 4,Age 10 to 14,Age 15,Age 16 to 17,Age 18 to 19,Age 20 to 24,Age 25 to 29,Age 30 to 44,Age 45 to 59,Age 5 to 7,Age 60 to 64,Age 65 to 74,Age 75 to 84,Age 8 to 9,Age 85 to 89,Age 90 and over,All usual residents,Mean Age,Median Age
0,E02000001,0.032,0.022915254237288137,0.0044745762711864406,0.009762711864406779,0.01247457627118644,0.07389830508474576,0.12962711864406778,0.27728813559322035,0.2097627118644068,0.015864406779661017,0.06277966101694915,0.07959322033898306,0.04488135593220339,0.008813559322033898,0.010169491525423728,0.005694915254237288,7375.0,41.4,21.23076923076923
1,E02000002,0.09269372693726938,0.06583025830258303,0.013431734317343173,0.026863468634686347,0.023763837638376382,0.06258302583025831,0.07527675276752767,0.2048708487084871,0.1474538745387454,0.055793357933579334,0.03822878228782288,0.06450184501845019,0.0618450184501845,0.030701107011070112,0.02302583025830258,0.013136531365313652,6775.0,36.2,18.0
2,E02000003,0.08292682926829269,0.06172224987555998,0.012045793927327028,0.02568442010950722,0.023693379790940768,0.06859133897461424,0.07705326032852165,0.22896963663514186,0.17959183673469387,0.039820806371329016,0.04529616724738676,0.06281732205077153,0.044698855151816826,0.027177700348432057,0.014136386261821801,0.005774016923842708,10045.0,36.1,19.076923076923077
3,E02000004,0.059042381106438044,0.06599805888062116,0.014234875444839857,0.03332254933678421,0.03186670980265286,0.07360077644775154,0.06777741831122613,0.1866709802652863,0.1994500161759948,0.036395988353283726,0.050145583953413134,0.07505661598188289,0.05888062115820123,0.017793594306049824,0.01924943384018117,0.010514396635393077,6182.0,39.0,20.692307692307693
4,E02000005,0.09296893249240831,0.07416491473954684,0.0161177295024527,0.0306003270263957,0.026629292221443588,0.062251810324690494,0.06645643541228685,0.23300630693763139,0.17215603830880635,0.045199719691660825,0.041462275169352955,0.06038308806353656,0.035739313244569026,0.028498014482597523,0.010277972436346648,0.004087829946274235,8562.0,34.3,18.0
5,E02000007,0.10340120577863725,0.07325673984757138,0.012967807985439655,0.03162325105221249,0.026845637583892617,0.07007166420202479,0.0722329655329314,0.21237629393698101,0.16118757820498236,0.05209873734501194,0.0362871118189057,0.048913661699465365,0.04368103742463884,0.029916960527812536,0.01603913092935957,0.009100216130133091,8791.0,33.8,16.923076923076923
6,E02000008,0.10216959114875962,0.0675079955052295,0.013397873627798427,0.028524505143054716,0.027227936727461318,0.06318610078658483,0.06940962918143315,0.23009767482064136,0.1710605929639554,0.04408332613017547,0.03673610510847956,0.05713544818048232,0.043478260869565216,0.027141498833088425,0.012879246261561068,0.005964214711729622,11569.0,34.6,18.0
7,E02000009,0.0973198332340679,0.06599166170339488,0.014651578320428826,0.031089934484812388,0.028826682549136392,0.07135199523525908,0.0775461584276355,0.24371649791542585,0.17403216200119118,0.04121500893388922,0.03359142346634902,0.048243001786777845,0.03168552709946397,0.026444312090530078,0.009648600357355569,0.004645622394282311,8395.0,33.4,17.46153846153846
8,E02000010,0.10562971561230412,0.07359257109692396,0.013116656993615786,0.03215322112594312,0.02739408009286129,0.06198491004062681,0.06848520023215322,0.23296575739988393,0.17086477074869413,0.048636099825885085,0.03203714451538015,0.05107370864770749,0.03679628554846198,0.030063842135809635,0.011259431224608242,0.003946604759141033,8615.0,33.2,17.46153846153846
9,E02000011,0.08323904962017133,0.06368191368999515,0.013253596250202037,0.03135606917730726,0.029578147729109425,0.06885404881202521,0.06206562146436076,0.20623888799094878,0.19266203329561984,0.03717472118959108,0.049296912881849037,0.06659123969613706,0.04848876676903184,0.02683045094553095,0.01486988847583643,0.005818652012283821,6187.0,36.7,19.615384615384617
10,E02000012,0.07858009708737865,0.06877022653721683,0.015675566343042072,0.033677184466019416,0.02740695792880259,0.08070388349514564,0.08131067961165049,0.21146844660194175,0.17283576051779936,0.041666666666666664,0.041161003236245955,0.055825242718446605,0.04267799352750809,0.02831715210355987,0.013450647249190938,0.006472491909385114,9888.0,35.0,17.46153846153846
11,E02000013,0.10580814091882886,0.07248274220423709,0.014996429421566294,0.02904070459414425,0.025708164722685074,0.05605808140918829,0.06915020233277791,0.23363484884551297,0.16222328017138776,0.0543918114734587,0.04010949773863366,0.0521304451321114,0.03737205427279219,0.03189716734110926,0.011425850987860033,0.0035705784337062606,8402.0,33.3,17.46153846153846
12,E02000014,0.09817060199957456,0.07136779408636461,0.012869602212295257,0.029036375239310786,0.027972771750691343,0.0622208040842374,0.07285683897043183,0.21974048074877686,0.17209104445862583,0.049563922569666026,0.04488406721974048,0.05413741757072963,0.038077004892576045,0.028823654541586897,0.013082322910019146,0.005105296745373325,9402.0,34.20714285714286,18.0
13,E02000015,0.10273700912336374,0.07073912468597117,0.016131164881660717,0.026841200581779717,0.03226232976332143,0.07311913261933095,0.07933359777865927,0.23006743355811185,0.16117942615364272,0.04482348274494248,0.03556789633743224,0.047996826656088856,0.03794790427079201,0.02710564590770858,0.008462250429723655,0.005685574507470581,7563.0,33.1,16.923076923076923
14,E02000016,0.12441375716519021,0.054585721730067746,0.00924960917144346,0.020974465867639396,0.026706618030224075,0.09601354872329339,0.1498176133402814,0.2906461698801459,0.09757686294945284,0.05224075039082856,0.019801980198019802,0.020192808754559668,0.008077123501823866,0.027227722772277228,0.0018238665971860343,0.0006513809275664409,7676.0,27.4,15.307692307692308
