,GEOGRAPHY_CODE,"1. Higher managerial, administrative and professional occupations",1.1 Large employers and higher managerial and administrative occupations,1.2 Higher professional occupations,"2. Lower managerial, administrative and professional occupations",3. Intermediate occupations,4. Small employers and own account workers,5. Lower supervisory and technical occupations,6. Semi-routine occupations,7. Routine occupations,8. Never worked and long-term unemployed,All categories: NS-SeC,L14.1 Never worked,L14.2 Long-term unemployed,L15 Full-time students,Not classified
2286,E02002347,0.0917388251813714,0.011701380762930026,0.08003744441844138,0.1766908495202434,0.14041656915516032,0.08588813479990638,0.06365551135033934,0.15399017084015915,0.10741867540369764,0.0959513222560262,3204.75,0.06412356658085654,0.03182775567516967,0.08424994149309618,0.07488883688275216
2287,E02002348,0.12784958871915394,0.025381903642773207,0.10246768507638072,0.227262044653349,0.1410105757931845,0.08037602820211516,0.0618096357226792,0.13160987074030553,0.08155111633372503,0.06533490011750881,3191.25,0.04512338425381904,0.020211515863689775,0.08319623971797885,0.07395221308264786
2288,E02002349,0.2520681265206813,0.043795620437956206,0.20827250608272507,0.29781021897810217,0.11119221411192214,0.08929440389294403,0.034793187347931874,0.08004866180048661,0.03454987834549878,0.03673965936739659,3082.5,0.02408759124087591,0.012652068126520682,0.06350364963503649,0.056447688564476885
2289,E02002350,0.18878794593396853,0.037225792155993795,0.15156215377797475,0.2667848437846222,0.15023266120097495,0.08752492798581875,0.04298692665632617,0.07733215156215378,0.04365167294482606,0.021493463328163084,3384.75,0.015067582539330823,0.006425880788832263,0.12120540660314646,0.10773813920279686
2290,E02002351,0.18047034764826175,0.0408997955010225,0.13957055214723926,0.27862985685071573,0.157719836400818,0.1168200408997955,0.04780163599182004,0.08819018404907976,0.049079754601226995,0.019683026584867074,2934.0,0.013803680981595092,0.005879345603271984,0.06160531697341513,0.05476028175414678
2291,E02002352,0.19721964782205745,0.030583873957367932,0.16663577386468953,0.27692307692307694,0.1303058387395737,0.0876737720111214,0.042817423540315105,0.09249304911955514,0.05004633920296571,0.042817423540315105,4046.25,0.030027803521779424,0.012789620018535681,0.07970342910101946,0.07084749253423953
2292,E02002353,0.22475876676865145,0.03789126853377265,0.1868674982348788,0.302659449282184,0.11649799952930101,0.0738997411155566,0.03553777359378677,0.07648858554954106,0.040715462461755704,0.04659919981172041,3186.75,0.032948929159802305,0.013650270651918098,0.08284302188750294,0.0736382416777804
2293,E02002354,0.1539565763502602,0.024582809976673246,0.12937376637358694,0.23111430109456307,0.1388839045397452,0.09205095998564508,0.05329266104432083,0.11483940427059035,0.07590166876009331,0.06423829176386148,4179.75,0.04593576170823614,0.018302530055625335,0.07572223219092052,0.06730865083637379
2294,E02002356,0.2005103900838498,0.04393000364564346,0.15658038643820635,0.3033175355450237,0.14145096609551586,0.0929639081297849,0.04684651841049945,0.08202697776157492,0.04866934013853445,0.019139628144367482,4114.5,0.012030623405030989,0.0071090047393364926,0.06507473569084944,0.05784420950297728
2295,E02002357,0.15392456676860347,0.024804621134896364,0.1291199456337071,0.26962283384301733,0.14050288820931023,0.081719334012912,0.05504587155963303,0.11671763506625892,0.0854570166496772,0.0309208290859667,4414.5,0.01766904519198097,0.013251783893985729,0.06608902480462113,0.058745799826329895
2296,E02002358,0.07389528406981062,0.02005198663200891,0.05384329743780171,0.1838098774600817,0.1518752320831786,0.08837727441515039,0.08299294467137022,0.1786112142591905,0.12978091347939102,0.04363163757890828,4039.5,0.02655031563312291,0.01708132194578537,0.06702562198291868,0.05957833065148327
