,GEOGRAPHY_CODE,All categories: English as a household language,All people aged 16 and over in household have English as a main language (English or Welsh in Wales),At least one but not all people aged 16 and over in household have English as a main language (English or Welsh in Wales),No people aged 16 and over in household but at least one person aged 3 to 15 has English as a main language (English or Welsh in Wales),No people in household have English as a main language (English or Welsh in Wales)
63,E02000065,2728.0,0.8112170087976539,0.07734604105571848,0.030058651026392963,0.0813782991202346
64,E02000066,3795.0,0.8181818181818182,0.08142292490118577,0.024242424242424242,0.0761528326745718
65,E02000067,3580.0,0.8681564245810056,0.05502793296089385,0.015921787709497207,0.06089385474860335
66,E02000068,3041.0,0.860243341006248,0.058204537980927326,0.01611312068398553,0.0654390003288392
67,E02000069,2495.0,0.905811623246493,0.05050100200400802,0.007615230460921844,0.036072144288577156
68,E02000070,3177.0,0.9313818067359144,0.039660056657223795,0.006295247088448221,0.0226628895184136
69,E02000071,2782.0,0.9338605319913731,0.039539899352983465,0.006470165348670022,0.020129403306973402
70,E02000072,4722.0,0.9076662431173231,0.03939008894536213,0.016730199068191443,0.03621346886912325
71,E02000073,3968.0,0.9337197580645161,0.038558467741935484,0.007560483870967742,0.020161290322580645
72,E02000074,3185.0,0.9384615384615385,0.032025117739403454,0.0075353218210361065,0.02197802197802198
73,E02000075,3172.0,0.9542875157629256,0.028688524590163935,0.004413619167717529,0.012610340479192938
74,E02000077,2870.0,0.921602787456446,0.0397212543554007,0.008710801393728223,0.029965156794425088
75,E02000078,3036.0,0.9608036890645586,0.024374176548089592,0.0032938076416337285,0.01152832674571805
76,E02000079,3267.0,0.9317416590143863,0.03397612488521579,0.0073461891643709825,0.026936026936026935
77,E02000080,3702.0,0.9049162614802809,0.05186385737439222,0.009994597514856833,0.03322528363047002
78,E02000081,3106.0,0.9571796522858983,0.022858982614294913,0.00643915003219575,0.013522215067611075
79,E02000082,3356.0,0.9395113230035756,0.0366507747318236,0.00566150178784267,0.018176400476758045
80,E02000083,3985.0,0.9462986198243413,0.026599749058971143,0.00878293601003764,0.01831869510664994
81,E02000084,4209.0,0.9387027797576621,0.03397481587075315,0.005939653124257543,0.021382751247327157
82,E02000085,3084.0,0.9497405966277561,0.02594033722438392,0.00324254215304799,0.021076523994811934
83,E02000086,2789.0,0.9551810684833274,0.02545715310147006,0.005019720329867336,0.014342058085335245
84,E02000087,3142.0,0.9589433481858689,0.024506683640993,0.004455760661998727,0.0120942075111394
85,E02000088,2984.0,0.9628016085790885,0.02546916890080429,0.0010053619302949062,0.010723860589812333
