,GEOGRAPHY_CODE,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,8. Process plant and machine operatives,9. Elementary occupations,All categories: Occupation
0,E02000001,0.20464793617759278,0.39507457509538674,0.23239680887963926,0.045091918140825527,0.03225806451612903,0.014568158168574402,0.02081165452653486,0.01699618453000347,0.03815469996531391,2883.0
1,E02000002,0.07801418439716312,0.11741528762805359,0.10007880220646179,0.055161544523246654,0.20961386918833727,0.04964539007092199,0.06540583136327817,0.1599684791174153,0.16469661150512213,1269.0
2,E02000003,0.10782681099084096,0.1340549542048293,0.11740216486261448,0.08034970857618651,0.1906744379683597,0.038301415487094086,0.06744379683597003,0.13447127393838468,0.12947543713572024,2402.0
3,E02000004,0.0963611859838275,0.12533692722371967,0.13140161725067384,0.05997304582210242,0.24326145552560646,0.026954177897574125,0.04919137466307277,0.16172506738544473,0.10579514824797843,1484.0
4,E02000005,0.07700592353257943,0.09531502423263329,0.0888529886914378,0.06408185245018848,0.23747980613893377,0.048465266558966075,0.06031233171782445,0.1777059773828756,0.15078082929456113,1857.0
5,E02000007,0.06424747174301011,0.1207614515169542,0.07674003569303986,0.06305770374776919,0.2082093991671624,0.05175490779298037,0.06067816775728733,0.18441403926234384,0.1701368233194527,1681.0
6,E02000008,0.07441253263707572,0.08746736292428199,0.0865970409051349,0.05961705831157528,0.21148825065274152,0.05134899912967798,0.05613577023498695,0.19147084421235858,0.1814621409921671,2298.0
7,E02000009,0.07779578606158834,0.10264721772015127,0.07725553754727174,0.059967585089141004,0.21285791464073472,0.04267963263101027,0.06266882766072393,0.1620745542949757,0.20205294435440302,1851.0
8,E02000010,0.06719367588932806,0.09881422924901186,0.08695652173913043,0.060982495765104464,0.23207227555053642,0.053642010163749296,0.06549971767363072,0.16996047430830039,0.16487859966120835,1771.0
9,E02000011,0.07372013651877134,0.09761092150170649,0.10238907849829351,0.07781569965870307,0.2341296928327645,0.03890784982935153,0.06621160409556313,0.15494880546075085,0.15426621160409557,1465.0
10,E02000012,0.12399150743099788,0.14097664543524416,0.12314225053078556,0.07430997876857749,0.16263269639065817,0.03099787685774947,0.07855626326963906,0.15881104033970275,0.10658174097664544,2355.0
11,E02000013,0.07606787595084845,0.08660035108250438,0.0778232884727911,0.07255705090696314,0.22001170275014628,0.04505558806319485,0.07372732592159158,0.18197776477472205,0.16617905207723815,1709.0
12,E02000014,0.06747843734145104,0.08574327752409944,0.0837138508371385,0.053779807204464736,0.21867072552004058,0.04972095383054287,0.058346017250126836,0.19583967529173008,0.18670725520040587,1971.0
13,E02000015,0.07528314457028648,0.10126582278481013,0.06728847435043304,0.05396402398401066,0.2005329780146569,0.06595602931379081,0.07195203197868089,0.18854097268487674,0.17521652231845436,1501.0
14,E02000016,0.08762886597938144,0.19381443298969073,0.1056701030927835,0.06597938144329897,0.13041237113402063,0.04381443298969072,0.09226804123711341,0.10051546391752578,0.17989690721649484,1940.0
15,E02000017,0.08900523560209424,0.15008726003490402,0.10340314136125654,0.05279232111692845,0.1719022687609075,0.038394415357766144,0.10951134380453752,0.12958115183246074,0.15532286212914484,2292.0
16,E02000018,0.06519337016574586,0.09226519337016574,0.09447513812154697,0.06795580110497237,0.24419889502762432,0.056353591160221,0.06077348066298342,0.1558011049723757,0.16298342541436464,1810.0
