,GEOGRAPHY_CODE,All categories: Household composition,One family household,One family only: All aged 65 and over,One family only: Cohabiting couple,One family only: Cohabiting couple: All children non-dependent,One family only: Cohabiting couple: Dependent children,One family only: Cohabiting couple: No children,One family only: Lone parent,One family only: Lone parent: All children non-dependent,One family only: Lone parent: Dependent children,One family only: Married or same-sex civil partnership couple,One family only: Married or same-sex civil partnership couple: All children non-dependent,One family only: Married or same-sex civil partnership couple: Dependent children,One family only: Married or same-sex civil partnership couple: No children,One person household,One person household: Aged 65 and over,One person household: Other,Other household types,Other household types: All aged 65 and over,Other household types: All full-time students,Other household types: Other,Other household types: With dependent children
19,E02000021,2949.0,0.615801966768396,0.04001356391997287,0.08850457782299084,0.007460155985079688,0.04645642590708715,0.03458799593082401,0.19803323160393355,0.04781281790437437,0.15022041369955919,0.28925059342149884,0.06035944387928111,0.15835876568328247,0.07053238385893523,0.26551373346897256,0.09393014581213971,0.17158358765683282,0.1186842997626314,0.0013563919972872161,0.00169548999660902,0.05188199389623601,0.06375042387249916
20,E02000022,3261.0,0.5841766329346826,0.010732904017172647,0.06807727690892364,0.0012266176019625882,0.03802514566084023,0.02882551364612082,0.24931002759889603,0.034958601655933765,0.21435142594296228,0.2560564244096903,0.01778595522845753,0.177246243483594,0.06102422569763876,0.2818153940509046,0.051517939282428704,0.23029745476847593,0.13400797301441275,0.0009199632014719411,0.006439742410303588,0.05857099049371359,0.06807727690892364
21,E02000023,2431.0,0.5656108597285068,0.02385849444672974,0.0765117235705471,0.004113533525298231,0.04524886877828054,0.027149321266968326,0.23241464417935007,0.03948992184286302,0.19292472233648705,0.23282599753187988,0.03126285479226656,0.15137803373097491,0.05018510900863842,0.3006993006993007,0.058412176059234884,0.24228712464006583,0.13368983957219252,0.0,0.0012340600575894694,0.055944055944055944,0.0765117235705471
22,E02000024,4110.0,0.6223844282238443,0.07153284671532846,0.08710462287104623,0.004866180048661801,0.029197080291970802,0.053041362530413624,0.0805352798053528,0.031143552311435525,0.04939172749391727,0.38321167883211676,0.06496350364963503,0.20948905109489052,0.10875912408759124,0.2980535279805353,0.1367396593673966,0.16131386861313868,0.07956204379562044,0.004379562043795621,0.0009732360097323601,0.05085158150851581,0.02335766423357664
23,E02000025,3622.0,0.560187741579238,0.05245720596355605,0.08696852567642187,0.005521811154058531,0.02263942573163998,0.058807288790723354,0.11512976256212037,0.044450579790171175,0.0706791827719492,0.3056322473771397,0.05024848150193263,0.16344561016013254,0.09193815571507455,0.37189398122584205,0.1350082827167311,0.23688569850911098,0.06791827719491994,0.003036996134732192,0.0011043622308117063,0.044450579790171175,0.01932633903920486
24,E02000026,2496.0,0.6422275641025641,0.08653846153846154,0.06690705128205128,0.004807692307692308,0.024839743589743588,0.037259615384615384,0.08213141025641026,0.03245192307692308,0.049679487179487176,0.406650641025641,0.08733974358974358,0.21875,0.10056089743589744,0.2748397435897436,0.11899038461538461,0.15584935897435898,0.0829326923076923,0.00040064102564102563,0.002403846153846154,0.046875,0.03325320512820513
25,E02000027,3705.0,0.6426450742240216,0.0601889338731444,0.07449392712550608,0.008367071524966262,0.0340080971659919,0.03211875843454791,0.1794871794871795,0.06396761133603239,0.1155195681511471,0.32847503373819165,0.06126855600539811,0.18110661268556005,0.08609986504723346,0.2731443994601889,0.12064777327935222,0.1524966261808367,0.08421052631578947,0.002968960863697706,0.0002699055330634278,0.03832658569500675,0.04264507422402159
26,E02000028,2473.0,0.6465830974524869,0.0772341285887586,0.08168216740800648,0.0020218358269308533,0.029518803073190457,0.05014152850788516,0.11888394662353417,0.04448038819247877,0.0744035584310554,0.36878285483218765,0.07480792559644157,0.18520016174686615,0.1087747674888799,0.25515568135867367,0.10028305701577032,0.15487262434290336,0.09826122118883947,0.003234937323089365,0.002426202992317024,0.06348564496562879,0.029114435907804288
27,E02000029,3513.0,0.6137204668374608,0.05123825789923143,0.09735269000853972,0.004554511813265016,0.03956732137773982,0.05323085681753487,0.1349274124679761,0.04383717620267578,0.09109023626530031,0.33020210646171366,0.05664674067748363,0.18274978650725876,0.09080557927697125,0.3000284656988329,0.10333048676345004,0.19669797893538285,0.08625106746370624,0.0034158838599487617,0.0014232849416453174,0.04924565898092798,0.03216623968118417
28,E02000030,3410.0,0.6803519061583577,0.10703812316715543,0.04838709677419355,0.00498533724340176,0.01906158357771261,0.02434017595307918,0.10997067448680352,0.0469208211143695,0.06304985337243402,0.4149560117302053,0.09120234604105572,0.2187683284457478,0.10498533724340176,0.2316715542521994,0.12991202346041056,0.10175953079178886,0.08797653958944282,0.0035190615835777126,0.0005865102639296188,0.04252199413489736,0.041348973607038125
29,E02000031,2817.0,0.6240681576144835,0.08945686900958466,0.058572949946751864,0.0014199503017394391,0.022364217252396165,0.034788782392616256,0.08306709265175719,0.04011359602413916,0.042953496627618035,0.3929712460063898,0.06815761448349308,0.22009229676961306,0.10472133475328363,0.26979055733049345,0.13205537806176784,0.13773517926872558,0.10614128505502307,0.0067447639332623354,0.0028399006034788782,0.06425275115370963,0.03230386936457224
30,E02000032,2742.0,0.700948212983224,0.08679795769511306,0.041940189642596645,0.0032822757111597373,0.019693654266958426,0.018964259664478483,0.08315098468271334,0.03792851932895697,0.04522246535375638,0.4890590809628009,0.11925601750547046,0.26440554339897887,0.10539752005835157,0.19438366156090445,0.1061269146608315,0.08825674690007294,0.10466812545587163,0.0032822757111597373,0.0029175784099197666,0.05142231947483589,0.047045951859956234
