,GEOGRAPHY_CODE,Age 16 to 64,Age 3 to 15,Age 65 and over,All categories: Age 3 and over,All categories: Can speak Welsh by age 3 and over,All categories: One or more skills in Welsh age 3 and over,Can speak Welsh,Can speak Welsh: Age 16 to 64,Can speak Welsh: Age 3 to 15,Can speak Welsh: Age 65 and over,"Can speak, read and write Welsh",Can understand spoken Welsh only,One or more skills in Welsh: Age 16 to 64,One or more skills in Welsh: Age 3 to 15,One or more skills in Welsh: Age 65 and over
21,W02000022,0.5865416806160026,0.1262135922330097,0.2872447271509876,5974.0,0.5738198861734182,0.658018078339471,0.5738198861734182,0.34315366588550383,0.11667224640107131,0.11399397388684299,0.49029126213592233,0.07264814194844325,0.39805825242718446,0.12219618346166722,0.13776364245061934
22,W02000023,0.5801114594218042,0.13636363636363635,0.2835249042145594,5742.0,0.6468129571577848,0.7058516196447231,0.6468129571577848,0.3911529083942877,0.12661093695576453,0.1290491118077325,0.5757575757575758,0.0513758272378962,0.4284221525600836,0.13218390804597702,0.1452455590386625
23,W02000024,0.6393740902474527,0.14483260553129548,0.2157933042212518,5496.0,0.7108806404657934,0.7807496360989811,0.7108806404657934,0.4321324599708879,0.13355167394468703,0.14519650655021835,0.6146288209606987,0.05804221251819505,0.48435225618631733,0.13919213973799127,0.1572052401746725
24,W02000025,0.6153249573445013,0.1371180393981697,0.247557003257329,6447.0,0.5566930355203971,0.6662013339537769,0.5566930355203971,0.32371645726694587,0.11959050721265704,0.11338607104079416,0.44858073522568637,0.09151543353497751,0.399410578563673,0.12781138514037538,0.13897937024972856
25,W02000026,0.556917211328976,0.10961328976034858,0.3334694989106754,7344.0,0.3857570806100218,0.48951525054466233,0.3857570806100218,0.2079248366013072,0.09340958605664489,0.08442265795206971,0.31004901960784315,0.08660130718954248,0.2834967320261438,0.10008169934640523,0.10593681917211328
26,W02000027,0.6406704690955651,0.10010476079618205,0.25922477010825284,8591.0,0.17145850308462343,0.2876265859620533,0.17145850308462343,0.09719473868001396,0.037481084856244906,0.03678267954836457,0.1203585147247119,0.09044348737050402,0.17658014200907926,0.0549412175532534,0.05610522639972064
27,W02000028,0.5851851851851851,0.16,0.2548148148148148,6750.0,0.2242962962962963,0.36177777777777775,0.2242962962962963,0.11407407407407408,0.06814814814814815,0.042074074074074076,0.16177777777777777,0.11051851851851852,0.19925925925925925,0.09496296296296296,0.06755555555555555
28,W02000029,0.5543041029766693,0.14062751407884153,0.3050683829444891,6215.0,0.22156074014481095,0.3432019308125503,0.22156074014481095,0.11697506033789219,0.06162510056315366,0.04296057924376508,0.16299275945293645,0.09525341914722446,0.20144810941271118,0.08077232502011263,0.06098149637972647
29,W02000030,0.5230048519324075,0.10774636105069432,0.3692487870168981,5977.0,0.1808599631922369,0.28291785176509954,0.1808599631922369,0.08934247950476829,0.042830851597791535,0.04868663208967709,0.12698678266688973,0.07913669064748201,0.15191567676091686,0.05604818470804752,0.07495399029613518
30,W02000031,0.5953136441298511,0.1501098364657066,0.25457651940444226,8194.0,0.11313155967781303,0.17988772272394435,0.11313155967781303,0.050890895777398096,0.05040273370759092,0.011837930192824017,0.07249206736636564,0.050158652672687334,0.0958018061996583,0.06431535269709543,0.019770563827190626
31,W02000032,0.5659854976928148,0.12907053394858273,0.3049439683586025,7585.0,0.26222808174027684,0.3919578114700066,0.26222808174027684,0.13553065260382333,0.06354647330257086,0.06315095583388267,0.19208965062623598,0.1015161502966381,0.2208305866842452,0.08213579433091628,0.08899143045484509
32,W02000033,0.6344368811881188,0.15284653465346534,0.21271658415841585,6464.0,0.18301361386138615,0.2999690594059406,0.18301361386138615,0.10086633663366337,0.054455445544554455,0.027691831683168317,0.1297957920792079,0.09019183168316831,0.17883663366336633,0.0734839108910891,0.04764851485148515
33,W02000034,0.6252309316442333,0.1609923462655054,0.21377672209026127,7578.0,0.20058062813407232,0.32251253628925836,0.20058062813407232,0.11177091580892055,0.05278437582475587,0.03602533650039588,0.1456848772763262,0.09382422802850356,0.19253101082079704,0.0754816574294009,0.054499868039060435
34,W02000035,0.6438115330520394,0.16971401781528364,0.18647444913267697,8532.0,0.20780590717299577,0.33696671354899205,0.20780590717299577,0.1102906704172527,0.059540553211439286,0.0379746835443038,0.1482653539615565,0.09786685419596812,0.1990154711673699,0.0806375996249414,0.05731364275668073
35,W02000036,0.5519992217141745,0.12082887440412492,0.32717190388170053,10279.0,0.19593345656192238,0.2921490417355774,0.19593345656192238,0.09602101371728768,0.04669714952816422,0.05321529331647047,0.1451503064500438,0.0745208677886954,0.1574083082011869,0.06041443720206246,0.07432629633232805
36,W02000037,0.632495164410058,0.1516143431037048,0.21589049248623718,6721.0,0.29147448296384465,0.44368397559886924,0.29147448296384465,0.1656003570897188,0.06695432227347121,0.058919803600654665,0.20934384764171998,0.1218568665377176,0.2688588007736944,0.08912364231513167,0.08570153251004314
37,W02000038,0.6252322242864381,0.13713899679108257,0.2376287789224793,5921.0,0.3306873838878568,0.49130214490795476,0.3306873838878568,0.1940550582671846,0.07566289478128695,0.06096943083938524,0.24708664077014017,0.13376118898834657,0.3046782638067894,0.0959297415977031,0.09069413950346225
38,W02000039,0.6483900168110694,0.1378507694297168,0.21375921375921375,7733.0,0.39712918660287083,0.5578688736583474,0.39712918660287083,0.24078624078624078,0.07836544678649941,0.07797749903013061,0.2835898099055994,0.1337126600284495,0.3592396223975171,0.09996120522436312,0.09866804603646709
39,W02000040,0.6494984279083695,0.14358436891750262,0.20691720317412787,6679.0,0.597544542596197,0.6759994011079503,0.597544542596197,0.3627788591106453,0.11453810450666267,0.12022757897888905,0.5210360832459949,0.06647701751759245,0.4210211109447522,0.12307231621500224,0.13190597394819584
40,W02000041,0.6388007054673721,0.14121105232216344,0.21998824221046442,8505.0,0.5608465608465608,0.6870076425631981,0.5608465608465608,0.32815990593768374,0.11216931216931217,0.12051734273956496,0.4551440329218107,0.10605526161081717,0.4218694885361552,0.12616108171663729,0.13897707231040565
41,W02000042,0.5791470907119625,0.140946873870618,0.2799060354174196,5534.0,0.12558727864112756,0.19985543910372244,0.12558727864112756,0.056378749548247196,0.054571738344777736,0.014636790748102639,0.08221900975786049,0.05204192265992049,0.10245753523671847,0.06866642573183954,0.028731478135164436
42,W02000043,0.6089818041037554,0.17073170731707318,0.22028648857917152,5166.0,0.156794425087108,0.24951606658923733,0.156794425087108,0.07200929152148665,0.06368563685636856,0.021099496709252808,0.11536972512582269,0.07084785133565621,0.1302748741773132,0.08130081300813008,0.037940379403794036
43,W02000044,0.5831683168316831,0.12673267326732673,0.2900990099009901,5050.0,0.15405940594059406,0.24415841584158415,0.15405940594059406,0.07366336633663366,0.048514851485148516,0.03188118811881188,0.11247524752475248,0.06594059405940594,0.12554455445544555,0.06514851485148515,0.053465346534653464
44,W02000045,0.6427790598809668,0.14186809182558,0.21535284829345316,8233.0,0.1285072270132394,0.1936110773715535,0.1285072270132394,0.059759504433377866,0.05332199684197741,0.015425725737884125,0.0930402040568444,0.04518401554718814,0.10154257257378842,0.06534677517308393,0.02672172962468116
45,W02000047,0.6473354231974922,0.2239420062695925,0.12872257053291536,5104.0,0.13734326018808776,0.2159090909090909,0.13734326018808776,0.05858150470219436,0.06818181818181818,0.010579937304075235,0.09737460815047022,0.05975705329153605,0.10756269592476489,0.08718652037617555,0.02115987460815047
46,W02000049,0.6390352978757387,0.16850343395623701,0.19246126816802428,6261.0,0.21689825906404728,0.3347708033860406,0.21689825906404728,0.11180322632167386,0.06947771921418304,0.035617313528190385,0.15908001916626738,0.0881648298993771,0.1892668902731193,0.08880370547835809,0.05670020763456317
47,W02000050,0.635967038293747,0.15091291000161577,0.21312005170463727,6189.0,0.18952981095492002,0.29374697043141057,0.18952981095492002,0.10001615769914364,0.04992729035385361,0.039586362901922766,0.1387946356438843,0.08078849571820973,0.1709484569397318,0.06269187267733074,0.060106640814348036
48,W02000051,0.6133281673769857,0.13870592793490896,0.2479659046881054,5162.0,0.24970941495544363,0.3672994963192561,0.24970941495544363,0.13115071677644324,0.05579232855482371,0.06276636962417667,0.19004261913986828,0.09259976753196436,0.20980240216970167,0.07051530414567997,0.08698179000387447
49,W02000052,0.6805829066561638,0.15636077195746356,0.16305632138637258,5078.0,0.3215833005120126,0.48050413548641197,0.3215833005120126,0.19180779834580544,0.06754627806222922,0.062229224103977944,0.23198109491925956,0.13410791650256007,0.30484442693974007,0.08448207955888144,0.09117762898779047
50,W02000053,0.6404115094036329,0.15367304291914483,0.2059154476772223,6221.0,0.4301559234849703,0.5802925574666452,0.4301559234849703,0.2517280180035364,0.07956920109307185,0.098858704388362,0.34479987140331136,0.12184536248191609,0.361195949204308,0.09757273750200933,0.12152387076032792
51,W02000054,0.6385296119809394,0.14380530973451328,0.21766507828454731,5876.0,0.3116065350578625,0.451497617426821,0.3116065350578625,0.17750170183798503,0.0781143635125936,0.055990469707283864,0.2392784206943499,0.10976855003403677,0.2741660993873383,0.09581347855684139,0.08151803948264125
52,W02000055,0.6208926875593542,0.15213675213675212,0.22697056030389365,5265.0,0.41690408357075026,0.5652421652421652,0.41690408357075026,0.23684710351377017,0.07749287749287749,0.10256410256410256,0.32326685660018994,0.12022792022792023,0.3375118708452042,0.09914529914529914,0.12858499525166192
53,W02000056,0.6543914927136668,0.15675462780622293,0.1888538794801103,5078.0,0.5039385584875935,0.6205198897203623,0.5039385584875935,0.30760141788105555,0.11165813312327688,0.08467900748326113,0.40173296573454115,0.09610082709728239,0.39602205592753054,0.12583694367861362,0.09866089011421819
54,W02000057,0.6277420418934521,0.12155698499092858,0.25070097311561934,6063.0,0.31271647699158833,0.42883061190829624,0.31271647699158833,0.17400626752432788,0.06729341909945571,0.07141679036780471,0.24311396998185716,0.09269338611248557,0.2533399307273627,0.0793336632030348,0.09615701797789873
55,W02000058,0.6295336787564767,0.13611000398565165,0.23435631725787165,5018.0,0.2206058190514149,0.319649262654444,0.2206058190514149,0.11219609406137904,0.06516540454364289,0.04324432044639299,0.15284974093264247,0.07971303308090873,0.17477082502989238,0.07811877241929055,0.06675966520526105
56,W02000059,0.6526265972550875,0.15743808171635904,0.1899353210285534,6339.0,0.18678024925067047,0.28663827102066575,0.18678024925067047,0.09970026818110111,0.05884208865751696,0.028237892412052375,0.12935794289320082,0.07540621549140243,0.16453699321659568,0.07240889730241364,0.04969238050165641
57,W02000060,0.6588941361668634,0.17237308146399055,0.16873278236914602,10164.0,0.12947658402203857,0.2208776072412436,0.12947658402203857,0.06660763478945297,0.051554506099960644,0.011314443132624951,0.08874458874458875,0.06109799291617474,0.1261314443132625,0.06473829201101929,0.030007870916961825
58,W02000061,0.6479454228145327,0.16976043154053624,0.182294145644931,6303.0,0.11946692051404094,0.1876884023480882,0.11946692051404094,0.05743296842773282,0.054259876249405044,0.007774075836903062,0.08361097889893701,0.0461684911946692,0.0983658575281612,0.06996668253212755,0.01935586228779946
59,W02000062,0.6797002280873249,0.16405995438253504,0.1562398175301401,6138.0,0.12316715542521994,0.20104268491365265,0.12316715542521994,0.06337569240795048,0.04887585532746823,0.010915607689801238,0.08813945910720104,0.05001629195177582,0.11322906484196807,0.06484196806777452,0.02297165200391007
60,W02000063,0.6626594700686947,0.1318694798822375,0.2054710500490677,8152.0,0.1890333660451423,0.3009077526987242,0.1890333660451423,0.10549558390578999,0.04735034347399411,0.036187438665358194,0.1295387634936212,0.0813297350343474,0.18130520117762514,0.05986261040235525,0.05973994111874387
61,W02000064,0.6768461007591442,0.17028985507246377,0.152864044168392,5796.0,0.09489302967563837,0.15372670807453417,0.09489302967563837,0.04192546583850932,0.049689440993788817,0.0032781228433402345,0.06504485852311939,0.039164941338854384,0.07936507936507936,0.06331953071083506,0.011042097998619738
62,W02000065,0.6894780677401444,0.15755136035535813,0.1529705719044975,7204.0,0.0977234869516935,0.1539422543031649,0.0977234869516935,0.049833425874514156,0.044836202109938925,0.003053858967240422,0.06871182676290949,0.03539700166574126,0.0837034980566352,0.061493614658523044,0.008745141588006662
63,W02000066,0.6813773564345647,0.15876648142094366,0.15985616214449166,9177.0,0.08804620246267844,0.13457556935817805,0.08804620246267844,0.03966437833714721,0.042606516290726815,0.005775307834804402,0.058406886782172825,0.029530347608150813,0.06908575787294323,0.054266100032690424,0.011223711452544404
64,W02000067,0.6578604044357469,0.1606327462491846,0.1815068493150685,6132.0,0.10730593607305935,0.16405740378343117,0.10730593607305935,0.050065231572080884,0.05055446836268754,0.0066862361382909324,0.07795172863666014,0.03913894324853229,0.08317025440313111,0.06653620352250489,0.014350945857795172
65,W02000068,0.6807563959955506,0.14256581386725992,0.17667779013718948,5394.0,0.09306637004078606,0.13867259918427882,0.09306637004078606,0.04597701149425287,0.042269187986651836,0.00482017055988135,0.06618464961067853,0.030774935113088618,0.07526881720430108,0.054134223210975156,0.009269558769002595
66,W02000069,0.6556200888281517,0.16108643662453023,0.18329347454731806,5854.0,0.14332080628629998,0.22702425691834643,0.14332080628629998,0.0780662794670311,0.05398018448923813,0.011274342330030749,0.10334813802528185,0.06030064912880082,0.13033823026990093,0.07106252135292108,0.02562350529552443
67,W02000070,0.6521227571330522,0.17138935189724483,0.1764878909697029,10199.0,0.11059907834101383,0.17933130699088146,0.11059907834101383,0.04559270516717325,0.05755466222178645,0.007451710952054123,0.07647808608687126,0.046573193450338266,0.08893028728306697,0.07687028140013727,0.013530738307677223
68,W02000071,0.6528028933092225,0.14313534566699124,0.20406176102378634,7189.0,0.13896230351926556,0.21894561135067464,0.13896230351926556,0.07288913618027543,0.05216302684657115,0.013910140492418973,0.09945750452079566,0.05411044651550981,0.12630407567116428,0.0678814856030046,0.024760050076505773
69,W02000072,0.6899943788645306,0.16376241334082817,0.14624320779464117,10674.0,0.07878958216226345,0.11523327712197864,0.07878958216226345,0.03363312722503279,0.040753232152894885,0.004403222784335769,0.05255761663856099,0.025482480794453814,0.05555555555555555,0.052370245456248826,0.007307476110174255
70,W02000073,0.6269718527683267,0.16393442622950818,0.20909372100216517,9699.0,0.21146509949479328,0.29827817300752657,0.21146509949479328,0.1130013403443654,0.06557377049180328,0.0328899886586246,0.1652747705949067,0.06258377152283741,0.16661511496030518,0.08165790287658521,0.05000515517063615
71,W02000074,0.6572513118231551,0.1491570838450374,0.19359160433180753,8957.0,0.09713073573741209,0.16501060622976443,0.09713073573741209,0.04521603215362287,0.0439879423914257,0.007926761192363515,0.0649771128726136,0.04376465334375349,0.08920397454504857,0.0592832421569722,0.016523389527743664
72,W02000075,0.6631656532154044,0.16067809102634972,0.1761562557582458,5427.0,0.1109268472452552,0.18094711627049936,0.1109268472452552,0.04975124378109453,0.05306799336650083,0.008107610097659848,0.07628524046434494,0.04735581352496775,0.09157914133038511,0.07038879675695596,0.018979178183158283
73,W02000076,0.6454381835802299,0.1423231344316766,0.2122386819880936,7223.0,0.1842724629655268,0.2845078222345286,0.1842724629655268,0.09815865983663298,0.0559324380451336,0.03018136508376021,0.1318011906410079,0.07226914024643499,0.15907517651945174,0.0711615672158383,0.05427107849923855
74,W02000077,0.6354855109303508,0.14675478732418235,0.21775970174546688,5901.0,0.13607863074055246,0.22182680901542112,0.13607863074055246,0.07100491442128452,0.046093882392814776,0.018979833926453145,0.09862735129639044,0.05371970852397898,0.12472462294526351,0.061514997458057954,0.03558718861209965
75,W02000080,0.6719080338266384,0.17256871035940805,0.1555232558139535,7568.0,0.113107822410148,0.18459302325581395,0.113107822410148,0.054439746300211415,0.05179704016913319,0.006871035940803382,0.08152748414376321,0.04849365750528541,0.10134778012684989,0.06791754756871037,0.0153276955602537
76,W02000081,0.6840800425004427,0.16256419337701433,0.15335576412254295,5647.0,0.11988666548609882,0.1962103771914291,0.11988666548609882,0.05808393837435807,0.053125553391181156,0.00867717372055959,0.07968833008677173,0.05241721267929874,0.11174074729945103,0.06729236762882947,0.017177262263148575
77,W02000082,0.6832324369984514,0.16823877234971138,0.14852879065183724,7103.0,0.10798254258763902,0.18611854146135437,0.10798254258763902,0.05575109108827256,0.04434745882021681,0.007883992679149654,0.07630578628748416,0.05223145149936646,0.10249190482894552,0.06208644234830353,0.021540194284105307
78,W02000083,0.6802621995630007,0.1629036173828599,0.15683418305413935,8238.0,0.16132556445739257,0.2669337217771304,0.16132556445739257,0.07914542364651614,0.05765962612284535,0.024520514688031077,0.11932507890264628,0.06797766448167031,0.14578781257586793,0.07198349113862589,0.04916241806263656
79,W02000084,0.6239727400280617,0.12627781118460613,0.24974944878733213,4989.0,0.097013429544999,0.1723792343154941,0.097013429544999,0.043896572459410706,0.02866305872920425,0.024453798356384046,0.07215874924834637,0.047905391862096615,0.0885949087993586,0.041290839847664865,0.04249348566847064
80,W02000085,0.6550213435183105,0.12514041788362165,0.21983823859806784,8902.0,0.12457874634913503,0.20085374073241968,0.12457874634913503,0.05931251404178836,0.03785666142439901,0.027409570882947654,0.08941810829027184,0.05234778701415412,0.10559424848348686,0.049651763648618286,0.045607728600314534
81,W02000086,0.6338342810722989,0.14805036555645817,0.21811535337124288,4924.0,0.11230706742485784,0.18744922826969942,0.11230706742485784,0.05117790414297319,0.03919577579203899,0.021933387489845652,0.08326563769293258,0.05199025182778229,0.09687246141348498,0.05117790414297319,0.039398862713241264
82,W02000087,0.651199768719283,0.2249204972535415,0.12387973402717549,6918.0,0.08224920497253542,0.1394911824226655,0.08224920497253542,0.03483665799363978,0.042208730847065626,0.005203816131830009,0.056663775657704536,0.04191962995085285,0.0679387106100029,0.06013298641225788,0.01141948540040474
83,W02000088,0.7400225197047416,0.11922932565995246,0.1407481546353059,7993.0,0.11810334042287002,0.18929062930063806,0.11810334042287002,0.06230451645189541,0.036281746528212186,0.019517077442762418,0.08444889278118353,0.04629050419116727,0.11072188164644063,0.048542474665332166,0.030026272988865257
84,W02000089,0.7239171374764595,0.14174513496547395,0.13433772755806653,7965.0,0.11349654739485247,0.17602008788449466,0.11349654739485247,0.060138104205900815,0.04419334588826114,0.009165097300690522,0.07897049591964846,0.043565599497802886,0.10420590081607031,0.05536723163841808,0.016446955430006276
85,W02000090,0.6621741443518354,0.17503103387125377,0.1627948217769108,5639.0,0.18531654548678844,0.3213335697818762,0.18531654548678844,0.09540698705444228,0.055506295442454334,0.034403262989891825,0.1317609505231424,0.10001773364071644,0.18372051782230892,0.07519063663770172,0.06242241532186558
86,W02000091,0.6640730717185386,0.15358592692828146,0.18234100135317996,5912.0,0.17286874154262516,0.29093369418132614,0.17286874154262516,0.08423545331529093,0.04533152909336942,0.04330175913396482,0.1256765899864682,0.08812584573748308,0.16069012178619757,0.06123139377537212,0.06901217861975643
87,W02000092,0.6625600961538461,0.16556490384615385,0.171875,6656.0,0.24909855769230768,0.3840144230769231,0.24909855769230768,0.12229567307692307,0.05694110576923077,0.06986177884615384,0.17833533653846154,0.10591947115384616,0.22190504807692307,0.06805889423076923,0.09405048076923077
88,W02000093,0.679380959824918,0.1550726903235892,0.16554634985149289,6397.0,0.1202125996560888,0.21306862591839926,0.1202125996560888,0.06471783648585275,0.04064405189932781,0.014850711270908238,0.08582147881819603,0.06471783648585275,0.12834141003595437,0.05643270282945131,0.028294513052993592
89,W02000094,0.6504018369690011,0.17416762342135478,0.17543053960964408,8710.0,0.11768082663605052,0.22227324913892077,0.11768082663605052,0.05855338691159587,0.043513203214695755,0.015614236509758898,0.08208955223880597,0.07474167623421354,0.12743972445464982,0.05901262916188289,0.03582089552238806
90,W02000095,0.6328273244781784,0.15717900063251106,0.20999367488931056,6324.0,0.08523086654016446,0.13946869070208728,0.08523086654016446,0.03731815306767868,0.04127134724857685,0.006641366223908918,0.056451612903225805,0.03763440860215054,0.07210626185958255,0.05234029095509171,0.01502213788741303
91,W02000096,0.6487287474652941,0.1544220870379036,0.19684916549680237,6411.0,0.17501169864295743,0.2693807518327874,0.17501169864295743,0.0876618312275776,0.05240992044922789,0.03493994696615193,0.12603338012790516,0.07112774918109499,0.15067852129153017,0.06816409296521604,0.05053813757604118
92,W02000097,0.6196263785730363,0.13763223047490433,0.24274139095205943,8886.0,0.3173531397704254,0.4309025433265811,0.3173531397704254,0.17375647085302723,0.07157326130992572,0.07202340760747243,0.2517443169029935,0.08665316227774027,0.24780553679945982,0.08766599144722034,0.09543101507990097
93,W02000098,0.6149453418175885,0.16201664219285364,0.22303801598955783,6129.0,0.1262848751835536,0.21243269701419482,0.1262848751835536,0.052700277369880894,0.05726872246696035,0.01631587534671235,0.08892152063958231,0.05922662750856583,0.1055637134932289,0.07505302659487681,0.03181595692608909
94,W02000099,0.6301071927916732,0.1497592045984154,0.22013360260991144,6437.0,0.12195121951219512,0.19527730309150226,0.12195121951219512,0.05344104396457977,0.048935839676868105,0.019574335870747243,0.09119154885816375,0.053285692092589716,0.09895914245766661,0.06183004505204288,0.03448811558179276
95,W02000100,0.6276102088167054,0.14716605899900564,0.22522373218428904,6034.0,0.5384487901889294,0.6465031488233345,0.5384487901889294,0.3105734173019556,0.1151806430228704,0.11269472986410341,0.44713291349022205,0.08352668213457076,0.38581372224063637,0.12727875372886974,0.1334106728538283
