,GEOGRAPHY_CODE,All usual residents aged 16 to 74,Economically Inactive,Economically active,Economically active: Employee: Full-time,Economically active: Employee: Part-time,Economically active: Full-time student,Economically active: In employment,Economically active: Self-employed,Economically active: Unemployed,Economically inactive: Long-term sick or disabled,Economically inactive: Looking after home or family,Economically inactive: Other,Economically inactive: Retired,Economically inactive: Student (including full-time students),Long-term unemployed,Unemployed: Age 16 to 24,Unemployed: Age 50 to 74,Unemployed: Never worked
0,E02000001,1,0.27701954998155665,0.7229804500184434,0.46809295462928807,0.07856879380302471,0.025082995204721504,0.6680191811139801,0.12135743268166728,0.029878273699741793,0.01549243821468093,0.04979712283290299,0.020656584286241238,0.12025082995204721,0.07082257469568425,0.009590556990040576,0.004057543341940244,0.005164146071560309,0.004057543341940244
1,E02000002,1,0.4085520745131245,0.5914479254868755,0.26206604572396275,0.18035563082133785,0.03598645215918713,0.48391193903471635,0.04149026248941575,0.07154953429297206,0.05165114309906858,0.12828111769686706,0.03386960203217612,0.12574089754445386,0.06900931414055884,0.03175275190516511,0.016088060965283656,0.0071972904318374255,0.01693480101608806
2,E02000003,1,0.36445047489823607,0.6355495251017639,0.32618724559023066,0.17639077340569878,0.031478968792401626,0.5506105834464043,0.0480325644504749,0.053459972862957936,0.03609226594301221,0.11261872455902307,0.0350067842605156,0.11940298507462686,0.061329715061058346,0.024423337856173677,0.011397557666214383,0.005970149253731343,0.00976933514246947
3,E02000004,1,0.3362676056338028,0.6637323943661971,0.34639084507042256,0.20202464788732394,0.035211267605633804,0.5752640845070423,0.026848591549295774,0.053257042253521125,0.03961267605633803,0.07658450704225352,0.028169014084507043,0.1368838028169014,0.05501760563380282,0.02244718309859155,0.018926056338028168,0.007922535211267605,0.007922535211267605
4,E02000005,1,0.37724935732647813,0.6227506426735219,0.3004498714652956,0.18894601542416453,0.03695372750642673,0.5292416452442159,0.03984575835475578,0.056555269922879174,0.05141388174807198,0.12403598971722365,0.032776349614395885,0.1076478149100257,0.06137532133676093,0.02538560411311054,0.013817480719794344,0.004498714652956298,0.011889460154241645
5,E02000007,1,0.3858520900321543,0.6141479099678456,0.2887459807073955,0.1729903536977492,0.04372990353697749,0.4964630225080386,0.03472668810289389,0.07395498392282958,0.04855305466237942,0.13633440514469453,0.04083601286173633,0.09292604501607717,0.06720257234726688,0.03376205787781351,0.015755627009646302,0.006430868167202572,0.01929260450160772
6,E02000008,1,0.39858823529411763,0.6014117647058823,0.2858823529411765,0.17458823529411766,0.036,0.5030588235294118,0.04258823529411765,0.06235294117647059,0.05858823529411765,0.12917647058823528,0.040705882352941175,0.11152941176470588,0.05858823529411765,0.03035294117647059,0.014588235294117647,0.008,0.012470588235294117
7,E02000009,1,0.38288141130349557,0.6171185886965044,0.29532832407709897,0.17216595883698138,0.042143090493302844,0.5073505390395295,0.0398562561254492,0.067624959163672,0.06043776543613198,0.11760862463247304,0.04802352172492649,0.09310682783404116,0.0637046716759229,0.030055537406076447,0.01274093433518458,0.007513884351519112,0.016007840574975497
8,E02000010,1,0.40634005763688763,0.5936599423631124,0.27825808517451167,0.18796029458853666,0.037463976945244955,0.5027217419148254,0.03650336215177714,0.05347422350304195,0.07076528978546269,0.12648094780659622,0.04546910022414345,0.09702209414024976,0.06660262568043548,0.027217419148254884,0.011847582452769772,0.007044508485430675,0.009926352865834135
9,E02000011,1,0.34967919340055,0.65032080659945,0.3318056828597617,0.193858845096242,0.03666361136571952,0.5669110907424382,0.04124656278643447,0.04674610449129239,0.028872593950504125,0.10128322639780019,0.034830430797433545,0.11686526122823097,0.06782768102658111,0.017873510540788267,0.008707607699358386,0.005499541704857928,0.010540788267644362
