,GEOGRAPHY_CODE,All lone parent housholds with dependent children,Female lone parent: In full-time employment,Female lone parent: In part-time employment,Female lone parent: Not in employment,Female lone parent: Total,Lone parent in full-time employment: Total,Lone parent in part-time employment: Total,Lone parent not in employment: Total,Male lone parent: In full-time employment,Male lone parent: In part-time employment,Male lone parent: Not in employment,Male lone parent: Total
28,E02000030,1,0.23255813953488372,0.25116279069767444,0.4325581395348837,0.9162790697674419,0.28837209302325584,0.2558139534883721,0.4558139534883721,0.05581395348837209,0.004651162790697674,0.023255813953488372,0.08372093023255814
29,E02000031,1,0.19834710743801653,0.2396694214876033,0.4380165289256198,0.8760330578512396,0.2644628099173554,0.2644628099173554,0.47107438016528924,0.06611570247933884,0.024793388429752067,0.03305785123966942,0.12396694214876033
30,E02000032,1,0.2903225806451613,0.25806451612903225,0.28225806451612906,0.8306451612903226,0.3870967741935484,0.3064516129032258,0.3064516129032258,0.0967741935483871,0.04838709677419355,0.024193548387096774,0.1693548387096774
31,E02000033,1,0.18032786885245902,0.29180327868852457,0.45901639344262296,0.9311475409836065,0.21639344262295082,0.29508196721311475,0.4885245901639344,0.036065573770491806,0.003278688524590164,0.029508196721311476,0.06885245901639345
32,E02000034,1,0.2305194805194805,0.2987012987012987,0.3961038961038961,0.9253246753246753,0.2694805194805195,0.30844155844155846,0.42207792207792205,0.03896103896103896,0.00974025974025974,0.025974025974025976,0.07467532467532467
33,E02000035,1,0.22485207100591717,0.21893491124260356,0.4437869822485207,0.8875739644970414,0.28994082840236685,0.23668639053254437,0.47337278106508873,0.0650887573964497,0.01775147928994083,0.029585798816568046,0.11242603550295859
34,E02000036,1,0.21367521367521367,0.2962962962962963,0.4074074074074074,0.9173789173789174,0.25925925925925924,0.31339031339031337,0.42735042735042733,0.045584045584045586,0.017094017094017096,0.019943019943019943,0.08262108262108261
35,E02000037,1,0.23809523809523808,0.2789115646258503,0.4217687074829932,0.9387755102040817,0.2585034013605442,0.29591836734693877,0.445578231292517,0.02040816326530612,0.017006802721088437,0.023809523809523808,0.061224489795918366
36,E02000038,1,0.20123839009287925,0.26625386996904027,0.43962848297213625,0.9071207430340558,0.25386996904024767,0.2848297213622291,0.4613003095975232,0.05263157894736842,0.018575851393188854,0.021671826625386997,0.09287925696594428
37,E02000039,1,0.25165562913907286,0.33112582781456956,0.3576158940397351,0.9403973509933775,0.2781456953642384,0.3576158940397351,0.36423841059602646,0.026490066225165563,0.026490066225165563,0.006622516556291391,0.059602649006622516
38,E02000040,1,0.19921875,0.2578125,0.4765625,0.93359375,0.234375,0.26953125,0.49609375,0.03515625,0.01171875,0.01953125,0.06640625
39,E02000041,1,0.250996015936255,0.26693227091633465,0.3904382470119522,0.9083665338645418,0.2868525896414343,0.28286852589641437,0.4302788844621514,0.035856573705179286,0.01593625498007968,0.0398406374501992,0.09163346613545817
40,E02000042,1,0.21145374449339208,0.30837004405286345,0.40969162995594716,0.9295154185022027,0.2422907488986784,0.32599118942731276,0.43171806167400884,0.030837004405286344,0.01762114537444934,0.022026431718061675,0.07048458149779736
41,E02000043,1,0.34285714285714286,0.26666666666666666,0.2857142857142857,0.8952380952380953,0.3904761904761905,0.2857142857142857,0.3238095238095238,0.047619047619047616,0.01904761904761905,0.0380952380952381,0.10476190476190476
42,E02000044,1,0.22885572139303484,0.25870646766169153,0.4701492537313433,0.9577114427860697,0.24875621890547264,0.27611940298507465,0.47512437810945274,0.01990049751243781,0.017412935323383085,0.004975124378109453,0.04228855721393035
43,E02000045,1,0.21063394683026584,0.25357873210633947,0.4621676891615542,0.9263803680981595,0.24948875255623723,0.26380368098159507,0.4867075664621677,0.03885480572597137,0.010224948875255624,0.024539877300613498,0.0736196319018405
44,E02000046,1,0.21232876712328766,0.2808219178082192,0.3972602739726027,0.8904109589041096,0.2465753424657534,0.3219178082191781,0.4315068493150685,0.03424657534246575,0.0410958904109589,0.03424657534246575,0.1095890410958904
45,E02000047,1,0.20114942528735633,0.2796934865900383,0.4731800766283525,0.9540229885057471,0.2260536398467433,0.28544061302681994,0.4885057471264368,0.02490421455938697,0.005747126436781609,0.01532567049808429,0.04597701149425287
46,E02000048,1,0.20095693779904306,0.2727272727272727,0.45454545454545453,0.9282296650717703,0.22009569377990432,0.3014354066985646,0.4784688995215311,0.019138755980861243,0.028708133971291867,0.023923444976076555,0.07177033492822966
47,E02000049,1,0.17876106194690267,0.31150442477876106,0.4407079646017699,0.9309734513274336,0.19469026548672566,0.3309734513274336,0.4743362831858407,0.01592920353982301,0.019469026548672566,0.033628318584070796,0.06902654867256637
48,E02000050,1,0.23076923076923078,0.2564102564102564,0.44871794871794873,0.9358974358974359,0.26282051282051283,0.26282051282051283,0.47435897435897434,0.03205128205128205,0.00641025641025641,0.02564102564102564,0.0641025641025641
49,E02000051,1,0.21893491124260356,0.3254437869822485,0.378698224852071,0.9230769230769231,0.2603550295857988,0.33136094674556216,0.40828402366863903,0.04142011834319527,0.005917159763313609,0.029585798816568046,0.07692307692307693
50,E02000052,1,0.2077922077922078,0.2857142857142857,0.44155844155844154,0.935064935064935,0.24675324675324675,0.2857142857142857,0.4675324675324675,0.03896103896103896,0.0,0.025974025974025976,0.06493506493506493
51,E02000053,1,0.19383259911894274,0.24669603524229075,0.4845814977973568,0.9251101321585903,0.23348017621145375,0.2511013215859031,0.5154185022026432,0.039647577092511016,0.004405286343612335,0.030837004405286344,0.07488986784140969
52,E02000054,1,0.16666666666666666,0.3055555555555556,0.4444444444444444,0.9166666666666666,0.20833333333333334,0.3194444444444444,0.4722222222222222,0.041666666666666664,0.013888888888888888,0.027777777777777776,0.08333333333333333
53,E02000055,1,0.22429906542056074,0.3317757009345794,0.3364485981308411,0.8925233644859814,0.24766355140186916,0.37383177570093457,0.37850467289719625,0.02336448598130841,0.04205607476635514,0.04205607476635514,0.10747663551401869
54,E02000056,1,0.25,0.2714285714285714,0.40714285714285714,0.9285714285714286,0.30714285714285716,0.2785714285714286,0.4142857142857143,0.05714285714285714,0.007142857142857143,0.007142857142857143,0.07142857142857142
55,E02000057,1,0.20618556701030927,0.36082474226804123,0.38144329896907214,0.9484536082474226,0.21649484536082475,0.3917525773195876,0.3917525773195876,0.010309278350515464,0.030927835051546393,0.010309278350515464,0.05154639175257732
56,E02000058,1,0.3,0.23529411764705882,0.4176470588235294,0.9529411764705882,0.3235294117647059,0.23529411764705882,0.4411764705882353,0.023529411764705882,0.0,0.023529411764705882,0.047058823529411764
57,E02000059,1,0.16560509554140126,0.35668789808917195,0.4299363057324841,0.9522292993630573,0.1751592356687898,0.3662420382165605,0.4585987261146497,0.009554140127388535,0.009554140127388535,0.028662420382165606,0.04777070063694268
58,E02000060,1,0.10569105691056911,0.2926829268292683,0.5121951219512195,0.9105691056910569,0.13008130081300814,0.3252032520325203,0.5447154471544715,0.024390243902439025,0.032520325203252036,0.032520325203252036,0.08943089430894309
59,E02000061,1,0.21138211382113822,0.3008130081300813,0.37398373983739835,0.8861788617886179,0.2926829268292683,0.3089430894308943,0.3983739837398374,0.08130081300813008,0.008130081300813009,0.024390243902439025,0.11382113821138211
60,E02000062,1,0.17437722419928825,0.23487544483985764,0.5302491103202847,0.9395017793594306,0.20640569395017794,0.2526690391459075,0.5409252669039146,0.03202846975088968,0.017793594306049824,0.010676156583629894,0.060498220640569395
61,E02000063,1,0.15566037735849056,0.22641509433962265,0.4811320754716981,0.8632075471698113,0.21226415094339623,0.25,0.5377358490566038,0.05660377358490566,0.02358490566037736,0.05660377358490566,0.13679245283018868
62,E02000064,1,0.16444444444444445,0.26222222222222225,0.5066666666666667,0.9333333333333333,0.18666666666666668,0.26666666666666666,0.5466666666666666,0.022222222222222223,0.0044444444444444444,0.04,0.06666666666666667
63,E02000065,1,0.23393316195372751,0.2442159383033419,0.41645244215938304,0.8946015424164524,0.2827763496143959,0.27249357326478146,0.44473007712082263,0.04884318766066838,0.028277634961439587,0.028277634961439587,0.10539845758354756
64,E02000066,1,0.2111913357400722,0.2563176895306859,0.4404332129963899,0.907942238267148,0.2527075812274368,0.26895306859205775,0.47833935018050544,0.04151624548736462,0.01263537906137184,0.03790613718411552,0.09205776173285199
65,E02000067,1,0.21940928270042195,0.29535864978902954,0.4345991561181435,0.9493670886075949,0.2510548523206751,0.2974683544303797,0.45147679324894513,0.03164556962025317,0.002109704641350211,0.016877637130801686,0.05063291139240506
66,E02000068,1,0.17142857142857143,0.22142857142857142,0.55,0.9428571428571428,0.1976190476190476,0.24047619047619048,0.5619047619047619,0.02619047619047619,0.01904761904761905,0.011904761904761904,0.05714285714285714
67,E02000069,1,0.2170212765957447,0.2723404255319149,0.425531914893617,0.9148936170212766,0.2723404255319149,0.2765957446808511,0.451063829787234,0.05531914893617021,0.00425531914893617,0.02553191489361702,0.0851063829787234
68,E02000070,1,0.25773195876288657,0.3865979381443299,0.28350515463917525,0.9278350515463918,0.29896907216494845,0.3917525773195876,0.30927835051546393,0.041237113402061855,0.005154639175257732,0.02577319587628866,0.07216494845360824
69,E02000071,1,0.2109090909090909,0.29818181818181816,0.3890909090909091,0.8981818181818182,0.28,0.3090909090909091,0.4109090909090909,0.06909090909090909,0.01090909090909091,0.02181818181818182,0.10181818181818182
70,E02000072,1,0.17432273262661954,0.22850412249705537,0.5241460541813898,0.9269729093050648,0.20259128386336867,0.23674911660777384,0.5606595995288575,0.028268551236749116,0.008244994110718492,0.03651354534746761,0.07302709069493522
71,E02000073,1,0.2621359223300971,0.32038834951456313,0.2766990291262136,0.8592233009708737,0.35436893203883496,0.3446601941747573,0.30097087378640774,0.09223300970873786,0.024271844660194174,0.024271844660194174,0.1407766990291262
72,E02000074,1,0.18157894736842106,0.2736842105263158,0.48157894736842105,0.9368421052631579,0.2131578947368421,0.2789473684210526,0.5078947368421053,0.031578947368421054,0.005263157894736842,0.02631578947368421,0.06315789473684211
73,E02000075,1,0.24242424242424243,0.32575757575757575,0.3712121212121212,0.9393939393939394,0.29545454545454547,0.32575757575757575,0.3787878787878788,0.05303030303030303,0.0,0.007575757575757576,0.06060606060606061
74,E02000077,1,0.3010752688172043,0.34408602150537637,0.26881720430107525,0.9139784946236559,0.3602150537634409,0.3602150537634409,0.27956989247311825,0.05913978494623656,0.016129032258064516,0.010752688172043012,0.08602150537634409
75,E02000078,1,0.22950819672131148,0.33879781420765026,0.32786885245901637,0.8961748633879781,0.30601092896174864,0.34972677595628415,0.3442622950819672,0.07650273224043716,0.01092896174863388,0.01639344262295082,0.10382513661202186
76,E02000079,1,0.30845771144278605,0.2736318407960199,0.2835820895522388,0.8656716417910447,0.39303482587064675,0.3034825870646766,0.3034825870646766,0.0845771144278607,0.029850746268656716,0.01990049751243781,0.13432835820895522
77,E02000080,1,0.2559055118110236,0.2992125984251969,0.3464566929133858,0.9015748031496063,0.31496062992125984,0.2992125984251969,0.3858267716535433,0.05905511811023622,0.0,0.03937007874015748,0.0984251968503937
78,E02000081,1,0.28019323671497587,0.2946859903381642,0.34299516908212563,0.9178743961352657,0.32367149758454106,0.30434782608695654,0.3719806763285024,0.043478260869565216,0.00966183574879227,0.028985507246376812,0.0821256038647343
79,E02000082,1,0.3125,0.3854166666666667,0.203125,0.9010416666666666,0.390625,0.390625,0.21875,0.078125,0.005208333333333333,0.015625,0.09895833333333333
80,E02000083,1,0.17784256559766765,0.2944606413994169,0.39067055393586003,0.8629737609329446,0.2565597667638484,0.32653061224489793,0.41690962099125367,0.07871720116618076,0.03206997084548105,0.026239067055393587,0.13702623906705538
81,E02000084,1,0.2920353982300885,0.34513274336283184,0.28761061946902655,0.9247787610619469,0.336283185840708,0.3672566371681416,0.29646017699115046,0.04424778761061947,0.022123893805309734,0.008849557522123894,0.0752212389380531
82,E02000085,1,0.3038461538461538,0.3269230769230769,0.26153846153846155,0.8923076923076924,0.38076923076923075,0.34615384615384615,0.27307692307692305,0.07692307692307693,0.019230769230769232,0.011538461538461539,0.1076923076923077
83,E02000086,1,0.3375,0.35625,0.25,0.94375,0.38125,0.3625,0.25625,0.04375,0.00625,0.00625,0.05625
84,E02000087,1,0.234375,0.3125,0.34375,0.890625,0.296875,0.3515625,0.3515625,0.0625,0.0390625,0.0078125,0.109375
85,E02000088,1,0.28187919463087246,0.3691275167785235,0.24161073825503357,0.8926174496644296,0.3422818791946309,0.3825503355704698,0.2751677852348993,0.06040268456375839,0.013422818791946308,0.03355704697986577,0.10738255033557047
86,E02000089,1,0.3333333333333333,0.3712121212121212,0.26515151515151514,0.9696969696969697,0.3560606060606061,0.3787878787878788,0.26515151515151514,0.022727272727272728,0.007575757575757576,0.0,0.030303030303030304
87,E02000090,1,0.3055555555555556,0.24074074074074073,0.3888888888888889,0.9351851851851852,0.35648148148148145,0.24537037037037038,0.39814814814814814,0.05092592592592592,0.004629629629629629,0.009259259259259259,0.06481481481481481
88,E02000091,1,0.26495726495726496,0.28205128205128205,0.36324786324786323,0.9102564102564102,0.3247863247863248,0.28205128205128205,0.39316239316239315,0.05982905982905983,0.0,0.029914529914529916,0.08974358974358974
89,E02000092,1,0.19488817891373802,0.26517571884984026,0.48242811501597443,0.9424920127795527,0.20766773162939298,0.26517571884984026,0.5271565495207667,0.012779552715654952,0.0,0.04472843450479233,0.05750798722044728
90,E02000093,1,0.19090909090909092,0.2590909090909091,0.5045454545454545,0.9545454545454546,0.2,0.2818181818181818,0.5181818181818182,0.00909090909090909,0.022727272727272728,0.013636363636363636,0.045454545454545456
91,E02000094,1,0.19555555555555557,0.29333333333333333,0.40444444444444444,0.8933333333333333,0.24,0.32,0.44,0.044444444444444446,0.02666666666666667,0.035555555555555556,0.10666666666666667
92,E02000095,1,0.24431818181818182,0.2215909090909091,0.4375,0.9034090909090909,0.2840909090909091,0.24431818181818182,0.4715909090909091,0.03977272727272727,0.022727272727272728,0.03409090909090909,0.09659090909090909
93,E02000096,1,0.2619047619047619,0.35714285714285715,0.32142857142857145,0.9404761904761905,0.2976190476190476,0.38095238095238093,0.32142857142857145,0.03571428571428571,0.023809523809523808,0.0,0.05952380952380952
94,E02000097,1,0.2222222222222222,0.32098765432098764,0.42592592592592593,0.9691358024691358,0.24074074074074073,0.3271604938271605,0.43209876543209874,0.018518518518518517,0.006172839506172839,0.006172839506172839,0.030864197530864196
95,E02000098,1,0.2839506172839506,0.30246913580246915,0.30246913580246915,0.8888888888888888,0.30864197530864196,0.30864197530864196,0.38271604938271603,0.024691358024691357,0.006172839506172839,0.08024691358024691,0.1111111111111111
96,E02000099,1,0.24358974358974358,0.3034188034188034,0.3974358974358974,0.9444444444444444,0.27350427350427353,0.31196581196581197,0.41452991452991456,0.029914529914529916,0.008547008547008548,0.017094017094017096,0.05555555555555555
97,E02000100,1,0.3888888888888889,0.17777777777777778,0.28888888888888886,0.8555555555555555,0.5,0.2111111111111111,0.28888888888888886,0.1111111111111111,0.03333333333333333,0.0,0.14444444444444443
98,E02000101,1,0.1853932584269663,0.29775280898876405,0.3848314606741573,0.8679775280898876,0.21910112359550563,0.3202247191011236,0.4606741573033708,0.033707865168539325,0.02247191011235955,0.07584269662921349,0.13202247191011235
99,E02000102,1,0.26714801444043323,0.19494584837545126,0.4657039711191336,0.927797833935018,0.2888086642599278,0.21299638989169675,0.4981949458483754,0.021660649819494584,0.018050541516245487,0.032490974729241874,0.07220216606498195
100,E02000103,1,0.21637426900584794,0.2894736842105263,0.4473684210526316,0.9532163742690059,0.23684210526315788,0.2953216374269006,0.4678362573099415,0.02046783625730994,0.005847953216374269,0.02046783625730994,0.04678362573099415
101,E02000104,1,0.2676056338028169,0.28169014084507044,0.38028169014084506,0.9295774647887324,0.2887323943661972,0.3028169014084507,0.4084507042253521,0.02112676056338028,0.02112676056338028,0.028169014084507043,0.07042253521126761
102,E02000105,1,0.2222222222222222,0.32407407407407407,0.38425925925925924,0.9305555555555556,0.25925925925925924,0.3333333333333333,0.4074074074074074,0.037037037037037035,0.009259259259259259,0.023148148148148147,0.06944444444444445
103,E02000106,1,0.16623376623376623,0.23636363636363636,0.5168831168831168,0.9194805194805195,0.18441558441558442,0.2623376623376623,0.5532467532467532,0.01818181818181818,0.025974025974025976,0.03636363636363636,0.08051948051948052
104,E02000107,1,0.1829652996845426,0.3280757097791798,0.4384858044164038,0.9495268138801262,0.19242902208201892,0.3470031545741325,0.4605678233438486,0.00946372239747634,0.01892744479495268,0.022082018927444796,0.050473186119873815
105,E02000108,1,0.17647058823529413,0.32679738562091504,0.40522875816993464,0.9084967320261438,0.2222222222222222,0.32679738562091504,0.45098039215686275,0.0457516339869281,0.0,0.0457516339869281,0.0915032679738562
106,E02000109,1,0.3037383177570093,0.19626168224299065,0.4158878504672897,0.9158878504672897,0.34579439252336447,0.2102803738317757,0.4439252336448598,0.04205607476635514,0.014018691588785047,0.028037383177570093,0.08411214953271028
107,E02000110,1,0.23255813953488372,0.27906976744186046,0.386046511627907,0.8976744186046511,0.26046511627906976,0.28837209302325584,0.4511627906976744,0.027906976744186046,0.009302325581395349,0.06511627906976744,0.10232558139534884
108,E02000111,1,0.2777777777777778,0.25925925925925924,0.42592592592592593,0.9629629629629629,0.2962962962962963,0.2654320987654321,0.4382716049382716,0.018518518518518517,0.006172839506172839,0.012345679012345678,0.037037037037037035
109,E02000112,1,0.2,0.28823529411764703,0.38235294117647056,0.8705882352941177,0.2529411764705882,0.3352941176470588,0.4117647058823529,0.052941176470588235,0.047058823529411764,0.029411764705882353,0.12941176470588237
110,E02000113,1,0.2,0.2578125,0.4875,0.9453125,0.215625,0.265625,0.51875,0.015625,0.0078125,0.03125,0.0546875
111,E02000114,1,0.23228346456692914,0.2440944881889764,0.4330708661417323,0.9094488188976378,0.27165354330708663,0.2755905511811024,0.452755905511811,0.03937007874015748,0.031496062992125984,0.01968503937007874,0.09055118110236221
112,E02000115,1,0.24154589371980675,0.2608695652173913,0.40096618357487923,0.9033816425120773,0.30434782608695654,0.28019323671497587,0.41545893719806765,0.06280193236714976,0.01932367149758454,0.014492753623188406,0.0966183574879227
113,E02000116,1,0.22493887530562348,0.29095354523227385,0.4229828850855746,0.9388753056234719,0.24205378973105135,0.3056234718826406,0.45232273838630804,0.017114914425427872,0.014669926650366748,0.029339853300733496,0.061124694376528114
114,E02000117,1,0.17904509283819628,0.32360742705570295,0.4416445623342175,0.9442970822281167,0.19230769230769232,0.34350132625994695,0.46419098143236076,0.013262599469496022,0.01989389920424403,0.022546419098143235,0.05570291777188329
115,E02000118,1,0.24299065420560748,0.24766355140186916,0.4392523364485981,0.9299065420560748,0.2803738317757009,0.26635514018691586,0.4532710280373832,0.037383177570093455,0.018691588785046728,0.014018691588785047,0.07009345794392523
116,E02000119,1,0.2028301886792453,0.25235849056603776,0.45047169811320753,0.9056603773584906,0.2358490566037736,0.29245283018867924,0.4716981132075472,0.0330188679245283,0.04009433962264151,0.02122641509433962,0.09433962264150944
117,E02000120,1,0.2749003984063745,0.2350597609561753,0.4302788844621514,0.9402390438247012,0.30278884462151395,0.23904382470119523,0.4581673306772908,0.027888446215139442,0.00398406374501992,0.027888446215139442,0.05976095617529881
118,E02000121,1,0.16176470588235295,0.25,0.47794117647058826,0.8897058823529411,0.21323529411764705,0.2647058823529412,0.5220588235294118,0.051470588235294115,0.014705882352941176,0.04411764705882353,0.11029411764705882
119,E02000122,1,0.26903553299492383,0.3096446700507614,0.3756345177664975,0.9543147208121827,0.29441624365482233,0.3248730964467005,0.38071065989847713,0.025380710659898477,0.015228426395939087,0.005076142131979695,0.04568527918781726
120,E02000123,1,0.1809635722679201,0.2784958871915394,0.45475910693301996,0.9142185663924794,0.2056404230317274,0.30434782608695654,0.4900117508813161,0.024676850763807285,0.025851938895417155,0.03525264394829612,0.08578143360752057
121,E02000124,1,0.24085365853658536,0.2804878048780488,0.3628048780487805,0.8841463414634146,0.2896341463414634,0.29878048780487804,0.4115853658536585,0.04878048780487805,0.018292682926829267,0.04878048780487805,0.11585365853658537
122,E02000125,1,0.20535714285714285,0.30357142857142855,0.39880952380952384,0.9077380952380952,0.24702380952380953,0.3244047619047619,0.42857142857142855,0.041666666666666664,0.020833333333333332,0.02976190476190476,0.09226190476190477
123,E02000126,1,0.205607476635514,0.26869158878504673,0.441588785046729,0.9158878504672897,0.24532710280373832,0.2757009345794392,0.47897196261682246,0.0397196261682243,0.007009345794392523,0.037383177570093455,0.08411214953271028
124,E02000127,1,0.16334661354581673,0.2868525896414343,0.5079681274900398,0.9581673306772909,0.17729083665338646,0.2908366533864542,0.5318725099601593,0.013944223107569721,0.00398406374501992,0.02390438247011952,0.04183266932270916
125,E02000128,1,0.22009569377990432,0.3397129186602871,0.3827751196172249,0.9425837320574163,0.2583732057416268,0.35406698564593303,0.3875598086124402,0.03827751196172249,0.014354066985645933,0.004784688995215311,0.05741626794258373
126,E02000130,1,0.3229166666666667,0.2673611111111111,0.3333333333333333,0.9236111111111112,0.3680555555555556,0.2847222222222222,0.3472222222222222,0.04513888888888889,0.017361111111111112,0.013888888888888888,0.0763888888888889
127,E02000131,1,0.2291220556745182,0.28051391862955033,0.42184154175588867,0.9314775160599572,0.2569593147751606,0.2890792291220557,0.4539614561027837,0.027837259100642397,0.008565310492505354,0.032119914346895075,0.06852248394004283
