,GEOGRAPHY_CODE,All categories: Highest level of qualification,Full-time students: Age 18 to 74: Economically active: In employment,Full-time students: Age 18 to 74: Economically active: Unemployed,Full-time students: Age 18 to 74: Economically inactive,Highest level of qualification: Apprenticeship,Highest level of qualification: Level 1 qualifications,Highest level of qualification: Level 2 qualifications,Highest level of qualification: Level 3 qualifications,Highest level of qualification: Level 4 qualifications and above,Highest level of qualification: Other qualifications,No qualifications,Schoolchildren and full-time students: Age 16 to 17,Schoolchildren and full-time students: Age 18 and over
10,E02000012,7584.0,0.025052742616033755,0.009361814345991561,0.04562236286919831,0.025712025316455698,0.13699894514767932,0.14345991561181434,0.10917721518987342,0.24802215189873417,0.10904535864978902,0.22758438818565402,0.03982067510548523,0.0803006329113924
11,E02000013,6053.0,0.02164216091194449,0.0066082934082273255,0.02907649099620023,0.02527672228646952,0.16305963984800925,0.15628613910457625,0.08508177763092681,0.1713200066082934,0.08656864364777796,0.3124070708739468,0.03667602841566166,0.057326945316372044
12,E02000014,6950.0,0.017410071942446044,0.008201438848920863,0.028201438848920863,0.01856115107913669,0.1581294964028777,0.15856115107913668,0.08330935251798562,0.1656115107913669,0.08776978417266187,0.32805755395683456,0.03179856115107914,0.05410071942446043
13,E02000015,5585.0,0.021128021486123544,0.012175470008952551,0.03527305282005372,0.024350940017905102,0.16257833482542525,0.16436884512085945,0.08343777976723366,0.1803043867502238,0.0802148612354521,0.3047448522829006,0.0306177260519248,0.06911369740376007
14,E02000016,5621.0,0.05159224337306529,0.01903575876178616,0.07738836505959794,0.011030065824586372,0.11225760540829034,0.11368083970823697,0.08414872798434442,0.35883294787404374,0.1704323074186088,0.14961750578188934,0.025796121686532645,0.14801636719444938
15,E02000017,6636.0,0.04234478601567209,0.017932489451476793,0.0607293550331525,0.014767932489451477,0.12507534659433395,0.12130801687763713,0.08981314044605183,0.29701627486437615,0.1525015069318867,0.1995177817962628,0.027426160337552744,0.12115732368896925
16,E02000018,6399.0,0.020784497577746523,0.00687607438662291,0.03625566494764807,0.020471948741990938,0.1661197062040944,0.14533520862634786,0.09095171120487576,0.18346616658852946,0.0925144553836537,0.3011408032505079,0.03484919518674793,0.0639162369120175
17,E02000019,6034.0,0.020550215445807093,0.006794829300629765,0.033642691415313224,0.0195558501823003,0.1572754391779914,0.16075571760026516,0.08534968511766655,0.19903878024527677,0.08999005634736493,0.2880344713291349,0.039608882996354,0.06115346370566788
18,E02000020,6825.0,0.031794871794871796,0.01391941391941392,0.043076923076923075,0.018315018315018316,0.1284981684981685,0.1306959706959707,0.09142857142857143,0.24073260073260072,0.11956043956043956,0.27076923076923076,0.029304029304029304,0.08923076923076922
19,E02000021,5829.0,0.024704065877509007,0.009950248756218905,0.036712986790186995,0.020929833590667354,0.15765997598215817,0.15542974781266083,0.08869445874077886,0.2094698919197118,0.08680734259735803,0.281008749356665,0.03413964659461314,0.07188196946302967
20,E02000022,5829.0,0.03139475038600103,0.017498713329902212,0.052153027963630125,0.010464916795333677,0.12712300566134843,0.13055412592211357,0.092125579001544,0.25064333504889347,0.1396465946131412,0.24944244295762566,0.03139475038600103,0.10104649167953336
21,E02000023,4445.0,0.03532058492688414,0.014398200224971878,0.04611923509561305,0.02092238470191226,0.1595050618672666,0.14758155230596176,0.0906636670416198,0.22699662542182228,0.10528683914510686,0.24904386951631047,0.029921259842519685,0.09606299212598425
22,E02000024,8232.0,0.017978620019436346,0.0032798833819241984,0.02575315840621963,0.017735665694849367,0.09693877551020408,0.13532555879494654,0.10932944606413994,0.4616132167152575,0.055272108843537414,0.12378522837706511,0.03012633624878523,0.047133138969873666
23,E02000025,6550.0,0.013893129770992366,0.005190839694656489,0.02931297709923664,0.02,0.11480916030534351,0.13709923664122137,0.10381679389312977,0.3970992366412214,0.06870229007633588,0.15847328244274808,0.02916030534351145,0.048396946564885496
24,E02000026,5056.0,0.01305379746835443,0.003362341772151899,0.039359177215189875,0.02254746835443038,0.11095727848101265,0.138251582278481,0.1071993670886076,0.3961629746835443,0.06863132911392406,0.15625,0.026503164556962024,0.055973101265822785
25,E02000027,7457.0,0.019042510392919404,0.006571007107415851,0.032586831165347996,0.02454070001341022,0.13571141209601717,0.15059675472710204,0.10164945688614724,0.2840284296634035,0.07777926780206518,0.22569397881185463,0.03996245138795762,0.05860265522328014
26,E02000028,5004.0,0.01838529176658673,0.0033972821742605914,0.027577937649880094,0.016586730615507594,0.1057154276578737,0.148880895283773,0.10931254996003198,0.4122701838529177,0.07234212629896083,0.13489208633093525,0.027977617905675458,0.0495603517186251
27,E02000029,6685.0,0.015108451757666418,0.00493642483171279,0.030216903515332835,0.024831712789827973,0.12670157068062826,0.15153328347045625,0.10231862378459237,0.35886312640239343,0.06866118175018698,0.16709050112191473,0.02887060583395662,0.05041136873597606
28,E02000030,7337.0,0.011448821044023443,0.003543682704102494,0.03175684884830312,0.015537685702603244,0.10549270819135886,0.13915769388033256,0.10249420744173368,0.3925310072236609,0.0663759029576121,0.17841079460269865,0.03666348643859888,0.04688564808504839
29,E02000031,5932.0,0.017194875252865813,0.002191503708698584,0.026803776129467296,0.016014834794335804,0.0901888064733648,0.12862440997977073,0.1067093728927849,0.4325691166554282,0.08057990559676331,0.14531355360755227,0.030681051921780174,0.04652730950775455
30,E02000032,6255.0,0.015507593924860112,0.003996802557953637,0.034852118305355714,0.01870503597122302,0.10327737809752198,0.13892885691446843,0.12182254196642686,0.37617905675459634,0.07817745803357314,0.16290967226219025,0.035171862509992005,0.05435651478816946
31,E02000033,6758.0,0.015389168393015686,0.004143237644273453,0.030926309559041135,0.023971589227582125,0.12533293873927198,0.14945250073986385,0.11275525303344185,0.3138502515537141,0.08952352767090856,0.18511393903521753,0.032554010062148565,0.05045871559633028
32,E02000034,6827.0,0.018602607294565695,0.0038084077925882526,0.03281089790537572,0.01640544895268786,0.10443825985059323,0.12948586494800057,0.10561007763292808,0.39783213710268056,0.09096235535374249,0.15526585615936722,0.030613739563497878,0.055368390215321514
33,E02000035,6585.0,0.01791951404707669,0.003948367501898253,0.037965072133637055,0.009415337889141989,0.080334092634776,0.10751708428246014,0.0926347760060744,0.4666666666666667,0.10129081245254366,0.14214123006833712,0.021564160971905846,0.060288534548215644
34,E02000036,8292.0,0.016401350699469366,0.006391702846116739,0.03569705740472745,0.014592378195851423,0.11915098890496864,0.13603473227206947,0.10636758321273516,0.3482875060299083,0.09949348769898697,0.17607332368547998,0.03461167390255668,0.05885190545103714
35,E02000037,7337.0,0.019626550361183045,0.005315524056153742,0.037481259370314844,0.012266593975739403,0.11394302848575712,0.13943028485757122,0.10740084503202944,0.3741311162600518,0.08109581572849939,0.17173231566035163,0.033937576666212346,0.06255962927627096
36,E02000038,8495.0,0.01942319011183049,0.006238964096527369,0.03955267804590936,0.018363743378457916,0.10488522660388463,0.11865803413772807,0.11030017657445557,0.40105944673337257,0.09323131253678635,0.15350206003531489,0.029311359623307828,0.0655679811653914
37,E02000039,5206.0,0.016903572800614674,0.005186323472915867,0.032462543219362275,0.014982712255090281,0.09181713407606608,0.13138686131386862,0.10180560891279293,0.4644640799077987,0.08240491740299655,0.11313868613138686,0.03764886669227814,0.05455243949289282
38,E02000040,5494.0,0.016381507098653075,0.005460502366217692,0.0444120859119039,0.016927557335274845,0.09719694211867491,0.13087004004368402,0.10629777939570441,0.37531852930469606,0.09865307608299964,0.17473607571896616,0.04240990171095741,0.06625409537677467
39,E02000041,6903.0,0.021874547298276113,0.00651890482398957,0.041720990873533245,0.014486455164421265,0.10386788352890047,0.1338548457192525,0.10140518615094886,0.3443430392582935,0.11980298420976387,0.18223960596841954,0.034767492394611035,0.07040417209908735
40,E02000042,8821.0,0.02244643464459812,0.004988096587688471,0.03695726108151003,0.01020292483845369,0.07969617957147716,0.10225598004761365,0.09443373767146582,0.44190001133658313,0.12220836639836753,0.149302800136039,0.023239995465366738,0.06461852397687337
41,E02000043,5988.0,0.017201068804275216,0.0016700066800267202,0.032732130928523714,0.012191048764195057,0.06796927187708751,0.10020040080160321,0.0906813627254509,0.5267201068804275,0.09836339345357381,0.10387441549766199,0.027722110888443553,0.051937207748830996
42,E02000044,6117.0,0.02125224783390551,0.009972208598986431,0.038417524930521495,0.015040052313225437,0.126369135196992,0.13977439921530163,0.09432728461664215,0.300310609776034,0.11459865947359817,0.20957985940820664,0.038417524930521495,0.06964198136341344
43,E02000045,8069.0,0.01883752633535754,0.005205105961085636,0.03532036187879539,0.013508489279960342,0.1091832940884868,0.12170033461395464,0.11364481348370306,0.378113768744578,0.09716197794026521,0.16668732184905194,0.030115255917709752,0.05948692526955013
44,E02000046,5909.0,0.02504653917752581,0.00524623455745473,0.043154510069385685,0.01066170248773058,0.07006261634794382,0.09121678795058386,0.0957860890167541,0.5024538839059063,0.1191402944660687,0.11067862582501269,0.01929260450160772,0.07361651717718734
45,E02000047,8692.0,0.02887712839392545,0.008168430740911182,0.04314312011044639,0.016336861481822364,0.12758858720662677,0.11907501150483203,0.09088817303267373,0.24976990335941096,0.15450989415554534,0.24183156925908883,0.0354348826507133,0.08030372756557755
46,E02000048,7697.0,0.018838508509809015,0.003118097960244251,0.04066519423151877,0.011043263609198389,0.0943224632973886,0.11562946602572431,0.09757048200597636,0.46173833961283617,0.09614135377419773,0.12355463167467845,0.030011692867350916,0.06288164219825906
47,E02000049,6025.0,0.029045643153526972,0.013609958506224066,0.05692946058091286,0.010788381742738589,0.132448132780083,0.147551867219917,0.10655601659751038,0.252448132780083,0.13576763485477178,0.21443983402489628,0.04132780082987552,0.0995850622406639
48,E02000050,7983.0,0.02054365526744332,0.007014906676687962,0.04021044720030064,0.01377928097206564,0.0920706501315295,0.11173744206438682,0.09933608918952774,0.4116247024927972,0.10697732681949142,0.1644745083302017,0.029312288613303268,0.0680195415257422
49,E02000051,7114.0,0.023615406241214505,0.004498172617374192,0.06002249086308687,0.0066066910317683445,0.07421984818667417,0.10612876019117233,0.09895979758223222,0.4746977790272702,0.11062693280854653,0.12876019117233622,0.025583356761315717,0.08813606972167556
50,E02000052,8015.0,0.018714909544603867,0.005115408608858391,0.03618215845290081,0.010230817217716782,0.06475358702432939,0.08783530879600748,0.0893325015595758,0.5389893948845914,0.09145352464129756,0.11740486587648159,0.020087336244541485,0.06051154086088584
51,E02000053,7153.0,0.03662798825667552,0.02642248007828883,0.10037746400111841,0.012022927443030896,0.10037746400111841,0.11379840626310639,0.10499091290367678,0.3457290647280861,0.167621976792954,0.1554592478680274,0.023067244512791834,0.16342793233608277
52,E02000054,5907.0,0.02962586761469443,0.009649568308786187,0.0755036397494498,0.010834603013373963,0.07482647706111394,0.10512950736414424,0.10360589131538853,0.43050617910953104,0.15710174369392246,0.11799559844252581,0.026747926189266972,0.11511765701709836
53,E02000055,9137.0,0.03775856408011382,0.015978986538251066,0.10167451023311809,0.008646163948779687,0.07409434168764364,0.10506730874466455,0.10681843055707563,0.4105286198971216,0.15453649994527743,0.14030863521943746,0.023311809127722447,0.15563095107803437
54,E02000056,7192.0,0.011540600667408231,0.002363737486095662,0.03921023359288098,0.006256952169076752,0.05589543937708565,0.0985817575083426,0.09468854282536152,0.568131256952169,0.08662402669632925,0.08982202447163515,0.028503893214682982,0.05339265850945495
55,E02000057,5594.0,0.03271362173757597,0.008401859134787273,0.06238827314980336,0.00947443689667501,0.08187343582409724,0.10636396138720057,0.11512334644261708,0.4036467643904183,0.14604933857704683,0.13746871648194495,0.027887021809081158,0.1035037540221666
56,E02000058,7975.0,0.01542319749216301,0.004012539184952978,0.042633228840125395,0.005642633228840125,0.061943573667711596,0.10996865203761755,0.09329153605015673,0.5194984326018809,0.11322884012539185,0.09642633228840125,0.020940438871473354,0.06206896551724138
57,E02000059,8419.0,0.03361444352060815,0.01235301104644257,0.05107494951894524,0.01199667418933365,0.11022686779902602,0.11806627865542225,0.0947856039909728,0.30371778120916976,0.1626083857940373,0.19859840836203824,0.02470602209288514,0.09727996199073524
58,E02000060,7769.0,0.02368387179817222,0.004505084309434934,0.05277384476766637,0.004891234393100785,0.08482430171193203,0.12035010940919037,0.10413180589522461,0.399536619899601,0.13952889689792766,0.14673703179302355,0.031535590166044535,0.08122023426438409
59,E02000061,6667.0,0.02294885255737213,0.006749662516874156,0.06224688765561722,0.004199790010499475,0.05579721013949303,0.07619619019049048,0.09194540272986351,0.560221988900555,0.11894405279736013,0.09269536523173841,0.02279886005699715,0.09224538773061347
60,E02000062,4980.0,0.029317269076305223,0.011646586345381526,0.05080321285140562,0.011847389558232932,0.11204819277108434,0.11465863453815262,0.09718875502008033,0.29799196787148596,0.15522088353413654,0.21104417670682732,0.03473895582329317,0.09216867469879518
61,E02000063,5487.0,0.02241662110442865,0.007289958082741024,0.04720247858574813,0.008383451795152179,0.0982321851649353,0.10242391106251139,0.092582467650811,0.35684344815017316,0.17422999817751048,0.16730453799890652,0.032987060324403135,0.0769090577729178
62,E02000064,5037.0,0.02541195155846734,0.014889815366289458,0.06511812586857256,0.010522136192177884,0.08199324995036729,0.1004566210045662,0.10283899146317252,0.3960690887432996,0.14254516577327775,0.16557474687313878,0.024220766329164187,0.10541989279332936
63,E02000065,5460.0,0.02619047619047619,0.018131868131868133,0.05347985347985348,0.018131868131868133,0.13498168498168497,0.16007326007326006,0.1054945054945055,0.31666666666666665,0.08882783882783883,0.17582417582417584,0.04413919413919414,0.09871794871794871
64,E02000066,7234.0,0.026403096488802874,0.007879458114459496,0.041470832181365776,0.018661874481614597,0.1509538291401714,0.1581421067182748,0.09441526126624274,0.24177495161736245,0.08750345590268178,0.2485485208736522,0.03538844346143213,0.07602985899917059
65,E02000067,6677.0,0.02186610753332335,0.006889321551595028,0.028605661225101095,0.030402875542908492,0.16759023513553992,0.17103489591133741,0.10558634117118466,0.222105736109031,0.06724576905796016,0.23603414707203835,0.03339823273925416,0.05781039388947132
66,E02000068,5507.0,0.017795532958053386,0.009805701834029417,0.03758852369711277,0.024332667514072998,0.1541674232794625,0.1686943889595061,0.11149446159433449,0.2317051025966951,0.08443798801525332,0.22516796804067551,0.021245687307063738,0.06537134556019611
67,E02000069,4954.0,0.014129995962858296,0.004642712959224869,0.025433992733144933,0.03774727492935002,0.14594267258780783,0.17601937828017764,0.10516754138070246,0.22264836495761,0.0621719822365765,0.2503027856277755,0.03451756156641098,0.0442067016552281
68,E02000070,6443.0,0.01552072016141549,0.0034145584355114076,0.016451963371100418,0.04547571007294739,0.1755393450256092,0.17150395778364116,0.11966475244451343,0.19245693000155206,0.05587459258109576,0.239484712090641,0.033059133943814996,0.03538724196802732
69,E02000071,5753.0,0.017208413001912046,0.004171736485312011,0.019120458891013385,0.04501998957065879,0.18425169476794717,0.17469146532244045,0.126890318094907,0.1766035112115418,0.05631844255171215,0.23622457848079262,0.03580740483226143,0.042238831913784115
70,E02000072,8443.0,0.020845670970034348,0.006869596115124956,0.02889968020845671,0.024280469027596827,0.17706976193296223,0.1591851237711714,0.09345019542816535,0.19696790240435863,0.0656164870306763,0.2834300604050693,0.038138102570176476,0.05732559516759446
71,E02000073,8505.0,0.012228101116990006,0.0030570252792475015,0.020458553791887126,0.04926513815402704,0.17660199882422103,0.1903586125808348,0.115108759553204,0.20164609053497942,0.04797178130511464,0.21904761904761905,0.035038212815990594,0.035743680188124634
72,E02000074,5998.0,0.012837612537512505,0.004668222740913638,0.021673891297099034,0.032010670223407804,0.19373124374791598,0.16555518506168723,0.09986662220740247,0.15721907302434146,0.049516505501833945,0.3021007002334111,0.033011003667889297,0.039179726575525174
73,E02000075,6617.0,0.012241196917031887,0.0019646365422396855,0.017832854768021763,0.05228955720114856,0.17122563095058183,0.17968868067099894,0.11938945141302705,0.2009974308599063,0.048360284116669185,0.22804896478766812,0.02886504458213692,0.03218981411515793
74,E02000077,6189.0,0.016319276135078366,0.004685732751656164,0.0232670867668444,0.04136370980772338,0.18726773307481015,0.17304895782840524,0.11310389400549362,0.18419777023751818,0.05218936823396348,0.24882856681208596,0.030538051381483276,0.04443367264501535
75,E02000078,6200.0,0.013548387096774193,0.001935483870967742,0.01467741935483871,0.047903225806451614,0.18080645161290324,0.20048387096774192,0.125,0.20709677419354838,0.04564516129032258,0.19306451612903225,0.027419354838709678,0.03032258064516129
76,E02000079,6421.0,0.01650833203550849,0.0014016508332035508,0.01697554897990967,0.03659866064475938,0.14966516118984582,0.1778539168353839,0.11695997508176297,0.2549447126615792,0.05279551471733375,0.211182058869335,0.025073976016196854,0.03519700981155583
77,E02000080,7642.0,0.01596440722323999,0.0030096833289714733,0.023946610834859983,0.04043444124574719,0.1719445171421094,0.17927244176917037,0.11541481287621042,0.19419000261711594,0.057969118031928814,0.24077466631771788,0.03114367966500916,0.043313268777806856
78,E02000081,6127.0,0.013546597029541375,0.002448180186061694,0.017626897339644197,0.04586257548555574,0.1716990370491268,0.16582340460257874,0.11490125673249552,0.19732332299657254,0.04896360372123388,0.25542679941243673,0.03003101028235678,0.03394809858005549
79,E02000082,7179.0,0.0128151553141106,0.0029251984956122023,0.020754979802200865,0.044853043599387105,0.18456609555648418,0.19236662487811673,0.1188187769884385,0.20309235269536147,0.04471374843292938,0.21158935784928262,0.03384872544922691,0.03663462877838139
80,E02000083,7590.0,0.014229249011857707,0.003952569169960474,0.01870882740447958,0.03820816864295125,0.1847167325428195,0.18300395256916996,0.11436100131752305,0.19077733860342555,0.04940711462450593,0.23952569169960475,0.031488801054018446,0.037549407114624504
81,E02000084,8728.0,0.012946837763519707,0.002749770852428964,0.018675527039413383,0.04468377635197067,0.1695692025664528,0.18744271310724106,0.11583409715857011,0.24083409715857013,0.043538038496791935,0.1980980751604033,0.030591200733272227,0.03448670944087993
82,E02000085,6312.0,0.014258555133079848,0.004119138149556401,0.01885297845373891,0.03754752851711027,0.18520278833967047,0.19898605830164764,0.1288022813688213,0.17094423320659063,0.0408745247148289,0.2376425855513308,0.0370722433460076,0.037389100126742715
83,E02000086,5918.0,0.014193984454207503,0.0016897600540723217,0.025346400811084826,0.04291990537343697,0.1911118621155796,0.19499831023994593,0.12842176410949646,0.20868536667793172,0.03987833727610679,0.19398445420750254,0.033119297059817504,0.04123014531936465
84,E02000087,6239.0,0.011860875140246835,0.0016028209648982208,0.020355826254207406,0.03734572848212855,0.1386440134636961,0.18208046161243788,0.12453918897259177,0.29764385318159964,0.0399102420259657,0.17983651226158037,0.02836993107869851,0.03397980445584228
85,E02000088,6329.0,0.01674830146942645,0.0030020540369726655,0.01896034128614315,0.04029072523305419,0.17285511139200505,0.19102543845789224,0.13446042028756516,0.2167799020382367,0.040764733765207777,0.20382366882603886,0.03302259440669932,0.03886869963659346
86,E02000089,6277.0,0.012426318304922733,0.0025489883702405607,0.021666401147044767,0.0431734905209495,0.16568424406563645,0.18559821570814083,0.12442249482236738,0.2332324358770113,0.03950931973872869,0.20837979926716585,0.028835430938346344,0.03696033136848813
87,E02000090,7422.0,0.018054432767448128,0.006063055780113177,0.040555106440312585,0.030315278900565887,0.13298302344381568,0.16639719752088386,0.13985448666127728,0.27149016437617896,0.044327674481271895,0.21463217461600648,0.021961735381298843,0.06534626785233091
88,E02000091,8107.0,0.016775626002220302,0.004934007647711854,0.036141606019489333,0.03305785123966942,0.14111261872455902,0.16861971136055262,0.12470704329591711,0.2734673738744295,0.04699642284445541,0.21203897866041693,0.02972739607746392,0.05797458986061428
89,E02000092,4986.0,0.015844364219815485,0.002206177296430004,0.019253910950661854,0.03429602888086643,0.17027677496991575,0.1690734055354994,0.09767348576012835,0.19354191736863216,0.05054151624548736,0.28459687123947053,0.029281989570798236,0.037505014039310065
90,E02000093,8759.0,0.02523119077520265,0.007078433611142824,0.03950222628153899,0.016440232903299462,0.10651900901929444,0.11747916428816074,0.09156296380865396,0.31065190090192946,0.1400844845301975,0.21726224454846443,0.027857061308368535,0.07181185066788447
91,E02000094,6845.0,0.030241051862673483,0.008327246165084004,0.04616508400292184,0.014901387874360848,0.12271731190650109,0.11964937910883856,0.10518626734842951,0.2793279766252739,0.15924032140248356,0.1989773557341125,0.0337472607742878,0.08502556610664719
92,E02000095,8148.0,0.03289150711831124,0.009572901325478646,0.054982817869415807,0.010677466863033874,0.10652920962199312,0.10886107020127639,0.09266077565046638,0.32523318605792834,0.14543446244477173,0.2106038291605302,0.030927835051546393,0.0978154148257241
93,E02000096,6317.0,0.020579388950451163,0.007598543612474275,0.04527465569099256,0.011239512426784866,0.0797847079309799,0.11271173025170175,0.10242203577647617,0.4359664397657116,0.10495488364730093,0.1529206902010448,0.025961690675953775,0.07392749722969764
94,E02000097,7114.0,0.031065504638740513,0.010964295754849593,0.05158841720551026,0.020663480461062693,0.11315715490581951,0.11751475962890076,0.10556648861400056,0.271155468091088,0.16277762159122855,0.2091650267078999,0.03092493674444757,0.09432105707056508
95,E02000098,6411.0,0.02573701450631727,0.0070191857744501636,0.0500701918577445,0.016378100140383715,0.09312119794103883,0.1043518951801591,0.09920449227889565,0.36187802214943066,0.1547340508501014,0.17033224145999065,0.03166432693807519,0.08313835595070972
96,E02000099,6762.0,0.027950310559006212,0.008429458740017746,0.05338657202011239,0.011091393078970719,0.09745637385388939,0.10973084886128365,0.10041407867494824,0.35758651286601595,0.15587104406980185,0.16784974859509022,0.029133392487429754,0.09006211180124224
97,E02000100,7141.0,0.03486906595714886,0.02198571628623442,0.0950847220277272,0.010362694300518135,0.08192129953787985,0.11609018344769641,0.13905615460019605,0.4265509032348411,0.11062876347850441,0.1153900014003641,0.02954768239742333,0.15235961349950988
98,E02000101,7288.0,0.02716794731064764,0.010290889132821076,0.05502195389681668,0.010702524698133918,0.10469264544456641,0.11731613611416027,0.09687156970362239,0.3229967069154775,0.14571899012074643,0.20170142700329308,0.03128430296377607,0.09261800219538968
99,E02000102,5760.0,0.025868055555555554,0.007465277777777778,0.050868055555555555,0.013368055555555555,0.13003472222222223,0.12361111111111112,0.09774305555555556,0.2126736111111111,0.16597222222222222,0.2565972222222222,0.03420138888888889,0.08454861111111112
100,E02000103,6672.0,0.023980815347721823,0.009892086330935251,0.053057553956834536,0.016486810551558755,0.11480815347721822,0.12455035971223022,0.09802158273381295,0.2705335731414868,0.15272781774580335,0.2228717026378897,0.03717026378896882,0.08738009592326139
101,E02000104,5551.0,0.03278688524590164,0.007386056566384435,0.051882543685822374,0.01098901098901099,0.10034228067014953,0.10664745090974599,0.09331651954602774,0.34894613583138173,0.15672851738425508,0.18303008466942894,0.030084669428931725,0.0924157809403711
102,E02000105,7286.0,0.04309634916277793,0.012764205325281362,0.05188031841888553,0.009881965413121054,0.10307438923963766,0.10389788635739775,0.09483941806203679,0.34682953609662365,0.16991490529783146,0.17156189953335163,0.02854790008234971,0.10774087290694483
103,E02000106,7885.0,0.029422954977805962,0.010906785034876347,0.05060240963855422,0.015218769816106531,0.11071655041217501,0.11350665821179455,0.0963855421686747,0.2559289790741915,0.1814838300570704,0.2267596702599873,0.030944831959416615,0.09131261889663919
104,E02000107,8861.0,0.0388218034081932,0.009818304931723282,0.055524207200090284,0.010833991648798103,0.08881616070420946,0.0897189933416093,0.09784448707820788,0.4023247940413046,0.15122446676447354,0.15923710642139713,0.021442275138246248,0.10461573185870669
105,E02000108,5226.0,0.03654802908534252,0.013011863758132415,0.038461538461538464,0.011289705319556066,0.11232300038270188,0.10639112131649445,0.09070034443168772,0.31936471488710294,0.18082663605051666,0.1791044776119403,0.02812858783008037,0.0880214313050134
106,E02000109,7980.0,0.037719298245614034,0.009774436090225564,0.04949874686716792,0.012656641604010026,0.1031328320802005,0.10162907268170426,0.0868421052631579,0.3368421052631579,0.17017543859649123,0.1887218045112782,0.028446115288220553,0.09711779448621553
107,E02000110,6789.0,0.030343202238915894,0.006775666519369569,0.05008101340403594,0.015908086610693768,0.08587420827809693,0.10030932390631904,0.09913094712034173,0.41169538960082486,0.13639711297687435,0.1506849315068493,0.02636618058624245,0.08749447635881573
108,E02000111,7921.0,0.042292639818204775,0.01161469511425325,0.05226612801413963,0.008963514707738922,0.10869839666708749,0.10263855573791188,0.08281782603206665,0.30337078651685395,0.193788663047595,0.1997222572907461,0.02916298447165762,0.10642595631864664
109,E02000112,7808.0,0.051485655737704916,0.01331967213114754,0.052766393442622954,0.00973360655737705,0.10489241803278689,0.10822233606557377,0.09003586065573771,0.2854764344262295,0.19838627049180327,0.20325307377049182,0.03048155737704918,0.1175717213114754
110,E02000113,6910.0,0.028509406657018812,0.015629522431259046,0.05412445730824891,0.013314037626628075,0.1516642547033285,0.13719247467438495,0.11447178002894356,0.18914616497829234,0.13154848046309697,0.2626628075253256,0.04891461649782923,0.09855282199710565
111,E02000114,7476.0,0.03397538790797218,0.007758159443552702,0.05403959336543606,0.010968432316746924,0.0821294810058855,0.08908507223113965,0.1043338683788122,0.3927233814874264,0.16746923488496523,0.15329052969502407,0.02126805778491172,0.09590690208667736
