,GEOGRAPHY_CODE,Dependent children in household: Age 0 to 4,Dependent children in household: All ages,No adults in employment in household,No adults in employment in household: No dependent children,No adults in employment in household: With dependent children,One person in household with a long-term health problem or disability,One person in household with a long-term health problem or disability: No dependent children,One person in household with a long-term health problem or disability: With dependent children,count of Household; All households
825,E02000856,0.11187607573149742,0.29116465863453816,0.2578886976477338,0.2389558232931727,0.0189328743545611,0.2076878944348824,0.1729776247848537,0.034710269650028686,1
826,E02000857,0.11863136863136862,0.21603396603396605,0.2707292707292707,0.246003996003996,0.024725274725274724,0.18706293706293706,0.16533466533466534,0.021728271728271728,1
827,E02000858,0.16661357120101944,0.38674737177445045,0.349155782096209,0.25039821599235423,0.09875756610385474,0.2851226505256451,0.21216948072634598,0.07295316979929914,1
828,E02000859,0.11178685201274255,0.2843903851723139,0.33854619171734723,0.3049522154648132,0.033593976252534026,0.25137561540689257,0.21141036779611933,0.03996524761077324,1
829,E02000860,0.12,0.2188535031847134,0.3151592356687898,0.27719745222929937,0.03796178343949044,0.21987261146496814,0.1905732484076433,0.02929936305732484,1
830,E02000861,0.09931875224094658,0.32628182144137685,0.2592326998924346,0.2470419505198996,0.012190749372534958,0.19648619576909288,0.16063105055575475,0.035855145213338116,1
831,E02000863,0.10866752910737387,0.34928848641655885,0.2652005174644243,0.23717119448037946,0.028029322984044848,0.22595946528676153,0.17291936179387668,0.05304010349288486,1
832,E02000864,0.14186851211072665,0.28056516724336794,0.37168396770472895,0.27566320645905423,0.09602076124567474,0.2877739331026528,0.22404844290657439,0.06372549019607843,1
833,E02000865,0.14621787911690193,0.28773072747014117,0.3184943901556279,0.23090843286283025,0.08758595729279768,0.26637712631197974,0.20050669562070214,0.0658704306912776,1
834,E02000866,0.13345521023765997,0.24680073126142596,0.27709584747975974,0.22068425176286235,0.05641159571689736,0.22460172368764691,0.1802037085400888,0.04439801514755811,1
835,E02000867,0.11609008590666357,0.21430229858370095,0.2275365683770606,0.15857905734850244,0.06895751102855815,0.175296029719062,0.12700255398188995,0.04829347573717205,1
836,E02000868,0.10351413292589763,0.20970206264323912,0.25210084033613445,0.18449197860962566,0.06760886172650879,0.21122994652406418,0.16080977845683728,0.05042016806722689,1
837,E02000869,0.11026156941649899,0.21891348088531187,0.31106639839034206,0.2498993963782696,0.06116700201207243,0.26438631790744466,0.2152917505030181,0.04909456740442656,1
838,E02000870,0.128515625,0.275,0.30234375,0.21875,0.08359375,0.2484375,0.183984375,0.064453125,1
839,E02000871,0.19954940457032508,0.3736723527518507,0.3179916317991632,0.19665271966527198,0.12133891213389121,0.22594142259414227,0.14644351464435146,0.0794979079497908,1
840,E02000872,0.11819948186528498,0.22085492227979275,0.2623056994818653,0.18588082901554404,0.07642487046632124,0.2030440414507772,0.15284974093264247,0.05019430051813471,1
841,E02000873,0.15759312320916904,0.2822349570200573,0.3234240687679083,0.24426934097421205,0.07915472779369627,0.23173352435530087,0.16977077363896848,0.06196275071633238,1
842,E02000874,0.16800320769847635,0.32197273456295106,0.34643143544506816,0.2433841218925421,0.10304731355252607,0.2606255012028869,0.1768243785084202,0.08380112269446673,1
843,E02000875,0.17835321501309281,0.34885074192609833,0.32150130928135,0.20628455048006983,0.11521675880128018,0.23072446901367472,0.155659004946174,0.07506546406750073,1
844,E02000876,0.12072727272727272,0.23745454545454545,0.2989090909090909,0.228,0.07090909090909091,0.21781818181818183,0.16218181818181818,0.05563636363636364,1
845,E02000877,0.20694956949569496,0.37822878228782286,0.3111931119311193,0.2011070110701107,0.1100861008610086,0.25092250922509224,0.16728167281672818,0.08364083640836409,1
846,E02000878,0.10153846153846154,0.19512820512820514,0.23743589743589744,0.18923076923076923,0.048205128205128206,0.17564102564102563,0.12666666666666668,0.04897435897435897,1
847,E02000879,0.13064798598949212,0.27425569176882664,0.3541155866900175,0.2809106830122592,0.07320490367775832,0.2763572679509632,0.20595446584938704,0.07040280210157618,1
848,E02000880,0.16363636363636364,0.2861244019138756,0.3066985645933014,0.23349282296650717,0.07320574162679426,0.2569377990430622,0.1923444976076555,0.0645933014354067,1
849,E02000881,0.20765027322404372,0.41277847835224885,0.3488860865910046,0.2030264817150063,0.1458596048759983,0.2728036990332072,0.17612442202606138,0.09667927700714586,1
850,E02000882,0.20665742024965325,0.391123439667129,0.31380027739251043,0.20527045769764216,0.10852981969486823,0.2621359223300971,0.16990291262135923,0.09223300970873786,1
851,E02000883,0.1951388888888889,0.38125,0.3975694444444444,0.2677083333333333,0.12986111111111112,0.2947916666666667,0.21006944444444445,0.08472222222222223,1
852,E02000884,0.10196924736984084,0.18316698138656595,0.20043161586188293,0.14405179390342596,0.05637982195845697,0.14432155381710277,0.10008092797410305,0.04424062584299973,1
853,E02000885,0.16859306496612195,0.3248306098047031,0.3591072140294938,0.255878836189717,0.1032283778397768,0.3041052212036668,0.2200079713033081,0.0840972499003587,1
854,E02000886,0.13092621664050236,0.23328100470957613,0.22794348508634224,0.17205651491365778,0.05588697017268446,0.17990580847723706,0.1403453689167975,0.03956043956043956,1
855,E02000887,0.19873617693522908,0.38388625592417064,0.33270142180094786,0.20252764612954186,0.130173775671406,0.24075829383886255,0.1608214849921011,0.07993680884676145,1
856,E02000888,0.1705989110707804,0.27555958862673924,0.220810647307925,0.1500302480338778,0.07078039927404718,0.16545674531155474,0.1073805202661827,0.05807622504537205,1
857,E02000889,0.13511635984716916,0.2139631816602987,0.20111149704758596,0.1552622438346648,0.04584925321292115,0.17158735672108372,0.12816950329975685,0.04341785342132685,1
858,E02000890,0.08276753960556095,0.12479793081150986,0.14516650501131587,0.12932428063368898,0.0158422243776269,0.1196249595861623,0.09860976398318784,0.02101519560297446,1
859,E02000891,0.13322884012539185,0.21752002786485544,0.18773946360153257,0.12852664576802508,0.059212817833507486,0.11337513061650993,0.08011145942180425,0.03326367119470568,1
860,E02000893,0.15728021978021978,0.27987637362637363,0.27953296703296704,0.20810439560439561,0.07142857142857142,0.21634615384615385,0.16964285714285715,0.046703296703296704,1
861,E02000894,0.13458980044345897,0.21419068736141908,0.14988913525498893,0.10864745011086474,0.04124168514412417,0.11441241685144124,0.08580931263858094,0.02860310421286031,1
862,E02000895,0.10210944665239988,0.30388260470804035,0.40324059920513605,0.3521858758789361,0.05105472332619994,0.31305411189238763,0.2619993885661877,0.05105472332619994,1
863,E02000896,0.1003193187865886,0.2727514635444385,0.33129324108568386,0.2990952634379989,0.032197977647684936,0.24720596061734965,0.21394358701436936,0.03326237360298031,1
864,E02000897,0.12705530642750373,0.3207772795216741,0.37070254110612855,0.3031390134529148,0.06756352765321375,0.29596412556053814,0.23617339312406577,0.059790732436472344,1
865,E02000898,0.12528548123980424,0.3363784665579119,0.3402936378466558,0.27928221859706365,0.06101141924959217,0.2763458401305057,0.2163132137030995,0.0600326264274062,1
866,E02000899,0.12135922330097088,0.32168284789644014,0.33171521035598706,0.2877022653721683,0.04401294498381877,0.2669902912621359,0.2181229773462783,0.04886731391585761,1
867,E02000900,0.1520428667113195,0.3754186202277294,0.31279303415941057,0.24279973208305425,0.06999330207635633,0.2652377762893503,0.19959812458137977,0.06563965170797052,1
868,E02000901,0.12158739093723614,0.3594145792288207,0.2589361103292992,0.22431747818744724,0.03461863214185196,0.2518998029833943,0.19814241486068113,0.0537573881227132,1
869,E02000902,0.16672041277007418,0.3837471783295711,0.2815220896485005,0.21186713963237666,0.06965495001612383,0.2454047081586585,0.1838116736536601,0.06159303450499839,1
870,E02000903,0.1774142812205096,0.40956275558351685,0.33752752437873546,0.22963195973576597,0.10789556464296948,0.2790185592953759,0.19849009122365524,0.08052846807172066,1
871,E02000904,0.19448275862068964,0.4096551724137931,0.23896551724137932,0.17620689655172414,0.06275862068965517,0.2193103448275862,0.1606896551724138,0.05862068965517241,1
872,E02000905,0.18672438672438674,0.38412698412698415,0.2606060606060606,0.19826839826839826,0.06233766233766234,0.22510822510822512,0.16103896103896104,0.06406926406926407,1
873,E02000906,0.1899059024807528,0.36327345309381237,0.25805531793555747,0.18249215854006273,0.07556315939549473,0.21043627031650983,0.15283718277730254,0.0575990875392073,1
874,E02000907,0.19202059202059202,0.36653796653796655,0.36628056628056627,0.2749034749034749,0.09137709137709138,0.2782496782496782,0.21441441441441442,0.06383526383526383,1
875,E02000908,0.16421343146274148,0.29829806807727693,0.24241030358785648,0.1858325666973321,0.05657773689052438,0.20998160073597055,0.16168353265869365,0.04829806807727691,1
876,E02000909,0.1691240242844753,0.3336224342295461,0.24024284475281873,0.19687771032090198,0.04336513443191674,0.22578779994217982,0.18184446371783752,0.043943336224342294,1
877,E02000910,0.17428214731585517,0.3268414481897628,0.23470661672908863,0.18127340823970037,0.05343320848938826,0.22596754057428214,0.16928838951310862,0.056679151061173536,1
878,E02000911,0.18031591737545566,0.3477521263669502,0.24301336573511542,0.1776427703523694,0.06537059538274605,0.22794653705953827,0.16597812879708385,0.061968408262454436,1
879,E02000912,0.20437956204379562,0.3976515391939067,0.2735639479530308,0.19295461758172008,0.0806093303713107,0.24182799111393208,0.16947000952078706,0.07235798159314503,1
880,E02000913,0.16307277628032346,0.3463611859838275,0.2641509433962264,0.21159029649595687,0.05256064690026954,0.23955525606469003,0.1738544474393531,0.06570080862533692,1
881,E02000914,0.1930062347519653,0.36730821360802385,0.31932773109243695,0.2309568988885877,0.08837083220384928,0.2615885063702901,0.18921116833830307,0.07237733803198698,1
882,E02000915,0.13313161875945537,0.2759455370650529,0.2372163388804841,0.1951588502269289,0.04205748865355522,0.2075642965204236,0.1655068078668684,0.04205748865355522,1
883,E02000916,0.21848260125499144,0.41642897889332575,0.24786081003993155,0.16286366229321164,0.0849971477467199,0.20621791215059898,0.1437535653166001,0.06246434683399886,1
884,E02000917,0.2146643109540636,0.3671967020023557,0.20877502944640755,0.16372202591283863,0.045053003533568906,0.18875147232037692,0.13780918727915195,0.05094228504122497,1
885,E02000918,0.16062626848361844,0.31864308495216004,0.25427660191359813,0.19599884024354886,0.05827776167004929,0.21281530878515512,0.16700492896491737,0.04581037982023775,1
886,E02000919,0.1745736434108527,0.3054263565891473,0.21922480620155038,0.1717829457364341,0.04744186046511628,0.20744186046511628,0.15844961240310076,0.048992248062015506,1
887,E02000920,0.16394874781595806,0.3340128130460105,0.28625509609784505,0.20413511939429238,0.08211997670355271,0.23267326732673269,0.168899242865463,0.06377402446126966,1
888,E02000921,0.18935955622793746,0.37165910237014627,0.3038325769036813,0.20902672718103882,0.09480584972264246,0.25416036308623297,0.18356026222894603,0.07060010085728693,1
889,E02000922,0.18502673796791444,0.3462566844919786,0.24064171122994651,0.1767379679144385,0.06390374331550802,0.21363636363636362,0.1606951871657754,0.052941176470588235,1
890,E02000923,0.09498898678414097,0.174284140969163,0.1998898678414097,0.17731277533039647,0.022577092511013214,0.13876651982378854,0.11729074889867841,0.021475770925110133,1
891,E02000924,0.09707271010387157,0.20717658168083097,0.2615675165250236,0.19981114258734656,0.06175637393767705,0.18281397544853636,0.14749763928234183,0.03531633616619452,1
892,E02000925,0.12749120750293083,0.28487690504103164,0.3009964830011723,0.223915592028136,0.07708089097303635,0.24062133645955452,0.1855216881594373,0.05509964830011723,1
893,E02000926,0.08638804576231614,0.16950735465795003,0.18118141489610087,0.14756012141022648,0.033621293485874386,0.13168339948634136,0.10786831660051366,0.02381508288582769,1
894,E02000927,0.09510532837670384,0.1892812887236679,0.25681536555142503,0.20848822800495662,0.048327137546468404,0.20631970260223048,0.1781288723667906,0.0281908302354399,1
895,E02000928,0.13204951856946354,0.2437414030261348,0.1889958734525447,0.17276478679504814,0.016231086657496563,0.15048143053645116,0.12902338376891334,0.021458046767537826,1
896,E02000929,0.133708216182443,0.28834739144017496,0.3386441736957201,0.2449234614183068,0.09372071227741331,0.26398000624804746,0.20712277413308341,0.056857232114964074,1
897,E02000930,0.10406207211319032,0.1738931994523049,0.15586490187129165,0.1300775901414879,0.025787311729803742,0.12962117754450023,0.11090826106800547,0.018712916476494753,1
898,E02000931,0.1543035107587769,0.24122310305775765,0.1160815402038505,0.10645526613816535,0.009626274065685165,0.11126840317100793,0.0928652321630804,0.01840317100792752,1
899,E02000932,0.09462005442746493,0.16265438559765544,0.12664852417835462,0.11534435838392297,0.011304165794431652,0.099644128113879,0.08415323424743563,0.015490893866443374,1
900,E02000933,0.10098140495867769,0.2190082644628099,0.21875,0.2009297520661157,0.017820247933884297,0.1621900826446281,0.13868801652892562,0.02350206611570248,1
901,E02000934,0.09549132947976878,0.16254335260115607,0.15560693641618498,0.13341040462427745,0.022196531791907514,0.13919075144508672,0.11699421965317919,0.022196531791907514,1
902,E02000935,0.16531604538087522,0.33914100486223664,0.40761750405186387,0.2917341977309562,0.11588330632090761,0.30915721231766613,0.23946515397082657,0.06969205834683954,1
903,E02000936,0.07690411634212473,0.14739955632240573,0.2371210253882179,0.21271875770273602,0.024402267685481885,0.16342124722701504,0.14296278037959084,0.020458466847424205,1
904,E02000937,0.16645367412140574,0.30670926517571884,0.14600638977635783,0.12971246006389775,0.016293929712460065,0.13642172523961663,0.10862619808306709,0.02779552715654952,1
905,E02000938,0.1341765873015873,0.2757936507936508,0.3323412698412698,0.2683531746031746,0.06398809523809523,0.2371031746031746,0.1949404761904762,0.042162698412698416,1
906,E02000939,0.20274442538593482,0.3732418524871355,0.16878216123499143,0.13962264150943396,0.029159519725557463,0.13687821612349915,0.10771869639794168,0.029159519725557463,1
907,E02000940,0.12993703491700057,0.25014310246136234,0.22581568402976532,0.16628506010303376,0.059530623926731537,0.17515741270749857,0.13623354321694334,0.038923869490555235,1
908,E02000941,0.15927272727272726,0.2724848484848485,0.16727272727272727,0.14424242424242426,0.02303030303030303,0.14545454545454545,0.11781818181818182,0.027636363636363636,1
909,E02000942,0.14074855034264627,0.2907221929362151,0.17158671586715868,0.1555086979441223,0.016078017923036373,0.1441750131787032,0.11966262519768055,0.024512387981022666,1
910,E02000943,0.11434735706580366,0.20307443365695793,0.15668824163969794,0.13915857605177995,0.017529665587918016,0.13592233009708737,0.11488673139158576,0.021035598705501618,1
911,E02000944,0.14495798319327732,0.31442577030812324,0.24824929971988796,0.17507002801120447,0.07317927170868348,0.1869747899159664,0.14355742296918766,0.04341736694677871,1
912,E02000945,0.12120115774240231,0.282561505065123,0.33646888567293776,0.270260492040521,0.06620839363241679,0.2698986975397974,0.21816208393632416,0.05173661360347323,1
913,E02000946,0.12011349306431274,0.24274905422446405,0.18947036569987388,0.15636822194199243,0.03310214375788146,0.17686002522068095,0.14060529634300126,0.0362547288776797,1
914,E02000947,0.1612565445026178,0.2594240837696335,0.15235602094240838,0.13324607329842933,0.019109947643979056,0.13534031413612566,0.11151832460732984,0.02382198952879581,1
915,E02000948,0.10549744046294235,0.17694190963721346,0.167148898286223,0.14333407522813266,0.02381482305809036,0.13754729579345648,0.11440017805475183,0.02314711773870465,1
916,E02000949,0.12524557956777996,0.24336935166994106,0.16110019646365423,0.14857563850687622,0.012524557956777996,0.14219056974459726,0.1193516699410609,0.022838899803536344,1
917,E02000950,0.12712650788741106,0.2601299103000309,0.22858026600680484,0.18682338385400557,0.041756882152799255,0.17012063099288585,0.13485926384163316,0.03526136715125271,1
918,E02000951,0.10081466395112017,0.19280380176510523,0.2053632043448744,0.17990495587236932,0.025458248472505093,0.1680244399185336,0.1452817379497624,0.022742701968771217,1
919,E02000952,0.10930408472012103,0.23562783661119516,0.19667170953101362,0.1645234493192133,0.032148260211800304,0.18229954614220878,0.1493948562783661,0.032904689863842665,1
920,E02000953,0.14680372630902666,0.22229360745261806,0.15162222936074526,0.1294571153228397,0.022165114037905557,0.14102152264696435,0.11468037263090267,0.026341150016061677,1
921,E02000954,0.14919530230535016,0.29708568943018704,0.2113962592431492,0.16659417137886037,0.04480208786428882,0.18877772944758592,0.1448455850369726,0.043932144410613314,1
922,E02000955,0.1594776414721013,0.3272655322516818,0.2896715472892758,0.21962801741195093,0.07004352987732489,0.24020577760189948,0.18322121092204194,0.05698456667985754,1
923,E02000956,0.1360078277886497,0.25212002609262885,0.279191128506197,0.21135029354207435,0.06784083496412263,0.2253750815394651,0.1761252446183953,0.049249836921069795,1
924,E02000957,0.14605946201038225,0.2678150070788108,0.22439830108541764,0.1743747050495517,0.05002359603586597,0.19183577159037282,0.14487966021708354,0.04695611137328929,1
925,E02000958,0.14732593340060546,0.3622603430877901,0.2515977127480659,0.20887991927346114,0.042717793474604776,0.23040699630003364,0.1705348133198789,0.059872182980154724,1
926,E02000959,0.1651006711409396,0.32919463087248324,0.2691275167785235,0.20100671140939597,0.06812080536912751,0.21778523489932886,0.16711409395973154,0.05067114093959731,1
927,E02000960,0.11358428805237315,0.22945990180032733,0.31358428805237315,0.27888707037643207,0.03469721767594108,0.1878887070376432,0.1607201309328969,0.02716857610474632,1
928,E02000961,0.13139763779527558,0.2888779527559055,0.2989665354330709,0.2281003937007874,0.07086614173228346,0.21210629921259844,0.16486220472440946,0.047244094488188976,1
929,E02000962,0.09132007233273057,0.1873869801084991,0.39014466546112114,0.34900542495479203,0.04113924050632911,0.25158227848101267,0.2174502712477396,0.03413200723327306,1
930,E02000963,0.1470659261048056,0.3354262255493842,0.3648877082830234,0.2533204539966192,0.11156725428640425,0.31007003139338324,0.22723979715044676,0.08283023424293649,1
931,E02000964,0.12061014544164597,0.2603760198652004,0.3430294430649166,0.2543455125931181,0.08868393047179851,0.2736786094359702,0.21319616885420362,0.060482440581766585,1
932,E02000965,0.13162521979402161,0.22381311228334588,0.2162773172569706,0.16402913840743533,0.052248178849535296,0.17307209243908567,0.1399145943230344,0.033157498116051246,1
933,E02000966,0.11264319049639372,0.20428510818837506,0.22931692829868477,0.20152736529486637,0.027789563003818414,0.1707679253288078,0.1453118370810352,0.025456088247772592,1
934,E02000967,0.07664932931836846,0.13577881193539557,0.2764850807555434,0.2515740487270736,0.02491103202846975,0.13523131672597866,0.11743772241992882,0.017793594306049824,1
935,E02000968,0.13565552249256083,0.32242254507264134,0.44354979870470856,0.3140206546472956,0.12952914405741292,0.34605286189392614,0.2513565552249256,0.09469630666900053,1
936,E02000969,0.15030922290938425,0.3385318634041409,0.3896208658241463,0.25141166980371066,0.1382091960204356,0.3086851304114009,0.2215649368109707,0.08712019360043022,1
937,E02000970,0.06709068526877308,0.12371768567911366,0.23307345096430038,0.21912187115305704,0.013951579811243332,0.11551087402544112,0.10279031596224866,0.01272055806319245,1
938,E02000971,0.0757923748277446,0.13642627468994029,0.29926504363803397,0.27308222324299497,0.026182820395039046,0.15502985760220486,0.133210840606339,0.02181901699586587,1
939,E02000972,0.04019542527204086,0.08838552076393516,0.29224961137019767,0.27181878747501664,0.02043082389518099,0.1838774150566289,0.16699977792582724,0.016877637130801686,1
940,E02000973,0.07605421686746988,0.1538027108433735,0.2535768072289157,0.22270331325301204,0.030873493975903613,0.1875,0.16453313253012047,0.02296686746987952,1
941,E02000974,0.095662100456621,0.17625570776255708,0.36027397260273974,0.3082191780821918,0.052054794520547946,0.19771689497716896,0.1682648401826484,0.02945205479452055,1
942,E02000975,0.08006924908028565,0.12616316814542308,0.24258818437567625,0.22051504003462455,0.02207314434105172,0.11923826011685783,0.10387362042847868,0.01536463968837914,1
943,E02000976,0.07974608212656219,0.1446141638563777,0.28486411426304303,0.25014878000396745,0.03471533425907558,0.15552469748065859,0.13291013687760364,0.02261456060305495,1
944,E02000977,0.03979460847240052,0.08446726572528883,0.2834403080872914,0.2698331193838254,0.013607188703465983,0.15969191270860078,0.14582798459563542,0.01386392811296534,1
945,E02000978,0.0708397733127254,0.17516743946419372,0.27949510561566204,0.2521895929933024,0.02730551262235961,0.10097887686759402,0.09093250901597115,0.010046367851622875,1
946,E02000979,0.0750256937307297,0.15339157245632065,0.2669578622816033,0.23612538540596095,0.030832476875642344,0.18730729701952722,0.15981500513874614,0.02749229188078109,1
947,E02000980,0.08136949755446865,0.17830146731880836,0.30702534459759895,0.259670964873277,0.047354379724321924,0.23432636727434417,0.20008892841262785,0.03423743886171632,1
948,E02000981,0.06511436225015454,0.12157428394807336,0.22604574490006182,0.20626416649495158,0.01978157840511024,0.164846486709252,0.15001030290541933,0.01483618380383268,1
949,E02000982,0.09775524981897175,0.20854453294713976,0.331643736422882,0.26550808592807146,0.06613565049481053,0.24185372918175235,0.1986483224716389,0.04320540671011344,1
950,E02000983,0.07259158751696065,0.17028493894165536,0.3256445047489824,0.2749886928991407,0.0506558118498417,0.2327001356852103,0.19651741293532338,0.03618272274988693,1
951,E02000984,0.09980928162746344,0.31977113795295614,0.2574698029243484,0.24793388429752067,0.009535918626827717,0.1929434202161475,0.1484424666242848,0.04450095359186268,1
952,E02000985,0.07925117004680188,0.2882995319812793,0.3619344773790952,0.3472698907956318,0.014664586583463339,0.24586583463338532,0.20998439937597504,0.0358814352574103,1
953,E02000986,0.10076045627376426,0.2721347093970668,0.32590983161325365,0.3126018468223791,0.013307984790874524,0.2501357957631722,0.21075502444323738,0.03938077131993482,1
954,E02000987,0.10279805352798053,0.27159367396593675,0.3701338199513382,0.3354622871046229,0.03467153284671533,0.2944038929440389,0.24695863746958638,0.04744525547445255,1
955,E02000988,0.1404462242562929,0.32494279176201374,0.34754004576659037,0.2929061784897025,0.05463386727688787,0.2866132723112128,0.22282608695652173,0.06378718535469108,1
956,E02000989,0.08578498762716524,0.24828155072862249,0.3893318669232884,0.37613417651910913,0.013197690404179268,0.2763266428375034,0.23755842727522683,0.0387682155622766,1
957,E02000990,0.11351186853317102,0.2973219720024346,0.2836275106512477,0.2589774802191114,0.024650030432136337,0.24497869750456483,0.19476567255021301,0.050213024954351794,1
958,E02000991,0.11067551266586248,0.29583835946924003,0.32720144752714114,0.2991556091676719,0.02804583835946924,0.258745476477684,0.212605548854041,0.04613992762364294,1
959,E02000992,0.0937251787132645,0.2652899126290707,0.3232724384432089,0.31016679904686256,0.013105639396346307,0.25893566322478156,0.22081016679904686,0.03812549642573471,1
960,E02000993,0.1397129186602871,0.3365231259968102,0.4347687400318979,0.3355661881977671,0.09920255183413078,0.3196172248803828,0.2529505582137161,0.06666666666666667,1
961,E02000994,0.1687107388573138,0.33622494765180977,0.44869877355668564,0.36135207897098415,0.08734669458570146,0.362548609033802,0.2871672150762788,0.07538139395752318,1
962,E02000995,0.11137026239067055,0.3107871720116618,0.3900874635568513,0.3408163265306122,0.049271137026239066,0.2915451895043732,0.24052478134110788,0.05102040816326531,1
963,E02000996,0.14875037639265282,0.34357121348991265,0.45859680819030413,0.3517012947907257,0.10689551339957844,0.3336344474555857,0.2610659439927733,0.0725685034628124,1
964,E02000997,0.09780775716694773,0.29806070826306913,0.342327150084317,0.3149241146711636,0.02740303541315346,0.2643338954468803,0.22048903878583473,0.04384485666104553,1
965,E02000998,0.14915161466885604,0.3054187192118227,0.38095238095238093,0.31171319102353584,0.0692391899288451,0.29447181171319103,0.22988505747126436,0.06458675424192666,1
966,E02000999,0.10446927374301676,0.2245810055865922,0.5335195530726257,0.4662011173184358,0.06731843575418994,0.39217877094972065,0.3416201117318436,0.0505586592178771,1
967,E02001000,0.11302449672568518,0.2614601018675722,0.3749696822701916,0.3320397768615086,0.042929905408682995,0.28886732961435846,0.24496725685180692,0.04390007276255154,1
968,E02001001,0.13700344072568033,0.3343759774788865,0.2980919612136378,0.25336252736940884,0.044729433844228964,0.2464810760087582,0.1911166718798874,0.055364404128870816,1
969,E02001002,0.13588850174216027,0.3232951717272275,0.33872573419611746,0.27650572424091585,0.06222000995520159,0.2794922847187656,0.218516674962668,0.06097560975609756,1
970,E02001003,0.08701754385964912,0.2831578947368421,0.3375438596491228,0.32526315789473687,0.012280701754385965,0.23298245614035087,0.19157894736842104,0.041403508771929824,1
971,E02001004,0.1664050235478807,0.3554160125588697,0.44521193092621664,0.34945054945054943,0.09576138147566719,0.3459968602825746,0.2675039246467818,0.07849293563579278,1
972,E02001005,0.17380191693290734,0.3217252396166134,0.3936102236421725,0.3156549520766773,0.07795527156549521,0.2971246006389776,0.23130990415335465,0.065814696485623,1
973,E02001006,0.19314530524812568,0.40521242413423775,0.34202070689039626,0.2738307747233131,0.06818993216708319,0.2716886826133524,0.19136022848982506,0.08032845412352731,1
974,E02001007,0.11010009099181074,0.28503184713375795,0.33871701546860783,0.30982711555959963,0.02888989990900819,0.3057324840764331,0.25068243858052774,0.05505004549590537,1
975,E02001008,0.21596904678156875,0.43897291593387266,0.4118888498065424,0.2933520928596553,0.11853675694688709,0.3204361589869856,0.23003869152303905,0.09039746746394653,1
976,E02001009,0.11630252100840337,0.29378151260504204,0.39294117647058824,0.3448739495798319,0.0480672268907563,0.3203361344537815,0.2605042016806723,0.05983193277310924,1
977,E02001010,0.15640194489465153,0.3354943273905997,0.36142625607779577,0.2779578606158833,0.08346839546191248,0.2852512155591572,0.21636952998379255,0.06888168557536467,1
978,E02001011,0.11733333333333333,0.3073939393939394,0.2647272727272727,0.2511515151515151,0.013575757575757576,0.22206060606060607,0.18593939393939393,0.03612121212121212,1
979,E02001012,0.1486810551558753,0.36759164097293595,0.3442959917780062,0.2795477903391572,0.06474820143884892,0.31003768413840355,0.22953066118533744,0.08050702295306612,1
980,E02001013,0.10340681362725451,0.29298597194388776,0.3406813627254509,0.3218436873747495,0.018837675350701404,0.25731462925851706,0.2088176352705411,0.04849699398797595,1
981,E02001014,0.1063013698630137,0.29205479452054794,0.3287671232876712,0.28986301369863016,0.03890410958904109,0.3049315068493151,0.25095890410958904,0.053972602739726025,1
982,E02001015,0.11084529505582137,0.2517278043593833,0.4189261031366295,0.3708133971291866,0.04811270600744285,0.34157363104731525,0.2961190855927698,0.045454545454545456,1
983,E02001016,0.15086463923673227,0.375968992248062,0.4162194394752534,0.3103756708407871,0.1058437686344663,0.33482409063804414,0.24836016696481814,0.086463923673226,1
984,E02001017,0.12481235256272785,0.33197512331117307,0.2991636285653013,0.25927514475659447,0.03988848380870684,0.2560583315462149,0.20115805275573664,0.054900278790478235,1
985,E02001018,0.1299867021276596,0.3673537234042553,0.22772606382978725,0.19680851063829788,0.030917553191489363,0.22406914893617022,0.16522606382978725,0.05884308510638298,1
986,E02001019,0.10597689603214465,0.2782521346057258,0.2890507282772476,0.263184329482672,0.02586639879457559,0.25615268709191363,0.21421396283274735,0.04193872425916625,1
987,E02001020,0.07652033830044301,0.2690293999194523,0.3725332259363673,0.3616592831252517,0.010873942811115585,0.2509061619009263,0.21868707209021346,0.03221908981071285,1
988,E02001021,0.10593900481540931,0.3380417335473515,0.2449438202247191,0.2346709470304976,0.010272873194221509,0.20834670947030498,0.17399678972712682,0.03434991974317817,1
989,E02001022,0.09561034275405893,0.2720986169573061,0.36289837642814193,0.33313289236319904,0.029765484064942876,0.29224293445580274,0.24143114852675887,0.050811785929043896,1
990,E02001023,0.12779690189328743,0.34853700516351116,0.3227194492254733,0.27538726333907054,0.047332185886402756,0.24612736660929432,0.18072289156626506,0.06540447504302926,1
991,E02001024,0.10745285842562108,0.3298413648608201,0.27506734510625563,0.25710865010475903,0.017958695001496557,0.24723136785393596,0.1954504639329542,0.051780903920981745,1
992,E02001025,0.14780531501940877,0.31591519856673633,0.42818751866228727,0.339504329650642,0.08868318901164526,0.33681696028665276,0.27888922066288446,0.057927739623768286,1
993,E02001026,0.1702533369654045,0.33424135113048214,0.341323889948243,0.26777444837918823,0.07354944156905475,0.2860256061018796,0.22064832470716425,0.06537728139471534,1
994,E02001027,0.13139650049521295,0.296137339055794,0.2859029382634533,0.24628590293826344,0.03961703532518983,0.2545394519643447,0.20897986134037635,0.045559590623968305,1
995,E02001028,0.07335907335907337,0.26576576576576577,0.3787001287001287,0.3712998712998713,0.0074002574002574005,0.2696267696267696,0.2294079794079794,0.04021879021879022,1
996,E02001029,0.13680555555555557,0.3107638888888889,0.34756944444444443,0.296875,0.050694444444444445,0.28125,0.2263888888888889,0.05486111111111111,1
