,GEOGRAPHY_CODE,All households,Living rent free,Owned,Owned: Owned outright,Owned: Owned with a mortgage or loan,Private rented,Private rented: Other,Private rented: Private landlord or letting agency,Shared ownership (part owned and part rented),Social rented,Social rented: Other,Social rented: Rented from council (Local Authority)
2174,E02002235,1,0.030762920426579164,0.5689089417555373,0.263740771123872,0.3051681706316653,0.19319114027891715,0.014766201804757998,0.17842493847415913,0.004922067268252666,0.2022149302707137,0.14273995077932733,0.05947497949138638
2175,E02002236,1,0.010429201764941836,0.7693541917368633,0.34857601283594064,0.42077817890092256,0.17569193742478942,0.01965503409546731,0.1560369033293221,0.010429201764941836,0.034095467308463696,0.02206177296430004,0.012033694344163659
2176,E02002237,1,0.007673419275629221,0.7022713321055862,0.27931246163290363,0.4229588704726826,0.19459791282995703,0.013198281154082258,0.18139963167587478,0.003990178023327195,0.09146715776550031,0.03898096992019644,0.052486187845303865
2177,E02002238,1,0.01728201099764336,0.5553809897879026,0.21838177533385703,0.33699921445404557,0.18695993715632364,0.014532600157109192,0.17242733699921445,0.0027494108405341712,0.23762765121759624,0.13629222309505107,0.10133542812254517
2178,E02002239,1,0.01175,0.624,0.218,0.406,0.192,0.0135,0.1785,0.00475,0.1675,0.09975,0.06775
2179,E02002240,1,0.010852362649785214,0.7662220212525436,0.2893963373276057,0.47682568392493785,0.15396789509382772,0.013339362423694325,0.1406285326701334,0.005878363101966991,0.06307935790187655,0.035044087723264755,0.028035270178611803
2180,E02002241,1,0.015111292628139678,0.6232387175821932,0.21809270982234022,0.405146007759853,0.14396569328160097,0.015111292628139678,0.1288544006534613,0.002246273228507249,0.2154380232795589,0.10680008168266285,0.10863794159689606
2181,E02002242,1,0.016325319085782133,0.7652122291481152,0.346393588601959,0.41881864054615614,0.1329771445532799,0.011872959335114277,0.12110418521816563,0.0029682398337785693,0.08251706737904423,0.06441080439299496,0.01810626298604927
2182,E02002243,1,0.012354830738818878,0.6567828020756116,0.2853965900667161,0.3713862120088955,0.15295280454657773,0.016061279960464542,0.13689152458611317,0.0037064492216456633,0.17420311341734618,0.07758833703978256,0.09661477637756363
2183,E02002244,1,0.011485148514851485,0.7663366336633664,0.356039603960396,0.4102970297029703,0.08475247524752476,0.017425742574257427,0.06732673267326733,0.009504950495049505,0.12792079207920792,0.06613861386138614,0.06178217821782178
2184,E02002245,1,0.015157722244981565,0.4350675952478492,0.17165096272019664,0.2634166325276526,0.12945514133551822,0.013109381401065138,0.11634575993445309,0.0024580090126997134,0.4178615321589513,0.19950839819746005,0.2183531339614912
2185,E02002246,1,0.007410949079607937,0.8197465933540521,0.40831938799904377,0.4114272053550084,0.11833612240019126,0.012431269423858474,0.10590485297633277,0.0014343772412144394,0.05307195792493426,0.042075065742290224,0.010996892182644035
2186,E02002247,1,0.010208816705336427,0.7183294663573085,0.36334106728538285,0.35498839907192575,0.1654292343387471,0.012761020881670533,0.15266821345707657,0.010208816705336427,0.09582366589327146,0.0740139211136891,0.021809744779582366
2187,E02002248,1,0.013836477987421384,0.5880503144654088,0.23553459119496856,0.35251572327044023,0.13867924528301886,0.020440251572327043,0.11823899371069183,0.0012578616352201257,0.2581761006289308,0.14150943396226415,0.11666666666666667
2188,E02002249,1,0.010062893081761006,0.5123689727463312,0.1928721174004193,0.31949685534591193,0.15932914046121593,0.022222222222222223,0.1371069182389937,0.006289308176100629,0.3119496855345912,0.16771488469601678,0.14423480083857443
2189,E02002250,1,0.012614980289093298,0.7122207621550591,0.3721419185282523,0.34007884362680685,0.14480946123521682,0.017345597897503284,0.12746386333771353,0.001314060446780552,0.1290407358738502,0.09697766097240473,0.032063074901445464
2190,E02002251,1,0.014732489015249418,0.43318686999224604,0.18738692168518997,0.2457999483070561,0.2742310674592918,0.02145257172395968,0.2527784957353321,0.005427759110881365,0.2724218144223314,0.1832514861721375,0.08917032825019384
2191,E02002252,1,0.010894941634241245,0.7688715953307393,0.40350194552529184,0.36536964980544745,0.09182879377431907,0.012451361867704281,0.07937743190661478,0.0031128404669260703,0.12529182879377432,0.1,0.02529182879377432
2192,E02002253,1,0.019614474129184985,0.6246195468380115,0.2603990530943524,0.3642204937436591,0.22827189719310112,0.022658099425093,0.20561379776800812,0.0010145417653026716,0.12647954007439974,0.08860331416976666,0.037876225904633076
2193,E02002254,1,0.006808169803764518,0.8105726872246696,0.4092911493792551,0.4012815378454145,0.12535042050460551,0.011613936724068883,0.11373648378053665,0.002002402883460152,0.0552663195835002,0.043652382859431314,0.011613936724068883
2194,E02002255,1,0.030583501006036216,0.41730382293762575,0.24185110663983903,0.17545271629778672,0.22454728370221327,0.020925553319919517,0.20362173038229375,0.002012072434607646,0.3255533199195171,0.24225352112676057,0.08329979879275654
2195,E02002256,1,0.014196342637151107,0.6345043310875842,0.30871029836381136,0.3257940327237729,0.1809432146294514,0.0170837343599615,0.1638594802694899,0.01203079884504331,0.15832531280076997,0.10466794995187681,0.053657362848893164
2196,E02002257,1,0.02507232401157184,0.6456123432979749,0.31195756991321116,0.33365477338476374,0.2608486017357763,0.027483124397299902,0.23336547733847637,0.0048216007714561235,0.06364513018322084,0.05834136933461909,0.005303760848601736
2197,E02002258,1,0.012983770287141073,0.6791510611735331,0.3066167290886392,0.3725343320848939,0.1780274656679151,0.0149812734082397,0.1630461922596754,0.00299625468164794,0.12684144818976278,0.07590511860174781,0.05093632958801498
2198,E02002259,1,0.012749827705031013,0.7222605099931082,0.35665058580289455,0.36560992419021365,0.19055823569951758,0.019297036526533425,0.17126119917298416,0.0013783597518952446,0.07305306685044796,0.06960716747070986,0.0034458993797381117
2199,E02002260,1,0.013485235991629853,0.5938153917693559,0.2694722157637759,0.3243431760055801,0.201348523599163,0.015345268542199489,0.1860032550569635,0.010927691234596606,0.18042315740525458,0.12555219716345037,0.05487096024180423
2200,E02002261,1,0.00984952120383037,0.6746922024623803,0.3020519835841313,0.372640218878249,0.18577291381668948,0.016142270861833105,0.16963064295485636,0.0013679890560875513,0.12831737346101232,0.07004103967168263,0.058276333789329685
2201,E02002262,1,0.012740580103008945,0.6795879642179452,0.34806180536730824,0.331526158850637,0.16400108430468963,0.011114123068582272,0.15288696123610734,0.002439685551640011,0.1412306858227162,0.08240715641095148,0.058823529411764705
2202,E02002263,1,0.018049288441513364,0.6435265532801111,0.2724748351266921,0.371051718153419,0.1287747309961819,0.013536966331135023,0.11523776466504686,0.0010413051023950017,0.20860812217979868,0.13155154460256854,0.07705657757723013
2203,E02002264,1,0.012541254125412541,0.7732673267326733,0.3914191419141914,0.3818481848184819,0.1537953795379538,0.015841584158415842,0.13795379537953795,0.00033003300330033004,0.06006600660066007,0.05841584158415842,0.0016501650165016502
2204,E02002265,1,0.016321656050955414,0.6910828025477707,0.3284235668789809,0.3626592356687898,0.1695859872611465,0.018710191082802547,0.15087579617834396,0.004378980891719745,0.11863057324840764,0.09275477707006369,0.02587579617834395
2205,E02002266,1,0.012910798122065728,0.7578247261345853,0.3634585289514867,0.39436619718309857,0.1467136150234742,0.012128325508607199,0.13458528951486698,0.004303599374021909,0.0782472613458529,0.054773082942097026,0.023474178403755867
2206,E02002267,1,0.014245014245014245,0.6806267806267806,0.2962962962962963,0.38433048433048433,0.08831908831908832,0.009971509971509971,0.07834757834757834,0.0014245014245014246,0.2153846153846154,0.10655270655270656,0.10883190883190884
2207,E02002268,1,0.014162425315335252,0.5970347421996017,0.2781588847090064,0.31887585749059527,0.19694622704138084,0.016375304270856383,0.18057092277052444,0.005753485284354946,0.18610312015932728,0.12060190307590175,0.06550121708342553
2208,E02002269,1,0.011446663419386265,0.7411105698977106,0.31587920116902096,0.4252313687286897,0.13906478324403312,0.015343399902581588,0.12372138334145154,0.012177301509985387,0.09620068192888456,0.06624452021432051,0.029956161714564052
2209,E02002270,1,0.012791358726549176,0.7896532120523024,0.35247299602046617,0.43718021603183627,0.13473564525298465,0.015349630471859011,0.11938601478112564,0.001989766913018761,0.06083001705514497,0.04320636725412166,0.01762364980102331
2210,E02002271,1,0.011513157894736841,0.7970394736842106,0.36546052631578946,0.43157894736842106,0.12697368421052632,0.018092105263157895,0.10888157894736843,0.000986842105263158,0.06348684210526316,0.04276315789473684,0.020723684210526314
2211,E02002272,1,0.021670318967616266,0.6430484538592647,0.272218164110056,0.3708302897492087,0.10469929388848308,0.012661309958607255,0.09203798392987582,0.0024348672997321647,0.22814706598490384,0.016313610908205503,0.21183345507669832
2212,E02002273,1,0.018134715025906734,0.7583271650629163,0.3549222797927461,0.40340488527017027,0.12842339008142117,0.01221317542561066,0.11621021465581051,0.0014803849000740192,0.09363434492968171,0.009622501850481125,0.0840118430792006
2213,E02002274,1,0.014241055922195206,0.7530392497394929,0.3122612018061827,0.44077804793331016,0.11601250434178534,0.014241055922195206,0.10177144841959014,0.0027787426189649182,0.11392844737756165,0.017019798541160126,0.09690864883640153
2214,E02002275,1,0.016996448503297817,0.6377473363774734,0.26813800101471336,0.36960933536276,0.17909690512430237,0.0167427701674277,0.16235413495687467,0.0030441400304414,0.16311516996448502,0.02968036529680365,0.13343480466768137
2215,E02002276,1,0.014112903225806451,0.7053091397849462,0.3219086021505376,0.3834005376344086,0.13541666666666666,0.017137096774193547,0.11827956989247312,0.0020161290322580645,0.1431451612903226,0.02889784946236559,0.11424731182795698
2216,E02002277,1,0.01701622477245746,0.703601108033241,0.3660466956865849,0.3375544123466561,0.17016224772457458,0.01187178472497032,0.15829046299960428,0.001187178472497032,0.10803324099722991,0.05104867431737238,0.05698456667985754
2217,E02002278,1,0.01791044776119403,0.630223880597015,0.2667910447761194,0.36343283582089553,0.11604477611940299,0.008955223880597015,0.10708955223880597,0.0014925373134328358,0.23432835820895523,0.06044776119402985,0.17388059701492536
2218,E02002279,1,0.02302158273381295,0.5471223021582734,0.21007194244604316,0.33705035971223024,0.15971223021582734,0.014028776978417265,0.14568345323741008,0.0007194244604316547,0.2694244604316547,0.06798561151079137,0.2014388489208633
2219,E02002280,1,0.03430079155672823,0.4234828496042216,0.23614775725593667,0.18733509234828497,0.11653474054529464,0.0079155672823219,0.10861917326297274,0.016710642040457344,0.40897097625329815,0.14643799472295516,0.262532981530343
2220,E02002281,1,0.017050691244239632,0.6930875576036867,0.2764976958525346,0.4165898617511521,0.14147465437788018,0.013364055299539171,0.12811059907834102,0.00391705069124424,0.1444700460829493,0.041013824884792625,0.10345622119815669
2221,E02002282,1,0.018533123028391166,0.6577287066246057,0.277602523659306,0.3801261829652997,0.17152996845425866,0.013801261829652996,0.15772870662460567,0.005520504731861199,0.14668769716088328,0.017350157728706624,0.12933753943217666
2222,E02002283,1,0.02237878159966846,0.6382096974720265,0.38955656858682136,0.24865312888520513,0.1504351429755491,0.016576875259013676,0.13385826771653545,0.008288437629506838,0.18068794032324906,0.04475756319933692,0.13593037712391215
2223,E02002284,1,0.01623867069486405,0.7537764350453172,0.3795317220543807,0.37424471299093653,0.11555891238670694,0.011706948640483383,0.10385196374622356,0.0015105740181268882,0.1129154078549849,0.0037764350453172208,0.10913897280966767
2224,E02002285,1,0.012514898688915376,0.7899284862932062,0.38915375446960665,0.4007747318235995,0.13170441001191896,0.01132300357568534,0.12038140643623362,0.0011918951132300357,0.06466030989272945,0.01698450536352801,0.04767580452920143
2225,E02002286,1,0.021922428330522766,0.5556492411467117,0.22175379426644182,0.33389544688026984,0.16146711635750421,0.01770657672849916,0.14376053962900506,0.002951096121416526,0.2580101180438449,0.03372681281618887,0.224283305227656
2226,E02002287,1,0.02562225475841874,0.4612005856515373,0.21669106881405564,0.2445095168374817,0.29099560761347,0.016105417276720352,0.2748901903367496,0.002562225475841874,0.21961932650073207,0.0739385065885798,0.14568081991215226
2227,E02002288,1,0.015400678673975463,0.59592795614722,0.22474549725920126,0.3711824588880188,0.11876794570608196,0.012790394152962672,0.10597755155311929,0.011746280344557557,0.25815713912816496,0.03393369877316627,0.2242234403549987
2228,E02002289,1,0.027281279397930385,0.5479774223894638,0.21777986829727186,0.3301975540921919,0.12276575729068674,0.010348071495766699,0.11241768579492004,0.0023518344308560675,0.299623706491063,0.06067732831608655,0.2389463781749765
2229,E02002290,1,0.016314423433444566,0.8049684835001854,0.43307378568780125,0.37189469781238416,0.10493140526510938,0.0096403411197627,0.09529106414534669,0.0029662588060808304,0.07081942899517983,0.0029662588060808304,0.067853170189099
2230,E02002291,1,0.010705057216685123,0.757844222960502,0.3709856035437431,0.386858619416759,0.11221853082318199,0.014396456256921373,0.09782207456626062,0.002583979328165375,0.11664820967146548,0.008859357696566999,0.10778885197489849
2231,E02002292,1,0.011292346298619825,0.7695524884985362,0.3642827268925136,0.40526976160602257,0.11334169803429528,0.009619406106231703,0.10372229192806358,0.0012547051442910915,0.10455876202425764,0.02258469259723965,0.08197406942701799
2232,E02002293,1,0.03048780487804878,0.515625,0.22789634146341464,0.28772865853658536,0.20160060975609756,0.01714939024390244,0.18445121951219512,0.0022865853658536584,0.25,0.07507621951219512,0.17492378048780488
2233,E02002294,1,0.025145067698259187,0.6608639587362991,0.37459703417150225,0.2862669245647969,0.11702127659574468,0.014506769825918761,0.10251450676982592,0.002256608639587363,0.1947130883301096,0.04029658284977434,0.15441650548033528
2234,E02002295,1,0.03287021348695358,0.41680786174178247,0.15723483564893256,0.2595730260928499,0.10877668586919688,0.013215859030837005,0.09556082683835988,0.006099627245001694,0.4354456116570654,0.07285665875974245,0.36258895289732296
2235,E02002296,1,0.019267822736030827,0.6631342324983943,0.33236994219653176,0.33076429030186255,0.17694283879254977,0.01573538856775851,0.16120745022479127,0.002890173410404624,0.13776493256262043,0.027296082209377008,0.11046885035324341
2236,E02002297,1,0.01153984853948792,0.7948070681572305,0.42336819329246306,0.3714388748647674,0.16119725928597187,0.015867291741795887,0.145329967544176,0.000721240533717995,0.031734583483591774,0.005409304002884962,0.026325279480706815
2237,E02002298,1,0.017720639332870047,0.6268241834607367,0.3092425295343989,0.31758165392633775,0.0778318276580959,0.01633078526754691,0.061501042390548995,0.001389854065323141,0.27623349548297427,0.003822098679638638,0.27241139680333565
2238,E02002299,1,0.029803646563814866,0.36220196353436185,0.16760168302945302,0.19460028050490882,0.2829593267882188,0.01858345021037868,0.2643758765778401,0.007363253856942496,0.317671809256662,0.08835904628330996,0.22931276297335204
2239,E02002300,1,0.01160013647219379,0.7823268509041282,0.4281815080177414,0.3541453428863869,0.12794268167860798,0.011941316956670079,0.11600136472193791,0.0017059024223814397,0.0764244285226885,0.022517911975435005,0.053906516547253494
2240,E02002301,1,0.021486438886932017,0.5572384642479746,0.25255371609721733,0.3046847481507573,0.31208171891511094,0.020077492074674182,0.29200422684043675,0.005635787249031349,0.10355759070095104,0.04825642831983093,0.055301162381120116
2241,E02002302,1,0.00830188679245283,0.8143396226415094,0.38716981132075473,0.4271698113207547,0.12339622641509435,0.012830188679245283,0.11056603773584905,0.0026415094339622643,0.05132075471698113,0.010188679245283019,0.041132075471698115
2242,E02002303,1,0.013541666666666667,0.6375,0.31979166666666664,0.3177083333333333,0.23368055555555556,0.013194444444444444,0.2204861111111111,0.006944444444444444,0.10833333333333334,0.023958333333333335,0.084375
2243,E02002304,1,0.015141318977119785,0.4952893674293405,0.2691790040376851,0.22611036339165544,0.38189771197846567,0.01648721399730821,0.3654104979811575,0.0016823687752355316,0.1059892328398385,0.09522207267833109,0.010767160161507403
2244,E02002305,1,0.026525198938992044,0.5047366426676771,0.22697991663508904,0.2777567260325881,0.1557408109132247,0.015536187949981054,0.14020462296324365,0.004168245547555892,0.3088291019325502,0.034482758620689655,0.27434634331186053
2245,E02002306,1,0.014858841010401188,0.8198365527488856,0.39895988112927194,0.4208766716196137,0.11069836552748885,0.01300148588410104,0.09769687964338782,0.0018573551263001485,0.05274888558692422,0.011144130757800892,0.041604754829123326
2246,E02002307,1,0.019443385436523065,0.708349218452154,0.3343499809378574,0.3739992375142966,0.105604269919939,0.014105985512771636,0.09149828440716737,0.006862371330537552,0.15974075486084635,0.031643156690812045,0.1280975981700343
2247,E02002308,1,0.01043115438108484,0.721835883171071,0.3136300417246175,0.4082058414464534,0.16620305980528513,0.01773296244784423,0.14847009735744088,0.002086230876216968,0.09944367176634214,0.004172461752433936,0.0952712100139082
