,GEOGRAPHY_CODE,All categories: Long-term health problem or disability,Bad health,Day-to-day activities limited a little,Day-to-day activities limited a little: Age 16 to 64,Day-to-day activities limited a lot,Day-to-day activities limited a lot: Age 16 to 64,Day-to-day activities not limited,Day-to-day activities not limited: Age 16 to 64,Fair health,Good health,Provides 1 to 19 hours unpaid care a week,Provides 20 to 49 hours unpaid care a week,Provides 50 or more hours unpaid care a week,Provides no unpaid care,Very bad health,Very good health
1397,E02001436,8704.0,0.046185661764705885,0.09731158088235294,0.04940257352941176,0.09834558823529412,0.045151654411764705,0.8043428308823529,0.5440027573529411,0.1323529411764706,0.33846507352941174,0.07146139705882353,0.015739889705882353,0.033203125,0.8795955882352942,0.013901654411764705,0.4690946691176471
1398,E02001437,9586.0,0.05372418109743376,0.13331942416023368,0.04058001251825579,0.127999165449614,0.029522219904026707,0.7386814103901523,0.46630502816607555,0.1643021072397246,0.32338827456707697,0.08324640100146047,0.016899645316085957,0.029209263509284374,0.8706446901731693,0.0179428332985604,0.44064260379720427
1399,E02001438,7500.0,0.03626666666666667,0.10106666666666667,0.04786666666666667,0.0792,0.034,0.8197333333333333,0.546,0.12813333333333332,0.3337333333333333,0.0868,0.0152,0.027333333333333334,0.8706666666666667,0.0116,0.4902666666666667
1400,E02001439,6291.0,0.059450007947862024,0.1171514862501987,0.048323001112700686,0.12271498966777937,0.05038944523923065,0.760133524082022,0.47862025115244,0.16690510252742013,0.32745191543474805,0.0718486727070418,0.015895724050230486,0.03528850739151168,0.876967095851216,0.01462406612621205,0.43156890796375774
1401,E02001440,5811.0,0.04061263121665806,0.12596799173980383,0.040268456375838924,0.09602478058853897,0.027361899845121322,0.7780072276716572,0.46842195835484424,0.15883668903803133,0.3667182928927895,0.10755463775598004,0.019101703665462055,0.034761658922732745,0.8385819996558251,0.010497332644983651,0.4233350542075374
1402,E02001441,6564.0,0.025594149908592323,0.10877513711151737,0.03473491773308958,0.07998171846435101,0.028488726386349788,0.8112431444241316,0.4937538086532602,0.1314747105423522,0.3362279098110908,0.09338817794028031,0.014015843997562462,0.027269957343083486,0.8653260207190737,0.008683729433272395,0.4980195003046923
1403,E02001442,5887.0,0.046543230847630374,0.11024290810259894,0.038219806352981146,0.10548666553422796,0.030745710888398167,0.7842704263631731,0.47953117037540344,0.1454051299473416,0.3079667063020214,0.08068625785629353,0.017156446407338204,0.03210463733650416,0.8700526583998641,0.013419398675046714,0.4866655342279599
1404,E02001443,5664.0,0.034957627118644065,0.1126412429378531,0.039901129943502825,0.0849223163841808,0.022775423728813558,0.8024364406779662,0.5075918079096046,0.13100282485875706,0.3202683615819209,0.09216101694915255,0.012535310734463278,0.02913135593220339,0.8661723163841808,0.008651129943502825,0.5051200564971752
1405,E02001444,5730.0,0.04537521815008726,0.1055846422338569,0.04066317626527051,0.09581151832460733,0.03106457242582897,0.7986038394415358,0.5038394415357766,0.1387434554973822,0.3216404886561955,0.08219895287958115,0.014659685863874346,0.03193717277486911,0.8712041884816754,0.010471204188481676,0.4837696335078534
1406,E02001445,7021.0,0.045862412761714856,0.11194986469163937,0.04187437686939183,0.10126762569434554,0.03461045435123202,0.7867825096140151,0.5356786782509614,0.13972368608460334,0.3300099700897308,0.09457342258937473,0.01965531975502065,0.03631961259079903,0.8494516450648056,0.011251958410482836,0.47315197265346814
