,GEOGRAPHY_CODE,All usual residents,England,Ireland,Northern Ireland,Other EU,Other EU: Accession countries April 2001 to March 2011,Other EU: Member countries in March 2001,Other countries,Scotland,United Kingdom,United Kingdom not otherwise specified,Wales
1540,E02001579,1,0.9604562737642586,0.002933188484519283,0.0011950027159152634,0.00879956545355785,0.005214557305812059,0.00358500814774579,0.015209125475285171,0.007387289516567083,0.9730581205866377,0.00010863661053775122,0.003910917979359044
1541,E02001580,1,0.9670742040915143,0.001452608643021426,0.001694710083524997,0.008231448977121414,0.0050841302505749905,0.003147318726546423,0.011741919864423193,0.007505144655610701,0.978574022515434,0.0,0.0022999636847839244
1542,E02001581,1,0.9721557909121968,0.0011957635804578067,0.00034164673727365904,0.004953877690468056,0.002220703792278784,0.0027331738981892723,0.008199521694567818,0.008199521694567818,0.9856508370345063,0.00017082336863682952,0.004783054321831227
1543,E02001582,1,0.9646618625277162,0.0019401330376940134,0.0011086474501108647,0.005681818181818182,0.003048780487804878,0.002633037694013304,0.014273835920177384,0.00803769401330377,0.9781042128603105,0.0001385809312638581,0.0041574279379157425
1544,E02001583,1,0.9646954986760812,0.002824360105913504,0.000529567519858782,0.00617828773168579,0.003353927625772286,0.002824360105913504,0.012709620476610768,0.00706090026478376,0.97828773168579,0.0,0.006001765225066196
1545,E02001584,1,0.9688951442646024,0.0014074595355383533,0.0014074595355383533,0.006474313863476425,0.003096410978184377,0.003377902885292048,0.01027445460942998,0.008022519352568614,0.9818437719915553,0.0,0.003518648838845883
1546,E02001585,1,0.9369311831390708,0.004470700942040556,0.002235350471020278,0.01660546064186492,0.011336420245888552,0.005269040395976369,0.02730320932460482,0.008781733993293949,0.9516206290914897,0.0,0.0036723614881047422
1547,E02001586,1,0.9617419116742527,0.0028293763070488375,0.0013531799729364006,0.009103210727026695,0.004182556279985238,0.004920654447041457,0.016607208758764917,0.005043670808217493,0.9714602042071595,0.0,0.0033214417517529833
1548,E02001587,1,0.9589629120879121,0.004979395604395604,0.0015453296703296703,0.011847527472527472,0.007039835164835165,0.004807692307692308,0.013736263736263736,0.007383241758241758,0.9694368131868132,0.00017170329670329672,0.0013736263736263737
1549,E02001588,1,0.9614039994406377,0.0025171304712627604,0.0011187246538945602,0.009369318976366942,0.005733463851209621,0.0036358551251573206,0.017619913298839322,0.005873304432946441,0.970493637253531,0.0,0.0020976087260523003
1550,E02001589,1,0.9610913985072801,0.0014682491129328276,0.0017129572984216322,0.008687140584852563,0.004160039153309678,0.004527101431542885,0.01492719931481708,0.008931848770341368,0.9749174109873975,0.0,0.00318120641135446
1551,E02001590,1,0.9332621462893753,0.0029364655632674853,0.00200213561131874,0.013214095034703685,0.007741591030432461,0.005472504004271223,0.038707955152162306,0.007608115323011212,0.9451414842498665,0.0,0.0022690870261612385
1552,E02001591,1,0.819255331967707,0.003373900469936137,0.0015664537896132064,0.04422219544523436,0.039643330521749606,0.004578864923484758,0.12290637426195927,0.006627304494517412,0.8294975298228702,0.0003614893360645861,0.0016869502349680684
1553,E02001592,1,0.9651646252387909,0.0035959096527699744,0.0016855826497359254,0.009888751545117428,0.006292841892347455,0.0035959096527699744,0.013709405551185527,0.003933026182717159,0.9728059332509271,0.0,0.0020226991796831106
1554,E02001593,1,0.796476391825229,0.0015503875968992248,0.0008456659619450317,0.06272022551092318,0.05623678646934461,0.006483439041578576,0.1281183932346723,0.007470049330514447,0.8076109936575053,0.0,0.0028188865398167725
1555,E02001594,1,0.6888081395348837,0.005377906976744186,0.001308139534883721,0.12311046511627907,0.11337209302325581,0.009738372093023256,0.17354651162790696,0.005813953488372093,0.6979651162790698,0.0,0.0020348837209302325
1556,E02001595,1,0.9661152310325157,0.003080433542498574,0.0009127210496292071,0.006046776953793497,0.002852253280091272,0.0031945236737022245,0.009241300627495721,0.01163719338277239,0.9816314888762122,0.0,0.002966343411294923
1557,E02001596,1,0.9618541209108774,0.002311871459946827,0.0012715293029707548,0.00601086579586175,0.0031210264709282164,0.0028898393249335336,0.013986822332678303,0.009825453704774015,0.9776904404115131,0.0,0.004739336492890996
1558,E02001597,1,0.9497271200671704,0.0026238455079764904,0.001364399664147775,0.011649874055415618,0.00850125944584383,0.0031486146095717885,0.01112510495382032,0.020570948782535684,0.9746011754827876,0.0,0.002938706968933669
1559,E02001598,1,0.9447502336691245,0.0031155883269290683,0.0015577941634645342,0.00789282376155364,0.004257970713469727,0.003634853048083913,0.03281753037698619,0.006646588430782013,0.9561740575345311,0.00031155883269290684,0.0029078824384671307
1560,E02001599,1,0.9650159744408946,0.0019169329073482429,0.0019169329073482429,0.0059105431309904154,0.002715654952076677,0.003194888178913738,0.0134185303514377,0.007348242811501597,0.9787539936102236,0.0,0.0044728434504792336
1561,E02001600,1,0.8005010670873156,0.003433237450125267,0.001577433423030528,0.035909807924283194,0.029043333024032662,0.006866474900250534,0.145680616126937,0.009186229934118956,0.8149763384986546,9.279020135473695e-05,0.0036188178528347406
1562,E02001601,1,0.9450614835382785,0.0019833399444664813,0.0007933359777865926,0.010511701705672352,0.005553351844506148,0.004958349861166204,0.02816342721142404,0.009916699722332408,0.9593415311384371,0.0,0.0035700119000396666
1563,E02001602,1,0.9478794642857142,0.0027901785714285715,0.00078125,0.011049107142857144,0.006361607142857143,0.0046875,0.030245535714285714,0.006138392857142857,0.9559151785714286,0.0,0.0011160714285714285
1564,E02001603,1,0.9671882120613702,0.0015190642564180464,0.002126689958985265,0.0047090991948959444,0.0010633449794926325,0.0036457542154033117,0.011848701200060763,0.007899134133373842,0.9819231353486253,0.0,0.0047090991948959444
1565,E02001604,1,0.9554518950437317,0.0011661807580174927,0.0015160349854227405,0.011078717201166181,0.006530612244897959,0.004548104956268222,0.02087463556851312,0.006180758017492711,0.9668804664723032,0.0,0.003731778425655977
1566,E02001605,1,0.9534144318495991,0.002350013823610727,0.0004147083218136577,0.013132430190765827,0.007050041470832181,0.006082388719933647,0.013408902405308266,0.01285595797622339,0.9711086535803152,0.0,0.004423555432679016
1567,E02001606,1,0.9578027465667915,0.0016229712858926342,0.0013732833957553058,0.012734082397003745,0.006242197253433208,0.006491885143570537,0.009987515605493134,0.012983770287141073,0.9756554307116105,0.0,0.003495630461922597
1568,E02001607,1,0.9609623241034952,0.002610077167498865,0.0011348161597821154,0.009305492510213346,0.00522015433499773,0.0040853381752156154,0.014979573309123922,0.008170676350431231,0.9731048570131638,0.0,0.002837040399455288
1569,E02001608,1,0.9572176949941793,0.0016006984866123398,0.002619324796274738,0.008440046565774156,0.005529685681024447,0.002910360884749709,0.015279394644935973,0.009313154831199068,0.9746798603026775,0.00014551804423748544,0.005384167636786961
1570,E02001609,1,0.9633126195028681,0.0011950286806883365,0.0019120458891013384,0.005855640535372849,0.002748565965583174,0.003107074569789675,0.010396749521988527,0.010635755258126194,0.9825525812619503,0.0004780114722753346,0.00621414913957935
1571,E02001610,1,0.9472215481679204,0.0015772870662460567,0.002305265712205775,0.00994904149478282,0.005945158942004368,0.004003882552778452,0.01868478524629944,0.015408881339480708,0.9697888861926717,0.0,0.0048531909730647905
