,GEOGRAPHY_CODE,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,8. Process plant and machine operatives,9. Elementary occupations,All categories: Occupation
0,E02000001,0.13680257510729613,0.4050429184549356,0.2290772532188841,0.10997854077253219,0.011266094420600859,0.046137339055793994,0.02628755364806867,0.001609442060085837,0.03379828326180258,1864.0
1,E02000002,0.05245628642797669,0.15570358034970858,0.08492922564529559,0.21065778517901748,0.03663613655287261,0.1990008326394671,0.1482098251457119,0.012489592006661115,0.09991673605328892,1201.0
2,E02000003,0.06185080264400378,0.17658168083097261,0.1109537299338999,0.24598677998111426,0.021246458923512748,0.16336166194523136,0.11614730878186968,0.010859301227573183,0.09301227573182247,2118.0
3,E02000004,0.052090975788701394,0.1467351430667645,0.11005135730007337,0.27953044754218637,0.01760821716801174,0.16874541452677916,0.12325752017608217,0.01173881144534116,0.09024211298606016,1363.0
4,E02000005,0.058550724637681156,0.13797101449275362,0.07014492753623189,0.2301449275362319,0.03130434782608696,0.19942028985507246,0.13333333333333333,0.017971014492753623,0.12115942028985507,1725.0
5,E02000007,0.04291845493562232,0.1747394236664623,0.07664009809932557,0.18087063151440833,0.01900674432863274,0.21030042918454936,0.13243408951563457,0.01900674432863274,0.14408338442673208,1631.0
6,E02000008,0.05525846702317291,0.1412655971479501,0.09581105169340463,0.20677361853832443,0.031194295900178252,0.20454545454545456,0.11586452762923351,0.017825311942959002,0.13146167557932265,2244.0
7,E02000009,0.04095354523227384,0.16931540342298287,0.07946210268948656,0.2078239608801956,0.028117359413202935,0.18337408312958436,0.1393643031784841,0.012224938875305624,0.1393643031784841,1636.0
8,E02000010,0.045372050816696916,0.147005444646098,0.07380520266182698,0.19419237749546278,0.029643073200241985,0.1984271022383545,0.12159709618874773,0.024198427102238355,0.16575922565033274,1653.0
9,E02000011,0.06533435818601076,0.1606456571867794,0.09069946195234435,0.2482705611068409,0.019984627209838585,0.180630284396618,0.10607225211375865,0.013066871637202153,0.11529592621060722,1301.0
10,E02000012,0.06419098143236074,0.17347480106100796,0.10875331564986737,0.2376657824933687,0.02546419098143236,0.16339522546419097,0.1129973474801061,0.01750663129973475,0.09655172413793103,1885.0
11,E02000013,0.041953663118346904,0.13838447088290545,0.07764558547276143,0.20037570444583594,0.036318096430807766,0.19724483406386975,0.1340012523481528,0.01628052598622417,0.15779586725109582,1597.0
12,E02000014,0.04424778761061947,0.125,0.0790929203539823,0.1836283185840708,0.04314159292035398,0.22676991150442477,0.1338495575221239,0.010508849557522125,0.15376106194690264,1808.0
13,E02000015,0.056439942112879886,0.13603473227206947,0.0788712011577424,0.21128798842257598,0.030390738060781478,0.20477568740955138,0.12590448625180897,0.013024602026049204,0.14327062228654125,1382.0
14,E02000016,0.052752293577981654,0.19724770642201836,0.09709480122324159,0.14678899082568808,0.027522935779816515,0.16743119266055045,0.12691131498470948,0.016819571865443424,0.16743119266055045,1308.0
15,E02000017,0.053534660260809885,0.19148936170212766,0.09951956074124914,0.19080301990391216,0.02127659574468085,0.15923129718599863,0.11050102951269733,0.015099519560741249,0.15854495538778313,1457.0
16,E02000018,0.059006211180124224,0.14906832298136646,0.07888198757763976,0.21180124223602484,0.031677018633540374,0.18509316770186335,0.11987577639751552,0.018633540372670808,0.14596273291925466,1610.0
17,E02000019,0.05164903546981954,0.16925948973242066,0.08898568761667704,0.2003733665214686,0.02551337896701929,0.1729931549471064,0.13192283758556317,0.019290603609209707,0.14001244555071563,1607.0
18,E02000020,0.04717566728739913,0.16263190564866542,0.09124767225325885,0.20732464307883303,0.035381750465549346,0.1824953445065177,0.11235257603972688,0.013656114214773432,0.14773432650527624,1611.0
