,GEOGRAPHY_CODE,All usual residents aged 16+,Divorced or formerly in a same-sex civil partnership which is now legally dissolved,In a registered same-sex civil partnership,Married,Separated (but still legally married or still legally in a same-sex civil partnership),Single (never married or never registered a same-sex civil partnership),Widowed or surviving partner from a same-sex civil partnership
2298,E02002360,5425.0,0.08884792626728111,0.0012903225806451613,0.4224884792626728,0.02175115207373272,0.4110599078341014,0.05456221198156682
2299,E02002361,4567.0,0.08079702211517407,0.005693015108386249,0.4453689511714473,0.027808189183271294,0.3682942850886797,0.07203853733304139
2300,E02002362,6194.0,0.1123668065870197,0.0011301259283177268,0.3498546980949306,0.030513400064578623,0.43170810461737164,0.07442686470778172
2301,E02002363,6061.0,0.06929549579277347,0.004289721168124072,0.33806302590331627,0.02095363801352912,0.5106418082824616,0.05675631083979541
2302,E02002364,4602.0,0.1316818774445893,0.001521077792264233,0.32051282051282054,0.03998261625380269,0.4096045197740113,0.09669708822251195
2303,E02002366,6052.0,0.06609385327164574,0.002478519497686715,0.5109054857898215,0.019993390614672837,0.31675479180436217,0.08377395902181096
2304,E02002367,4546.0,0.10184777826660801,0.0013198416190057193,0.3066432028156621,0.03739551253849538,0.4997800263968324,0.05301363836339639
2305,E02002368,6559.0,0.08537886872998933,0.0021344717182497333,0.5188290898002744,0.0219545662448544,0.30888855008385424,0.06281445342277786
2306,E02002369,5318.0,0.11301241068070703,0.00188040616773223,0.37457690861226023,0.03948852952237683,0.3986461075592328,0.07239563745769086
2307,E02002370,5108.0,0.11805011746280344,0.0007830853563038371,0.3496476115896633,0.036217697729052464,0.4091620986687549,0.08613938919342208
2308,E02002371,7464.0,0.08842443729903537,0.002277599142550911,0.3120310825294748,0.03831725616291533,0.5018756698821008,0.05707395498392283
2309,E02002373,8307.0,0.021427711568556638,0.0016853256289876008,0.06813530757192729,0.0065005417118093175,0.8859997592391958,0.016251354279523293
2310,E02002374,5695.0,0.07568042142230026,0.0022827041264266903,0.30237050043898156,0.021246707638279193,0.5411764705882353,0.057243195785776996
2311,E02002375,5079.0,0.08584367001378224,0.002362669816893089,0.2886394959637724,0.029533372711163616,0.5426265012797795,0.050994290214609175
2312,E02002376,4689.0,0.08466624013648966,0.0025591810620601407,0.40072510130091704,0.04222648752399232,0.4096822350181275,0.060140754958413305
2313,E02002377,4945.0,0.054600606673407485,0.002224469160768453,0.4558139534883721,0.0339737108190091,0.4044489383215369,0.048938321536905964
2314,E02002379,3736.0,0.10813704496788008,0.0024089935760171306,0.3343147751605996,0.033190578158458245,0.4582441113490364,0.06370449678800856
2315,E02002380,4378.0,0.09090909090909091,0.001827318410232983,0.46665143901324807,0.02375513933302878,0.33988122430333484,0.07697578803106442
2316,E02002381,5067.0,0.10440102624827315,0.0015788434971383462,0.3958950069074403,0.03414249062561674,0.4116834418788238,0.05229919084270772
2317,E02002382,4204.0,0.07659372026641294,0.003092293054234063,0.39533777354900096,0.053044719314938156,0.43125594671741196,0.040675547098001905
2318,E02002383,7172.0,0.02063580591187953,0.0013943112102621305,0.08672615727830452,0.008505298382598996,0.8707473508087005,0.011991076408254323
2319,E02002384,9435.0,0.056809750927397984,0.0011658717541070483,0.17890832008479068,0.02087970323264441,0.7138314785373608,0.028404875463698992
2320,E02002385,7160.0,0.050139664804469276,0.0016759776536312849,0.1388268156424581,0.021508379888268158,0.7551675977653631,0.032681564245810056
2321,E02002386,7138.0,0.08419725413281032,0.0011207621182404036,0.5201737181283272,0.02171476604090782,0.275007004763239,0.09778649481647521
2322,E02002387,4272.0,0.11235955056179775,0.002106741573033708,0.34152621722846443,0.031835205992509365,0.43469101123595505,0.0774812734082397
2323,E02002388,5823.0,0.09617035892151812,0.0020607934054611026,0.3786707882534776,0.03228576335222394,0.4312210200927357,0.059591275974583545
2324,E02002389,4970.0,0.11348088531187123,0.00040241448692152917,0.36498993963782694,0.04768611670020121,0.3933601609657948,0.0800804828973843
2325,E02002390,4880.0,0.10348360655737705,0.002459016393442623,0.4088114754098361,0.028688524590163935,0.38504098360655736,0.07151639344262295
2326,E02002391,6374.0,0.10009413241292751,0.0020395356134295575,0.4466582993410731,0.029651710072168182,0.3522121117037967,0.06934421085660496
2327,E02002392,8805.0,0.02226007950028393,0.00011357183418512209,0.08370244179443498,0.009199318568994889,0.8752981260647359,0.009426462237365133
2328,E02002393,5944.0,0.09488559892328398,0.0006729475100942127,0.3188088829071332,0.0370121130551817,0.4964670255720054,0.05215343203230148
2329,E02002394,5124.0,0.1094847775175644,0.000585480093676815,0.3157689305230289,0.05191256830601093,0.46194379391100704,0.06030444964871194
2330,E02002395,5034.0,0.058005562177195075,0.0015891934843067143,0.5665474771553437,0.023241954707985697,0.2695669447755264,0.08104886769964244
2331,E02002396,7018.0,0.08991165574237675,0.002707324023938444,0.402536335138216,0.029353092049016812,0.41023083499572527,0.0652607580507267
2332,E02002397,6006.0,0.09823509823509824,0.002331002331002331,0.45054945054945056,0.02813852813852814,0.350982350982351,0.06976356976356976
2333,E02002398,6216.0,0.07834620334620335,0.0011261261261261261,0.5395752895752896,0.021074646074646073,0.28008365508365507,0.07979407979407979
2334,E02002399,4752.0,0.09701178451178451,0.003998316498316498,0.3897306397306397,0.03493265993265993,0.4107744107744108,0.06355218855218855
2335,E02002400,6655.0,0.11465063861758076,0.00405709992486852,0.27468069120961686,0.036213373403456046,0.5089406461307288,0.06145755071374906
2336,E02002401,4541.0,0.10658445276370844,0.0030830213609337152,0.34045364457168026,0.04558467297951993,0.43822946487557807,0.06606474344857961
2337,E02002402,4782.0,0.06524466750313676,0.0018820577164366374,0.5752823086574655,0.02070263488080301,0.2837724801338352,0.05311585110832288
2338,E02002403,5054.0,0.09161060546102097,0.0019786307874950534,0.4881282152750297,0.024732884843688168,0.29362880886426596,0.0999208547685002
2339,E02002404,7321.0,0.08646359786914357,0.0021854937850020488,0.2253790465783363,0.033328780221281246,0.6051085917224422,0.047534489823794566
2340,E02002405,6056.0,0.08553500660501981,0.0019815059445178335,0.5100726552179656,0.025264200792602377,0.2927675033025099,0.08437912813738441
2341,E02002406,5735.0,0.07986050566695728,0.0012205754141238012,0.6071490845684394,0.018134263295553617,0.23173496076721883,0.06190061028770706
2342,E02002407,4915.0,0.1155645981688708,0.0032553407934893183,0.2901322482197355,0.03641912512716175,0.47222787385554427,0.08240081383519837
2343,E02002408,5917.0,0.09582558729085686,0.0013520365049856345,0.45158019266520194,0.02771674835220551,0.33023491634274127,0.09329051884400878
2344,E02002409,4823.0,0.10885341074020319,0.0020733982998133943,0.4281567489114659,0.029649595687331536,0.3638814016172507,0.0673854447439353
2345,E02002410,5493.0,0.09739668669215365,0.002184598580010923,0.4300018204988167,0.028217731658474424,0.3651920626251593,0.07700709994538503
2346,E02002411,5837.0,0.0885728970361487,0.0027411341442521845,0.28113757066986467,0.03683399006338873,0.5396607846496488,0.051053623436696935
2347,E02002412,5538.0,0.08956301914048392,0.00036114120621162876,0.4559407728421813,0.0276273022751896,0.36872517154207296,0.0577825929938606
2348,E02002414,4460.0,0.11434977578475336,0.0017937219730941704,0.3062780269058296,0.04484304932735426,0.45358744394618833,0.07914798206278027
2349,E02002415,4603.0,0.09558983271779274,0.0023897458179448186,0.3558548772539648,0.05713665001086248,0.4492722137736259,0.03975668042580925
2350,E02002416,5302.0,0.08826857789513391,0.0003772161448509996,0.5529988683515654,0.023764617125612977,0.24085250848736325,0.0937382119954734
2351,E02002417,5172.0,0.08720030935808198,0.0017401392111368909,0.5226218097447796,0.021268368136117557,0.29505027068832174,0.07211910286156226
2352,E02002418,5812.0,0.09359944941500344,0.0006882312456985547,0.5407777013076394,0.022883688919476945,0.2802821748107364,0.06176875430144529
2353,E02002419,6082.0,0.10917461361394278,0.0008220979940808945,0.37323248931272607,0.04011838211114765,0.40315685629727066,0.07349556067083196
2354,E02002420,6179.0,0.08221395047742353,0.0027512542482602364,0.44505583427739115,0.028645411878944812,0.3757889626153099,0.06554458650267034
2355,E02002421,4458.0,0.12113055181695828,0.003589053387169134,0.310228802153432,0.04172274562584118,0.4515477792732167,0.07178106774338268
2356,E02002422,5113.0,0.08722863289653823,0.0013690592607079992,0.534911011148054,0.01916682964991199,0.29160962253080386,0.06571484451398396
2357,E02002423,4479.0,0.10024559053360126,0.003125697700379549,0.4074570216566198,0.03438267470417504,0.3786559499888368,0.07613306541638759
2358,E02002424,6133.0,0.10223381705527475,0.0021196804174139897,0.486059024947008,0.024294798630360347,0.3164845915538888,0.06880808739605414
2359,E02002425,6924.0,0.08896591565569036,0.001877527440785673,0.53105141536684,0.028162911611785094,0.2758521086077412,0.07409012131715771
2360,E02002426,6174.0,0.08940719144800778,0.001943634596695821,0.5403304178814383,0.0228377065111759,0.27340459993521216,0.07207644962747004
2361,E02002427,5599.0,0.09644579389176638,0.0033934631184140023,0.4850866226111806,0.024647258439006964,0.3018396142168244,0.08858724772280764
2362,E02002428,5484.0,0.08770970094821298,0.0016411378555798686,0.4135667396061269,0.03701677607585704,0.3940554339897885,0.06601021152443472
2363,E02002429,6657.0,0.08802764007811327,0.0028541385008261978,0.49947423764458465,0.02568724650743578,0.3126032747483852,0.07135346252065496
2364,E02002430,5361.0,0.10968102965864578,0.002238388360380526,0.34415221040850585,0.03767953739973885,0.4277187091960455,0.07853012497668345
2365,E02002431,6374.0,0.10291810480075306,0.0014119861939127707,0.41653592720426735,0.030906808911201757,0.3950423595858174,0.053184813304047694
2366,E02002432,5672.0,0.09538081805359662,0.0028208744710860366,0.518688293370945,0.023095909732016924,0.27450634696755993,0.08550775740479549
2367,E02002433,5215.0,0.11083413231064237,0.0028763183125599234,0.3854266538830297,0.037775647171620325,0.36567593480345156,0.09741131351869607
2368,E02002434,6703.0,0.09622557064001193,0.0019394301059227211,0.4636729822467552,0.026406086826793972,0.3656571684320454,0.046098761748470836
2369,E02002435,6054.0,0.09580442682523951,0.002147340601255368,0.49603567888999006,0.03006276841757516,0.3151635282457879,0.06078625702015197
2370,E02002436,5291.0,0.10924210924210924,0.000378000378000378,0.4706104706104706,0.026649026649026648,0.31903231903231904,0.0740880740880741
2371,E02002437,5016.0,0.07117224880382775,0.0011961722488038277,0.5982854864433812,0.016547049441786282,0.26056618819776717,0.05223285486443381
2372,E02002438,6129.0,0.1145374449339207,0.00032631750693424703,0.4220916952194485,0.02659487681514113,0.35421765377712516,0.08223201174743025
2373,E02002439,6434.0,0.12977929748212622,0.003108486167236556,0.3955548647808517,0.029219769972023624,0.3621386384830588,0.08019894311470314
2374,E02002440,6194.0,0.0950920245398773,0.002583144979011947,0.5025831449790119,0.02486277042298999,0.2964158863416209,0.0784630287374879
2375,E02002441,7055.0,0.11452870304748405,0.0012756909992912829,0.41885187810063784,0.029199149539333807,0.34684620836286323,0.0892983699503898
2376,E02002442,5568.0,0.08225574712643678,0.0007183908045977011,0.5186781609195402,0.023347701149425287,0.3204022988505747,0.05459770114942529
2377,E02002443,4873.0,0.08906217935563308,0.001231274368971886,0.5384773240303714,0.022983788220808536,0.3018674327929407,0.04637800123127437
2378,E02002444,4838.0,0.10066143034311699,0.0008267879288962381,0.5024803637866887,0.026043819760231502,0.2988838362959901,0.07110376188507647
2379,E02002445,5848.0,0.10362517099863201,0.002051983584131327,0.49127906976744184,0.0253077975376197,0.280437756497948,0.09729822161422709
2380,E02002446,5058.0,0.08778173190984578,0.00039541320680110717,0.5482404112297351,0.02155001977066034,0.25919335705812574,0.08283906682483196
2381,E02002447,5086.0,0.10361777428234369,0.0013763271726307512,0.43944160440424695,0.03086905230043256,0.33031852143138024,0.09437672040896579
2382,E02002448,6161.0,0.10680084401882811,0.0017854244440837527,0.44181139425417953,0.029865281610128226,0.34036682356760267,0.07937023210517773
2383,E02002449,6465.0,0.0988399071925754,0.0013921113689095127,0.5351894818252126,0.020417633410672854,0.2833720030935808,0.06078886310904873
2384,E02002450,5481.0,0.10144134282065316,0.0018244845831052727,0.5130450647692028,0.024265644955300127,0.29958036854588577,0.05984309432585295
2385,E02002451,6072.0,0.09173254281949934,0.0006587615283267457,0.563570487483531,0.018280632411067192,0.24538866930171277,0.08036890645586298
2386,E02002452,6551.0,0.13143031598229277,0.0009158907037093573,0.4003968859716074,0.03190352617920928,0.3546023507861395,0.08075103037704168
2387,E02002453,7482.0,0.13191659983961507,0.0012028869286287089,0.41299117882919006,0.026998128842555466,0.34202085004009625,0.08487035551991447
2388,E02002454,6332.0,0.10691724573594441,0.00410612760581175,0.37744788376500316,0.03711307643714466,0.40445356917245734,0.06996209728363866
2389,E02002455,4788.0,0.11842105263157894,0.0014619883040935672,0.4392230576441103,0.021929824561403508,0.3360484544695071,0.0829156223893066
2390,E02002456,5847.0,0.12878399179066188,0.0030785017957927143,0.3993500940653327,0.03762613305968873,0.383444501453737,0.04771677783478707
2391,E02002457,5969.0,0.12698944546825264,0.0033506449991623386,0.4263695761434076,0.03451164349137209,0.33958787066510304,0.06919081923270229
2392,E02002458,7102.0,0.09912700647704872,0.0012672486623486342,0.5254857786539003,0.026612221909321318,0.2733032948465221,0.07420444945085891
2393,E02002459,7377.0,0.11291853056798157,0.0023044598075098277,0.4570963806425376,0.029280195201301342,0.32736884912566083,0.0710315846550088
2394,E02002460,6003.0,0.08762285523904714,0.0013326669998334167,0.5745460603031818,0.014992503748125937,0.23205064134599368,0.08945527236381809
2395,E02002461,8082.0,0.09378866617173967,0.0016085127443702053,0.5011135857461024,0.028334570650829,0.30165800544419696,0.07349665924276169
2396,E02002462,6097.0,0.10628177792356897,0.001148105625717566,0.5159914712153518,0.022306052156798425,0.2776775463342627,0.07659504674430048
2397,E02002463,6811.0,0.12332990750256938,0.0011745705476435178,0.38276317721333136,0.03582440170312729,0.3810013213918661,0.07590662164146234
2398,E02002464,6385.0,0.11245105716523102,0.00031323414252153485,0.44212999216914645,0.03038371182458888,0.33390759592795616,0.08081440877055598
2399,E02002465,5140.0,0.10797665369649806,0.003501945525291829,0.4830739299610895,0.026459143968871595,0.29416342412451363,0.08482490272373541
2400,E02002466,7428.0,0.11416262789445342,0.000942380183091007,0.5092891760904685,0.024098007539041465,0.26709746903607967,0.08441033925686592
2401,E02002467,6482.0,0.1130823819808701,0.0038568343103980254,0.3825979635914841,0.04119099043505091,0.4045047824745449,0.05476704720765196
2402,E02002468,4995.0,0.10770770770770771,0.0022022022022022024,0.4934934934934935,0.024824824824824825,0.3035035035035035,0.06826826826826826
2403,E02002469,4892.0,0.09157808667211774,0.001635322976287817,0.5650040883074408,0.017375306623058053,0.26226492232215864,0.06214227309893704
2404,E02002470,5238.0,0.0683466972126766,0.0015273004963726614,0.6534936998854525,0.013936617029400534,0.18117602138220695,0.0815196639938908
2405,E02002471,8691.0,0.08491542975491888,0.0014958002531354274,0.5872741916925556,0.02002071108042803,0.23955816361753537,0.06673570360142676
2406,E02002472,4999.0,0.10042008401680336,0.004800960192038408,0.531506301260252,0.023604720944188837,0.27385477095419086,0.06581316263252651
2407,E02002473,5311.0,0.10242892110713614,0.003954057616268123,0.5554509508567125,0.020335153455093204,0.2575786104311806,0.06025230653360949
2408,E02002474,4991.0,0.12542576637948308,0.0036064916850330597,0.453015427769986,0.031055900621118012,0.3019434982969345,0.0849529152474454
2409,E02002475,5012.0,0.08918595371109338,0.0015961691939345571,0.5796089385474861,0.024142059058260175,0.22805267358339984,0.07741420590582601
2410,E02002476,4611.0,0.1123400563869009,0.0013012361743656475,0.4183474300585556,0.03404901322923444,0.3541531121231837,0.0798091520277597
2411,E02002477,5139.0,0.10138159174936758,0.0015567230978789648,0.4804436660828955,0.02276707530647986,0.3167931504183693,0.07705779334500876
2412,E02002478,4656.0,0.1056701030927835,0.0006443298969072165,0.49785223367697595,0.029853951890034366,0.2970360824742268,0.06894329896907217
2413,E02002479,6924.0,0.10109763142692085,0.002310803004043905,0.47400346620450606,0.02050837666088966,0.31845753899480067,0.08362218370883882
2414,E02002480,4865.0,0.09886947584789312,0.0006166495375128469,0.4608427543679342,0.026104830421377186,0.32579650565262075,0.08776978417266187
2415,E02002481,5088.0,0.10357704402515723,0.0009827044025157233,0.4683569182389937,0.024764150943396228,0.31721698113207547,0.08510220125786164
2416,E02002482,5247.0,0.09662664379645512,0.0015246807699637887,0.4678864112826377,0.028206594244330092,0.3213264722698685,0.08442919763674481
2417,E02002483,7269.0,0.07992846333746045,0.0016508460586050352,0.5301967258219837,0.02311184482047049,0.29398816893658,0.07112395102490027
2418,E02002484,8148.0,0.11413843888070692,0.001840942562592047,0.35787923416789397,0.02614138438880707,0.4012027491408935,0.09879725085910653
2419,E02002485,6214.0,0.115545542323785,0.001287415513356936,0.3968458319922755,0.020759575152880592,0.3817186997103315,0.08384293530737046
2420,E02002487,4395.0,0.14015927189988622,0.002502844141069397,0.28054607508532425,0.040955631399317405,0.4714448236632537,0.06439135381114904
2421,E02002488,5055.0,0.07695351137487635,0.000791295746785361,0.5612265084075173,0.021167161226508406,0.26864490603363006,0.0712166172106825
2422,E02002489,6221.0,0.12007715801318115,0.0012859668863526765,0.34512136312489955,0.03230991801961099,0.42517280180035366,0.07603279215560199
2423,E02002490,4953.0,0.11144760751059964,0.0032303654350898446,0.38138501918029477,0.029275186755501715,0.4019785988289925,0.0726832222895215
2424,E02002491,5272.0,0.09578907435508346,0.0017071320182094083,0.424886191198786,0.021433990895295903,0.34066767830045525,0.11551593323216995
2425,E02002492,5405.0,0.10175763182238667,0.0011100832562442183,0.43922294172062903,0.023496762257169287,0.338945420906568,0.09546716003700277
2426,E02002493,5377.0,0.08015622094104519,0.0009298865538404315,0.5575599776827227,0.018411753766040543,0.2525571880230612,0.09038497303328993
2427,E02002494,5986.0,0.11209488807216839,0.001670564650851988,0.36952890076845973,0.024724356832609422,0.41162712996992984,0.08035415970598062
2428,E02002496,9443.0,0.07190511489992588,0.0019061738854177699,0.26029863390871544,0.029757492322355184,0.5945144551519644,0.04161812983162131
2429,E02002497,4794.0,0.10283687943262411,0.0008343763037129745,0.3005840634125991,0.037129745515227366,0.47684605757196497,0.08176887776387151
2430,E02002498,6986.0,0.09404523332379044,0.0017177211565989122,0.24248496993987975,0.03077583738906384,0.5758660177497853,0.05511022044088176
2431,E02002499,5589.0,0.09858650921452854,0.003041689032027196,0.32796564680622653,0.031311504741456435,0.43281445696904636,0.10628019323671498
2432,E02002500,4713.0,0.09293443666454487,0.000424358158285593,0.4027158922130278,0.023339698705707616,0.41502227880331,0.06556333545512412
2433,E02002501,4182.0,0.10306073648971784,0.001912960306073649,0.3598756575801052,0.031324725011956,0.4347202295552367,0.06910569105691057
2434,E02002502,7491.0,0.10519289814444,0.0016019223067681217,0.355092778000267,0.03177145908423441,0.41796822854091575,0.08837271392337472
2435,E02002503,4996.0,0.09407526020816653,0.0012009607686148918,0.38390712570056046,0.03362690152121697,0.4213370696557246,0.06585268214571657
2436,E02002504,7661.0,0.07231431927946744,0.002480093982508811,0.4692598877431145,0.026236783709698473,0.36966453465605015,0.06004438062916068
2437,E02002505,4729.0,0.09980968492281667,0.0008458447874814971,0.32522732078663563,0.030238951152463524,0.4548530344681751,0.08902516388242758
2438,E02002506,4568.0,0.1085814360770578,0.0017513134851138354,0.3117338003502627,0.03283712784588441,0.4581873905429072,0.08690893169877408
2439,E02002507,4977.0,0.06650592726542094,0.0008036970062286518,0.5392806911794253,0.02109704641350211,0.2943540285312437,0.07795860960417922
2440,E02002508,4215.0,0.06548042704626335,0.00047449584816132857,0.5629893238434164,0.016370106761565837,0.2524317912218268,0.1022538552787663
2441,E02002509,4467.0,0.09021714797403178,0.001343183344526528,0.44593687038280727,0.026863666890530557,0.34810835012312513,0.08753078128497874
2442,E02002510,4908.0,0.07029339853300734,0.0,0.573960880195599,0.01691116544417278,0.25713121434392827,0.08170334148329259
2443,E02002512,4361.0,0.07200183444164182,0.0016051364365971107,0.598257280440266,0.017885806007796375,0.24008254987388214,0.07016739279981656
2444,E02002513,6996.0,0.11435105774728416,0.002715837621497999,0.43038879359634075,0.02887364208118925,0.3493424814179531,0.07432818753573471
2445,E02002514,7327.0,0.10372594513443428,0.0010918520540466768,0.4599426777671625,0.028524634911969427,0.3264637641599563,0.08025112597243074
2446,E02002515,5621.0,0.14178971713218289,0.002134851449919943,0.3317914961750578,0.028642590286425903,0.4207436399217221,0.07489770503469134
2447,E02002516,4622.0,0.1075292081350065,0.0010817827780181739,0.43076590220683686,0.024231934227607096,0.3470359151882302,0.08935525746430117
2448,E02002517,4367.0,0.10739638195557591,0.0,0.4332493702770781,0.019464163040989236,0.34554614151591484,0.09434394321044196
2449,E02002518,8772.0,0.09074327405380757,0.0007979936160510716,0.5482216142270862,0.020291837665298677,0.26242590059279525,0.07751937984496124
2450,E02002519,5747.0,0.12197668348703672,0.0010440229685053071,0.43031146685227073,0.02523055507221159,0.32225508961197147,0.09918218200800417
2451,E02002520,11009.0,0.09047143246434736,0.0011808520301571442,0.557180488691071,0.016804432736851668,0.2537015169406849,0.080661277136888
2452,E02002521,5091.0,0.11058731094087605,0.005107051659791789,0.4197603614221175,0.027892359065016695,0.3229228049499116,0.11373011196228638
2453,E02002523,4750.0,0.10821052631578948,0.0016842105263157896,0.3063157894736842,0.036421052631578944,0.4787368421052632,0.06863157894736842
2454,E02002524,4358.0,0.08398347865993575,0.0004589261128958238,0.5321248279027077,0.021569527306103717,0.2948600275355668,0.06700321248279027
2455,E02002525,7021.0,0.09371884346959122,0.0008545791197835066,0.4401082466885059,0.026634382566585957,0.3344252955419456,0.10425865261358781
2456,E02002526,5993.0,0.09477724011346571,0.0023360587351910563,0.5035875187719006,0.02903387285166027,0.31002836642749876,0.060236943100283664
2457,E02002527,4104.0,0.10087719298245613,0.0024366471734892786,0.40350877192982454,0.02631578947368421,0.3810916179337232,0.08576998050682261
2458,E02002529,4798.0,0.09837432263443101,0.0010421008753647354,0.48457690704460193,0.023759899958315966,0.31325552313463945,0.07899124635264694
2459,E02002530,5415.0,0.08956602031394276,0.0018467220683287165,0.5054478301015697,0.021791320406278854,0.3030470914127424,0.07830101569713759
2460,E02002532,5162.0,0.12165827198760171,0.000581170089112747,0.40236342502905853,0.02557148392096087,0.34579620302208447,0.10402944595118171
2461,E02002533,4781.0,0.06944153942689814,0.0004183225266680611,0.6044760510353483,0.01673290106672244,0.23656138883078853,0.07236979711357457
2462,E02002534,4951.0,0.06140173702282367,0.0004039587962027873,0.6418905271662291,0.016764290042415673,0.2007675217127853,0.07877196525954352
2463,E02002535,8325.0,0.07831831831831831,0.00036036036036036037,0.5638438438438439,0.018138138138138138,0.28216216216216217,0.05717717717717718
2464,E02002536,7849.0,0.1071474073130335,0.0008918333545674609,0.4543253917696522,0.024589119633074277,0.3181296980507071,0.09491654987896547
2465,E02002537,7015.0,0.10791161796151105,0.0018531717747683535,0.3908766928011404,0.028367783321454027,0.3920171062009979,0.0789736279401283
2466,E02002538,4726.0,0.10558611933982226,0.0033855268726195515,0.46656792213288195,0.02814219212865002,0.3148539991536183,0.08146424037240796
2467,E02002539,7327.0,0.07247168008734817,0.0006824075337791729,0.6304080797052,0.018015558891770166,0.2142759656066603,0.06414630817524225
2468,E02002540,5371.0,0.08024576428970397,0.0014894805436603984,0.5741947495810836,0.015453360640476635,0.24613665983988084,0.08247998510519457
2469,E02002541,5201.0,0.10747933089790425,0.0013458950201884253,0.4314554893289752,0.033070563353201306,0.3457027494712555,0.08094597192847529
2470,E02002542,6482.0,0.09966059858068498,0.0021598272138228943,0.39385991977784635,0.032088861462511574,0.3859919777846344,0.08623881518049985
2471,E02002543,6320.0,0.11012658227848102,0.003322784810126582,0.3944620253164557,0.030063291139240507,0.3783227848101266,0.08370253164556962
2472,E02002544,6965.0,0.11328068916008614,0.002297200287150036,0.32275664034458007,0.0416367552045944,0.44637473079684137,0.07365398420674803
2473,E02002545,4566.0,0.07993867717915024,0.0008760402978537013,0.5534384581690758,0.022996057818659658,0.27660972404730616,0.06614104248795445
2474,E02002546,5926.0,0.10681741478231523,0.002362470469119136,0.3720890988862639,0.03560580492743841,0.417651029362133,0.06547418157273034
2475,E02002547,5387.0,0.07555225542973826,0.0009281603861147206,0.5602376090588453,0.017820679413402638,0.2485613514015222,0.09689994431037684
2476,E02002548,9058.0,0.1230956060940605,0.0025391918745860014,0.29785824685361006,0.03698388165157872,0.47692647383528375,0.062596599690881
2477,E02002549,6696.0,0.07586618876941457,0.0005973715651135006,0.5715352449223416,0.017323775388291517,0.24268219832735963,0.09199522102747909
2478,E02002550,5236.0,0.08708938120702826,0.0015278838808250573,0.5057295645530939,0.024255156608097784,0.3032849503437739,0.07811306340718105
2479,E02002551,5420.0,0.09261992619926199,0.0016605166051660517,0.2754612546125461,0.03173431734317343,0.5343173431734317,0.06420664206642067
2480,E02002552,5396.0,0.08413639733135655,0.002038547071905115,0.43254262416604894,0.02872498146775389,0.3797257227575982,0.07283172720533729
2481,E02002553,4799.0,0.08939362367159825,0.0016670139612419254,0.43967493227755783,0.028130860595957492,0.3550739737445301,0.0860595957491144
2482,E02002554,4444.0,0.10463546354635464,0.0009000900090009,0.43384338433843384,0.029027902790279028,0.34473447344734476,0.08685868586858686
2483,E02002555,8115.0,0.0906962415280345,0.0006161429451632779,0.5502156500308072,0.02008626001232286,0.26235366605052374,0.07603203943314849
2484,E02002556,5702.0,0.06787092248333917,0.001929147667485093,0.6076815152578042,0.022623640827779727,0.26481936162749914,0.035075412136092596
2485,E02002557,9911.0,0.08727676319241247,0.002017959842599132,0.5752194531328827,0.025829885985268895,0.28574311371203714,0.02391282413479972
2486,E02002558,8266.0,0.08190176627147351,0.0007258649891120251,0.5544398741834019,0.023348657149770143,0.27026373094604406,0.0693201064601984
2487,E02002559,7019.0,0.08818920074084627,0.0011397634990739421,0.5985183074512038,0.02051574298333096,0.2407750391793703,0.05086194614617467
2488,E02002560,4826.0,0.09303771239121425,0.0012432656444260257,0.5300455864069623,0.024865312888520515,0.2925818483215914,0.058226274347285535
2489,E02002561,4789.0,0.08749216955523073,0.0006264355815410315,0.569221131760284,0.017331384422635206,0.26289413238671955,0.06243474629358948
2490,E02002562,4938.0,0.13547995139732685,0.002430133657351154,0.35196435803969217,0.044349939246658567,0.3780882948562171,0.08768732280275415
2491,E02002563,4511.0,0.12081578363999114,0.0022168033695411215,0.4482376413212148,0.02460651740190645,0.29616493017069384,0.10795832409665262
2492,E02002564,7515.0,0.12002661343978709,0.001996007984031936,0.4492348636061211,0.02661343978709248,0.31656686626746505,0.08556220891550233
2493,E02002565,4519.0,0.125027660986944,0.002212878955521133,0.37574684664748836,0.03186545695950432,0.40672715202478427,0.05842000442575791
2494,E02002566,5676.0,0.14182522903453135,0.0015856236786469344,0.27818886539816773,0.03875968992248062,0.4774489076814658,0.06219168428470754
2495,E02002567,5722.0,0.1188395665851101,0.0010485844110450892,0.4035302341838518,0.03390422929045788,0.3505767214260748,0.09210066410346032
2496,E02002568,4841.0,0.08758520966742409,0.0016525511258004544,0.5531914893617021,0.022929146870481306,0.2501549266680438,0.08448667630654823
2497,E02002569,7665.0,0.06940639269406393,0.0011741682974559687,0.6395303326810177,0.01395955642530985,0.17651663405088064,0.09941291585127202
2498,E02002570,6609.0,0.12846118928733546,0.0021183234982599486,0.36193070055984267,0.04009683764563474,0.3750945680133152,0.09229838099561205
2499,E02002571,5009.0,0.10760630864444001,0.001597125174685566,0.4376122978638451,0.03054501896586145,0.3551607107207027,0.06747853863046516
2500,E02002572,4862.0,0.11764705882352941,0.00267379679144385,0.3661044837515426,0.037227478403948994,0.4158782394076512,0.060468942821883996
2501,E02002573,6856.0,0.08693115519253208,0.0005834305717619603,0.5560093348891482,0.022899649941656944,0.2540840140023337,0.07949241540256709
2502,E02002574,5930.0,0.06829679595278246,0.002360876897133221,0.5623946037099494,0.0178752107925801,0.27537942664418213,0.07369308600337268
