,GEOGRAPHY_CODE,All usual residents aged 16+,Divorced or formerly in a same-sex civil partnership which is now legally dissolved,In a registered same-sex civil partnership,Married,Separated (but still legally married or still legally in a same-sex civil partnership),Single (never married or never registered a same-sex civil partnership),Widowed or surviving partner from a same-sex civil partnership
34,E02000036,8292.0,0.07079112397491558,0.000844187168355041,0.516642547033285,0.027134587554269174,0.32344428364688854,0.06114327062228654
35,E02000037,7337.0,0.05288264958429876,0.0010903639089546136,0.5743491890418427,0.0219435736677116,0.28513016219163145,0.06460406160556086
36,E02000038,8495.0,0.07274867569158329,0.002354326074161271,0.43307828134196585,0.034490876986462624,0.40105944673337257,0.056268393172454384
37,E02000039,5206.0,0.06799846331156358,0.000768344218209758,0.5551286976565502,0.021897810218978103,0.3052247406838264,0.04898194391087207
38,E02000040,5494.0,0.07408081543502003,0.002730251183108846,0.47597378958864217,0.034765198398252636,0.3489261012013105,0.06352384419366582
39,E02000041,6903.0,0.06692742285962625,0.0014486455164421266,0.5132551064754455,0.026944806605823556,0.327683615819209,0.06374040272345358
40,E02000042,8821.0,0.07584174129917243,0.0012470241469221177,0.43906586554812377,0.029701847863054076,0.39247250878585194,0.06167101235687564
41,E02000043,5988.0,0.05043420173680695,0.0026720106880427524,0.5796593186372746,0.01736806947227789,0.29275217100868406,0.05711422845691383
42,E02000044,6117.0,0.08648030080104627,0.00032695765898316167,0.44171979728625144,0.03890796141899624,0.3840117704757234,0.04855321235899951
43,E02000045,8069.0,0.08613211054653612,0.002726484074854381,0.3787334242161358,0.036311810633287894,0.4517288387656463,0.04436733176353947
44,E02000046,5909.0,0.060416314097139955,0.00507700118463361,0.42240649856151635,0.024369605686241327,0.44152986969030295,0.04620071078016585
45,E02000047,8692.0,0.08467556373676945,0.0016106764841233318,0.43269673262770364,0.039576622181316155,0.3823055683387023,0.05913483663138518
46,E02000048,7697.0,0.06729894764193842,0.001688969728465636,0.5166948161621411,0.028842406132259323,0.3301286215408601,0.05534623879433546
47,E02000049,6025.0,0.1012448132780083,0.002323651452282158,0.37659751037344397,0.055103734439834025,0.42174273858921163,0.04298755186721992
48,E02000050,7983.0,0.07791557058749843,0.004259050482274834,0.4178880120255543,0.030690216710509834,0.41726168107227857,0.051985469121884
49,E02000051,7114.0,0.06958110767500703,0.001967950520101209,0.480039359010402,0.01967950520101209,0.3547933651953894,0.07393871239808827
50,E02000052,8015.0,0.07573300062383032,0.005240174672489083,0.36955708047411107,0.02794759825327511,0.4743605739238927,0.04716157205240175
51,E02000053,7153.0,0.05578079127638753,0.001398014818957081,0.4174472249405844,0.03243394379980428,0.4540752131972599,0.03886481196700685
52,E02000054,5907.0,0.07160995429151853,0.0011850347045877772,0.46080920941256137,0.02590147282884713,0.4022346368715084,0.038259691890976805
53,E02000055,9137.0,0.06096092809456058,0.001860566925686768,0.4246470395096859,0.020356791069278755,0.4326365327788114,0.05953814162197658
54,E02000056,7192.0,0.05631256952169077,0.001807563959955506,0.5628476084538376,0.016546162402669633,0.2979699666295884,0.06451612903225806
55,E02000057,5594.0,0.050589917769038255,0.001787629603146228,0.5116195924204505,0.020736503396496245,0.3619949946371112,0.053271362173757594
56,E02000058,7975.0,0.07047021943573668,0.002382445141065831,0.4939184952978056,0.023072100313479622,0.3495924764890282,0.06056426332288401
57,E02000059,8419.0,0.0707922556123055,0.004038484380567763,0.4445896187195629,0.037059033139327714,0.3948212376766837,0.04869937047155244
58,E02000060,7769.0,0.04466469301068349,0.001415883640108122,0.4955592740378427,0.020337237739734844,0.3680010297335564,0.0700218818380744
59,E02000061,6667.0,0.05384730763461827,0.0019499025048747563,0.44187790610469474,0.02369881505924704,0.42027898605069747,0.05834708264586771
60,E02000062,4980.0,0.08132530120481928,0.0024096385542168677,0.36285140562248996,0.04397590361445783,0.456425702811245,0.05301204819277108
61,E02000063,5487.0,0.06324038636777839,0.0012757426644796792,0.43174776745033716,0.03480954984508839,0.4175323491889922,0.05139420448332422
62,E02000064,5037.0,0.08040500297796307,0.002183839587055787,0.36390708755211437,0.035338495135993644,0.46098868374032165,0.05717689100655152
63,E02000065,5460.0,0.08681318681318681,0.002380952380952381,0.4412087912087912,0.05714285714285714,0.3804029304029304,0.03205128205128205
64,E02000066,7234.0,0.11031241360243295,0.000552944429084877,0.38028753110312413,0.05225324854852088,0.4036494332319602,0.05294442908487697
65,E02000067,6677.0,0.10184214467575259,0.001347910738355549,0.3847536318706006,0.03908941141231092,0.41261045379661526,0.06035644750636513
66,E02000068,5507.0,0.09424368984928273,0.0010895224260032686,0.38678046123116033,0.047394225531142184,0.4174686762302524,0.05302342473215907
67,E02000069,4954.0,0.08578926120306823,0.0006055712555510698,0.4541784416633024,0.03492127573677836,0.34800161485668146,0.07650383528461849
68,E02000070,6443.0,0.07403383516995189,0.0015520720161415489,0.5222722334316312,0.024522737855036475,0.3011019711314605,0.07651715039577836
69,E02000071,5753.0,0.08204415087780288,0.0010429341213280027,0.4705371110724839,0.026942464800973405,0.35564053537284895,0.06379280375456284
70,E02000072,8443.0,0.10458367878716096,0.003316356745232737,0.37415610564965057,0.05140352955110743,0.4112282364088594,0.05531209285798887
