,GEOGRAPHY_CODE,All usual residents aged 16 to 74 in employment the week before the census,Females: Full-time: 31 to 48 hours worked,Females: Full-time: 49 or more hours worked,Females: Part-time: 15 hours or less worked,Females: Part-time: 16 to 30 hours worked,Females: Total,Full-time: 31 to 48 hours worked,Full-time: 49 or more hours worked,Males: Full-time: 31 to 48 hours worked,Males: Full-time: 49 or more hours worked,Males: Part-time: 15 hours or less worked,Males: Part-time: 16 to 30 hours worked,Males: Total,Part-time: 15 hours or less worked,Part-time: 16 to 30 hours worked
49,E02000051,1,0.2305156581116082,0.03673181068989875,0.08052743112785496,0.11537555921827172,0.46315045914763364,0.5326112550035319,0.16882505297857311,0.3020955968919237,0.13209324228867436,0.037438191664704495,0.0652225100070638,0.5368495408523664,0.11796562279255945,0.18059806922533553
50,E02000052,1,0.27996323529411765,0.06139705882352941,0.05422794117647059,0.09834558823529412,0.4939338235294118,0.6020220588235294,0.17518382352941175,0.3220588235294118,0.11378676470588235,0.024080882352941178,0.046139705882352944,0.5060661764705883,0.07830882352941176,0.14448529411764705
51,E02000053,1,0.24441240086517663,0.029800528719057917,0.05743811583753905,0.10838740687334775,0.44003845229512134,0.5960105743811583,0.12040374909877433,0.3515981735159817,0.09060322037971641,0.038452295121365054,0.07930785868781542,0.5599615477048786,0.0958904109589041,0.18769526556116317
52,E02000054,1,0.24715356845320743,0.04165509580672035,0.06831435712302138,0.11163565676201055,0.46875867814495975,0.5570674812552069,0.15551235767842267,0.3099139128019994,0.11385726187170231,0.045265204109969454,0.06220494307136906,0.5312413218550402,0.11357956123299083,0.17384059983337963
53,E02000055,1,0.23170731707317074,0.03563262195121951,0.07374237804878049,0.11585365853658537,0.4569359756097561,0.5524009146341463,0.15701219512195122,0.3206935975609756,0.12137957317073171,0.0430640243902439,0.057926829268292686,0.5430640243902439,0.11680640243902439,0.17378048780487804
54,E02000056,1,0.2212551534585433,0.05519926706367384,0.08062299587723316,0.11131470453504352,0.46839212093449384,0.4906092533211177,0.24209803023362345,0.2693540998625744,0.1868987631699496,0.03092075125973431,0.04443426477324782,0.5316078790655062,0.11154374713696748,0.15574896930829135
55,E02000057,1,0.2024866785079929,0.03108348134991119,0.08969804618117229,0.13114268798105388,0.45441089402013024,0.5168738898756661,0.15097690941385436,0.31438721136767317,0.11989342806394317,0.04381290704558911,0.0674955595026643,0.5455891059798698,0.1335109532267614,0.19863824748371817
56,E02000058,1,0.2390470421966485,0.05108015344235817,0.08075913587724612,0.11003432263274783,0.4809206541490006,0.5174641631334544,0.19301433474661822,0.278417120936806,0.14193418130426005,0.03472642842721583,0.06400161518271755,0.5190793458509994,0.11548556430446194,0.17403593781546536
57,E02000059,1,0.22838137472283815,0.02822011691191292,0.057649667405764965,0.12779681515823424,0.44204797419875025,0.570046361620641,0.11509776254787342,0.34166498689780284,0.0868776456359605,0.043942753477121545,0.08546663979036484,0.5579520258012497,0.10159242088288652,0.21326345494859908
58,E02000060,1,0.19751442521083,0.03351087438970262,0.07811806480248558,0.13559698180204172,0.4447403462050599,0.49911229471815355,0.15224145583666224,0.3015978695073236,0.11873058144695961,0.04105636928539725,0.09387483355525965,0.5552596537949401,0.11917443408788282,0.22947181535730138
59,E02000061,1,0.24342581423401688,0.04993968636911942,0.06996381182147166,0.1006031363088058,0.46393244873341377,0.5295536791314838,0.2048250904704463,0.28612786489746683,0.1548854041013269,0.03618817852834741,0.05886610373944511,0.5360675512665862,0.10615199034981906,0.15946924004825092
60,E02000062,1,0.2613099257258609,0.03409858203916273,0.05401755570560432,0.12424037812288993,0.4736664415935179,0.5800135043889264,0.11309925725860905,0.3187035786630655,0.07900067521944631,0.04085077650236327,0.08777852802160702,0.5263335584064821,0.09486833220796759,0.21201890614449695
61,E02000063,1,0.2572936064556176,0.03569211669770329,0.061762880198634386,0.11018001241464928,0.4649286157666046,0.5589695841092489,0.1387337057728119,0.3016759776536313,0.10304158907510863,0.04003724394785847,0.09031657355679702,0.5350713842333954,0.10180012414649287,0.20049658597144632
62,E02000064,1,0.24851242562128106,0.051452572628631434,0.06055302765138257,0.11935596779838992,0.479873993699685,0.5404270213510676,0.1673083654182709,0.2919145957297865,0.11585579278963948,0.03465173258662933,0.07770388519425972,0.520126006300315,0.0952047602380119,0.19705985299264964
63,E02000065,1,0.28772144166157604,0.023518631643249847,0.04673182651191203,0.13286499694563225,0.4908368967623702,0.6328649969456323,0.09529627367135003,0.3451435552840562,0.07177764202810018,0.028405620036652413,0.06383628588882101,0.5091631032376298,0.07513744654856444,0.19670128283445326
64,E02000066,1,0.2612143742255266,0.0218091697645601,0.057001239157372985,0.1395291201982652,0.4795539033457249,0.6079306071871128,0.10012391573729863,0.3467162329615861,0.07831474597273853,0.029987608426270136,0.0654275092936803,0.5204460966542751,0.08698884758364313,0.20495662949194549
65,E02000067,1,0.26262626262626265,0.025129342202512936,0.05641783690564178,0.13771864991377186,0.4818920916481892,0.6186252771618626,0.11209657551120966,0.3559990145355999,0.08696723330869673,0.026114806602611482,0.04902685390490268,0.5181079083518108,0.08253264350825326,0.18674550381867455
66,E02000068,1,0.26193390452876375,0.03335373317013464,0.05477356181150551,0.12362301101591187,0.47368421052631576,0.6263769889840881,0.11719706242350061,0.36444308445532436,0.08384332925336598,0.02937576499388005,0.04865361077111383,0.5263157894736842,0.08414932680538556,0.1722766217870257
67,E02000069,1,0.25617173524150266,0.02254025044722719,0.06082289803220036,0.1330948121645796,0.47262969588550985,0.6121645796064401,0.11699463327370305,0.3559928443649374,0.09445438282647585,0.026833631484794274,0.05008944543828265,0.5273703041144902,0.08765652951699464,0.18318425760286225
68,E02000070,1,0.24158780231335436,0.021556256572029444,0.06677181913774974,0.14879074658254468,0.47870662460567825,0.5993690851735016,0.1156677181913775,0.3577812828601472,0.09411146161934805,0.025236593059936908,0.04416403785488959,0.5212933753943217,0.09200841219768664,0.19295478443743427
69,E02000071,1,0.23748939779474132,0.024314390726604466,0.0720949957591179,0.15069267741023465,0.48459146169069833,0.5973989256432004,0.11987560079163133,0.35990952784845914,0.09556121006502685,0.022335312411648288,0.037602487984167376,0.5154085383093017,0.09443030817076618,0.18829516539440203
70,E02000072,1,0.2569533590072743,0.019255455712451863,0.057552417629439453,0.15511339323919554,0.48887462558836114,0.6054771074026529,0.10440735986307231,0.3485237483953787,0.08515190415062045,0.03209242618741977,0.04535729567821994,0.5111253744116389,0.08964484381685922,0.20047068891741548
71,E02000073,1,0.23451499805220102,0.02395792754187768,0.06973120373977405,0.1468640436306973,0.47506817296455006,0.6057654850019478,0.11199844176081028,0.37125048694974677,0.08804051421893261,0.02337358784573432,0.04226723802103623,0.5249318270354499,0.09310479158550837,0.18913128165173354
72,E02000074,1,0.26090828138913624,0.0192935589195607,0.06144256455921639,0.15256752745621846,0.4942119323241318,0.6084891659246067,0.10329474621549421,0.3475808845354705,0.0840011872959335,0.02730780647076284,0.046898189373701396,0.5057880676758683,0.08875037102997922,0.19946571682991987
73,E02000075,1,0.22971254133808192,0.027473925209870263,0.07835156448740778,0.14398371915543118,0.47952175019079113,0.5904350038158229,0.12261511065886543,0.36072246247774103,0.09514118544899516,0.026710760620707198,0.03790384126176546,0.5204782498092089,0.10506232510811499,0.18188756041719664
74,E02000077,1,0.2570912841670964,0.024239298607529654,0.062403300670448685,0.14517792676637442,0.4889118102114492,0.6162970603403817,0.10649819494584838,0.3592057761732852,0.08225889633831872,0.02630221763795771,0.04332129963898917,0.5110881897885508,0.0887055183084064,0.1884992264053636
75,E02000078,1,0.251998001998002,0.022477522477522476,0.06043956043956044,0.1466033966033966,0.48151848151848153,0.6211288711288712,0.11038961038961038,0.3691308691308691,0.08791208791208792,0.02197802197802198,0.039460539460539464,0.5184815184815185,0.08241758241758242,0.18606393606393606
76,E02000079,1,0.2603899435608004,0.029245767060030785,0.06490507952796305,0.1254489481785531,0.47998973832734737,0.612108773730118,0.1298101590559261,0.3517188301693176,0.10056439199589533,0.024628014366341714,0.043099025141098,0.5200102616726526,0.08953309389430478,0.1685479733196511
77,E02000080,1,0.2479230432881504,0.021644075207695672,0.060122431132487976,0.14429383471797114,0.4739833843463052,0.6125929164844774,0.11303017052907739,0.36466987319632704,0.09138609532138173,0.029077393965894184,0.040883253170091824,0.5260166156536948,0.08919982509838216,0.18517708788806297
78,E02000081,1,0.24026158657947114,0.025305658231447255,0.061984646005118,0.14984361671879443,0.47739550753483084,0.6036394654535115,0.11828262723912425,0.3633778788740404,0.09297696900767699,0.024452658515780493,0.04179698606767131,0.5226044924651692,0.0864373045208985,0.19164060278646575
79,E02000082,1,0.24983720425439548,0.02279140438463208,0.06186238332971565,0.13696548730193184,0.4714564792706751,0.6153679183850662,0.11960060777078359,0.36553071413067073,0.09680920338615151,0.02691556327327979,0.03928803993922292,0.528543520729325,0.08877794660299544,0.17625352724115476
80,E02000083,1,0.24750758560901603,0.025574338968357174,0.0635023840485479,0.13502384048547897,0.4716081491114001,0.6200693541395752,0.11486779367143476,0.37256176853055917,0.08929345470307759,0.026657997399219768,0.03987863025574339,0.5283918508886,0.09016038144776767,0.17490247074122237
81,E02000084,1,0.23569457221711132,0.027230910763569458,0.06734130634774609,0.13854645814167432,0.46881324747010117,0.5898804047838087,0.14149034038638456,0.35418583256669733,0.11425942962281509,0.027230910763569458,0.03551057957681693,0.5311867525298988,0.09457221711131555,0.17405703771849126
82,E02000085,1,0.23971065103517086,0.02693938638064355,0.06959341481666251,0.14666999251683713,0.482913444749314,0.6001496632576703,0.11474183088051883,0.36043901222249936,0.08780244449987529,0.02544275380394113,0.04340234472437017,0.5170865552506859,0.09503616862060364,0.19007233724120728
83,E02000086,1,0.2325032765399738,0.026998689384010486,0.07129750982961992,0.14626474442988205,0.47706422018348627,0.5803407601572739,0.13551769331585845,0.34783748361730016,0.10851900393184796,0.0272608125819135,0.039318479685452164,0.5229357798165137,0.09855832241153342,0.1855832241153342
84,E02000087,1,0.2150068212824011,0.03601637107776262,0.07421555252387449,0.13533424283765347,0.4605729877216917,0.5708049113233288,0.15934515688949522,0.3557980900409277,0.12332878581173261,0.022646657571623464,0.03765347885402456,0.5394270122783084,0.09686221009549795,0.17298772169167803
85,E02000088,1,0.23951490651844365,0.02854977261243052,0.07655381505811015,0.13895907023749368,0.48357756442647803,0.5922182920667004,0.12001010611419909,0.3527033855482567,0.09146033350176858,0.02627589691763517,0.04598281960586155,0.516422435573522,0.10282971197574532,0.18494188984335522
86,E02000089,1,0.23466177241740954,0.026219192448872573,0.08337703198741479,0.14105925537493444,0.48531725222863137,0.5915049816465653,0.11903513371788149,0.35684320922915574,0.09281594126900891,0.025694808599895123,0.03932878867330886,0.5146827477713687,0.10907184058730991,0.18038804404824332
87,E02000090,1,0.2709556233857713,0.035454332002817564,0.06856069499882601,0.11082413712139,0.4857947875088049,0.6170462549894341,0.1321906550833529,0.3460906316036628,0.09673632308053534,0.028410424982390232,0.042967832824606714,0.5142052124911951,0.09697111998121624,0.15379196994599673
88,E02000091,1,0.25223214285714285,0.031026785714285715,0.0703125,0.1265625,0.48013392857142856,0.5883928571428572,0.14017857142857143,0.3361607142857143,0.10915178571428572,0.031919642857142855,0.04263392857142857,0.5198660714285714,0.10223214285714285,0.16919642857142858
89,E02000092,1,0.2602004294917681,0.025769506084466716,0.06478167501789549,0.14531138153185397,0.49606299212598426,0.595561918396564,0.11954187544738726,0.335361488904796,0.09377236936292055,0.03113815318539728,0.043664996420901936,0.5039370078740157,0.09591982820329277,0.1889763779527559
90,E02000093,1,0.24688756943114346,0.024324841984294198,0.060333269488603715,0.11855966289982763,0.450105343803869,0.6016088871863627,0.11223903466768818,0.3547213177552193,0.08791419268339398,0.035433824937751386,0.07182532081976632,0.549894656196131,0.0957670944263551,0.19038498371959395
91,E02000094,1,0.2283541819965661,0.023301447142506745,0.05886681383370125,0.12141280353200883,0.43193524650478293,0.5759136620063773,0.12558253617856266,0.34755948000981113,0.10228108903605593,0.0399803777287221,0.07824380672062792,0.5680647534952171,0.09884719156242334,0.19965661025263673
92,E02000095,1,0.23983384346305203,0.024048972452995192,0.05924792304328815,0.10975076519457805,0.4328815041539134,0.5977262789680805,0.11412330564057717,0.3578924355050284,0.09007433318758198,0.04744206383909051,0.07170966331438566,0.5671184958460865,0.10668998688237866,0.1814604285089637
93,E02000096,1,0.2353407290015848,0.0277337559429477,0.0612783940834654,0.1254622292657158,0.4498151082937137,0.5710512414157423,0.14976228209191758,0.33571051241415745,0.12202852614896989,0.03486529318541997,0.05758055995773904,0.5501848917062864,0.09614368726888536,0.18304278922345482
94,E02000097,1,0.23971596474045054,0.02056807051909892,0.05754162585700294,0.1114103819784525,0.4292360430950049,0.5979431929480901,0.10969637610186092,0.3582272282076396,0.089128305582762,0.039911851126346716,0.08349657198824682,0.5707639569049952,0.09745347698334966,0.19490695396669933
95,E02000098,1,0.24776362157766332,0.02683654106804012,0.05828137706695581,0.11114123068582271,0.444022770398482,0.5885063702900515,0.12849010571970723,0.3407427487123882,0.10165356465166712,0.03903496882624018,0.07454594741122256,0.5559772296015181,0.09731634589319599,0.18568717809704527
96,E02000099,1,0.25896805896805897,0.02628992628992629,0.053562653562653564,0.10024570024570024,0.4390663390663391,0.6218673218673219,0.11916461916461916,0.3628992628992629,0.09287469287469287,0.03832923832923833,0.06683046683046683,0.5609336609336609,0.0918918918918919,0.16707616707616707
97,E02000100,1,0.28203906622201047,0.033111005240590755,0.06002858504049548,0.10481181515007146,0.47999047165316816,0.6067174845164364,0.13434969032872796,0.3246784182944259,0.10123868508813721,0.03692234397332063,0.05717008099094807,0.5200095283468318,0.0969509290138161,0.16198189614101954
