,GEOGRAPHY_CODE,All usual residents aged 16 to 74,Economically Inactive,Economically active,Economically active: Employee: Full-time,Economically active: Employee: Part-time,Economically active: Full-time student,Economically active: In employment,Economically active: Self-employed,Economically active: Unemployed,Economically inactive: Long-term sick or disabled,Economically inactive: Looking after home or family,Economically inactive: Other,Economically inactive: Retired,Economically inactive: Student (including full-time students),Long-term unemployed,Unemployed: Age 16 to 24,Unemployed: Age 50 to 74,Unemployed: Never worked
0,E02000001,6307.0,0.21166957348977328,0.7883304265102268,0.5145076898684002,0.05707943554780403,0.022831774219121612,0.7358490566037735,0.16426193118756938,0.029649595687331536,0.01839226256540352,0.02425876010781671,0.019502140478833044,0.0919613128270176,0.0575550975107024,0.010306009196131283,0.00459806564135088,0.006976375455842714,0.0039638496908197245
1,E02000002,4360.0,0.3470183486238532,0.6529816513761468,0.32981651376146787,0.12522935779816513,0.030504587155963304,0.5456422018348623,0.09059633027522936,0.0768348623853211,0.05389908256880734,0.07591743119266055,0.02912844036697248,0.11559633027522936,0.07247706422018349,0.03279816513761468,0.0194954128440367,0.010779816513761468,0.014678899082568808
2,E02000003,7149.0,0.29528605399356556,0.7047139460064344,0.38760665827388446,0.12253462022660512,0.03287173031193174,0.6076374318086446,0.09749615330815499,0.06420478388585817,0.035109805567212195,0.0639250244789481,0.02643726395300042,0.10574905581200168,0.06406490418240314,0.027696181284095678,0.013987970345502868,0.011190376276402294,0.011470135683312352
3,E02000004,4438.0,0.2818837314105453,0.7181162685894548,0.40536277602523657,0.12866155926092834,0.031545741324921134,0.6198738170347003,0.08584948174853538,0.06669671022983326,0.036953582694907616,0.04348805768364128,0.025236593059936908,0.1167192429022082,0.059486255069851286,0.026813880126182965,0.027039206849932402,0.008562415502478594,0.011041009463722398
4,E02000005,5933.0,0.3170402831619754,0.6829597168380246,0.3665936288555537,0.12944547446485757,0.033709758975223325,0.5828417326816113,0.08680262936120006,0.06640822518118995,0.04938479689870218,0.07264453059160628,0.029496039103320413,0.10214056969492669,0.06337434687341985,0.02865329512893983,0.016854879487611663,0.008933086128434181,0.012641159615708747
5,E02000007,5798.0,0.32649189375646775,0.6735081062435323,0.3435667471541911,0.12245601931700587,0.041393583994480856,0.5439806829941359,0.07795791652293894,0.08813383925491548,0.053121766126250435,0.08002759572266299,0.035012073128665055,0.08520179372197309,0.07312866505691618,0.03949637806140048,0.02328389099689548,0.010693342531907554,0.019489479130734736
6,E02000008,7906.0,0.34012142676448265,0.6598785732355174,0.34897546167467747,0.11902352643561852,0.03427776372375411,0.552365292183152,0.08436630407285606,0.07323551732861118,0.06311662028838856,0.07589172780166961,0.03781937768783203,0.0986592461421705,0.06463445484442196,0.03174803946369846,0.02023779408044523,0.010371869466228182,0.015557804199342272
7,E02000009,5947.0,0.3208340339667059,0.679165966033294,0.34857911552043047,0.11770640659155877,0.04439213048595931,0.5592735833193206,0.09298806120733143,0.07550025222801413,0.06120733142761056,0.06675634773835547,0.04035648225996301,0.08071296451992602,0.07180090802085085,0.03245333781738692,0.019169329073482427,0.012106944677988903,0.01530183285690264
8,E02000010,5832.0,0.33316186556927296,0.666838134430727,0.34739368998628256,0.12654320987654322,0.038237311385459535,0.5603566529492455,0.08641975308641975,0.06824417009602195,0.06292866941015089,0.07647462277091907,0.03926611796982167,0.08676268861454046,0.06772976680384088,0.030864197530864196,0.018347050754458163,0.0102880658436214,0.013717421124828532
9,E02000011,4372.0,0.2962031107044831,0.703796889295517,0.37465690759377857,0.12785910338517842,0.04117108874656908,0.6020128087831657,0.0994967978042086,0.06061299176578225,0.029048490393412625,0.056724611161939616,0.030878316559926806,0.11253430924062215,0.06701738334858189,0.022186642268984445,0.01303751143641354,0.008462946020128087,0.011665141811527904
10,E02000012,6965.0,0.3279253409906676,0.6720746590093324,0.352045944005743,0.12060301507537688,0.044221105527638194,0.5784637473079685,0.10581478822684853,0.04938980617372577,0.028715003589375447,0.07681263460157932,0.03675520459440058,0.09562096195262025,0.09002153625269203,0.019526202440775305,0.011342426417803302,0.00832735104091888,0.01148600143575018
11,E02000013,5613.0,0.33279885978977375,0.6672011402102263,0.3529306965971851,0.12381970425797256,0.03866025298414395,0.5626224835203991,0.0858720826652414,0.06591840370568323,0.0602173525743809,0.07108498129342597,0.037591305897024765,0.09691786923213967,0.06698735079280242,0.032068412613575625,0.014787101371815428,0.010154997327632281,0.01389631213254944
12,E02000014,6421.0,0.32300264756268493,0.6769973524373151,0.3544619218190313,0.12817318174739137,0.03644292166329232,0.5661111976327675,0.0834760940663448,0.07444323314125526,0.05653325027254322,0.07444323314125526,0.03753309453356175,0.09422208378757203,0.060270985827752685,0.03519700981155583,0.01946737268338265,0.011836162591496651,0.015885376109640244
13,E02000015,5191.0,0.3348102485070314,0.6651897514929686,0.34733192063186286,0.11173184357541899,0.04199576189558852,0.5305336158736275,0.0714698516663456,0.09266037372375265,0.0672317472548642,0.06761702947408978,0.0446927374301676,0.08611057599691774,0.06915815835099211,0.042766326334039685,0.02369485648237334,0.013484877672895397,0.01945675207089193
14,E02000016,5540.0,0.3106498194945848,0.6893501805054152,0.3364620938628159,0.10703971119133573,0.07490974729241877,0.5328519855595668,0.08935018050541517,0.0815884476534296,0.03303249097472924,0.08537906137184116,0.047111913357400725,0.035018050541516244,0.11010830324909747,0.02815884476534296,0.017870036101083033,0.006498194945848376,0.025992779783393503
15,E02000017,6291.0,0.32109362581465584,0.6789063741853442,0.32411381338419964,0.11890001589572405,0.06882848513749801,0.5487203942139565,0.10570656493403274,0.061357494833889685,0.03735495151804165,0.07868383404864092,0.042441583214115404,0.07089492926402798,0.09171832776982991,0.023843586075345733,0.011762835797170561,0.009219519949133684,0.016054681290732793
16,E02000018,5988.0,0.34101536406145627,0.6589846359385437,0.3396793587174349,0.12074148296593186,0.034569138276553106,0.5469271877087508,0.0865063460253841,0.07748830995323981,0.059619238476953905,0.08567134268537074,0.03790915163660655,0.08099532398129593,0.07682030728122913,0.031229124916499665,0.02137608550434202,0.011189044756179024,0.01569806279225117
17,E02000019,5636.0,0.30642299503193754,0.6935770049680624,0.36639460610361957,0.13023420865862315,0.03779276082327892,0.5841022001419447,0.08747338537970191,0.0716820440028389,0.05198722498225692,0.07008516678495387,0.027501774308019873,0.08339247693399574,0.07345635202271114,0.03158268275372605,0.017920511000709724,0.00958126330731015,0.015081618168914124
18,E02000020,6279.0,0.32616658703615226,0.6738334129638478,0.33349259436215956,0.11960503264851091,0.053989488772097464,0.5435578913839784,0.09046026437330786,0.07628603280777194,0.05032648510909381,0.07660455486542443,0.042363433667781496,0.07803790412486064,0.07883420926899187,0.028985507246376812,0.016722408026755852,0.010670488931358496,0.019907628603280776
19,E02000021,5398.0,0.30548351241200444,0.6945164875879956,0.3630974434975917,0.12449055205631715,0.04390515005557614,0.5841052241570952,0.09651722860318636,0.0665061133753242,0.04575768803260467,0.06483882919599852,0.037050759540570584,0.0861430159318266,0.07169321971100408,0.027973323453130788,0.01463505001852538,0.007965913301222675,0.015190811411633939
20,E02000022,5661.0,0.3462285815226992,0.6537714184773008,0.29199788023317436,0.12206323971029853,0.05440734852499558,0.49779190955661545,0.08373078961314255,0.10157216039568981,0.06164988517929695,0.0990990990990991,0.051227698286521815,0.044338456103161984,0.08991344285461933,0.0462815756933404,0.02066772655007949,0.012541953718424306,0.021197668256491786
21,E02000023,4227.0,0.3233972084220487,0.6766027915779512,0.3245800804352969,0.11994322214336409,0.057487579843860895,0.5301632363378282,0.08563993375916726,0.08895197539626212,0.05938017506505796,0.085166784953868,0.048024603737875565,0.05015377336172226,0.08067187130352496,0.03856162763189023,0.0227111426543648,0.010172699313934233,0.021764845043766263
22,E02000024,7330.0,0.2533424283765348,0.7466575716234652,0.3935879945429741,0.12319236016371078,0.031514324693042294,0.6814461118690314,0.16466575716234652,0.03369713506139154,0.02291950886766712,0.045020463847203276,0.015279672578444748,0.11227830832196453,0.057844474761255114,0.014188267394270123,0.00572987721691678,0.008867667121418827,0.0036834924965893586
23,E02000025,5965.0,0.27057837384744343,0.7294216261525566,0.40838222967309307,0.11668063704945515,0.027661357921207042,0.6593461860854988,0.13428331936295054,0.042414082145850796,0.035875943000838226,0.04090528080469405,0.024643755238893547,0.10813076278290025,0.06102263202011735,0.01760268231349539,0.009052808046940487,0.010058675607711651,0.006202849958088852
24,E02000026,4590.0,0.3006535947712418,0.6993464052287581,0.365359477124183,0.12200435729847495,0.02091503267973856,0.6422657952069717,0.15490196078431373,0.03616557734204793,0.02701525054466231,0.05315904139433551,0.02309368191721133,0.12352941176470589,0.0738562091503268,0.013725490196078431,0.006100217864923747,0.00784313725490196,0.0058823529411764705
25,E02000027,6839.0,0.3227079982453575,0.6772920017546424,0.34376370814446555,0.13423015060681387,0.0368474923234391,0.583126188039187,0.10513232928790758,0.057318321392016376,0.0453282643661354,0.05907296388360871,0.026465857581517767,0.115952624652727,0.07588828776136862,0.024711215089925426,0.016230443047229128,0.009504313496125164,0.011551396402982892
26,E02000028,4540.0,0.252863436123348,0.747136563876652,0.40881057268722465,0.126431718061674,0.03149779735682819,0.6781938325991189,0.14295154185022027,0.037444933920704845,0.02378854625550661,0.0460352422907489,0.02026431718061674,0.10352422907488987,0.059251101321585904,0.012995594713656388,0.009251101321585903,0.008370044052863436,0.005726872246696035
