,GEOGRAPHY_CODE,Africa,All usual residents,Antarctica and Oceania,British Overseas Territories,Central America,Middle East and Asia,No passport,North America and the Caribbean,Other Europe: EU countries,Other Europe: Non EU countries,Republic of Ireland,South America,United Kingdom
66,E02000068,0.08743909041689225,7388.0,0.0002707092582566324,0.0,0.0002707092582566324,0.022604223064428802,0.1690579317812669,0.00744450460205739,0.05305901461829995,0.004466702761234434,0.00852734163508392,0.002977801840822956,0.6644558743909041
67,E02000069,0.03584113658379077,6194.0,0.0006457862447529867,0.0,0.0,0.017920568291895384,0.134807878592186,0.00435905715208266,0.023086858249919278,0.0012915724895059735,0.00823377462060058,0.0009686793671294801,0.7878592185986438
68,E02000070,0.02158730158730159,7875.0,0.0012698412698412698,0.0,0.00012698412698412698,0.011301587301587302,0.10412698412698412,0.004571428571428572,0.021714285714285714,0.0017777777777777779,0.007492063492063492,0.0017777777777777779,0.8388571428571429
69,E02000071,0.015068493150684932,7300.0,0.0016438356164383563,0.0,0.0,0.009315068493150684,0.14452054794520547,0.0016438356164383563,0.016986301369863014,0.002054794520547945,0.007534246575342466,0.0006849315068493151,0.8101369863013699
70,E02000072,0.07806374637804671,11734.0,0.0005113345832623146,0.0,0.0001704448610874382,0.007329129026759843,0.22012953809442645,0.007414351457303563,0.03690131242543037,0.0020453383330492586,0.006391682290778933,0.0012783364581557867,0.6607295040054543
71,E02000073,0.014080566952629615,10724.0,0.0007459903021260724,0.0,0.0,0.00988437150317046,0.10033569563595673,0.002331219694143976,0.015479298769116,0.0029839612085042896,0.009231629988810145,9.324878776575905e-05,0.8578888474449832
72,E02000074,0.031352057478772045,7655.0,0.0006531678641410843,0.0,0.00013063357282821686,0.010581319399085565,0.19817112998040495,0.004049640757674723,0.017374265186152843,0.0013063357282821686,0.005355976485956891,0.0006531678641410843,0.7426518615284128
73,E02000075,0.006919979869149472,7948.0,0.001509813789632612,0.00012581781580271766,0.00012581781580271766,0.009813789632611978,0.09675390035228988,0.0016356316054353297,0.008303975842979365,0.0006290890790135883,0.010065425264217413,0.0002516356316054353,0.8695269250125818
74,E02000077,0.011376709702160297,7823.0,0.000766969193404065,0.0001278281989006775,0.0,0.015083727470279943,0.11095487664578806,0.0024287357791128723,0.018535088840598235,0.0024287357791128723,0.010609740508756231,0.0006391409945033875,0.834334654224722
75,E02000078,0.013568166992824527,7665.0,0.0009132420091324201,0.0,0.0,0.004696673189823875,0.11193737769080235,0.002478799739073712,0.013307240704500978,0.0014350945857795174,0.006131767775603392,0.0006523157208088715,0.8534898891063275
76,E02000079,0.012078830260648443,7865.0,0.0022886204704386523,0.0,0.0,0.014113159567705022,0.1010807374443738,0.0025429116338207248,0.024793388429752067,0.0030514939605848696,0.011697393515575335,0.0011443102352193262,0.8389065479974571
77,E02000080,0.018133616118769885,9430.0,0.002226935312831389,0.0,0.0,0.020572640509013786,0.10307529162248144,0.002757158006362672,0.029480381760339344,0.004135737009544008,0.008907741251325556,0.0010604453870625664,0.8200424178154825
78,E02000081,0.011047517636097431,7513.0,0.0005324104884866232,0.0,0.0,0.007054438972447757,0.1295088513243711,0.0023958471981898044,0.01237854385731399,0.0029282576866764276,0.00984959403700253,0.0003993078663649674,0.8284307200851857
79,E02000082,0.009689049121225778,8876.0,0.0012392969806219018,0.0,0.0,0.012054979720594862,0.08337088778729157,0.0024785939612438036,0.01757548445245606,0.0029292474087426767,0.009013068949977467,0.0004506534474988734,0.8721270842721947
