,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,CELL_NAME,OBS_VALUE
0,2011,W01001913,2011 super output areas - lower layer,298,"Flat, maisonette or apartment: Purpose-built block of flats or tenement",0
1,2011,W01001913,2011 super output areas - lower layer,298,"Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",0
2,2011,W01001913,2011 super output areas - lower layer,298,"Flat, maisonette or apartment: In a commercial building",0
3,2011,W01001913,2011 super output areas - lower layer,298,Caravan or other mobile or temporary structure,0
4,2011,W01001913,2011 super output areas - lower layer,298,All categories: Dwelling type,0
5,2011,W01001913,2011 super output areas - lower layer,298,Unshared dwelling,0
6,2011,W01001913,2011 super output areas - lower layer,298,Shared dwelling: Two household spaces,0
7,2011,W01001913,2011 super output areas - lower layer,298,Shared dwelling: Three or more household spaces,0
8,2011,W01001913,2011 super output areas - lower layer,298,All categories: Household spaces,0
9,2011,W01001913,2011 super output areas - lower layer,298,Household spaces with at least one usual resident,0
10,2011,W01001913,2011 super output areas - lower layer,298,Household spaces with no usual residents,0
11,2011,W01001913,2011 super output areas - lower layer,298,Whole house or bungalow: Detached,0
12,2011,W01001913,2011 super output areas - lower layer,298,Whole house or bungalow: Semi-detached,0
13,2011,W01001913,2011 super output areas - lower layer,298,Whole house or bungalow: Terraced (including end-terrace),0
14,2011,W01001913,2011 super output areas - lower layer,298,"Flat, maisonette or apartment: Purpose-built block of flats or tenement",0
15,2011,W01001913,2011 super output areas - lower layer,298,"Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",0
16,2011,W01001913,2011 super output areas - lower layer,298,"Flat, maisonette or apartment: In a commercial building",0
17,2011,W01001913,2011 super output areas - lower layer,298,Caravan or other mobile or temporary structure,0
18,2011,W01001913,2011 super output areas - lower layer,298,All categories: Dwelling type,0
19,2011,W01001913,2011 super output areas - lower layer,298,Unshared dwelling,0
20,2011,W01001913,2011 super output areas - lower layer,298,Shared dwelling: Two household spaces,0
21,2011,W01001913,2011 super output areas - lower layer,298,Shared dwelling: Three or more household spaces,0
22,2011,W01001913,2011 super output areas - lower layer,298,All categories: Household spaces,0
23,2011,W01001913,2011 super output areas - lower layer,298,Household spaces with at least one usual resident,0
24,2011,W01001913,2011 super output areas - lower layer,298,Household spaces with no usual residents,0
25,2011,W01001913,2011 super output areas - lower layer,298,Whole house or bungalow: Detached,0
26,2011,W01001913,2011 super output areas - lower layer,298,Whole house or bungalow: Semi-detached,0
27,2011,W01001913,2011 super output areas - lower layer,298,Whole house or bungalow: Terraced (including end-terrace),0
28,2011,W01001913,2011 super output areas - lower layer,298,"Flat, maisonette or apartment: Purpose-built block of flats or tenement",0
29,2011,W01001913,2011 super output areas - lower layer,298,"Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",0
30,2011,W01001913,2011 super output areas - lower layer,298,"Flat, maisonette or apartment: In a commercial building",0
31,2011,W01001913,2011 super output areas - lower layer,298,Caravan or other mobile or temporary structure,0
32,2011,W01001913,2011 super output areas - lower layer,298,All categories: Dwelling type,0
33,2011,W01001913,2011 super output areas - lower layer,298,Unshared dwelling,0
34,2011,W01001913,2011 super output areas - lower layer,298,Shared dwelling: Two household spaces,0
35,2011,W01001913,2011 super output areas - lower layer,298,Shared dwelling: Three or more household spaces,0
36,2011,W01001913,2011 super output areas - lower layer,298,All categories: Household spaces,0
37,2011,W01001913,2011 super output areas - lower layer,298,Household spaces with at least one usual resident,0
38,2011,W01001913,2011 super output areas - lower layer,298,Household spaces with no usual residents,0
39,2011,W01001913,2011 super output areas - lower layer,298,Whole house or bungalow: Detached,0
40,2011,W01001913,2011 super output areas - lower layer,298,Whole house or bungalow: Semi-detached,0
41,2011,W01001913,2011 super output areas - lower layer,298,Whole house or bungalow: Terraced (including end-terrace),0
42,2011,W01001913,2011 super output areas - lower layer,298,"Flat, maisonette or apartment: Purpose-built block of flats or tenement",0
43,2011,W01001913,2011 super output areas - lower layer,298,"Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",0
44,2011,W01001913,2011 super output areas - lower layer,298,"Flat, maisonette or apartment: In a commercial building",0
45,2011,W01001913,2011 super output areas - lower layer,298,Caravan or other mobile or temporary structure,0
