,GEOGRAPHY_CODE,All categories: Living arrangements,Living in a couple,Living in a couple: Cohabiting,Living in a couple: Married or in a registered same-sex civil partnership,Not living in a couple,Not living in a couple: Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Not living in a couple: Married or in a registered same-sex civil partnership,Not living in a couple: Separated (but still legally married or still legally in a same-sex civil partnership),Not living in a couple: Single (never married or never registered a same-sex civil partnership),Not living in a couple: Widowed or surviving partner from a same-sex civil partnership
52,E02000054,5876.0,0.4938733832539142,0.07454050374404357,0.41933287950987064,0.5061266167460857,0.06364874063989108,0.039482641252552755,0.022294077603812117,0.34360108917631044,0.0371000680735194
53,E02000055,8900.0,0.4751685393258427,0.0801123595505618,0.3950561797752809,0.5248314606741573,0.05393258426966292,0.03640449438202247,0.01808988764044944,0.3648314606741573,0.05157303370786517
54,E02000056,7023.0,0.6067207745977502,0.05880677773031468,0.5479139968674356,0.39327922540224974,0.04627652000569557,0.027623522711092127,0.014808486401822583,0.2554463904314396,0.049124305852199915
55,E02000057,5547.0,0.5383089958536146,0.05913106183522625,0.4791779340183883,0.4616910041463854,0.044168018748873265,0.031728862448170185,0.0167658193618172,0.3185505678745268,0.05047773571299802
56,E02000058,7932.0,0.5494200706001009,0.07665153807362582,0.47276853252647505,0.45057992939989916,0.05963187090267272,0.02319717599596571,0.019541099344427635,0.291981845688351,0.0562279374684821
57,E02000059,8402.0,0.4736967388716972,0.07117353011187813,0.4025232087598191,0.5263032611283028,0.06212806474648893,0.04320399904784575,0.03189716734110926,0.34206141394905976,0.047012616043799096
58,E02000060,7542.0,0.5266507557677009,0.05807478122513922,0.46857597454256167,0.4733492442322991,0.03898170246618934,0.035269159374171306,0.017634579687085653,0.3261734287987271,0.0552903739061257
59,E02000061,6529.0,0.5017613723387961,0.09036605912084546,0.4113953132179507,0.49823862766120386,0.046255169244907336,0.03522744677592281,0.01945167713279216,0.35013018839025883,0.047174146117322714
60,E02000062,4942.0,0.41521651153379197,0.08781869688385269,0.3273978146499393,0.584783488466208,0.0698097936058276,0.036017806556050184,0.03844597329016593,0.39032780250910565,0.05018211250505868
61,E02000063,5402.0,0.47963717141799334,0.09015179563124769,0.38948537578674564,0.5203628285820067,0.0518326545723806,0.03887449092928545,0.02943354313217327,0.35597926693817106,0.0442428730099963
62,E02000064,4805.0,0.4366285119667013,0.09698231009365245,0.3396462018730489,0.5633714880332986,0.07013527575442248,0.034755463059313214,0.031841831425598335,0.3777315296566077,0.04890738813735692
63,E02000065,5446.0,0.5077120822622108,0.10668380462724936,0.40102827763496146,0.4922879177377892,0.06940874035989718,0.03782592728608153,0.04223283143591627,0.3128901946382666,0.029930224017627616
64,E02000066,7192.0,0.44048943270300334,0.09343715239154617,0.3470522803114572,0.5595105672969967,0.0942714126807564,0.029477196885428252,0.044215795328142384,0.3437152391546162,0.047830923248053395
65,E02000067,6664.0,0.4960984393757503,0.1367046818727491,0.3593937575030012,0.5039015606242497,0.07758103241296518,0.02040816326530612,0.03241296518607443,0.3154261704681873,0.05807322929171669
66,E02000068,5507.0,0.5046304703105139,0.14581441801343745,0.35881605229707647,0.4953695296894861,0.07027419647721082,0.02396949337207191,0.03540947884510623,0.31414563283094243,0.051570728164154714
67,E02000069,4904.0,0.5405791190864601,0.10705546492659054,0.4335236541598695,0.45942088091353994,0.06443719412724307,0.01835236541598695,0.027528548123980423,0.27732463295269166,0.07177814029363784
68,E02000070,6443.0,0.6056185006984324,0.09902219462983082,0.5065963060686016,0.3943814993015676,0.052770448548812667,0.013503026540431475,0.019400900201769364,0.2340524600341456,0.0746546639764085
69,E02000071,5753.0,0.5664870502346602,0.10985572744654963,0.4566313227881105,0.43351294976533983,0.05631844255171215,0.012862854163045367,0.022075438901442725,0.2805492786372327,0.061706935511906834
70,E02000072,8435.0,0.4853586247777119,0.13396561944279786,0.351393005334914,0.514641375222288,0.08120924718435092,0.018138707765263783,0.043509187907528155,0.31950207468879666,0.05228215767634855
71,E02000073,8505.0,0.6360964138741917,0.091005291005291,0.5450911228689006,0.36390358612580836,0.042915931804820694,0.011169900058788948,0.014814814814814815,0.22798353909465022,0.06701940035273368
72,E02000074,5916.0,0.5128465179175118,0.12339418526031103,0.3894523326572008,0.48715348208248815,0.08468559837728194,0.015212981744421906,0.029749830966869506,0.2856659905341447,0.07183908045977011
73,E02000075,6589.0,0.6296858400364244,0.0793747154348156,0.5503111246016087,0.37031415996357564,0.047048110487175596,0.009257853999089391,0.016846258916375777,0.22416148125663984,0.07300045530429504
74,E02000077,6126.0,0.6020241593209272,0.0920666013712047,0.5099575579497225,0.3979758406790728,0.053215801501795626,0.01256937642833823,0.019588638589618023,0.2559582109043421,0.05664381325497878
75,E02000078,6200.0,0.6387096774193548,0.10935483870967742,0.5293548387096774,0.36129032258064514,0.05096774193548387,0.007419354838709678,0.015,0.22564516129032258,0.06225806451612903
76,E02000079,6271.0,0.5729548716313188,0.10747887099346197,0.4654760006378568,0.42704512836868125,0.06059639610907351,0.012757136022962846,0.019933025035879445,0.2562589698612662,0.07749960133949928
77,E02000080,7642.0,0.5841402774142894,0.09264590421355666,0.4914943732007328,0.4158597225857105,0.046584663700601936,0.012954723894268516,0.0205443601151531,0.263936142371107,0.07183983250457995
78,E02000081,6100.0,0.5768852459016394,0.09491803278688525,0.4819672131147541,0.42311475409836063,0.06868852459016393,0.011147540983606558,0.015737704918032787,0.24327868852459017,0.08426229508196721
79,E02000082,7179.0,0.608998467753169,0.09694943585457584,0.5120490318985931,0.39100153224683104,0.04248502576960579,0.011143613316617913,0.020337094302827693,0.2526814319543112,0.06435436690346845
80,E02000083,7569.0,0.5601796802748051,0.13555291319857313,0.424626767076232,0.43982031972519486,0.07728894173602854,0.01109789932619897,0.025234509182190515,0.2561765094464262,0.07002246003435064
81,E02000084,8722.0,0.6177482228846595,0.10020637468470535,0.5175418481999542,0.38225177711534053,0.0488420087135978,0.010089429030038982,0.016853932584269662,0.24077046548956663,0.06569594129786746
82,E02000085,6312.0,0.5885614702154626,0.11200887198986058,0.47655259822560203,0.4114385297845374,0.05291508238276299,0.009188846641318124,0.022179974651457542,0.26013941698352344,0.06701520912547529
83,E02000086,5913.0,0.6331811263318112,0.10164045323862675,0.5315406730931845,0.3668188736681887,0.04278707931675968,0.009639776763064434,0.01606629460510739,0.2437003213258921,0.054625401657365125
84,E02000087,6219.0,0.6309696092619392,0.0961569384145361,0.5348126708474031,0.36903039073806077,0.05032963498954816,0.009165460684997588,0.017687731146486575,0.2164335102106448,0.07541405370638367
85,E02000088,6329.0,0.6323273818928741,0.1001738031284563,0.5321535787644177,0.3676726181071259,0.04376678780218044,0.00805814504661084,0.012798230368146627,0.23779428029704536,0.06525517459314267
86,E02000089,6129.0,0.65116658508729,0.09055310817425355,0.5606134769130364,0.3488334149127101,0.040626529613313755,0.00930004894762604,0.013379017784304129,0.22679066731930167,0.05873715124816446
87,E02000090,7165.0,0.5286810886252616,0.1284019539427774,0.40027913468248427,0.4713189113747383,0.06978367062107467,0.013398464759246336,0.021632937892533146,0.28611304954640615,0.08039078855547802
88,E02000091,7967.0,0.5396008535207731,0.08673277268733526,0.45286808083343794,0.4603991464792268,0.06288439814233714,0.014183506966235722,0.02246767917660349,0.26823145475084725,0.09263210744320322
89,E02000092,4967.0,0.5190255687537749,0.12401852224682908,0.39500704650694585,0.4809744312462251,0.08395409704046708,0.010871753573585665,0.027984699013489028,0.28467888061203944,0.07348500100664385
90,E02000093,8652.0,0.5448451225150255,0.04299583911234397,0.5018492834026814,0.4551548774849746,0.03918169209431346,0.04230235783633842,0.01930189551548775,0.30293573740175683,0.051433194637078135
91,E02000094,6739.0,0.5242617599050304,0.05623979818964238,0.468021961715388,0.47573824009496957,0.03917495177326013,0.05134292921798486,0.025077904733640004,0.3086511351832616,0.05149131918682297
92,E02000095,8010.0,0.5255930087390761,0.03945068664169788,0.4861423220973783,0.47440699126092384,0.04157303370786517,0.052434456928838954,0.018102372034956304,0.3088639200998752,0.05343320848938826
93,E02000096,6254.0,0.5717940518068436,0.026383114806523826,0.5454109370003198,0.4282059481931564,0.030380556443875918,0.03581707707067477,0.012951710905020787,0.27662296130476494,0.07243364246881996
94,E02000097,7114.0,0.5307843688501547,0.051166713522631434,0.4796176553275232,0.4692156311498454,0.0465279730109643,0.0442788867022772,0.020804048355355636,0.3017992690469497,0.05580545403429857
95,E02000098,6384.0,0.5042293233082706,0.044956140350877194,0.4592731829573935,0.4957706766917293,0.05043859649122807,0.051221804511278196,0.019893483709273182,0.31876566416040103,0.05545112781954887
96,E02000099,6706.0,0.5250521920668059,0.058902475395168505,0.46614971667163735,0.47494780793319413,0.04428869668953176,0.0524903071875932,0.024306591112436625,0.3079331941544885,0.04592901878914405
97,E02000100,6471.0,0.5363931386184515,0.040024725699273685,0.4963684129191779,0.46360686138154844,0.033534229639932,0.03770669139236594,0.016689847009735744,0.3215886261783341,0.05408746716118065
98,E02000101,7118.0,0.461646529924136,0.06827760606912053,0.39336892385501543,0.538353470075864,0.059988760887889854,0.056617027254846866,0.028097780275358246,0.3440573194717617,0.0495925821860073
99,E02000102,5756.0,0.47029186935371786,0.06341209173036831,0.40687977762334954,0.5297081306462822,0.04986101459346769,0.047776233495482975,0.0330090340514246,0.3464211257817929,0.05264072272411397
100,E02000103,6654.0,0.46017433122933576,0.06973249173429516,0.3904418394950406,0.5398256687706643,0.059513074842200184,0.04508566275924256,0.035467388037270814,0.35317102494740005,0.04658851818455065
101,E02000104,5449.0,0.4890805652413287,0.055973573132684896,0.4331069921086438,0.5109194347586713,0.04973389612772986,0.05395485410167003,0.02238942925307396,0.3242796843457515,0.06056157093044595
102,E02000105,7244.0,0.5048315847598012,0.05784097183876311,0.4469906129210381,0.4951684152401988,0.0462451684152402,0.06460519050248481,0.024157923799006074,0.31860850358917725,0.04155162893429045
103,E02000106,7876.0,0.4344845099035043,0.06475368207211783,0.3697308278313865,0.5655154900964957,0.056881665820213305,0.06297613001523616,0.031995937023869984,0.3739207719654647,0.03974098527171153
104,E02000107,8805.0,0.4151050539466212,0.12004542873367405,0.2950596252129472,0.5848949460533788,0.054741624077228844,0.04599659284497445,0.03043725156161272,0.42226007950028394,0.03145939806927882
105,E02000108,5207.0,0.5095064336470136,0.056270405223737274,0.45323602842327637,0.49049356635298635,0.04647589782984444,0.06164778183214903,0.01939696562319954,0.30919915498367584,0.05377376608411753
106,E02000109,7809.0,0.4967345370726085,0.0705596107055961,0.42617492636701243,0.5032654629273915,0.04392367780765783,0.06889486489947497,0.02407478550390575,0.32564989115123577,0.040722243565117174
107,E02000110,6785.0,0.42313927781871774,0.10744288872512896,0.3156963890935888,0.5768607221812823,0.05394252026529108,0.037877671333824615,0.025792188651436992,0.4234340456890199,0.035814296241709655
108,E02000111,7835.0,0.5231652839821315,0.047351627313337585,0.4758136566687939,0.47683471601786853,0.043139757498404596,0.07874920229738354,0.01429483088704531,0.29738353541799617,0.04326738991703893
109,E02000112,7709.0,0.47308340900246465,0.04734725645349591,0.42573615254896874,0.5269165909975353,0.03852639771695421,0.07095602542482812,0.024646517057984173,0.34608898689843043,0.04669866389933844
110,E02000113,6910.0,0.3554269175108538,0.057018813314037624,0.2984081041968162,0.6445730824891461,0.07930535455861071,0.04775687409551375,0.04761215629522431,0.42199710564399423,0.04790159189580318
111,E02000114,7463.0,0.39903524051989814,0.12193487873509312,0.277100361784805,0.6009647594801019,0.05185582205547367,0.03952833980972799,0.029210773147527805,0.4445933270802626,0.035776497387109744
112,E02000115,7150.0,0.3892307692307692,0.15286713286713285,0.23636363636363636,0.6107692307692307,0.06601398601398602,0.030629370629370628,0.02895104895104895,0.44685314685314687,0.03832167832167832
113,E02000116,6342.0,0.3719646799116998,0.08341217281614632,0.28855250709555347,0.6280353200883002,0.06654052349416588,0.05849889624724062,0.04194260485651214,0.4213181961526332,0.039735099337748346
114,E02000117,8830.0,0.35594563986409966,0.07485843714609286,0.2810872027180068,0.6440543601359003,0.08244620611551529,0.049943374858437146,0.0565118912797282,0.4113250283125708,0.04382785956964892
115,E02000118,7521.0,0.49009440234011437,0.048663741523733546,0.4414306608163808,0.5099055976598856,0.03988831272437176,0.07299561228560032,0.022337455125648185,0.33187076186677306,0.04281345565749235
116,E02000119,5202.0,0.34256055363321797,0.06151480199923107,0.28104575163398693,0.657439446366782,0.0855440215301807,0.04728950403690888,0.05344098423683199,0.4261822376009227,0.04498269896193772
117,E02000120,7894.0,0.4247529769445148,0.16886242715986827,0.2558905497846466,0.5752470230554851,0.06219913858626805,0.02660248289840385,0.026349125918419054,0.4309602229541424,0.029136052698251837
118,E02000121,7365.0,0.51704005431093,0.04236252545824847,0.4746775288526816,0.4829599456890699,0.034623217922606926,0.08038017651052275,0.013170400543109301,0.30672097759674133,0.04806517311608961
119,E02000122,6535.0,0.4673297628156083,0.0936495791889824,0.37368018362662586,0.5326702371843918,0.04957918898240245,0.03733741392501913,0.021729150726855394,0.3745983167559296,0.049426166794185156
120,E02000123,11212.0,0.3733499821619693,0.10239029611130931,0.27095968605066,0.6266500178380306,0.07224402425972172,0.054851944345344274,0.04958972529432751,0.4143774527292187,0.03558687120941848
121,E02000124,8409.0,0.4268046141039363,0.12902842192888572,0.2977761921750505,0.5731953858960638,0.05969794268046141,0.032465215840171244,0.031038173385658223,0.4183612795814009,0.031632774408371984
122,E02000125,8858.0,0.43994129600361254,0.10939263942199141,0.33054865658162114,0.5600587039963875,0.055768796568074055,0.03228719801309551,0.026981259878076314,0.403815759765184,0.04120568977195755
123,E02000126,5888.0,0.34273097826086957,0.09375,0.24898097826086957,0.6572690217391305,0.09629755434782608,0.03311820652173913,0.04483695652173913,0.44157608695652173,0.041440217391304345
124,E02000127,6539.0,0.48906560636182905,0.12295458021104144,0.36611102615078756,0.510934393638171,0.0864046490289035,0.014987001070500076,0.032420859458632816,0.3063159504511393,0.07080593362899526
125,E02000128,5773.0,0.6069634505456435,0.11986835267625151,0.487095097869392,0.3930365494543565,0.0594145158496449,0.010046769443963278,0.021306080027715227,0.2412956868179456,0.06097349731508748
126,E02000130,6360.0,0.519496855345912,0.13836477987421383,0.38113207547169814,0.48050314465408805,0.07044025157232704,0.018553459119496855,0.030817610062893082,0.3154088050314465,0.045283018867924525
127,E02000131,7252.0,0.43215664644236074,0.17374517374517376,0.258411472697187,0.5678433535576393,0.0763927192498621,0.02027027027027027,0.03861003861003861,0.4056811913954771,0.026889134031991176
128,E02000132,7334.0,0.48677392964275973,0.16334878647395693,0.32342514316880283,0.5132260703572402,0.08126533951458959,0.011180801745295883,0.028906463048813745,0.33078811017180254,0.06108535587673848
129,E02000133,7714.0,0.6689136634690174,0.09644801659320716,0.5724656468758103,0.33108633653098263,0.0464091262639357,0.010630023334197563,0.017630282603059374,0.1912107855846513,0.06520611874513871
130,E02000134,8696.0,0.5305887764489421,0.15547378104875806,0.375114995400184,0.46941122355105797,0.07520699172033118,0.012649494020239191,0.02702391904323827,0.30082796688132474,0.053702851885924566
131,E02000135,7395.0,0.3713319810682894,0.12765382014874915,0.24367816091954023,0.6286680189317106,0.0931710615280595,0.023664638269100743,0.043272481406355645,0.42785665990534144,0.04070317782285328
132,E02000136,4285.0,0.5866977829638274,0.08448074679113185,0.5022170361726954,0.4133022170361727,0.05274212368728121,0.011668611435239206,0.02193698949824971,0.24387397899649943,0.08308051341890316
133,E02000137,6420.0,0.5730529595015577,0.12538940809968846,0.44766355140186914,0.42694704049844234,0.0660436137071651,0.0132398753894081,0.022741433021806853,0.26246105919003115,0.06246105919003115
134,E02000138,6874.0,0.5734652313063718,0.12714576665696828,0.44631946464940353,0.42653476869362816,0.06720977596741344,0.01265638638347396,0.021966831539132963,0.24469013674716322,0.08001163805644457
135,E02000139,5877.0,0.5659350008507742,0.136123872724179,0.4298111281265952,0.4340649991492258,0.07350689127105667,0.009018206567976859,0.021439509954058193,0.2839884294708184,0.04611196188531564
136,E02000140,5990.0,0.48747913188647746,0.11686143572621036,0.37061769616026713,0.5125208681135225,0.08313856427378966,0.012520868113522538,0.031218697829716195,0.31469115191986646,0.0709515859766277
137,E02000141,5511.0,0.5069860279441117,0.13209943748865904,0.37488659045545275,0.4930139720558882,0.07094901106877155,0.017782616585011794,0.026673924877517692,0.32607512248230813,0.051533297042279075
