,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_CARS_5_NAME,OBS_VALUE
6808,2021,E02003234,2021 super output areas - middle layer,152,2 cars or vans in household,1037
6809,2021,E02003234,2021 super output areas - middle layer,152,3 or more cars or vans in household,352
6810,2021,E02003235,2021 super output areas - middle layer,152,Total: All households,4114
6811,2021,E02003235,2021 super output areas - middle layer,152,No cars or vans in household,664
6812,2021,E02003235,2021 super output areas - middle layer,152,1 car or van in household,1832
6813,2021,E02003235,2021 super output areas - middle layer,152,2 cars or vans in household,1292
6814,2021,E02003235,2021 super output areas - middle layer,152,3 or more cars or vans in household,326
6815,2021,E02003236,2021 super output areas - middle layer,152,Total: All households,5309
6816,2021,E02003236,2021 super output areas - middle layer,152,No cars or vans in household,617
6817,2021,E02003236,2021 super output areas - middle layer,152,1 car or van in household,2147
6818,2021,E02003236,2021 super output areas - middle layer,152,2 cars or vans in household,1890
6819,2021,E02003236,2021 super output areas - middle layer,152,3 or more cars or vans in household,655
6820,2021,E02006847,2021 super output areas - middle layer,152,Total: All households,3662
6821,2021,E02006847,2021 super output areas - middle layer,152,No cars or vans in household,236
6822,2021,E02006847,2021 super output areas - middle layer,152,1 car or van in household,1444
6823,2021,E02006847,2021 super output areas - middle layer,152,2 cars or vans in household,1496
6824,2021,E02006847,2021 super output areas - middle layer,152,3 or more cars or vans in household,486
6825,2021,E02006848,2021 super output areas - middle layer,152,Total: All households,3414
6826,2021,E02006848,2021 super output areas - middle layer,152,No cars or vans in household,348
6827,2021,E02006848,2021 super output areas - middle layer,152,1 car or van in household,1576
6828,2021,E02006848,2021 super output areas - middle layer,152,2 cars or vans in household,1219
6829,2021,E02006848,2021 super output areas - middle layer,152,3 or more cars or vans in household,271
6830,2021,E02006849,2021 super output areas - middle layer,152,Total: All households,3930
6831,2021,E02006849,2021 super output areas - middle layer,152,No cars or vans in household,231
6832,2021,E02006849,2021 super output areas - middle layer,152,1 car or van in household,1485
6833,2021,E02006849,2021 super output areas - middle layer,152,2 cars or vans in household,1709
6834,2021,E02006849,2021 super output areas - middle layer,152,3 or more cars or vans in household,505
6835,2021,E02003892,2021 super output areas - middle layer,152,Total: All households,3040
6836,2021,E02003892,2021 super output areas - middle layer,152,No cars or vans in household,285
6837,2021,E02003892,2021 super output areas - middle layer,152,1 car or van in household,1244
6838,2021,E02003892,2021 super output areas - middle layer,152,2 cars or vans in household,1050
6839,2021,E02003892,2021 super output areas - middle layer,152,3 or more cars or vans in household,461
6840,2021,E02003893,2021 super output areas - middle layer,152,Total: All households,2891
6841,2021,E02003893,2021 super output areas - middle layer,152,No cars or vans in household,239
6842,2021,E02003893,2021 super output areas - middle layer,152,1 car or van in household,1053
6843,2021,E02003893,2021 super output areas - middle layer,152,2 cars or vans in household,1047
6844,2021,E02003893,2021 super output areas - middle layer,152,3 or more cars or vans in household,552
6845,2021,E02003894,2021 super output areas - middle layer,152,Total: All households,3717
6846,2021,E02003894,2021 super output areas - middle layer,152,No cars or vans in household,490
6847,2021,E02003894,2021 super output areas - middle layer,152,1 car or van in household,1534
6848,2021,E02003894,2021 super output areas - middle layer,152,2 cars or vans in household,1192
6849,2021,E02003894,2021 super output areas - middle layer,152,3 or more cars or vans in household,501
6850,2021,E02003895,2021 super output areas - middle layer,152,Total: All households,4117
6851,2021,E02003895,2021 super output areas - middle layer,152,No cars or vans in household,535
6852,2021,E02003895,2021 super output areas - middle layer,152,1 car or van in household,1751
6853,2021,E02003895,2021 super output areas - middle layer,152,2 cars or vans in household,1298
6854,2021,E02003895,2021 super output areas - middle layer,152,3 or more cars or vans in household,533
6855,2021,E02003896,2021 super output areas - middle layer,152,Total: All households,2789
6856,2021,E02003896,2021 super output areas - middle layer,152,No cars or vans in household,751
6857,2021,E02003896,2021 super output areas - middle layer,152,1 car or van in household,1188
6858,2021,E02003896,2021 super output areas - middle layer,152,2 cars or vans in household,628
6859,2021,E02003896,2021 super output areas - middle layer,152,3 or more cars or vans in household,222
6860,2021,E02003897,2021 super output areas - middle layer,152,Total: All households,2301
6861,2021,E02003897,2021 super output areas - middle layer,152,No cars or vans in household,165
6862,2021,E02003897,2021 super output areas - middle layer,152,1 car or van in household,895
6863,2021,E02003897,2021 super output areas - middle layer,152,2 cars or vans in household,867
6864,2021,E02003897,2021 super output areas - middle layer,152,3 or more cars or vans in household,374
6865,2021,E02003898,2021 super output areas - middle layer,152,Total: All households,2975
6866,2021,E02003898,2021 super output areas - middle layer,152,No cars or vans in household,230
6867,2021,E02003898,2021 super output areas - middle layer,152,1 car or van in household,1121
6868,2021,E02003898,2021 super output areas - middle layer,152,2 cars or vans in household,1084
6869,2021,E02003898,2021 super output areas - middle layer,152,3 or more cars or vans in household,540
6870,2021,E02003899,2021 super output areas - middle layer,152,Total: All households,2382
6871,2021,E02003899,2021 super output areas - middle layer,152,No cars or vans in household,479
6872,2021,E02003899,2021 super output areas - middle layer,152,1 car or van in household,1081
6873,2021,E02003899,2021 super output areas - middle layer,152,2 cars or vans in household,607
6874,2021,E02003899,2021 super output areas - middle layer,152,3 or more cars or vans in household,215
6875,2021,E02003900,2021 super output areas - middle layer,152,Total: All households,3166
6876,2021,E02003900,2021 super output areas - middle layer,152,No cars or vans in household,513
6877,2021,E02003900,2021 super output areas - middle layer,152,1 car or van in household,1469
6878,2021,E02003900,2021 super output areas - middle layer,152,2 cars or vans in household,896
6879,2021,E02003900,2021 super output areas - middle layer,152,3 or more cars or vans in household,288
6880,2021,E02003901,2021 super output areas - middle layer,152,Total: All households,3706
6881,2021,E02003901,2021 super output areas - middle layer,152,No cars or vans in household,466
6882,2021,E02003901,2021 super output areas - middle layer,152,1 car or van in household,1563
6883,2021,E02003901,2021 super output areas - middle layer,152,2 cars or vans in household,1161
6884,2021,E02003901,2021 super output areas - middle layer,152,3 or more cars or vans in household,516
6885,2021,E02003902,2021 super output areas - middle layer,152,Total: All households,2418
6886,2021,E02003902,2021 super output areas - middle layer,152,No cars or vans in household,578
6887,2021,E02003902,2021 super output areas - middle layer,152,1 car or van in household,1126
6888,2021,E02003902,2021 super output areas - middle layer,152,2 cars or vans in household,564
6889,2021,E02003902,2021 super output areas - middle layer,152,3 or more cars or vans in household,150
6890,2021,E02003903,2021 super output areas - middle layer,152,Total: All households,2883
6891,2021,E02003903,2021 super output areas - middle layer,152,No cars or vans in household,438
6892,2021,E02003903,2021 super output areas - middle layer,152,1 car or van in household,1364
6893,2021,E02003903,2021 super output areas - middle layer,152,2 cars or vans in household,806
6894,2021,E02003903,2021 super output areas - middle layer,152,3 or more cars or vans in household,275
6895,2021,E02003904,2021 super output areas - middle layer,152,Total: All households,2442
6896,2021,E02003904,2021 super output areas - middle layer,152,No cars or vans in household,420
6897,2021,E02003904,2021 super output areas - middle layer,152,1 car or van in household,1135
6898,2021,E02003904,2021 super output areas - middle layer,152,2 cars or vans in household,632
6899,2021,E02003904,2021 super output areas - middle layer,152,3 or more cars or vans in household,255
6900,2021,E02003905,2021 super output areas - middle layer,152,Total: All households,2915
6901,2021,E02003905,2021 super output areas - middle layer,152,No cars or vans in household,216
6902,2021,E02003905,2021 super output areas - middle layer,152,1 car or van in household,1070
6903,2021,E02003905,2021 super output areas - middle layer,152,2 cars or vans in household,1123
6904,2021,E02003905,2021 super output areas - middle layer,152,3 or more cars or vans in household,506
6905,2021,E02003906,2021 super output areas - middle layer,152,Total: All households,2683
6906,2021,E02003906,2021 super output areas - middle layer,152,No cars or vans in household,310
6907,2021,E02003906,2021 super output areas - middle layer,152,1 car or van in household,1036
6908,2021,E02003906,2021 super output areas - middle layer,152,2 cars or vans in household,940
6909,2021,E02003906,2021 super output areas - middle layer,152,3 or more cars or vans in household,397
6910,2021,E02003907,2021 super output areas - middle layer,152,Total: All households,3683
6911,2021,E02003907,2021 super output areas - middle layer,152,No cars or vans in household,400
6912,2021,E02003907,2021 super output areas - middle layer,152,1 car or van in household,1439
6913,2021,E02003907,2021 super output areas - middle layer,152,2 cars or vans in household,1241
6914,2021,E02003907,2021 super output areas - middle layer,152,3 or more cars or vans in household,603
6915,2021,E02003908,2021 super output areas - middle layer,152,Total: All households,3698
6916,2021,E02003908,2021 super output areas - middle layer,152,No cars or vans in household,727
6917,2021,E02003908,2021 super output areas - middle layer,152,1 car or van in household,1619
6918,2021,E02003908,2021 super output areas - middle layer,152,2 cars or vans in household,1021
6919,2021,E02003908,2021 super output areas - middle layer,152,3 or more cars or vans in household,331
6920,2021,E02003909,2021 super output areas - middle layer,152,Total: All households,4572
6921,2021,E02003909,2021 super output areas - middle layer,152,No cars or vans in household,797
6922,2021,E02003909,2021 super output areas - middle layer,152,1 car or van in household,2031
6923,2021,E02003909,2021 super output areas - middle layer,152,2 cars or vans in household,1263
6924,2021,E02003909,2021 super output areas - middle layer,152,3 or more cars or vans in household,481
6925,2021,E02003910,2021 super output areas - middle layer,152,Total: All households,3363
6926,2021,E02003910,2021 super output areas - middle layer,152,No cars or vans in household,939
6927,2021,E02003910,2021 super output areas - middle layer,152,1 car or van in household,1558
6928,2021,E02003910,2021 super output areas - middle layer,152,2 cars or vans in household,687
6929,2021,E02003910,2021 super output areas - middle layer,152,3 or more cars or vans in household,179
6930,2021,E02003911,2021 super output areas - middle layer,152,Total: All households,3956
6931,2021,E02003911,2021 super output areas - middle layer,152,No cars or vans in household,298
6932,2021,E02003911,2021 super output areas - middle layer,152,1 car or van in household,1481
6933,2021,E02003911,2021 super output areas - middle layer,152,2 cars or vans in household,1488
6934,2021,E02003911,2021 super output areas - middle layer,152,3 or more cars or vans in household,689
6935,2021,E02003912,2021 super output areas - middle layer,152,Total: All households,3671
6936,2021,E02003912,2021 super output areas - middle layer,152,No cars or vans in household,377
6937,2021,E02003912,2021 super output areas - middle layer,152,1 car or van in household,1481
6938,2021,E02003912,2021 super output areas - middle layer,152,2 cars or vans in household,1208
6939,2021,E02003912,2021 super output areas - middle layer,152,3 or more cars or vans in household,605
6940,2021,E02003913,2021 super output areas - middle layer,152,Total: All households,2677
6941,2021,E02003913,2021 super output areas - middle layer,152,No cars or vans in household,237
6942,2021,E02003913,2021 super output areas - middle layer,152,1 car or van in household,1028
6943,2021,E02003913,2021 super output areas - middle layer,152,2 cars or vans in household,986
6944,2021,E02003913,2021 super output areas - middle layer,152,3 or more cars or vans in household,426
6945,2021,E02003914,2021 super output areas - middle layer,152,Total: All households,3480
6946,2021,E02003914,2021 super output areas - middle layer,152,No cars or vans in household,695
6947,2021,E02003914,2021 super output areas - middle layer,152,1 car or van in household,1564
6948,2021,E02003914,2021 super output areas - middle layer,152,2 cars or vans in household,919
6949,2021,E02003914,2021 super output areas - middle layer,152,3 or more cars or vans in household,302
6950,2021,E02003915,2021 super output areas - middle layer,152,Total: All households,3422
6951,2021,E02003915,2021 super output areas - middle layer,152,No cars or vans in household,952
6952,2021,E02003915,2021 super output areas - middle layer,152,1 car or van in household,1494
6953,2021,E02003915,2021 super output areas - middle layer,152,2 cars or vans in household,716
6954,2021,E02003915,2021 super output areas - middle layer,152,3 or more cars or vans in household,260
6955,2021,E02003916,2021 super output areas - middle layer,152,Total: All households,2898
6956,2021,E02003916,2021 super output areas - middle layer,152,No cars or vans in household,663
6957,2021,E02003916,2021 super output areas - middle layer,152,1 car or van in household,1317
6958,2021,E02003916,2021 super output areas - middle layer,152,2 cars or vans in household,632
6959,2021,E02003916,2021 super output areas - middle layer,152,3 or more cars or vans in household,286
6960,2021,E02003917,2021 super output areas - middle layer,152,Total: All households,3569
6961,2021,E02003917,2021 super output areas - middle layer,152,No cars or vans in household,471
6962,2021,E02003917,2021 super output areas - middle layer,152,1 car or van in household,1569
6963,2021,E02003917,2021 super output areas - middle layer,152,2 cars or vans in household,1121
6964,2021,E02003917,2021 super output areas - middle layer,152,3 or more cars or vans in household,408
6965,2021,E02003918,2021 super output areas - middle layer,152,Total: All households,3181
6966,2021,E02003918,2021 super output areas - middle layer,152,No cars or vans in household,379
6967,2021,E02003918,2021 super output areas - middle layer,152,1 car or van in household,1235
6968,2021,E02003918,2021 super output areas - middle layer,152,2 cars or vans in household,1121
6969,2021,E02003918,2021 super output areas - middle layer,152,3 or more cars or vans in household,446
6970,2021,E02003919,2021 super output areas - middle layer,152,Total: All households,3422
6971,2021,E02003919,2021 super output areas - middle layer,152,No cars or vans in household,769
6972,2021,E02003919,2021 super output areas - middle layer,152,1 car or van in household,1470
6973,2021,E02003919,2021 super output areas - middle layer,152,2 cars or vans in household,844
6974,2021,E02003919,2021 super output areas - middle layer,152,3 or more cars or vans in household,339
6975,2021,E02003920,2021 super output areas - middle layer,152,Total: All households,3646
6976,2021,E02003920,2021 super output areas - middle layer,152,No cars or vans in household,562
6977,2021,E02003920,2021 super output areas - middle layer,152,1 car or van in household,1572
6978,2021,E02003920,2021 super output areas - middle layer,152,2 cars or vans in household,1149
6979,2021,E02003920,2021 super output areas - middle layer,152,3 or more cars or vans in household,363
6980,2021,E02003921,2021 super output areas - middle layer,152,Total: All households,2758
6981,2021,E02003921,2021 super output areas - middle layer,152,No cars or vans in household,296
6982,2021,E02003921,2021 super output areas - middle layer,152,1 car or van in household,1085
6983,2021,E02003921,2021 super output areas - middle layer,152,2 cars or vans in household,932
6984,2021,E02003921,2021 super output areas - middle layer,152,3 or more cars or vans in household,445
6985,2021,E02003922,2021 super output areas - middle layer,152,Total: All households,3862
6986,2021,E02003922,2021 super output areas - middle layer,152,No cars or vans in household,545
6987,2021,E02003922,2021 super output areas - middle layer,152,1 car or van in household,1687
6988,2021,E02003922,2021 super output areas - middle layer,152,2 cars or vans in household,1177
6989,2021,E02003922,2021 super output areas - middle layer,152,3 or more cars or vans in household,453
6990,2021,E02003923,2021 super output areas - middle layer,152,Total: All households,4099
6991,2021,E02003923,2021 super output areas - middle layer,152,No cars or vans in household,785
6992,2021,E02003923,2021 super output areas - middle layer,152,1 car or van in household,1896
6993,2021,E02003923,2021 super output areas - middle layer,152,2 cars or vans in household,1077
6994,2021,E02003923,2021 super output areas - middle layer,152,3 or more cars or vans in household,341
6995,2021,E02003924,2021 super output areas - middle layer,152,Total: All households,3353
6996,2021,E02003924,2021 super output areas - middle layer,152,No cars or vans in household,782
6997,2021,E02003924,2021 super output areas - middle layer,152,1 car or van in household,1358
6998,2021,E02003924,2021 super output areas - middle layer,152,2 cars or vans in household,839
6999,2021,E02003924,2021 super output areas - middle layer,152,3 or more cars or vans in household,374
7000,2021,E02003925,2021 super output areas - middle layer,152,Total: All households,3081
7001,2021,E02003925,2021 super output areas - middle layer,152,No cars or vans in household,507
7002,2021,E02003925,2021 super output areas - middle layer,152,1 car or van in household,1288
7003,2021,E02003925,2021 super output areas - middle layer,152,2 cars or vans in household,879
7004,2021,E02003925,2021 super output areas - middle layer,152,3 or more cars or vans in household,407
7005,2021,E02003926,2021 super output areas - middle layer,152,Total: All households,3412
7006,2021,E02003926,2021 super output areas - middle layer,152,No cars or vans in household,186
7007,2021,E02003926,2021 super output areas - middle layer,152,1 car or van in household,1150
7008,2021,E02003926,2021 super output areas - middle layer,152,2 cars or vans in household,1364
7009,2021,E02003926,2021 super output areas - middle layer,152,3 or more cars or vans in household,712
7010,2021,E02003927,2021 super output areas - middle layer,152,Total: All households,4112
7011,2021,E02003927,2021 super output areas - middle layer,152,No cars or vans in household,306
7012,2021,E02003927,2021 super output areas - middle layer,152,1 car or van in household,1641
7013,2021,E02003927,2021 super output areas - middle layer,152,2 cars or vans in household,1507
7014,2021,E02003927,2021 super output areas - middle layer,152,3 or more cars or vans in household,658
7015,2021,E02003928,2021 super output areas - middle layer,152,Total: All households,5214
7016,2021,E02003928,2021 super output areas - middle layer,152,No cars or vans in household,736
7017,2021,E02003928,2021 super output areas - middle layer,152,1 car or van in household,2319
7018,2021,E02003928,2021 super output areas - middle layer,152,2 cars or vans in household,1579
7019,2021,E02003928,2021 super output areas - middle layer,152,3 or more cars or vans in household,580
7020,2021,E02003929,2021 super output areas - middle layer,152,Total: All households,3124
7021,2021,E02003929,2021 super output areas - middle layer,152,No cars or vans in household,318
7022,2021,E02003929,2021 super output areas - middle layer,152,1 car or van in household,1265
7023,2021,E02003929,2021 super output areas - middle layer,152,2 cars or vans in household,1078
7024,2021,E02003929,2021 super output areas - middle layer,152,3 or more cars or vans in household,463
7025,2021,E02003930,2021 super output areas - middle layer,152,Total: All households,3808
7026,2021,E02003930,2021 super output areas - middle layer,152,No cars or vans in household,394
7027,2021,E02003930,2021 super output areas - middle layer,152,1 car or van in household,1503
7028,2021,E02003930,2021 super output areas - middle layer,152,2 cars or vans in household,1319
7029,2021,E02003930,2021 super output areas - middle layer,152,3 or more cars or vans in household,592
7030,2021,E02003931,2021 super output areas - middle layer,152,Total: All households,4849
7031,2021,E02003931,2021 super output areas - middle layer,152,No cars or vans in household,872
7032,2021,E02003931,2021 super output areas - middle layer,152,1 car or van in household,2212
7033,2021,E02003931,2021 super output areas - middle layer,152,2 cars or vans in household,1314
7034,2021,E02003931,2021 super output areas - middle layer,152,3 or more cars or vans in household,451
7035,2021,E02003932,2021 super output areas - middle layer,152,Total: All households,3084
7036,2021,E02003932,2021 super output areas - middle layer,152,No cars or vans in household,200
7037,2021,E02003932,2021 super output areas - middle layer,152,1 car or van in household,1127
7038,2021,E02003932,2021 super output areas - middle layer,152,2 cars or vans in household,1190
7039,2021,E02003932,2021 super output areas - middle layer,152,3 or more cars or vans in household,567
7040,2021,E02003933,2021 super output areas - middle layer,152,Total: All households,3188
7041,2021,E02003933,2021 super output areas - middle layer,152,No cars or vans in household,294
7042,2021,E02003933,2021 super output areas - middle layer,152,1 car or van in household,1363
7043,2021,E02003933,2021 super output areas - middle layer,152,2 cars or vans in household,1051
7044,2021,E02003933,2021 super output areas - middle layer,152,3 or more cars or vans in household,480
7045,2021,E02003934,2021 super output areas - middle layer,152,Total: All households,3037
7046,2021,E02003934,2021 super output areas - middle layer,152,No cars or vans in household,281
7047,2021,E02003934,2021 super output areas - middle layer,152,1 car or van in household,1189
7048,2021,E02003934,2021 super output areas - middle layer,152,2 cars or vans in household,1052
7049,2021,E02003934,2021 super output areas - middle layer,152,3 or more cars or vans in household,515
7050,2021,E02003935,2021 super output areas - middle layer,152,Total: All households,4438
7051,2021,E02003935,2021 super output areas - middle layer,152,No cars or vans in household,775
7052,2021,E02003935,2021 super output areas - middle layer,152,1 car or van in household,1949
7053,2021,E02003935,2021 super output areas - middle layer,152,2 cars or vans in household,1270
7054,2021,E02003935,2021 super output areas - middle layer,152,3 or more cars or vans in household,444
7055,2021,E02003936,2021 super output areas - middle layer,152,Total: All households,3583
7056,2021,E02003936,2021 super output areas - middle layer,152,No cars or vans in household,233
7057,2021,E02003936,2021 super output areas - middle layer,152,1 car or van in household,1295
7058,2021,E02003936,2021 super output areas - middle layer,152,2 cars or vans in household,1344
7059,2021,E02003936,2021 super output areas - middle layer,152,3 or more cars or vans in household,711
7060,2021,E02003937,2021 super output areas - middle layer,152,Total: All households,2356
7061,2021,E02003937,2021 super output areas - middle layer,152,No cars or vans in household,215
7062,2021,E02003937,2021 super output areas - middle layer,152,1 car or van in household,888
7063,2021,E02003937,2021 super output areas - middle layer,152,2 cars or vans in household,809
7064,2021,E02003937,2021 super output areas - middle layer,152,3 or more cars or vans in household,444
7065,2021,E02003938,2021 super output areas - middle layer,152,Total: All households,2870
7066,2021,E02003938,2021 super output areas - middle layer,152,No cars or vans in household,299
7067,2021,E02003938,2021 super output areas - middle layer,152,1 car or van in household,1185
7068,2021,E02003938,2021 super output areas - middle layer,152,2 cars or vans in household,993
7069,2021,E02003938,2021 super output areas - middle layer,152,3 or more cars or vans in household,393
7070,2021,E02003939,2021 super output areas - middle layer,152,Total: All households,3152
7071,2021,E02003939,2021 super output areas - middle layer,152,No cars or vans in household,485
7072,2021,E02003939,2021 super output areas - middle layer,152,1 car or van in household,1365
7073,2021,E02003939,2021 super output areas - middle layer,152,2 cars or vans in household,935
7074,2021,E02003939,2021 super output areas - middle layer,152,3 or more cars or vans in household,367
7075,2021,E02003940,2021 super output areas - middle layer,152,Total: All households,2748
7076,2021,E02003940,2021 super output areas - middle layer,152,No cars or vans in household,172
7077,2021,E02003940,2021 super output areas - middle layer,152,1 car or van in household,978
7078,2021,E02003940,2021 super output areas - middle layer,152,2 cars or vans in household,1032
7079,2021,E02003940,2021 super output areas - middle layer,152,3 or more cars or vans in household,566
7080,2021,E02003941,2021 super output areas - middle layer,152,Total: All households,3742
7081,2021,E02003941,2021 super output areas - middle layer,152,No cars or vans in household,643
7082,2021,E02003941,2021 super output areas - middle layer,152,1 car or van in household,1587
7083,2021,E02003941,2021 super output areas - middle layer,152,2 cars or vans in household,1066
7084,2021,E02003941,2021 super output areas - middle layer,152,3 or more cars or vans in household,446
7085,2021,E02003942,2021 super output areas - middle layer,152,Total: All households,3498
7086,2021,E02003942,2021 super output areas - middle layer,152,No cars or vans in household,724
7087,2021,E02003942,2021 super output areas - middle layer,152,1 car or van in household,1522
7088,2021,E02003942,2021 super output areas - middle layer,152,2 cars or vans in household,910
7089,2021,E02003942,2021 super output areas - middle layer,152,3 or more cars or vans in household,342
7090,2021,E02003943,2021 super output areas - middle layer,152,Total: All households,3234
7091,2021,E02003943,2021 super output areas - middle layer,152,No cars or vans in household,798
7092,2021,E02003943,2021 super output areas - middle layer,152,1 car or van in household,1470
7093,2021,E02003943,2021 super output areas - middle layer,152,2 cars or vans in household,729
7094,2021,E02003943,2021 super output areas - middle layer,152,3 or more cars or vans in household,237
7095,2021,E02003944,2021 super output areas - middle layer,152,Total: All households,4513
7096,2021,E02003944,2021 super output areas - middle layer,152,No cars or vans in household,748
7097,2021,E02003944,2021 super output areas - middle layer,152,1 car or van in household,1962
7098,2021,E02003944,2021 super output areas - middle layer,152,2 cars or vans in household,1338
7099,2021,E02003944,2021 super output areas - middle layer,152,3 or more cars or vans in household,465
7100,2021,E02003945,2021 super output areas - middle layer,152,Total: All households,2686
7101,2021,E02003945,2021 super output areas - middle layer,152,No cars or vans in household,307
7102,2021,E02003945,2021 super output areas - middle layer,152,1 car or van in household,1187
7103,2021,E02003945,2021 super output areas - middle layer,152,2 cars or vans in household,862
7104,2021,E02003945,2021 super output areas - middle layer,152,3 or more cars or vans in household,330
7105,2021,E02003946,2021 super output areas - middle layer,152,Total: All households,4067
7106,2021,E02003946,2021 super output areas - middle layer,152,No cars or vans in household,442
7107,2021,E02003946,2021 super output areas - middle layer,152,1 car or van in household,1612
7108,2021,E02003946,2021 super output areas - middle layer,152,2 cars or vans in household,1431
7109,2021,E02003946,2021 super output areas - middle layer,152,3 or more cars or vans in household,582
7110,2021,E02003947,2021 super output areas - middle layer,152,Total: All households,2888
7111,2021,E02003947,2021 super output areas - middle layer,152,No cars or vans in household,362
7112,2021,E02003947,2021 super output areas - middle layer,152,1 car or van in household,1261
7113,2021,E02003947,2021 super output areas - middle layer,152,2 cars or vans in household,888
7114,2021,E02003947,2021 super output areas - middle layer,152,3 or more cars or vans in household,377
7115,2021,E02003948,2021 super output areas - middle layer,152,Total: All households,3910
7116,2021,E02003948,2021 super output areas - middle layer,152,No cars or vans in household,1037
7117,2021,E02003948,2021 super output areas - middle layer,152,1 car or van in household,1754
7118,2021,E02003948,2021 super output areas - middle layer,152,2 cars or vans in household,831
7119,2021,E02003948,2021 super output areas - middle layer,152,3 or more cars or vans in household,288
7120,2021,E02003949,2021 super output areas - middle layer,152,Total: All households,3614
7121,2021,E02003949,2021 super output areas - middle layer,152,No cars or vans in household,1442
7122,2021,E02003949,2021 super output areas - middle layer,152,1 car or van in household,1596
7123,2021,E02003949,2021 super output areas - middle layer,152,2 cars or vans in household,459
7124,2021,E02003949,2021 super output areas - middle layer,152,3 or more cars or vans in household,117
7125,2021,E02003950,2021 super output areas - middle layer,152,Total: All households,2522
7126,2021,E02003950,2021 super output areas - middle layer,152,No cars or vans in household,380
7127,2021,E02003950,2021 super output areas - middle layer,152,1 car or van in household,1152
7128,2021,E02003950,2021 super output areas - middle layer,152,2 cars or vans in household,706
7129,2021,E02003950,2021 super output areas - middle layer,152,3 or more cars or vans in household,284
7130,2021,E02003951,2021 super output areas - middle layer,152,Total: All households,2849
7131,2021,E02003951,2021 super output areas - middle layer,152,No cars or vans in household,612
7132,2021,E02003951,2021 super output areas - middle layer,152,1 car or van in household,1357
7133,2021,E02003951,2021 super output areas - middle layer,152,2 cars or vans in household,652
7134,2021,E02003951,2021 super output areas - middle layer,152,3 or more cars or vans in household,228
7135,2021,E02003952,2021 super output areas - middle layer,152,Total: All households,4098
7136,2021,E02003952,2021 super output areas - middle layer,152,No cars or vans in household,456
7137,2021,E02003952,2021 super output areas - middle layer,152,1 car or van in household,1753
7138,2021,E02003952,2021 super output areas - middle layer,152,2 cars or vans in household,1415
7139,2021,E02003952,2021 super output areas - middle layer,152,3 or more cars or vans in household,474
7140,2021,E02003953,2021 super output areas - middle layer,152,Total: All households,4473
7141,2021,E02003953,2021 super output areas - middle layer,152,No cars or vans in household,427
7142,2021,E02003953,2021 super output areas - middle layer,152,1 car or van in household,1794
7143,2021,E02003953,2021 super output areas - middle layer,152,2 cars or vans in household,1560
7144,2021,E02003953,2021 super output areas - middle layer,152,3 or more cars or vans in household,692
7145,2021,E02003954,2021 super output areas - middle layer,152,Total: All households,3557
7146,2021,E02003954,2021 super output areas - middle layer,152,No cars or vans in household,780
7147,2021,E02003954,2021 super output areas - middle layer,152,1 car or van in household,1491
7148,2021,E02003954,2021 super output areas - middle layer,152,2 cars or vans in household,965
7149,2021,E02003954,2021 super output areas - middle layer,152,3 or more cars or vans in household,321
7150,2021,E02003955,2021 super output areas - middle layer,152,Total: All households,4459
7151,2021,E02003955,2021 super output areas - middle layer,152,No cars or vans in household,875
7152,2021,E02003955,2021 super output areas - middle layer,152,1 car or van in household,1903
7153,2021,E02003955,2021 super output areas - middle layer,152,2 cars or vans in household,1239
7154,2021,E02003955,2021 super output areas - middle layer,152,3 or more cars or vans in household,442
7155,2021,E02003956,2021 super output areas - middle layer,152,Total: All households,3247
7156,2021,E02003956,2021 super output areas - middle layer,152,No cars or vans in household,396
7157,2021,E02003956,2021 super output areas - middle layer,152,1 car or van in household,1237
7158,2021,E02003956,2021 super output areas - middle layer,152,2 cars or vans in household,1111
7159,2021,E02003956,2021 super output areas - middle layer,152,3 or more cars or vans in household,503
7160,2021,E02003957,2021 super output areas - middle layer,152,Total: All households,4728
7161,2021,E02003957,2021 super output areas - middle layer,152,No cars or vans in household,481
7162,2021,E02003957,2021 super output areas - middle layer,152,1 car or van in household,2030
7163,2021,E02003957,2021 super output areas - middle layer,152,2 cars or vans in household,1530
7164,2021,E02003957,2021 super output areas - middle layer,152,3 or more cars or vans in household,687
7165,2021,E02003958,2021 super output areas - middle layer,152,Total: All households,3462
7166,2021,E02003958,2021 super output areas - middle layer,152,No cars or vans in household,368
7167,2021,E02003958,2021 super output areas - middle layer,152,1 car or van in household,1378
7168,2021,E02003958,2021 super output areas - middle layer,152,2 cars or vans in household,1187
7169,2021,E02003958,2021 super output areas - middle layer,152,3 or more cars or vans in household,529
7170,2021,E02003959,2021 super output areas - middle layer,152,Total: All households,2969
7171,2021,E02003959,2021 super output areas - middle layer,152,No cars or vans in household,423
7172,2021,E02003959,2021 super output areas - middle layer,152,1 car or van in household,1309
7173,2021,E02003959,2021 super output areas - middle layer,152,2 cars or vans in household,903
7174,2021,E02003959,2021 super output areas - middle layer,152,3 or more cars or vans in household,334
7175,2021,E02003960,2021 super output areas - middle layer,152,Total: All households,2603
7176,2021,E02003960,2021 super output areas - middle layer,152,No cars or vans in household,317
7177,2021,E02003960,2021 super output areas - middle layer,152,1 car or van in household,1169
7178,2021,E02003960,2021 super output areas - middle layer,152,2 cars or vans in household,768
