,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_CARS_5_NAME,OBS_VALUE
737,2021,E02003432,2021 super output areas - middle layer,152,1 car or van in household,1523
738,2021,E02003432,2021 super output areas - middle layer,152,2 cars or vans in household,769
739,2021,E02003432,2021 super output areas - middle layer,152,3 or more cars or vans in household,189
740,2021,E02003433,2021 super output areas - middle layer,152,Total: All households,2664
741,2021,E02003433,2021 super output areas - middle layer,152,No cars or vans in household,334
742,2021,E02003433,2021 super output areas - middle layer,152,1 car or van in household,1131
743,2021,E02003433,2021 super output areas - middle layer,152,2 cars or vans in household,900
744,2021,E02003433,2021 super output areas - middle layer,152,3 or more cars or vans in household,299
745,2021,E02003434,2021 super output areas - middle layer,152,Total: All households,3773
746,2021,E02003434,2021 super output areas - middle layer,152,No cars or vans in household,736
747,2021,E02003434,2021 super output areas - middle layer,152,1 car or van in household,1561
748,2021,E02003434,2021 super output areas - middle layer,152,2 cars or vans in household,1096
749,2021,E02003434,2021 super output areas - middle layer,152,3 or more cars or vans in household,380
750,2021,E02003435,2021 super output areas - middle layer,152,Total: All households,2930
751,2021,E02003435,2021 super output areas - middle layer,152,No cars or vans in household,308
752,2021,E02003435,2021 super output areas - middle layer,152,1 car or van in household,1288
753,2021,E02003435,2021 super output areas - middle layer,152,2 cars or vans in household,987
754,2021,E02003435,2021 super output areas - middle layer,152,3 or more cars or vans in household,347
755,2021,E02003436,2021 super output areas - middle layer,152,Total: All households,3501
756,2021,E02003436,2021 super output areas - middle layer,152,No cars or vans in household,302
757,2021,E02003436,2021 super output areas - middle layer,152,1 car or van in household,1158
758,2021,E02003436,2021 super output areas - middle layer,152,2 cars or vans in household,1280
759,2021,E02003436,2021 super output areas - middle layer,152,3 or more cars or vans in household,761
760,2021,E02003437,2021 super output areas - middle layer,152,Total: All households,2954
761,2021,E02003437,2021 super output areas - middle layer,152,No cars or vans in household,231
762,2021,E02003437,2021 super output areas - middle layer,152,1 car or van in household,1126
763,2021,E02003437,2021 super output areas - middle layer,152,2 cars or vans in household,1125
764,2021,E02003437,2021 super output areas - middle layer,152,3 or more cars or vans in household,472
765,2021,E02003438,2021 super output areas - middle layer,152,Total: All households,4353
766,2021,E02003438,2021 super output areas - middle layer,152,No cars or vans in household,385
767,2021,E02003438,2021 super output areas - middle layer,152,1 car or van in household,1600
768,2021,E02003438,2021 super output areas - middle layer,152,2 cars or vans in household,1611
769,2021,E02003438,2021 super output areas - middle layer,152,3 or more cars or vans in household,757
770,2021,E02003439,2021 super output areas - middle layer,152,Total: All households,2318
771,2021,E02003439,2021 super output areas - middle layer,152,No cars or vans in household,230
772,2021,E02003439,2021 super output areas - middle layer,152,1 car or van in household,740
773,2021,E02003439,2021 super output areas - middle layer,152,2 cars or vans in household,944
774,2021,E02003439,2021 super output areas - middle layer,152,3 or more cars or vans in household,404
775,2021,E02003440,2021 super output areas - middle layer,152,Total: All households,3786
776,2021,E02003440,2021 super output areas - middle layer,152,No cars or vans in household,336
777,2021,E02003440,2021 super output areas - middle layer,152,1 car or van in household,1572
778,2021,E02003440,2021 super output areas - middle layer,152,2 cars or vans in household,1391
779,2021,E02003440,2021 super output areas - middle layer,152,3 or more cars or vans in household,487
780,2021,E02003441,2021 super output areas - middle layer,152,Total: All households,3016
781,2021,E02003441,2021 super output areas - middle layer,152,No cars or vans in household,274
782,2021,E02003441,2021 super output areas - middle layer,152,1 car or van in household,1069
783,2021,E02003441,2021 super output areas - middle layer,152,2 cars or vans in household,1182
784,2021,E02003441,2021 super output areas - middle layer,152,3 or more cars or vans in household,491
785,2021,E02003442,2021 super output areas - middle layer,152,Total: All households,3331
786,2021,E02003442,2021 super output areas - middle layer,152,No cars or vans in household,233
787,2021,E02003442,2021 super output areas - middle layer,152,1 car or van in household,1237
788,2021,E02003442,2021 super output areas - middle layer,152,2 cars or vans in household,1374
789,2021,E02003442,2021 super output areas - middle layer,152,3 or more cars or vans in household,487
790,2021,E02003443,2021 super output areas - middle layer,152,Total: All households,2784
791,2021,E02003443,2021 super output areas - middle layer,152,No cars or vans in household,564
792,2021,E02003443,2021 super output areas - middle layer,152,1 car or van in household,1067
793,2021,E02003443,2021 super output areas - middle layer,152,2 cars or vans in household,878
794,2021,E02003443,2021 super output areas - middle layer,152,3 or more cars or vans in household,275
795,2021,E02003444,2021 super output areas - middle layer,152,Total: All households,3279
796,2021,E02003444,2021 super output areas - middle layer,152,No cars or vans in household,353
797,2021,E02003444,2021 super output areas - middle layer,152,1 car or van in household,1255
798,2021,E02003444,2021 super output areas - middle layer,152,2 cars or vans in household,1187
799,2021,E02003444,2021 super output areas - middle layer,152,3 or more cars or vans in household,484
800,2021,E02003445,2021 super output areas - middle layer,152,Total: All households,3423
801,2021,E02003445,2021 super output areas - middle layer,152,No cars or vans in household,330
802,2021,E02003445,2021 super output areas - middle layer,152,1 car or van in household,1435
803,2021,E02003445,2021 super output areas - middle layer,152,2 cars or vans in household,1217
804,2021,E02003445,2021 super output areas - middle layer,152,3 or more cars or vans in household,441
805,2021,E02003446,2021 super output areas - middle layer,152,Total: All households,3130
806,2021,E02003446,2021 super output areas - middle layer,152,No cars or vans in household,239
807,2021,E02003446,2021 super output areas - middle layer,152,1 car or van in household,1167
808,2021,E02003446,2021 super output areas - middle layer,152,2 cars or vans in household,1299
809,2021,E02003446,2021 super output areas - middle layer,152,3 or more cars or vans in household,425
810,2021,E02003447,2021 super output areas - middle layer,152,Total: All households,3948
811,2021,E02003447,2021 super output areas - middle layer,152,No cars or vans in household,303
812,2021,E02003447,2021 super output areas - middle layer,152,1 car or van in household,1433
813,2021,E02003447,2021 super output areas - middle layer,152,2 cars or vans in household,1660
814,2021,E02003447,2021 super output areas - middle layer,152,3 or more cars or vans in household,552
815,2021,E02003448,2021 super output areas - middle layer,152,Total: All households,3137
816,2021,E02003448,2021 super output areas - middle layer,152,No cars or vans in household,195
817,2021,E02003448,2021 super output areas - middle layer,152,1 car or van in household,1099
818,2021,E02003448,2021 super output areas - middle layer,152,2 cars or vans in household,1355
819,2021,E02003448,2021 super output areas - middle layer,152,3 or more cars or vans in household,488
820,2021,E02003449,2021 super output areas - middle layer,152,Total: All households,3149
821,2021,E02003449,2021 super output areas - middle layer,152,No cars or vans in household,269
822,2021,E02003449,2021 super output areas - middle layer,152,1 car or van in household,1362
823,2021,E02003449,2021 super output areas - middle layer,152,2 cars or vans in household,1172
824,2021,E02003449,2021 super output areas - middle layer,152,3 or more cars or vans in household,346
825,2021,E02003450,2021 super output areas - middle layer,152,Total: All households,5012
826,2021,E02003450,2021 super output areas - middle layer,152,No cars or vans in household,453
827,2021,E02003450,2021 super output areas - middle layer,152,1 car or van in household,2054
828,2021,E02003450,2021 super output areas - middle layer,152,2 cars or vans in household,1921
829,2021,E02003450,2021 super output areas - middle layer,152,3 or more cars or vans in household,584
830,2021,E02003451,2021 super output areas - middle layer,152,Total: All households,4535
831,2021,E02003451,2021 super output areas - middle layer,152,No cars or vans in household,938
832,2021,E02003451,2021 super output areas - middle layer,152,1 car or van in household,2148
833,2021,E02003451,2021 super output areas - middle layer,152,2 cars or vans in household,1138
834,2021,E02003451,2021 super output areas - middle layer,152,3 or more cars or vans in household,311
835,2021,E02003452,2021 super output areas - middle layer,152,Total: All households,3694
836,2021,E02003452,2021 super output areas - middle layer,152,No cars or vans in household,243
837,2021,E02003452,2021 super output areas - middle layer,152,1 car or van in household,1383
838,2021,E02003452,2021 super output areas - middle layer,152,2 cars or vans in household,1619
839,2021,E02003452,2021 super output areas - middle layer,152,3 or more cars or vans in household,449
840,2021,E02003453,2021 super output areas - middle layer,152,Total: All households,2652
841,2021,E02003453,2021 super output areas - middle layer,152,No cars or vans in household,120
842,2021,E02003453,2021 super output areas - middle layer,152,1 car or van in household,804
843,2021,E02003453,2021 super output areas - middle layer,152,2 cars or vans in household,1250
844,2021,E02003453,2021 super output areas - middle layer,152,3 or more cars or vans in household,478
845,2021,E02003454,2021 super output areas - middle layer,152,Total: All households,3569
846,2021,E02003454,2021 super output areas - middle layer,152,No cars or vans in household,355
847,2021,E02003454,2021 super output areas - middle layer,152,1 car or van in household,1496
848,2021,E02003454,2021 super output areas - middle layer,152,2 cars or vans in household,1263
849,2021,E02003454,2021 super output areas - middle layer,152,3 or more cars or vans in household,455
850,2021,E02003455,2021 super output areas - middle layer,152,Total: All households,4216
851,2021,E02003455,2021 super output areas - middle layer,152,No cars or vans in household,219
852,2021,E02003455,2021 super output areas - middle layer,152,1 car or van in household,1542
853,2021,E02003455,2021 super output areas - middle layer,152,2 cars or vans in household,1862
854,2021,E02003455,2021 super output areas - middle layer,152,3 or more cars or vans in household,593
855,2021,E02003456,2021 super output areas - middle layer,152,Total: All households,3172
856,2021,E02003456,2021 super output areas - middle layer,152,No cars or vans in household,235
857,2021,E02003456,2021 super output areas - middle layer,152,1 car or van in household,1087
858,2021,E02003456,2021 super output areas - middle layer,152,2 cars or vans in household,1372
859,2021,E02003456,2021 super output areas - middle layer,152,3 or more cars or vans in household,478
860,2021,E02003457,2021 super output areas - middle layer,152,Total: All households,3789
861,2021,E02003457,2021 super output areas - middle layer,152,No cars or vans in household,150
862,2021,E02003457,2021 super output areas - middle layer,152,1 car or van in household,981
863,2021,E02003457,2021 super output areas - middle layer,152,2 cars or vans in household,1837
864,2021,E02003457,2021 super output areas - middle layer,152,3 or more cars or vans in household,821
865,2021,E02003458,2021 super output areas - middle layer,152,Total: All households,3216
866,2021,E02003458,2021 super output areas - middle layer,152,No cars or vans in household,197
867,2021,E02003458,2021 super output areas - middle layer,152,1 car or van in household,1004
868,2021,E02003458,2021 super output areas - middle layer,152,2 cars or vans in household,1389
869,2021,E02003458,2021 super output areas - middle layer,152,3 or more cars or vans in household,626
870,2021,E02003459,2021 super output areas - middle layer,152,Total: All households,3881
871,2021,E02003459,2021 super output areas - middle layer,152,No cars or vans in household,442
872,2021,E02003459,2021 super output areas - middle layer,152,1 car or van in household,1466
873,2021,E02003459,2021 super output areas - middle layer,152,2 cars or vans in household,1425
874,2021,E02003459,2021 super output areas - middle layer,152,3 or more cars or vans in household,548
875,2021,E02003460,2021 super output areas - middle layer,152,Total: All households,4842
876,2021,E02003460,2021 super output areas - middle layer,152,No cars or vans in household,376
877,2021,E02003460,2021 super output areas - middle layer,152,1 car or van in household,1801
878,2021,E02003460,2021 super output areas - middle layer,152,2 cars or vans in household,1927
879,2021,E02003460,2021 super output areas - middle layer,152,3 or more cars or vans in household,738
880,2021,E02003461,2021 super output areas - middle layer,152,Total: All households,3020
881,2021,E02003461,2021 super output areas - middle layer,152,No cars or vans in household,390
882,2021,E02003461,2021 super output areas - middle layer,152,1 car or van in household,1188
883,2021,E02003461,2021 super output areas - middle layer,152,2 cars or vans in household,1085
884,2021,E02003461,2021 super output areas - middle layer,152,3 or more cars or vans in household,357
885,2021,E02003462,2021 super output areas - middle layer,152,Total: All households,3495
886,2021,E02003462,2021 super output areas - middle layer,152,No cars or vans in household,463
887,2021,E02003462,2021 super output areas - middle layer,152,1 car or van in household,1489
888,2021,E02003462,2021 super output areas - middle layer,152,2 cars or vans in household,1149
889,2021,E02003462,2021 super output areas - middle layer,152,3 or more cars or vans in household,394
890,2021,E02003463,2021 super output areas - middle layer,152,Total: All households,2744
891,2021,E02003463,2021 super output areas - middle layer,152,No cars or vans in household,414
892,2021,E02003463,2021 super output areas - middle layer,152,1 car or van in household,1109
893,2021,E02003463,2021 super output areas - middle layer,152,2 cars or vans in household,907
894,2021,E02003463,2021 super output areas - middle layer,152,3 or more cars or vans in household,314
895,2021,E02003464,2021 super output areas - middle layer,152,Total: All households,2675
896,2021,E02003464,2021 super output areas - middle layer,152,No cars or vans in household,566
897,2021,E02003464,2021 super output areas - middle layer,152,1 car or van in household,1220
898,2021,E02003464,2021 super output areas - middle layer,152,2 cars or vans in household,679
899,2021,E02003464,2021 super output areas - middle layer,152,3 or more cars or vans in household,210
900,2021,E02003465,2021 super output areas - middle layer,152,Total: All households,2731
901,2021,E02003465,2021 super output areas - middle layer,152,No cars or vans in household,459
902,2021,E02003465,2021 super output areas - middle layer,152,1 car or van in household,1107
903,2021,E02003465,2021 super output areas - middle layer,152,2 cars or vans in household,842
904,2021,E02003465,2021 super output areas - middle layer,152,3 or more cars or vans in household,323
905,2021,E02003466,2021 super output areas - middle layer,152,Total: All households,3097
906,2021,E02003466,2021 super output areas - middle layer,152,No cars or vans in household,615
907,2021,E02003466,2021 super output areas - middle layer,152,1 car or van in household,1472
908,2021,E02003466,2021 super output areas - middle layer,152,2 cars or vans in household,813
909,2021,E02003466,2021 super output areas - middle layer,152,3 or more cars or vans in household,197
910,2021,E02003467,2021 super output areas - middle layer,152,Total: All households,2572
911,2021,E02003467,2021 super output areas - middle layer,152,No cars or vans in household,627
912,2021,E02003467,2021 super output areas - middle layer,152,1 car or van in household,1102
913,2021,E02003467,2021 super output areas - middle layer,152,2 cars or vans in household,661
914,2021,E02003467,2021 super output areas - middle layer,152,3 or more cars or vans in household,182
915,2021,E02003468,2021 super output areas - middle layer,152,Total: All households,3771
916,2021,E02003468,2021 super output areas - middle layer,152,No cars or vans in household,577
917,2021,E02003468,2021 super output areas - middle layer,152,1 car or van in household,1805
918,2021,E02003468,2021 super output areas - middle layer,152,2 cars or vans in household,1053
919,2021,E02003468,2021 super output areas - middle layer,152,3 or more cars or vans in household,336
920,2021,E02003469,2021 super output areas - middle layer,152,Total: All households,2417
921,2021,E02003469,2021 super output areas - middle layer,152,No cars or vans in household,313
922,2021,E02003469,2021 super output areas - middle layer,152,1 car or van in household,1063
923,2021,E02003469,2021 super output areas - middle layer,152,2 cars or vans in household,784
924,2021,E02003469,2021 super output areas - middle layer,152,3 or more cars or vans in household,257
925,2021,E02003470,2021 super output areas - middle layer,152,Total: All households,2236
926,2021,E02003470,2021 super output areas - middle layer,152,No cars or vans in household,622
927,2021,E02003470,2021 super output areas - middle layer,152,1 car or van in household,1006
928,2021,E02003470,2021 super output areas - middle layer,152,2 cars or vans in household,478
929,2021,E02003470,2021 super output areas - middle layer,152,3 or more cars or vans in household,130
930,2021,E02003471,2021 super output areas - middle layer,152,Total: All households,2579
931,2021,E02003471,2021 super output areas - middle layer,152,No cars or vans in household,599
932,2021,E02003471,2021 super output areas - middle layer,152,1 car or van in household,1187
933,2021,E02003471,2021 super output areas - middle layer,152,2 cars or vans in household,604
934,2021,E02003471,2021 super output areas - middle layer,152,3 or more cars or vans in household,189
935,2021,E02003472,2021 super output areas - middle layer,152,Total: All households,4461
936,2021,E02003472,2021 super output areas - middle layer,152,No cars or vans in household,1706
937,2021,E02003472,2021 super output areas - middle layer,152,1 car or van in household,1973
938,2021,E02003472,2021 super output areas - middle layer,152,2 cars or vans in household,604
939,2021,E02003472,2021 super output areas - middle layer,152,3 or more cars or vans in household,178
940,2021,E02003473,2021 super output areas - middle layer,152,Total: All households,2340
941,2021,E02003473,2021 super output areas - middle layer,152,No cars or vans in household,349
942,2021,E02003473,2021 super output areas - middle layer,152,1 car or van in household,1066
943,2021,E02003473,2021 super output areas - middle layer,152,2 cars or vans in household,690
944,2021,E02003473,2021 super output areas - middle layer,152,3 or more cars or vans in household,235
945,2021,E02003474,2021 super output areas - middle layer,152,Total: All households,3416
946,2021,E02003474,2021 super output areas - middle layer,152,No cars or vans in household,471
947,2021,E02003474,2021 super output areas - middle layer,152,1 car or van in household,1453
948,2021,E02003474,2021 super output areas - middle layer,152,2 cars or vans in household,1138
949,2021,E02003474,2021 super output areas - middle layer,152,3 or more cars or vans in household,354
950,2021,E02003476,2021 super output areas - middle layer,152,Total: All households,3177
951,2021,E02003476,2021 super output areas - middle layer,152,No cars or vans in household,973
952,2021,E02003476,2021 super output areas - middle layer,152,1 car or van in household,1446
953,2021,E02003476,2021 super output areas - middle layer,152,2 cars or vans in household,590
954,2021,E02003476,2021 super output areas - middle layer,152,3 or more cars or vans in household,168
955,2021,E02003478,2021 super output areas - middle layer,152,Total: All households,2717
956,2021,E02003478,2021 super output areas - middle layer,152,No cars or vans in household,423
957,2021,E02003478,2021 super output areas - middle layer,152,1 car or van in household,1216
958,2021,E02003478,2021 super output areas - middle layer,152,2 cars or vans in household,793
959,2021,E02003478,2021 super output areas - middle layer,152,3 or more cars or vans in household,285
960,2021,E02003479,2021 super output areas - middle layer,152,Total: All households,2867
961,2021,E02003479,2021 super output areas - middle layer,152,No cars or vans in household,747
962,2021,E02003479,2021 super output areas - middle layer,152,1 car or van in household,1314
963,2021,E02003479,2021 super output areas - middle layer,152,2 cars or vans in household,627
964,2021,E02003479,2021 super output areas - middle layer,152,3 or more cars or vans in household,179
965,2021,E02003480,2021 super output areas - middle layer,152,Total: All households,3435
966,2021,E02003480,2021 super output areas - middle layer,152,No cars or vans in household,393
967,2021,E02003480,2021 super output areas - middle layer,152,1 car or van in household,1568
968,2021,E02003480,2021 super output areas - middle layer,152,2 cars or vans in household,1118
969,2021,E02003480,2021 super output areas - middle layer,152,3 or more cars or vans in household,356
970,2021,E02003481,2021 super output areas - middle layer,152,Total: All households,3354
971,2021,E02003481,2021 super output areas - middle layer,152,No cars or vans in household,1055
972,2021,E02003481,2021 super output areas - middle layer,152,1 car or van in household,1448
973,2021,E02003481,2021 super output areas - middle layer,152,2 cars or vans in household,649
974,2021,E02003481,2021 super output areas - middle layer,152,3 or more cars or vans in household,202
975,2021,E02003482,2021 super output areas - middle layer,152,Total: All households,3610
976,2021,E02003482,2021 super output areas - middle layer,152,No cars or vans in household,332
977,2021,E02003482,2021 super output areas - middle layer,152,1 car or van in household,1458
978,2021,E02003482,2021 super output areas - middle layer,152,2 cars or vans in household,1365
979,2021,E02003482,2021 super output areas - middle layer,152,3 or more cars or vans in household,455
980,2021,E02003483,2021 super output areas - middle layer,152,Total: All households,4020
981,2021,E02003483,2021 super output areas - middle layer,152,No cars or vans in household,392
982,2021,E02003483,2021 super output areas - middle layer,152,1 car or van in household,1616
983,2021,E02003483,2021 super output areas - middle layer,152,2 cars or vans in household,1523
984,2021,E02003483,2021 super output areas - middle layer,152,3 or more cars or vans in household,489
985,2021,E02003484,2021 super output areas - middle layer,152,Total: All households,2916
986,2021,E02003484,2021 super output areas - middle layer,152,No cars or vans in household,457
987,2021,E02003484,2021 super output areas - middle layer,152,1 car or van in household,1313
988,2021,E02003484,2021 super output areas - middle layer,152,2 cars or vans in household,861
989,2021,E02003484,2021 super output areas - middle layer,152,3 or more cars or vans in household,285
990,2021,E02003485,2021 super output areas - middle layer,152,Total: All households,3223
991,2021,E02003485,2021 super output areas - middle layer,152,No cars or vans in household,648
992,2021,E02003485,2021 super output areas - middle layer,152,1 car or van in household,1377
993,2021,E02003485,2021 super output areas - middle layer,152,2 cars or vans in household,882
994,2021,E02003485,2021 super output areas - middle layer,152,3 or more cars or vans in household,316
995,2021,E02003486,2021 super output areas - middle layer,152,Total: All households,3800
996,2021,E02003486,2021 super output areas - middle layer,152,No cars or vans in household,374
997,2021,E02003486,2021 super output areas - middle layer,152,1 car or van in household,1626
998,2021,E02003486,2021 super output areas - middle layer,152,2 cars or vans in household,1377
999,2021,E02003486,2021 super output areas - middle layer,152,3 or more cars or vans in household,423
1000,2021,E02003487,2021 super output areas - middle layer,152,Total: All households,2951
1001,2021,E02003487,2021 super output areas - middle layer,152,No cars or vans in household,522
1002,2021,E02003487,2021 super output areas - middle layer,152,1 car or van in household,1239
1003,2021,E02003487,2021 super output areas - middle layer,152,2 cars or vans in household,861
1004,2021,E02003487,2021 super output areas - middle layer,152,3 or more cars or vans in household,329
1005,2021,E02003488,2021 super output areas - middle layer,152,Total: All households,3345
1006,2021,E02003488,2021 super output areas - middle layer,152,No cars or vans in household,811
1007,2021,E02003488,2021 super output areas - middle layer,152,1 car or van in household,1453
1008,2021,E02003488,2021 super output areas - middle layer,152,2 cars or vans in household,791
1009,2021,E02003488,2021 super output areas - middle layer,152,3 or more cars or vans in household,290
1010,2021,E02003489,2021 super output areas - middle layer,152,Total: All households,3121
1011,2021,E02003489,2021 super output areas - middle layer,152,No cars or vans in household,489
1012,2021,E02003489,2021 super output areas - middle layer,152,1 car or van in household,1345
1013,2021,E02003489,2021 super output areas - middle layer,152,2 cars or vans in household,961
1014,2021,E02003489,2021 super output areas - middle layer,152,3 or more cars or vans in household,326
1015,2021,E02003490,2021 super output areas - middle layer,152,Total: All households,3991
1016,2021,E02003490,2021 super output areas - middle layer,152,No cars or vans in household,858
1017,2021,E02003490,2021 super output areas - middle layer,152,1 car or van in household,1705
1018,2021,E02003490,2021 super output areas - middle layer,152,2 cars or vans in household,1156
1019,2021,E02003490,2021 super output areas - middle layer,152,3 or more cars or vans in household,272
1020,2021,E02007012,2021 super output areas - middle layer,152,Total: All households,3001
1021,2021,E02007012,2021 super output areas - middle layer,152,No cars or vans in household,320
1022,2021,E02007012,2021 super output areas - middle layer,152,1 car or van in household,1394
1023,2021,E02007012,2021 super output areas - middle layer,152,2 cars or vans in household,1059
1024,2021,E02007012,2021 super output areas - middle layer,152,3 or more cars or vans in household,228
1025,2021,E02007013,2021 super output areas - middle layer,152,Total: All households,3491
1026,2021,E02007013,2021 super output areas - middle layer,152,No cars or vans in household,386
1027,2021,E02007013,2021 super output areas - middle layer,152,1 car or van in household,1595
1028,2021,E02007013,2021 super output areas - middle layer,152,2 cars or vans in household,1267
1029,2021,E02007013,2021 super output areas - middle layer,152,3 or more cars or vans in household,243
1030,2021,E02007014,2021 super output areas - middle layer,152,Total: All households,2823
1031,2021,E02007014,2021 super output areas - middle layer,152,No cars or vans in household,410
1032,2021,E02007014,2021 super output areas - middle layer,152,1 car or van in household,1307
1033,2021,E02007014,2021 super output areas - middle layer,152,2 cars or vans in household,852
1034,2021,E02007014,2021 super output areas - middle layer,152,3 or more cars or vans in household,254
1035,2021,E02007015,2021 super output areas - middle layer,152,Total: All households,3737
1036,2021,E02007015,2021 super output areas - middle layer,152,No cars or vans in household,380
1037,2021,E02007015,2021 super output areas - middle layer,152,1 car or van in household,1737
1038,2021,E02007015,2021 super output areas - middle layer,152,2 cars or vans in household,1336
1039,2021,E02007015,2021 super output areas - middle layer,152,3 or more cars or vans in household,284
1040,2021,E02007016,2021 super output areas - middle layer,152,Total: All households,3245
1041,2021,E02007016,2021 super output areas - middle layer,152,No cars or vans in household,389
1042,2021,E02007016,2021 super output areas - middle layer,152,1 car or van in household,1416
1043,2021,E02007016,2021 super output areas - middle layer,152,2 cars or vans in household,1121
1044,2021,E02007016,2021 super output areas - middle layer,152,3 or more cars or vans in household,319
1045,2021,E02003491,2021 super output areas - middle layer,152,Total: All households,3057
1046,2021,E02003491,2021 super output areas - middle layer,152,No cars or vans in household,547
1047,2021,E02003491,2021 super output areas - middle layer,152,1 car or van in household,1317
1048,2021,E02003491,2021 super output areas - middle layer,152,2 cars or vans in household,889
1049,2021,E02003491,2021 super output areas - middle layer,152,3 or more cars or vans in household,304
1050,2021,E02003492,2021 super output areas - middle layer,152,Total: All households,2079
1051,2021,E02003492,2021 super output areas - middle layer,152,No cars or vans in household,659
1052,2021,E02003492,2021 super output areas - middle layer,152,1 car or van in household,819
1053,2021,E02003492,2021 super output areas - middle layer,152,2 cars or vans in household,426
1054,2021,E02003492,2021 super output areas - middle layer,152,3 or more cars or vans in household,175
1055,2021,E02003493,2021 super output areas - middle layer,152,Total: All households,3366
1056,2021,E02003493,2021 super output areas - middle layer,152,No cars or vans in household,559
1057,2021,E02003493,2021 super output areas - middle layer,152,1 car or van in household,1494
1058,2021,E02003493,2021 super output areas - middle layer,152,2 cars or vans in household,999
1059,2021,E02003493,2021 super output areas - middle layer,152,3 or more cars or vans in household,314
1060,2021,E02003494,2021 super output areas - middle layer,152,Total: All households,2642
1061,2021,E02003494,2021 super output areas - middle layer,152,No cars or vans in household,426
1062,2021,E02003494,2021 super output areas - middle layer,152,1 car or van in household,1259
1063,2021,E02003494,2021 super output areas - middle layer,152,2 cars or vans in household,751
1064,2021,E02003494,2021 super output areas - middle layer,152,3 or more cars or vans in household,206
1065,2021,E02003495,2021 super output areas - middle layer,152,Total: All households,2945
1066,2021,E02003495,2021 super output areas - middle layer,152,No cars or vans in household,531
1067,2021,E02003495,2021 super output areas - middle layer,152,1 car or van in household,1356
1068,2021,E02003495,2021 super output areas - middle layer,152,2 cars or vans in household,795
1069,2021,E02003495,2021 super output areas - middle layer,152,3 or more cars or vans in household,263
1070,2021,E02003496,2021 super output areas - middle layer,152,Total: All households,3132
1071,2021,E02003496,2021 super output areas - middle layer,152,No cars or vans in household,780
1072,2021,E02003496,2021 super output areas - middle layer,152,1 car or van in household,1375
1073,2021,E02003496,2021 super output areas - middle layer,152,2 cars or vans in household,743
1074,2021,E02003496,2021 super output areas - middle layer,152,3 or more cars or vans in household,234
1075,2021,E02003497,2021 super output areas - middle layer,152,Total: All households,2878
1076,2021,E02003497,2021 super output areas - middle layer,152,No cars or vans in household,310
1077,2021,E02003497,2021 super output areas - middle layer,152,1 car or van in household,1174
1078,2021,E02003497,2021 super output areas - middle layer,152,2 cars or vans in household,1020
1079,2021,E02003497,2021 super output areas - middle layer,152,3 or more cars or vans in household,374
1080,2021,E02003498,2021 super output areas - middle layer,152,Total: All households,3437
1081,2021,E02003498,2021 super output areas - middle layer,152,No cars or vans in household,1526
1082,2021,E02003498,2021 super output areas - middle layer,152,1 car or van in household,1381
1083,2021,E02003498,2021 super output areas - middle layer,152,2 cars or vans in household,406
1084,2021,E02003498,2021 super output areas - middle layer,152,3 or more cars or vans in household,124
1085,2021,E02003499,2021 super output areas - middle layer,152,Total: All households,2762
1086,2021,E02003499,2021 super output areas - middle layer,152,No cars or vans in household,919
1087,2021,E02003499,2021 super output areas - middle layer,152,1 car or van in household,1125
1088,2021,E02003499,2021 super output areas - middle layer,152,2 cars or vans in household,501
1089,2021,E02003499,2021 super output areas - middle layer,152,3 or more cars or vans in household,217
1090,2021,E02003500,2021 super output areas - middle layer,152,Total: All households,2954
1091,2021,E02003500,2021 super output areas - middle layer,152,No cars or vans in household,595
1092,2021,E02003500,2021 super output areas - middle layer,152,1 car or van in household,1637
1093,2021,E02003500,2021 super output areas - middle layer,152,2 cars or vans in household,612
1094,2021,E02003500,2021 super output areas - middle layer,152,3 or more cars or vans in household,110
1095,2021,E02003501,2021 super output areas - middle layer,152,Total: All households,3664
1096,2021,E02003501,2021 super output areas - middle layer,152,No cars or vans in household,935
1097,2021,E02003501,2021 super output areas - middle layer,152,1 car or van in household,1810
1098,2021,E02003501,2021 super output areas - middle layer,152,2 cars or vans in household,742
1099,2021,E02003501,2021 super output areas - middle layer,152,3 or more cars or vans in household,177
1100,2021,E02003502,2021 super output areas - middle layer,152,Total: All households,3229
1101,2021,E02003502,2021 super output areas - middle layer,152,No cars or vans in household,828
1102,2021,E02003502,2021 super output areas - middle layer,152,1 car or van in household,1505
1103,2021,E02003502,2021 super output areas - middle layer,152,2 cars or vans in household,722
1104,2021,E02003502,2021 super output areas - middle layer,152,3 or more cars or vans in household,174
1105,2021,E02003503,2021 super output areas - middle layer,152,Total: All households,3455
1106,2021,E02003503,2021 super output areas - middle layer,152,No cars or vans in household,755
1107,2021,E02003503,2021 super output areas - middle layer,152,1 car or van in household,1497
1108,2021,E02003503,2021 super output areas - middle layer,152,2 cars or vans in household,925
1109,2021,E02003503,2021 super output areas - middle layer,152,3 or more cars or vans in household,278
1110,2021,E02003504,2021 super output areas - middle layer,152,Total: All households,3906
1111,2021,E02003504,2021 super output areas - middle layer,152,No cars or vans in household,1480
1112,2021,E02003504,2021 super output areas - middle layer,152,1 car or van in household,1934
1113,2021,E02003504,2021 super output areas - middle layer,152,2 cars or vans in household,417
1114,2021,E02003504,2021 super output areas - middle layer,152,3 or more cars or vans in household,75
