,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATID_71_NAME,OBS_VALUE
0,2021,W02000013,2021 super output areas - middle layer,152,UK identity: Cornish and British only identity,0
1,2021,W02000013,2021 super output areas - middle layer,152,UK identity: Any other combination of UK identities (UK only),82
2,2021,W02000013,2021 super output areas - middle layer,152,UK identity: Other identity and at least one UK identity ,94
3,2021,W02000013,2021 super output areas - middle layer,152,Other identity only,169
4,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Guernsey Islander,0
5,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Jersey Islander,0
6,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Isle of Man (Manx),0
7,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Channel Islander not otherwise specified,0
8,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Irish only identity,10
9,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Irish and at least one UK identity,8
10,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European,101
11,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: EU countries,63
12,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: EU countries: French,8
13,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: EU countries: German,6
14,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Italian,3
15,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Portuguese,5
16,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Spanish (including Canary Islander),6
17,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Other member countries in March 2001,5
18,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: EU countries:  Lithuanian,2
19,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: EU countries:  Polish,10
20,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Romanian,4
21,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Other member countries,14
22,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: Non-EU countries,38
23,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: Non-EU countries: Turkish,0
24,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: European: Non-EU countries: Other European,38
25,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: African,15
26,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: African: North African,0
27,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: African: Central and Western African,5
28,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: African: Central and Western African: Ghanaian,0
29,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: African: Central and Western African: Nigerian,3
30,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: African: Central and Western African: Other Central and Western African,2
31,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: African: South and Eastern African,10
32,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: African: South and Eastern African: Kenyan,0
33,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: African: South and Eastern African: Somali,0
34,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: African: South and Eastern African: South African,2
35,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: African: South and Eastern African: Zimbabwean,8
36,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: African: South and Eastern African: Other South and Eastern African,0
37,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian,18
38,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Middle Eastern,1
39,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Middle Eastern: Kurdish,0
40,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Middle Eastern: Iranian,0
41,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Middle Eastern: Iraqi,1
42,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Middle Eastern: Other Middle Eastern,0
43,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Eastern Asian,2
44,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Eastern Asian: Chinese,1
45,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Eastern Asian: Hong Kong Chinese,0
46,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Eastern Asian: Japanese,1
47,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Eastern Asian: Other Eastern Asian,0
48,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Southern Asian,8
49,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Southern Asian: Afghan,0
50,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Southern Asian: Bangladeshi,3
51,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Southern Asian: Indian,5
52,2021,W02000013,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Southern Asian: Pakistani,0
