,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_OCC_105_NAME,OBS_VALUE
0,2021,E02006799,2021 super output areas - middle layer,152,"525 Skilled Metal, Electrical and Electronic Trades Supervisors",5
1,2021,E02006799,2021 super output areas - middle layer,152,531 Construction and Building Trades,245
2,2021,E02006799,2021 super output areas - middle layer,152,532 Building Finishing Trades,62
3,2021,E02006799,2021 super output areas - middle layer,152,533 Construction and Building Trades Supervisors,29
4,2021,E02006799,2021 super output areas - middle layer,152,541 Textiles and Garments Trades,8
5,2021,E02006799,2021 super output areas - middle layer,152,542 Printing Trades,8
6,2021,E02006799,2021 super output areas - middle layer,152,543 Food Preparation and Hospitality Trades,82
7,2021,E02006799,2021 super output areas - middle layer,152,544 Other Skilled Trades,13
8,2021,E02006799,2021 super output areas - middle layer,152,611 Teaching and Childcare Support Occupations,141
9,2021,E02006799,2021 super output areas - middle layer,152,612 Animal Care and Control Services,5
10,2021,E02006799,2021 super output areas - middle layer,152,613 Caring Personal Services,304
11,2021,E02006799,2021 super output areas - middle layer,152,621 Leisure and Travel Services,16
12,2021,E02006799,2021 super output areas - middle layer,152,622 Hairdressers and Related Services,41
13,2021,E02006799,2021 super output areas - middle layer,152,623 Housekeeping and Related Services,31
14,2021,E02006799,2021 super output areas - middle layer,152,624 Cleaning and Housekeeping Managers and Supervisors,13
15,2021,E02006799,2021 super output areas - middle layer,152,625 Bed and Breakfast and Guest House Owners and Proprietors,0
16,2021,E02006799,2021 super output areas - middle layer,152,631 Community and Civil Enforcement Occupations,8
17,2021,E02006799,2021 super output areas - middle layer,152,711 Sales Assistants and Retail Cashiers,253
18,2021,E02006799,2021 super output areas - middle layer,152,712 Sales Related Occupations,8
19,2021,E02006799,2021 super output areas - middle layer,152,713 Shopkeepers and Sales Supervisors,28
20,2021,E02006799,2021 super output areas - middle layer,152,721 Customer Service Occupations,86
21,2021,E02006799,2021 super output areas - middle layer,152,722 Customer Service Supervisors,3
22,2021,E02006799,2021 super output areas - middle layer,152,811 Process Operatives,30
23,2021,E02006799,2021 super output areas - middle layer,152,812 Metal Working Machine Operatives,3
24,2021,E02006799,2021 super output areas - middle layer,152,813 Plant and Machine Operatives,9
25,2021,E02006799,2021 super output areas - middle layer,152,814 Assemblers and Routine Operatives,15
26,2021,E02006799,2021 super output areas - middle layer,152,815 Construction Operatives,69
27,2021,E02006799,2021 super output areas - middle layer,152,"816 Production, Factory and Assembly Supervisors",4
28,2021,E02006799,2021 super output areas - middle layer,152,821 Road Transport Drivers,322
29,2021,E02006799,2021 super output areas - middle layer,152,822 Mobile Machine Drivers and Operatives,38
30,2021,E02006799,2021 super output areas - middle layer,152,823 Other Drivers and Transport Operatives,22
31,2021,E02006799,2021 super output areas - middle layer,152,911 Elementary Agricultural Occupations,1
32,2021,E02006799,2021 super output areas - middle layer,152,912 Elementary Construction Occupations,75
33,2021,E02006799,2021 super output areas - middle layer,152,913 Elementary Process Plant Occupations,25
34,2021,E02006799,2021 super output areas - middle layer,152,921 Elementary Administration Occupations,40
35,2021,E02006799,2021 super output areas - middle layer,152,922 Elementary Cleaning Occupations,272
36,2021,E02006799,2021 super output areas - middle layer,152,923 Elementary Security Occupations,131
37,2021,E02006799,2021 super output areas - middle layer,152,924 Elementary Sales Occupations,22
38,2021,E02006799,2021 super output areas - middle layer,152,925 Elementary Storage Occupations,121
39,2021,E02006799,2021 super output areas - middle layer,152,926 Other Elementary Services Occupations,146
40,2021,E02000024,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,5325
41,2021,E02000024,2021 super output areas - middle layer,152,111 Chief Executives and Senior Officials,45
42,2021,E02000024,2021 super output areas - middle layer,152,112 Production Managers and Directors,117
43,2021,E02000024,2021 super output areas - middle layer,152,113 Functional Managers and Directors,388
44,2021,E02000024,2021 super output areas - middle layer,152,"114 Directors in Logistics, Warehousing and Transport",1
45,2021,E02000024,2021 super output areas - middle layer,152,115 Managers and Directors in Retail and Wholesale,80
46,2021,E02000024,2021 super output areas - middle layer,152,116 Senior Officers in Protective Services,1
47,2021,E02000024,2021 super output areas - middle layer,152,117 Health and Social Services Managers and Directors,21
48,2021,E02000024,2021 super output areas - middle layer,152,121 Managers and Proprietors in Agriculture Related Services,4
49,2021,E02000024,2021 super output areas - middle layer,152,122 Managers and Proprietors in Hospitality and Leisure Services,73
50,2021,E02000024,2021 super output areas - middle layer,152,123 Managers and Proprietors in Health and Care Services,8
51,2021,E02000024,2021 super output areas - middle layer,152,"124 Managers in Logistics, Warehousing and Transport",30
52,2021,E02000024,2021 super output areas - middle layer,152,125 Managers and Proprietors in Other Services,193
53,2021,E02000024,2021 super output areas - middle layer,152,211 Natural and Social Science Professionals,28
54,2021,E02000024,2021 super output areas - middle layer,152,212 Engineering Professionals,64
55,2021,E02000024,2021 super output areas - middle layer,152,213 Information Technology Professionals,206
56,2021,E02000024,2021 super output areas - middle layer,152,214 Web and Multimedia Design Professionals,37
57,2021,E02000024,2021 super output areas - middle layer,152,215 Conservation and Environment Professionals,7
58,2021,E02000024,2021 super output areas - middle layer,152,216 Research and Development (R&D) and Other Research Professionals,42
59,2021,E02000024,2021 super output areas - middle layer,152,221 Medical Practitioners,114
60,2021,E02000024,2021 super output areas - middle layer,152,222 Therapy Professionals,80
61,2021,E02000024,2021 super output areas - middle layer,152,223 Nursing and Midwifery Professionals,151
62,2021,E02000024,2021 super output areas - middle layer,152,224 Veterinarians,5
63,2021,E02000024,2021 super output areas - middle layer,152,225 Other Health Professionals,48
64,2021,E02000024,2021 super output areas - middle layer,152,231 Teaching and other Educational Professionals,342
65,2021,E02000024,2021 super output areas - middle layer,152,232 Other Educational Professionals,75
66,2021,E02000024,2021 super output areas - middle layer,152,241 Legal Professionals,123
67,2021,E02000024,2021 super output areas - middle layer,152,242 Finance Professionals,126
68,2021,E02000024,2021 super output areas - middle layer,152,"243 Business, Research and Administrative Professionals",126
69,2021,E02000024,2021 super output areas - middle layer,152,244 Business and Financial Project Management Professionals,53
70,2021,E02000024,2021 super output areas - middle layer,152,"245 Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",61
71,2021,E02000024,2021 super output areas - middle layer,152,246 Welfare Professionals,21
72,2021,E02000024,2021 super output areas - middle layer,152,247 Librarians and Related Professionals,11
73,2021,E02000024,2021 super output areas - middle layer,152,248 Quality and Regulatory Professionals,25
74,2021,E02000024,2021 super output areas - middle layer,152,249 Media Professionals,79
75,2021,E02000024,2021 super output areas - middle layer,152,"311 Science, Engineering and Production Technicians",27
76,2021,E02000024,2021 super output areas - middle layer,152,"312 CAD, Drawing and Architectural Technicians",15
77,2021,E02000024,2021 super output areas - middle layer,152,313 Information Technology Technicians,39
78,2021,E02000024,2021 super output areas - middle layer,152,321 Health Associate Professionals,18
79,2021,E02000024,2021 super output areas - middle layer,152,322 Welfare and Housing Associate Professionals,38
80,2021,E02000024,2021 super output areas - middle layer,152,323 Teaching and Childcare Associate Professionals,47
81,2021,E02000024,2021 super output areas - middle layer,152,324 Veterinary nurses,6
82,2021,E02000024,2021 super output areas - middle layer,152,331 Protective Service Occupations,57
83,2021,E02000024,2021 super output areas - middle layer,152,"341 Artistic, Literary and Media Occupations",210
84,2021,E02000024,2021 super output areas - middle layer,152,342 Design Occupations,31
85,2021,E02000024,2021 super output areas - middle layer,152,343 Sports and Fitness Occupations,55
86,2021,E02000024,2021 super output areas - middle layer,152,351 Transport Associate Professionals,1
87,2021,E02000024,2021 super output areas - middle layer,152,352 Legal Associate Professionals,11
88,2021,E02000024,2021 super output areas - middle layer,152,353 Finance Associate Professionals,65
89,2021,E02000024,2021 super output areas - middle layer,152,354 Business Associate Professionals,43
90,2021,E02000024,2021 super output areas - middle layer,152,"355 Sales, Marketing and Related Associate Professionals",180
91,2021,E02000024,2021 super output areas - middle layer,152,356 Public Services Associate Professionals,9
92,2021,E02000024,2021 super output areas - middle layer,152,"357 HR, Training and Other Vocational Associate Guidance Professionals",52
93,2021,E02000024,2021 super output areas - middle layer,152,358 Regulatory Associate Professionals,10
94,2021,E02000024,2021 super output areas - middle layer,152,411 Administrative Occupations: Government and Related Organisations,39
95,2021,E02000024,2021 super output areas - middle layer,152,412 Administrative Occupations: Finance,86
96,2021,E02000024,2021 super output areas - middle layer,152,413 Administrative Occupations: Records,38
97,2021,E02000024,2021 super output areas - middle layer,152,414 Administrative Occupations: Office Managers and Supervisors,49
98,2021,E02000024,2021 super output areas - middle layer,152,415 Other Administrative Occupations,98
99,2021,E02000024,2021 super output areas - middle layer,152,421 Secretarial and Related Occupations,125
100,2021,E02000024,2021 super output areas - middle layer,152,511 Agricultural and Related Trades,33
101,2021,E02000024,2021 super output areas - middle layer,152,"521 Metal Forming, Welding and Related Trades",1
102,2021,E02000024,2021 super output areas - middle layer,152,"522 Metal Machining, Fitting and Instrument Making Trades",17
103,2021,E02000024,2021 super output areas - middle layer,152,523 Vehicle Trades,6
104,2021,E02000024,2021 super output areas - middle layer,152,524 Electrical and Electronic Trades,40
105,2021,E02000024,2021 super output areas - middle layer,152,"525 Skilled Metal, Electrical and Electronic Trades Supervisors",2
106,2021,E02000024,2021 super output areas - middle layer,152,531 Construction and Building Trades,83
107,2021,E02000024,2021 super output areas - middle layer,152,532 Building Finishing Trades,18
108,2021,E02000024,2021 super output areas - middle layer,152,533 Construction and Building Trades Supervisors,9
109,2021,E02000024,2021 super output areas - middle layer,152,541 Textiles and Garments Trades,6
110,2021,E02000024,2021 super output areas - middle layer,152,542 Printing Trades,0
111,2021,E02000024,2021 super output areas - middle layer,152,543 Food Preparation and Hospitality Trades,43
112,2021,E02000024,2021 super output areas - middle layer,152,544 Other Skilled Trades,15
113,2021,E02000024,2021 super output areas - middle layer,152,611 Teaching and Childcare Support Occupations,93
114,2021,E02000024,2021 super output areas - middle layer,152,612 Animal Care and Control Services,7
115,2021,E02000024,2021 super output areas - middle layer,152,613 Caring Personal Services,151
116,2021,E02000024,2021 super output areas - middle layer,152,621 Leisure and Travel Services,24
117,2021,E02000024,2021 super output areas - middle layer,152,622 Hairdressers and Related Services,23
118,2021,E02000024,2021 super output areas - middle layer,152,623 Housekeeping and Related Services,23
119,2021,E02000024,2021 super output areas - middle layer,152,624 Cleaning and Housekeeping Managers and Supervisors,5
120,2021,E02000024,2021 super output areas - middle layer,152,625 Bed and Breakfast and Guest House Owners and Proprietors,0
121,2021,E02000024,2021 super output areas - middle layer,152,631 Community and Civil Enforcement Occupations,5
