,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_WLANGR_3_NAME,OBS_VALUE
698,2021,W02000373,2021 super output areas - middle layer,152,Can read Welsh,479
699,2021,W02000374,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5742
700,2021,W02000374,2021 super output areas - middle layer,152,Cannot read Welsh,5036
701,2021,W02000374,2021 super output areas - middle layer,152,Can read Welsh,706
702,2021,W02000375,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7046
703,2021,W02000375,2021 super output areas - middle layer,152,Cannot read Welsh,6392
704,2021,W02000375,2021 super output areas - middle layer,152,Can read Welsh,654
705,2021,W02000376,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6457
706,2021,W02000376,2021 super output areas - middle layer,152,Cannot read Welsh,5383
707,2021,W02000376,2021 super output areas - middle layer,152,Can read Welsh,1074
708,2021,W02000377,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7465
709,2021,W02000377,2021 super output areas - middle layer,152,Cannot read Welsh,6759
710,2021,W02000377,2021 super output areas - middle layer,152,Can read Welsh,706
711,2021,W02000378,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7267
712,2021,W02000378,2021 super output areas - middle layer,152,Cannot read Welsh,6229
713,2021,W02000378,2021 super output areas - middle layer,152,Can read Welsh,1038
714,2021,W02000379,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6214
715,2021,W02000379,2021 super output areas - middle layer,152,Cannot read Welsh,5714
716,2021,W02000379,2021 super output areas - middle layer,152,Can read Welsh,500
717,2021,W02000380,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7671
718,2021,W02000380,2021 super output areas - middle layer,152,Cannot read Welsh,6191
719,2021,W02000380,2021 super output areas - middle layer,152,Can read Welsh,1480
720,2021,W02000381,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6315
721,2021,W02000381,2021 super output areas - middle layer,152,Cannot read Welsh,5717
722,2021,W02000381,2021 super output areas - middle layer,152,Can read Welsh,598
723,2021,W02000382,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5768
724,2021,W02000382,2021 super output areas - middle layer,152,Cannot read Welsh,5319
725,2021,W02000382,2021 super output areas - middle layer,152,Can read Welsh,449
726,2021,W02000383,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7275
727,2021,W02000383,2021 super output areas - middle layer,152,Cannot read Welsh,6648
728,2021,W02000383,2021 super output areas - middle layer,152,Can read Welsh,627
729,2021,W02000384,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5523
730,2021,W02000384,2021 super output areas - middle layer,152,Cannot read Welsh,4565
731,2021,W02000384,2021 super output areas - middle layer,152,Can read Welsh,958
732,2021,W02000385,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6726
733,2021,W02000385,2021 super output areas - middle layer,152,Cannot read Welsh,5822
734,2021,W02000385,2021 super output areas - middle layer,152,Can read Welsh,904
735,2021,W02000386,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7400
736,2021,W02000386,2021 super output areas - middle layer,152,Cannot read Welsh,5860
737,2021,W02000386,2021 super output areas - middle layer,152,Can read Welsh,1540
738,2021,W02000387,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5690
739,2021,W02000387,2021 super output areas - middle layer,152,Cannot read Welsh,4978
740,2021,W02000387,2021 super output areas - middle layer,152,Can read Welsh,712
741,2021,W02000388,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5614
742,2021,W02000388,2021 super output areas - middle layer,152,Cannot read Welsh,5093
743,2021,W02000388,2021 super output areas - middle layer,152,Can read Welsh,521
744,2021,W02000389,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8160
745,2021,W02000389,2021 super output areas - middle layer,152,Cannot read Welsh,7062
746,2021,W02000389,2021 super output areas - middle layer,152,Can read Welsh,1098
747,2021,W02000390,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6116
748,2021,W02000390,2021 super output areas - middle layer,152,Cannot read Welsh,5247
749,2021,W02000390,2021 super output areas - middle layer,152,Can read Welsh,869
750,2021,W02000391,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9219
751,2021,W02000391,2021 super output areas - middle layer,152,Cannot read Welsh,7967
752,2021,W02000391,2021 super output areas - middle layer,152,Can read Welsh,1252
753,2021,W02000392,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8595
754,2021,W02000392,2021 super output areas - middle layer,152,Cannot read Welsh,6992
755,2021,W02000392,2021 super output areas - middle layer,152,Can read Welsh,1603
756,2021,W02000393,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6357
757,2021,W02000393,2021 super output areas - middle layer,152,Cannot read Welsh,5695
758,2021,W02000393,2021 super output areas - middle layer,152,Can read Welsh,662
759,2021,W02000394,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9442
760,2021,W02000394,2021 super output areas - middle layer,152,Cannot read Welsh,8292
761,2021,W02000394,2021 super output areas - middle layer,152,Can read Welsh,1150
762,2021,W02000395,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6446
763,2021,W02000395,2021 super output areas - middle layer,152,Cannot read Welsh,5472
764,2021,W02000395,2021 super output areas - middle layer,152,Can read Welsh,974
765,2021,W02000396,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7348
766,2021,W02000396,2021 super output areas - middle layer,152,Cannot read Welsh,6339
767,2021,W02000396,2021 super output areas - middle layer,152,Can read Welsh,1009
768,2021,W02000397,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6255
769,2021,W02000397,2021 super output areas - middle layer,152,Cannot read Welsh,5538
770,2021,W02000397,2021 super output areas - middle layer,152,Can read Welsh,717
771,2021,W02000398,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,12159
772,2021,W02000398,2021 super output areas - middle layer,152,Cannot read Welsh,10947
773,2021,W02000398,2021 super output areas - middle layer,152,Can read Welsh,1212
774,2021,W02000399,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,10571
775,2021,W02000399,2021 super output areas - middle layer,152,Cannot read Welsh,9456
776,2021,W02000399,2021 super output areas - middle layer,152,Can read Welsh,1115
777,2021,W02000400,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6136
778,2021,W02000400,2021 super output areas - middle layer,152,Cannot read Welsh,4746
779,2021,W02000400,2021 super output areas - middle layer,152,Can read Welsh,1390
780,2021,W02000401,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5761
781,2021,W02000401,2021 super output areas - middle layer,152,Cannot read Welsh,4126
782,2021,W02000401,2021 super output areas - middle layer,152,Can read Welsh,1635
783,2021,W02000402,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,11221
784,2021,W02000402,2021 super output areas - middle layer,152,Cannot read Welsh,10229
785,2021,W02000402,2021 super output areas - middle layer,152,Can read Welsh,992
786,2021,W02000403,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7505
787,2021,W02000403,2021 super output areas - middle layer,152,Cannot read Welsh,6735
788,2021,W02000403,2021 super output areas - middle layer,152,Can read Welsh,770
789,2021,W02000404,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6127
790,2021,W02000404,2021 super output areas - middle layer,152,Cannot read Welsh,5447
791,2021,W02000404,2021 super output areas - middle layer,152,Can read Welsh,680
792,2021,W02000405,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7367
793,2021,W02000405,2021 super output areas - middle layer,152,Cannot read Welsh,6798
794,2021,W02000405,2021 super output areas - middle layer,152,Can read Welsh,569
795,2021,W02000406,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9784
796,2021,W02000406,2021 super output areas - middle layer,152,Cannot read Welsh,7742
797,2021,W02000406,2021 super output areas - middle layer,152,Can read Welsh,2042
798,2021,W02000407,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6383
799,2021,W02000407,2021 super output areas - middle layer,152,Cannot read Welsh,5780
800,2021,W02000407,2021 super output areas - middle layer,152,Can read Welsh,603
801,2021,W02000408,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7203
802,2021,W02000408,2021 super output areas - middle layer,152,Cannot read Welsh,6385
803,2021,W02000408,2021 super output areas - middle layer,152,Can read Welsh,818
804,2021,W02000409,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5825
805,2021,W02000409,2021 super output areas - middle layer,152,Cannot read Welsh,5300
806,2021,W02000409,2021 super output areas - middle layer,152,Can read Welsh,525
807,2021,W02000410,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8338
808,2021,W02000410,2021 super output areas - middle layer,152,Cannot read Welsh,7268
809,2021,W02000410,2021 super output areas - middle layer,152,Can read Welsh,1070
810,2021,W02000411,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6379
811,2021,W02000411,2021 super output areas - middle layer,152,Cannot read Welsh,5779
812,2021,W02000411,2021 super output areas - middle layer,152,Can read Welsh,600
813,2021,W02000412,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6595
814,2021,W02000412,2021 super output areas - middle layer,152,Cannot read Welsh,5764
815,2021,W02000412,2021 super output areas - middle layer,152,Can read Welsh,831
816,2021,W02000422,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7161
817,2021,W02000422,2021 super output areas - middle layer,152,Cannot read Welsh,6328
818,2021,W02000422,2021 super output areas - middle layer,152,Can read Welsh,833
819,2021,W02000423,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9719
820,2021,W02000423,2021 super output areas - middle layer,152,Cannot read Welsh,8822
821,2021,W02000423,2021 super output areas - middle layer,152,Can read Welsh,897
822,2021,W02000252,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8942
823,2021,W02000252,2021 super output areas - middle layer,152,Cannot read Welsh,7723
824,2021,W02000252,2021 super output areas - middle layer,152,Can read Welsh,1219
825,2021,W02000253,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6559
826,2021,W02000253,2021 super output areas - middle layer,152,Cannot read Welsh,5731
827,2021,W02000253,2021 super output areas - middle layer,152,Can read Welsh,828
828,2021,W02000254,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7692
829,2021,W02000254,2021 super output areas - middle layer,152,Cannot read Welsh,6679
830,2021,W02000254,2021 super output areas - middle layer,152,Can read Welsh,1013
831,2021,W02000255,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6724
832,2021,W02000255,2021 super output areas - middle layer,152,Cannot read Welsh,5988
833,2021,W02000255,2021 super output areas - middle layer,152,Can read Welsh,736
834,2021,W02000256,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9602
835,2021,W02000256,2021 super output areas - middle layer,152,Cannot read Welsh,8689
836,2021,W02000256,2021 super output areas - middle layer,152,Can read Welsh,913
837,2021,W02000257,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7026
838,2021,W02000257,2021 super output areas - middle layer,152,Cannot read Welsh,6202
839,2021,W02000257,2021 super output areas - middle layer,152,Can read Welsh,824
840,2021,W02000258,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5541
841,2021,W02000258,2021 super output areas - middle layer,152,Cannot read Welsh,4764
842,2021,W02000258,2021 super output areas - middle layer,152,Can read Welsh,777
843,2021,W02000259,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5557
844,2021,W02000259,2021 super output areas - middle layer,152,Cannot read Welsh,5026
845,2021,W02000259,2021 super output areas - middle layer,152,Can read Welsh,531
846,2021,W02000260,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5546
847,2021,W02000260,2021 super output areas - middle layer,152,Cannot read Welsh,4998
848,2021,W02000260,2021 super output areas - middle layer,152,Can read Welsh,548
849,2021,W02000261,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7435
850,2021,W02000261,2021 super output areas - middle layer,152,Cannot read Welsh,6221
851,2021,W02000261,2021 super output areas - middle layer,152,Can read Welsh,1214
852,2021,W02000262,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5125
853,2021,W02000262,2021 super output areas - middle layer,152,Cannot read Welsh,4455
854,2021,W02000262,2021 super output areas - middle layer,152,Can read Welsh,670
855,2021,W02000263,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6157
856,2021,W02000263,2021 super output areas - middle layer,152,Cannot read Welsh,5430
857,2021,W02000263,2021 super output areas - middle layer,152,Can read Welsh,727
858,2021,W02000264,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5498
859,2021,W02000264,2021 super output areas - middle layer,152,Cannot read Welsh,4851
860,2021,W02000264,2021 super output areas - middle layer,152,Can read Welsh,647
861,2021,W02000265,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8881
862,2021,W02000265,2021 super output areas - middle layer,152,Cannot read Welsh,7751
863,2021,W02000265,2021 super output areas - middle layer,152,Can read Welsh,1130
864,2021,W02000266,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7239
865,2021,W02000266,2021 super output areas - middle layer,152,Cannot read Welsh,6181
866,2021,W02000266,2021 super output areas - middle layer,152,Can read Welsh,1058
867,2021,W02000267,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6158
868,2021,W02000267,2021 super output areas - middle layer,152,Cannot read Welsh,5527
869,2021,W02000267,2021 super output areas - middle layer,152,Can read Welsh,631
870,2021,W02000268,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8661
871,2021,W02000268,2021 super output areas - middle layer,152,Cannot read Welsh,7544
872,2021,W02000268,2021 super output areas - middle layer,152,Can read Welsh,1117
873,2021,W02000269,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7949
874,2021,W02000269,2021 super output areas - middle layer,152,Cannot read Welsh,7230
875,2021,W02000269,2021 super output areas - middle layer,152,Can read Welsh,719
876,2021,W02000270,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6394
877,2021,W02000270,2021 super output areas - middle layer,152,Cannot read Welsh,5477
878,2021,W02000270,2021 super output areas - middle layer,152,Can read Welsh,917
879,2021,W02000271,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5268
880,2021,W02000271,2021 super output areas - middle layer,152,Cannot read Welsh,4745
881,2021,W02000271,2021 super output areas - middle layer,152,Can read Welsh,523
882,2021,W02000272,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9621
883,2021,W02000272,2021 super output areas - middle layer,152,Cannot read Welsh,8199
884,2021,W02000272,2021 super output areas - middle layer,152,Can read Welsh,1422
885,2021,W02000273,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,10123
886,2021,W02000273,2021 super output areas - middle layer,152,Cannot read Welsh,9090
887,2021,W02000273,2021 super output areas - middle layer,152,Can read Welsh,1033
888,2021,W02000274,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9872
889,2021,W02000274,2021 super output areas - middle layer,152,Cannot read Welsh,8777
890,2021,W02000274,2021 super output areas - middle layer,152,Can read Welsh,1095
891,2021,W02000275,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5881
892,2021,W02000275,2021 super output areas - middle layer,152,Cannot read Welsh,5213
893,2021,W02000275,2021 super output areas - middle layer,152,Can read Welsh,668
894,2021,W02000276,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6291
895,2021,W02000276,2021 super output areas - middle layer,152,Cannot read Welsh,5303
896,2021,W02000276,2021 super output areas - middle layer,152,Can read Welsh,988
897,2021,W02000277,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6757
898,2021,W02000277,2021 super output areas - middle layer,152,Cannot read Welsh,5852
899,2021,W02000277,2021 super output areas - middle layer,152,Can read Welsh,905
900,2021,W02000278,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8704
901,2021,W02000278,2021 super output areas - middle layer,152,Cannot read Welsh,7011
902,2021,W02000278,2021 super output areas - middle layer,152,Can read Welsh,1693
903,2021,W02000279,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7481
904,2021,W02000279,2021 super output areas - middle layer,152,Cannot read Welsh,6552
905,2021,W02000279,2021 super output areas - middle layer,152,Can read Welsh,929
906,2021,W02000280,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9230
907,2021,W02000280,2021 super output areas - middle layer,152,Cannot read Welsh,7874
908,2021,W02000280,2021 super output areas - middle layer,152,Can read Welsh,1356
909,2021,W02000281,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7284
910,2021,W02000281,2021 super output areas - middle layer,152,Cannot read Welsh,6106
911,2021,W02000281,2021 super output areas - middle layer,152,Can read Welsh,1178
912,2021,W02000282,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,11120
913,2021,W02000282,2021 super output areas - middle layer,152,Cannot read Welsh,9109
914,2021,W02000282,2021 super output areas - middle layer,152,Can read Welsh,2011
915,2021,W02000290,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8281
916,2021,W02000290,2021 super output areas - middle layer,152,Cannot read Welsh,7471
917,2021,W02000290,2021 super output areas - middle layer,152,Can read Welsh,810
918,2021,W02000291,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6838
919,2021,W02000291,2021 super output areas - middle layer,152,Cannot read Welsh,6330
920,2021,W02000291,2021 super output areas - middle layer,152,Can read Welsh,508
921,2021,W02000292,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5623
922,2021,W02000292,2021 super output areas - middle layer,152,Cannot read Welsh,4978
923,2021,W02000292,2021 super output areas - middle layer,152,Can read Welsh,645
924,2021,W02000293,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5807
925,2021,W02000293,2021 super output areas - middle layer,152,Cannot read Welsh,5276
926,2021,W02000293,2021 super output areas - middle layer,152,Can read Welsh,531
927,2021,W02000294,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5458
928,2021,W02000294,2021 super output areas - middle layer,152,Cannot read Welsh,4950
929,2021,W02000294,2021 super output areas - middle layer,152,Can read Welsh,508
930,2021,W02000295,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9258
931,2021,W02000295,2021 super output areas - middle layer,152,Cannot read Welsh,8432
932,2021,W02000295,2021 super output areas - middle layer,152,Can read Welsh,826
933,2021,W02000296,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7167
934,2021,W02000296,2021 super output areas - middle layer,152,Cannot read Welsh,6474
935,2021,W02000296,2021 super output areas - middle layer,152,Can read Welsh,693
936,2021,W02000297,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7233
937,2021,W02000297,2021 super output areas - middle layer,152,Cannot read Welsh,6380
938,2021,W02000297,2021 super output areas - middle layer,152,Can read Welsh,853
939,2021,W02000298,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6951
940,2021,W02000298,2021 super output areas - middle layer,152,Cannot read Welsh,6329
941,2021,W02000298,2021 super output areas - middle layer,152,Can read Welsh,622
942,2021,W02000299,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6080
943,2021,W02000299,2021 super output areas - middle layer,152,Cannot read Welsh,5600
944,2021,W02000299,2021 super output areas - middle layer,152,Can read Welsh,480
945,2021,W02000300,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8149
946,2021,W02000300,2021 super output areas - middle layer,152,Cannot read Welsh,7436
947,2021,W02000300,2021 super output areas - middle layer,152,Can read Welsh,713
948,2021,W02000301,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7708
949,2021,W02000301,2021 super output areas - middle layer,152,Cannot read Welsh,6878
950,2021,W02000301,2021 super output areas - middle layer,152,Can read Welsh,830
951,2021,W02000302,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9684
952,2021,W02000302,2021 super output areas - middle layer,152,Cannot read Welsh,8332
953,2021,W02000302,2021 super output areas - middle layer,152,Can read Welsh,1352
954,2021,W02000303,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6905
955,2021,W02000303,2021 super output areas - middle layer,152,Cannot read Welsh,6189
956,2021,W02000303,2021 super output areas - middle layer,152,Can read Welsh,716
957,2021,W02000304,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5336
958,2021,W02000304,2021 super output areas - middle layer,152,Cannot read Welsh,4892
959,2021,W02000304,2021 super output areas - middle layer,152,Can read Welsh,444
960,2021,W02000305,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5942
961,2021,W02000305,2021 super output areas - middle layer,152,Cannot read Welsh,5521
962,2021,W02000305,2021 super output areas - middle layer,152,Can read Welsh,421
963,2021,W02000306,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,4943
964,2021,W02000306,2021 super output areas - middle layer,152,Cannot read Welsh,4578
965,2021,W02000306,2021 super output areas - middle layer,152,Can read Welsh,365
966,2021,W02000307,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6282
967,2021,W02000307,2021 super output areas - middle layer,152,Cannot read Welsh,5336
968,2021,W02000307,2021 super output areas - middle layer,152,Can read Welsh,946
969,2021,W02000308,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8523
970,2021,W02000308,2021 super output areas - middle layer,152,Cannot read Welsh,7500
971,2021,W02000308,2021 super output areas - middle layer,152,Can read Welsh,1023
972,2021,W02000309,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6585
973,2021,W02000309,2021 super output areas - middle layer,152,Cannot read Welsh,5874
974,2021,W02000309,2021 super output areas - middle layer,152,Can read Welsh,711
975,2021,W02000310,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5136
976,2021,W02000310,2021 super output areas - middle layer,152,Cannot read Welsh,4587
977,2021,W02000310,2021 super output areas - middle layer,152,Can read Welsh,549
978,2021,W02000311,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9465
979,2021,W02000311,2021 super output areas - middle layer,152,Cannot read Welsh,8204
980,2021,W02000311,2021 super output areas - middle layer,152,Can read Welsh,1261
981,2021,W02000312,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7049
982,2021,W02000312,2021 super output areas - middle layer,152,Cannot read Welsh,6213
983,2021,W02000312,2021 super output areas - middle layer,152,Can read Welsh,836
984,2021,W02000313,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,10287
985,2021,W02000313,2021 super output areas - middle layer,152,Cannot read Welsh,8781
986,2021,W02000313,2021 super output areas - middle layer,152,Can read Welsh,1506
987,2021,W02000314,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6419
988,2021,W02000314,2021 super output areas - middle layer,152,Cannot read Welsh,6048
989,2021,W02000314,2021 super output areas - middle layer,152,Can read Welsh,371
990,2021,W02000315,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5080
991,2021,W02000315,2021 super output areas - middle layer,152,Cannot read Welsh,4722
992,2021,W02000315,2021 super output areas - middle layer,152,Can read Welsh,358
993,2021,W02000316,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6458
994,2021,W02000316,2021 super output areas - middle layer,152,Cannot read Welsh,6018
995,2021,W02000316,2021 super output areas - middle layer,152,Can read Welsh,440
996,2021,W02000317,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7509
997,2021,W02000317,2021 super output areas - middle layer,152,Cannot read Welsh,7100
998,2021,W02000317,2021 super output areas - middle layer,152,Can read Welsh,409
999,2021,W02000318,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8784
1000,2021,W02000318,2021 super output areas - middle layer,152,Cannot read Welsh,8160
1001,2021,W02000318,2021 super output areas - middle layer,152,Can read Welsh,624
1002,2021,W02000319,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7824
1003,2021,W02000319,2021 super output areas - middle layer,152,Cannot read Welsh,7292
1004,2021,W02000319,2021 super output areas - middle layer,152,Can read Welsh,532
1005,2021,W02000320,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7903
1006,2021,W02000320,2021 super output areas - middle layer,152,Cannot read Welsh,7407
1007,2021,W02000320,2021 super output areas - middle layer,152,Can read Welsh,496
1008,2021,W02000321,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8342
1009,2021,W02000321,2021 super output areas - middle layer,152,Cannot read Welsh,7884
1010,2021,W02000321,2021 super output areas - middle layer,152,Can read Welsh,458
1011,2021,W02000322,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6479
1012,2021,W02000322,2021 super output areas - middle layer,152,Cannot read Welsh,6111
1013,2021,W02000322,2021 super output areas - middle layer,152,Can read Welsh,368
1014,2021,W02000323,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5817
1015,2021,W02000323,2021 super output areas - middle layer,152,Cannot read Welsh,5288
1016,2021,W02000323,2021 super output areas - middle layer,152,Can read Welsh,529
1017,2021,W02000324,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6804
1018,2021,W02000324,2021 super output areas - middle layer,152,Cannot read Welsh,6118
1019,2021,W02000324,2021 super output areas - middle layer,152,Can read Welsh,686
1020,2021,W02000325,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7054
1021,2021,W02000325,2021 super output areas - middle layer,152,Cannot read Welsh,6526
1022,2021,W02000325,2021 super output areas - middle layer,152,Can read Welsh,528
1023,2021,W02000326,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8584
1024,2021,W02000326,2021 super output areas - middle layer,152,Cannot read Welsh,7901
1025,2021,W02000326,2021 super output areas - middle layer,152,Can read Welsh,683
1026,2021,W02000327,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5747
1027,2021,W02000327,2021 super output areas - middle layer,152,Cannot read Welsh,5387
1028,2021,W02000327,2021 super output areas - middle layer,152,Can read Welsh,360
1029,2021,W02000328,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7285
1030,2021,W02000328,2021 super output areas - middle layer,152,Cannot read Welsh,6625
1031,2021,W02000328,2021 super output areas - middle layer,152,Can read Welsh,660
1032,2021,W02000329,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7800
1033,2021,W02000329,2021 super output areas - middle layer,152,Cannot read Welsh,7119
1034,2021,W02000329,2021 super output areas - middle layer,152,Can read Welsh,681
1035,2021,W02000330,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6892
1036,2021,W02000330,2021 super output areas - middle layer,152,Cannot read Welsh,6365
1037,2021,W02000330,2021 super output areas - middle layer,152,Can read Welsh,527
1038,2021,W02000331,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6235
1039,2021,W02000331,2021 super output areas - middle layer,152,Cannot read Welsh,5743
1040,2021,W02000331,2021 super output areas - middle layer,152,Can read Welsh,492
1041,2021,W02000332,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7365
1042,2021,W02000332,2021 super output areas - middle layer,152,Cannot read Welsh,6755
1043,2021,W02000332,2021 super output areas - middle layer,152,Can read Welsh,610
1044,2021,W02000333,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6060
1045,2021,W02000333,2021 super output areas - middle layer,152,Cannot read Welsh,5574
1046,2021,W02000333,2021 super output areas - middle layer,152,Can read Welsh,486
1047,2021,W02000334,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6414
1048,2021,W02000334,2021 super output areas - middle layer,152,Cannot read Welsh,5922
1049,2021,W02000334,2021 super output areas - middle layer,152,Can read Welsh,492
