,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_WLANGR_3_NAME,OBS_VALUE
346,2021,W02000138,2021 super output areas - middle layer,152,Cannot read Welsh,8661
347,2021,W02000138,2021 super output areas - middle layer,152,Can read Welsh,695
348,2021,W02000139,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7562
349,2021,W02000139,2021 super output areas - middle layer,152,Cannot read Welsh,6805
350,2021,W02000139,2021 super output areas - middle layer,152,Can read Welsh,757
351,2021,W02000140,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7054
352,2021,W02000140,2021 super output areas - middle layer,152,Cannot read Welsh,6482
353,2021,W02000140,2021 super output areas - middle layer,152,Can read Welsh,572
354,2021,W02000141,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5685
355,2021,W02000141,2021 super output areas - middle layer,152,Cannot read Welsh,5016
356,2021,W02000141,2021 super output areas - middle layer,152,Can read Welsh,669
357,2021,W02000142,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5401
358,2021,W02000142,2021 super output areas - middle layer,152,Cannot read Welsh,2812
359,2021,W02000142,2021 super output areas - middle layer,152,Can read Welsh,2589
360,2021,W02000143,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5465
361,2021,W02000143,2021 super output areas - middle layer,152,Cannot read Welsh,3435
362,2021,W02000143,2021 super output areas - middle layer,152,Can read Welsh,2030
363,2021,W02000144,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7452
364,2021,W02000144,2021 super output areas - middle layer,152,Cannot read Welsh,4242
365,2021,W02000144,2021 super output areas - middle layer,152,Can read Welsh,3210
366,2021,W02000145,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6950
367,2021,W02000145,2021 super output areas - middle layer,152,Cannot read Welsh,4040
368,2021,W02000145,2021 super output areas - middle layer,152,Can read Welsh,2910
369,2021,W02000146,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6400
370,2021,W02000146,2021 super output areas - middle layer,152,Cannot read Welsh,3387
371,2021,W02000146,2021 super output areas - middle layer,152,Can read Welsh,3013
372,2021,W02000147,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8230
373,2021,W02000147,2021 super output areas - middle layer,152,Cannot read Welsh,5185
374,2021,W02000147,2021 super output areas - middle layer,152,Can read Welsh,3045
375,2021,W02000148,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5081
376,2021,W02000148,2021 super output areas - middle layer,152,Cannot read Welsh,3480
377,2021,W02000148,2021 super output areas - middle layer,152,Can read Welsh,1601
378,2021,W02000149,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6275
379,2021,W02000149,2021 super output areas - middle layer,152,Cannot read Welsh,4055
380,2021,W02000149,2021 super output areas - middle layer,152,Can read Welsh,2220
381,2021,W02000151,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7169
382,2021,W02000151,2021 super output areas - middle layer,152,Cannot read Welsh,3892
383,2021,W02000151,2021 super output areas - middle layer,152,Can read Welsh,3277
384,2021,W02000152,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8419
385,2021,W02000152,2021 super output areas - middle layer,152,Cannot read Welsh,4787
386,2021,W02000152,2021 super output areas - middle layer,152,Can read Welsh,3632
387,2021,W02000153,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8457
388,2021,W02000153,2021 super output areas - middle layer,152,Cannot read Welsh,4622
389,2021,W02000153,2021 super output areas - middle layer,152,Can read Welsh,3835
390,2021,W02000154,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7612
391,2021,W02000154,2021 super output areas - middle layer,152,Cannot read Welsh,4452
392,2021,W02000154,2021 super output areas - middle layer,152,Can read Welsh,3160
393,2021,W02000156,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8190
394,2021,W02000156,2021 super output areas - middle layer,152,Cannot read Welsh,4069
395,2021,W02000156,2021 super output areas - middle layer,152,Can read Welsh,4121
396,2021,W02000157,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9796
397,2021,W02000157,2021 super output areas - middle layer,152,Cannot read Welsh,4704
398,2021,W02000157,2021 super output areas - middle layer,152,Can read Welsh,5092
399,2021,W02000158,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5701
400,2021,W02000158,2021 super output areas - middle layer,152,Cannot read Welsh,3755
401,2021,W02000158,2021 super output areas - middle layer,152,Can read Welsh,1946
402,2021,W02000159,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6051
403,2021,W02000159,2021 super output areas - middle layer,152,Cannot read Welsh,3975
404,2021,W02000159,2021 super output areas - middle layer,152,Can read Welsh,2076
405,2021,W02000160,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7456
406,2021,W02000160,2021 super output areas - middle layer,152,Cannot read Welsh,5111
407,2021,W02000160,2021 super output areas - middle layer,152,Can read Welsh,2345
408,2021,W02000161,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5045
409,2021,W02000161,2021 super output areas - middle layer,152,Cannot read Welsh,3921
410,2021,W02000161,2021 super output areas - middle layer,152,Can read Welsh,1124
411,2021,W02000162,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8060
412,2021,W02000162,2021 super output areas - middle layer,152,Cannot read Welsh,5876
413,2021,W02000162,2021 super output areas - middle layer,152,Can read Welsh,2184
414,2021,W02000163,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5178
415,2021,W02000163,2021 super output areas - middle layer,152,Cannot read Welsh,3936
416,2021,W02000163,2021 super output areas - middle layer,152,Can read Welsh,1242
417,2021,W02000164,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7223
418,2021,W02000164,2021 super output areas - middle layer,152,Cannot read Welsh,5211
419,2021,W02000164,2021 super output areas - middle layer,152,Can read Welsh,2012
420,2021,W02000165,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6382
421,2021,W02000165,2021 super output areas - middle layer,152,Cannot read Welsh,5165
422,2021,W02000165,2021 super output areas - middle layer,152,Can read Welsh,1217
423,2021,W02000166,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8823
424,2021,W02000166,2021 super output areas - middle layer,152,Cannot read Welsh,6872
425,2021,W02000166,2021 super output areas - middle layer,152,Can read Welsh,1951
426,2021,W02000167,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9933
427,2021,W02000167,2021 super output areas - middle layer,152,Cannot read Welsh,8204
428,2021,W02000167,2021 super output areas - middle layer,152,Can read Welsh,1729
429,2021,W02000418,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,11969
430,2021,W02000418,2021 super output areas - middle layer,152,Cannot read Welsh,7786
431,2021,W02000418,2021 super output areas - middle layer,152,Can read Welsh,4183
432,2021,W02000168,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6343
433,2021,W02000168,2021 super output areas - middle layer,152,Cannot read Welsh,4839
434,2021,W02000168,2021 super output areas - middle layer,152,Can read Welsh,1504
435,2021,W02000169,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8879
436,2021,W02000169,2021 super output areas - middle layer,152,Cannot read Welsh,7050
437,2021,W02000169,2021 super output areas - middle layer,152,Can read Welsh,1829
438,2021,W02000170,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8483
439,2021,W02000170,2021 super output areas - middle layer,152,Cannot read Welsh,7459
440,2021,W02000170,2021 super output areas - middle layer,152,Can read Welsh,1024
441,2021,W02000171,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8191
442,2021,W02000171,2021 super output areas - middle layer,152,Cannot read Welsh,6920
443,2021,W02000171,2021 super output areas - middle layer,152,Can read Welsh,1271
444,2021,W02000172,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9923
445,2021,W02000172,2021 super output areas - middle layer,152,Cannot read Welsh,8635
446,2021,W02000172,2021 super output areas - middle layer,152,Can read Welsh,1288
447,2021,W02000173,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7684
448,2021,W02000173,2021 super output areas - middle layer,152,Cannot read Welsh,6618
449,2021,W02000173,2021 super output areas - middle layer,152,Can read Welsh,1066
450,2021,W02000174,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9360
451,2021,W02000174,2021 super output areas - middle layer,152,Cannot read Welsh,7890
452,2021,W02000174,2021 super output areas - middle layer,152,Can read Welsh,1470
453,2021,W02000175,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7132
454,2021,W02000175,2021 super output areas - middle layer,152,Cannot read Welsh,6387
455,2021,W02000175,2021 super output areas - middle layer,152,Can read Welsh,745
456,2021,W02000176,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8692
457,2021,W02000176,2021 super output areas - middle layer,152,Cannot read Welsh,7864
458,2021,W02000176,2021 super output areas - middle layer,152,Can read Welsh,828
459,2021,W02000177,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6776
460,2021,W02000177,2021 super output areas - middle layer,152,Cannot read Welsh,5857
461,2021,W02000177,2021 super output areas - middle layer,152,Can read Welsh,919
462,2021,W02000178,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8459
463,2021,W02000178,2021 super output areas - middle layer,152,Cannot read Welsh,7807
464,2021,W02000178,2021 super output areas - middle layer,152,Can read Welsh,652
465,2021,W02000179,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6328
466,2021,W02000179,2021 super output areas - middle layer,152,Cannot read Welsh,5565
467,2021,W02000179,2021 super output areas - middle layer,152,Can read Welsh,763
468,2021,W02000180,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7729
469,2021,W02000180,2021 super output areas - middle layer,152,Cannot read Welsh,7041
470,2021,W02000180,2021 super output areas - middle layer,152,Can read Welsh,688
471,2021,W02000181,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7135
472,2021,W02000181,2021 super output areas - middle layer,152,Cannot read Welsh,6584
473,2021,W02000181,2021 super output areas - middle layer,152,Can read Welsh,551
474,2021,W02000182,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7297
475,2021,W02000182,2021 super output areas - middle layer,152,Cannot read Welsh,6737
476,2021,W02000182,2021 super output areas - middle layer,152,Can read Welsh,560
477,2021,W02000183,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9895
478,2021,W02000183,2021 super output areas - middle layer,152,Cannot read Welsh,9130
479,2021,W02000183,2021 super output areas - middle layer,152,Can read Welsh,765
480,2021,W02000184,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6583
481,2021,W02000184,2021 super output areas - middle layer,152,Cannot read Welsh,5906
482,2021,W02000184,2021 super output areas - middle layer,152,Can read Welsh,677
483,2021,W02000185,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,4930
484,2021,W02000185,2021 super output areas - middle layer,152,Cannot read Welsh,4361
485,2021,W02000185,2021 super output areas - middle layer,152,Can read Welsh,569
486,2021,W02000186,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8360
487,2021,W02000186,2021 super output areas - middle layer,152,Cannot read Welsh,7880
488,2021,W02000186,2021 super output areas - middle layer,152,Can read Welsh,480
489,2021,W02000188,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7826
490,2021,W02000188,2021 super output areas - middle layer,152,Cannot read Welsh,7237
491,2021,W02000188,2021 super output areas - middle layer,152,Can read Welsh,589
492,2021,W02000189,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8054
493,2021,W02000189,2021 super output areas - middle layer,152,Cannot read Welsh,7170
494,2021,W02000189,2021 super output areas - middle layer,152,Can read Welsh,884
495,2021,W02000191,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8605
496,2021,W02000191,2021 super output areas - middle layer,152,Cannot read Welsh,7434
497,2021,W02000191,2021 super output areas - middle layer,152,Can read Welsh,1171
498,2021,W02000192,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8928
499,2021,W02000192,2021 super output areas - middle layer,152,Cannot read Welsh,8217
500,2021,W02000192,2021 super output areas - middle layer,152,Can read Welsh,711
501,2021,W02000193,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8697
502,2021,W02000193,2021 super output areas - middle layer,152,Cannot read Welsh,7734
503,2021,W02000193,2021 super output areas - middle layer,152,Can read Welsh,963
504,2021,W02000194,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6410
505,2021,W02000194,2021 super output areas - middle layer,152,Cannot read Welsh,5501
506,2021,W02000194,2021 super output areas - middle layer,152,Can read Welsh,909
507,2021,W02000195,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5696
508,2021,W02000195,2021 super output areas - middle layer,152,Cannot read Welsh,4997
509,2021,W02000195,2021 super output areas - middle layer,152,Can read Welsh,699
510,2021,W02000196,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6144
511,2021,W02000196,2021 super output areas - middle layer,152,Cannot read Welsh,5434
512,2021,W02000196,2021 super output areas - middle layer,152,Can read Welsh,710
513,2021,W02000197,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5963
514,2021,W02000197,2021 super output areas - middle layer,152,Cannot read Welsh,5329
515,2021,W02000197,2021 super output areas - middle layer,152,Can read Welsh,634
516,2021,W02000198,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7124
517,2021,W02000198,2021 super output areas - middle layer,152,Cannot read Welsh,6242
518,2021,W02000198,2021 super output areas - middle layer,152,Can read Welsh,882
519,2021,W02000428,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,10260
520,2021,W02000428,2021 super output areas - middle layer,152,Cannot read Welsh,9259
521,2021,W02000428,2021 super output areas - middle layer,152,Can read Welsh,1001
522,2021,W02000200,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,4996
523,2021,W02000200,2021 super output areas - middle layer,152,Cannot read Welsh,4103
524,2021,W02000200,2021 super output areas - middle layer,152,Can read Welsh,893
525,2021,W02000201,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5153
526,2021,W02000201,2021 super output areas - middle layer,152,Cannot read Welsh,4301
527,2021,W02000201,2021 super output areas - middle layer,152,Can read Welsh,852
528,2021,W02000202,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,12137
529,2021,W02000202,2021 super output areas - middle layer,152,Cannot read Welsh,9303
530,2021,W02000202,2021 super output areas - middle layer,152,Can read Welsh,2834
531,2021,W02000204,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6450
532,2021,W02000204,2021 super output areas - middle layer,152,Cannot read Welsh,5580
533,2021,W02000204,2021 super output areas - middle layer,152,Can read Welsh,870
534,2021,W02000205,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5605
535,2021,W02000205,2021 super output areas - middle layer,152,Cannot read Welsh,4994
536,2021,W02000205,2021 super output areas - middle layer,152,Can read Welsh,611
537,2021,W02000206,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6421
538,2021,W02000206,2021 super output areas - middle layer,152,Cannot read Welsh,5808
539,2021,W02000206,2021 super output areas - middle layer,152,Can read Welsh,613
540,2021,W02000207,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5112
541,2021,W02000207,2021 super output areas - middle layer,152,Cannot read Welsh,4552
542,2021,W02000207,2021 super output areas - middle layer,152,Can read Welsh,560
543,2021,W02000208,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,12341
544,2021,W02000208,2021 super output areas - middle layer,152,Cannot read Welsh,11075
545,2021,W02000208,2021 super output areas - middle layer,152,Can read Welsh,1266
546,2021,W02000210,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5991
547,2021,W02000210,2021 super output areas - middle layer,152,Cannot read Welsh,5448
548,2021,W02000210,2021 super output areas - middle layer,152,Can read Welsh,543
549,2021,W02000211,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7521
550,2021,W02000211,2021 super output areas - middle layer,152,Cannot read Welsh,6795
551,2021,W02000211,2021 super output areas - middle layer,152,Can read Welsh,726
552,2021,W02000212,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7512
553,2021,W02000212,2021 super output areas - middle layer,152,Cannot read Welsh,6522
554,2021,W02000212,2021 super output areas - middle layer,152,Can read Welsh,990
555,2021,W02000213,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6574
556,2021,W02000213,2021 super output areas - middle layer,152,Cannot read Welsh,5925
557,2021,W02000213,2021 super output areas - middle layer,152,Can read Welsh,649
558,2021,W02000214,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9395
559,2021,W02000214,2021 super output areas - middle layer,152,Cannot read Welsh,8720
560,2021,W02000214,2021 super output areas - middle layer,152,Can read Welsh,675
561,2021,W02000215,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9174
562,2021,W02000215,2021 super output areas - middle layer,152,Cannot read Welsh,8508
563,2021,W02000215,2021 super output areas - middle layer,152,Can read Welsh,666
564,2021,W02000216,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6980
565,2021,W02000216,2021 super output areas - middle layer,152,Cannot read Welsh,6318
566,2021,W02000216,2021 super output areas - middle layer,152,Can read Welsh,662
567,2021,W02000217,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6222
568,2021,W02000217,2021 super output areas - middle layer,152,Cannot read Welsh,5673
569,2021,W02000217,2021 super output areas - middle layer,152,Can read Welsh,549
570,2021,W02000417,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9864
571,2021,W02000417,2021 super output areas - middle layer,152,Cannot read Welsh,6343
572,2021,W02000417,2021 super output areas - middle layer,152,Can read Welsh,3521
573,2021,W02000427,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,10869
574,2021,W02000427,2021 super output areas - middle layer,152,Cannot read Welsh,9769
575,2021,W02000427,2021 super output areas - middle layer,152,Can read Welsh,1100
576,2021,W02000218,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6443
577,2021,W02000218,2021 super output areas - middle layer,152,Cannot read Welsh,5887
578,2021,W02000218,2021 super output areas - middle layer,152,Can read Welsh,556
579,2021,W02000219,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6993
580,2021,W02000219,2021 super output areas - middle layer,152,Cannot read Welsh,6092
581,2021,W02000219,2021 super output areas - middle layer,152,Can read Welsh,901
582,2021,W02000220,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7738
583,2021,W02000220,2021 super output areas - middle layer,152,Cannot read Welsh,7083
584,2021,W02000220,2021 super output areas - middle layer,152,Can read Welsh,655
585,2021,W02000221,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7450
586,2021,W02000221,2021 super output areas - middle layer,152,Cannot read Welsh,6657
587,2021,W02000221,2021 super output areas - middle layer,152,Can read Welsh,793
588,2021,W02000222,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6041
589,2021,W02000222,2021 super output areas - middle layer,152,Cannot read Welsh,5187
590,2021,W02000222,2021 super output areas - middle layer,152,Can read Welsh,854
591,2021,W02000223,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5819
592,2021,W02000223,2021 super output areas - middle layer,152,Cannot read Welsh,5208
593,2021,W02000223,2021 super output areas - middle layer,152,Can read Welsh,611
594,2021,W02000224,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6267
595,2021,W02000224,2021 super output areas - middle layer,152,Cannot read Welsh,5633
596,2021,W02000224,2021 super output areas - middle layer,152,Can read Welsh,634
597,2021,W02000225,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8641
598,2021,W02000225,2021 super output areas - middle layer,152,Cannot read Welsh,7824
599,2021,W02000225,2021 super output areas - middle layer,152,Can read Welsh,817
600,2021,W02000226,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9768
601,2021,W02000226,2021 super output areas - middle layer,152,Cannot read Welsh,8731
602,2021,W02000226,2021 super output areas - middle layer,152,Can read Welsh,1037
603,2021,W02000227,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7136
604,2021,W02000227,2021 super output areas - middle layer,152,Cannot read Welsh,6423
605,2021,W02000227,2021 super output areas - middle layer,152,Can read Welsh,713
606,2021,W02000228,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,11665
607,2021,W02000228,2021 super output areas - middle layer,152,Cannot read Welsh,10314
608,2021,W02000228,2021 super output areas - middle layer,152,Can read Welsh,1351
609,2021,W02000229,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5965
610,2021,W02000229,2021 super output areas - middle layer,152,Cannot read Welsh,5495
611,2021,W02000229,2021 super output areas - middle layer,152,Can read Welsh,470
612,2021,W02000230,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5533
613,2021,W02000230,2021 super output areas - middle layer,152,Cannot read Welsh,4898
614,2021,W02000230,2021 super output areas - middle layer,152,Can read Welsh,635
615,2021,W02000231,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8081
616,2021,W02000231,2021 super output areas - middle layer,152,Cannot read Welsh,7373
617,2021,W02000231,2021 super output areas - middle layer,152,Can read Welsh,708
618,2021,W02000232,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5570
619,2021,W02000232,2021 super output areas - middle layer,152,Cannot read Welsh,4994
620,2021,W02000232,2021 super output areas - middle layer,152,Can read Welsh,576
621,2021,W02000233,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6000
622,2021,W02000233,2021 super output areas - middle layer,152,Cannot read Welsh,5406
623,2021,W02000233,2021 super output areas - middle layer,152,Can read Welsh,594
624,2021,W02000234,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,10342
625,2021,W02000234,2021 super output areas - middle layer,152,Cannot read Welsh,9180
626,2021,W02000234,2021 super output areas - middle layer,152,Can read Welsh,1162
627,2021,W02000235,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9011
628,2021,W02000235,2021 super output areas - middle layer,152,Cannot read Welsh,8130
629,2021,W02000235,2021 super output areas - middle layer,152,Can read Welsh,881
630,2021,W02000236,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6828
631,2021,W02000236,2021 super output areas - middle layer,152,Cannot read Welsh,6272
632,2021,W02000236,2021 super output areas - middle layer,152,Can read Welsh,556
633,2021,W02000237,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5984
634,2021,W02000237,2021 super output areas - middle layer,152,Cannot read Welsh,5166
635,2021,W02000237,2021 super output areas - middle layer,152,Can read Welsh,818
636,2021,W02000238,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6429
637,2021,W02000238,2021 super output areas - middle layer,152,Cannot read Welsh,5480
638,2021,W02000238,2021 super output areas - middle layer,152,Can read Welsh,949
639,2021,W02000239,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7785
640,2021,W02000239,2021 super output areas - middle layer,152,Cannot read Welsh,6784
641,2021,W02000239,2021 super output areas - middle layer,152,Can read Welsh,1001
642,2021,W02000240,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8763
643,2021,W02000240,2021 super output areas - middle layer,152,Cannot read Welsh,7728
644,2021,W02000240,2021 super output areas - middle layer,152,Can read Welsh,1035
645,2021,W02000241,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9946
646,2021,W02000241,2021 super output areas - middle layer,152,Cannot read Welsh,8643
647,2021,W02000241,2021 super output areas - middle layer,152,Can read Welsh,1303
648,2021,W02000242,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7978
649,2021,W02000242,2021 super output areas - middle layer,152,Cannot read Welsh,7057
650,2021,W02000242,2021 super output areas - middle layer,152,Can read Welsh,921
651,2021,W02000243,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8980
652,2021,W02000243,2021 super output areas - middle layer,152,Cannot read Welsh,8013
653,2021,W02000243,2021 super output areas - middle layer,152,Can read Welsh,967
654,2021,W02000244,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9873
655,2021,W02000244,2021 super output areas - middle layer,152,Cannot read Welsh,8752
656,2021,W02000244,2021 super output areas - middle layer,152,Can read Welsh,1121
657,2021,W02000245,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8006
658,2021,W02000245,2021 super output areas - middle layer,152,Cannot read Welsh,7199
659,2021,W02000245,2021 super output areas - middle layer,152,Can read Welsh,807
660,2021,W02000246,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5201
661,2021,W02000246,2021 super output areas - middle layer,152,Cannot read Welsh,4617
662,2021,W02000246,2021 super output areas - middle layer,152,Can read Welsh,584
663,2021,W02000247,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8490
664,2021,W02000247,2021 super output areas - middle layer,152,Cannot read Welsh,7609
665,2021,W02000247,2021 super output areas - middle layer,152,Can read Welsh,881
666,2021,W02000248,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,10206
667,2021,W02000248,2021 super output areas - middle layer,152,Cannot read Welsh,9104
668,2021,W02000248,2021 super output areas - middle layer,152,Can read Welsh,1102
669,2021,W02000249,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8501
670,2021,W02000249,2021 super output areas - middle layer,152,Cannot read Welsh,7464
671,2021,W02000249,2021 super output areas - middle layer,152,Can read Welsh,1037
672,2021,W02000250,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,11287
673,2021,W02000250,2021 super output areas - middle layer,152,Cannot read Welsh,10115
674,2021,W02000250,2021 super output areas - middle layer,152,Can read Welsh,1172
675,2021,W02000251,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,10654
676,2021,W02000251,2021 super output areas - middle layer,152,Cannot read Welsh,9354
677,2021,W02000251,2021 super output areas - middle layer,152,Can read Welsh,1300
678,2021,W02000367,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5966
679,2021,W02000367,2021 super output areas - middle layer,152,Cannot read Welsh,5114
680,2021,W02000367,2021 super output areas - middle layer,152,Can read Welsh,852
681,2021,W02000368,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5522
682,2021,W02000368,2021 super output areas - middle layer,152,Cannot read Welsh,4798
683,2021,W02000368,2021 super output areas - middle layer,152,Can read Welsh,724
684,2021,W02000369,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9319
685,2021,W02000369,2021 super output areas - middle layer,152,Cannot read Welsh,8228
686,2021,W02000369,2021 super output areas - middle layer,152,Can read Welsh,1091
687,2021,W02000370,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6411
688,2021,W02000370,2021 super output areas - middle layer,152,Cannot read Welsh,5529
689,2021,W02000370,2021 super output areas - middle layer,152,Can read Welsh,882
690,2021,W02000371,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8823
691,2021,W02000371,2021 super output areas - middle layer,152,Cannot read Welsh,7711
692,2021,W02000371,2021 super output areas - middle layer,152,Can read Welsh,1112
693,2021,W02000372,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8060
694,2021,W02000372,2021 super output areas - middle layer,152,Cannot read Welsh,6668
695,2021,W02000372,2021 super output areas - middle layer,152,Can read Welsh,1392
696,2021,W02000373,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6793
697,2021,W02000373,2021 super output areas - middle layer,152,Cannot read Welsh,6314
