,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_OCCRAT_ROOMS_6_NAME,OBS_VALUE
206,2021,E02000175,2021 super output areas - middle layer,152,Total: All households,4308
207,2021,E02000175,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,802
208,2021,E02000175,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,1008
209,2021,E02000175,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,1568
210,2021,E02000175,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,834
211,2021,E02000175,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,96
212,2021,E02000176,2021 super output areas - middle layer,152,Total: All households,3001
213,2021,E02000176,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,633
214,2021,E02000176,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,840
215,2021,E02000176,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,937
216,2021,E02000176,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,562
217,2021,E02000176,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,29
218,2021,E02000177,2021 super output areas - middle layer,152,Total: All households,3659
219,2021,E02000177,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,513
220,2021,E02000177,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,869
221,2021,E02000177,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,1465
222,2021,E02000177,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,652
223,2021,E02000177,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,160
224,2021,E02000178,2021 super output areas - middle layer,152,Total: All households,4166
225,2021,E02000178,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,460
226,2021,E02000178,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,854
227,2021,E02000178,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,1735
228,2021,E02000178,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,925
229,2021,E02000178,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,192
230,2021,E02000179,2021 super output areas - middle layer,152,Total: All households,2549
231,2021,E02000179,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,567
232,2021,E02000179,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,630
233,2021,E02000179,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,787
234,2021,E02000179,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,478
235,2021,E02000179,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,87
236,2021,E02000180,2021 super output areas - middle layer,152,Total: All households,3516
237,2021,E02000180,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,542
238,2021,E02000180,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,805
239,2021,E02000180,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,1445
240,2021,E02000180,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,603
241,2021,E02000180,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,121
242,2021,E02000181,2021 super output areas - middle layer,152,Total: All households,3751
243,2021,E02000181,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,689
244,2021,E02000181,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,1051
245,2021,E02000181,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,1390
246,2021,E02000181,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,559
247,2021,E02000181,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,62
248,2021,E02000182,2021 super output areas - middle layer,152,Total: All households,3082
249,2021,E02000182,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,752
250,2021,E02000182,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,776
251,2021,E02000182,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,1040
252,2021,E02000182,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,426
253,2021,E02000182,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,88
254,2021,E02000183,2021 super output areas - middle layer,152,Total: All households,3619
255,2021,E02000183,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,855
256,2021,E02000183,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,828
257,2021,E02000183,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,1255
258,2021,E02000183,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,606
259,2021,E02000183,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,75
260,2021,E02000184,2021 super output areas - middle layer,152,Total: All households,3634
261,2021,E02000184,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,393
262,2021,E02000184,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,857
263,2021,E02000184,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,1468
264,2021,E02000184,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,761
265,2021,E02000184,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,155
266,2021,E02000185,2021 super output areas - middle layer,152,Total: All households,4069
267,2021,E02000185,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,434
268,2021,E02000185,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,751
269,2021,E02000185,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,1631
270,2021,E02000185,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,1051
271,2021,E02000185,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,202
272,2021,E02000186,2021 super output areas - middle layer,152,Total: All households,2941
273,2021,E02000186,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,535
274,2021,E02000186,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,578
275,2021,E02000186,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,1106
276,2021,E02000186,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,648
277,2021,E02000186,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,74
278,2021,E02000187,2021 super output areas - middle layer,152,Total: All households,3817
279,2021,E02000187,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,327
280,2021,E02000187,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,701
281,2021,E02000187,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,1711
282,2021,E02000187,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,829
283,2021,E02000187,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,249
284,2021,E02000188,2021 super output areas - middle layer,152,Total: All households,2722
285,2021,E02000188,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,261
286,2021,E02000188,2021 super output areas - middle layer,152,Occupancy rating of rooms: +1,464
287,2021,E02000188,2021 super output areas - middle layer,152,Occupancy rating of rooms: 0,1160
288,2021,E02000188,2021 super output areas - middle layer,152,Occupancy rating of rooms: -1,654
289,2021,E02000188,2021 super output areas - middle layer,152,Occupancy rating of rooms: -2 or less,183
290,2021,E02000191,2021 super output areas - middle layer,152,Total: All households,2107
291,2021,E02000191,2021 super output areas - middle layer,152,Occupancy rating of rooms: +2 or more,231
