,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETHNIC_288_NAME,OBS_VALUE
0,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Chinese",4
1,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: English/Welsh/Scottish/Northern Irish/British",0
2,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Filipino",9
3,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Indian or British Indian",28
4,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Indonesian",0
5,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Iranian",9
6,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Japanese",0
7,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Kashmiri",0
8,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Korean",0
9,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Kurdish",4
10,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Malaysian",0
11,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Mauritian/Seychellois/Maldivian/Sao Tomean/St Helenian",1
12,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Mixed South Asian",0
13,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Myanmar or Burmese",0
14,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Nepali (includes Gurkha)",6
15,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other Asian, Asian unspecified",1
16,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other East Asian/ East Asian unspecified",5
17,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other Middle East",0
18,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other Mixed",0
19,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Pakistani or British Pakistani",15
20,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Punjabi",4
21,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Sikh",0
22,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Sinhalese",0
23,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Sri Lankan",3
24,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Taiwanese",0
25,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Tajikistani/Kazakhstani/Kyrgystani/Turkmenistani/Uzbekistani",1
26,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Tamil",6
27,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Thai",0
28,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Turkish",2
29,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Vietnamese",0
30,2021,E02002571,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Any other ethnic group",2
31,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background",52
32,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: African unspecified",20
33,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Angolan",0
34,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Arab",0
35,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Black British",15
36,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Cameroonian",0
37,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Cote D'Ivoire",0
38,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Democratic Republic of the Congo",0
39,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: English/Welsh/Scottish/Northern Irish/British",0
40,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Eritrean",0
41,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Ethiopian",0
42,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Gambian",0
43,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Ghanaian",1
44,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Kenyan",1
45,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Malawian",0
46,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Mauritian/Seychellois/Maldivian/Sao Tomean/St Helenian",0
47,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Mixed Black",0
48,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Moroccan",0
49,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Nigerian",10
50,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Other Black, Black unspecified",0
51,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Other Mixed",0
52,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Other North African",0
53,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Portuguese",0
54,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Sierra Leone",0
55,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Somali",0
56,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Somalilander",0
57,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: South African",1
58,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Sudanese",0
59,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Tanzanian",0
60,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Ugandan",0
61,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Zambian",0
62,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Zimbabwean",2
63,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Any other ethnic group",2
64,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background",28
65,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: African unspecified",0
66,2021,E02002571,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Black and European",0
