,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGE_SEX_20_NAME,OBS_VALUE
158,2021,E02002492,2021 super output areas - middle layer,152,Staff or owner,0
159,2021,E02002492,2021 super output areas - middle layer,152,Family member or partner of staff or owner,0
160,2021,E02002492,2021 super output areas - middle layer,152,Staying temporarily (no usual UK address),0
161,2021,E02002493,2021 super output areas - middle layer,152,Total: All usual residents in communal establishments,108
162,2021,E02002493,2021 super output areas - middle layer,152,Resident,95
163,2021,E02002493,2021 super output areas - middle layer,152,Resident:Male,41
164,2021,E02002493,2021 super output areas - middle layer,152,Resident: Male: Aged 0 to 15 years,0
165,2021,E02002493,2021 super output areas - middle layer,152,Resident: Male: Aged 16 to 24 years,0
166,2021,E02002493,2021 super output areas - middle layer,152,Resident: Male: Aged 25 to 34 years,0
167,2021,E02002493,2021 super output areas - middle layer,152,Resident: Male: Aged 35 to 49 years,6
168,2021,E02002493,2021 super output areas - middle layer,152,Resident: Male: Aged 50 to 64 years,9
169,2021,E02002493,2021 super output areas - middle layer,152,Resident: Male: Aged 65 to 74 years,16
170,2021,E02002493,2021 super output areas - middle layer,152,Resident: Male: Aged 75 to 84 years,8
171,2021,E02002493,2021 super output areas - middle layer,152,Resident: Male: Aged 85 years and over,2
172,2021,E02002493,2021 super output areas - middle layer,152,Resident:Female,54
173,2021,E02002493,2021 super output areas - middle layer,152,Resident: Female: Aged 0 to 15 years,0
174,2021,E02002493,2021 super output areas - middle layer,152,Resident: Female: Aged 16 to 24 years,0
175,2021,E02002493,2021 super output areas - middle layer,152,Resident: Female: Aged 25 to 34 years,0
176,2021,E02002493,2021 super output areas - middle layer,152,Resident: Female: Aged 35 to 49 years,0
177,2021,E02002493,2021 super output areas - middle layer,152,Resident: Female: Aged 50 to 64 years,4
178,2021,E02002493,2021 super output areas - middle layer,152,Resident: Female: Aged 65 to 74 years,14
179,2021,E02002493,2021 super output areas - middle layer,152,Resident: Female: Aged 75 to 84 years,20
180,2021,E02002493,2021 super output areas - middle layer,152,Resident: Female: Aged 85 years and over,16
181,2021,E02002493,2021 super output areas - middle layer,152,Staff or owner,3
182,2021,E02002493,2021 super output areas - middle layer,152,Family member or partner of staff or owner,0
183,2021,E02002493,2021 super output areas - middle layer,152,Staying temporarily (no usual UK address),10
184,2021,E02002494,2021 super output areas - middle layer,152,Total: All usual residents in communal establishments,52
185,2021,E02002494,2021 super output areas - middle layer,152,Resident,52
186,2021,E02002494,2021 super output areas - middle layer,152,Resident:Male,19
187,2021,E02002494,2021 super output areas - middle layer,152,Resident: Male: Aged 0 to 15 years,0
188,2021,E02002494,2021 super output areas - middle layer,152,Resident: Male: Aged 16 to 24 years,0
189,2021,E02002494,2021 super output areas - middle layer,152,Resident: Male: Aged 25 to 34 years,1
190,2021,E02002494,2021 super output areas - middle layer,152,Resident: Male: Aged 35 to 49 years,2
191,2021,E02002494,2021 super output areas - middle layer,152,Resident: Male: Aged 50 to 64 years,4
192,2021,E02002494,2021 super output areas - middle layer,152,Resident: Male: Aged 65 to 74 years,2
193,2021,E02002494,2021 super output areas - middle layer,152,Resident: Male: Aged 75 to 84 years,5
194,2021,E02002494,2021 super output areas - middle layer,152,Resident: Male: Aged 85 years and over,5
195,2021,E02002494,2021 super output areas - middle layer,152,Resident:Female,33
196,2021,E02002494,2021 super output areas - middle layer,152,Resident: Female: Aged 0 to 15 years,0
197,2021,E02002494,2021 super output areas - middle layer,152,Resident: Female: Aged 16 to 24 years,0
198,2021,E02002494,2021 super output areas - middle layer,152,Resident: Female: Aged 25 to 34 years,1
199,2021,E02002494,2021 super output areas - middle layer,152,Resident: Female: Aged 35 to 49 years,0
200,2021,E02002494,2021 super output areas - middle layer,152,Resident: Female: Aged 50 to 64 years,1
201,2021,E02002494,2021 super output areas - middle layer,152,Resident: Female: Aged 65 to 74 years,3
202,2021,E02002494,2021 super output areas - middle layer,152,Resident: Female: Aged 75 to 84 years,11
203,2021,E02002494,2021 super output areas - middle layer,152,Resident: Female: Aged 85 years and over,17
204,2021,E02002494,2021 super output areas - middle layer,152,Staff or owner,0
205,2021,E02002494,2021 super output areas - middle layer,152,Family member or partner of staff or owner,0
206,2021,E02002494,2021 super output areas - middle layer,152,Staying temporarily (no usual UK address),0
207,2021,E02006909,2021 super output areas - middle layer,152,Total: All usual residents in communal establishments,73
208,2021,E02006909,2021 super output areas - middle layer,152,Resident,73
209,2021,E02006909,2021 super output areas - middle layer,152,Resident:Male,20
210,2021,E02006909,2021 super output areas - middle layer,152,Resident: Male: Aged 0 to 15 years,0
211,2021,E02006909,2021 super output areas - middle layer,152,Resident: Male: Aged 16 to 24 years,0
212,2021,E02006909,2021 super output areas - middle layer,152,Resident: Male: Aged 25 to 34 years,0
213,2021,E02006909,2021 super output areas - middle layer,152,Resident: Male: Aged 35 to 49 years,0
214,2021,E02006909,2021 super output areas - middle layer,152,Resident: Male: Aged 50 to 64 years,0
215,2021,E02006909,2021 super output areas - middle layer,152,Resident: Male: Aged 65 to 74 years,4
216,2021,E02006909,2021 super output areas - middle layer,152,Resident: Male: Aged 75 to 84 years,5
217,2021,E02006909,2021 super output areas - middle layer,152,Resident: Male: Aged 85 years and over,11
218,2021,E02006909,2021 super output areas - middle layer,152,Resident:Female,53
219,2021,E02006909,2021 super output areas - middle layer,152,Resident: Female: Aged 0 to 15 years,0
220,2021,E02006909,2021 super output areas - middle layer,152,Resident: Female: Aged 16 to 24 years,0
221,2021,E02006909,2021 super output areas - middle layer,152,Resident: Female: Aged 25 to 34 years,0
222,2021,E02006909,2021 super output areas - middle layer,152,Resident: Female: Aged 35 to 49 years,0
223,2021,E02006909,2021 super output areas - middle layer,152,Resident: Female: Aged 50 to 64 years,0
224,2021,E02006909,2021 super output areas - middle layer,152,Resident: Female: Aged 65 to 74 years,4
