,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGE_SEX_20_NAME,OBS_VALUE
0,2021,E02004030,2021 super output areas - middle layer,152,Family member or partner of staff or owner,2
1,2021,E02004030,2021 super output areas - middle layer,152,Staying temporarily (no usual UK address),0
2,2021,E02004031,2021 super output areas - middle layer,152,Total: All usual residents in communal establishments,107
3,2021,E02004031,2021 super output areas - middle layer,152,Resident,107
4,2021,E02004031,2021 super output areas - middle layer,152,Resident:Male,47
5,2021,E02004031,2021 super output areas - middle layer,152,Resident: Male: Aged 0 to 15 years,0
6,2021,E02004031,2021 super output areas - middle layer,152,Resident: Male: Aged 16 to 24 years,1
7,2021,E02004031,2021 super output areas - middle layer,152,Resident: Male: Aged 25 to 34 years,6
8,2021,E02004031,2021 super output areas - middle layer,152,Resident: Male: Aged 35 to 49 years,9
9,2021,E02004031,2021 super output areas - middle layer,152,Resident: Male: Aged 50 to 64 years,15
10,2021,E02004031,2021 super output areas - middle layer,152,Resident: Male: Aged 65 to 74 years,5
11,2021,E02004031,2021 super output areas - middle layer,152,Resident: Male: Aged 75 to 84 years,6
12,2021,E02004031,2021 super output areas - middle layer,152,Resident: Male: Aged 85 years and over,5
13,2021,E02004031,2021 super output areas - middle layer,152,Resident:Female,60
14,2021,E02004031,2021 super output areas - middle layer,152,Resident: Female: Aged 0 to 15 years,0
15,2021,E02004031,2021 super output areas - middle layer,152,Resident: Female: Aged 16 to 24 years,0
16,2021,E02004031,2021 super output areas - middle layer,152,Resident: Female: Aged 25 to 34 years,3
17,2021,E02004031,2021 super output areas - middle layer,152,Resident: Female: Aged 35 to 49 years,3
18,2021,E02004031,2021 super output areas - middle layer,152,Resident: Female: Aged 50 to 64 years,9
19,2021,E02004031,2021 super output areas - middle layer,152,Resident: Female: Aged 65 to 74 years,6
20,2021,E02004031,2021 super output areas - middle layer,152,Resident: Female: Aged 75 to 84 years,12
21,2021,E02004031,2021 super output areas - middle layer,152,Resident: Female: Aged 85 years and over,27
22,2021,E02004031,2021 super output areas - middle layer,152,Staff or owner,0
23,2021,E02004031,2021 super output areas - middle layer,152,Family member or partner of staff or owner,0
24,2021,E02004031,2021 super output areas - middle layer,152,Staying temporarily (no usual UK address),0
25,2021,E02004032,2021 super output areas - middle layer,152,Total: All usual residents in communal establishments,23
26,2021,E02004032,2021 super output areas - middle layer,152,Resident,23
27,2021,E02004032,2021 super output areas - middle layer,152,Resident:Male,7
28,2021,E02004032,2021 super output areas - middle layer,152,Resident: Male: Aged 0 to 15 years,0
29,2021,E02004032,2021 super output areas - middle layer,152,Resident: Male: Aged 16 to 24 years,0
30,2021,E02004032,2021 super output areas - middle layer,152,Resident: Male: Aged 25 to 34 years,0
31,2021,E02004032,2021 super output areas - middle layer,152,Resident: Male: Aged 35 to 49 years,0
32,2021,E02004032,2021 super output areas - middle layer,152,Resident: Male: Aged 50 to 64 years,0
33,2021,E02004032,2021 super output areas - middle layer,152,Resident: Male: Aged 65 to 74 years,2
34,2021,E02004032,2021 super output areas - middle layer,152,Resident: Male: Aged 75 to 84 years,4
35,2021,E02004032,2021 super output areas - middle layer,152,Resident: Male: Aged 85 years and over,1
36,2021,E02004032,2021 super output areas - middle layer,152,Resident:Female,16
37,2021,E02004032,2021 super output areas - middle layer,152,Resident: Female: Aged 0 to 15 years,0
38,2021,E02004032,2021 super output areas - middle layer,152,Resident: Female: Aged 16 to 24 years,0
39,2021,E02004032,2021 super output areas - middle layer,152,Resident: Female: Aged 25 to 34 years,0
40,2021,E02004032,2021 super output areas - middle layer,152,Resident: Female: Aged 35 to 49 years,0
41,2021,E02004032,2021 super output areas - middle layer,152,Resident: Female: Aged 50 to 64 years,0
42,2021,E02004032,2021 super output areas - middle layer,152,Resident: Female: Aged 65 to 74 years,1
43,2021,E02004032,2021 super output areas - middle layer,152,Resident: Female: Aged 75 to 84 years,3
44,2021,E02004032,2021 super output areas - middle layer,152,Resident: Female: Aged 85 years and over,12
45,2021,E02004032,2021 super output areas - middle layer,152,Staff or owner,0
