,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETH_20_NAME,OBS_VALUE
0,2021,E02002483,2021 super output areas - middle layer,152,Total: All usual residents,10242
1,2021,E02002483,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh",67
2,2021,E02002483,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Bangladeshi",0
3,2021,E02002483,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Chinese",7
4,2021,E02002483,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Indian",17
5,2021,E02002483,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Pakistani",5
6,2021,E02002483,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other Asian",38
7,2021,E02002483,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African",4
8,2021,E02002483,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: African",2
9,2021,E02002483,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
10,2021,E02002483,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
11,2021,E02002483,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups,56
12,2021,E02002483,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Asian,28
13,2021,E02002483,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Black African,10
14,2021,E02002483,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Black Caribbean,10
15,2021,E02002483,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,8
16,2021,E02002483,2021 super output areas - middle layer,152,White,10085
17,2021,E02002483,2021 super output areas - middle layer,152,"White: English, Welsh, Scottish, Northern Irish or British",10000
18,2021,E02002483,2021 super output areas - middle layer,152,White: Irish,13
