,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_BEDROOMS_5_NAME,OBS_VALUE
2406,2021,E02003803,2021 super output areas - middle layer,152,1 bedroom,1045
2407,2021,E02003803,2021 super output areas - middle layer,152,2 bedrooms,1537
2408,2021,E02003803,2021 super output areas - middle layer,152,3 bedrooms,979
2409,2021,E02003803,2021 super output areas - middle layer,152,4 or more bedrooms,768
2410,2021,E02003804,2021 super output areas - middle layer,152,Total: All households,3292
2411,2021,E02003804,2021 super output areas - middle layer,152,1 bedroom,345
2412,2021,E02003804,2021 super output areas - middle layer,152,2 bedrooms,1113
2413,2021,E02003804,2021 super output areas - middle layer,152,3 bedrooms,1274
2414,2021,E02003804,2021 super output areas - middle layer,152,4 or more bedrooms,560
2415,2021,E02003805,2021 super output areas - middle layer,152,Total: All households,2606
2416,2021,E02003805,2021 super output areas - middle layer,152,1 bedroom,97
2417,2021,E02003805,2021 super output areas - middle layer,152,2 bedrooms,310
2418,2021,E02003805,2021 super output areas - middle layer,152,3 bedrooms,1085
2419,2021,E02003805,2021 super output areas - middle layer,152,4 or more bedrooms,1114
2420,2021,E02003806,2021 super output areas - middle layer,152,Total: All households,3423
2421,2021,E02003806,2021 super output areas - middle layer,152,1 bedroom,135
2422,2021,E02003806,2021 super output areas - middle layer,152,2 bedrooms,656
2423,2021,E02003806,2021 super output areas - middle layer,152,3 bedrooms,1406
2424,2021,E02003806,2021 super output areas - middle layer,152,4 or more bedrooms,1226
2425,2021,E02003807,2021 super output areas - middle layer,152,Total: All households,4075
2426,2021,E02003807,2021 super output areas - middle layer,152,1 bedroom,240
2427,2021,E02003807,2021 super output areas - middle layer,152,2 bedrooms,825
2428,2021,E02003807,2021 super output areas - middle layer,152,3 bedrooms,1673
2429,2021,E02003807,2021 super output areas - middle layer,152,4 or more bedrooms,1337
2430,2021,E02003808,2021 super output areas - middle layer,152,Total: All households,2838
2431,2021,E02003808,2021 super output areas - middle layer,152,1 bedroom,251
2432,2021,E02003808,2021 super output areas - middle layer,152,2 bedrooms,697
2433,2021,E02003808,2021 super output areas - middle layer,152,3 bedrooms,1561
2434,2021,E02003808,2021 super output areas - middle layer,152,4 or more bedrooms,329
2435,2021,E02003809,2021 super output areas - middle layer,152,Total: All households,3522
2436,2021,E02003809,2021 super output areas - middle layer,152,1 bedroom,172
2437,2021,E02003809,2021 super output areas - middle layer,152,2 bedrooms,705
2438,2021,E02003809,2021 super output areas - middle layer,152,3 bedrooms,1364
2439,2021,E02003809,2021 super output areas - middle layer,152,4 or more bedrooms,1281
2440,2021,E02003810,2021 super output areas - middle layer,152,Total: All households,4171
2441,2021,E02003810,2021 super output areas - middle layer,152,1 bedroom,121
2442,2021,E02003810,2021 super output areas - middle layer,152,2 bedrooms,816
2443,2021,E02003810,2021 super output areas - middle layer,152,3 bedrooms,1639
2444,2021,E02003810,2021 super output areas - middle layer,152,4 or more bedrooms,1595
2445,2021,E02003841,2021 super output areas - middle layer,152,Total: All households,3644
2446,2021,E02003841,2021 super output areas - middle layer,152,1 bedroom,314
2447,2021,E02003841,2021 super output areas - middle layer,152,2 bedrooms,867
2448,2021,E02003841,2021 super output areas - middle layer,152,3 bedrooms,1427
2449,2021,E02003841,2021 super output areas - middle layer,152,4 or more bedrooms,1036
2450,2021,E02003842,2021 super output areas - middle layer,152,Total: All households,2510
2451,2021,E02003842,2021 super output areas - middle layer,152,1 bedroom,90
2452,2021,E02003842,2021 super output areas - middle layer,152,2 bedrooms,397
2453,2021,E02003842,2021 super output areas - middle layer,152,3 bedrooms,977
2454,2021,E02003842,2021 super output areas - middle layer,152,4 or more bedrooms,1046
2455,2021,E02003843,2021 super output areas - middle layer,152,Total: All households,2918
2456,2021,E02003843,2021 super output areas - middle layer,152,1 bedroom,284
2457,2021,E02003843,2021 super output areas - middle layer,152,2 bedrooms,499
2458,2021,E02003843,2021 super output areas - middle layer,152,3 bedrooms,1690
2459,2021,E02003843,2021 super output areas - middle layer,152,4 or more bedrooms,445
2460,2021,E02003844,2021 super output areas - middle layer,152,Total: All households,2979
2461,2021,E02003844,2021 super output areas - middle layer,152,1 bedroom,134
2462,2021,E02003844,2021 super output areas - middle layer,152,2 bedrooms,606
2463,2021,E02003844,2021 super output areas - middle layer,152,3 bedrooms,1555
2464,2021,E02003844,2021 super output areas - middle layer,152,4 or more bedrooms,684
2465,2021,E02003845,2021 super output areas - middle layer,152,Total: All households,5117
2466,2021,E02003845,2021 super output areas - middle layer,152,1 bedroom,602
2467,2021,E02003845,2021 super output areas - middle layer,152,2 bedrooms,1837
2468,2021,E02003845,2021 super output areas - middle layer,152,3 bedrooms,2231
2469,2021,E02003845,2021 super output areas - middle layer,152,4 or more bedrooms,447
2470,2021,E02003846,2021 super output areas - middle layer,152,Total: All households,2969
2471,2021,E02003846,2021 super output areas - middle layer,152,1 bedroom,301
2472,2021,E02003846,2021 super output areas - middle layer,152,2 bedrooms,666
2473,2021,E02003846,2021 super output areas - middle layer,152,3 bedrooms,1854
2474,2021,E02003846,2021 super output areas - middle layer,152,4 or more bedrooms,148
2475,2021,E02003847,2021 super output areas - middle layer,152,Total: All households,4165
2476,2021,E02003847,2021 super output areas - middle layer,152,1 bedroom,72
2477,2021,E02003847,2021 super output areas - middle layer,152,2 bedrooms,455
2478,2021,E02003847,2021 super output areas - middle layer,152,3 bedrooms,2085
2479,2021,E02003847,2021 super output areas - middle layer,152,4 or more bedrooms,1553
2480,2021,E02003848,2021 super output areas - middle layer,152,Total: All households,2230
2481,2021,E02003848,2021 super output areas - middle layer,152,1 bedroom,197
2482,2021,E02003848,2021 super output areas - middle layer,152,2 bedrooms,177
2483,2021,E02003848,2021 super output areas - middle layer,152,3 bedrooms,1652
2484,2021,E02003848,2021 super output areas - middle layer,152,4 or more bedrooms,204
2485,2021,E02003849,2021 super output areas - middle layer,152,Total: All households,3645
2486,2021,E02003849,2021 super output areas - middle layer,152,1 bedroom,367
2487,2021,E02003849,2021 super output areas - middle layer,152,2 bedrooms,802
2488,2021,E02003849,2021 super output areas - middle layer,152,3 bedrooms,2226
2489,2021,E02003849,2021 super output areas - middle layer,152,4 or more bedrooms,250
2490,2021,E02003850,2021 super output areas - middle layer,152,Total: All households,2244
2491,2021,E02003850,2021 super output areas - middle layer,152,1 bedroom,176
2492,2021,E02003850,2021 super output areas - middle layer,152,2 bedrooms,124
2493,2021,E02003850,2021 super output areas - middle layer,152,3 bedrooms,1640
2494,2021,E02003850,2021 super output areas - middle layer,152,4 or more bedrooms,304
2495,2021,E02003851,2021 super output areas - middle layer,152,Total: All households,2406
2496,2021,E02003851,2021 super output areas - middle layer,152,1 bedroom,30
2497,2021,E02003851,2021 super output areas - middle layer,152,2 bedrooms,216
2498,2021,E02003851,2021 super output areas - middle layer,152,3 bedrooms,1473
2499,2021,E02003851,2021 super output areas - middle layer,152,4 or more bedrooms,687
2500,2021,E02003852,2021 super output areas - middle layer,152,Total: All households,2788
2501,2021,E02003852,2021 super output areas - middle layer,152,1 bedroom,69
2502,2021,E02003852,2021 super output areas - middle layer,152,2 bedrooms,396
2503,2021,E02003852,2021 super output areas - middle layer,152,3 bedrooms,1667
2504,2021,E02003852,2021 super output areas - middle layer,152,4 or more bedrooms,656
2505,2021,E02003874,2021 super output areas - middle layer,152,Total: All households,4117
2506,2021,E02003874,2021 super output areas - middle layer,152,1 bedroom,279
2507,2021,E02003874,2021 super output areas - middle layer,152,2 bedrooms,906
2508,2021,E02003874,2021 super output areas - middle layer,152,3 bedrooms,1858
2509,2021,E02003874,2021 super output areas - middle layer,152,4 or more bedrooms,1074
2510,2021,E02003875,2021 super output areas - middle layer,152,Total: All households,2804
2511,2021,E02003875,2021 super output areas - middle layer,152,1 bedroom,80
2512,2021,E02003875,2021 super output areas - middle layer,152,2 bedrooms,592
2513,2021,E02003875,2021 super output areas - middle layer,152,3 bedrooms,1026
2514,2021,E02003875,2021 super output areas - middle layer,152,4 or more bedrooms,1106
2515,2021,E02003876,2021 super output areas - middle layer,152,Total: All households,2474
2516,2021,E02003876,2021 super output areas - middle layer,152,1 bedroom,89
2517,2021,E02003876,2021 super output areas - middle layer,152,2 bedrooms,691
2518,2021,E02003876,2021 super output areas - middle layer,152,3 bedrooms,1349
2519,2021,E02003876,2021 super output areas - middle layer,152,4 or more bedrooms,345
2520,2021,E02003877,2021 super output areas - middle layer,152,Total: All households,4241
2521,2021,E02003877,2021 super output areas - middle layer,152,1 bedroom,223
2522,2021,E02003877,2021 super output areas - middle layer,152,2 bedrooms,899
2523,2021,E02003877,2021 super output areas - middle layer,152,3 bedrooms,1759
2524,2021,E02003877,2021 super output areas - middle layer,152,4 or more bedrooms,1360
2525,2021,E02003878,2021 super output areas - middle layer,152,Total: All households,3893
2526,2021,E02003878,2021 super output areas - middle layer,152,1 bedroom,165
2527,2021,E02003878,2021 super output areas - middle layer,152,2 bedrooms,867
2528,2021,E02003878,2021 super output areas - middle layer,152,3 bedrooms,1709
2529,2021,E02003878,2021 super output areas - middle layer,152,4 or more bedrooms,1152
2530,2021,E02003879,2021 super output areas - middle layer,152,Total: All households,4155
2531,2021,E02003879,2021 super output areas - middle layer,152,1 bedroom,412
2532,2021,E02003879,2021 super output areas - middle layer,152,2 bedrooms,1496
2533,2021,E02003879,2021 super output areas - middle layer,152,3 bedrooms,1561
2534,2021,E02003879,2021 super output areas - middle layer,152,4 or more bedrooms,686
2535,2021,E02003880,2021 super output areas - middle layer,152,Total: All households,2802
2536,2021,E02003880,2021 super output areas - middle layer,152,1 bedroom,103
2537,2021,E02003880,2021 super output areas - middle layer,152,2 bedrooms,650
2538,2021,E02003880,2021 super output areas - middle layer,152,3 bedrooms,1571
2539,2021,E02003880,2021 super output areas - middle layer,152,4 or more bedrooms,478
2540,2021,E02003881,2021 super output areas - middle layer,152,Total: All households,2729
2541,2021,E02003881,2021 super output areas - middle layer,152,1 bedroom,275
2542,2021,E02003881,2021 super output areas - middle layer,152,2 bedrooms,992
2543,2021,E02003881,2021 super output areas - middle layer,152,3 bedrooms,1106
2544,2021,E02003881,2021 super output areas - middle layer,152,4 or more bedrooms,356
2545,2021,E02003882,2021 super output areas - middle layer,152,Total: All households,4085
2546,2021,E02003882,2021 super output areas - middle layer,152,1 bedroom,262
2547,2021,E02003882,2021 super output areas - middle layer,152,2 bedrooms,1263
2548,2021,E02003882,2021 super output areas - middle layer,152,3 bedrooms,2058
2549,2021,E02003882,2021 super output areas - middle layer,152,4 or more bedrooms,502
2550,2021,E02003883,2021 super output areas - middle layer,152,Total: All households,4803
2551,2021,E02003883,2021 super output areas - middle layer,152,1 bedroom,228
2552,2021,E02003883,2021 super output areas - middle layer,152,2 bedrooms,812
2553,2021,E02003883,2021 super output areas - middle layer,152,3 bedrooms,1539
2554,2021,E02003883,2021 super output areas - middle layer,152,4 or more bedrooms,2224
2555,2021,E02003884,2021 super output areas - middle layer,152,Total: All households,3784
2556,2021,E02003884,2021 super output areas - middle layer,152,1 bedroom,106
2557,2021,E02003884,2021 super output areas - middle layer,152,2 bedrooms,613
2558,2021,E02003884,2021 super output areas - middle layer,152,3 bedrooms,1275
2559,2021,E02003884,2021 super output areas - middle layer,152,4 or more bedrooms,1790
2560,2021,E02003885,2021 super output areas - middle layer,152,Total: All households,2761
2561,2021,E02003885,2021 super output areas - middle layer,152,1 bedroom,79
2562,2021,E02003885,2021 super output areas - middle layer,152,2 bedrooms,681
2563,2021,E02003885,2021 super output areas - middle layer,152,3 bedrooms,1211
2564,2021,E02003885,2021 super output areas - middle layer,152,4 or more bedrooms,790
2565,2021,E02003886,2021 super output areas - middle layer,152,Total: All households,2627
2566,2021,E02003886,2021 super output areas - middle layer,152,1 bedroom,133
2567,2021,E02003886,2021 super output areas - middle layer,152,2 bedrooms,480
2568,2021,E02003886,2021 super output areas - middle layer,152,3 bedrooms,1629
2569,2021,E02003886,2021 super output areas - middle layer,152,4 or more bedrooms,385
2570,2021,E02003887,2021 super output areas - middle layer,152,Total: All households,2885
2571,2021,E02003887,2021 super output areas - middle layer,152,1 bedroom,111
2572,2021,E02003887,2021 super output areas - middle layer,152,2 bedrooms,625
2573,2021,E02003887,2021 super output areas - middle layer,152,3 bedrooms,1282
2574,2021,E02003887,2021 super output areas - middle layer,152,4 or more bedrooms,867
2575,2021,E02003888,2021 super output areas - middle layer,152,Total: All households,2869
2576,2021,E02003888,2021 super output areas - middle layer,152,1 bedroom,253
2577,2021,E02003888,2021 super output areas - middle layer,152,2 bedrooms,995
2578,2021,E02003888,2021 super output areas - middle layer,152,3 bedrooms,1254
2579,2021,E02003888,2021 super output areas - middle layer,152,4 or more bedrooms,367
2580,2021,E02003889,2021 super output areas - middle layer,152,Total: All households,2676
2581,2021,E02003889,2021 super output areas - middle layer,152,1 bedroom,243
2582,2021,E02003889,2021 super output areas - middle layer,152,2 bedrooms,641
2583,2021,E02003889,2021 super output areas - middle layer,152,3 bedrooms,1354
2584,2021,E02003889,2021 super output areas - middle layer,152,4 or more bedrooms,438
2585,2021,E02003890,2021 super output areas - middle layer,152,Total: All households,2982
2586,2021,E02003890,2021 super output areas - middle layer,152,1 bedroom,149
2587,2021,E02003890,2021 super output areas - middle layer,152,2 bedrooms,691
2588,2021,E02003890,2021 super output areas - middle layer,152,3 bedrooms,1440
2589,2021,E02003890,2021 super output areas - middle layer,152,4 or more bedrooms,702
2590,2021,E02003891,2021 super output areas - middle layer,152,Total: All households,2802
2591,2021,E02003891,2021 super output areas - middle layer,152,1 bedroom,94
2592,2021,E02003891,2021 super output areas - middle layer,152,2 bedrooms,531
2593,2021,E02003891,2021 super output areas - middle layer,152,3 bedrooms,1037
2594,2021,E02003891,2021 super output areas - middle layer,152,4 or more bedrooms,1140
2595,2021,E02003965,2021 super output areas - middle layer,152,Total: All households,5022
2596,2021,E02003965,2021 super output areas - middle layer,152,1 bedroom,215
2597,2021,E02003965,2021 super output areas - middle layer,152,2 bedrooms,1310
2598,2021,E02003965,2021 super output areas - middle layer,152,3 bedrooms,2440
2599,2021,E02003965,2021 super output areas - middle layer,152,4 or more bedrooms,1057
2600,2021,E02003966,2021 super output areas - middle layer,152,Total: All households,3064
2601,2021,E02003966,2021 super output areas - middle layer,152,1 bedroom,51
2602,2021,E02003966,2021 super output areas - middle layer,152,2 bedrooms,499
2603,2021,E02003966,2021 super output areas - middle layer,152,3 bedrooms,1438
2604,2021,E02003966,2021 super output areas - middle layer,152,4 or more bedrooms,1076
2605,2021,E02003967,2021 super output areas - middle layer,152,Total: All households,3606
2606,2021,E02003967,2021 super output areas - middle layer,152,1 bedroom,120
2607,2021,E02003967,2021 super output areas - middle layer,152,2 bedrooms,860
2608,2021,E02003967,2021 super output areas - middle layer,152,3 bedrooms,1749
2609,2021,E02003967,2021 super output areas - middle layer,152,4 or more bedrooms,877
2610,2021,E02003968,2021 super output areas - middle layer,152,Total: All households,3998
2611,2021,E02003968,2021 super output areas - middle layer,152,1 bedroom,236
2612,2021,E02003968,2021 super output areas - middle layer,152,2 bedrooms,1001
2613,2021,E02003968,2021 super output areas - middle layer,152,3 bedrooms,1936
2614,2021,E02003968,2021 super output areas - middle layer,152,4 or more bedrooms,825
2615,2021,E02003969,2021 super output areas - middle layer,152,Total: All households,2907
2616,2021,E02003969,2021 super output areas - middle layer,152,1 bedroom,143
2617,2021,E02003969,2021 super output areas - middle layer,152,2 bedrooms,877
2618,2021,E02003969,2021 super output areas - middle layer,152,3 bedrooms,1609
2619,2021,E02003969,2021 super output areas - middle layer,152,4 or more bedrooms,278
2620,2021,E02003970,2021 super output areas - middle layer,152,Total: All households,3829
2621,2021,E02003970,2021 super output areas - middle layer,152,1 bedroom,212
2622,2021,E02003970,2021 super output areas - middle layer,152,2 bedrooms,1065
2623,2021,E02003970,2021 super output areas - middle layer,152,3 bedrooms,1503
2624,2021,E02003970,2021 super output areas - middle layer,152,4 or more bedrooms,1049
2625,2021,E02003971,2021 super output areas - middle layer,152,Total: All households,3560
2626,2021,E02003971,2021 super output areas - middle layer,152,1 bedroom,102
2627,2021,E02003971,2021 super output areas - middle layer,152,2 bedrooms,790
2628,2021,E02003971,2021 super output areas - middle layer,152,3 bedrooms,1634
2629,2021,E02003971,2021 super output areas - middle layer,152,4 or more bedrooms,1034
2630,2021,E02003972,2021 super output areas - middle layer,152,Total: All households,4214
2631,2021,E02003972,2021 super output areas - middle layer,152,1 bedroom,265
2632,2021,E02003972,2021 super output areas - middle layer,152,2 bedrooms,1318
2633,2021,E02003972,2021 super output areas - middle layer,152,3 bedrooms,1887
2634,2021,E02003972,2021 super output areas - middle layer,152,4 or more bedrooms,744
2635,2021,E02003973,2021 super output areas - middle layer,152,Total: All households,4190
2636,2021,E02003973,2021 super output areas - middle layer,152,1 bedroom,337
2637,2021,E02003973,2021 super output areas - middle layer,152,2 bedrooms,1601
2638,2021,E02003973,2021 super output areas - middle layer,152,3 bedrooms,1963
2639,2021,E02003973,2021 super output areas - middle layer,152,4 or more bedrooms,289
2640,2021,E02003974,2021 super output areas - middle layer,152,Total: All households,3498
2641,2021,E02003974,2021 super output areas - middle layer,152,1 bedroom,174
2642,2021,E02003974,2021 super output areas - middle layer,152,2 bedrooms,910
2643,2021,E02003974,2021 super output areas - middle layer,152,3 bedrooms,2045
2644,2021,E02003974,2021 super output areas - middle layer,152,4 or more bedrooms,369
2645,2021,E02003975,2021 super output areas - middle layer,152,Total: All households,3178
2646,2021,E02003975,2021 super output areas - middle layer,152,1 bedroom,51
2647,2021,E02003975,2021 super output areas - middle layer,152,2 bedrooms,690
2648,2021,E02003975,2021 super output areas - middle layer,152,3 bedrooms,1595
2649,2021,E02003975,2021 super output areas - middle layer,152,4 or more bedrooms,842
2650,2021,E02003976,2021 super output areas - middle layer,152,Total: All households,2908
2651,2021,E02003976,2021 super output areas - middle layer,152,1 bedroom,248
2652,2021,E02003976,2021 super output areas - middle layer,152,2 bedrooms,799
2653,2021,E02003976,2021 super output areas - middle layer,152,3 bedrooms,1180
2654,2021,E02003976,2021 super output areas - middle layer,152,4 or more bedrooms,681
2655,2021,E02003977,2021 super output areas - middle layer,152,Total: All households,2782
2656,2021,E02003977,2021 super output areas - middle layer,152,1 bedroom,89
2657,2021,E02003977,2021 super output areas - middle layer,152,2 bedrooms,870
2658,2021,E02003977,2021 super output areas - middle layer,152,3 bedrooms,1280
2659,2021,E02003977,2021 super output areas - middle layer,152,4 or more bedrooms,543
2660,2021,E02003978,2021 super output areas - middle layer,152,Total: All households,2648
2661,2021,E02003978,2021 super output areas - middle layer,152,1 bedroom,129
2662,2021,E02003978,2021 super output areas - middle layer,152,2 bedrooms,756
2663,2021,E02003978,2021 super output areas - middle layer,152,3 bedrooms,1404
2664,2021,E02003978,2021 super output areas - middle layer,152,4 or more bedrooms,359
2665,2021,E02003979,2021 super output areas - middle layer,152,Total: All households,3460
2666,2021,E02003979,2021 super output areas - middle layer,152,1 bedroom,64
2667,2021,E02003979,2021 super output areas - middle layer,152,2 bedrooms,852
2668,2021,E02003979,2021 super output areas - middle layer,152,3 bedrooms,1776
2669,2021,E02003979,2021 super output areas - middle layer,152,4 or more bedrooms,768
2670,2021,E02003980,2021 super output areas - middle layer,152,Total: All households,3280
2671,2021,E02003980,2021 super output areas - middle layer,152,1 bedroom,566
2672,2021,E02003980,2021 super output areas - middle layer,152,2 bedrooms,1186
2673,2021,E02003980,2021 super output areas - middle layer,152,3 bedrooms,1367
2674,2021,E02003980,2021 super output areas - middle layer,152,4 or more bedrooms,161
2675,2021,E02003981,2021 super output areas - middle layer,152,Total: All households,2935
2676,2021,E02003981,2021 super output areas - middle layer,152,1 bedroom,139
2677,2021,E02003981,2021 super output areas - middle layer,152,2 bedrooms,942
2678,2021,E02003981,2021 super output areas - middle layer,152,3 bedrooms,1303
2679,2021,E02003981,2021 super output areas - middle layer,152,4 or more bedrooms,551
2680,2021,E02003982,2021 super output areas - middle layer,152,Total: All households,3387
2681,2021,E02003982,2021 super output areas - middle layer,152,1 bedroom,108
2682,2021,E02003982,2021 super output areas - middle layer,152,2 bedrooms,774
2683,2021,E02003982,2021 super output areas - middle layer,152,3 bedrooms,1735
2684,2021,E02003982,2021 super output areas - middle layer,152,4 or more bedrooms,770
2685,2021,E02003983,2021 super output areas - middle layer,152,Total: All households,3320
2686,2021,E02003983,2021 super output areas - middle layer,152,1 bedroom,224
2687,2021,E02003983,2021 super output areas - middle layer,152,2 bedrooms,1300
2688,2021,E02003983,2021 super output areas - middle layer,152,3 bedrooms,1552
2689,2021,E02003983,2021 super output areas - middle layer,152,4 or more bedrooms,244
2690,2021,E02003984,2021 super output areas - middle layer,152,Total: All households,3297
2691,2021,E02003984,2021 super output areas - middle layer,152,1 bedroom,536
2692,2021,E02003984,2021 super output areas - middle layer,152,2 bedrooms,1658
2693,2021,E02003984,2021 super output areas - middle layer,152,3 bedrooms,809
2694,2021,E02003984,2021 super output areas - middle layer,152,4 or more bedrooms,294
2695,2021,E02003985,2021 super output areas - middle layer,152,Total: All households,3145
2696,2021,E02003985,2021 super output areas - middle layer,152,1 bedroom,239
2697,2021,E02003985,2021 super output areas - middle layer,152,2 bedrooms,1182
2698,2021,E02003985,2021 super output areas - middle layer,152,3 bedrooms,1516
2699,2021,E02003985,2021 super output areas - middle layer,152,4 or more bedrooms,208
2700,2021,E02003986,2021 super output areas - middle layer,152,Total: All households,3006
2701,2021,E02003986,2021 super output areas - middle layer,152,1 bedroom,286
2702,2021,E02003986,2021 super output areas - middle layer,152,2 bedrooms,1047
2703,2021,E02003986,2021 super output areas - middle layer,152,3 bedrooms,1452
2704,2021,E02003986,2021 super output areas - middle layer,152,4 or more bedrooms,221
2705,2021,E02003987,2021 super output areas - middle layer,152,Total: All households,2712
2706,2021,E02003987,2021 super output areas - middle layer,152,1 bedroom,164
2707,2021,E02003987,2021 super output areas - middle layer,152,2 bedrooms,676
2708,2021,E02003987,2021 super output areas - middle layer,152,3 bedrooms,1191
2709,2021,E02003987,2021 super output areas - middle layer,152,4 or more bedrooms,681
2710,2021,E02003988,2021 super output areas - middle layer,152,Total: All households,3035
2711,2021,E02003988,2021 super output areas - middle layer,152,1 bedroom,210
2712,2021,E02003988,2021 super output areas - middle layer,152,2 bedrooms,760
2713,2021,E02003988,2021 super output areas - middle layer,152,3 bedrooms,1292
2714,2021,E02003988,2021 super output areas - middle layer,152,4 or more bedrooms,773
2715,2021,E02003989,2021 super output areas - middle layer,152,Total: All households,3490
2716,2021,E02003989,2021 super output areas - middle layer,152,1 bedroom,155
2717,2021,E02003989,2021 super output areas - middle layer,152,2 bedrooms,862
2718,2021,E02003989,2021 super output areas - middle layer,152,3 bedrooms,1695
2719,2021,E02003989,2021 super output areas - middle layer,152,4 or more bedrooms,778
2720,2021,E02003990,2021 super output areas - middle layer,152,Total: All households,4753
2721,2021,E02003990,2021 super output areas - middle layer,152,1 bedroom,105
2722,2021,E02003990,2021 super output areas - middle layer,152,2 bedrooms,1005
2723,2021,E02003990,2021 super output areas - middle layer,152,3 bedrooms,2182
2724,2021,E02003990,2021 super output areas - middle layer,152,4 or more bedrooms,1461
2725,2021,E02003991,2021 super output areas - middle layer,152,Total: All households,3243
2726,2021,E02003991,2021 super output areas - middle layer,152,1 bedroom,52
2727,2021,E02003991,2021 super output areas - middle layer,152,2 bedrooms,730
2728,2021,E02003991,2021 super output areas - middle layer,152,3 bedrooms,1692
2729,2021,E02003991,2021 super output areas - middle layer,152,4 or more bedrooms,769
2730,2021,E02003992,2021 super output areas - middle layer,152,Total: All households,4159
2731,2021,E02003992,2021 super output areas - middle layer,152,1 bedroom,769
2732,2021,E02003992,2021 super output areas - middle layer,152,2 bedrooms,1596
2733,2021,E02003992,2021 super output areas - middle layer,152,3 bedrooms,1072
2734,2021,E02003992,2021 super output areas - middle layer,152,4 or more bedrooms,722
2735,2021,E02003993,2021 super output areas - middle layer,152,Total: All households,3944
2736,2021,E02003993,2021 super output areas - middle layer,152,1 bedroom,119
2737,2021,E02003993,2021 super output areas - middle layer,152,2 bedrooms,765
2738,2021,E02003993,2021 super output areas - middle layer,152,3 bedrooms,1599
2739,2021,E02003993,2021 super output areas - middle layer,152,4 or more bedrooms,1461
2740,2021,E02003994,2021 super output areas - middle layer,152,Total: All households,3595
2741,2021,E02003994,2021 super output areas - middle layer,152,1 bedroom,231
2742,2021,E02003994,2021 super output areas - middle layer,152,2 bedrooms,1792
2743,2021,E02003994,2021 super output areas - middle layer,152,3 bedrooms,1319
2744,2021,E02003994,2021 super output areas - middle layer,152,4 or more bedrooms,253
2745,2021,E02003995,2021 super output areas - middle layer,152,Total: All households,4770
2746,2021,E02003995,2021 super output areas - middle layer,152,1 bedroom,592
2747,2021,E02003995,2021 super output areas - middle layer,152,2 bedrooms,1702
2748,2021,E02003995,2021 super output areas - middle layer,152,3 bedrooms,2141
2749,2021,E02003995,2021 super output areas - middle layer,152,4 or more bedrooms,335
2750,2021,E02003996,2021 super output areas - middle layer,152,Total: All households,4668
2751,2021,E02003996,2021 super output areas - middle layer,152,1 bedroom,444
2752,2021,E02003996,2021 super output areas - middle layer,152,2 bedrooms,2223
2753,2021,E02003996,2021 super output areas - middle layer,152,3 bedrooms,1634
2754,2021,E02003996,2021 super output areas - middle layer,152,4 or more bedrooms,367
2755,2021,E02003997,2021 super output areas - middle layer,152,Total: All households,4220
2756,2021,E02003997,2021 super output areas - middle layer,152,1 bedroom,321
2757,2021,E02003997,2021 super output areas - middle layer,152,2 bedrooms,1729
2758,2021,E02003997,2021 super output areas - middle layer,152,3 bedrooms,1914
2759,2021,E02003997,2021 super output areas - middle layer,152,4 or more bedrooms,256
2760,2021,E02003998,2021 super output areas - middle layer,152,Total: All households,2911
2761,2021,E02003998,2021 super output areas - middle layer,152,1 bedroom,136
2762,2021,E02003998,2021 super output areas - middle layer,152,2 bedrooms,816
2763,2021,E02003998,2021 super output areas - middle layer,152,3 bedrooms,1764
2764,2021,E02003998,2021 super output areas - middle layer,152,4 or more bedrooms,195
2765,2021,E02003999,2021 super output areas - middle layer,152,Total: All households,5163
2766,2021,E02003999,2021 super output areas - middle layer,152,1 bedroom,118
2767,2021,E02003999,2021 super output areas - middle layer,152,2 bedrooms,1100
2768,2021,E02003999,2021 super output areas - middle layer,152,3 bedrooms,2357
2769,2021,E02003999,2021 super output areas - middle layer,152,4 or more bedrooms,1588
2770,2021,E02004000,2021 super output areas - middle layer,152,Total: All households,2295
2771,2021,E02004000,2021 super output areas - middle layer,152,1 bedroom,40
2772,2021,E02004000,2021 super output areas - middle layer,152,2 bedrooms,557
2773,2021,E02004000,2021 super output areas - middle layer,152,3 bedrooms,1310
2774,2021,E02004000,2021 super output areas - middle layer,152,4 or more bedrooms,388
2775,2021,E02004001,2021 super output areas - middle layer,152,Total: All households,2712
2776,2021,E02004001,2021 super output areas - middle layer,152,1 bedroom,442
2777,2021,E02004001,2021 super output areas - middle layer,152,2 bedrooms,771
2778,2021,E02004001,2021 super output areas - middle layer,152,3 bedrooms,1062
2779,2021,E02004001,2021 super output areas - middle layer,152,4 or more bedrooms,437
2780,2021,E02004002,2021 super output areas - middle layer,152,Total: All households,4268
2781,2021,E02004002,2021 super output areas - middle layer,152,1 bedroom,105
2782,2021,E02004002,2021 super output areas - middle layer,152,2 bedrooms,977
2783,2021,E02004002,2021 super output areas - middle layer,152,3 bedrooms,2326
2784,2021,E02004002,2021 super output areas - middle layer,152,4 or more bedrooms,860
2785,2021,E02004003,2021 super output areas - middle layer,152,Total: All households,5400
2786,2021,E02004003,2021 super output areas - middle layer,152,1 bedroom,123
2787,2021,E02004003,2021 super output areas - middle layer,152,2 bedrooms,1536
2788,2021,E02004003,2021 super output areas - middle layer,152,3 bedrooms,2684
