,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGE_102_NAME,OBS_VALUE
0,2021,E02005493,2021 super output areas - middle layer,152,Aged 62 years,140
1,2021,E02005493,2021 super output areas - middle layer,152,Aged 63 years,150
2,2021,E02005493,2021 super output areas - middle layer,152,Aged 64 years,130
3,2021,E02005493,2021 super output areas - middle layer,152,Aged 65 to 74 years,1349
4,2021,E02005493,2021 super output areas - middle layer,152,Aged 65 years,126
5,2021,E02005493,2021 super output areas - middle layer,152,Aged 66 years,125
6,2021,E02005493,2021 super output areas - middle layer,152,Aged 67 years,142
7,2021,E02005493,2021 super output areas - middle layer,152,Aged 68 years,119
8,2021,E02005493,2021 super output areas - middle layer,152,Aged 69 years,118
9,2021,E02005493,2021 super output areas - middle layer,152,Aged 70 years,139
10,2021,E02005493,2021 super output areas - middle layer,152,Aged 71 years,134
11,2021,E02005493,2021 super output areas - middle layer,152,Aged 72 years,143
12,2021,E02005493,2021 super output areas - middle layer,152,Aged 73 years,148
13,2021,E02005493,2021 super output areas - middle layer,152,Aged 74 years,155
14,2021,E02005493,2021 super output areas - middle layer,152,Aged 75 to 84 years,833
15,2021,E02005493,2021 super output areas - middle layer,152,Aged 75 years,118
16,2021,E02005493,2021 super output areas - middle layer,152,Aged 76 years,94
17,2021,E02005493,2021 super output areas - middle layer,152,Aged 77 years,108
18,2021,E02005493,2021 super output areas - middle layer,152,Aged 78 years,102
19,2021,E02005493,2021 super output areas - middle layer,152,Aged 79 years,81
20,2021,E02005493,2021 super output areas - middle layer,152,Aged 80 years,76
21,2021,E02005493,2021 super output areas - middle layer,152,Aged 81 years,73
22,2021,E02005493,2021 super output areas - middle layer,152,Aged 82 years,48
23,2021,E02005493,2021 super output areas - middle layer,152,Aged 83 years,59
24,2021,E02005493,2021 super output areas - middle layer,152,Aged 84 years,74
25,2021,E02005493,2021 super output areas - middle layer,152,Aged 85 years and over,283
26,2021,E02005493,2021 super output areas - middle layer,152,Aged 85 years,49
27,2021,E02005493,2021 super output areas - middle layer,152,Aged 86 years,49
28,2021,E02005493,2021 super output areas - middle layer,152,Aged 87 years,36
29,2021,E02005493,2021 super output areas - middle layer,152,Aged 88 years,20
30,2021,E02005493,2021 super output areas - middle layer,152,Aged 89 years,27
31,2021,E02005493,2021 super output areas - middle layer,152,Aged 90 years,30
32,2021,E02005493,2021 super output areas - middle layer,152,Aged 91 years,15
33,2021,E02005493,2021 super output areas - middle layer,152,Aged 92 years,13
34,2021,E02005493,2021 super output areas - middle layer,152,Aged 93 years,14
35,2021,E02005493,2021 super output areas - middle layer,152,Aged 94 years,9
36,2021,E02005493,2021 super output areas - middle layer,152,Aged 95 years,4
37,2021,E02005493,2021 super output areas - middle layer,152,Aged 96 years,7
38,2021,E02005493,2021 super output areas - middle layer,152,Aged 97 years,4
39,2021,E02005493,2021 super output areas - middle layer,152,Aged 98 years,3
40,2021,E02005493,2021 super output areas - middle layer,152,Aged 99 years,0
41,2021,E02005493,2021 super output areas - middle layer,152,Aged 100 years and over,3
42,2021,E02005494,2021 super output areas - middle layer,152,Total: All usual residents,9732
43,2021,E02005494,2021 super output areas - middle layer,152,Aged 4 years and under,424
44,2021,E02005494,2021 super output areas - middle layer,152,Aged under 1 year,82
45,2021,E02005494,2021 super output areas - middle layer,152,Aged 1 year,75
46,2021,E02005494,2021 super output areas - middle layer,152,Aged 2 years,89
47,2021,E02005494,2021 super output areas - middle layer,152,Aged 3 years,90
48,2021,E02005494,2021 super output areas - middle layer,152,Aged 4 years,88
49,2021,E02005494,2021 super output areas - middle layer,152,Aged 5 to 9 years,472
50,2021,E02005494,2021 super output areas - middle layer,152,Aged 5 years,85
51,2021,E02005494,2021 super output areas - middle layer,152,Aged 6 years,113
52,2021,E02005494,2021 super output areas - middle layer,152,Aged 7 years,94
53,2021,E02005494,2021 super output areas - middle layer,152,Aged 8 years,95
54,2021,E02005494,2021 super output areas - middle layer,152,Aged 9 years,85
55,2021,E02005494,2021 super output areas - middle layer,152,Aged 10 to 15 years,586
56,2021,E02005494,2021 super output areas - middle layer,152,Aged 10 years,98
57,2021,E02005494,2021 super output areas - middle layer,152,Aged 11 years,107
58,2021,E02005494,2021 super output areas - middle layer,152,Aged 12 years,93
59,2021,E02005494,2021 super output areas - middle layer,152,Aged 13 years,108
60,2021,E02005494,2021 super output areas - middle layer,152,Aged 14 years,93
61,2021,E02005494,2021 super output areas - middle layer,152,Aged 15 years,87
62,2021,E02005494,2021 super output areas - middle layer,152,Aged 16 to 19 years,357
63,2021,E02005494,2021 super output areas - middle layer,152,Aged 16 years,111
64,2021,E02005494,2021 super output areas - middle layer,152,Aged 17 years,98
65,2021,E02005494,2021 super output areas - middle layer,152,Aged 18 years,87
66,2021,E02005494,2021 super output areas - middle layer,152,Aged 19 years,61
67,2021,E02005494,2021 super output areas - middle layer,152,Aged 20 to 24 years,361
68,2021,E02005494,2021 super output areas - middle layer,152,Aged 20 years,70
69,2021,E02005494,2021 super output areas - middle layer,152,Aged 21 years,68
70,2021,E02005494,2021 super output areas - middle layer,152,Aged 22 years,67
71,2021,E02005494,2021 super output areas - middle layer,152,Aged 23 years,72
72,2021,E02005494,2021 super output areas - middle layer,152,Aged 24 years,84
73,2021,E02005494,2021 super output areas - middle layer,152,Aged 25 to 34 years,971
74,2021,E02005494,2021 super output areas - middle layer,152,Aged 25 years,109
75,2021,E02005494,2021 super output areas - middle layer,152,Aged 26 years,95
76,2021,E02005494,2021 super output areas - middle layer,152,Aged 27 years,94
77,2021,E02005494,2021 super output areas - middle layer,152,Aged 28 years,102
78,2021,E02005494,2021 super output areas - middle layer,152,Aged 29 years,89
79,2021,E02005494,2021 super output areas - middle layer,152,Aged 30 years,95
80,2021,E02005494,2021 super output areas - middle layer,152,Aged 31 years,116
81,2021,E02005494,2021 super output areas - middle layer,152,Aged 32 years,85
