,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_OCC_105_NAME,OBS_VALUE
0,2021,E02000959,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,4153
1,2021,E02000959,2021 super output areas - middle layer,152,111 Chief Executives and Senior Officials,27
2,2021,E02000959,2021 super output areas - middle layer,152,112 Production Managers and Directors,59
3,2021,E02000959,2021 super output areas - middle layer,152,113 Functional Managers and Directors,210
4,2021,E02000959,2021 super output areas - middle layer,152,"114 Directors in Logistics, Warehousing and Transport",2
5,2021,E02000959,2021 super output areas - middle layer,152,115 Managers and Directors in Retail and Wholesale,59
6,2021,E02000959,2021 super output areas - middle layer,152,116 Senior Officers in Protective Services,4
7,2021,E02000959,2021 super output areas - middle layer,152,117 Health and Social Services Managers and Directors,26
8,2021,E02000959,2021 super output areas - middle layer,152,121 Managers and Proprietors in Agriculture Related Services,3
9,2021,E02000959,2021 super output areas - middle layer,152,122 Managers and Proprietors in Hospitality and Leisure Services,64
10,2021,E02000959,2021 super output areas - middle layer,152,123 Managers and Proprietors in Health and Care Services,6
11,2021,E02000959,2021 super output areas - middle layer,152,"124 Managers in Logistics, Warehousing and Transport",10
12,2021,E02000959,2021 super output areas - middle layer,152,125 Managers and Proprietors in Other Services,106
13,2021,E02000959,2021 super output areas - middle layer,152,211 Natural and Social Science Professionals,13
14,2021,E02000959,2021 super output areas - middle layer,152,212 Engineering Professionals,46
15,2021,E02000959,2021 super output areas - middle layer,152,213 Information Technology Professionals,109
16,2021,E02000959,2021 super output areas - middle layer,152,214 Web and Multimedia Design Professionals,25
17,2021,E02000959,2021 super output areas - middle layer,152,215 Conservation and Environment Professionals,7
18,2021,E02000959,2021 super output areas - middle layer,152,216 Research and Development (R&D) and Other Research Professionals,15
19,2021,E02000959,2021 super output areas - middle layer,152,221 Medical Practitioners,28
20,2021,E02000959,2021 super output areas - middle layer,152,222 Therapy Professionals,42
21,2021,E02000959,2021 super output areas - middle layer,152,223 Nursing and Midwifery Professionals,76
22,2021,E02000959,2021 super output areas - middle layer,152,224 Veterinarians,2
23,2021,E02000959,2021 super output areas - middle layer,152,225 Other Health Professionals,31
24,2021,E02000959,2021 super output areas - middle layer,152,231 Teaching and other Educational Professionals,159
25,2021,E02000959,2021 super output areas - middle layer,152,232 Other Educational Professionals,32
26,2021,E02000959,2021 super output areas - middle layer,152,241 Legal Professionals,82
27,2021,E02000959,2021 super output areas - middle layer,152,242 Finance Professionals,71
28,2021,E02000959,2021 super output areas - middle layer,152,"243 Business, Research and Administrative Professionals",114
29,2021,E02000959,2021 super output areas - middle layer,152,244 Business and Financial Project Management Professionals,40
