,GEOGRAPHY_CODE,All lone parent housholds with dependent children,Female lone parent: In full-time employment,Female lone parent: In part-time employment,Female lone parent: Total,Male lone parent: In full-time employment,Male lone parent: In part-time employment,Male lone parent: Total
103,E02000104,1,0.2805755395683453,0.11510791366906475,0.9496402877697842,0.02158273381294964,0.0,0.050359712230215826
104,E02000105,1,0.33519553072625696,0.15083798882681565,0.9385474860335196,0.03910614525139665,0.0,0.061452513966480445
105,E02000106,1,0.2689655172413793,0.11724137931034483,0.9586206896551724,0.020689655172413793,0.0,0.041379310344827586
106,E02000107,1,0.2638888888888889,0.1712962962962963,0.9398148148148148,0.027777777777777776,0.0,0.06018518518518518
107,E02000108,1,0.35911602209944754,0.143646408839779,0.9668508287292817,0.016574585635359115,0.0,0.03314917127071823
108,E02000109,1,0.30952380952380953,0.09523809523809523,0.9285714285714286,0.023809523809523808,0.017857142857142856,0.07142857142857142
109,E02000110,1,0.25280898876404495,0.1404494382022472,0.949438202247191,0.033707865168539325,0.016853932584269662,0.05056179775280899
110,E02000111,1,0.29545454545454547,0.12727272727272726,0.95,0.031818181818181815,0.0,0.05
111,E02000112,1,0.28187919463087246,0.087248322147651,0.9395973154362416,0.020134228187919462,0.0,0.06040268456375839
112,E02000113,1,0.2336448598130841,0.16510903426791276,0.9470404984423676,0.018691588785046728,0.0,0.0529595015576324
113,E02000114,1,0.21761658031088082,0.15544041450777202,0.927461139896373,0.025906735751295335,0.0,0.07253886010362694
114,E02000115,1,0.3,0.18695652173913044,0.9434782608695652,0.021739130434782608,0.0,0.05652173913043478
115,E02000116,1,0.1821705426356589,0.16279069767441862,0.937984496124031,0.01937984496124031,0.0,0.06201550387596899
116,E02000117,1,0.25045703839122485,0.13893967093235832,0.946983546617916,0.014625228519195612,0.005484460694698354,0.05301645338208409
117,E02000118,1,0.33658536585365856,0.17560975609756097,0.9512195121951219,0.0,0.014634146341463415,0.04878048780487805
118,E02000119,1,0.2644230769230769,0.1346153846153846,0.9591346153846154,0.009615384615384616,0.0,0.040865384615384616
119,E02000120,1,0.18699186991869918,0.13821138211382114,0.9065040650406504,0.036585365853658534,0.012195121951219513,0.09349593495934959
120,E02000121,1,0.20930232558139536,0.14534883720930233,0.9244186046511628,0.046511627906976744,0.0,0.0755813953488372
121,E02000122,1,0.27741935483870966,0.21935483870967742,0.9419354838709677,0.03225806451612903,0.01935483870967742,0.05806451612903226
122,E02000123,1,0.31125827814569534,0.1479028697571744,0.9536423841059603,0.017660044150110375,0.0,0.046357615894039736
123,E02000124,1,0.273542600896861,0.2062780269058296,0.9372197309417041,0.04035874439461883,0.013452914798206279,0.06278026905829596
124,E02000125,1,0.2980392156862745,0.19607843137254902,0.9019607843137255,0.058823529411764705,0.011764705882352941,0.09803921568627451
125,E02000126,1,0.22565320665083136,0.18527315914489312,0.9429928741092637,0.021377672209026127,0.007125890736342043,0.057007125890736345
126,E02000127,1,0.16367713004484305,0.1547085201793722,0.9147982062780269,0.04932735426008968,0.006726457399103139,0.08520179372197309
127,E02000128,1,0.24623115577889448,0.2814070351758794,0.9296482412060302,0.04522613065326633,0.0,0.07035175879396985
128,E02000129,1,0.18385650224215247,0.21524663677130046,0.9327354260089686,0.02242152466367713,0.013452914798206279,0.06726457399103139
129,E02000130,1,0.2824427480916031,0.1717557251908397,0.9122137404580153,0.04580152671755725,0.011450381679389313,0.08778625954198473
130,E02000131,1,0.2577962577962578,0.158004158004158,0.9542619542619543,0.031185031185031187,0.006237006237006237,0.04573804573804574
131,E02000132,1,0.23529411764705882,0.1583710407239819,0.9230769230769231,0.05429864253393665,0.0,0.07692307692307693
132,E02000133,1,0.24752475247524752,0.21782178217821782,0.8514851485148515,0.12871287128712872,0.0,0.1485148514851485
133,E02000134,1,0.2653846153846154,0.1423076923076923,0.9115384615384615,0.03461538461538462,0.011538461538461539,0.08846153846153847
134,E02000135,1,0.21515151515151515,0.13484848484848486,0.9272727272727272,0.030303030303030304,0.004545454545454545,0.07272727272727272
135,E02000136,1,0.15151515151515152,0.21212121212121213,0.9015151515151515,0.045454545454545456,0.022727272727272728,0.09848484848484848
136,E02000137,1,0.3106060606060606,0.17424242424242425,0.9242424242424242,0.05303030303030303,0.0,0.07575757575757576
137,E02000138,1,0.29292929292929293,0.24242424242424243,0.8282828282828283,0.13131313131313133,0.030303030303030304,0.1717171717171717
138,E02000139,1,0.2716049382716049,0.17901234567901234,0.8703703703703703,0.08024691358024691,0.0,0.12962962962962962
139,E02000140,1,0.13636363636363635,0.17613636363636365,0.9232954545454546,0.05397727272727273,0.0,0.07670454545454546
140,E02000141,1,0.26217228464419473,0.1647940074906367,0.9250936329588015,0.03745318352059925,0.0,0.0749063670411985
141,E02000142,1,0.26143790849673204,0.16993464052287582,0.8888888888888888,0.06535947712418301,0.0,0.1111111111111111
142,E02000143,1,0.27485380116959063,0.21052631578947367,0.9181286549707602,0.04093567251461988,0.0,0.08187134502923976
143,E02000144,1,0.22695035460992907,0.28368794326241137,0.8794326241134752,0.0851063829787234,0.02127659574468085,0.12056737588652482
144,E02000145,1,0.16113744075829384,0.17772511848341233,0.9289099526066351,0.035545023696682464,0.0,0.07109004739336493
145,E02000146,1,0.2896551724137931,0.3310344827586207,0.9379310344827586,0.034482758620689655,0.0,0.06206896551724138
146,E02000147,1,0.27631578947368424,0.19736842105263158,0.868421052631579,0.11842105263157894,0.0,0.13157894736842105
147,E02000148,1,0.25287356321839083,0.21839080459770116,0.8735632183908046,0.11494252873563218,0.034482758620689655,0.12643678160919541
148,E02000149,1,0.1888412017167382,0.21888412017167383,0.944206008583691,0.02575107296137339,0.0,0.055793991416309016
149,E02000150,1,0.416,0.216,0.928,0.064,0.0,0.072
150,E02000151,1,0.3625,0.25,0.925,0.05,0.0375,0.075
151,E02000152,1,0.13909774436090225,0.21052631578947367,0.9323308270676691,0.03383458646616541,0.0,0.06766917293233082
152,E02000153,1,0.33962264150943394,0.2641509433962264,0.8962264150943396,0.08490566037735849,0.0,0.10377358490566038
153,E02000154,1,0.296875,0.1875,0.890625,0.0703125,0.0234375,0.109375
154,E02000155,1,0.23684210526315788,0.2565789473684211,0.8947368421052632,0.07894736842105263,0.0,0.10526315789473684
155,E02000156,1,0.2909090909090909,0.24242424242424243,0.9090909090909091,0.07272727272727272,0.0,0.09090909090909091
156,E02000157,1,0.2777777777777778,0.23333333333333334,0.7666666666666667,0.16666666666666666,0.0,0.23333333333333334
157,E02000158,1,0.13617021276595745,0.1829787234042553,0.9446808510638298,0.03404255319148936,0.0,0.05531914893617021
158,E02000159,1,0.25,0.2894736842105263,0.881578947368421,0.06578947368421052,0.0,0.11842105263157894
159,E02000160,1,0.3247863247863248,0.2222222222222222,0.8717948717948718,0.09401709401709402,0.0,0.1282051282051282
160,E02000161,1,0.2457627118644068,0.2627118644067797,0.8728813559322034,0.11864406779661017,0.0,0.1271186440677966
161,E02000162,1,0.16783216783216784,0.3006993006993007,0.8881118881118881,0.07692307692307693,0.02097902097902098,0.11188811188811189
162,E02000163,1,0.2777777777777778,0.28703703703703703,0.8518518518518519,0.12037037037037036,0.0,0.14814814814814814
163,E02000164,1,0.21951219512195122,0.2682926829268293,0.8170731707317073,0.10975609756097561,0.036585365853658534,0.18292682926829268
164,E02000165,1,0.24342105263157895,0.21710526315789475,0.8618421052631579,0.09868421052631579,0.0,0.13815789473684212
165,E02000166,1,0.225,0.17142857142857143,0.9214285714285714,0.02857142857142857,0.010714285714285714,0.07857142857142857
166,E02000167,1,0.2545454545454545,0.23636363636363636,0.8545454545454545,0.1,0.02727272727272727,0.14545454545454545
167,E02000168,1,0.2222222222222222,0.17624521072796934,0.9272030651340997,0.034482758620689655,0.011494252873563218,0.07279693486590039
168,E02000169,1,0.17894736842105263,0.14736842105263157,0.9263157894736842,0.031578947368421054,0.031578947368421054,0.07368421052631578
169,E02000170,1,0.20567375886524822,0.1276595744680851,0.8865248226950354,0.07092198581560284,0.0,0.11347517730496454
170,E02000171,1,0.28444444444444444,0.15555555555555556,0.9288888888888889,0.017777777777777778,0.013333333333333334,0.07111111111111111
171,E02000172,1,0.17180616740088106,0.10572687224669604,0.8876651982378855,0.030837004405286344,0.015418502202643172,0.11233480176211454
172,E02000173,1,0.183206106870229,0.09923664122137404,0.916030534351145,0.030534351145038167,0.0,0.08396946564885496
173,E02000174,1,0.20353982300884957,0.11799410029498525,0.8997050147492626,0.04424778761061947,0.011799410029498525,0.10029498525073746
174,E02000175,1,0.24,0.17714285714285713,0.9371428571428572,0.03428571428571429,0.0,0.06285714285714286
175,E02000176,1,0.24691358024691357,0.14814814814814814,0.8888888888888888,0.07407407407407407,0.0,0.1111111111111111
176,E02000177,1,0.2,0.15584415584415584,0.9142857142857143,0.01818181818181818,0.01038961038961039,0.08571428571428572
177,E02000178,1,0.15217391304347827,0.10144927536231885,0.9021739130434783,0.025362318840579712,0.010869565217391304,0.09782608695652174
178,E02000179,1,0.20967741935483872,0.15053763440860216,0.9193548387096774,0.03225806451612903,0.016129032258064516,0.08064516129032258
