,GEOGRAPHY_CODE,All categories: Ethnic group,Asian/Asian British,Asian/Asian British: Bangladeshi,Asian/Asian British: Indian,Asian/Asian British: Other,Asian/Asian British: Pakistani,Black/Black British,Black/Black British: Black African,Black/Black British: Black Caribbean,Black/Black British: Other,Chinese/Other,Chinese/Other: Chinese,Chinese/Other: Other,Mixed,Mixed: Other,Mixed: White and Asian,Mixed: White and Black African,Mixed: White and Black Caribbean,White,White: British,White: Irish,White: Other
10,E02000011,1,0.02647161267850923,0.0033089515848136537,0.01654475792406827,0.0010449320794148381,0.00557297109021247,0.045802856147683736,0.03152211772901428,0.012365029606408917,0.0019157088122605363,0.009056078021595262,0.005747126436781609,0.0033089515848136537,0.0109717868338558,0.002612330198537095,0.0024381748519679554,0.0024381748519679554,0.0034831069313827935,0.907697666318356,0.8719958202716823,0.01654475792406827,0.019157088122605363
11,E02000012,1,0.06413718606535242,0.0035106670267350797,0.03834728598433702,0.007426411018093438,0.014852822036186876,0.04212800432082096,0.0206589251957872,0.017283283823926545,0.00418579530110721,0.009586821496084256,0.007156359708344585,0.0024304617877396704,0.015662975965433434,0.00418579530110721,0.0032406157169862274,0.0013502565487442614,0.0068863083985957335,0.8684850121523089,0.8283823926546043,0.018093437753173104,0.02200918174453146
12,E02000013,1,0.00922023182297155,0.0005268703898840885,0.002897787144362487,0.0007903055848261328,0.0050052687038988405,0.03951527924130664,0.026343519494204427,0.010010537407797681,0.003161222339304531,0.006059009483667018,0.003029504741833509,0.003029504741833509,0.01672813487881981,0.002897787144362487,0.0023709167544783984,0.0015806111696522655,0.00987881981032666,0.9284773445732349,0.9002897787144363,0.013435194942044258,0.014752370916754479
13,E02000014,1,0.012099966074861473,0.001922424516566776,0.005654189754608165,0.0013570055411059596,0.0031663462625805723,0.038448490331335516,0.02578310528101323,0.011082211919032003,0.0015831731312902862,0.003392513852764899,0.0021485921067511027,0.0012439217460137961,0.014813977157073391,0.002035508311658939,0.0015831731312902862,0.0021485921067511027,0.009046703607373063,0.9312450525839647,0.9013909306796336,0.014361641976704738,0.015492479927626372
14,E02000015,1,0.01965748324646314,0.0014892032762472078,0.008637379002233806,0.0008935219657483246,0.008637379002233806,0.07133283693224125,0.045867460908413996,0.018168279970215934,0.007297096053611318,0.005361131794489948,0.0017870439314966492,0.0035740878629932984,0.022189128816083394,0.0035740878629932984,0.002084884586746091,0.00387192851824274,0.012658227848101266,0.8814594192107222,0.8482501861504095,0.013849590469099032,0.0193596425912137
15,E02000016,1,0.19712885154061624,0.01523109243697479,0.056897759103641456,0.022408963585434174,0.10259103641456582,0.18154761904761904,0.12149859943977591,0.0507703081232493,0.009278711484593838,0.01908263305322129,0.007703081232492998,0.01137955182072829,0.041666666666666664,0.009978991596638655,0.006477591036414566,0.012955182072829132,0.012254901960784314,0.5605742296918768,0.46078431372549017,0.018207282913165267,0.08158263305322129
16,E02000017,1,0.2661822985468956,0.014927344782034346,0.10145310435931308,0.01809775429326288,0.13170409511228534,0.10515191545574637,0.05825627476882431,0.040554821664464995,0.006340819022457068,0.020211360634081903,0.0066050198150594455,0.013606340819022457,0.022457067371202115,0.007001321003963012,0.005151915455746367,0.0034346103038309117,0.006869220607661823,0.585997357992074,0.5253632760898282,0.01955085865257596,0.04108322324966975
17,E02000018,1,0.02234561213434453,0.004062838569880823,0.007583965330444204,0.0020314192849404116,0.00866738894907909,0.054848320693391114,0.03412784398699892,0.01706392199349946,0.003656554712892741,0.00866738894907909,0.00528169014084507,0.0033856988082340196,0.01570964247020585,0.0025731310942578548,0.0017605633802816902,0.004333694474539545,0.007042253521126761,0.8984290357529794,0.867145178764897,0.012865655471289273,0.018418201516793065
18,E02000019,1,0.01884760366182014,0.0008077544426494346,0.006596661281637049,0.004846526655896607,0.006596661281637049,0.06260096930533118,0.04321486268174475,0.01669359181475498,0.0026925148088314485,0.006865912762520194,0.00498115239633818,0.001884760366182014,0.018174474959612278,0.0024232633279483036,0.003365643511039311,0.0030963920301561657,0.009289176090468497,0.8935110393107162,0.867124394184168,0.01103931071620894,0.015347334410339256
19,E02000020,1,0.09695290858725762,0.004847645429362881,0.050831024930747926,0.014265927977839335,0.027008310249307478,0.08725761772853186,0.05332409972299169,0.029778393351800554,0.004155124653739612,0.013988919667590027,0.006648199445983379,0.007340720221606648,0.025623268698060944,0.0029085872576177286,0.006509695290858725,0.004155124653739612,0.012049861495844876,0.7761772853185596,0.7292243767313019,0.017867036011080334,0.029085872576177285
20,E02000021,1,0.04873451803984922,0.004711900915455035,0.03257942918686053,0.002557889068389876,0.008885298869143781,0.08898761443187937,0.05829294561120086,0.027598276790522347,0.0030963920301561657,0.006731287022078622,0.0039041464728056005,0.002827140549273021,0.016424340333871836,0.0032310177705977385,0.0017501346257404416,0.0026925148088314485,0.008750673128702207,0.839122240172321,0.7821755519655358,0.0366182014001077,0.020328486806677436
21,E02000022,1,0.07479045776918117,0.00918762088974855,0.018052869116698903,0.009348807221147646,0.03820116054158607,0.20696324951644102,0.17037395228884591,0.02756286266924565,0.009026434558349452,0.014345583494519665,0.005963894261766602,0.008381689232753063,0.03465506125080593,0.005641521598968408,0.006447453255963894,0.010477111540941329,0.012088974854932301,0.6692456479690522,0.5809155383623469,0.012572533849129593,0.07575757575757576
22,E02000023,1,0.031184302733006306,0.0019271198318149966,0.015066573230553609,0.00350385423966363,0.010686755430974072,0.14050455501051157,0.1070427470217239,0.023651016117729504,0.009810791871058164,0.008409250175192713,0.0022775052557813596,0.006131744919411352,0.023651016117729504,0.002803083391730904,0.0012263489838822705,0.008759635599159075,0.010861948142957253,0.7962508759635599,0.7498248072880168,0.008409250175192713,0.03801681850035039
23,E02000024,1,0.04305961267986584,0.004111219301092719,0.029860434923726063,0.007356918749323813,0.00173103970572325,0.017094017094017096,0.011251758087201125,0.005409499080385156,0.0004327599264308125,0.01666125716758628,0.009953478307908688,0.006707778859677594,0.020339716542248188,0.005734069025208266,0.008763388510223954,0.002704749540192578,0.0031375094666233907,0.9028453965162826,0.8063399329222114,0.030725954776587686,0.0657795088174835
24,E02000025,1,0.04815640991995801,0.0028867602676814065,0.03227922844771027,0.009185146306259022,0.0038052748983073087,0.027949088046188165,0.019551239994751345,0.007348117045007217,0.0010497310064296024,0.020469754625377246,0.01299042120456633,0.007479333420810917,0.02716178979136596,0.00839784805143682,0.007741766172418318,0.00446135677732581,0.006560818790185015,0.8762629576171106,0.7844114945545204,0.027817871670384464,0.06403359139220574
25,E02000026,1,0.07229696871454044,0.0038904198411411897,0.040849408331982494,0.020424704165991247,0.007132436375425514,0.02253201491327606,0.01588588101799319,0.005349327281569136,0.00129680661371373,0.021883611606419193,0.010212352082995623,0.01167125952342357,0.023180418220132924,0.00859134381585346,0.006808234721997083,0.0024315124007132437,0.005349327281569136,0.8601069865456313,0.7301021235208299,0.024477224833846654,0.10552763819095477
26,E02000027,1,0.06599957419629551,0.005003193527783692,0.038748137108792845,0.016819246327443048,0.005428997232275921,0.0578028528848201,0.04204811581860762,0.012667660208643815,0.003087076857568661,0.03001916116670215,0.013732169469874388,0.016286991696827763,0.028741750053225462,0.007983819459229295,0.008090270385352353,0.006599957419629551,0.006067702789014265,0.8174366616989568,0.7270598254204812,0.036193314881839474,0.05418352139663615
27,E02000028,1,0.08742386241490505,0.001970619849516302,0.05911859548548907,0.02042278753135077,0.005911859548548907,0.03188821211035471,0.024005732712289504,0.00680759584378359,0.0010748835542816195,0.019706198495163023,0.01092798280186313,0.008778215693299892,0.02149767108563239,0.008599068434252956,0.006270154066642781,0.005374417771408097,0.0012540308133285561,0.8394840558939448,0.7244715155858116,0.030634181297026157,0.08437835901110713
28,E02000029,1,0.0649063475546306,0.0015608740894901144,0.046826222684703434,0.01313735691987513,0.0033818938605619147,0.02900624349635796,0.019380853277835588,0.008714880332986473,0.0009105098855359001,0.014308012486992715,0.007414151925078044,0.006893860561914672,0.02432362122788762,0.004552549427679501,0.010015608740894901,0.004032258064516129,0.005723204994797087,0.8674557752341311,0.76079604578564,0.032518210197710715,0.07414151925078044
29,E02000030,1,0.07890374627030611,0.001768151176925627,0.05459166758757874,0.012045529892805835,0.01049839761299591,0.030058570007735663,0.023206984197148856,0.005414962979334733,0.001436622831252072,0.03193723063321914,0.0130401149298265,0.018897115703392642,0.022212399160128193,0.01038788816443806,0.007956680296165322,0.0011050944855785169,0.0027627362139462926,0.8368880539286109,0.7388661730577964,0.023649021991380262,0.07437285887943419
30,E02000031,1,0.08622837370242215,0.0019377162629757784,0.060484429065743944,0.01453287197231834,0.009273356401384082,0.019930795847750864,0.011903114186851211,0.006228373702422145,0.0017993079584775087,0.03875432525951557,0.01605536332179931,0.022698961937716262,0.023806228373702422,0.007612456747404845,0.011349480968858131,0.0016608996539792388,0.0031833910034602076,0.831280276816609,0.7161245674740484,0.033910034602076124,0.08124567474048443
31,E02000032,1,0.14033879630904833,0.007712436303539457,0.0889684616444016,0.02823302575402837,0.015424872607078914,0.03704723867235918,0.017766147913510534,0.016526649221870266,0.002754441536978378,0.03305329844374053,0.02120919983473351,0.011844098609007024,0.019005646605150806,0.006197493458201349,0.007161547996143782,0.0028921636138272964,0.002754441536978378,0.7705550199697011,0.5762291695358766,0.02713124913923702,0.16719460129458752
