,GEOGRAPHY_CODE,All people,Divorced,Married (first marriage),Re-married,Separated (but still legally married),Single (never married),Widowed
2021,E02002022,1,0.0907196666132393,0.4192979644173746,0.06844045520115404,0.025484853341881712,0.2989261099535182,0.09713095047283218
2022,E02002023,1,0.062032556093268805,0.5466344038715354,0.0664320281566212,0.01913770347558293,0.24637043554773427,0.05939287285525737
2023,E02002024,1,0.0698704280793833,0.49630966048876496,0.060685583073642774,0.014433327866163687,0.26045596194849924,0.098245038543546
2024,E02002025,1,0.07197220383851753,0.4619457313037723,0.06403044341495698,0.026803441429516878,0.2829252150893448,0.09232296492389146
2025,E02002026,1,0.07289135716765012,0.521867407150295,0.08382506074279764,0.020999652898299203,0.25564040263797294,0.04477611940298507
2026,E02002027,1,0.07081967213114754,0.5350819672131147,0.08327868852459017,0.019453551912568305,0.26229508196721313,0.02907103825136612
2027,E02002028,1,0.0714867617107943,0.5028513238289206,0.07107942973523422,0.01405295315682281,0.22260692464358453,0.11792260692464358
2028,E02002029,1,0.05516088591725867,0.5386544086920184,0.06268282490597576,0.019013790221479313,0.22732971165900542,0.09715837860426244
2029,E02002030,1,0.10267379679144385,0.4509090909090909,0.07165775401069518,0.022459893048128343,0.27807486631016043,0.07422459893048128
2030,E02002031,1,0.0715200683176772,0.48633646456020496,0.059350982066609735,0.02519214346712212,0.3025192143467122,0.055081127241673786
2031,E02002032,1,0.0810850226046376,0.46069709785620533,0.06358465801370862,0.028146419717077438,0.2744640513344028,0.09202275047396821
2032,E02002033,1,0.07391304347826087,0.49966555183946487,0.07040133779264214,0.01822742474916388,0.24949832775919734,0.0882943143812709
2033,E02002034,1,0.09719830959461574,0.3969322272656128,0.06730317733604634,0.02410392862732822,0.3119424010017217,0.10251995617467523
2034,E02002035,1,0.052758759565042286,0.5600080547724526,0.0644381796214257,0.013491743858236005,0.2094240837696335,0.09987917841320983
2035,E02002036,1,0.09076175040518639,0.4274716369529984,0.059967585089141004,0.026944894651539708,0.28991085899513774,0.10494327390599675
2036,E02002037,1,0.0770979743695742,0.49255890863993385,0.07875155022736668,0.01694915254237288,0.23811492352211658,0.0965274906986358
2037,E02002038,1,0.09306821320077327,0.4420049710024855,0.0615851974592654,0.023059928196630764,0.2867992267329467,0.09348246340789837
2038,E02002039,1,0.07385908726981585,0.46717373899119297,0.07025620496397118,0.01721377101681345,0.2710168134507606,0.10048038430744596
2039,E02002040,1,0.05485232067510549,0.5664054651396424,0.07353827606992164,0.015069318866787222,0.19670484227446253,0.09342977697408077
2040,E02002041,1,0.05415713196033562,0.5848588863463006,0.07170099160945843,0.011823035850495805,0.18878718535469108,0.08867276887871854
2041,E02002042,1,0.05292893250074338,0.5752304490038656,0.06660719595599167,0.014570324115373179,0.21141837644959857,0.0792447219744276
