,GEOGRAPHY_CODE,All categories: Religion,Buddhist,Christian,Hindu,Jewish,Muslim,No religion,Other religion,Religion not stated,Sikh
38,E02000039,1,0.007476027953843654,0.44368600682593856,0.04501869006988461,0.25516008451162037,0.05054444986185601,0.09475052819762718,0.006338371526084837,0.09182512595481879,0.00520071509832602
39,E02000040,1,0.007976558684681752,0.5515220576265668,0.04395246622171577,0.10874165717076346,0.06430083021325085,0.1318573986651473,0.0076509848608171905,0.08220739052580173,0.0017906560312550871
40,E02000041,1,0.008068714211348256,0.38209266007287873,0.0877147319104633,0.24479437792816242,0.06871421134825612,0.08823529411764706,0.0206923477355544,0.09864653826132223,0.001041124414367517
41,E02000042,1,0.01287411971830986,0.4404709507042254,0.1311619718309859,0.08318661971830986,0.06745158450704225,0.15768045774647887,0.01969630281690141,0.08087588028169014,0.006602112676056338
42,E02000043,1,0.034775111366575656,0.4139962638310102,0.08722517603103894,0.13938784308090243,0.05101307659146429,0.16482253197298463,0.027733869808880585,0.0732863917229487,0.007759735594194568
43,E02000044,1,0.005699138502319417,0.5742876076872101,0.06149768058316766,0.0584493041749503,0.06613651424784625,0.12034459907223327,0.0064943671305500335,0.10510271703114646,0.0019880715705765406
44,E02000045,1,0.008020786262991414,0.5437189335743334,0.06642566651604158,0.03377767736104835,0.07410754631721644,0.16629010393131496,0.00858563036601898,0.092069588793493,0.0070040668775417985
45,E02000046,1,0.01731965696990079,0.4370270724735161,0.10997141415839919,0.09954598957457542,0.04809147469312258,0.18984361863124263,0.020850849167647553,0.07230536404910039,0.005044560282495376
46,E02000047,1,0.010384783559247924,0.5977262789680805,0.07761259291648448,0.0165063401836467,0.08581110625273283,0.1239615216440752,0.005356362046348929,0.08176650634018365,0.0008745080891998251
47,E02000048,1,0.014084507042253521,0.4032820777878279,0.06163587026747642,0.23103760175733298,0.06887194728001034,0.11060860576301848,0.0069776456906577074,0.09794547099108412,0.005556273420338545
48,E02000049,1,0.008553555470445551,0.5870037022852036,0.056044938082471595,0.01493680582152432,0.1280480020426401,0.10442997574364866,0.005489595301927741,0.09255713009064216,0.0029362951614962337
49,E02000050,1,0.00888686339295887,0.5119061182636436,0.12282100945653412,0.052523641335308194,0.06163837302039421,0.14879799475902927,0.013330295089438305,0.07063917055941665,0.009456534123276746
50,E02000051,1,0.012049770792403405,0.30412573673870336,0.0733464309102816,0.31263916175507533,0.05605762933857236,0.11617550753110674,0.008906352324819908,0.1097576948264571,0.006941715782580223
51,E02000052,1,0.007889320832380517,0.4982849302538303,0.05785501943745713,0.06928881774525497,0.049279670706608734,0.21575577406814545,0.00994740452778413,0.08712554310541962,0.00457351932311914
52,E02000053,1,0.023707606190319395,0.46855449456700693,0.14520908791570628,0.027164965426407638,0.11722094171880144,0.12545274942377346,0.004280540006585446,0.08363516628251565,0.004774448468883767
53,E02000054,1,0.014782462623887115,0.36032252645724844,0.08331933478918192,0.23517554174365865,0.08147152696119604,0.10330925583739291,0.011758777087182933,0.10246934318830841,0.007391231311943558
54,E02000055,1,0.016226956617728227,0.3130588365161718,0.07451153548956839,0.2897670824594326,0.05927806601170107,0.09979026382602936,0.006844022519041837,0.137542775140744,0.0029804614195827355
55,E02000056,1,0.008316245158350421,0.2886762360446571,0.024720893141945772,0.42253360674413304,0.04192298929141034,0.09273182957393483,0.005126452494873548,0.11244019138755981,0.0035315561631351104
56,E02000057,1,0.01377984297388239,0.2310527159109117,0.08059605832398654,0.38215029642685466,0.06232975484697965,0.07306521390802756,0.007530844415958981,0.1488543502643807,0.0006409229290177856
57,E02000058,1,0.00784790538299989,0.31104233447551677,0.02741240190118271,0.3350281861390516,0.04719796617663314,0.1315353155742235,0.005084558417154858,0.13407759478280093,0.0007737371504366088
58,E02000059,1,0.01263517359134889,0.4582811610700057,0.17336368810472397,0.04416619237336369,0.13420603301081388,0.09914627205463859,0.008537279453614115,0.06647694934547524,0.0031872509960159364
59,E02000060,1,0.011735029611756964,0.18370256635227022,0.05955253345031805,0.41127440228120205,0.0565913577538934,0.08839657819697302,0.011296336915990348,0.17470936608905463,0.0027418293485413467
60,E02000061,1,0.02462512037419177,0.29935341862704634,0.0376943183381483,0.2750034392626221,0.05048837529233732,0.16026963818957216,0.010592928876048974,0.13977163296189296,0.0022011280781400466
61,E02000062,1,0.012577469923441487,0.5255195041924899,0.07674079475027343,0.03062340503098797,0.10900473933649289,0.13835216915785636,0.008384979948960992,0.09642726941305141,0.002369668246445498
62,E02000063,1,0.013105014852350166,0.48803075310152016,0.06115673597763411,0.0814258256159357,0.12423554080027957,0.11969246898479818,0.00943561069369212,0.10134544819150795,0.0015726017822820198
63,E02000064,1,0.012242725337118524,0.5079843860894251,0.03140525195173882,0.11603974449964514,0.06777856635911994,0.15259048970901348,0.0039034776437189495,0.10699077359829666,0.0010645848119233499
64,E02000065,1,0.009708737864077669,0.6468247652395352,0.007321343307337259,0.0011141174598121915,0.02419226484163616,0.17778131465860258,0.0023873945567404104,0.122075441667993,0.008594620404265478
65,E02000066,1,0.02777482175162286,0.6329679685005853,0.01042886027455571,0.0008513355326167926,0.04043843779929765,0.17941896349898903,0.0020219218899648825,0.09013514951580291,0.01596254123656486
66,E02000067,1,0.0037127128408654462,0.6238637818461145,0.016771220074254255,0.0014082703879144795,0.01305850723338881,0.18025860965305338,0.0025604916143899628,0.11240558187171937,0.045960824478299835
67,E02000068,1,0.00272133526850508,0.6242743105950653,0.011248185776487663,0.001451378809869376,0.015783744557329463,0.18759071117561685,0.002902757619738752,0.10141509433962265,0.052612481857764876
68,E02000069,1,0.0029376188007603247,0.6647658545014689,0.00829445308449974,0.0008640055296353896,0.01589770174529117,0.15534819422844307,0.00673924313115604,0.10385346466217384,0.041299464316571624
69,E02000070,1,0.001049317943336831,0.7490818467995802,0.007869884575026232,0.0015739769150052466,0.008001049317943336,0.12670514165792235,0.002492130115424974,0.07371458551941239,0.029512067156348375
70,E02000071,1,0.0015136920324755746,0.7023531030686666,0.006329984863079675,0.0012384752992981973,0.014448878491812303,0.15136920324755745,0.0015136920324755746,0.09233521398101005,0.028897756983624606
71,E02000072,1,0.0014263978699125142,0.6547166222898441,0.0063712438189425635,0.0011411182959300114,0.017211867630277673,0.20673259794598706,0.0033282616964625334,0.10232027386839103,0.0067516165842525675
72,E02000073,1,0.002226093689508324,0.7665505226480837,0.007646147890050329,0.0005807200929152149,0.010356174990321331,0.12330623306233063,0.0018389469608981804,0.06852497096399536,0.018970189701897018
73,E02000074,1,0.001628001628001628,0.709266042599376,0.007868674535341203,0.000814000814000814,0.011260344593677927,0.16836250169583503,0.001628001628001628,0.0870980870980871,0.012074345407678742
74,E02000075,1,0.002041858090862685,0.7697805002552323,0.007401735579377233,0.0005104645227156713,0.00701888718734048,0.12978560490045943,0.002679938744257274,0.07044410413476264,0.010336906584992343
75,E02000076,1,0.004280540006585446,0.7393809680605861,0.007408626934474811,0.0006585446163977609,0.012347711557458018,0.13450773789924267,0.0018109976950938427,0.08198880474152123,0.017616068488640106
76,E02000077,1,0.003054448871181939,0.7463479415670651,0.010225763612217796,0.001195219123505976,0.013944223107569721,0.12270916334661354,0.00199203187250996,0.08592297476759628,0.014608233731739707
77,E02000078,1,0.00250164581961817,0.7686635944700461,0.008294930875576038,0.0005266622778143515,0.004476629361421988,0.1411454904542462,0.0026333113890717576,0.06728110599078341,0.004476629361421988
78,E02000079,1,0.0021353263045509143,0.7358868277058588,0.009742426264513547,0.0021353263045509143,0.01307887361537435,0.14960629921259844,0.0024022420926197783,0.07460296276524757,0.010409715734685706
79,E02000080,1,0.004161979752530934,0.7268841394825647,0.009561304836895388,0.0020247469066366703,0.015635545556805398,0.1422947131608549,0.0021372328458942632,0.07952755905511812,0.01777277840269966
80,E02000081,1,0.002871205906480722,0.7618266338528848,0.006562756357670222,0.0009570686354935739,0.006015859994531037,0.14547443259502324,0.0013672409078479629,0.06316652994257588,0.01175827180749248
81,E02000082,1,0.004198819791193827,0.747843849296414,0.009986382206082615,0.0013617793917385383,0.019632319564230595,0.13719927371765775,0.0012482977757603268,0.0727417158420336,0.005787562414888788
82,E02000083,1,0.002491224096931265,0.7490657909636508,0.004416260899105424,0.0013588495074170536,0.006567772619182425,0.15513531876344694,0.002491224096931265,0.07417053561318084,0.004303023440154003
83,E02000084,1,0.0030332681017612526,0.7658512720156556,0.007925636007827789,0.0015655577299412916,0.011448140900195695,0.1258317025440313,0.0009784735812133072,0.06986301369863014,0.01350293542074364
84,E02000085,1,0.0011817226890756302,0.7683823529411765,0.009585084033613446,0.0005252100840336134,0.015493697478991597,0.1408876050420168,0.0013130252100840337,0.06066176470588235,0.0019695378151260504
85,E02000086,1,0.0036976170912078883,0.7822514379622021,0.010818953711311969,0.0010955902492467817,0.01602300739523418,0.12161051766639278,0.0015064365927143248,0.0599835661462613,0.0030128731854286495
86,E02000087,1,0.004278812974465148,0.758040027605245,0.014630779848171153,0.001932367149758454,0.008557625948930296,0.13706004140786748,0.000966183574879227,0.06625258799171843,0.008281573498964804
87,E02000088,1,0.0018944519621109607,0.7707713125845738,0.008930987821380243,0.0008119079837618403,0.015020297699594046,0.12611637347767254,0.0013531799729364006,0.07158322056833559,0.0035182679296346412
88,E02000089,1,0.0032021347565043363,0.7781187458305537,0.009206137424949967,0.001067378252168112,0.00733822548365577,0.11967978652434956,0.0020013342228152103,0.07591727818545697,0.0034689793195463643
89,E02000090,1,0.002152171160906444,0.7484491707811115,0.009241676161539435,0.003418154196733764,0.012533232054690467,0.14913280162045828,0.0035447525003164957,0.06937587036333713,0.002152171160906444
90,E02000091,1,0.003496885586274724,0.7579499508250465,0.010709212107966342,0.0031690525625614687,0.014643208392525408,0.1381269806578516,0.0028412195388482133,0.06775215823407278,0.0013113320948530216
91,E02000092,1,0.002975148757437872,0.7385369268463423,0.006300315015750788,0.0010500525026251313,0.021876093804690234,0.15365768288414422,0.00280014000700035,0.07087854392719636,0.0019250962548127406
92,E02000093,1,0.0098958870219565,0.36686939490774145,0.35614885063395524,0.01133903721265849,0.11328728997010618,0.052881146273580044,0.017111637975466446,0.06834346974538708,0.0041232862591485415
93,E02000094,1,0.009949588750331653,0.4765189705492173,0.2060228177235341,0.02122578933404086,0.1483152029716105,0.06500397983550013,0.010214911117007165,0.059432210135314405,0.0033165295834438843
94,E02000095,1,0.010569195199823847,0.33116811626114717,0.33513156446108117,0.053946933832434214,0.11967411648133877,0.05328635913244523,0.028845095232852582,0.059341627215677636,0.008036992183199384
95,E02000096,1,0.01350111416961594,0.3207497706121379,0.25717656311443177,0.13527329925285098,0.07130685542010748,0.06291781360597719,0.058461135142220476,0.06213134093590248,0.0184821077467558
96,E02000097,1,0.011357702349869452,0.49921671018276764,0.21475195822454307,0.025587467362924284,0.11449086161879896,0.05287206266318538,0.013446475195822455,0.060574412532637074,0.007702349869451697
97,E02000098,1,0.026025888185072982,0.4143486642798127,0.19209584136601487,0.06995318094188929,0.1250344257780226,0.0874414761773616,0.014321123657394658,0.062241806664830625,0.00853759294960066
98,E02000099,1,0.011551625784369652,0.4140045636052481,0.2335995436394752,0.04064460924130063,0.11936679977181974,0.08328579577866514,0.02424415288077581,0.06503137478608101,0.00827153451226469
99,E02000100,1,0.010978167016158875,0.4163068952756877,0.24485012951770074,0.017762427531762673,0.10904156901443197,0.07314666337732824,0.026766991488836808,0.06019489330208462,0.04095226347600839
100,E02000101,1,0.010900282599919257,0.46225272507064996,0.14372224465078726,0.04481227291077917,0.16188938231731934,0.07213026510563854,0.010496568429551878,0.08693311801910913,0.006863140896245458
101,E02000102,1,0.012021429504769372,0.48556121782307593,0.19168953351626813,0.005226708480334509,0.16568665882660394,0.056317783875604335,0.006533385600418136,0.07526460211681693,0.0016986802561087156
102,E02000103,1,0.007474639615589963,0.6003737319807795,0.0714095034703684,0.01615056059797117,0.15269620928990923,0.07781633742658836,0.0058729311265349705,0.06660437800320342,0.001601708489054992
103,E02000104,1,0.010481099656357388,0.3788659793814433,0.2259450171821306,0.08195876288659794,0.13006872852233678,0.0774914089347079,0.017697594501718213,0.06718213058419244,0.010309278350515464
104,E02000105,1,0.010589812332439679,0.42319034852546916,0.25093833780160857,0.0160857908847185,0.1447721179624665,0.06501340482573727,0.014477211796246649,0.05924932975871314,0.015683646112600536
105,E02000106,1,0.009743938363924768,0.513256288239293,0.1434398368456832,0.009517335146159076,0.1483118060276456,0.08996147745297983,0.0036256514842510764,0.07851801495581237,0.0036256514842510764
106,E02000107,1,0.0074678308823529415,0.5234375,0.04744944852941176,0.030330882352941176,0.13798253676470587,0.17601102941176472,0.004136029411764706,0.07077205882352941,0.002412683823529412
107,E02000108,1,0.00670465973851827,0.4544083137780758,0.23700972175662086,0.005866577271203486,0.1535367080120684,0.05799530673818304,0.008213208179684881,0.06604089842440496,0.010224606101240362
108,E02000109,1,0.007173795343800758,0.4497834325933947,0.24350297780184083,0.011911207363291824,0.12845154304277207,0.058067135896047645,0.006497022198159177,0.0886572820790471,0.005955603681645912
109,E02000110,1,0.011739594450373533,0.4991995731056563,0.07764140875133405,0.023479188900747065,0.11005869797225187,0.16848986125933832,0.003735325506937033,0.10312166488794024,0.002534685165421558
110,E02000111,1,0.008583124257229631,0.36049121880364454,0.34939918130199393,0.0067344513402878645,0.12953915225141951,0.05189488973986531,0.018222633038425987,0.05942162947312822,0.01571371979400502
111,E02000112,1,0.006485771012574454,0.40423560555923227,0.3199205823957644,0.004897418927862343,0.1315684976836532,0.04156187954996691,0.009794837855724686,0.0743878226340172,0.0071475843812045005
112,E02000113,1,0.0039102932719954,0.6064404830362277,0.07774583093732029,0.004715353651523865,0.13294997124784358,0.07636572742955722,0.005980448533640023,0.09085681426106958,0.0010350776308223116
113,E02000114,1,0.008402222523377152,0.4798753218593305,0.0813118308713918,0.01910828025477707,0.11221032660252067,0.17644667299092018,0.005962867597235398,0.11112616885756878,0.005556308442878439
114,E02000115,1,0.007686191359660748,0.49509673999469916,0.03697323085078187,0.07182613305062285,0.08759607739199576,0.20487675589716406,0.0055658627087198514,0.08719851576994433,0.0031804929764113437
