,GEOGRAPHY_CODE,All communal establishments,Medical and care establishments - Housing association,Medical and care establishments - Local Authority - Children's home,Medical and care establishments - Local Authority - Other,Medical and care establishments - NHS - Other hospital home,Medical and care establishments - NHS - Psychiatric hospital / home,Medical and care establishments - Other,Medical and care establishments - Other - Children's home,Medical and care establishments - Other - Nursing home,Medical and care establishments - Other - Residential care home,Number of residents by communal establishment type,Other establishments,Residents in establishments with limiting long-term illness - medical and care establishments,Residents in establishments with limiting long-term illness - other establishments
0,E02000001,1,0.0,0.0,0.0,1.0952380952380953,0.0,0.0,0.0,0.0,0.0,12.666666666666666,11.571428571428571,0.0,1.0476190476190477
1,E02000002,1,,,,,,,,,inf,inf,,inf,
2,E02000003,1,,,,,,,,,inf,inf,,inf,
3,E02000004,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,61.0,22.0,38.666666666666664,3.3333333333333335
4,E02000006,1,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0
5,E02000007,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.5,0.0,0.0
6,E02000008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335,0.0,3.3333333333333335
7,E02000009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,136.33333333333334,130.0,6.0,6.0
8,E02000011,1,,,,,,,,inf,,inf,,inf,
9,E02000014,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.333333333333334,11.333333333333334,0.0,11.333333333333334,0.0
10,E02000015,1,,,,,,,,,inf,inf,,inf,
11,E02000017,1,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,2.5,4.25,0.0,4.0,0.75
12,E02000018,1,3.3333333333333335,0.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,25.333333333333332,0.0,24.333333333333332,0.0
13,E02000019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,2.0,18.333333333333332,4.666666666666667,13.333333333333334,1.3333333333333333
14,E02000020,1,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,14.333333333333334,0.0,13.0,0.0
15,E02000021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,1.6666666666666667,25.333333333333332,0.0,25.333333333333332,0.0
16,E02000022,1,0.0,0.0,13.0,0.0,0.0,4.666666666666667,0.0,0.0,0.0,35.333333333333336,17.666666666666668,17.666666666666668,3.3333333333333335
17,E02000023,1,,,inf,,,,,,inf,inf,,inf,
18,E02000024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.166666666666667,3.8333333333333335,14.25,4.25,9.5,0.75
19,E02000025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0
20,E02000026,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.666666666666666,13.666666666666666,0.0,1.0
21,E02000027,1,0.0,0.6666666666666666,3.3333333333333335,14.5,0.0,2.0,0.0,0.0,0.8333333333333334,21.333333333333332,0.0,6.0,0.0
22,E02000028,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.1666666666666665,9.166666666666666,0.0,9.0,0.0
23,E02000030,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.625,20.75,7.125,13.5,1.625
24,E02000031,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,12.4,1.7,10.3,0.7
25,E02000032,1,,,,,,,,,inf,inf,,inf,
26,E02000033,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,7.4,8.9,1.1,7.1,0.9
27,E02000034,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143,7.142857142857143,9.714285714285714,0.42857142857142855,9.0,0.0
28,E02000035,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,19.1,2.8,14.4,0.4
29,E02000036,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.4,4.4,14.6,2.8,10.6,1.4
30,E02000037,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335,0.0,3.3333333333333335,0.0
31,E02000038,1,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,11.272727272727273,4.2727272727272725,17.727272727272727,1.2727272727272727,15.363636363636363,1.0
32,E02000039,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25,25.25,0.0,1.25
33,E02000040,1,0.0,0.0,0.0,0.0,0.0,2.388888888888889,0.0,0.6666666666666666,2.0555555555555554,25.27777777777778,20.166666666666668,4.333333333333333,1.5555555555555556
34,E02000041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.333333333333332,16.333333333333332,0.0,16.333333333333332,0.0
35,E02000042,1,0.0,0.0,1.25,0.0,0.0,1.5,0.0,1.5833333333333333,7.833333333333333,15.166666666666666,3.0,11.916666666666666,0.75
36,E02000043,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.75,14.75,0.0,14.75,0.0
37,E02000045,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,E02000046,1,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,6.428571428571429,8.428571428571429,1.4285714285714286,6.857142857142857,1.0
39,E02000047,1,,,,,,,,,inf,inf,,inf,
40,E02000048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335,0.0,3.3333333333333335,0.0
41,E02000049,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,8.666666666666666
42,E02000050,1,0.0,0.0,0.0,3.125,0.0,0.0,0.0,0.0,8.5,13.625,2.0,10.375,0.375
43,E02000051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375,15.125,11.75,3.375,1.25
44,E02000052,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5
45,E02000053,1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.8666666666666667,1.5666666666666667,0.3,0.5333333333333333
46,E02000054,1,0.0,0.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.0,4.666666666666667,0.0
47,E02000055,1,0.0,0.0,0.0,0.0,0.0,0.11627906976744186,0.0,0.0,2.604651162790698,5.744186046511628,3.0232558139534884,2.7209302325581395,0.11627906976744186
48,E02000056,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.571428571428571,35.57142857142857,43.42857142857143,1.2857142857142858,37.57142857142857,0.0
49,E02000057,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.5,6.5,3.0,6.5
50,E02000058,1,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.833333333333333,6.666666666666667,0.0,6.333333333333333,0.0
51,E02000059,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.333333333333333,1.8333333333333333,4.166666666666667,0.8333333333333334
52,E02000060,1,2.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,3.8666666666666667,2.4,12.933333333333334,3.933333333333333,7.733333333333333,1.9333333333333333
53,E02000061,1,0.0,0.0,4.75,0.0,0.0,0.0,0.0,10.25,0.0,18.0,3.0,15.125,0.375
54,E02000062,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,5.0,0.75,2.75,0.0
55,E02000063,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.666666666666668,0.0,29.666666666666668,0.0,28.666666666666668,0.0
56,E02000064,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,7.0,41.666666666666664,25.333333333333332,15.666666666666666,0.5
57,E02000065,1,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0
58,E02000066,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
59,E02000069,1,,,,,,,,,inf,inf,,inf,
60,E02000071,1,,,,,,,,,,inf,inf,,inf
61,E02000074,1,,,,,,,,,inf,inf,,inf,
62,E02000077,1,,,inf,,,,,,inf,inf,,inf,
63,E02000078,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.333333333333334,11.333333333333334,0.0,7.333333333333333
64,E02000079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.545454545454546,7.090909090909091,12.909090909090908,0.2727272727272727,12.545454545454545,0.2727272727272727
65,E02000081,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.6666666666666665,0.0,2.6666666666666665
66,E02000083,1,,,,,,,,,inf,inf,,inf,
67,E02000086,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,E02000087,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,6.8,6.2,14.2,0.0,14.2,0.0
69,E02000089,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0
70,E02000090,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,5.25,29.75,0.0,29.75,0.0
71,E02000091,1,0.0,0.0,0.0,2.2,0.0,0.0,0.8,0.0,29.2,32.2,0.0,28.4,0.0
72,E02000092,1,inf,,,,,,,,,inf,,inf,
73,E02000093,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.8,14.4,1.6,12.6,1.6
74,E02000094,1,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,8.333333333333334,0.0,8.333333333333334,0.0
75,E02000095,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3333333333333333,4.333333333333333,1.0,3.0,0.0
76,E02000096,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.666666666666666,2.6666666666666665,4.333333333333333,2.6666666666666665
77,E02000098,1,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,13.428571428571429,3.2857142857142856,18.0,0.8571428571428571,16.857142857142858,0.42857142857142855
78,E02000099,1,,,,,,,,,inf,inf,,inf,
79,E02000100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,205.33333333333334,201.33333333333334,4.0,8.333333333333334
80,E02000101,1,2.9,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1.1,13.3,4.2,8.6,4.1
81,E02000104,1,0.0,0.0,0.6666666666666666,0.0,0.0,0.8888888888888888,0.0,0.0,2.3333333333333335,4.555555555555555,0.6666666666666666,3.7777777777777777,0.0
82,E02000105,1,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.8571428571428571,4.0,1.7142857142857142,2.2857142857142856,0.42857142857142855
83,E02000107,1,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,9.272727272727273,6.7272727272727275,2.3636363636363638,1.6363636363636365
84,E02000108,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,5.0,3.25,1.5,0.0
85,E02000109,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,4.111111111111111,3.6666666666666665,0.4444444444444444,2.0
86,E02000110,1,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,1.0,3.6666666666666665,0.0,3.6666666666666665,0.0
87,E02000111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,0.0,26.666666666666668,0.0,26.0,0.0
88,E02000112,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,23.333333333333332
89,E02000113,1,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.6666666666666667,5.666666666666667,0.0
90,E02000114,1,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,9.0,7.8,0.6,1.2
91,E02000115,1,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.8695652173913043,1.6956521739130435,5.130434782608695,2.347826086956522,2.5652173913043477,0.6086956521739131
92,E02000116,1,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,31.5,21.5,7.5,8.25
93,E02000117,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,2.3333333333333335,0.0,0.0
94,E02000118,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
95,E02000119,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8333333333333335,3.3333333333333335,11.833333333333334,4.666666666666667,7.166666666666667,1.5
96,E02000120,1,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.625,5.25,1.25,1.0
97,E02000121,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,0.0,0.0
98,E02000122,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,1.0,0.4444444444444444,0.5555555555555556,0.0
99,E02000123,1,0.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,2.5294117647058822,1.7058823529411764,0.5294117647058824,1.6470588235294117
100,E02000124,1,,,,,,,,,,inf,inf,,inf
101,E02000125,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
102,E02000126,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3.8333333333333335
103,E02000127,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.333333333333334,3.3333333333333335,8.333333333333334,0.0
104,E02000128,1,0.0,0.0,0.5,3.3333333333333335,2.0,0.0,0.0,0.0,9.333333333333334,35.333333333333336,20.166666666666668,14.333333333333334,0.6666666666666666
105,E02000129,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,0.0,10.333333333333334,0.0,10.333333333333334,0.0
106,E02000130,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,7.8,0.0
107,E02000131,1,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,6.0,7.7,0.4,5.5,0.0
108,E02000132,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,0.0,19.333333333333332,10.0,9.333333333333334,3.0
109,E02000133,1,0.0,0.0,0.0,1.1818181818181819,0.0,0.0,0.0,15.545454545454545,10.090909090909092,35.18181818181818,8.363636363636363,25.545454545454547,0.2727272727272727
110,E02000134,1,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,3.789473684210526,1.8421052631578947,7.631578947368421,1.5263157894736843,5.368421052631579,0.7894736842105263
111,E02000135,1,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,7.0,16.444444444444443,0.5555555555555556,15.333333333333334,0.0
112,E02000136,1,4.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,8.571428571428571,13.714285714285714,41.0,14.285714285714286,22.714285714285715,1.4285714285714286
113,E02000137,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,5.142857142857143,12.142857142857142,0.0,11.571428571428571,0.0
114,E02000138,1,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.8,1.4,5.6,0.8,3.2,0.6
115,E02000139,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7142857142857144,3.7142857142857144,0.0,2.2857142857142856,0.0
116,E02000141,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,1.3333333333333333,0.0
117,E02000142,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,7.1,19.1,3.6,14.4,2.9
118,E02000143,1,,,,inf,,,,,,inf,,inf,
119,E02000144,1,1.3333333333333333,0.0,0.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,8.666666666666666,0.0,8.333333333333334,0.0
120,E02000146,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.4,21.4,0.0,14.4,0.0
121,E02000148,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.7142857142857142
122,E02000150,1,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,39.0,0.0,31.333333333333332,0.0
123,E02000151,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.3333333333333335,11.333333333333334,0.0,11.0,0.0
124,E02000152,1,,,,,,,,,inf,inf,,inf,
125,E02000154,1,4.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,5.714285714285714,0.0
126,E02000156,1,8.4,0.0,1.6,1.0,0.0,0.0,0.0,0.0,4.4,15.4,0.0,13.8,0.0
127,E02000158,1,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0
128,E02000160,1,0.0,0.0,6.375,0.0,0.0,0.0,0.0,5.75,8.5,27.875,7.25,19.875,6.875
129,E02000161,1,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,3.4,12.2,0.0,3.2,0.0
130,E02000162,1,0.0,0.0,1.0909090909090908,4.181818181818182,1.2727272727272727,0.0,0.0,0.0,0.0,6.545454545454546,0.0,5.818181818181818,0.0
131,E02000163,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,E02000164,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335,0.0,3.3333333333333335
133,E02000166,1,,,,inf,,,,,,inf,inf,inf,inf
134,E02000167,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,24.4,0.0,13.8
135,E02000168,1,0.42857142857142855,0.0,6.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,8.714285714285714,1.5714285714285714,6.714285714285714,0.42857142857142855
136,E02000169,1,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,8.8,56.9,43.8,13.0,2.1
137,E02000170,1,3.1818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,6.636363636363637,2.909090909090909,3.4545454545454546,0.6363636363636364
138,E02000171,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,0.0,3.25
139,E02000172,1,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,10.428571428571429,8.357142857142858,2.0714285714285716,2.357142857142857
140,E02000173,1,0.0,0.0,0.0,4.3478260869565215,0.8260869565217391,0.0,0.0,0.0,0.13043478260869565,25.304347826086957,20.0,0.8695652173913043,2.5217391304347827
141,E02000174,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,4.666666666666667,0.0,1.0
142,E02000175,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,4.666666666666667,0.0,1.6666666666666667
143,E02000176,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.4,0.0,0.8666666666666667
144,E02000177,1,0.0,0.0,0.0,0.0,0.0,0.06315789473684211,0.0,0.0,0.09473684210526316,0.8105263157894737,0.6526315789473685,0.11578947368421053,0.031578947368421054
145,E02000178,1,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,4.777777777777778,3.0,1.3333333333333333,2.2222222222222223
146,E02000179,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,4.75,0.75
147,E02000180,1,0.0,0.0,0.0,0.0,0.0,2.1818181818181817,0.0,0.0,0.9090909090909091,42.72727272727273,39.63636363636363,3.090909090909091,4.636363636363637
148,E02000181,1,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,5.333333333333333,1.3333333333333333,3.3333333333333335
149,E02000182,1,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,14.25,0.0
150,E02000183,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
151,E02000184,1,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,12.0,2.8,8.6,2.2
152,E02000185,1,0.0,0.0,0.13043478260869565,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,11.043478260869565,10.478260869565217,0.5217391304347826,3.0869565217391304
153,E02000186,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,32.27777777777778,31.166666666666668,1.0555555555555556,12.277777777777779
154,E02000187,1,0.75,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,4.5,2.875,1.5,1.125
155,E02000188,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,76.5,0.0,3.25
156,E02000189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,20.6,0.0,2.0
157,E02000190,1,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5777777777777777,30.488888888888887,29.644444444444446,0.7333333333333333,1.8666666666666667
158,E02000191,1,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,52.31707317073171,52.24390243902439,0.0,1.8048780487804879
159,E02000192,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.34615384615384615,0.11538461538461539,0.15384615384615385,0.0
160,E02000193,1,0.0,0.0,0.0,0.7413793103448276,0.0,0.0,0.0,0.0,0.0,12.10344827586207,11.362068965517242,0.0,1.3448275862068966
161,E02000194,1,0.0,0.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,13.666666666666666,5.333333333333333,7.5,4.666666666666667
162,E02000195,1,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,3.6666666666666665,0.0
163,E02000196,1,,,,,,,,,inf,inf,,inf,
164,E02000197,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,5.75,2.0,3.75,2.0
165,E02000198,1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375,2.625,0.5,2.0,0.0
166,E02000199,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,E02000200,1,0.0,0.2727272727272727,0.7272727272727273,0.0,0.0,0.0,1.1818181818181819,3.6363636363636362,0.0,9.636363636363637,3.8181818181818183,4.818181818181818,3.1818181818181817
168,E02000202,1,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,6.5,10.0,0.0,10.0,0.0
169,E02000203,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6923076923076925,2.1538461538461537,10.923076923076923,5.076923076923077,5.6923076923076925,1.6923076923076923
170,E02000204,1,,,,,,,,,,inf,inf,,inf
171,E02000206,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.333333333333333,2.3333333333333335,2.0,1.0
172,E02000207,1,0.0,0.0,5.2,0.0,0.0,0.0,0.6,0.0,3.2,10.4,1.4,8.4,0.6
173,E02000208,1,0.0,0.0,0.35294117647058826,2.176470588235294,0.0,0.4117647058823529,0.0,0.0,1.3529411764705883,7.176470588235294,2.8823529411764706,2.588235294117647,2.0
174,E02000209,1,,,,,,,,,inf,inf,,inf,
175,E02000211,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,E02000212,1,,,,,,inf,,,,inf,,inf,
177,E02000213,1,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,6.333333333333333,4.75,0.5833333333333334,1.0833333333333333
178,E02000214,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.0,0.75
179,E02000215,1,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,1.8888888888888888,0.0,8.0,2.7777777777777777,5.222222222222222,0.5555555555555556
180,E02000216,1,0.0,0.0,0.0,1.4615384615384615,0.0,0.0,0.0,4.615384615384615,3.076923076923077,11.461538461538462,2.3076923076923075,7.153846153846154,2.076923076923077
181,E02000219,1,,,,,,,,,inf,inf,,inf,
182,E02000220,1,0.0,0.0,0.34615384615384615,0.0,0.0,0.5769230769230769,0.0,3.3846153846153846,2.1538461538461537,17.307692307692307,10.846153846153847,6.230769230769231,2.0
183,E02000221,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,8.88888888888889,11.666666666666666,21.22222222222222,0.0,19.77777777777778,0.0
184,E02000222,1,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.45454545454545453,0.0,3.3636363636363638,8.727272727272727,3.090909090909091,5.2727272727272725,1.2727272727272727
185,E02000224,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.8333333333333333,4.333333333333333,0.0,1.8333333333333333,0.0
186,E02000225,1,,inf,,,,,,,,inf,,,
187,E02000226,1,0.0,0.0,10.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,43.333333333333336,33.0,10.333333333333334,1.0
188,E02000227,1,,,,,,,,,inf,inf,,,
189,E02000228,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.4,12.4,0.0,11.6,0.0
190,E02000229,1,,,,,,,,,inf,inf,,inf,
191,E02000230,1,0.0,0.0,0.0,2.066666666666667,0.0,0.0,0.0,1.2666666666666666,8.6,11.933333333333334,0.0,10.466666666666667,0.0
192,E02000231,1,0.0,0.0,0.6842105263157895,0.0,0.15789473684210525,0.3157894736842105,0.3684210526315789,7.421052631578948,4.368421052631579,13.31578947368421,0.0,12.105263157894736,0.0
193,E02000232,1,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.6,0.6,0.0
194,E02000233,1,0.0,1.125,0.0,1.75,0.0,0.0,0.0,8.375,6.5,17.75,0.0,16.0,0.0
195,E02000234,1,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,2.142857142857143,4.0,7.857142857142857,0.0,6.0,0.0
196,E02000235,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,16.333333333333332,0.0
197,E02000236,1,0.0,0.0,0.0,1.8,4.4,0.0,0.0,1.8,2.8,10.8,0.0,9.2,0.0
198,E02000237,1,,,inf,,,,,,inf,inf,,inf,
199,E02000240,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,13.333333333333334,0.0,13.333333333333334,0.0
200,E02000243,1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.25,4.666666666666667,2.0833333333333335,2.5,1.3333333333333333
201,E02000245,1,,,,,,,,,,inf,inf,,inf
202,E02000247,1,0.0,0.0,9.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,9.666666666666666,0.0,8.333333333333334,0.0
203,E02000248,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,E02000250,1,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,7.0,5.333333333333333
205,E02000251,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
