,GEOGRAPHY_CODE,2001 Density(number of people per hectare),All people,Area (hectares),Females,Males,People living in communal establishments,People living in households,Students away from home
6366,E02006367,0.0023059116809116807,1,0.07727920227920228,0.5229700854700855,0.47702991452991456,0.012108262108262107,0.9878917378917379,0.02012108262108262
6367,E02006368,0.0014858096828046744,1,0.12483769245038026,0.5258764607679466,0.4741235392320534,0.009460211463550361,0.9905397885364496,0.01966240029679095
6368,E02006369,0.00030666251556662517,1,0.5076276463262764,0.5098069738480697,0.4901930261519303,0.01914694894146949,0.9808530510585305,0.014321295143212951
6369,E02006370,0.0007283296289964096,1,0.23474098136433577,0.5238502308086852,0.47614976919131474,0.030945460762523507,0.9690545392374765,0.014019490511198496
6370,E02006371,0.002490320582313768,1,0.0622580145578442,0.517732693201177,0.48226730679882296,0.02570853337463218,0.9742914666253678,0.018739352640545145
6371,E02006372,0.0007545632333767927,1,0.2159387222946545,0.5130378096479792,0.4869621903520209,0.012711864406779662,0.9872881355932204,0.009615384615384616
6372,E02006373,0.00010526315789473685,1,1.3130193905817173,0.5044321329639889,0.4955678670360111,0.014542936288088643,0.9854570637119113,0.023545706371191136
6373,E02006374,0.0001818181818181818,1,0.8773524720893142,0.5033492822966508,0.4966507177033493,0.010207336523125997,0.989792663476874,0.01770334928229665
6374,E02006375,0.003406866810416321,1,0.048764305855034,0.5113617515342511,0.4886382484657489,0.011942278984906286,0.9880577210150937,0.015093713717034335
6375,E02006376,0.002162162162162162,1,0.05428907168037603,0.4870740305522914,0.5129259694477086,0.1218566392479436,0.8781433607520565,0.013278495887191539
6376,E02006377,0.004267402528039878,1,0.04165924870927541,0.5125511839059996,0.48744881609400037,0.004984867366921844,0.9950151326330782,0.013174292326864874
6377,E02006378,0.0005483217592592592,1,0.2640335648148148,0.4986979166666667,0.5013020833333334,0.019965277777777776,0.9800347222222222,0.01490162037037037
6378,E02006379,0.006948301823657354,1,0.02409235402375774,0.5300317885226702,0.46996821147732976,0.0,1.0,0.004851932407562322
6379,E02006380,0.000716932725199544,1,0.19897377423033066,0.5267958950969214,0.4732041049030787,0.03192702394526796,0.9680729760547321,0.020096921322690992
6380,E02006381,0.0007091172214182344,1,0.2265637562309053,0.5118186203569706,0.48818137964302943,0.02219006271104679,0.9778099372889532,0.016401350699469366
6381,E02006382,0.004239002191134334,1,0.03977751559076353,0.5150851171414125,0.4849148828585876,0.004382268666779033,0.995617731333221,0.008090342154053598
6382,E02006383,0.0005460594241138006,1,0.21016404726396695,0.5202477916714466,0.4797522083285534,0.09796948491453482,0.9020305150854652,0.022599518182861076
6383,E02006384,0.004810581319399086,1,0.022643152623557587,0.504245591116917,0.495754408883083,0.016546919224907468,0.9834530807750925,0.014805138253864576
6384,E02006385,0.0025666959835825274,1,0.05716798592788039,0.49149809440046904,0.5085019055995309,0.016124303723248315,0.9838756962767516,0.012019935502785108
6385,E02006386,0.003109568931002269,1,0.04297344187908715,0.5139463499265982,0.48605365007340184,0.010943547310823434,0.9890564526891765,0.022821299879887895
6386,E02006387,0.004560053529608565,1,0.03663432586149214,0.5249247239879559,0.47507527601204413,0.0020073603211776514,0.9979926396788223,0.017397122783539644
6387,E02006388,0.0015217391304347826,1,0.07979111003157639,0.5024289531212047,0.4975710468787952,0.010808841389361185,0.9891911586106388,0.008258440612096187
6388,E02006389,0.00046329723225030085,1,0.32521058965102284,0.5018050541516246,0.4981949458483754,0.007671480144404332,0.9923285198555957,0.01022864019253911
6389,E02006390,0.0033651580905145694,1,0.036825790452572844,0.5092374457532548,0.4907625542467452,0.0006199628022318661,0.9993800371977681,0.010539367637941723
6390,E02006391,0.0017208448117539026,1,0.10670339761248852,0.4995408631772268,0.5004591368227732,0.002938475665748393,0.9970615243342517,0.01450872359963269
6391,E02006392,0.004063714063714064,1,0.031857031857031856,0.5124320124320124,0.4875679875679876,0.029785029785029785,0.9702149702149702,0.008676508676508677
6392,E02006393,0.0037910552061495456,1,0.04612159329140461,0.5092592592592593,0.49074074074074076,0.0033193570929419985,0.996680642907058,0.0069881201956673656
6393,E02006394,0.0010858676207513417,1,0.08237924865831843,0.5364937388193202,0.4635062611806798,0.28667262969588553,0.7133273703041145,0.008855098389982111
6394,E02006395,0.0023582741671217913,1,0.04631348989623157,0.5013653741125068,0.4986346258874932,0.004150737302020754,0.9958492626979792,0.0075368651010376845
6395,E02006396,0.000936356986100951,1,0.19531821506949523,0.5085954645208486,0.4914045354791514,0.018471104608632043,0.981528895391368,0.012070226773957572
6396,E02006397,0.0006768447837150127,1,0.2508905852417303,0.516030534351145,0.48396946564885496,0.015267175572519083,0.9847328244274809,0.022561492790500424
6397,E02006398,0.0034447038225853517,1,0.04231105923548293,0.5055442077618909,0.49445579223810915,0.004522906332068865,0.9954770936679311,0.006273708783192297
6398,E02006399,0.0015305707901685963,1,0.06632134877107455,0.5115783059110298,0.4884216940889701,0.00954702417225269,0.9904529758277473,0.009039203737558399
6399,E02006400,0.0005450887141027986,1,0.33565026522773,0.5161880373147979,0.4838119626852021,0.026705688677519664,0.9732943113224803,0.014267422718126943
6400,E02006401,0.0030311614730878186,1,0.037393767705382434,0.5141076487252124,0.4858923512747875,0.011444759206798867,0.9885552407932011,0.00793201133144476
6401,E02006402,0.0018536230377378105,1,0.056138891776691964,0.506393596007901,0.493606403992099,0.004782201892088575,0.9952177981079114,0.013826801122777836
6402,E02006403,0.0017652114128566517,1,0.09728429013406668,0.5022344448264008,0.49776555517359916,0.0010312822275696115,0.9989687177724303,0.005500171880371262
6403,E02006404,0.0047769855745315865,1,0.03465428618802852,0.5244569723097331,0.47554302769026696,0.015254518322002985,0.984745481677997,0.004311059525783452
6404,E02006405,0.003964406259588831,1,0.02577477753912243,0.5046537792778971,0.4953462207221029,0.011966861000306842,0.9880331389996931,0.008387030786539839
6405,E02006406,0.0018186798137496576,1,0.07532182963571624,0.5034237195288962,0.4965762804711038,0.009312517118597645,0.9906874828814024,0.008490824431662557
6406,E02006407,0.004586830594632935,1,0.025771367773968556,0.5111715332781652,0.4888284667218347,0.0017732592505024234,0.9982267407494976,0.007802340702210663
6407,E02006408,0.0049273574561403514,1,0.0278234649122807,0.5052083333333334,0.4947916666666667,0.0,1.0,0.004523026315789474
6408,E02006409,0.005778832899372032,1,0.02649716648797672,0.519681421350896,0.480318578649104,0.0024506049931076732,0.9975493950068923,0.0058201868586307244
6409,E02006410,0.005731854030209866,1,0.023258922603929956,0.5099585616896137,0.4900414383103863,0.005747894666488437,0.9942521053335116,0.005480550728512231
6410,E02006411,0.005725794638933647,1,0.025633513988574778,0.5038816464039841,0.4961183535960158,0.0057126116888823785,0.9942873883111176,0.009521019481470631
6411,E02006412,0.002733037412809131,1,0.05802155992390615,0.49857324032974,0.50142675967026,0.0028535193405199747,0.99714648065948,0.015060240963855422
6412,E02006413,0.002821243089294689,1,0.059306416485173395,0.5185123136203719,0.4814876863796281,0.016753224995811694,0.9832467750041883,0.010219467247445133
6413,E02006414,0.0014143556280587276,1,0.11533442088091354,0.5146818923327896,0.48531810766721045,0.007830342577487765,0.9921696574225123,0.00897226753670473
6414,E02006415,0.001852081076899273,1,0.0835525297849296,0.5093609778740523,0.4906390221259477,0.013151787095775955,0.9868482129042241,0.010830883490639022
6415,E02006416,0.0003057729941291585,1,0.399706457925636,0.5095401174168297,0.49045988258317025,0.01834637964774951,0.9816536203522505,0.026051859099804304
6416,E02006417,0.0011556383970177074,1,0.16123019571295433,0.5036346691519106,0.4963653308480895,0.005778191985088537,0.9942218080149114,0.010997204100652377
6417,E02006418,0.002386788222986101,1,0.06262143177402481,0.5087430877297863,0.49125691227021373,0.005828725153190853,0.9941712748468091,0.0201763562995068
6418,E02006419,0.0022103880945433326,1,0.06594689232564925,0.508170411438576,0.491829588561424,0.004960606944849723,0.9950393930551503,0.011380215932302306
6419,E02006420,0.00276986341606697,1,0.05301806432662652,0.5215156410632986,0.47848435893670144,0.04949331766779263,0.9505066823322074,0.033485093258922016
6420,E02006421,0.0005502726004818055,1,0.23050589577786232,0.48827183973627486,0.5117281602637251,0.045264359071890456,0.9547356409281096,0.01901863826550019
6421,E02006422,0.005659516973484208,1,0.029893599054213814,0.505488937679446,0.494511062320554,0.0016889039013680122,0.998311096098632,0.023306873838878566
6422,E02006423,0.002419047619047619,1,0.04627450980392157,0.511484593837535,0.48851540616246497,0.020504201680672268,0.9794957983193278,0.01669467787114846
6423,E02006424,0.003665713805279973,1,0.04590549857070792,0.5058012443248697,0.49419875567513033,0.006557928367243989,0.993442071632756,0.02404573734656129
6424,E02006425,0.0046772827375910556,1,0.03625275283754023,0.5102490259190242,0.4897509740809758,0.01761816025749619,0.9823818397425038,0.015077079451126546
6425,E02006426,0.004266713956375244,1,0.04149671927646746,0.5068274516758291,0.49317254832417096,0.0007093456286575634,0.9992906543713425,0.01897499556658982
6426,E02006427,0.000985960948846216,1,0.16378893012748105,0.487332580280781,0.512667419719219,0.054058415362272065,0.9459415846377279,0.016459577214781345
6427,E02006428,0.00031850873330397766,1,0.46132393952737416,0.5217965653896962,0.47820343461030385,0.004403346543372964,0.9955966534566271,0.012182592103331866
6428,E02006429,0.001991607972426195,1,0.07522853289375094,0.5107148209201259,0.4892851790798741,0.007792597032818822,0.9922074029671811,0.016034766971377193
6429,E02006430,0.004744637385086823,1,0.026940755873340144,0.517364657814096,0.482635342185904,0.03421859039836568,0.9657814096016343,0.008937691521961185
6430,E02006431,0.0005965478954274756,1,0.16917331179973755,0.5300292722317553,0.46997072776824467,0.06389421621076007,0.9361057837892399,0.01968305238720097
6431,E02006432,0.0016287878787878787,1,0.11075036075036075,0.5203823953823954,0.4796176046176046,0.036976911976911976,0.963023088023088,0.013888888888888888
6432,E02006433,0.00027565414019597285,1,0.39033056961343815,0.524819640357489,0.47518035964251104,0.016043932378593733,0.9839560676214063,0.02735005922256918
6433,E02006434,0.001188253267696486,1,0.14276014259039213,0.5189271770497369,0.4810728229502631,0.006450517738923782,0.9935494822610762,0.01544729248005432
6434,E02006435,0.000268936170212766,1,0.6321702127659574,0.5084255319148936,0.4915744680851064,0.026893617021276597,0.9731063829787234,0.01651063829787234
6435,E02006436,0.0005541303232426886,1,0.30887634684453563,0.5206088592440568,0.47939114075594325,0.009748589020010261,0.9902514109799897,0.013169146570891055
6436,E02006437,0.00021943176052765094,1,0.5786402841197362,0.5133181126331812,0.4866818873668189,0.04883307965499746,0.9511669203450025,0.01915271435819381
6437,E02006438,0.0002424163857920664,1,0.5347420274824993,0.5112781954887218,0.48872180451127817,0.012704174228675136,0.9872958257713249,0.01607466943220119
6438,E02006439,0.002277174879914606,1,0.07809998220957125,0.5105853051058531,0.48941469489414696,0.0,0.9998220957125067,0.011741682974559686
6439,E02006440,0.0023138975375035383,1,0.06113784319275403,0.5038211151995471,0.49617888480045286,0.0,1.0,0.014293801302009624
6440,E02006441,0.0010658578856152512,1,0.13547082611207395,0.5368284228769498,0.46317157712305024,0.07452339688041594,0.925476603119584,0.01025418833044483
6441,E02006442,0.0009393665158371041,1,0.19276018099547512,0.5181900452488688,0.4818099547511312,0.013212669683257919,0.986787330316742,0.036380090497737556
6442,E02006443,0.004165165581266454,1,0.03325481502009145,0.518913676042677,0.481086323957323,0.005403907440764861,0.9945960925592351,0.008452265484273244
6443,E02006444,0.004219050673508659,1,0.03800513149454779,0.52325208466966,0.47674791533033994,0.00946119307248236,0.9905388069275176,0.023412443874278384
6444,E02006445,0.0028220157255182273,1,0.05060757684060043,0.47491065046461756,0.5250893495353824,0.09835596854896354,0.9016440314510364,0.018298784846318798
6445,E02006446,0.00032243346007604563,1,0.4714828897338403,0.526235741444867,0.4737642585551331,0.03178707224334601,0.968212927756654,0.023422053231939164
6446,E02006447,0.0018476156959352456,1,0.09519619919056836,0.5050149568889671,0.4949850431110329,0.03061763153264121,0.9693823684673588,0.021291571353158543
6447,E02006448,0.0026730518067043974,1,0.05427369032070817,0.5083442170947613,0.4916557829052387,0.01915542011319112,0.9808445798868088,0.023944275141488898
6448,E02006449,0.0004023686607956271,1,0.37807470391740056,0.5188278165806256,0.48117218341937446,0.0060734892195566355,0.9939265107804434,0.018979653811114484
6449,E02006450,0.0001299289922949086,1,1.1577277534370751,0.5157878833660674,0.4842121166339326,0.07720199425895151,0.9227980057410485,0.03157576673213476
6450,E02006451,0.000565459076097374,1,0.16954188230783976,0.5063254744105808,0.4936745255894192,0.05146635997699828,0.9485336400230018,0.022810044086639832
6451,E02006452,0.00024760689215060625,1,0.5143586470963625,0.5110402042118698,0.4889597957881302,0.06853860880663688,0.9314613911933631,0.030376515634971284
6452,E02006453,0.00010880829015544041,1,1.1917098445595855,0.5226683937823834,0.47733160621761656,0.04702072538860104,0.952979274611399,0.028626943005181347
6453,E02006454,0.0010051934997487016,1,0.16652705645836824,0.5304071033673983,0.4695928966326018,0.010722063997319484,0.9892779360026805,0.03484670799128832
6454,E02006455,0.0015392615704628186,1,0.11267117351360721,0.5328479805858901,0.4671520194141099,0.05408216328653146,0.9459178367134685,0.015080603224128965
6455,E02006456,0.003505360972122945,1,0.0407433881343817,0.5120800571837026,0.48791994281629736,0.0024303073624017154,0.9975696926375983,0.009578270192994997
6456,E02006457,0.001869721161633692,1,0.061899803309036217,0.5219252574337614,0.47807474256623855,0.011338655559412242,0.9886613444405877,0.030544949670253386
6457,E02006458,0.0009541984732824427,1,0.125,0.5144322519083969,0.4855677480916031,0.015744274809160304,0.9842557251908397,0.024689885496183207
6458,E02006459,0.005837976376197905,1,0.019055047916202363,0.5043458881212391,0.49565411187876085,0.0004457321149988857,0.9995542678850011,0.009694673501225763
6459,E02006460,0.006020250025829115,1,0.017150532079760306,0.5168922409339808,0.4831077590660192,0.0007232152081826635,0.9992767847918174,0.010744911664428144
6460,E02006461,0.0013032089063523247,1,0.12557301899148657,0.5111329404060249,0.48886705959397514,0.033235101506221346,0.9667648984937787,0.021447282252783233
