,GEOGRAPHY_CODE,All households,Average household size,Average number of rooms per household,Lowest floor level - Basement or semi-basement,Lowest floor level - Ground level (street level),Lowest floor level - fifth floor or higher,Lowest floor level - first to fourth floor,Occupancy rating of -1 or less,With central heating and sole use of bath/shower and toilet,With central heating; without sole use of bath/shower and toilet,Without central heating or sole use of bath/shower and toilet,Without central heating; with sole use of bath/shower and toilet
4162,E02004163,3187.0,2.06,5.42,0.02008158142453718,0.8782554126137433,0.0,0.10166300596171948,0.03514276749294007,0.8032632569814873,0.0012550988390335738,0.0009413241292751804,0.19454032005020394
4163,E02004164,2530.0,2.44,6.57,0.015019762845849802,0.9620553359683794,0.0,0.02292490118577075,0.02924901185770751,0.8304347826086956,0.0015810276679841897,0.0023715415019762848,0.16561264822134386
4164,E02004165,2735.0,2.32,5.93,0.013893967093235832,0.9645338208409506,0.0,0.02157221206581353,0.017184643510054845,0.9276051188299818,0.0010968921389396709,0.0010968921389396709,0.0712979890310786
4165,E02004166,2405.0,2.37,5.99,0.010395010395010396,0.9488565488565489,0.0,0.04074844074844075,0.03908523908523909,0.893970893970894,0.0016632016632016633,0.0012474012474012475,0.10311850311850312
4166,E02004167,2641.0,2.38,4.95,0.015903067020068155,0.8701249526694433,0.0,0.11359333585762968,0.07307837940174176,0.7667550170390004,0.001893222264293828,0.0,0.23097311624384703
4167,E02004168,2576.0,2.19,5.01,0.026009316770186336,0.8454968944099379,0.0,0.12849378881987578,0.07958074534161491,0.7993012422360248,0.004270186335403727,0.0019409937888198758,0.19448757763975155
4168,E02004169,2470.0,2.5,6.14,0.009716599190283401,0.9631578947368421,0.0,0.027125506072874495,0.029149797570850202,0.8890688259109312,0.0012145748987854252,0.0,0.11012145748987855
4169,E02004170,2839.0,2.38,5.33,0.0038746037337090526,0.9306093694963015,0.0,0.06551602676998944,0.04473406128918633,0.8531172948221205,0.0,0.0014089468122578373,0.14512152166255723
4170,E02004171,2832.0,2.4,6.16,0.00882768361581921,0.965042372881356,0.0,0.026129943502824857,0.022598870056497175,0.8343926553672316,0.001059322033898305,0.0,0.16454802259887005
4171,E02004172,2353.0,2.46,6.15,0.011474713132171696,0.9711007224819379,0.0,0.017424564385890354,0.03059923501912452,0.8376540586485338,0.0,0.0012749681257968552,0.16064598385040374
4172,E02004173,2594.0,2.51,6.33,0.011950655358519661,0.9687740940632228,0.0,0.01927525057825752,0.03199691595990748,0.8415574402467232,0.0015420200462606013,0.001156515034695451,0.15651503469545103
4173,E02004174,2955.0,2.27,5.34,0.020642978003384094,0.8656514382402707,0.0,0.11370558375634518,0.047038917089678514,0.8761421319796955,0.001692047377326565,0.0020304568527918783,0.12013536379018612
4174,E02004175,2284.0,2.18,5.18,0.0691768826619965,0.675569176882662,0.0043782837127845885,0.2508756567425569,0.09500875656742556,0.7583187390542907,0.0013134851138353765,0.004816112084063047,0.23555166374781086
4175,E02004176,2345.0,2.28,6.06,0.034968017057569294,0.8780383795309168,0.0,0.08656716417910448,0.03795309168443497,0.8481876332622601,0.0042643923240938165,0.0021321961620469083,0.14541577825159915
4176,E02004177,2270.0,2.34,5.65,0.07268722466960352,0.7907488986784141,0.0,0.1356828193832599,0.05638766519823789,0.8400881057268722,0.0013215859030837004,0.0026431718061674008,0.15594713656387665
4177,E02004178,2153.0,2.37,6.26,0.02693915466790525,0.8954946586158848,0.0,0.07756618671620993,0.030654900139340455,0.896888063167673,0.0013934045517882026,0.0,0.10125406409660938
4178,E02004179,3443.0,2.26,5.46,0.006099331977926227,0.9340691257624165,0.0,0.059831542259657276,0.03194888178913738,0.939297124600639,0.003194888178913738,0.0,0.05692709846064479
4179,E02004180,2033.0,2.52,6.68,0.013772749631087064,0.9675356615838662,0.0,0.018691588785046728,0.013772749631087064,0.8568617806197737,0.0,0.0014756517461878996,0.14215445154943435
4180,E02004181,2273.0,2.35,5.21,0.03167619885613726,0.8803343598768147,0.0,0.08754949406071272,0.056313242410910694,0.8864936207655081,0.012758468983721953,0.0035195776506819184,0.097228332600088
4181,E02004182,2655.0,2.16,4.65,0.015819209039548022,0.7713747645951036,0.0,0.21242937853107344,0.09265536723163842,0.8613935969868173,0.004519774011299435,0.007532956685499058,0.12655367231638417
4182,E02004183,2481.0,2.22,5.29,0.027005239822652155,0.8770656993147924,0.0,0.09552599758162031,0.055219669488109635,0.9072954453849255,0.005239822652156389,0.004030632809351068,0.08343409915356712
4183,E02004184,3335.0,2.47,5.3,0.00719640179910045,0.9097451274362819,0.0,0.0830584707646177,0.05727136431784108,0.8893553223388306,0.0014992503748125937,0.0014992503748125937,0.10764617691154423
4184,E02004185,2329.0,2.29,5.93,0.007728638900815801,0.9622155431515672,0.0012881064834693002,0.029626449119793903,0.0158866466294547,0.9351653069987119,0.0012881064834693002,0.0,0.0635465865178188
4185,E02004186,3200.0,2.37,5.69,0.0146875,0.959375,0.0,0.0259375,0.0290625,0.905625,0.00125,0.0,0.0928125
4186,E02004187,3461.0,2.36,5.94,0.009823750361167293,0.9474140421843398,0.0,0.04276220745449292,0.026870846576134064,0.8381970528748917,0.003178272175671771,0.001444669170759896,0.1571800057786767
4187,E02004188,2514.0,2.36,6.26,0.008750994431185362,0.9653937947494033,0.0,0.025855210819411296,0.0294351630867144,0.8392999204455052,0.0011933174224343676,0.002386634844868735,0.1575178997613365
4188,E02004189,2378.0,2.42,5.64,0.015138772077375946,0.9613120269133726,0.0,0.023549201009251473,0.03952901597981497,0.8675357443229604,0.001261564339781329,0.001261564339781329,0.12994112699747687
4189,E02004190,3107.0,2.38,6.08,0.02252977148374638,0.9446411329256518,0.0,0.03282909559060187,0.03379465722561957,0.8664306404892179,0.001287415513356936,0.001287415513356936,0.13099452848406823
4190,E02004191,3716.0,2.12,4.99,0.03498385360602799,0.816200215285253,0.0008073196986006459,0.1482777179763186,0.06566200215285253,0.9138858988159311,0.001883745963401507,0.0024219590958019376,0.08180839612486544
4191,E02004192,3075.0,2.26,6.04,0.035447154471544715,0.9076422764227642,0.0,0.056910569105691054,0.031544715447154474,0.8939837398373984,0.0013008130081300813,0.0022764227642276423,0.1024390243902439
4192,E02004193,4536.0,2.61,5.67,0.009700176366843033,0.951058201058201,0.0,0.039241622574955906,0.02667548500881834,0.9038800705467372,0.0008818342151675485,0.0,0.09479717813051146
4193,E02004194,2435.0,2.42,6.09,0.02792607802874743,0.9338809034907598,0.0,0.038193018480492814,0.04271047227926078,0.8731006160164271,0.0016427104722792608,0.003696098562628337,0.1215605749486653
4194,E02004195,2596.0,2.09,5.16,0.07010785824345146,0.7153312788906009,0.0011556240369799693,0.2137904468412943,0.05046224961479199,0.8790446841294299,0.0023112480739599386,0.0,0.11825885978428351
4195,E02004196,2849.0,2.33,6.19,0.028431028431028432,0.9382239382239382,0.0,0.033345033345033345,0.02702702702702703,0.8792558792558792,0.001404001404001404,0.001755001755001755,0.11758511758511758
4196,E02004197,2522.0,2.28,6.12,0.04559873116574147,0.9226804123711341,0.0,0.0317208564631245,0.023790642347343377,0.9147501982553529,0.0015860428231562252,0.0,0.08366375892149087
4197,E02004198,2714.0,2.19,5.22,0.039425202652910836,0.8190862196020634,0.0,0.1414885777450258,0.05084745762711865,0.8901989683124539,0.001105379513633014,0.0,0.10869565217391304
4198,E02004199,2477.0,2.13,5.99,0.019378280177634235,0.9374243035930561,0.0,0.04319741622930965,0.028259991925716592,0.8635446104158256,0.0,0.0020185708518368995,0.1344368187323375
4199,E02004200,2405.0,2.09,5.96,0.04407484407484408,0.8794178794178794,0.0029106029106029108,0.0735966735966736,0.027442827442827444,0.9056133056133057,0.0,0.0012474012474012475,0.09355509355509356
4200,E02004201,2190.0,2.31,6.1,0.015525114155251141,0.9575342465753425,0.0,0.026940639269406392,0.028310502283105023,0.8643835616438356,0.0013698630136986301,0.0,0.13378995433789953
4201,E02004202,3149.0,2.35,5.77,0.010479517307081613,0.9488726579866624,0.0,0.040647824706255956,0.03080342966020959,0.8948872657986663,0.000952683391552874,0.001905366783105748,0.10257224515719277
4202,E02004203,2409.0,2.28,6.35,0.026982150269821502,0.9393939393939394,0.0,0.033623910336239106,0.028227480282274803,0.8459941884599419,0.0016604400166044002,0.0020755500207555004,0.15026982150269821
4203,E02004204,3652.0,2.29,5.61,0.018346111719605696,0.9134720700985761,0.0,0.06818181818181818,0.03806133625410734,0.872946330777656,0.0008214676889375684,0.0,0.12650602409638553
4204,E02004205,2656.0,2.33,5.47,0.033509036144578314,0.8825301204819277,0.0,0.08358433734939759,0.03765060240963856,0.8734939759036144,0.0011295180722891566,0.0015060240963855422,0.12424698795180723
4205,E02004206,3021.0,2.03,5.13,0.04965243296921549,0.768288646143661,0.0013240648791790798,0.1807348560079444,0.07083747103608076,0.8205892088712347,0.0033101621979476996,0.0029791459781529296,0.1731214829526647
4206,E02004207,2434.0,2.36,5.58,0.015612161051766639,0.952341824157765,0.0,0.03204601479046836,0.038619556285949055,0.8496302382908792,0.002875924404272802,0.0016433853738701725,0.14585045193097781
4207,E02004208,3283.0,2.27,5.71,0.06944867499238501,0.8422174840085288,0.0009137983551629607,0.08742004264392324,0.0255863539445629,0.929637526652452,0.0021321961620469083,0.0,0.06823027718550106
4208,E02004209,3531.0,2.37,5.2,0.005097706032285472,0.9478901161144152,0.0,0.04701217785329935,0.038516001132823566,0.8615123194562447,0.0,0.0,0.13792126876239025
4209,E02004210,3082.0,2.07,4.82,0.07722258273848151,0.63659961064244,0.004866969500324465,0.28131083711875404,0.099935107073329,0.7488643737832577,0.004542504866969501,0.0022712524334847503,0.24432186891628813
4210,E02004211,2771.0,2.17,5.99,0.03428365211115121,0.9007578491519307,0.0,0.06495849873691809,0.027066041140382534,0.91014074341393,0.0021652832912306026,0.0010826416456153013,0.08697221219776254
4211,E02004212,2182.0,2.47,5.51,0.0384967919340055,0.9060494958753437,0.0,0.054995417048579284,0.0384967919340055,0.9028414298808433,0.001374885426214482,0.0,0.09624197983501374
4212,E02004213,2034.0,2.38,5.6,0.016224188790560472,0.9621435594886922,0.0,0.021632251720747297,0.025565388397246803,0.8343166175024582,0.0,0.0,0.16568338249754178
4213,E02004214,2570.0,2.12,4.78,0.050972762645914396,0.7910505836575875,0.0,0.15797665369649805,0.09260700389105059,0.7217898832684825,0.00933852140077821,0.0031128404669260703,0.26575875486381323
4214,E02004215,2261.0,2.34,5.39,0.07076514816452897,0.7868199911543565,0.0,0.14197257850508624,0.07872622733303848,0.8659885006634233,0.011941618752764263,0.0013268465280849183,0.12074303405572756
4215,E02004216,2365.0,2.45,5.55,0.01522198731501057,0.9471458773784355,0.0,0.03763213530655391,0.02875264270613108,0.8642706131078224,0.0,0.0,0.13530655391120508
4216,E02004217,3233.0,2.32,5.33,0.02660068048252397,0.8985462418806063,0.0,0.0745437673987009,0.05567584287039901,0.8236931642437365,0.0034024126198577173,0.001546551190844417,0.1713578719455614
4217,E02004218,2389.0,2.28,5.68,0.029300962745918795,0.9133528673084973,0.0,0.057346169945583926,0.029300962745918795,0.8978652155713688,0.002092925910422771,0.0,0.10004185851820846
4218,E02004219,2205.0,2.4,5.95,0.009977324263038548,0.9678004535147392,0.0,0.022222222222222223,0.022675736961451247,0.9192743764172335,0.0,0.0013605442176870747,0.07845804988662132
4219,E02004220,2969.0,2.11,5.18,0.011788480970023578,0.9127652408218255,0.0,0.07544627820815089,0.037723139104075445,0.8693162681037386,0.0010104412260020209,0.0,0.13001010441226002
4220,E02004221,2369.0,2.1,5.71,0.02912621359223301,0.8742085268045588,0.002110595187842972,0.09455466441536513,0.046010975094976786,0.9003799071338118,0.003799071338117349,0.005487547488391726,0.09033347403967919
4221,E02004222,2393.0,2.11,5.15,0.025908900961136648,0.8315921437526118,0.0,0.1420810697868784,0.059757626410363564,0.8094442122858336,0.0029251984956122023,0.004178854993731718,0.1834517342248224
4222,E02004223,3947.0,2.45,5.33,0.01241449201925513,0.9239929060045604,0.0,0.06359260197618444,0.04307068659741576,0.823916898910565,0.0010134279199391944,0.001266784899923993,0.17380288826957183
4223,E02004224,2427.0,2.41,6.26,0.011124845488257108,0.9686856201071281,0.0,0.02018953440461475,0.025133910177173466,0.8187062216728471,0.0016481252575195715,0.002472187886279357,0.17717346518335395
4224,E02004225,2201.0,2.36,5.37,0.014084507042253521,0.9059518400726942,0.0013630168105406633,0.07950931394820536,0.043162199000454336,0.8527941844616084,0.001817355747387551,0.003634711494775102,0.141753748296229
4225,E02004226,2736.0,2.38,6.22,0.008406432748538011,0.9758771929824561,0.0,0.015716374269005847,0.023757309941520467,0.8366228070175439,0.0,0.0010964912280701754,0.16191520467836257
4226,E02004227,3274.0,2.43,6.1,0.007025045815516188,0.952351863164325,0.0,0.040623091020158826,0.029932803909590716,0.821930360415394,0.0,0.0015271838729383018,0.17623701893708002
4227,E02004228,2554.0,2.48,6.31,0.0074393108848864525,0.9788566953797964,0.0,0.01370399373531715,0.028582615505090055,0.8085356303837118,0.00274079874706343,0.0031323414252153485,0.1855912294440094
4228,E02004229,2647.0,2.42,6.27,0.010200226671703816,0.9576879486210804,0.0,0.032111824707215714,0.03286739705326785,0.8095957687948621,0.001511144692104269,0.0037778617302606727,0.18511522478277295
4229,E02004230,2702.0,2.27,5.41,0.03960029607698001,0.8615840118430792,0.0,0.09881569207994079,0.052553663952627686,0.8697261287934863,0.001850481125092524,0.0011102886750555144,0.12731310140636565
4230,E02004231,2559.0,2.34,6.29,0.013677217663149667,0.9534974599452911,0.0,0.032825322391559206,0.031652989449003514,0.8339194998046112,0.0011723329425556857,0.0023446658851113715,0.16256350136772177
4231,E02004232,2381.0,2.44,6.44,0.017219655606887863,0.9542209155816883,0.0,0.028559428811423773,0.02897942041159177,0.8047039059218816,0.00125997480050399,0.0020999580008399833,0.19193616127677446
4232,E02004233,4691.0,2.24,5.57,0.028565337881048817,0.8976764016201236,0.0006395224898742272,0.07354508633553614,0.04156896184182477,0.8914943508846728,0.0008526966531656363,0.0012790449797484545,0.10637390748241313
4233,E02004234,2578.0,2.42,6.38,0.013188518231186967,0.9600465477114042,0.0,0.026764934057408846,0.023273855702094646,0.8906128782001551,0.0015515903801396431,0.001939487975174554,0.10589604344453064
4234,E02004235,2631.0,2.33,6.12,0.01596351197263398,0.9319650323071076,0.0,0.05169137210186241,0.03040668947168377,0.9080197643481566,0.0011402508551881414,0.0,0.09083998479665527
4235,E02004236,2400.0,2.38,5.36,0.00375,0.94875,0.0,0.0475,0.029166666666666667,0.93625,0.00125,0.0,0.06208333333333333
4236,E02004237,2968.0,2.34,5.57,0.004380053908355795,0.9430592991913747,0.0,0.05256064690026954,0.02223719676549865,0.9609164420485176,0.0,0.0010107816711590297,0.03807277628032345
4237,E02004238,3292.0,1.97,5.2,0.003037667071688943,0.8393074119076549,0.0,0.15765492102065615,0.050425273390036454,0.9726609963547995,0.0009113001215066828,0.0,0.02612393681652491
4238,E02004239,2515.0,2.09,5.1,0.0035785288270377734,0.9391650099403579,0.0,0.057256461232604375,0.020278330019880716,0.9860834990059643,0.0015904572564612327,0.0,0.012326043737574552
4239,E02004240,2563.0,2.31,4.7,0.0011705033164260631,0.8677331252438548,0.0,0.1314865392118611,0.10690596956691377,0.9122122512680453,0.0011705033164260631,0.0015606710885680843,0.0850565743269606
4240,E02004241,3828.0,2.07,4.93,0.004963427377220481,0.8001567398119123,0.0,0.1946185997910136,0.08672936259143156,0.9268547544409613,0.001567398119122257,0.003134796238244514,0.06844305120167189
4241,E02004242,3046.0,2.03,5.35,0.004267892317793828,0.9307288246881156,0.000984898227183191,0.06467498358502954,0.02856204858831254,0.9619172685489166,0.0,0.000984898227183191,0.03775443204202233
4242,E02004243,2534.0,2.5,6.03,0.009471191791633781,0.9652722967640095,0.0,0.025256511444356748,0.028018942383583267,0.9171270718232044,0.0015785319652722968,0.0,0.08089976322020521
4243,E02004244,2931.0,2.28,5.58,0.0,0.9825997952917093,0.0,0.01671784373933811,0.01671784373933811,0.9754350051177073,0.001364721937905152,0.0,0.022859092459911294
4244,E02004245,2663.0,2.6,6.2,0.001877581674802854,0.9530604581299287,0.0,0.045061960195268494,0.031543372136687946,0.9748404055576417,0.0011265490048817123,0.0,0.02478407810739767
4245,E02004246,2942.0,2.21,6.38,0.004418762746430999,0.9840244731475187,0.0,0.011556764106050306,0.012236573759347382,0.9796057104010877,0.0013596193065941536,0.0,0.019034670292318152
4246,E02004247,2273.0,2.54,6.68,0.0061592608886933565,0.9722833260008799,0.0,0.02155741311042675,0.01891772987241531,0.8882534095908491,0.0,0.0,0.11086669599648043
4247,E02004248,3262.0,2.16,5.32,0.0009196811771919068,0.9405272838749233,0.0,0.05885959534028203,0.03310852237890864,0.9849785407725322,0.0009196811771919068,0.0,0.014101778050275904
4248,E02004249,2224.0,2.47,6.21,0.025629496402877698,0.9298561151079137,0.0,0.044514388489208634,0.028327338129496404,0.9802158273381295,0.0,0.0,0.018884892086330936
4249,E02004250,3228.0,2.18,5.35,0.0012391573729863693,0.9061338289962825,0.0,0.0926270136307311,0.045229244114002476,0.968091697645601,0.0009293680297397769,0.0009293680297397769,0.030359355638166045
4250,E02004251,2708.0,2.33,5.37,0.0011078286558345643,0.9804283604135894,0.0,0.01846381093057607,0.01587887740029542,0.9682422451994092,0.0011078286558345643,0.0,0.030649926144756277
4251,E02004252,3269.0,2.0,4.98,0.008565310492505354,0.8078923218109514,0.0,0.18354236769654328,0.06485163658611195,0.941878250229428,0.0021413276231263384,0.0,0.05536861425512389
4252,E02004253,3576.0,2.28,5.98,0.003355704697986577,0.9365212527964206,0.0,0.06012304250559284,0.013143176733780761,0.9854586129753915,0.0,0.0,0.014261744966442953
4253,E02004254,4058.0,2.5,5.75,0.017989157220305568,0.9337111877772302,0.0,0.04829965500246427,0.023164120256283883,0.9731394775751602,0.0007392804337111878,0.0,0.026121241991128634
4254,E02004255,3071.0,2.2,5.37,0.002930641484858352,0.927710843373494,0.0,0.06935851514164768,0.03516769781830023,0.9485509605991533,0.0032562683165092803,0.0,0.04819277108433735
4255,E02004256,2899.0,2.38,6.29,0.0075888237323214905,0.9765436357364609,0.0,0.01586754053121766,0.024836150396688513,0.9241117626767851,0.0013797861331493618,0.0010348395998620215,0.07416350465677819
4256,E02004257,2997.0,2.2,5.37,0.012345679012345678,0.8932265598932265,0.0,0.09442776109442776,0.06072739406072739,0.9482816149482817,0.001001001001001001,0.001001001001001001,0.05005005005005005
4257,E02004258,3900.0,2.26,5.92,0.005384615384615384,0.9505128205128205,0.0,0.0441025641025641,0.026923076923076925,0.9412820512820513,0.0010256410256410256,0.0007692307692307692,0.057179487179487176
4258,E02004259,2559.0,2.3,6.33,0.007424775302852677,0.9636576787807737,0.0,0.028917545916373584,0.023055881203595155,0.9300508010941774,0.0023446658851113715,0.0,0.06760453302071122
4259,E02004260,2968.0,2.46,5.94,0.012129380053908356,0.9555256064690026,0.0,0.03234501347708895,0.0215633423180593,0.930256064690027,0.0020215633423180594,0.0016846361185983828,0.0660377358490566
4260,E02004261,3878.0,2.23,5.08,0.02294997421351212,0.8602372356884992,0.0,0.11681279009798866,0.06936565239814338,0.9288292934502321,0.004383702939659618,0.0007735946364105209,0.06627127385250128
4261,E02004262,2976.0,2.44,6.29,0.004368279569892473,0.9754704301075269,0.0,0.020161290322580645,0.021841397849462367,0.9106182795698925,0.0,0.0016801075268817205,0.08736559139784947
4262,E02004263,2325.0,2.41,5.79,0.007311827956989247,0.9406451612903226,0.0,0.05204301075268817,0.0378494623655914,0.9316129032258065,0.005591397849462366,0.0012903225806451613,0.06236559139784946
4263,E02004264,3166.0,2.39,5.23,0.0022109917877447885,0.9491471888818699,0.0,0.04864181933038535,0.029374605180037903,0.943461781427669,0.0009475679090334807,0.0,0.05559065066329753
4264,E02004265,3658.0,2.29,5.35,0.005740841990158557,0.9204483324220886,0.0,0.07381082558775287,0.04264625478403499,0.9201749589939858,0.002186987424822307,0.0016402405686167304,0.07599781301257517
4265,E02004266,2903.0,2.47,5.74,0.002755769893213917,0.9593523940750948,0.0,0.037891836031691356,0.030313468825353084,0.9069927661040303,0.0020668274199104374,0.0010334137099552187,0.09025146400275577
4266,E02004267,2311.0,2.29,6.21,0.006923409779316313,0.9675465166594548,0.0,0.025530073561228904,0.02942449156209433,0.8853310255300736,0.0038944180008654264,0.0012981393336218088,0.10947641713543921
4267,E02004268,4441.0,2.15,5.28,0.025895068678225625,0.7975681152893492,0.0018013960819635217,0.1747354199504616,0.05719432560234181,0.9133078135555055,0.0029272686331907227,0.0009006980409817609,0.082864219770322
4268,E02004269,3934.0,2.05,5.36,0.0071174377224199285,0.8927300457549567,0.0,0.10015251652262329,0.034316217590238944,0.9140823589222166,0.0038129130655821047,0.000762582613116421,0.08159633960345704
4269,E02004270,3186.0,2.31,6.4,0.006591337099811676,0.9733207784055242,0.0,0.020087884494664157,0.016321406151914627,0.9105461393596986,0.001569365976145637,0.0,0.08788449466415568
4270,E02004271,4062.0,2.23,6.11,0.005662235352043328,0.9431314623338257,0.0,0.05120630231413097,0.02535696701132447,0.8990645002461841,0.0012309207287050715,0.0012309207287050715,0.09847365829640571
4271,E02004272,4199.0,2.3,6.12,0.00881162181471779,0.9509407001667064,0.0,0.04024767801857585,0.02238628244820195,0.9118837818528222,0.0007144558228149559,0.0,0.08716361038342463
4272,E02004273,3183.0,2.1,5.78,0.01885014137606032,0.8752748978950675,0.0,0.10587496072887213,0.03298774740810556,0.8900408419729815,0.002199183160540371,0.0015708451146716933,0.10618912975180647
4273,E02004274,2849.0,2.18,5.19,0.03123903123903124,0.8581958581958582,0.0,0.11056511056511056,0.048438048438048435,0.8989118989118989,0.001053001053001053,0.0,0.10003510003510004
4274,E02004275,3233.0,2.24,6.11,0.010516548097742036,0.9641200123724095,0.0,0.025363439529848437,0.016084132384781936,0.8942158985462418,0.0012372409526755336,0.0009279307145066501,0.1042375502629137
4275,E02004276,2485.0,2.04,5.05,0.008048289738430584,0.8237424547283703,0.0,0.1682092555331992,0.04788732394366197,0.888933601609658,0.004024144869215292,0.0012072434607645875,0.10663983903420524
4276,E02004277,3403.0,2.16,5.17,0.023508668821627974,0.7922421392888628,0.0,0.1839553335292389,0.061416397296503084,0.8903908316191596,0.005289450484866294,0.0014692918013517484,0.10285042609462239
4277,E02004278,3689.0,2.29,5.45,0.006505828137706696,0.9205746814854974,0.0,0.07291949037679588,0.04201680672268908,0.9566278124152887,0.000813228517213337,0.0,0.04201680672268908
4278,E02004279,3110.0,2.3,5.88,0.005144694533762058,0.9581993569131833,0.0,0.036655948553054665,0.02508038585209003,0.9411575562700965,0.0009646302250803858,0.0,0.05787781350482315
4279,E02004280,3177.0,2.31,5.57,0.0028328611898017,0.9571923197985521,0.0,0.03997481901164621,0.030217186024551465,0.9102927289896129,0.0009442870632672333,0.0,0.08907774630154233
4280,E02004281,3060.0,2.36,5.01,0.00849673202614379,0.9127450980392157,0.0,0.07875816993464052,0.06666666666666667,0.9143790849673202,0.0,0.0,0.084640522875817
4281,E02004282,3762.0,2.2,5.83,0.009037745879851143,0.9221158958001063,0.0,0.06884635832004253,0.022328548644338118,0.968367889420521,0.001063264221158958,0.0,0.030568846358320044
4282,E02004283,3508.0,2.37,5.54,0.005701254275940707,0.9367160775370581,0.0,0.05758266818700114,0.04418472063854048,0.93557582668187,0.0019954389965792475,0.0,0.06185860889395667
4283,E02004284,4478.0,1.91,4.72,0.042876284055381866,0.6464939705225548,0.001786511835640911,0.3088432335864225,0.12483251451540867,0.8251451540866458,0.014292094685127288,0.0080393032603841,0.15252344796784278
4284,E02004285,3046.0,2.26,5.01,0.005909389363099146,0.860801050558109,0.0,0.1329612606697308,0.06565988181221274,0.8670387393302692,0.006565988181221274,0.0026263952724885093,0.123768877216021
4285,E02004286,2071.0,2.47,5.7,0.028971511347175277,0.8976339932399807,0.0,0.07339449541284404,0.042008691453404155,0.8725253500724288,0.0028971511347175277,0.0,0.1245774987928537
4286,E02004287,2309.0,2.36,5.4,0.007795582503248159,0.9462970983109571,0.0,0.0454742312689476,0.037678648765699436,0.8969250757903855,0.0017323516673884798,0.00129926375054136,0.10004330879168472
4287,E02004288,2050.0,2.36,5.26,0.025853658536585365,0.8307317073170731,0.0,0.14341463414634145,0.06487804878048781,0.8609756097560975,0.002926829268292683,0.0,0.13609756097560977
4288,E02004289,2872.0,2.37,5.31,0.008008356545961003,0.9233983286908078,0.0,0.0685933147632312,0.03238161559888579,0.9223537604456824,0.0010445682451253482,0.0,0.07694986072423399
4289,E02004290,2475.0,2.48,5.59,0.0012121212121212121,0.9676767676767677,0.0,0.03111111111111111,0.021414141414141413,0.9862626262626263,0.0012121212121212121,0.0,0.012525252525252526
4290,E02004291,2984.0,2.28,4.91,0.003351206434316354,0.9621313672922251,0.0,0.03451742627345845,0.03820375335120643,0.9634718498659517,0.0010053619302949062,0.0,0.03585790884718499
4291,E02004292,3239.0,2.33,5.58,0.00216116085211485,0.9700524853349799,0.0,0.02778635381290522,0.024390243902439025,0.9802408150663785,0.0009262117937635072,0.0,0.01821549861068231
4292,E02004293,4213.0,2.18,4.83,0.0023736055067647755,0.9209589366247329,0.0,0.07666745786850225,0.045335865179207215,0.9888440541182055,0.002136244956088298,0.0,0.009019700925706147
4293,E02004294,3542.0,2.39,5.75,0.003105590062111801,0.9579333709768493,0.0,0.03896103896103896,0.014963297571993224,0.9819311123658949,0.0008469791078486731,0.0008469791078486731,0.016657255787690572
4294,E02004295,3075.0,2.4,5.42,0.0013008130081300813,0.9736585365853658,0.0,0.025040650406504064,0.03577235772357724,0.9889430894308943,0.000975609756097561,0.0,0.01040650406504065
4295,E02004296,3323.0,2.31,5.18,0.004814926271441469,0.9720132410472465,0.0,0.022870899789346977,0.03641287992777611,0.9816430935901294,0.001504664459825459,0.0,0.01685224195004514
4296,E02004297,3261.0,2.31,5.33,0.013186139221097824,0.9668813247470102,0.0,0.01993253603189206,0.02698558724317694,0.9763876111622202,0.0,0.0,0.02269242563630788
4297,E02004298,3812.0,2.38,5.8,0.031217208814270724,0.9412381951731374,0.0,0.027544596012591814,0.030954879328436515,0.9703567681007346,0.0015739769150052466,0.0,0.02806925498426023
4298,E02004299,3351.0,2.28,5.08,0.013727245598328858,0.9489704565801254,0.0,0.03730229782154581,0.03551178752611161,0.9716502536556252,0.0014920919128618322,0.0,0.02685765443151298
4299,E02004300,3274.0,2.27,4.98,0.004886988393402566,0.972205253512523,0.0,0.022907758094074526,0.04153940134392181,0.9795357361026268,0.0009163103237629811,0.0,0.019547953573610263
4300,E02004301,3521.0,2.28,4.91,0.005680204487361545,0.9625106503834138,0.0,0.03180914512922465,0.040897472309003126,0.9738710593581369,0.0019880715705765406,0.0008520306731042318,0.02357284862255041
4301,E02004302,3255.0,2.31,5.01,0.002457757296466974,0.9542242703533026,0.0009216589861751152,0.043010752688172046,0.03963133640552995,0.9185867895545314,0.0,0.0009216589861751152,0.08079877112135177
4302,E02004303,4241.0,2.18,5.0,0.010846498467342609,0.9464748879981136,0.0,0.04267861353454374,0.0485734496580995,0.9502475831171894,0.0014147606696533837,0.0,0.048337656213157276
4303,E02004304,3169.0,2.33,5.17,0.006942253076680341,0.9649731776585674,0.0,0.028084569264752286,0.042600189334174816,0.9738087724834332,0.0009466708740927738,0.0,0.02556011360050489
4304,E02004305,3411.0,2.31,5.25,0.013778950454412195,0.9513339196716506,0.0,0.03488712987393726,0.03781882145998241,0.9780123131046614,0.0008795074758135445,0.0,0.02140134857812958
4305,E02004306,2430.0,2.32,5.67,0.0049382716049382715,0.9757201646090535,0.0,0.01934156378600823,0.021810699588477367,0.983127572016461,0.0012345679012345679,0.0,0.015637860082304528
4306,E02004307,2757.0,2.37,5.37,0.005803409503083061,0.9727965179542981,0.0,0.02140007254261879,0.03627130939426913,0.9709829524845847,0.001088139281828074,0.0,0.02792890823358723
