,GEOGRAPHY_CODE,All people,Elsewhere,England,Northern Ireland,Other EU countries,Republic of Ireland,Scotland,Wales
567,E02000568,1,0.2073302677846903,0.672166621585069,0.007708953205301596,0.036651338923451446,0.047065187990262373,0.021639166892074655,0.007438463619150662
568,E02000569,1,0.18780078343592613,0.7054280917739227,0.007274762171236709,0.03794068270844991,0.027979854504756575,0.023167319529938446,0.010408505875769447
569,E02000570,1,0.1659377070907886,0.7100066269052353,0.00874751491053678,0.04426772697150431,0.02637508283631544,0.031146454605699137,0.013518886679920477
570,E02000571,1,0.18848788198103267,0.7062697576396206,0.005795574288724974,0.0345100105374078,0.03582718651211802,0.018967334035827187,0.010142255005268703
571,E02000572,1,0.27153304442036835,0.6389490790899242,0.006229685807150596,0.03155471289274106,0.03114842903575298,0.013001083423618635,0.007583965330444204
572,E02000573,1,0.17387230625083658,0.6949538214429126,0.010975772988890376,0.04965868023022353,0.029045643153526972,0.02569937090081649,0.015794405032793467
573,E02000574,1,0.23219148631216854,0.6405331804500501,0.00874301275619894,0.05618460656442597,0.02952558406191773,0.019062634370073096,0.013759495485165543
574,E02000575,1,0.21637152574176147,0.6543919315116689,0.0073882960009381965,0.06086548610296705,0.026621320511316993,0.025331300574645246,0.00903013955670224
575,E02000576,1,0.21998891045189908,0.6768782922095925,0.0073468256168561135,0.03479345716662046,0.030080399223731635,0.0219018574993069,0.009010257831993346
576,E02000577,1,0.33528371206966934,0.5510953871275004,0.002857531636957409,0.051843788270512996,0.03755613008572595,0.014423731119880255,0.006939719689753708
577,E02000578,1,0.23432509665489998,0.6643133299714238,0.0033619095646327114,0.04370482434022525,0.03479576399394856,0.012439065389141033,0.0070600100857286935
578,E02000579,1,0.22276767944805625,0.639246384503118,0.008756799787713945,0.062093671221971604,0.0367520233514661,0.018176993498739552,0.01220644818893459
579,E02000580,1,0.26152279093455566,0.5923096511331806,0.005092946269416858,0.07270180799592564,0.03666921313980138,0.022408963585434174,0.009294626941685764
580,E02000581,1,0.287530430078442,0.5893968082228834,0.0062212604814714636,0.0623478496077901,0.03259399513118745,0.016094130375980526,0.005815526102245064
581,E02000582,1,0.2957121734844751,0.5221784130113356,0.005791030064070971,0.11631345490389354,0.021192705766387383,0.025998028585510105,0.012814194184327254
582,E02000583,1,0.23154227522444057,0.630309526999866,0.005627763633927375,0.07691276966367412,0.021707088302291302,0.023047032024654964,0.010853544151145651
583,E02000584,1,0.3339043190994739,0.4731432766426037,0.005750642358986908,0.13091887923651047,0.01872017618989355,0.02447081854888046,0.013091887923651046
584,E02000585,1,0.3650146515479679,0.4776404637533444,0.0053510001274047645,0.10676519301821888,0.014906357497770417,0.019875143330360556,0.010447190724933112
585,E02000586,1,0.3906016907011437,0.39259075087021383,0.00522128294380905,0.16534062655395326,0.015290900049726504,0.021258080556936846,0.009696668324216808
586,E02000587,1,0.36532097948378556,0.45334215751158174,0.006353408338848445,0.13077432164129715,0.01641297154202515,0.017471872931833225,0.010324288550628722
587,E02000588,1,0.35198463508322664,0.43713188220230476,0.004737516005121639,0.15518565941101153,0.018053777208706785,0.02381562099871959,0.00909090909090909
588,E02000589,1,0.3845225159966196,0.38585053724495955,0.005674272606543523,0.16455390558976216,0.02257636122177955,0.02511167451406495,0.011710732826270675
589,E02000590,1,0.2932098765432099,0.5335648148148148,0.006044238683127572,0.1135545267489712,0.022247942386831275,0.019675925925925927,0.011702674897119342
