,GEOGRAPHY_CODE,All households,No adults in employment - with dependent children,No adults in employment - without dependent children,With dependent children - aged 0 to 4,With dependent children - all ages,With one or more people with a limiting long-term illness
95,E02000096,1,0.0219115980355119,0.23007177937287496,0.11106913486966377,0.353985644125425,0.3180959576879486
96,E02000097,1,0.05452638937434463,0.270534778049633,0.12058720727018525,0.3498776651520447,0.3579168123033904
97,E02000098,1,0.0633855331841909,0.27815063385533184,0.12304250559284116,0.3452647278150634,0.32475764354958986
98,E02000099,1,0.06490015360983103,0.20967741935483872,0.15821812596006143,0.3598310291858679,0.2980030721966206
99,E02000100,1,0.02914614121510673,0.18801313628899835,0.12643678160919541,0.388752052545156,0.31527093596059114
100,E02000101,1,0.08365418270913545,0.2863143157157858,0.12495624781239062,0.3377668883444172,0.3451172558627931
101,E02000102,1,0.09900990099009901,0.21598826549321598,0.16208287495416207,0.38613861386138615,0.3447011367803447
102,E02000103,1,0.09475167312433956,0.25255371609721733,0.1419513913349771,0.3384994716449454,0.3141951391334977
103,E02000104,1,0.06255792400370713,0.29147358665430956,0.1102873030583874,0.3169601482854495,0.37256719184430026
104,E02000105,1,0.0562695380340396,0.2400138937130948,0.13442167419242793,0.3310177144841959,0.3160819729072595
105,E02000106,1,0.0835620616041476,0.22018908203720647,0.13937175968283014,0.3424824641659042,0.3049710277523635
106,E02000107,1,0.052734375,0.22935267857142858,0.099609375,0.22907366071428573,0.29213169642857145
107,E02000108,1,0.0683085501858736,0.23234200743494424,0.13986988847583642,0.36617100371747213,0.3424721189591078
108,E02000109,1,0.06387747478520732,0.2401942472917445,0.12028389988793425,0.3320881583862533,0.34703025775121404
109,E02000110,1,0.04818865345181134,0.22693096377306904,0.09842788790157211,0.2617908407382092,0.2966507177033493
110,E02000111,1,0.08030803080308031,0.24935826916024936,0.14228089475614228,0.36266960029336265,0.3612027869453612
111,E02000112,1,0.07713941341904379,0.22298111691442346,0.13097629570108477,0.3877059059863399,0.35435918039373243
112,E02000113,1,0.16956521739130434,0.22639751552795032,0.1782608695652174,0.44937888198757764,0.3593167701863354
113,E02000114,1,0.053594351732991014,0.2381258023106547,0.08825417201540436,0.21213093709884467,0.28754813863928114
114,E02000115,1,0.04613674263479711,0.29016120066703727,0.07976653696498054,0.19093941078376875,0.27904391328515843
115,E02000116,1,0.10211267605633803,0.2390453834115806,0.13497652582159625,0.3114241001564945,0.291471048513302
116,E02000117,1,0.1318951392681595,0.255598033861278,0.15319497542326596,0.372200983069361,0.3642818132168214
117,E02000118,1,0.06935123042505593,0.22184936614466816,0.14727815063385533,0.3963460104399702,0.3348247576435496
118,E02000119,1,0.14777021919879063,0.2709750566893424,0.19765684051398338,0.43008314436885864,0.37037037037037035
119,E02000120,1,0.06224066390041494,0.24038727524204703,0.09654218533886584,0.19529737206085754,0.2766251728907331
120,E02000121,1,0.0759737755495565,0.1912842267643656,0.1461627458542229,0.3999228692634015,0.3316621673736984
121,E02000122,1,0.043948378095570284,0.2671782350889432,0.11789326822462505,0.28950122078828044,0.30484827345657484
122,E02000123,1,0.09509043927648579,0.2625322997416021,0.12919896640826872,0.3082687338501292,0.3245478036175711
123,E02000124,1,0.04958920187793427,0.2432511737089202,0.11208920187793427,0.2511737089201878,0.2863849765258216
124,E02000125,1,0.05023079011675265,0.211240836274776,0.1069780070594624,0.2837360847135487,0.29541134944338854
125,E02000126,1,0.12046979865771812,0.3208053691275168,0.15671140939597317,0.31409395973154364,0.35570469798657717
126,E02000127,1,0.0935423863938347,0.34414031357959074,0.13712463460005314,0.32022322614934895,0.3611480201966516
127,E02000128,1,0.036515912897822446,0.26834170854271355,0.13768844221105528,0.32261306532663314,0.2800670016750419
128,E02000129,1,0.05358914985114125,0.300694674164737,0.13000330797221304,0.31624214356599406,0.3271584518690043
129,E02000130,1,0.04995566065622229,0.2450487732781555,0.13390481820869052,0.2979603901862252,0.2814070351758794
130,E02000131,1,0.07936135243014793,0.20826485090396807,0.12021601314862644,0.23150974407137825,0.21483916412303358
131,E02000132,1,0.0354348826507133,0.29544408651633686,0.07363092498849516,0.15370455591348367,0.233087896916705
132,E02000133,1,0.015678979537602975,0.31995748073345737,0.09061918681902738,0.25192665426521393,0.2402338559659846
133,E02000134,1,0.03873598369011213,0.26666666666666666,0.10703363914373089,0.21957186544342508,0.24424057084607542
134,E02000135,1,0.12390243902439024,0.2578048780487805,0.1578048780487805,0.33682926829268295,0.3070731707317073
135,E02000136,1,0.04510599909788002,0.35543527289129456,0.11005863779882724,0.2886783942264321,0.34866937302661255
136,E02000137,1,0.023532747377374538,0.29174936206407714,0.0861922313580947,0.21633115962574426,0.2384462716189396
137,E02000138,1,0.01108533127094612,0.3348801237432328,0.06470739881412735,0.1716937354988399,0.25418922402681104
138,E02000139,1,0.02903225806451613,0.22161290322580646,0.13161290322580646,0.29774193548387096,0.2558064516129032
139,E02000140,1,0.08919170021678538,0.3682254567977702,0.14989160730876433,0.3273459275317436,0.4032208113967172
140,E02000141,1,0.061969172695816296,0.21296005033029256,0.15791129285938973,0.33626926706511484,0.25196602705253224
141,E02000142,1,0.029534510433386837,0.24686998394863563,0.12648475120385233,0.30850722311396467,0.2292134831460674
142,E02000143,1,0.0393028024606972,0.24914559125085442,0.15140123034859876,0.3537252221462748,0.2648667122351333
143,E02000144,1,0.024599881446354475,0.26081802015411976,0.1007705986959099,0.24451689389448725,0.24155305275637226
144,E02000145,1,0.09936189608021878,0.2883621999392282,0.15709510786994835,0.33029474323913705,0.3281677301731996
145,E02000146,1,0.02118003025718608,0.26565809379727684,0.1319213313161876,0.27503782148260214,0.25234493192133134
146,E02000147,1,0.013448607108549471,0.3288504642971502,0.08069164265129683,0.28434197886647455,0.2526416906820365
147,E02000148,1,0.019464720194647202,0.32927818329278186,0.11151662611516626,0.3077858880778589,0.30251419302514193
148,E02000149,1,0.05671736375158428,0.29689480354879594,0.12579214195183777,0.2956273764258555,0.3282636248415716
149,E02000150,1,0.021063905747947163,0.30310603355944304,0.12816851124598358,0.35808639771510176,0.27275972866833276
150,E02000151,1,0.016840687100033683,0.3078477601886157,0.1226002020882452,0.31694173122263386,0.2718086897945436
151,E02000152,1,0.0793713163064833,0.30412573673870336,0.1512770137524558,0.34852652259332023,0.34891944990176815
152,E02000153,1,0.017825311942959002,0.3065953654188948,0.1265597147950089,0.3411764705882353,0.29197860962566846
153,E02000154,1,0.027522935779816515,0.28440366972477066,0.10669384981311587,0.30852871219843697,0.27183146449201495
154,E02000155,1,0.028714524207011687,0.33856427378964943,0.09649415692821368,0.267779632721202,0.34123539232053424
155,E02000156,1,0.01797314854915548,0.34213945430922477,0.10762234733650931,0.3155045474231269,0.2890861844954526
156,E02000157,1,0.012677331723513431,0.37277392091759737,0.08964684575913069,0.2653184424992454,0.2912767884092967
157,E02000158,1,0.0662729658792651,0.3290682414698163,0.130249343832021,0.31758530183727035,0.3274278215223097
158,E02000159,1,0.019877675840978593,0.338302752293578,0.0863914373088685,0.28287461773700306,0.2714067278287462
159,E02000160,1,0.021284019539427775,0.29692951849267274,0.12212142358688068,0.33565945568736916,0.2669225401256106
160,E02000161,1,0.018095238095238095,0.286984126984127,0.12793650793650793,0.3253968253968254,0.27365079365079364
161,E02000162,1,0.030436376971030438,0.3469013568023469,0.10451045104510451,0.2764943160982765,0.29776310964429775
162,E02000163,1,0.019601328903654486,0.292358803986711,0.10996677740863788,0.31893687707641194,0.2943521594684385
163,E02000164,1,0.019230769230769232,0.28518821603927985,0.09042553191489362,0.27823240589198034,0.3089198036006547
164,E02000165,1,0.030745580322828592,0.14565718677940045,0.1452728670253651,0.40161414296694853,0.24173712528823982
165,E02000166,1,0.06029579067121729,0.2721843003412969,0.09613196814562003,0.24914675767918087,0.30233219567690556
166,E02000167,1,0.017126036928017126,0.24511640353224512,0.08830612791008831,0.1883864062081884,0.20337168852020338
167,E02000168,1,0.05443371378402107,0.23617208077260754,0.10886742756804214,0.25226807140766755,0.2762657301726661
168,E02000169,1,0.029013539651837523,0.24145712443584785,0.1038039974210187,0.21695680206318504,0.195357833655706
169,E02000170,1,0.03885853066180935,0.21402550091074682,0.09350333940497875,0.2100789313904068,0.22131147540983606
170,E02000171,1,0.049985799488781596,0.2715137744958819,0.09429139449020164,0.22266401590457258,0.26498153933541607
171,E02000172,1,0.11501431173562321,0.33125162633359356,0.13218839448347644,0.30288836846213896,0.40827478532396566
172,E02000173,1,0.038238702201622246,0.26998841251448435,0.08198146002317497,0.16599073001158748,0.21697566628041715
173,E02000174,1,0.08554147465437788,0.2865783410138249,0.09879032258064516,0.24683179723502305,0.3456221198156682
174,E02000175,1,0.039534253994042784,0.21689683184402925,0.0801516382344977,0.15678310316815597,0.21391822366639587
175,E02000176,1,0.02085222121486854,0.28437594439407676,0.07101843457237836,0.13327289211242066,0.1979449984889695
176,E02000177,1,0.10106238082266412,0.30536638518114956,0.12939253609370743,0.26804685371833287,0.3524925088531735
177,E02000178,1,0.07738583538419469,0.2756357670221493,0.07902652447361225,0.18867924528301888,0.2980585179108559
178,E02000179,1,0.05524278676988036,0.2653061224489796,0.09570724841660802,0.21463757916959889,0.2441942294159043
179,E02000180,1,0.07641716254306295,0.2505480739116818,0.10679611650485436,0.22893830253679925,0.2915753210147197
180,E02000181,1,0.029623698959167333,0.229516946890846,0.07499332799572991,0.14945289564985323,0.1977582065652522
181,E02000182,1,0.05033205173016428,0.3103809856693464,0.09612023767913316,0.19923103809856693,0.25725270884306184
182,E02000183,1,0.05188807389296387,0.289051888073893,0.0988861722358055,0.20945395273023634,0.27818527574028795
183,E02000184,1,0.11240073304825901,0.28161270616982287,0.11423335369578497,0.2721441661576054,0.33170433720219916
184,E02000185,1,0.08310626702997276,0.3444141689373297,0.09836512261580381,0.22561307901907357,0.3316076294277929
185,E02000186,1,0.048789571694599625,0.293854748603352,0.0845437616387337,0.17728119180633148,0.27523277467411544
186,E02000187,1,0.13905867970660146,0.3441320293398533,0.1635085574572127,0.3462713936430318,0.4037286063569682
187,E02000188,1,0.10868146214099217,0.3413838120104439,0.14033942558746737,0.2986292428198433,0.36781984334203655
188,E02000189,1,0.11039921143420404,0.30064070970921636,0.14736323311976343,0.3016264169541646,0.3287333661902415
189,E02000190,1,0.06345256609642301,0.367651632970451,0.08055987558320374,0.16485225505443235,0.29984447900466565
190,E02000191,1,0.02722323049001815,0.31306715063520874,0.045372050816696916,0.10617059891107078,0.24183303085299457
191,E02000192,1,0.0753221010901883,0.3148331681532871,0.11529567228278824,0.21704658077304262,0.3290386521308226
192,E02000193,1,0.03359746434231379,0.3153724247226624,0.041838351822503964,0.11061806656101426,0.25388272583201266
193,E02000194,1,0.07055298283846363,0.25878507218741487,0.11250340506673931,0.26096431490057204,0.24897847997820757
