,GEOGRAPHY_CODE,All people,All people who provide unpaid care,People of working age with limiting long-term illness,People who provide unpaid care 1 to 19 hours a week,People who provide unpaid care 20 to 49 hours a week,People who provide unpaid care 50 or more hours a week,People whose health was fairly good,People whose health was good,People whose health was not good,People with limiting long-term illness
32,E02000033,7407.0,0.10071553935466451,0.07587417307951938,0.07182395031726745,0.010530579181855002,0.018361009855542055,0.21628189550425272,0.7001485081679493,0.08356959632779803,0.1598487916835426
33,E02000034,7770.0,0.0990990990990991,0.06486486486486487,0.0749034749034749,0.009652509652509652,0.014543114543114542,0.19845559845559846,0.7266409266409266,0.0749034749034749,0.14504504504504503
34,E02000035,7431.0,0.07845512044139416,0.058807697483515005,0.05894226887363747,0.008208854797470059,0.011303996770286637,0.21141165388238461,0.7152469385008747,0.07334140761674068,0.14627910106311398
35,E02000036,9449.0,0.09778812572759023,0.06910784209969309,0.06646205947719336,0.012593925283098741,0.01873214096729813,0.20711186368927928,0.7139379828553286,0.07895015345539211,0.1548311990686845
36,E02000037,8985.0,0.1018363939899833,0.05765164162493044,0.07579298831385643,0.011018363939899833,0.015025041736227046,0.18564273789649416,0.7447968836950473,0.06956037840845854,0.13600445186421814
37,E02000038,8872.0,0.08825518485121732,0.07529305680793508,0.06447249774571687,0.010256988277727683,0.013525698827772768,0.20085662759242562,0.7177637511271415,0.08137962128043283,0.1564472497745717
38,E02000039,6153.0,0.09458800585080449,0.0520071509832602,0.07589793596619535,0.007476027953843654,0.01121404193076548,0.18885096700796358,0.7606045831301804,0.05054444986185601,0.11799122379327158
39,E02000040,6143.0,0.08985837538661892,0.059254435943350156,0.059417222855282434,0.011395083835259645,0.019046068696076834,0.20543708285853818,0.7273319225134299,0.0672309946280319,0.15871723913397362
40,E02000041,7684.0,0.1028110359187923,0.05726184279021343,0.07001561686621552,0.014055179593961478,0.018740239458615304,0.20614263404476835,0.7125195210827694,0.08133784487246226,0.1556480999479438
41,E02000042,9088.0,0.08637764084507042,0.06811179577464789,0.0606294014084507,0.01210387323943662,0.013644366197183098,0.21049735915492956,0.7041153169014085,0.08538732394366197,0.16516285211267606
42,E02000043,6959.0,0.10145135795372899,0.0481391004454663,0.07889064520764477,0.008765627245293865,0.013795085500790344,0.18838913637016813,0.7570053168558701,0.054605546773961774,0.1215691909757149
43,E02000044,7545.0,0.09648774022531478,0.08230616302186879,0.06149768058316766,0.011928429423459244,0.023061630218687873,0.20888005301524187,0.7145129224652087,0.07660702451954937,0.15666003976143142
44,E02000045,8852.0,0.08122458201536376,0.08879349299593313,0.05286940804338003,0.01095797559873475,0.017397198373248983,0.2080885675553547,0.7011974694984184,0.09071396294622684,0.15646181653863533
45,E02000046,5947.0,0.08020850849167648,0.054817555069783086,0.05868505128636287,0.009584664536741214,0.011938792668572389,0.2066588195728939,0.7225491844627543,0.07079199596435178,0.13468975954262655
46,E02000047,9148.0,0.09007433318758198,0.07968954962833406,0.05738959335373852,0.014429383471797114,0.018255356362046348,0.23185395714910362,0.6758854394403149,0.09226060341058155,0.17227809357236554
47,E02000048,7739.0,0.08967566869104536,0.048455872851789636,0.06887194728001034,0.010337252875048455,0.010466468535986562,0.190722315544644,0.750613774389456,0.058663910065899987,0.1265021320584055
48,E02000049,7833.0,0.0762160091918805,0.0975360653644836,0.045193412485637685,0.012511170688114389,0.01851142601812843,0.19851908591854972,0.7158176943699732,0.08566321971147708,0.16302821396655176
49,E02000050,8777.0,0.0875014241768258,0.07519653640195967,0.057194941323914776,0.011621282898484676,0.018685199954426343,0.22126011165546314,0.6911245300216475,0.08761535832288937,0.1601914093653868
50,E02000051,7635.0,0.08696791093647675,0.05409299279633268,0.06614276358873608,0.008775376555337262,0.012049770792403405,0.1954158480681074,0.7324165029469548,0.07216764898493779,0.14629993451211526
51,E02000052,8746.0,0.0739766750514521,0.0707752115252687,0.0547678938943517,0.007088954950834668,0.012119826206265722,0.20203521609878802,0.7250171506974616,0.07294763320375029,0.14017836725360164
52,E02000053,6074.0,0.08396443859071452,0.08133026012512348,0.059762923938096804,0.011524530786960816,0.012676983865656898,0.21962462956865328,0.7013500164636154,0.07902535396773132,0.14948962792229173
53,E02000054,5953.0,0.08197547455064673,0.06097765832353435,0.062489501091886446,0.008063161431211155,0.011422812027549134,0.19889131530320847,0.7392911137241727,0.06181757097261885,0.12565093230304047
54,E02000055,9059.0,0.08356330720830114,0.05828457887184016,0.06170659013136108,0.009493321558670935,0.012363395518269125,0.20730764985097694,0.7121095043603046,0.0805828457887184,0.15266585715862677
55,E02000056,8778.0,0.08213716108452951,0.03713830029619503,0.06721348826611985,0.006265664160401002,0.008658008658008658,0.16655274550011392,0.7740943267259057,0.05935292777398041,0.13180678970152654
56,E02000057,6241.0,0.08860759493670886,0.05159429578593174,0.06281044704374299,0.01201730491908348,0.01377984297388239,0.19211664797308123,0.7404262137477968,0.06745713827912193,0.13154943118090048
57,E02000058,9047.0,0.09439593235326628,0.045097822482590914,0.07693157952912567,0.008179507018901293,0.009284845805239306,0.18039128993036366,0.7621310931800597,0.05747761688957666,0.12888250248701227
58,E02000059,8785.0,0.08264086511098463,0.0804780876494024,0.05463858850313034,0.012066021627774615,0.01593625498007968,0.23494593056346044,0.6799089356858281,0.08514513375071144,0.15685828116107
59,E02000060,9118.0,0.08433867076113183,0.04178547927177013,0.06437815310375082,0.00734810265409081,0.012612415003290195,0.16352270234700592,0.7720991445492432,0.06437815310375082,0.125795130511077
60,E02000061,7269.0,0.08226716192048425,0.04085843995047462,0.06424542578071261,0.006740954739303894,0.011280781400467739,0.17430182968771496,0.7624157380657587,0.06328243224652634,0.12628972348328518
61,E02000062,5486.0,0.07765220561429093,0.08403208166241341,0.045205978855267955,0.010390083849799489,0.02205614290922348,0.23149835946044478,0.6759022967553773,0.0925993437841779,0.16988698505286182
62,E02000063,5723.0,0.07985322383365367,0.06028306832081076,0.05626419709942338,0.008736676568233443,0.014852350165996855,0.20234142932028656,0.7239210204438231,0.07373755023589026,0.14677616634632185
63,E02000064,5636.0,0.07682753726046841,0.07718239886444286,0.05429382540809084,0.007629524485450674,0.014904187366926898,0.21628814762242726,0.7015613910574876,0.08215046132008516,0.1733498935415188
64,E02000065,6283.0,0.07639662581569313,0.07687410472704122,0.048066210409040265,0.009549578226961642,0.01878083717969123,0.2029285373229349,0.7313385325481457,0.0657329301289193,0.13448989336304312
65,E02000066,9397.0,0.08641055656060445,0.08917739704160903,0.052357135255932746,0.013195700755560286,0.02085772054911142,0.23135043098861338,0.6744705757156539,0.09417899329573268,0.16686176439289135
66,E02000067,7811.0,0.08039943669184484,0.07899116630393035,0.051465881449238256,0.009985917296120856,0.018947637946485726,0.23262066316732813,0.6828831135578031,0.08449622327486878,0.15683011138138522
67,E02000068,5512.0,0.08309143686502177,0.07311320754716981,0.0556966618287373,0.00544267053701016,0.02195210449927431,0.23349056603773585,0.6883164005805515,0.07819303338171263,0.1431422351233672
68,E02000069,5787.0,0.10281665802661137,0.07344047001900812,0.06894764126490409,0.011923276308968377,0.021945740452738897,0.22809745982374288,0.6894764126490409,0.08242612752721618,0.16744427164333853
69,E02000070,7624.0,0.11057187827911857,0.06794333683105981,0.07948583420776495,0.00944386149003148,0.02164218258132214,0.23150577124868835,0.6942549842602308,0.0742392444910808,0.1661857292759706
70,E02000071,7267.0,0.09976606577679922,0.06646484106233659,0.06660244942892528,0.011283886060272464,0.021879730287601488,0.21673317737718453,0.7183156735929545,0.06495114902986102,0.14531443511765516
71,E02000072,10516.0,0.08073411943704831,0.08178014454165082,0.049353366298972995,0.010650437428680106,0.02073031570939521,0.2303157093952073,0.6836249524534044,0.08605933815138836,0.1588056295169266
72,E02000073,10332.0,0.11091753774680604,0.059233449477351915,0.07888114595431668,0.011130468447541618,0.020905923344947737,0.21825396825396826,0.710801393728223,0.07094463801780874,0.1470189701897019
73,E02000074,7371.0,0.08818342151675485,0.07692307692307693,0.052774386107719444,0.011531678198344865,0.023877357210690543,0.2498982498982499,0.65662732329399,0.09347442680776014,0.18450685117351784
74,E02000075,7836.0,0.11268504338948443,0.05934150076569678,0.08231240428790199,0.010209290454313425,0.020163348647269014,0.22907095456865748,0.7023991832567636,0.06852986217457886,0.1618172537008678
75,E02000076,6074.0,0.10750740862693448,0.06700691471847217,0.07754362858083635,0.008561080013170892,0.02140270003292723,0.2319723411261113,0.6909779387553506,0.07704972011853803,0.17780704642739545
76,E02000077,7530.0,0.09375830013280212,0.06268260292164675,0.06454183266932272,0.009296148738379814,0.0199203187250996,0.22284196547144755,0.700265604249668,0.07689243027888447,0.14594953519256307
77,E02000078,7595.0,0.10230414746543778,0.05793285055957867,0.07781435154707043,0.009743252139565504,0.014746543778801843,0.21724818959842002,0.7178406846609612,0.06491112574061883,0.13074391046741277
78,E02000079,7493.0,0.09982650473775524,0.061123715467769915,0.07046576805018016,0.009742426264513547,0.019618310423061523,0.22781262511677566,0.690244227946083,0.08194314693714133,0.17523021486720938
79,E02000080,8890.0,0.09617547806524185,0.0530933633295838,0.06962879640044994,0.008998875140607425,0.017547806524184476,0.22137232845894264,0.7094488188976378,0.06917885264341957,0.1453318335208099
80,E02000081,7314.0,0.11060978944490019,0.06631118403062619,0.07957342083675144,0.009023789991796555,0.0220125786163522,0.22942302433688816,0.6837571780147662,0.08681979764834565,0.17035821711785618
81,E02000082,8812.0,0.10088515660463004,0.05152065365410803,0.0718338629142079,0.011348161597821153,0.017703132092601,0.20313209260099863,0.7315024965955516,0.06536541080344985,0.13810712664548344
82,E02000083,8831.0,0.08707960593364285,0.071792548975201,0.05707167931151625,0.009285471634016532,0.020722454988110067,0.23338240289887896,0.6851998641150493,0.08141773298607179,0.16645906465858906
83,E02000084,10220.0,0.10616438356164383,0.059099804305283755,0.07964774951076321,0.00949119373776908,0.017025440313111546,0.20655577299412917,0.7296477495107632,0.06379647749510763,0.1413894324853229
84,E02000085,7616.0,0.09204306722689076,0.05606617647058824,0.06604516806722689,0.009191176470588236,0.01680672268907563,0.21192226890756302,0.7300420168067226,0.05803571428571429,0.13616071428571427
85,E02000086,7302.0,0.08846891262667762,0.04847986852917009,0.06559846617365106,0.008490824431662557,0.01437962202136401,0.18871542043275816,0.7626677622569159,0.04861681731032594,0.1076417419884963
86,E02000087,7245.0,0.11897860593512767,0.04789510006901311,0.09054520358868184,0.008557625948930296,0.01987577639751553,0.21725327812284334,0.7111111111111111,0.07163561076604555,0.15583160800552104
87,E02000088,7390.0,0.1054127198917456,0.0625169147496617,0.07889039242219215,0.009336941813261163,0.017185385656292285,0.21407307171853857,0.7224627875507442,0.06346414073071718,0.14181326116373477
88,E02000089,7495.0,0.10727151434289527,0.05470313542361575,0.08138759172781855,0.009339559706470981,0.016544362908605736,0.1970647098065377,0.7359573048699133,0.06697798532354904,0.15570380253502336
89,E02000090,7899.0,0.0977338903658691,0.05545005696923661,0.07507279402456007,0.007469299911381187,0.015191796429927839,0.2211672363590328,0.6988226357766806,0.08001012786428661,0.18116217242688948
90,E02000091,9151.0,0.1042509015408152,0.0536553382144028,0.07988198011146323,0.00961643536225549,0.014752486067096492,0.22238006775215824,0.6965358977160966,0.08108403453174516,0.17626488908316032
91,E02000092,5714.0,0.0952047602380119,0.07945397269863493,0.06457822891144557,0.009100455022751138,0.02152607630381519,0.2511375568778439,0.6459572978648932,0.10290514525726287,0.20283514175708786
92,E02000093,9701.0,0.10009277394083084,0.06865271621482322,0.06545716936398309,0.013916091124626327,0.020719513452221422,0.20420575198433152,0.7154932481187506,0.08030099989691784,0.15060303061540048
93,E02000094,7538.0,0.08609710798620324,0.07123905545237463,0.06009551605200318,0.010480233483682674,0.01552135845051738,0.2077474131069249,0.7230034491907668,0.06924913770230831,0.13942690368798089
94,E02000095,9083.0,0.10855444236485742,0.0764064736320599,0.07189254651546846,0.01574369701640427,0.020918198832984698,0.22437520642959374,0.6944842012550919,0.08114059231531433,0.1588682153473522
95,E02000096,7629.0,0.1136453008257963,0.05977192292567833,0.08153100013107878,0.01284572027788701,0.019268580416830515,0.2088084939048368,0.7228994625770088,0.0682920435181544,0.13737055970638354
96,E02000097,7660.0,0.10169712793733682,0.08107049608355091,0.06814621409921671,0.013577023498694517,0.019973890339425586,0.21723237597911227,0.7007832898172324,0.08198433420365535,0.16697127937336814
97,E02000098,7262.0,0.0969429909115946,0.06582208757917929,0.06692371247590195,0.013081795648581657,0.016937482787110988,0.2265216193885982,0.6867254199944919,0.08675296061690994,0.16827320297438722
98,E02000099,7012.0,0.09612093553907587,0.06702795208214489,0.06531660011409013,0.014403879064460924,0.016400456360524816,0.20878494010268112,0.7251853964632059,0.06602966343411294,0.13804905875641757
99,E02000100,8107.0,0.10546441346984088,0.06290859750832614,0.07499691624522017,0.013938571604785987,0.01652892561983471,0.2021709633649932,0.7349204391266806,0.06290859750832614,0.12705069692858023
