,GEOGRAPHY_CODE,All categories: Living arrangements,Living in a couple,Living in a couple: Cohabiting,Living in a couple: Married or re-married,Not living in a couple,Not living in a couple: Divorced,Not living in a couple: Married or re-married,Not living in a couple: Separated (but still legally married),Not living in a couple: Single (never married),Not living in a couple: Widowed
136,E02000137,6123.0,0.5964396537644945,0.11889596602972399,0.4775436877347705,0.40356034623550546,0.06189776253470521,0.0060427894822799285,0.016005226196308998,0.24236485382982198,0.07724971419238935
137,E02000138,6526.0,0.5749310450505669,0.11952191235059761,0.45540913269996935,0.42506895494943303,0.06420471958320564,0.00965369292062519,0.02083971805087343,0.24302788844621515,0.08734293594851364
138,E02000139,5727.0,0.5877422734415925,0.1288632792037716,0.45887899423782086,0.41225772655840753,0.06286013619696176,0.008555962982364239,0.020254932774576566,0.2572027239392352,0.06338397066526978
139,E02000140,5724.0,0.5435010482180294,0.10115303983228512,0.44234800838574423,0.45649895178197064,0.07145352900069882,0.0041928721174004195,0.027952480782669462,0.24196366177498252,0.11093640810621942
140,E02000141,5715.0,0.5235345581802274,0.12563429571303586,0.3979002624671916,0.4764654418197725,0.07016622922134733,0.023447069116360453,0.023972003499562553,0.29991251093613297,0.0589676290463692
141,E02000142,5941.0,0.6322167985187679,0.10806261572125905,0.5241541827975088,0.3677832014812321,0.048476687426359195,0.0080794479043932,0.0181787577848847,0.2255512539976435,0.06749705436795152
142,E02000143,5700.0,0.627719298245614,0.09649122807017543,0.5312280701754386,0.372280701754386,0.04859649122807017,0.0077192982456140355,0.016842105263157894,0.22789473684210526,0.0712280701754386
143,E02000144,6155.0,0.5943135662063364,0.11697806661251016,0.47733549959382615,0.4056864337936637,0.057676685621445976,0.006498781478472786,0.01803411860276198,0.2606011372867587,0.0628757108042242
144,E02000145,5686.0,0.5553992261695392,0.1283855082659163,0.4270137179036229,0.44460077383046076,0.0743932465705241,0.00809004572634541,0.02901864227928245,0.24322898346816743,0.0898698557861414
145,E02000146,5973.0,0.6020425246944584,0.12656956303365144,0.475472961660807,0.3979574753055416,0.06445672191528545,0.006361962163067136,0.019085886489201405,0.22936547798426252,0.0786874267537251
