,GEOGRAPHY_CODE,All categories: NS-SeC,Full-time students,Higher professional occupations,Intermediate occupations,Large employers and higher managerial and administrative occupations,Long-term unemployed,"Lower managerial, administrative and professional occupations",Lower supervisory and technical occupations,Never worked,Not classifiable for other reasons,Routine occupations,Semi-routine occupations,Small employers and own account workers
5151,E02005152,4511.333333333333,0.045958327176001186,0.060883700310329546,0.08186788828136544,0.057632628934535246,0.0032510713757942958,0.23053051573814098,0.061031476281956556,0.01625535687897148,0.18146889315797252,0.0746268656716418,0.08807447908970002,0.09841879710359096
5152,E02005153,3742.0,0.04685551398539106,0.04436130411544629,0.1207910208444682,0.03598788526634598,0.004453946196329948,0.19811152681275612,0.07607340103331552,0.013183680741136648,0.17691074291822556,0.09798681631925887,0.11633707464813825,0.0689470871191876
5153,E02005154,4818.0,0.0482911304829113,0.0799778607997786,0.09229279092292791,0.06517227065172271,0.0030441400304414,0.23232323232323232,0.048567870485678705,0.0080254600802546,0.18527743185277432,0.052303860523038606,0.08565103085651031,0.0990729209907292
5154,E02005155,2836.0,0.04301833568406206,0.08180535966149506,0.1078984485190409,0.08909261871180066,0.003996238834038552,0.2820874471086037,0.04936530324400564,0.011048425011753644,0.13422661024917726,0.04160789844851904,0.07005171603196991,0.08580159849553362
5155,E02005156,3439.3333333333335,0.06803644117076953,0.051948051948051945,0.09013374685016476,0.04826516766815274,0.005621244427214576,0.20992440395425468,0.07404535762744717,0.01085481682496608,0.16747431672804805,0.07850358596627253,0.10893584027912386,0.08625702655553402
5156,E02005157,3169.3333333333335,0.044173327724021876,0.030710980227177113,0.09591922591501893,0.02461085401766933,0.0067311737484223805,0.16575515355490114,0.07993268826251577,0.014514093395035758,0.22107698779974755,0.1034917963819941,0.1472444257467396,0.06583929322675641
5157,E02005158,2911.3333333333335,0.055186626975040065,0.07236088848179528,0.11449507671170138,0.055415617128463476,0.0034348523013510417,0.23563086787268145,0.05220975498053584,0.015342340279367985,0.1964735516372796,0.04717197160522098,0.07556675062972291,0.07671170139683993
5158,E02005159,3510.0,0.046153846153846156,0.05014245014245014,0.1037037037037037,0.046723646723646726,0.005508072174738841,0.2024691358024691,0.06362773029439696,0.007407407407407408,0.2351377018043685,0.06400759734093067,0.11016144349477683,0.06495726495726496
5159,E02005160,4048.0,0.07839262187088274,0.05714756258234519,0.09930830039525691,0.04314888010540184,0.0027997364953886695,0.22496706192358365,0.07295783926218709,0.016798418972332016,0.13554018445322794,0.07971014492753624,0.11940052700922266,0.06982872200263505
5160,E02005161,3761.3333333333335,0.05512229705778093,0.06575682382133995,0.12460120524636653,0.04431052818149592,0.004431052818149593,0.24849344204182913,0.07302375044310529,0.009393831974477136,0.12318326834455866,0.07018787663948954,0.11378943637008153,0.06770648706132576
