,GEOGRAPHY_CODE,All households,One family and no others,One family and no others - All pensioners,One family and no others - Lone parent households - all children non-dependent,One family and no others - Lone parent households - with dependent children,One family and no others - cohabiting couple households - all children non-dependent,One family and no others - cohabiting couple households - no children,One family and no others - cohabiting couple households - with dependent children,One family and no others - married couple households - all children non-dependent,One family and no others - married couple households - no children,One family and no others - married couple households - with dependent children,One person household,One person household - Other,One person household - Pensioner,Other households,Other households - All pensioner,Other households - All students,Other households - Other,Other households - With dependent children
25,E02000026,2528.0,0.6518987341772152,0.09691455696202532,0.03283227848101266,0.038370253164556965,0.003560126582278481,0.03560126582278481,0.022151898734177215,0.07357594936708861,0.12302215189873418,0.22587025316455697,0.28955696202531644,0.16455696202531644,0.125,0.058544303797468354,0.001977848101265823,0.002768987341772152,0.03599683544303797,0.017800632911392406
26,E02000027,3713.0,0.646646916240237,0.06840829517910046,0.04228386749259359,0.1187718825747374,0.00269323996768112,0.03555076757339079,0.03851333153784002,0.06113654726636143,0.08402908699165096,0.19525989765688123,0.290869916509561,0.1543226501481282,0.1365472663614328,0.06248316725020199,0.004847831941826017,0.0010772959870724481,0.028548343657419876,0.02800969566388365
27,E02000028,2350.0,0.6097872340425532,0.08808510638297873,0.03404255319148936,0.0451063829787234,0.003829787234042553,0.04297872340425532,0.01957446808510638,0.07106382978723404,0.11191489361702128,0.19319148936170213,0.31659574468085105,0.19063829787234043,0.12595744680851065,0.07361702127659575,0.006808510638297872,0.001702127659574468,0.04382978723404255,0.02127659574468085
28,E02000029,3315.0,0.5891402714932127,0.055505279034690796,0.0334841628959276,0.06817496229260935,0.0030165912518853697,0.058823529411764705,0.029260935143288085,0.05580693815987934,0.10045248868778281,0.18461538461538463,0.34328808446455505,0.232579185520362,0.11070889894419306,0.06757164404223227,0.0027149321266968325,0.0015082956259426848,0.040422322775263954,0.022926093514328807
29,E02000030,3369.0,0.7082220243395666,0.12496289700207777,0.042149005639655686,0.05461561294152568,0.003265063817156426,0.02879192638765212,0.018699910952804988,0.07658058771148708,0.11902641733452063,0.24013060255268626,0.2163846838824577,0.08845354704660137,0.12793113683585633,0.07539329177797566,0.0050460077174235675,0.0,0.032353814188186406,0.03799346987236569
30,E02000031,2856.0,0.6320028011204482,0.10049019607843138,0.029411764705882353,0.03221288515406162,0.0017507002801120449,0.03361344537815126,0.01050420168067227,0.07212885154061624,0.11519607843137254,0.23669467787114845,0.2916666666666667,0.12850140056022408,0.16316526610644258,0.07633053221288516,0.005952380952380952,0.0010504201680672268,0.04201680672268908,0.0273109243697479
31,E02000032,2626.0,0.7128712871287128,0.09977151561309977,0.034653465346534656,0.030845392231530846,0.004188880426504189,0.021706016755521706,0.015993907083015995,0.11424219345011424,0.11576542269611577,0.2757044935262757,0.1964965727341965,0.0894897182025895,0.107006854531607,0.09063214013709063,0.0026656511805026656,0.006854531607006854,0.046458492003046456,0.034653465346534656
32,E02000033,3022.0,0.6181336863004633,0.07048312375909993,0.0400397088021178,0.07776307081403044,0.004301786896095301,0.039377895433487756,0.02945069490403706,0.06518861681005957,0.09066843150231635,0.20086035737921906,0.314030443414957,0.18034414295168763,0.13368630046326935,0.06783587028457976,0.005956320317670417,0.0,0.03540701522170748,0.026472534745201854
33,E02000034,3292.0,0.5853584447144593,0.08323207776427703,0.03493317132442284,0.051944106925880924,0.002430133657351154,0.05224787363304982,0.01974483596597813,0.056196840826245445,0.09659781287970838,0.18803159173754558,0.32654921020656136,0.18681652490887,0.13973268529769137,0.08809234507897934,0.00425273390036452,0.0015188335358444715,0.05710814094775213,0.025212636695018227
34,E02000035,3305.0,0.5340393343419062,0.07534039334341906,0.02783661119515885,0.039636913767019666,0.000907715582450832,0.05476550680786687,0.01664145234493192,0.043267776096822995,0.10317700453857791,0.17246596066565809,0.36580937972768535,0.22299546142208776,0.1428139183055976,0.10015128593040847,0.003630862329803328,0.0027231467473524964,0.07291981845688351,0.020877458396369137
35,E02000036,3717.0,0.6263115415657788,0.07909604519774012,0.03900995426419155,0.06591337099811675,0.0018832391713747645,0.026634382566585957,0.020446596717783157,0.07479149852031208,0.09900457358084477,0.2195318805488297,0.287059456550982,0.14608555286521388,0.1409739036857681,0.08662900188323917,0.005111649179445789,0.0008071025020177562,0.04923325262308313,0.031476997578692496
36,E02000037,3228.0,0.7057001239157373,0.10099132589838909,0.02973977695167286,0.08240396530359356,0.0034076827757125155,0.014560099132589838,0.015179677819083023,0.09727385377942999,0.09851301115241635,0.26363073110285007,0.20508054522924413,0.08674101610904585,0.11833952912019827,0.08921933085501858,0.0037174721189591076,0.0009293680297397769,0.036864931846344484,0.04770755885997522
37,E02000038,3577.0,0.588202404249371,0.056471903830025164,0.03913894324853229,0.0637405647190383,0.0011182555213866368,0.04920324294101202,0.0273972602739726,0.061504053676265026,0.09644953871959742,0.19317864131954152,0.311713726586525,0.2077159630975678,0.10399776348895723,0.100083869164104,0.00363433044450657,0.0013978194017332962,0.06625663964215824,0.0287950796757059
38,E02000039,2367.0,0.628221377270807,0.08618504435994931,0.02788339670468948,0.03802281368821293,0.0033798056611744824,0.0287283481199831,0.01351922264469793,0.07604562737642585,0.12336290663286861,0.23109421208280523,0.2678495986480777,0.14913392479932405,0.1187156738487537,0.10392902408111533,0.004224757076468103,0.0021123785382340513,0.060836501901140684,0.036755386565272496
39,E02000040,2270.0,0.5969162995594713,0.07797356828193833,0.03656387665198238,0.08105726872246696,0.003524229074889868,0.026872246696035242,0.018061674008810574,0.053744493392070485,0.086784140969163,0.21233480176211453,0.30352422907488985,0.13215859030837004,0.17136563876651983,0.09955947136563877,0.003524229074889868,0.0026431718061674008,0.05726872246696035,0.03612334801762115
40,E02000041,2940.0,0.6146258503401361,0.08061224489795918,0.04251700680272109,0.058843537414965986,0.004081632653061225,0.02142857142857143,0.013265306122448979,0.0761904761904762,0.08843537414965986,0.22925170068027212,0.2792517006802721,0.12346938775510204,0.15578231292517006,0.10612244897959183,0.007142857142857143,0.00510204081632653,0.058503401360544216,0.03537414965986395
41,E02000042,3943.0,0.4909967030180066,0.053766167892467666,0.03144813593710373,0.0362668019274664,0.002028911995942176,0.06213542987572914,0.016738523966522954,0.05325893989348212,0.08800405782399189,0.14734973370530052,0.37078366725843265,0.2145574435708851,0.15622622368754754,0.13821962972356075,0.004565051990869896,0.003550595992898808,0.09586609180826781,0.03423788993152422
42,E02000043,2583.0,0.6705381339527681,0.08981804103755324,0.036004645760743324,0.036004645760743324,0.0019357336430507162,0.036004645760743324,0.012388695315524584,0.07200929152148665,0.10762679055361982,0.2787456445993031,0.21796360820751065,0.10414246999612853,0.11382113821138211,0.11149825783972125,0.003097173828881146,0.003097173828881146,0.06929926442121565,0.036004645760743324
43,E02000044,2854.0,0.6240364400840925,0.05150665732305536,0.052207428170988085,0.11702873160476523,0.006306937631394534,0.02697967764540995,0.029782761037140854,0.06271899088997898,0.08163980378416258,0.1958654519971969,0.2680448493342677,0.1545199719691661,0.11352487736510161,0.1079187105816398,0.005255781359495445,0.002102312543798178,0.055711282410651715,0.04484933426769446
44,E02000045,3912.0,0.5470347648261759,0.03578732106339468,0.04422290388548057,0.09125766871165644,0.0043456032719836404,0.06032719836400818,0.030930470347648262,0.04320040899795501,0.07924335378323108,0.157719836400818,0.35710633946830267,0.2523006134969325,0.10480572597137014,0.09585889570552147,0.0023006134969325155,0.0028118609406952966,0.05853783231083844,0.032208588957055216
45,E02000046,2593.0,0.49595063632857694,0.051677593521018125,0.03008098727342846,0.029695333590435788,0.0011569610489780178,0.07674508291554184,0.012726571538758195,0.04936367142306209,0.0983416891631315,0.1461627458542229,0.3432317778634786,0.2140377940609333,0.12919398380254532,0.16081758580794447,0.0030852294639413806,0.0038565368299267257,0.11839568067875048,0.03548013883532588
