,GEOGRAPHY_CODE,1. Managers and senior officials,2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,6. Personal service occupations,7. Sales and customer service occupations,"8. Process, plant and machine operatives",9. Elementary occupations,All categories: Occupation
6609,E02006610,0.21774193548387097,0.1280241935483871,0.15725806451612903,0.11928763440860214,0.11995967741935484,0.0907258064516129,0.04670698924731183,0.04200268817204301,0.07829301075268817,1984.0
6610,E02006611,0.2285272687127401,0.15875469198498562,0.17310664605873258,0.15323470964892913,0.06359019651137116,0.07617575623758004,0.06005740781629499,0.027820710973724884,0.058732612055641426,3019.3333333333335
6611,E02006612,0.19530823786142934,0.14648117839607203,0.18112384069830878,0.15766503000545554,0.07146753955264593,0.07092198581560284,0.07092198581560284,0.03546099290780142,0.07064920894708128,2444.0
6612,E02006613,0.14328627215379994,0.09552418143586662,0.1456893962150796,0.1384800240312406,0.121357765094623,0.09702613397416641,0.0835085611294683,0.05737458696305196,0.1177530790027035,2219.3333333333335
6613,E02006614,0.21862615587846765,0.13914575077058564,0.1622633201232937,0.1431087626596213,0.08080140907089388,0.07793923381770146,0.06627036547776309,0.03676794363716424,0.07507705856450902,3028.0
6614,E02006615,0.21066956995100705,0.0985302123026674,0.16167664670658682,0.14534567229178005,0.09499183451279258,0.0843767011431682,0.0783886771910724,0.049809471965160584,0.07621121393576483,2449.3333333333335
6615,E02006616,0.15577639751552794,0.0919254658385093,0.1398757763975155,0.16322981366459627,0.11826086956521738,0.09118012422360247,0.07677018633540372,0.05614906832298136,0.10683229813664596,2683.3333333333335
6616,E02006617,0.14892665474060823,0.08497316636851521,0.13483899821109122,0.14825581395348836,0.11538461538461538,0.09302325581395347,0.09235241502683363,0.0648479427549195,0.11739713774597495,2981.3333333333335
6617,E02006618,0.21483375959079282,0.1285166240409207,0.15920716112531969,0.16496163682864448,0.07097186700767263,0.07448849104859336,0.07448849104859336,0.04603580562659846,0.06649616368286444,2085.3333333333335
6618,E02006619,0.21416526138279932,0.14362001124227095,0.1467116357504216,0.11382799325463744,0.11944912872400223,0.0851602023608769,0.05143338954468803,0.04356379988757729,0.08206857785272624,2372.0
6619,E02006620,0.19227631221104158,0.14577100897470763,0.1580092466684797,0.1476747348381833,0.09437041066086484,0.07288550448735381,0.0772368778895839,0.03834647810715257,0.07342942616263258,2451.3333333333335
