,GEOGRAPHY_CODE,All females aged 16-74 in employment,All males aged 16-74 in employment,Female - Mean hours worked,Females - Full-time - 31 to 37 hours,Females - Full-time - 38 to 48 hours,Females - Full-time - 49 or more hours,Females - Part-time - 1 to 5 hours,Females - Part-time - 16 to 30 hours,Females - Part-time - 6 to 15 hours,Male - Mean hours worked,Males - Full-time - 31 to 37 hours,Males - Full-time - 38 to 48 hours,Males - Full-time - 49 or more hours,Males - Part-time - 1 to 5 hours,Males - Part-time - 16 to 30 hours,Males - Part-time - 6 to 15 hours
2901,E02002902,0.8692175899486008,1751.0,28.85,0.19131924614505996,0.211307824100514,0.03312392918332382,0.022844089091947458,0.278697886921759,0.13192461450599657,39.8,0.17075956596230726,0.5316961736150772,0.16619074814391777,0.003997715591090805,0.07824100513992005,0.04911479154768703
2902,E02002903,0.8590657165479019,1263.0,29.61,0.21140142517814728,0.2082343626286619,0.03483768804433888,0.022169437846397466,0.2755344418052256,0.10688836104513064,41.55,0.1892319873317498,0.5162311955661124,0.20506730007917656,0.006334125098970704,0.05938242280285035,0.023752969121140142
2903,E02002904,0.7981803143093466,1209.0,29.41,0.18775847808105872,0.20678246484698098,0.021505376344086023,0.01240694789081886,0.2597187758478081,0.11000827129859388,40.68,0.19520264681555005,0.5616211745244003,0.16046319272125723,0.006617038875103391,0.04797353184449959,0.028122415219189414
2904,E02002905,0.7759388924252069,1571.0,31.16,0.10757479312539783,0.19223424570337364,0.08720560152768937,0.02673456397199236,0.256524506683641,0.10566518141311267,46.07,0.08274984086569065,0.39847231063017186,0.4010184595798854,0.007001909611712286,0.07765754296626352,0.033099936346276254
2905,E02002906,0.858955223880597,1340.0,29.25,0.15746268656716417,0.22238805970149253,0.04477611940298507,0.023880597014925373,0.2865671641791045,0.12388059701492538,43.14,0.10373134328358209,0.5156716417910447,0.2835820895522388,0.007462686567164179,0.06194029850746269,0.027611940298507463
2906,E02002907,0.7961452928094885,1349.0,29.4,0.14825796886582654,0.19199406968124536,0.04670126019273536,0.01630837657524092,0.26464047442550037,0.12824314306893997,42.85,0.11860637509266123,0.5322461082283173,0.24833209785025945,0.0037064492216456633,0.06745737583395107,0.029651593773165306
2907,E02002908,0.7965564114182148,2207.0,30.73,0.13185319438151336,0.18214771182600817,0.08155867693701857,0.01993656547349343,0.2560036248300861,0.12505663797009514,45.69,0.07204349796103307,0.42501132759401905,0.3887630267331219,0.006343452650657001,0.07521522428636157,0.03262347077480743
2908,E02002909,0.7869339272457313,2694.0,31.37,0.13771343726800298,0.20935412026726058,0.07535263548626578,0.020415738678544914,0.2319970304380104,0.11210096510764662,45.19,0.10096510764662213,0.45879732739420936,0.34521158129175944,0.002969561989606533,0.05864884929472903,0.0334075723830735
2909,E02002910,0.7622377622377622,2002.0,31.12,0.11838161838161838,0.18431568431568432,0.08491508491508491,0.02047952047952048,0.24875124875124874,0.10539460539460539,45.53,0.07292707292707293,0.43006993006993005,0.3761238761238761,0.006493506493506494,0.07942057942057942,0.03496503496503497
2910,E02002911,0.8292261132728059,2313.0,29.68,0.1474275832252486,0.2057933419801124,0.057933419801124084,0.025075659316904454,0.2650237786424557,0.12797233030696065,43.67,0.10981409424989191,0.485516645049719,0.3009079118028534,0.007349762213575443,0.06441850410722005,0.03199308257674016
2911,E02002912,0.821615339918652,1721.0,29.73,0.1388727484020918,0.19872167344567113,0.06275421266705404,0.02556653108657757,0.2771644392794887,0.11853573503776874,43.79,0.10749564206856478,0.4642649622312609,0.3242300987797792,0.006391632771644393,0.0674026728646136,0.03021499128413713
2912,E02002913,0.8302158273381295,1390.0,30.36,0.12805755395683452,0.1841726618705036,0.08920863309352518,0.02158273381294964,0.27482014388489207,0.13237410071942446,43.09,0.1,0.4474820143884892,0.32302158273381293,0.007194244604316547,0.07913669064748201,0.04316546762589928
2913,E02002914,0.8400974025974026,2464.0,30.25,0.16761363636363635,0.24066558441558442,0.036525974025974024,0.013392857142857142,0.26866883116883117,0.11323051948051949,42.59,0.11810064935064934,0.554788961038961,0.2390422077922078,0.005681818181818182,0.05438311688311688,0.028003246753246752
