,GEOGRAPHY_CODE,All household spaces - with no residents - second residence/holiday accommodation,All household spaces - with no residents - vacant,All household spaces - with residents,Caravan or other mobile or temporary structure,"Flat, maisonette or apartment - in a commercial building","Flat, maisonette or apartment - in a purpose built block of flats or tenement","Flat, maisonette or apartment - part of a converted or shared house (includes bed-sit)",Whole house or bungalow - detatched,Whole house or bungalow - semi-detatched,Whole house or bungalow - terraced
1390,E02001391,0.0,0.008293838862559242,2532.0,0.0,0.001184834123222749,0.033570300157977885,0.002369668246445498,0.05173775671406003,0.2989731437598736,0.6212480252764613
1391,E02001392,0.0,0.016673129119813883,2579.0,0.0,0.006979449398991857,0.08375339278790228,0.010469174098487785,0.2652190771616906,0.5769678169833269,0.07405971306708026
1392,E02001393,0.002875629043853343,0.021207764198418404,2782.0,0.0,0.0010783608914450035,0.09022286125089864,0.01653486700215672,0.4464414090582315,0.43853342918763477,0.0312724658519051
1393,E02001394,0.002165674066053059,0.0660530590146183,3694.0,0.0,0.020303194369247428,0.30292365998917165,0.27260422306442883,0.046561992420140766,0.123714131023281,0.3018408229561451
1394,E02001395,0.0012009607686148918,0.01921537229783827,2498.0,0.0,0.017614091273018415,0.03562850280224179,0.010808646917534028,0.02602081665332266,0.5908726981585268,0.33947157726180943
1395,E02001396,0.0021766169154228856,0.048818407960199005,3216.0,0.0,0.013370646766169154,0.08364427860696518,0.017101990049751242,0.07276119402985075,0.12033582089552239,0.7434701492537313
1396,E02001397,0.0,0.0648541489662985,3531.0,0.0011328235627301047,0.009912206173888417,0.2789578023222883,0.0184083828943642,0.13169073916737467,0.37779665817048996,0.24723874256584538
1397,E02001398,0.0012303906490310674,0.03506613349738542,3251.0,0.0,0.01937865272223931,0.24546293448169793,0.13134420178406644,0.11750230698246693,0.15933558904952322,0.36327283912642266
1398,E02001399,0.0,0.01755001755001755,2849.0,0.0,0.009828009828009828,0.0522990522990523,0.003861003861003861,0.06598806598806599,0.7564057564057564,0.12951912951912953
1399,E02001400,0.0,0.02610294117647059,2720.0,0.0,0.006985294117647059,0.17352941176470588,0.010294117647058823,0.07830882352941176,0.5433823529411764,0.21360294117647058
1400,E02001401,0.0,0.012243547319655858,3022.0,0.0,0.009265387160820648,0.07974851091992058,0.004963600264725348,0.11813368630046327,0.7045003309066843,0.09596293845135671
1401,E02001402,0.0015708451146716933,0.05623625510524662,3183.0,0.0,0.015080113100848256,0.18787307571473452,0.06691800188501414,0.16305372290292178,0.4621426327364122,0.1624253848570531
1402,E02001403,0.0010972933430870519,0.10863204096561814,2734.0,0.0,0.01755669348939283,0.10534016093635698,0.061448427212874905,0.02487198244330651,0.14374542794440381,0.7567666422823701
1403,E02001404,0.0,0.028498355864084765,2737.0,0.0,0.001826817683595177,0.07197661673364998,0.004384362440628425,0.034344172451589335,0.21812203142126416,0.6982097186700768
1404,E02001405,0.0007780082987551867,0.1112551867219917,3856.0,0.0,0.004927385892116182,0.13796680497925312,0.011151452282157677,0.06198132780082988,0.1825726141078838,0.7129149377593361
1405,E02001406,0.001722158438576349,0.02066590126291619,3484.0,0.0008610792192881745,0.007749712973593571,0.02123995407577497,0.004879448909299655,0.2669345579793341,0.5774971297359357,0.14380022962112515
1406,E02001407,0.0011485451761102604,0.019525267993874426,2612.0,0.0,0.008422664624808576,0.04632465543644717,0.0011485451761102604,0.3101071975497703,0.5750382848392037,0.07924961715160796
1407,E02001408,0.001685630004214075,0.02064896755162242,2373.0,0.0012642225031605564,0.004214075010535188,0.007163927517909819,0.0025284450063211127,0.2225031605562579,0.6396965865992414,0.14538558786346398
1408,E02001409,0.0006917223887479825,0.03066635923449389,4337.0,0.0,0.0036891860733225734,0.09130735531473369,0.004150334332487895,0.13696103297210052,0.5679040811620936,0.2271155176389209
1409,E02001410,0.0,0.03227124183006536,2448.0,0.0,0.0032679738562091504,0.04493464052287582,0.0032679738562091504,0.10253267973856209,0.5878267973856209,0.2900326797385621
1410,E02001411,0.0,0.02869198312236287,2370.0,0.0,0.006751054852320675,0.04810126582278481,0.0016877637130801688,0.1421940928270042,0.5907172995780591,0.23966244725738398
1411,E02001412,0.0011092623405435386,0.0324459234608985,3606.0,0.0,0.009151414309484194,0.027731558513588463,0.01608430393788131,0.1064891846921797,0.4933444259567388,0.3807542983915696
1412,E02001413,0.0,0.023677216719014255,4139.0,0.000724812756704518,0.005556897801401305,0.023435612466779415,0.001449625513409036,0.056535395022952406,0.6897801401304663,0.24667794153177097
1413,E02001414,0.001374885426214482,0.013290559120073327,2182.0,0.001374885426214482,0.0018331805682859762,0.013748854262144821,0.001374885426214482,0.26443629697525206,0.7080659945004583,0.023373052245646196
1414,E02001415,0.0,0.0387504942665085,2529.0,0.0011862396204033216,0.0039541320680110716,0.08580466587584025,0.011071569790431,0.1708185053380783,0.5302491103202847,0.2368525108738632
1415,E02001416,0.0,0.03776553894571204,2542.0,0.0,0.007081038552321007,0.1022816679779701,0.0027537372147915028,0.03855232100708104,0.26435877261998425,0.6227380015735641
1416,E02001417,0.002805049088359046,0.06199158485273492,3565.0,0.0,0.020476858345021037,0.18849929873772792,0.028050490883590462,0.057223001402524544,0.18429172510518935,0.5862552594670407
1417,E02001418,0.0013181019332161687,0.043936731107205626,2276.0,0.003954305799648506,0.01757469244288225,0.07337434094903339,0.009666080843585237,0.09490333919156414,0.47451669595782076,0.37126537785588754
1418,E02001419,0.0009587727708533077,0.06072227548737616,3129.0,0.0,0.012144455097475231,0.09811441355065516,0.007031000319590924,0.036752956216043464,0.20389900926813678,0.7034196228827101
1419,E02001420,0.001697792869269949,0.07082221683240358,4123.0,0.0,0.00654862963861266,0.07130730050933787,0.005578462284744118,0.2071307300509338,0.4462769827795295,0.33567790443851564
1420,E02001421,0.0006720430107526882,0.04032258064516129,4464.0,0.0,0.004256272401433692,0.03024193548387097,0.011200716845878136,0.08624551971326165,0.426747311827957,0.4823028673835125
1421,E02001422,0.0,0.04466184602296895,2351.0,0.0,0.008507018290089324,0.10165886856656742,0.004253509145044662,0.04210974053594215,0.42832837090599746,0.45980433857932795
1422,E02001423,0.001600640256102441,0.03201280512204882,2499.0,0.0,0.004801920768307323,0.09523809523809523,0.006402561024409764,0.3469387755102041,0.4477791116446579,0.132452981192477
1423,E02001424,0.0006380263717566993,0.0540195661420672,4702.0,0.009570395576350489,0.004466184602296895,0.10314759676733305,0.0034028073160357296,0.08188005104210974,0.42513823904721393,0.4266269672479796
1424,E02001425,0.0006693440428380187,0.03279785809906292,4482.0,0.0,0.006024096385542169,0.05176260597947345,0.0029004908522980814,0.07965194109772424,0.6682284694332887,0.2246764837126283
1425,E02001426,0.0,0.017038539553752535,2465.0,0.0,0.013387423935091278,0.08316430020283976,0.0016227180527383367,0.07342799188640974,0.45841784989858014,0.38742393509127787
1426,E02001427,0.0008064516129032258,0.043010752688172046,3720.0,0.0008064516129032258,0.005913978494623656,0.050268817204301076,0.001881720430107527,0.09032258064516129,0.4723118279569892,0.4220430107526882
1427,E02001428,0.003044802087864289,0.009569377990430622,2299.0,0.0,0.005219660722053067,0.061765985210961286,0.005219660722053067,0.36146150500217483,0.5328403653762506,0.046107003044802086
1428,E02001429,0.0009581603321622484,0.02076014053018205,3131.0,0.0,0.0025550942190993293,0.011497923985946982,0.0019163206643244969,0.18748003832641327,0.7278824656659214,0.08974768444586394
1429,E02001430,0.0,0.026132980482963943,3023.0,0.0009923916639100231,0.012901091630830301,0.02480979159775058,0.017201455507773734,0.22097254383063183,0.7062520674826331,0.04366523321204102
1430,E02001431,0.010011441647597255,0.05205949656750572,3496.0,0.0,0.009153318077803204,0.40789473684210525,0.1152745995423341,0.22683066361556065,0.2477116704805492,0.055205949656750575
1431,E02001432,0.013300492610837438,0.11625615763546798,4060.0,0.0007389162561576355,0.06083743842364532,0.32019704433497537,0.45935960591133007,0.050492610837438424,0.1566502463054187,0.0812807881773399
1432,E02001433,0.0009689922480620155,0.022286821705426358,3096.0,0.0009689922480620155,0.00872093023255814,0.03714470284237726,0.015503875968992248,0.08688630490956073,0.8055555555555556,0.0687984496124031
1433,E02001434,0.001443001443001443,0.01984126984126984,2772.0,0.0,0.007575757575757576,0.04401154401154401,0.06926406926406926,0.09956709956709957,0.766955266955267,0.03391053391053391
1434,E02001435,0.0017958695001496557,0.037413947919784495,3341.0,0.00149655791679138,0.04968572283747381,0.0933852140077821,0.1993415145166118,0.118228075426519,0.5019455252918288,0.07512720742292726
1435,E02001436,0.0008638065073423554,0.022171033688453787,3473.0,0.0028793550244745176,0.005470774546501584,0.04520587388424993,0.0322487762741146,0.2847682119205298,0.519435646415203,0.13273826662827526
1436,E02001437,0.0052122114668652275,0.0392156862745098,4029.0,0.0007446016381236039,0.0029784065524944155,0.3162074956564904,0.13154628940183669,0.3472325639116406,0.19905683792504344,0.04690990320178704
1437,E02001438,0.0019461563412260785,0.02173207914369121,3083.0,0.0009730781706130393,0.014271813168991242,0.03567953292247811,0.005514109633473889,0.11125527084009082,0.8011676938047356,0.05514109633473889
1438,E02001439,0.0018241517694272164,0.029186428310835462,2741.0,0.0010944910616563297,0.0134987230937614,0.1222181685516235,0.013133892739875957,0.08026267785479752,0.713608172199927,0.08755928493250638
1439,E02001440,0.001511144692104269,0.014733660748016623,2647.0,0.0011333585190782018,0.007933509633547412,0.028333962976955042,0.004911220249338874,0.7049489988666415,0.26218360408009067,0.007177937287495277
1440,E02001441,0.0021629416005767843,0.015501081470800288,2774.0,0.004686373467916366,0.006488824801730353,0.021629416005767843,0.009012256669069935,0.7328767123287672,0.2325162220620043,0.010454217736121124
1441,E02001442,0.002766798418972332,0.016600790513833993,2530.0,0.0015810276679841897,0.011857707509881422,0.14901185770750988,0.013043478260869565,0.2932806324110672,0.49486166007905136,0.055731225296442685
1442,E02001443,0.001286449399656947,0.014150943396226415,2332.0,0.0017152658662092624,0.005145797598627788,0.043310463121783875,0.006003430531732418,0.5154373927958834,0.4309605488850772,0.012435677530017153
1443,E02001444,0.0012355848434925864,0.016474464579901153,2428.0,0.0012355848434925864,0.007413509060955519,0.021004942339373972,0.0032948929159802307,0.1515650741350906,0.8043657331136738,0.02841845140032949
1444,E02001445,0.0010249402118209772,0.009224461906388794,2927.0,0.0010249402118209772,0.0034164673727365906,0.04612230953194397,0.0013665869490946361,0.23300307482063545,0.6409292791253843,0.08472839084386743
1445,E02001446,0.0013679890560875513,0.010259917920656635,2924.0,0.0010259917920656635,0.016073871409028728,0.046853625170998635,0.003419972640218878,0.05950752393980848,0.859781121751026,0.025649794801641587
1446,E02001447,0.0,0.03946329913180742,2534.0,0.0011838989739542227,0.0055248618784530384,0.1132596685082873,0.005130228887134964,0.21033938437253355,0.5524861878453039,0.1515390686661405
1447,E02001448,0.001076426264800861,0.011481880157875853,2787.0,0.0,0.010764262648008612,0.062432723358449946,0.002511661284535343,0.1377825618945102,0.7868675995694295,0.011840688912809472
1448,E02001449,0.0,0.010346611484738748,3866.0,0.0007759958613554061,0.004138644593895499,0.07397827211588205,0.004914640455250905,0.28246249353336783,0.5269011898603208,0.11795137092602173
1449,E02001450,0.0008688097306689834,0.016507384882710686,3453.0,0.0,0.004344048653344918,0.2163336229365769,0.05154937735302635,0.27541268462206775,0.39270199826238056,0.07703446278598321
1450,E02001451,0.0,0.027925061859314246,2829.0,0.0,0.0017674089784376105,0.22269353128313893,0.002474372569812655,0.0607988688582538,0.20820077765995051,0.5319901025097208
1451,E02001452,0.0,0.01748971193415638,2916.0,0.0,0.0030864197530864196,0.1886145404663923,0.006515775034293553,0.07270233196159122,0.2777777777777778,0.46810699588477367
1452,E02001453,0.0008571428571428571,0.013714285714285714,3500.0,0.0,0.0025714285714285713,0.08914285714285715,0.006857142857142857,0.05885714285714286,0.7674285714285715,0.08942857142857143
1453,E02001454,0.0011074197120708748,0.009966777408637873,2709.0,0.0011074197120708748,0.004060538944259874,0.024363233665559248,0.0018456995201181247,0.12403100775193798,0.7427094868955334,0.11332595053525286
1454,E02001455,0.0,0.01842664776754075,2822.0,0.0,0.003543586109142452,0.024805102763997167,0.0010630758327427356,0.08433734939759036,0.8008504606661941,0.1034727143869596
1455,E02001456,0.001644195988161789,0.02367642222952976,3041.0,0.0009865175928970734,0.020388030253206183,0.08484051298914831,0.09404801052285433,0.0506412364353831,0.5557382439986847,0.21867806642551793
1456,E02001457,0.0,0.06885813148788927,2890.0,0.0,0.0034602076124567475,0.27058823529411763,0.004844290657439446,0.0685121107266436,0.34913494809688583,0.372318339100346
1457,E02001458,0.0,0.04476190476190476,3150.0,0.0,0.03333333333333333,0.06380952380952382,0.10698412698412699,0.037142857142857144,0.27365079365079364,0.5301587301587302
1458,E02001459,0.0,0.01715137956748695,2682.0,0.0,0.005592841163310962,0.042505592841163314,0.002609992542878449,0.0343027591349739,0.5275913497390008,0.40492170022371365
1459,E02001460,0.0008223684210526315,0.025767543859649123,3648.0,0.0,0.012335526315789474,0.3190789473684211,0.12280701754385964,0.061677631578947366,0.28042763157894735,0.22971491228070176
1460,E02001461,0.0,0.04067796610169491,2950.0,0.0,0.002711864406779661,0.09050847457627119,0.006440677966101695,0.04542372881355932,0.5932203389830508,0.30271186440677966
1461,E02001462,0.0,0.05767441860465116,3225.0,0.0009302325581395349,0.020775193798449613,0.17488372093023255,0.031007751937984496,0.04496124031007752,0.182015503875969,0.6037209302325581
1462,E02001463,0.0,0.038407329105003524,2838.0,0.0,0.007047216349541931,0.056730091613812546,0.01127554615926709,0.05567300916138125,0.5007047216349542,0.40662438336856943
1463,E02001464,0.000984251968503937,0.09645669291338582,3048.0,0.0,0.0318241469816273,0.06824146981627296,0.02788713910761155,0.028543307086614175,0.09448818897637795,0.8461286089238845
1464,E02001465,0.0014156285390713476,0.0455832389580974,3532.0,0.0008493771234428086,0.01160815402038505,0.36211778029445074,0.09796149490373726,0.0427519818799547,0.15628539071347677,0.3754246885617214
1465,E02001466,0.0,0.06077348066298342,3620.0,0.0008287292817679558,0.022375690607734807,0.09585635359116022,0.02292817679558011,0.019889502762430938,0.23259668508287293,0.6671270718232044
1466,E02001467,0.00354295837023915,0.05343962208444051,3387.0,0.0,0.024505462060820785,0.2173014467080012,0.16002361972246826,0.065249483318571,0.28520814880425155,0.3046944198405669
1467,E02001468,0.0023064250411861617,0.07084019769357495,3035.0,0.0,0.02273476112026359,0.0757825370675453,0.185502471169687,0.06457990115321252,0.41614497528830313,0.30807248764415157
1468,E02001469,0.0014814814814814814,0.031407407407407405,3375.0,0.0,0.017185185185185185,0.16207407407407406,0.064,0.11140740740740741,0.5368888888888889,0.14133333333333334
1469,E02001470,0.0008813160987074031,0.03055229142185664,3404.0,0.0,0.015863689776733254,0.041128084606345476,0.07079905992949471,0.07579318448883667,0.7256169212690952,0.10193889541715628
1470,E02001471,0.0009493670886075949,0.07721518987341772,3160.0,0.0,0.03132911392405063,0.09651898734177215,0.10917721518987342,0.0490506329113924,0.28449367088607597,0.5075949367088608
1471,E02001472,0.002305032654629274,0.03572800614675375,2603.0,0.001536688436419516,0.0034575489819439107,0.06300422589320015,0.016519400691509797,0.17441413753361507,0.6131386861313869,0.16596235113330773
1472,E02001473,0.0009505703422053232,0.03358681875792142,3156.0,0.0009505703422053232,0.031051964512040557,0.04594423320659062,0.022813688212927757,0.046261089987325726,0.4752851711026616,0.4122306717363752
1473,E02001474,0.0009247842170160296,0.07367447595561036,3244.0,0.0,0.034833538840937116,0.15659679408138102,0.04161528976572133,0.027743526510480888,0.14241676942046855,0.6710850801479655
1474,E02001475,0.0,0.030204962243797196,2781.0,0.0010787486515641855,0.005753326141675656,0.2560230133045667,0.015821646889608056,0.08989572096368213,0.3024092053218267,0.35994246673858327
1475,E02001476,0.0015718327569946558,0.08236403646651996,3181.0,0.0,0.02169129204652625,0.04055328513046212,0.016661427224143353,0.04212511788745677,0.3146809179503301,0.6479094624331971
1476,E02001477,0.0,0.06912442396313365,3255.0,0.0052227342549923195,0.00706605222734255,0.10629800307219663,0.009523809523809525,0.11367127496159754,0.35207373271889403,0.47588325652841784
1477,E02001478,0.0,0.016296296296296295,3375.0,0.0008888888888888889,0.010962962962962963,0.06844444444444445,0.006518518518518518,0.20355555555555555,0.5271111111111111,0.1988148148148148
1478,E02001479,0.005531410509679968,0.020940339786645595,2531.0,0.03200316080600553,0.002765705254839984,0.012643224022125641,0.0075069142631371,0.3875938364282892,0.5278546029237455,0.05610430659818254
1479,E02001480,0.0047169811320754715,0.0440251572327044,3180.0,0.0,0.03018867924528302,0.11886792452830189,0.1069182389937107,0.1531446540880503,0.36069182389937104,0.27861635220125786
1480,E02001481,0.003515500159795462,0.0405880472994567,3129.0,0.0009587727708533077,0.005433045701502077,0.08852668584212209,0.04634068392457654,0.1933525087887504,0.37903483541067434,0.3304570150207734
1481,E02001482,0.003267084127416281,0.10427443506670296,3673.0,0.0008167710318540703,0.04029403757146747,0.3291587258371903,0.09202286958889191,0.029676014157364553,0.16008712224339777,0.4560304927851892
1482,E02001483,0.0,0.01792573623559539,3124.0,0.0,0.004161331626120359,0.015044814340588988,0.0019206145966709346,0.2832906530089629,0.6693341869398207,0.04385403329065301
1483,E02001484,0.001201923076923077,0.03125,3328.0,0.0021033653846153845,0.011117788461538462,0.16105769230769232,0.00390625,0.2364783653846154,0.4924879807692308,0.12530048076923078
1484,E02001485,0.001184834123222749,0.06121642969984202,2532.0,0.004739336492890996,0.002369668246445498,0.15323854660347552,0.005134281200631911,0.13230647709320695,0.31714060031595576,0.44747235387045814
1485,E02001486,0.002895498815477757,0.08291655698868124,3799.0,0.0007896814951302974,0.006843906291129244,0.3185048697025533,0.24480126349039222,0.17846801789944722,0.21426691234535403,0.12266385891023954
1486,E02001487,0.0023047375160051217,0.06350832266325224,3905.0,0.0007682458386683739,0.015108834827144686,0.11113956466069141,0.04967989756722151,0.03354673495518566,0.2112676056338028,0.6445582586427657
1487,E02001488,0.0020437956204379564,0.06102189781021898,3425.0,0.002627737226277372,0.022773722627737226,0.10978102189781022,0.10890510948905109,0.06306569343065693,0.3357664233576642,0.42014598540145986
1488,E02001489,0.0008259911894273128,0.011563876651982379,3632.0,0.0,0.009911894273127754,0.05506607929515418,0.004405286343612335,0.39922907488986786,0.5134911894273128,0.03001101321585903
1489,E02001490,0.0009914077990746861,0.008922670191672175,3026.0,0.0,0.0056179775280898875,0.015532055518836747,0.004626569729015202,0.12194315928618639,0.8228684732319894,0.038995373430270985
1490,E02001491,0.0,0.025910134470318136,3049.0,0.0,0.009839291571006888,0.2072810757625451,0.0009839291571006887,0.059035749426041326,0.2915710068875041,0.4565431288947196
1491,E02001492,0.006386066763425254,0.054862119013062406,3445.0,0.0,0.03134978229317852,0.15123367198838897,0.1709724238026125,0.1204644412191582,0.3300435413642961,0.25660377358490566
1492,E02001493,0.0012113870381586917,0.10084797092671108,3302.0,0.0,0.010599636583888553,0.17171411265899456,0.05057540884312538,0.04058146577831617,0.24076317383403997,0.5878255602665051
1493,E02001494,0.0013726835964310226,0.02848318462594372,2914.0,0.0,0.0013726835964310226,0.05833905284831846,0.01269732326698696,0.6060398078242965,0.31365820178448867,0.03740562800274537
1494,E02001495,0.0,0.029750479846449136,3126.0,0.0,0.011836212412028152,0.08221369161868203,0.03294945617402431,0.03966730646193218,0.5425463851567498,0.32053742802303264
1495,E02001496,0.0,0.025919732441471572,2392.0,0.0,0.0112876254180602,0.10744147157190635,0.026755852842809364,0.20986622073578595,0.5484949832775919,0.12207357859531773
1496,E02001497,0.0008899436369029962,0.05043013942450311,3371.0,0.0,0.01216256303767428,0.08098487095817265,0.04420053396618214,0.048946900029664786,0.4078908335805399,0.4559477899733017
1497,E02001498,0.0009970089730807576,0.02824858757062147,3009.0,0.0,0.018278497839813893,0.07111997341309405,0.01030242605516783,0.10335659687603856,0.7045530076437354,0.12097042206713193
1498,E02001499,0.0017319016279875303,0.01662625562868029,2887.0,0.0017319016279875303,0.011084170419120194,0.01489435400069276,0.0038101835815725666,0.29061309317630757,0.6449601662625563,0.051264288188430894
1499,E02001500,0.0009457755359394704,0.02080706179066835,3172.0,0.0009457755359394704,0.007566204287515763,0.049495586380832284,0.0025220680958385876,0.24779319041614123,0.6598360655737705,0.053593947036569986
1500,E02001501,0.0,0.020625,3200.0,0.0,0.001875,0.03125,0.001875,0.125,0.6990625,0.1621875
1501,E02001502,0.0008928571428571428,0.03511904761904762,3360.0,0.0,0.002976190476190476,0.0744047619047619,0.013988095238095239,0.12232142857142857,0.39017857142857143,0.43154761904761907
1502,E02001503,0.001514692517418964,0.03604968191457134,3301.0,0.0,0.01938806422296274,0.12814298697364435,0.008179339594062406,0.24416843380793699,0.5362011511663133,0.10148439866707058
1503,E02001504,0.0,0.01717171717171717,2970.0,0.0,0.00202020202020202,0.019528619528619527,0.006060606060606061,0.6771043771043771,0.26531986531986534,0.047474747474747475
1504,E02001505,0.001497566454511419,0.03219767877199551,2671.0,0.0011231748408835642,0.018719580681392737,0.07263197304380382,0.01272931486334706,0.10857356795207787,0.5278921752152752,0.2927742418569824
1505,E02001506,0.0030087527352297594,0.03090809628008753,3656.0,0.002188183807439825,0.00437636761487965,0.02188183807439825,0.010667396061269147,0.7538293216630197,0.22292122538293216,0.018052516411378557
1506,E02001507,0.001017293997965412,0.014242115971515769,2949.0,0.0,0.0,0.03662258392675483,0.001017293997965412,0.3051881993896236,0.6531027466937945,0.019667683960664633
1507,E02001508,0.0018012608826178324,0.025217652356649654,3331.0,0.0,0.007505253677574302,0.07595316721705193,0.0129090363254278,0.08676073251275893,0.5794055839087361,0.2644851395977184
1508,E02001509,0.0,0.05993294216261526,2386.0,0.0012573344509639564,0.009639564124056999,0.08591785414920369,0.008382229673093043,0.33570829840737637,0.4911986588432523,0.12908633696563285
1509,E02001510,0.0012422360248447205,0.04057971014492753,2415.0,0.0012422360248447205,0.006211180124223602,0.039337474120082816,0.005797101449275362,0.21490683229813665,0.46956521739130436,0.305175983436853
1510,E02001511,0.0,0.03657487091222031,2324.0,0.0012908777969018934,0.005593803786574871,0.04862306368330465,0.0034423407917383822,0.24268502581755594,0.504302925989673,0.23235800344234078
1511,E02001512,0.001234949058351343,0.019759184933621488,3239.0,0.0,0.003704847175054029,0.0595862920654523,0.00216116085211485,0.2824945970978697,0.4689719049089225,0.2037665946279716
1512,E02001513,0.0,0.031084861672365557,3217.0,0.0,0.006838669567920423,0.009325458501709667,0.0012433944668946222,0.36990985390115017,0.4612993472179049,0.18246813801678582
1513,E02001514,0.0,0.03932119205298013,2416.0,0.0,0.009105960264900662,0.03766556291390728,0.00869205298013245,0.1597682119205298,0.5964403973509934,0.22764900662251655
1514,E02001515,0.0,0.035172064777327934,3952.0,0.0007591093117408907,0.005313765182186235,0.056174089068825914,0.006578947368421052,0.09109311740890688,0.7755566801619433,0.09969635627530364
1515,E02001516,0.0,0.035057716973065416,2339.0,0.0012825994014536127,0.00940572894399316,0.05686190679777683,0.010260795211628902,0.17828131680205217,0.5070542967079948,0.2736212056434374
1516,E02001517,0.0,0.019182389937106917,3180.0,0.0009433962264150943,0.00440251572327044,0.033647798742138364,0.00220125786163522,0.23364779874213837,0.6226415094339622,0.12264150943396226
1517,E02001518,0.0012976901116013497,0.04775499610692967,3853.0,0.007267064624967558,0.006747988580327018,0.11808980015572282,0.02543472618738645,0.13703607578510252,0.521152348819102,0.23332468206592266
1518,E02001519,0.0012406947890818859,0.024400330851943756,2418.0,0.0,0.007030603804797354,0.014061207609594707,0.008684863523573201,0.184863523573201,0.6815550041356493,0.12903225806451613
1519,E02001520,0.0011215791834903544,0.02534768954688201,4458.0,0.0006729475100942127,0.004037685060565276,0.04733064154329296,0.004037685060565276,0.38784208165096457,0.4327052489905787,0.1500672947510094
1520,E02001521,0.0006152584085315833,0.06398687448728466,4876.0,0.0006152584085315833,0.013330598851517637,0.0847005742411813,0.0330188679245283,0.0477850697292863,0.1474569319114028,0.7376948318293683
1521,E02001522,0.0,0.046879185641575144,3733.0,0.0,0.008304312885079025,0.051968925796946154,0.010447361371551032,0.12322528797214037,0.6169300830431288,0.2360032145727297
1522,E02001523,0.0024400162667751117,0.04310695404636031,2459.0,0.0,0.009353395689304595,0.017893452623017485,0.0073200488003253355,0.18666124440829607,0.3692557950386336,0.45506303375355833
1523,E02001524,0.0038071065989847717,0.018189509306260575,2364.0,0.0012690355329949238,0.004230118443316413,0.00676818950930626,0.004230118443316413,0.5833333333333334,0.2546531302876481,0.16835871404399322
1524,E02001525,0.0010589481115425344,0.056124249911754326,2833.0,0.0,0.014119308153900459,0.20861277797387928,0.025414754677020826,0.0370631839039887,0.35192375573596896,0.42004941757853864
1525,E02001526,0.0,0.03141831238779174,2228.0,0.0,0.0031418312387791743,0.026481149012567325,0.004039497307001795,0.11086175942549371,0.7957809694793537,0.09156193895870736
1526,E02001527,0.0,0.029150823827629912,2367.0,0.0,0.006759611322348965,0.033375580904098014,0.0016899028305872412,0.31685678073510776,0.5128855090832277,0.15716096324461343
1527,E02001528,0.0009347978499649451,0.03598971722365039,4279.0,0.0007010983874737088,0.0042065903248422526,0.028043935498948354,0.006777284412245852,0.24702033185323674,0.4926384669315261,0.2577705071278336
1528,E02001529,0.002450379808870375,0.04190149473168341,4081.0,0.0,0.008331291350159274,0.07498162215143347,0.012496937025238911,0.21538838519970596,0.5964224454790492,0.13673119333496692
1529,E02001530,0.0011727912431587178,0.07935887412040657,2558.0,0.0,0.012900703674745896,0.016810007818608287,0.02150117279124316,0.11376075058639562,0.30688037529319784,0.6075058639562158
1530,E02001531,0.0010897203051216855,0.05012713403559753,2753.0,0.0,0.005811841627315656,0.0955321467490011,0.00944424264438794,0.07809662186705413,0.45986196876135127,0.40247003269160914
1531,E02001532,0.002252886510842016,0.036327794987327515,3551.0,0.0008448324415657561,0.010419600112644326,0.03801745987045903,0.008166713601802308,0.3168121655871585,0.37735849056603776,0.28696141931850183
1532,E02001533,0.0,0.03768218983291859,2813.0,0.0,0.008176324209029506,0.049768929968005686,0.0017774617845716318,0.11980092428012798,0.5830074653394952,0.2751510842516886
1533,E02001534,0.0023186485591255384,0.03080490228552501,3019.0,0.0023186485591255384,0.008943358728055647,0.03246107982775753,0.009937065253395164,0.19244783040741967,0.5690626035110964,0.21795296455780058
1534,E02001535,0.0025884383088869713,0.026747195858498704,2318.0,0.0021570319240724763,0.00819672131147541,0.00992234685073339,0.004314063848144953,0.47929249352890424,0.34167385677308026,0.18377911993097498
1535,E02001536,0.00441306266548985,0.04471903501029715,3399.0,0.0014710208884966167,0.005884083553986467,0.027066784348337748,0.00529567519858782,0.25654604295380995,0.40835539864666076,0.34451309208590764
1536,E02001537,0.0016463615409944023,0.04576885083964439,3037.0,0.0,0.007902535396773132,0.045110306223246625,0.004280540006585446,0.20316101415870924,0.4840302930523543,0.30293052354297
1537,E02001538,0.0012121212121212121,0.021212121212121213,3300.0,0.0,0.014242424242424242,0.019090909090909092,0.005454545454545455,0.2287878787878788,0.5545454545454546,0.2
1538,E02001539,0.0,0.04443485763589301,2318.0,0.011216566005176877,0.012510785159620362,0.02372735116479724,0.003451251078515962,0.1893874029335634,0.5409836065573771,0.2631578947368421
1539,E02001540,0.0006775067750677507,0.04290876242095754,4428.0,0.012195121951219513,0.014227642276422764,0.033649503161698284,0.005194218608852755,0.2865853658536585,0.45483288166214997,0.2369015356820235
1540,E02001541,0.0,0.03557757261877956,4441.0,0.016662913758162576,0.00923215492006305,0.05291600990767845,0.005629362756136005,0.24183742400360278,0.4960594460707048,0.21346543571267731
1541,E02001542,0.0016869095816464238,0.049257759784075573,2964.0,0.02699055330634278,0.010458839406207827,0.04116059379217274,0.004048582995951417,0.22874493927125505,0.41936572199730093,0.3201754385964912
