,GEOGRAPHY_CODE,All household spaces - with no residents - second residence/holiday accommodation,All household spaces - with no residents - vacant,All household spaces - with residents,Caravan or other mobile or temporary structure,"Flat, maisonette or apartment - in a commercial building","Flat, maisonette or apartment - in a purpose built block of flats or tenement","Flat, maisonette or apartment - part of a converted or shared house (includes bed-sit)",Whole house or bungalow - detatched,Whole house or bungalow - semi-detatched,Whole house or bungalow - terraced
29,E02000030,0.0014841199168892847,0.026714158504007122,3369.0,0.024339566636984267,0.004749183734045711,0.09468685069753636,0.015138023152270703,0.42030276046304543,0.3253190857821312,0.14366280795488276
30,E02000031,0.0017507002801120449,0.03816526610644258,2856.0,0.0010504201680672268,0.023109243697478993,0.28781512605042014,0.040266106442577033,0.22023809523809523,0.2850140056022409,0.18312324929971988
31,E02000032,0.0,0.01485148514851485,2626.0,0.0015232292460015233,0.012185833968012186,0.05064737242955065,0.008758568164508759,0.08187357197258187,0.6519421172886519,0.2079207920792079
32,E02000033,0.0023148148148148147,0.017526455026455025,3024.0,0.0,0.014219576719576719,0.20337301587301587,0.0496031746031746,0.03571428571428571,0.34656084656084657,0.37003968253968256
33,E02000034,0.0027339003645200487,0.025820170109356014,3292.0,0.0,0.015188335358444714,0.34811664641555284,0.08869987849331713,0.100546780072904,0.3469015795868773,0.12910085054678008
34,E02000035,0.0045385779122541605,0.03509833585476551,3305.0,0.001210287443267776,0.016338880484114977,0.45204236006051435,0.10257186081694403,0.1065052950075643,0.2027231467473525,0.15824508320726172
35,E02000036,0.0021522733387140166,0.020177562550443905,3717.0,0.0,0.011837503362927092,0.24751143395211192,0.03766478342749529,0.10034974441754103,0.5082055421038472,0.11649179445789615
36,E02000037,0.0012399256044637321,0.024798512089274645,3226.0,0.002789832610043397,0.0049597024178549285,0.28859268443893366,0.011779293242405457,0.2882827030378177,0.3977061376317421,0.0319280843149411
37,E02000038,0.0019569471624266144,0.020128599384959464,3577.0,0.0008386916410399776,0.020128599384959464,0.2697791445345261,0.11601901034386357,0.052278445624825275,0.3296058149287112,0.23399496785015375
38,E02000039,0.0016899028305872412,0.02323616392057457,2367.0,0.0,0.04182509505703422,0.17955217574989438,0.08449514152936206,0.35149978876214616,0.26277989015631603,0.10477397549640896
39,E02000040,0.0,0.1378854625550661,2270.0,0.003964757709251102,0.00881057268722467,0.28634361233480177,0.06167400881057269,0.1907488986784141,0.3973568281938326,0.18986784140969162
40,E02000041,0.003061224489795918,0.029251700680272108,2940.0,0.0010204081632653062,0.05170068027210884,0.15850340136054422,0.061564625850340136,0.10442176870748299,0.4880952380952381,0.16768707482993198
41,E02000042,0.004565051990869896,0.03575957392848085,3943.0,0.000760841998478316,0.03575957392848085,0.3517626172964748,0.19553639360892722,0.03018006593963987,0.20466649759066702,0.2219122495561755
42,E02000043,0.004258614014711576,0.03329461866047232,2583.0,0.0011614401858304297,0.009678668215253582,0.10181958962446767,0.10607820363917925,0.09910956252419667,0.6229190863337205,0.09717382888114595
43,E02000044,0.001751927119831815,0.021723896285914507,2854.0,0.001051156271899089,0.009810791871058164,0.15942536790469516,0.05746320953048353,0.10826909600560616,0.21864050455501052,0.4688156972669937
44,E02000045,0.0015337423312883436,0.024284253578732106,3912.0,0.0007668711656441718,0.00843558282208589,0.4419734151329243,0.07208588957055215,0.040388548057259714,0.21344580777096114,0.24897750511247443
45,E02000046,0.004242190512919399,0.03008098727342846,2593.0,0.0011569610489780178,0.04666409564211338,0.24720401079830312,0.2657153875819514,0.024296182028538373,0.28499807173158503,0.16428846895487853
46,E02000047,0.0013539128080151638,0.01462225832656377,3693.0,0.003520173300839426,0.020037909558624424,0.2867587327376117,0.03736799350121852,0.039534253994042784,0.21879230977525047,0.4099647982669916
47,E02000048,0.005396825396825397,0.035238095238095235,3150.0,0.0009523809523809524,0.013333333333333334,0.23047619047619047,0.0853968253968254,0.10507936507936508,0.5219047619047619,0.08349206349206349
48,E02000049,0.0010224948875255625,0.008520790729379687,2934.0,0.0027266530334014998,0.0034083162917518746,0.5361281526925699,0.02794819359236537,0.05282890252215405,0.1111111111111111,0.27539195637355146
49,E02000050,0.002328288707799767,0.02677532013969732,3436.0,0.0,0.011641443538998836,0.29220023282887075,0.13125727590221187,0.03550640279394645,0.1990686845168801,0.35913853317811406
50,E02000051,0.0067838421214924454,0.03515263644773358,3243.0,0.0,0.02127659574468085,0.414122725871107,0.15510329941412274,0.1726796176379895,0.2303422756706753,0.04779525131051496
51,E02000052,0.001464486209421528,0.02294361728093727,4097.0,0.000732243104710764,0.031974615572370024,0.4249450817671467,0.14718086404686356,0.019282401757383452,0.12863070539419086,0.2716621918476934
52,E02000053,0.007927519818799546,0.01736504341260853,2649.0,0.0011325028312570782,0.012835032087580219,0.3929784824462061,0.06644016610041525,0.052095130237825596,0.35296338240845604,0.1468478671196678
53,E02000054,0.004038772213247173,0.0395799676898223,2476.0,0.0,0.018174474959612278,0.33037156704361875,0.12075928917609047,0.17366720516962844,0.3630856219709208,0.03715670436187399
54,E02000055,0.004223864836325237,0.02666314677930306,3788.0,0.0013199577613516368,0.02983104540654699,0.41816261879619854,0.1285638859556494,0.17397043294614573,0.18030623020063358,0.09873284054910243
55,E02000056,0.006257449344457688,0.04767580452920143,3356.0,0.0008939213349225268,0.022943980929678188,0.2964839094159714,0.05929678188319428,0.2899284862932062,0.3396901072705602,0.04529201430274136
