,GEOGRAPHY_CODE,Buddhist,Christian,Hindu,Jewish,Muslim,No religion,Not answered,Other religion,Sikh,Total: All usual residents
1640,E02001715,0.0036446855399220207,0.4123580267842007,0.008815053398881166,0.0031361247669096457,0.08882861501949484,0.4242244448211561,0.04992371588404814,0.0037294456687574167,0.005339888116629938,11798.0
1641,E02001718,0.0028696571514876907,0.4753058450385138,0.003926899259930524,0.0016613804561244525,0.04032623470774807,0.4295423652016312,0.03957106177314605,0.002567587977646881,0.004228968433771334,6621.0
1642,E02001719,0.0036147388059701493,0.40753264925373134,0.016091417910447763,0.0032649253731343282,0.0673973880597015,0.4412313432835821,0.051655783582089554,0.0036147388059701493,0.005597014925373134,8576.0
1643,E02001720,0.005259835893120134,0.3290553334735956,0.013570376604249947,0.003681885125184094,0.017673048600883652,0.5369240479697034,0.08121186618977488,0.00547022932884494,0.0071533768146433835,9506.0
1644,E02001721,0.0026058631921824105,0.4970684039087948,0.0038157282456956726,0.00046533271288971617,0.01181945090739879,0.4308050255932992,0.04923220102373197,0.0029781293624941835,0.001209865053513262,10745.0
1645,E02001722,0.0025321797847647183,0.5110782865583456,0.002743194766828445,0.0008440599282549061,0.015087571217556446,0.41633255961173243,0.047267355982274745,0.0025321797847647183,0.0015826123654779489,9478.0
1646,E02001723,0.003763590744354614,0.40005575689991635,0.021048229718427656,0.0004181767493727349,0.18664622247003065,0.3272930025090605,0.04376916643434625,0.001115137998327293,0.015890716476163927,7174.0
1647,E02001724,0.008356545961002786,0.3174373259052925,0.00701949860724234,0.004122562674094708,0.01604456824512535,0.5556545961002786,0.08245125348189415,0.005682451253481894,0.0032311977715877437,8975.0
1648,E02001725,0.004359673024523161,0.29024523160762944,0.03149863760217984,0.0014168937329700274,0.051662125340599455,0.5480108991825613,0.0602724795640327,0.009155313351498637,0.0033787465940054496,9175.0
1649,E02001726,0.0027940055880111762,0.43036152738972144,0.011938023876047752,0.0005926678520023706,0.20963508593683855,0.2855812378291423,0.04792142917619169,0.001778003556007112,0.009398018796037593,11811.0
1650,E02001727,0.002287021154945683,0.5076043453401944,0.0012578616352201257,0.0010291595197255575,0.03544882790165809,0.40045740423098913,0.04208118925100057,0.003430531732418525,0.006403659233847913,8745.0
1651,E02001728,0.0015871336366522061,0.5138080626388742,0.002856840545973971,0.0004232356364405883,0.01301449582054809,0.4133954078933446,0.048566289281557505,0.0033858850915247066,0.002962649455084118,9451.0
1652,E02001729,0.0056924453118646825,0.2942181019760917,0.03683825323249573,0.0015450922989346996,0.3556965113442303,0.22647800276490201,0.0653818004391315,0.004472635602179393,0.00967715703016996,12297.0
1653,E02001732,0.0036926323193247758,0.46931598382275364,0.009847019518199402,0.0008791981712678037,0.06963249516441006,0.3933532618252154,0.04589414454017936,0.0026375945138034113,0.00474767012484614,5687.0
