,GEOGRAPHY_CODE,Lives rent free,Owned,Owned: Owns outright,Owned: Owns with a mortgage or loan,Owns with a mortgage or loan or shared ownership,Private rented,Private rented or lives rent free,Private rented: Other private rented,Private rented: Private landlord or letting agency,Shared ownership,Shared ownership: Shared ownership,Social rented,Social rented: Other social rented,Social rented: Rents from council or Local Authority,Total: All households
2590,E02002709,0.0015192950470981465,0.7733211789729566,0.44545730780917653,0.32786387116378,0.3305986022485567,0.1379519902765117,0.13947128532360983,0.023701002734731084,0.11425098754178062,0.0027347310847766638,0.0027347310847766638,0.08447280461865694,0.020966271649954422,0.06350653296870253,3291.0
2591,E02002710,0.001575299306868305,0.8034026465028355,0.4436042848141147,0.35979836168872087,0.36074354127284186,0.129174543163201,0.13074984247006932,0.017013232514177693,0.11216131064902331,0.000945179584120983,0.000945179584120983,0.06490233144297416,0.00630119722747322,0.05860113421550094,3174.0
2592,E02002711,0.0002935995302407516,0.9057545507927187,0.5381679389312977,0.367586611861421,0.3731650029359953,0.07075748678802114,0.07105108631826189,0.017028772753963594,0.053728714034057545,0.005578391074574281,0.005578391074574281,0.017615971814445096,0.009982384028185555,0.007633587786259542,3406.0
2593,E02002712,0.001786777843954735,0.7593805836807623,0.4538415723645027,0.30553901131625966,0.30643240023823703,0.18016676593210243,0.18195354377605719,0.024121500893388922,0.15604526503871352,0.0008933889219773674,0.0008933889219773674,0.057772483621203095,0.009231685527099465,0.04854079809410363,3358.0
2594,E02002714,0.0011641443538998836,0.7860884749708964,0.48050058207217694,0.30558789289871946,0.3064610011641444,0.1510477299185099,0.1522118742724098,0.025029103608847497,0.1260186263096624,0.0008731082654249127,0.0008731082654249127,0.06082654249126892,0.005820721769499418,0.0550058207217695,3436.0
2595,E02002715,0.0008874689385871495,0.7905573304934327,0.3619098331558395,0.42864749733759316,0.4325523606673766,0.1585019524316649,0.15938942137025205,0.01686190983315584,0.14164004259850904,0.0039048633297834577,0.0039048633297834577,0.04614838480653177,0.007099751508697196,0.039048633297834576,5634.0
2596,E02002716,0.0008108108108108108,0.7772972972972974,0.42783783783783785,0.34945945945945944,0.3575675675675676,0.1218918918918919,0.1227027027027027,0.02081081081081081,0.10108108108108108,0.008108108108108109,0.008108108108108109,0.0918918918918919,0.026486486486486487,0.0654054054054054,3700.0
2597,E02002717,0.002408348943002408,0.626973508161627,0.3042547497993043,0.3227187583623227,0.32566229595932566,0.21594862188921596,0.21835697083221836,0.024886272411024885,0.19106234947819106,0.0029435375970029436,0.0029435375970029436,0.15172598340915172,0.026491838373026492,0.12523414503612523,3737.0
2598,E02002718,0.0002938583602703497,0.8554216867469879,0.5051425213047311,0.35027916544225685,0.35292389068469,0.09903026741110785,0.0993241257713782,0.013811342932706435,0.08521892447840142,0.002644725242433147,0.002644725242433147,0.04260946223920071,0.01968851013811343,0.022920952101087275,3403.0
2599,E02002719,0.0014316392269148174,0.7916964924838941,0.39012168933428776,0.4015748031496063,0.40622763063707945,0.12025769506084466,0.12168933428775948,0.01789549033643522,0.10236220472440945,0.0046528274874731565,0.0046528274874731565,0.0819613457408733,0.03579098067287044,0.046170365068002865,2794.0
2600,E02002720,0.0003075030750307503,0.8361008610086101,0.47078720787207873,0.36531365313653136,0.36685116851168514,0.1417589175891759,0.14206642066420663,0.018757687576875768,0.12300123001230012,0.0015375153751537515,0.0015375153751537515,0.02029520295202952,0.003075030750307503,0.017220172201722016,3252.0
2601,E02002721,0.004055424129773572,0.711051030753633,0.3970936127069956,0.3139574180466374,0.3203785062521122,0.13112538019601216,0.13518080432578575,0.020615072659682324,0.11051030753632984,0.006421088205474822,0.006421088205474822,0.14734707671510647,0.027374112875971614,0.11997296383913485,2959.0
2602,E02002722,0.002111375032990235,0.6181050409078913,0.41620480337820004,0.20190023752969122,0.2048033782000528,0.21773555027711797,0.21984692531010822,0.030087094220110848,0.1876484560570071,0.002903140670361573,0.002903140670361573,0.15914489311163896,0.02032198469253101,0.13882290841910794,3789.0
2603,E02002723,0.0013404825737265416,0.5761394101876676,0.3423592493297587,0.23378016085790884,0.235656836461126,0.33324396782841825,0.3345844504021448,0.021715817694369973,0.3115281501340483,0.0018766756032171583,0.0018766756032171583,0.08739946380697051,0.02520107238605898,0.06219839142091153,3730.0
2604,E02002724,0.004135246898564826,0.470201897348577,0.22792507905619072,0.2422768182923863,0.2437363171977621,0.28971053271710046,0.29384577961566527,0.01751398686450985,0.2721965458525906,0.001459498905375821,0.001459498905375821,0.23449282413038192,0.017027487229384578,0.2174653369009973,4111.0
2605,E02002725,0.0017105713308244953,0.7872049264454328,0.42422169004447485,0.3629832364009579,0.3670886075949367,0.11358193636674649,0.11529250769757099,0.020184741703729046,0.09339719466301745,0.004105371193978789,0.004105371193978789,0.09339719466301745,0.01505302771125556,0.07834416695176188,2923.0
