,GEOGRAPHY_CODE,1 person disabled under the Equality Act in household,2 or more people disabled under the Equality Act in household,No people disabled under the Equality Act in household,Total: All households
95,E02000099,0.20150788211103496,0.05106237148732008,0.747429746401645,1
96,E02000100,0.2050682261208577,0.06939571150097466,0.7255360623781676,1
97,E02000101,0.23670212765957446,0.060874704491725766,0.7024231678486997,1
98,E02000102,0.24171322160148975,0.060335195530726256,0.697951582867784,1
99,E02000103,0.23079145002888504,0.05834777585210861,0.7108607741190064,1
100,E02000104,0.24875827814569537,0.07160596026490067,0.679635761589404,1
101,E02000105,0.21171171171171171,0.058236808236808234,0.73005148005148,1
102,E02000106,0.2085889570552147,0.06134969325153374,0.7300613496932515,1
103,E02000107,0.2156772862709145,0.041026816410726565,0.7432958973183589,1
104,E02000108,0.1922569291684998,0.06291245050593929,0.7448306203255609,1
105,E02000110,0.22979961215255332,0.05623787976729153,0.7139625080801552,1
106,E02000111,0.19235588972431078,0.07048872180451128,0.7371553884711779,1
107,E02000112,0.19039451114922812,0.05546026300743282,0.7541452258433391,1
108,E02000113,0.2894496807540286,0.08391608391608392,0.6266342353298875,1
109,E02000114,0.2168869705961694,0.03560830860534125,0.7475047207984894,1
110,E02000115,0.22388444673716792,0.03740005158627805,0.7387155016765541,1
111,E02000116,0.24289245982694685,0.054388133498145856,0.7027194066749073,1
112,E02000117,0.2527841983610002,0.06303845345660854,0.6841773481823913,1
113,E02000118,0.19765600253405133,0.04687994931897371,0.755464048146975,1
114,E02000119,0.23987854251012145,0.05161943319838057,0.708502024291498,1
115,E02000120,0.19240745107286017,0.03324687573685452,0.7743456731902854,1
116,E02000121,0.17480011028398126,0.052384891094568516,0.7728149986214502,1
117,E02000122,0.21613924050632913,0.04968354430379747,0.7341772151898734,1
118,E02000123,0.2273383893102203,0.04496208017334778,0.7276995305164319,1
119,E02000124,0.1872146118721461,0.03484739245373708,0.7779379956741168,1
120,E02000125,0.22146118721461186,0.04490106544901065,0.7336377473363774,1
121,E02000126,0.24544920728126834,0.05226071638285379,0.7022900763358778,1
