,GEOGRAPHY_CODE,Multi-person household,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Multi-person household: No people stated their religion,Multi-person household: No religion (household may include people who did not state their religion),Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Multi-person household: Same religion and no religion (household may include people who did not state their religion),One-person household,Total: All households
42,E02000044,0.7779589175089664,0.035539615259210955,0.028692533420280403,0.09162047603521356,0.5167916530811868,0.10531463971307467,0.22204108249103358,1
43,E02000045,0.6931682932635087,0.028088550345155915,0.02594620328493216,0.16043799095453465,0.35301118781242563,0.12568436086646037,0.3068317067364913,1
44,E02000046,0.7144841959013546,0.04168113928447378,0.029524140326502257,0.145189301840917,0.36644668287599863,0.13164293157346302,0.28551580409864535,1
45,E02000047,0.772209026128266,0.030641330166270783,0.02992874109263658,0.0833729216152019,0.533729216152019,0.09453681710213777,0.22779097387173397,1
46,E02000048,0.7357630979498861,0.037965072133637055,0.035180966843837,0.08478866109845609,0.48544672234877245,0.0923816755251835,0.2642369020501139,1
47,E02000049,0.7305972112601947,0.02788739805314391,0.026835043409629045,0.09418574059458037,0.4940805051302289,0.08760852407261246,0.26940278873980533,1
48,E02000050,0.7156668319286068,0.03371343579573624,0.02404561229548835,0.14229053049082796,0.3743182944967774,0.1412989588497769,0.28433316807139314,1
49,E02000051,0.6843354430379747,0.042457805907173,0.03481012658227848,0.09546413502109705,0.4274789029535865,0.08412447257383966,0.31566455696202533,1
50,E02000052,0.684800763540921,0.03054163684084944,0.022667621092817943,0.2040085898353615,0.28203292770221905,0.14554998806967312,0.315199236459079,1
51,E02000054,0.68832043083137,0.06327835745540222,0.026590373611578594,0.07977112083473578,0.4261191518007405,0.09256142712891283,0.3116795691686301,1
52,E02000055,0.703728362183755,0.03905903240124279,0.03151353750554816,0.07012871726586774,0.4751442521083,0.08788282290279627,0.296271637816245,1
53,E02000056,0.7547224643998838,0.053763440860215055,0.04126707352513804,0.1060738157512351,0.46120313862249346,0.09241499564080209,0.24527753560011625,1
54,E02000057,0.7464892830746489,0.03067257945306726,0.03917220990391722,0.0672579453067258,0.5428677014042868,0.06651884700665188,0.2535107169253511,1
55,E02000058,0.6751281425433244,0.03905296558457408,0.03880888454967049,0.08762509153038808,0.41347327312667803,0.09616792775201367,0.32487185745667563,1
56,E02000059,0.6992786293958522,0.0369702434625789,0.02028854824165915,0.07732191163210099,0.4738503155996393,0.09084761045987376,0.3007213706041479,1
57,E02000060,0.7010560519902518,0.033577037638776064,0.062009206607094504,0.0479285134037368,0.49878147847278637,0.05875981586785811,0.29894394800974816,1
58,E02000061,0.6353204589980409,0.051217464315701094,0.03946263643996641,0.10047579065211307,0.34760705289672544,0.09655751469353484,0.36467954100195915,1
59,E02000062,0.6894837476099427,0.03173996175908222,0.023326959847036328,0.0864244741873805,0.44321223709369023,0.10478011472275335,0.31051625239005737,1
60,E02000063,0.698093220338983,0.037782485875706213,0.0346045197740113,0.08757062146892655,0.4304378531073446,0.10769774011299435,0.3019067796610169,1
61,E02000064,0.698297718218037,0.03694313654473017,0.025353132922854037,0.1119159724737414,0.4241216950380297,0.09996378123868163,0.30170228178196307,1
62,E02000065,0.7628828828828829,0.02990990990990991,0.018018018018018018,0.10702702702702703,0.5167567567567568,0.09117117117117117,0.2371171171171171,1
63,E02000066,0.6817028474767409,0.02368198477586693,0.021144629264166902,0.1485762616295461,0.4031575979701156,0.08514237383704538,0.3182971525232591,1
64,E02000067,0.7165453175997991,0.019081094652272156,0.019081094652272156,0.17951292995229726,0.38915390409239264,0.1097162942505649,0.28345468240020083,1
65,E02000068,0.6999374217772215,0.02409261576971214,0.014392991239048811,0.17959949937421776,0.376720901126408,0.10513141426783479,0.3000625782227785,1
66,E02000069,0.7222617354196301,0.021692745376955903,0.018847795163584636,0.16678520625889046,0.3886913229018492,0.12624466571834994,0.2777382645803698,1
67,E02000070,0.748565965583174,0.017208413001912046,0.01880178457616316,0.16379859783301465,0.39611217335882726,0.15264499681325686,0.251434034416826,1
68,E02000071,0.7688779110797459,0.0187014820042343,0.02081863091037403,0.2113620324629499,0.3786167960479887,0.13937896965419902,0.23112208892025407,1
69,E02000072,0.7551194539249146,0.023890784982935155,0.015784982935153583,0.191339590443686,0.41958191126279865,0.1045221843003413,0.24488054607508533,1
70,E02000073,0.7955521859994946,0.018953752843062926,0.019459186252211273,0.18246146070255242,0.4263330806166288,0.14834470558503918,0.20444781400050543,1
71,E02000074,0.7027104136947219,0.01768901569186876,0.014550641940085592,0.20427960057061342,0.3383737517831669,0.12781740370898717,0.2972895863052782,1
72,E02000075,0.7691330581136869,0.015560495395363607,0.024134645919339472,0.16957764369641157,0.4087011749761829,0.15115909812638934,0.23086694188631313,1
73,E02000077,0.7891689373297003,0.015667574931880108,0.018732970027247955,0.18767029972752045,0.4087193460490463,0.15837874659400544,0.21083106267029972,1
74,E02000078,0.7837032129844319,0.01391189135475323,0.022524014574362372,0.19675389201722424,0.37860218615435576,0.17191122888373633,0.21629678701556806,1
75,E02000079,0.707473508087005,0.015616285554935862,0.023424428332403793,0.1910206358059119,0.3318460680423871,0.14556609035136642,0.29252649191299496,1
76,E02000080,0.7557011795543905,0.016251638269986893,0.018610747051114023,0.18453473132372214,0.3895150720838794,0.14678899082568808,0.24429882044560944,1
77,E02000081,0.7252211039951204,0.012503812137846905,0.02165294297041781,0.188777066178713,0.3403476669716377,0.16193961573650503,0.27477889600487954,1
78,E02000082,0.7894278245715945,0.016555329654371186,0.02701132733081615,0.1989544002323555,0.3740923613128086,0.1728144060412431,0.21057217542840545,1
79,E02000083,0.7309770373705538,0.012156686177397569,0.017784781629896444,0.214993246285457,0.3435389464205313,0.1425033768572715,0.2690229626294462,1
80,E02000084,0.7773019271948608,0.01736854627646919,0.02236497739709731,0.19628836545324768,0.3747323340471092,0.16654770402093744,0.22269807280513917,1
81,E02000085,0.7575658965180605,0.010738691832085909,0.026033192320208266,0.22063130491376506,0.3397331597787179,0.16042954767328343,0.24243410348193947,1
82,E02000086,0.7748653500897666,0.013644524236983842,0.022262118491921005,0.20143626570915618,0.36050269299820464,0.1770197486535009,0.22513464991023338,1
83,E02000087,0.7385542168674699,0.013855421686746987,0.01897590361445783,0.1789156626506024,0.36265060240963853,0.16415662650602408,0.26144578313253014,1
84,E02000088,0.790268456375839,0.011409395973154362,0.025167785234899327,0.22013422818791947,0.3597315436241611,0.1738255033557047,0.20973154362416108,1
85,E02000089,0.7995867768595041,0.009986225895316805,0.026170798898071626,0.2165977961432507,0.35915977961432505,0.18767217630853994,0.20041322314049587,1
86,E02000090,0.6459227467811158,0.01335240820219361,0.019313304721030045,0.19408679065331425,0.27205531711969483,0.14711492608488316,0.3540772532188841,1
87,E02000091,0.6542350033700292,0.013704785441473827,0.01707481464839362,0.1817569085598742,0.2907211862502808,0.15097730847000673,0.3457649966299708,1
88,E02000092,0.7136011795060818,0.01142646516771102,0.017323995576852193,0.2123110947290822,0.32510136380390714,0.1474382602285293,0.2863988204939182,1
89,E02000093,0.8149732620320855,0.03342245989304813,0.028342245989304814,0.03636363636363636,0.6532085561497326,0.06363636363636363,0.18502673796791444,1
90,E02000094,0.7888664551485434,0.03403518892414191,0.026535910008653015,0.06057109893279492,0.596769541390251,0.07095471589270262,0.21113354485145658,1
91,E02000095,0.8198367859384809,0.04080351537978657,0.02322661644695543,0.02448210922787194,0.6629001883239172,0.06842435655994979,0.18016321406151914,1
92,E02000096,0.8129755706848217,0.052062474969963954,0.020824989987985584,0.03283940728874649,0.6475770925110133,0.059671605927112535,0.1870244293151782,1
93,E02000097,0.7909809084924292,0.03324555628703094,0.02304147465437788,0.032587228439763,0.6280447662936142,0.07406188281764318,0.20901909150757078,1
94,E02000098,0.784,0.04,0.024,0.05982608695652174,0.5885217391304348,0.07165217391304347,0.216,1
95,E02000099,0.808707576276997,0.0407953376756942,0.021940349674322936,0.03942406582104902,0.6390126842646555,0.06753513884127528,0.1912924237230031,1
96,E02000100,0.8005453837164005,0.051421893260615505,0.022984028048305415,0.032333463186599146,0.6182313985196728,0.07557460070120764,0.19945461628359953,1
97,E02000101,0.7430596574128765,0.03691671588895452,0.0245126993502658,0.044300059066745424,0.5540460720614294,0.08328411104548139,0.25694034258712345,1
98,E02000102,0.7421758569299552,0.02533532041728763,0.02570789865871833,0.039120715350223545,0.5961251862891207,0.05588673621460507,0.2578241430700447,1
99,E02000103,0.7447300028876697,0.02801039561074213,0.04475887958417557,0.05573202425642507,0.5290210799884493,0.08720762344787757,0.25526999711233034,1
100,E02000104,0.7456575682382134,0.0500413564929694,0.02357320099255583,0.04466501240694789,0.5566583953680728,0.0707196029776675,0.2543424317617866,1
101,E02000105,0.7796010296010296,0.04858429858429859,0.019626769626769628,0.030566280566280565,0.6042471042471043,0.07657657657657657,0.2203989703989704,1
102,E02000106,0.7161182375906302,0.027607361963190184,0.023982152816508645,0.05103179029559397,0.5368098159509203,0.07668711656441718,0.2838817624093698,1
103,E02000107,0.6566582626633051,0.042172816869126745,0.022461608984643593,0.10955764382305754,0.3726793490717396,0.10978684391473757,0.34334173733669493,1
104,E02000108,0.8080985915492958,0.0448943661971831,0.02068661971830986,0.04137323943661972,0.6223591549295775,0.07878521126760564,0.19190140845070422,1
105,E02000110,0.7000646412411118,0.03749191984486102,0.026502908855850032,0.11053652230122818,0.3956043956043956,0.129928894634777,0.29993535875888816,1
106,E02000111,0.814245371823031,0.04832130530279259,0.019767806714778787,0.026357075619705052,0.6630059617194854,0.05679322246626922,0.18575462817696894,1
107,E02000112,0.8143592677345538,0.038901601830663615,0.019450800915331808,0.046052631578947366,0.6381578947368421,0.07179633867276888,0.18564073226544622,1
108,E02000113,0.7447584320875114,0.022789425706472195,0.027955028866605895,0.04952901853539957,0.5800668489820723,0.0644181099969614,0.2552415679124886,1
109,E02000114,0.6641489074723496,0.0361478284326949,0.019692473698408416,0.11141084434852981,0.38224979768006473,0.11464796331265174,0.3358510925276504,1
110,E02000115,0.6161980913077122,0.03585246324477689,0.02011864843951509,0.1374774310033531,0.3113231880319835,0.11142636058808357,0.38380190869228786,1
111,E02000116,0.7063001852995676,0.030265596046942556,0.021927115503397158,0.06732550957381099,0.5006176652254478,0.08616429894996912,0.2936998147004324,1
112,E02000117,0.6616257088846881,0.027305187985717287,0.022684310018903593,0.06133165301407267,0.47994118882587694,0.07036336904011763,0.3383742911153119,1
113,E02000118,0.8083623693379791,0.04878048780487805,0.018055115616091227,0.029141590117199873,0.647450110864745,0.06493506493506493,0.1916376306620209,1
114,E02000119,0.6824392712550608,0.02353238866396761,0.027327935222672066,0.058451417004048586,0.4959514170040486,0.07717611336032389,0.3175607287449393,1
115,E02000120,0.5995757718595334,0.02309686542540655,0.0223898185246288,0.15932123497525336,0.2799905727079896,0.11477728022625501,0.40042422814046663,1
116,E02000121,0.7974648663543676,0.03664921465968586,0.02232019840176357,0.051253788922568204,0.6279966933039405,0.05924497106640948,0.20253513364563241,1
117,E02000122,0.7003164556962025,0.02911392405063291,0.024683544303797468,0.14303797468354432,0.36170886075949366,0.14177215189873418,0.29968354430379746,1
118,E02000123,0.6616717819100921,0.019678642354215563,0.02401155443220798,0.09424083769633508,0.4313052897634952,0.09243545766383823,0.33832821808990793,1
119,E02000124,0.6906993511175198,0.029560201874549386,0.026195626051429943,0.19682768565248737,0.2929584234559,0.14515741408315308,0.30930064888248016,1
120,E02000125,0.700152207001522,0.03272450532724505,0.024860476915271434,0.15905631659056316,0.33840690005073565,0.14510400811770674,0.2998477929984779,1
121,E02000126,0.6270190895741556,0.01997063142437592,0.021145374449339206,0.1051395007342144,0.3953010279001468,0.08546255506607929,0.37298091042584436,1
122,E02000127,0.6956406869220607,0.020079260237780713,0.01822985468956407,0.1976221928665786,0.3207397622192867,0.13896961690885073,0.30435931307793923,1
123,E02000128,0.7466536075742736,0.012406137773424747,0.02415932092719556,0.23245184459680052,0.32419196865817823,0.15344433561867452,0.25334639242572643,1
124,E02000130,0.6867667121418827,0.019099590723055934,0.02155525238744884,0.24911323328785812,0.2616643929058663,0.13533424283765347,0.3132332878581173,1
125,E02000131,0.6298342541436464,0.015588003157063931,0.016377269139700078,0.24033149171270718,0.23520126282557222,0.122336227308603,0.3701657458563536,1
126,E02000132,0.5874140024281668,0.017199514366653176,0.018413597733711047,0.19364629704573047,0.2339133953864832,0.12424119789558884,0.4125859975718333,1
127,E02000133,0.7497689463955638,0.018484288354898338,0.02657116451016636,0.1883086876155268,0.36437153419593343,0.15203327171903883,0.2502310536044362,1
128,E02000134,0.652895680060366,0.01697792869269949,0.023769100169779286,0.21958121109224674,0.26032823995472554,0.13223920015091492,0.34710431993963403,1
129,E02000135,0.6217068227876604,0.017338437288898896,0.0184643098401261,0.18149065525782482,0.2913758162575996,0.11303760414321098,0.37829317721233957,1
130,E02000136,0.7099303135888502,0.012195121951219513,0.021341463414634148,0.18771777003484322,0.3584494773519164,0.13022648083623695,0.29006968641114983,1
131,E02000137,0.668481219379423,0.017419706042460535,0.020685900925421885,0.20032661948829614,0.2934131736526946,0.1366358192705498,0.33151878062057705,1
132,E02000138,0.6136748006764919,0.015221067890794878,0.01836192316984779,0.18023677216719014,0.27615366030442134,0.12370137714423773,0.3863251993235081,1
133,E02000139,0.6856106408706167,0.012696493349455865,0.016626360338573155,0.2587666263603386,0.23639661426844014,0.16112454655380895,0.3143893591293833,1
134,E02000140,0.7041030248577418,0.011680143755615454,0.015873015873015872,0.24228811021263852,0.3192572626534891,0.11500449236298294,0.29589697514225816,1
135,E02000141,0.6888745148771022,0.01390685640362225,0.02296248382923674,0.22994825355756793,0.2784605433376455,0.14359637774902975,0.3111254851228978,1
136,E02000142,0.7401506373117034,0.017091541135573582,0.024913093858632676,0.21263035921205098,0.3183661645422943,0.1671494785631518,0.2598493626882966,1
137,E02000144,0.6989795918367347,0.01948051948051948,0.021567717996289426,0.20941558441558442,0.3068181818181818,0.14169758812615957,0.3010204081632653,1
138,E02000145,0.7037564029595902,0.01707455890722823,0.0221969265793967,0.2159931701764371,0.33665338645418325,0.1118383608423449,0.2962435970404098,1
139,E02000146,0.6922505570685813,0.012131715771230503,0.018568952711067097,0.2250557068581332,0.28026739291903935,0.15622678880911117,0.30774944293141865,1
140,E02000147,0.7533943795389959,0.01831386169876855,0.020208399115882538,0.17366592990211557,0.3833280707293969,0.15787811809283234,0.2466056204610041,1
141,E02000148,0.75064838829196,0.017043349388662466,0.023712486105965172,0.17599110781771027,0.3693960726194887,0.16450537236013338,0.24935161170804002,1
142,E02000149,0.7265529841656516,0.008526187576126675,0.01766138855054811,0.23629719853836784,0.31120584652862365,0.15286236297198538,0.27344701583434833,1
143,E02000150,0.7900481540930979,0.019261637239165328,0.02118780096308186,0.20545746388443017,0.3614767255216693,0.1826645264847512,0.20995184590690208,1
144,E02000151,0.7832379670144732,0.01716593739481656,0.018175698418041064,0.19353752945136318,0.3904409289801414,0.16391787277011108,0.21676203298552676,1
145,E02000152,0.7335271317829457,0.01970284237726098,0.027131782945736434,0.2041343669250646,0.32881136950904394,0.15374677002583978,0.26647286821705424,1
146,E02000153,0.8217616580310881,0.015544041450777202,0.02383419689119171,0.22659758203799654,0.3675302245250432,0.18825561312607944,0.17823834196891192,1
147,E02000154,0.7207282913165266,0.019887955182072828,0.0196078431372549,0.19439775910364146,0.342296918767507,0.14453781512605043,0.2792717086834734,1
148,E02000155,0.7042763157894737,0.015789473684210527,0.022039473684210525,0.18355263157894736,0.3450657894736842,0.13782894736842105,0.2957236842105263,1
149,E02000156,0.7542163718634307,0.013368983957219251,0.01974496092143151,0.18284656519950637,0.36363636363636365,0.17461949814890992,0.24578362813656932,1
150,E02000157,0.7769652650822669,0.012492382693479586,0.017062766605728214,0.18921389396709323,0.3927483241925655,0.16544789762340037,0.2230347349177331,1
151,E02000158,0.7643375082399473,0.01845748187211602,0.02702702702702703,0.1891891891891892,0.3813447593935399,0.14831905075807514,0.23566249176005274,1
152,E02000159,0.7658519305703153,0.01664895501239816,0.021608218207580587,0.18597236981934112,0.3715905065533121,0.17003188097768332,0.23414806942968472,1
153,E02000160,0.7840236686390533,0.016765285996055226,0.021696252465483234,0.21367521367521367,0.3454963839579224,0.1863905325443787,0.21597633136094674,1
154,E02000161,0.7787742899850523,0.014947683109118086,0.020328849028400597,0.19671150971599402,0.3943198804185351,0.15246636771300448,0.22122571001494767,1
155,E02000162,0.6855600539811066,0.011133603238866396,0.019230769230769232,0.17611336032388664,0.3360323886639676,0.14304993252361672,0.3144399460188934,1
156,E02000163,0.7607561929595827,0.012059973924380704,0.023142112125162973,0.19752281616688397,0.3617992177314211,0.16623207301173404,0.2392438070404172,1
157,E02000165,0.7935060197008391,0.008026267785479753,0.02334914264866837,0.2582998905508938,0.3192265596497629,0.1846041590660343,0.20649398029916088,1
158,E02000166,0.6475265017667845,0.021790341578327443,0.025323910482921083,0.2246760895170789,0.22143698468786807,0.15429917550058891,0.35247349823321555,1
159,E02000167,0.6227030231179609,0.033491404860699465,0.03882631890930646,0.1873147599288678,0.22762299940723177,0.13544754001185536,0.3772969768820391,1
160,E02000168,0.6407322654462243,0.02488558352402746,0.019736842105263157,0.25257437070938216,0.19307780320366133,0.15045766590389015,0.35926773455377575,1
161,E02000169,0.7099438387842748,0.04625041295011562,0.041295011562603234,0.16154608523290387,0.32375289065080937,0.13709943838784275,0.29005616121572514,1
162,E02000170,0.6658008658008658,0.03780663780663781,0.0227994227994228,0.1668109668109668,0.2906204906204906,0.14776334776334776,0.3341991341991342,1
163,E02000171,0.636936936936937,0.025225225225225224,0.02702702702702703,0.2093093093093093,0.22342342342342342,0.15195195195195196,0.3630630630630631,1
164,E02000172,0.6401486988847583,0.020322180916976455,0.022057001239157374,0.18909541511771996,0.2936802973977695,0.11499380421313507,0.35985130111524166,1
165,E02000173,0.5928041119360365,0.038549400342661334,0.03940605368360937,0.14848657909765847,0.2509994288977727,0.11536264991433466,0.40719588806396345,1
166,E02000174,0.6416103603603603,0.020833333333333332,0.02787162162162162,0.23282657657657657,0.23592342342342343,0.1241554054054054,0.35838963963963966,1
167,E02000175,0.6039006268864638,0.028325980961225912,0.024146737868586024,0.19131646157418156,0.22985837009519386,0.13025307638727654,0.3960993731135361,1
168,E02000176,0.5518160613128957,0.03032322559146951,0.027657447517494167,0.17027657447517494,0.21392869043652116,0.10963012329223593,0.4481839386871043,1
169,E02000177,0.6365626710454296,0.02681992337164751,0.022988505747126436,0.1811713191023536,0.2846195949644226,0.12096332785987958,0.3634373289545703,1
170,E02000178,0.613298127700432,0.030484877580412868,0.019683149303888623,0.1613058089294287,0.2870859337493999,0.11473835813730197,0.38670187229956793,1
171,E02000179,0.6183745583038869,0.0298390263054574,0.03376521397722811,0.154691794267766,0.281900274833137,0.11817824892029839,0.38162544169611307,1
172,E02000180,0.6335704125177809,0.02332859174964438,0.021621621621621623,0.22816500711237553,0.23186344238975817,0.12859174964438122,0.36642958748221904,1
173,E02000181,0.6547587310050653,0.029858704345507865,0.02505998400426553,0.20181284990669154,0.24633431085043989,0.1516928818981605,0.3452412689949347,1
174,E02000182,0.6433203631647212,0.04539559014267185,0.037937743190661476,0.1543450064850843,0.29928664072632943,0.10635538261997406,0.35667963683527887,1
175,E02000183,0.5750622062482721,0.02045894387614045,0.02543544373790434,0.1680951064418026,0.23970141000829417,0.12137130218413049,0.42493779375172797,1
176,E02000184,0.636113404899532,0.02972749793559042,0.027250206440957887,0.18689788053949905,0.2675474814203138,0.12469033856317094,0.36388659510046795,1
177,E02000185,0.5701646596215286,0.026296387318751537,0.02433030228557385,0.10690587367903662,0.31309904153354634,0.0995330548046203,0.4298353403784714,1
178,E02000186,0.587895273716423,0.030261815708942538,0.02448146888813329,0.1856511390683441,0.2148928935736144,0.13260795647738866,0.412104726283577,1
179,E02000187,0.6402934241550956,0.023316740895991617,0.025936599423631124,0.13151689808750328,0.3542048729368614,0.1053183128111082,0.3597065758449044,1
180,E02000188,0.6553880102979036,0.023538065465244576,0.028687017285766826,0.13019492460463405,0.3710923133504965,0.10187568959176167,0.34461198970209633,1
181,E02000191,0.49263657957244655,0.028028503562945367,0.02470308788598575,0.15961995249406175,0.17909738717339668,0.101187648456057,0.5073634204275534,1
182,E02000192,0.5775331822596309,0.019423761735189383,0.026869537067011978,0.15700874069278084,0.26740045322110717,0.1068306895435416,0.42246681774036904,1
183,E02000193,0.4743631086746211,0.017736214124475975,0.021605933569816188,0.13769751693002258,0.1889712995807804,0.10835214446952596,0.5256368913253789,1
184,E02000194,0.6379638439581351,0.017126546146527116,0.019029495718363463,0.24143672692673643,0.24143672692673643,0.11893434823977164,0.3620361560418649,1
185,E02000195,0.7634069400630915,0.02810438772583883,0.030111843991970175,0.13794092342988243,0.4562661313449957,0.11098365357040436,0.23659305993690852,1
186,E02000196,0.7490237841675541,0.03336883209087682,0.029463968761093362,0.09868654597089102,0.47816826411075614,0.10933617323393681,0.25097621583244584,1
187,E02000197,0.7460078336848448,0.03434769508888219,0.025610123531184092,0.09852365170231997,0.47905995781862004,0.1084664055438385,0.25399216631515514,1
