,GEOGRAPHY_CODE,"All adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language",Total: All households
55,E02000058,0.7384089799902391,0.09272816007808687,0.03733528550512445,0.13152757442654953,4098.0
56,E02000059,0.5761947700631199,0.1564472497745717,0.04192966636609558,0.2254283137962128,4436.0
57,E02000060,0.7087956698240866,0.10960757780784844,0.018673883626522326,0.16292286874154263,3695.0
58,E02000061,0.6656398767852142,0.10557266872024643,0.021842621114533743,0.2069448333800056,3571.0
59,E02000062,0.5678776290630975,0.16481835564053537,0.05315487571701721,0.21414913957934992,2615.0
60,E02000063,0.5750088245675962,0.15460642428521001,0.049770561242499116,0.22061418990469467,2833.0
61,E02000064,0.6701665459811731,0.11947863866763216,0.05611875452570601,0.15423606082548877,2762.0
62,E02000065,0.812972972972973,0.07567567567567568,0.02954954954954955,0.0818018018018018,2775.0
63,E02000066,0.8034959120383423,0.08175923315477869,0.026219340287566957,0.08852551451931209,3547.0
64,E02000067,0.8020572002007025,0.07049673858504767,0.02784746613146011,0.09959859508278976,3986.0
65,E02000068,0.8301001251564456,0.05944931163954944,0.033479349186483105,0.0769712140175219,3196.0
66,E02000069,0.8498220640569395,0.0601423487544484,0.021708185053380784,0.06832740213523132,2810.0
67,E02000070,0.8802547770700637,0.054140127388535034,0.018471337579617834,0.04713375796178344,3140.0
68,E02000071,0.897318278052223,0.04446012702893437,0.016584333098094567,0.04163726182074806,2834.0
69,E02000072,0.8551621160409556,0.05396757679180887,0.02901023890784983,0.06186006825938566,4688.0
70,E02000073,0.8963861511245893,0.047510740459944405,0.017942886024766236,0.03816022239070003,3957.0
71,E02000074,0.8946316390633924,0.04597372929754426,0.01770416904625928,0.04169046259280411,3502.0
72,E02000075,0.9161638615433471,0.03620196887900921,0.01841854557002223,0.02921562400762147,3149.0
73,E02000077,0.840599455040872,0.0667574931880109,0.025544959128065394,0.06709809264305178,2936.0
74,E02000078,0.9181848294137132,0.038092083471348126,0.012918184829413714,0.03080490228552501,3019.0
75,E02000079,0.8689347462353597,0.049637479085331844,0.024539877300613498,0.05688789737869492,3586.0
76,E02000080,0.8472222222222222,0.06918238993710692,0.026467505241090147,0.05712788259958071,3816.0
77,E02000081,0.8966148215919487,0.04910033546813053,0.01982311680390363,0.03446172613601708,3279.0
78,E02000082,0.8926291352292514,0.04526987811955891,0.025246662797446313,0.03685432385374347,3446.0
79,E02000083,0.887289088863892,0.04319460067491564,0.01732283464566929,0.05219347581552306,4445.0
80,E02000084,0.908787806620624,0.04501071683734222,0.015241724220052393,0.030959752321981424,4199.0
81,E02000085,0.9170731707317074,0.03934959349593496,0.016260162601626018,0.027317073170731707,3075.0
82,E02000086,0.93974175035868,0.027977044476327116,0.010401721664275465,0.02187948350071736,2788.0
83,E02000087,0.9334738109572547,0.03552077062010837,0.009933774834437087,0.02107164358819988,3322.0
84,E02000088,0.9442953020134228,0.027181208053691275,0.01040268456375839,0.018120805369127517,2980.0
85,E02000089,0.934228650137741,0.03271349862258953,0.014118457300275482,0.01893939393939394,2904.0
86,E02000090,0.9153552694325227,0.03528850739151168,0.015259895088221268,0.0340963280877444,4194.0
87,E02000091,0.9238202247191011,0.031011235955056178,0.011685393258426966,0.03348314606741573,4450.0
88,E02000092,0.9134119380987472,0.036845983787767135,0.019528371407516582,0.03021370670596905,2714.0
89,E02000093,0.503475935828877,0.20267379679144384,0.05106951871657754,0.2427807486631016,3740.0
90,E02000094,0.572252668012691,0.1843092010383617,0.057109893279492355,0.18632823766945486,3467.0
91,E02000095,0.49717336683417085,0.2041457286432161,0.055904522613065326,0.24277638190954773,3184.0
92,E02000096,0.5995194233079696,0.17581097316780137,0.03404084901882259,0.19062875450540648,2497.0
93,E02000097,0.5602369980250165,0.17873601053324556,0.05727452271231073,0.20375246872942726,3038.0
94,E02000098,0.5777391304347826,0.1763478260869565,0.05286956521739131,0.19304347826086957,2875.0
95,E02000099,0.4955418381344307,0.20919067215363513,0.059670781893004114,0.23559670781893005,2916.0
96,E02000100,0.6024143302180686,0.19470404984423675,0.031931464174454825,0.17095015576323988,2568.0
97,E02000101,0.5921441228588304,0.17424689899586532,0.04754873006497342,0.18606024808033078,3386.0
98,E02000102,0.5243947858472998,0.17094972067039105,0.07299813780260708,0.23165735567970205,2685.0
99,E02000103,0.6010976314269209,0.1707105719237435,0.0488157134604275,0.17937608318890816,3462.0
100,E02000104,0.5625,0.20447019867549668,0.04718543046357616,0.18584437086092714,2416.0
101,E02000105,0.5046668812359189,0.1837785645317026,0.07241712262632764,0.23913743160605086,3107.0
102,E02000106,0.5128276631344116,0.17066369213608476,0.0619074177356386,0.254601226993865,3586.0
103,E02000107,0.5896377808344796,0.14924346629986246,0.036680421824850984,0.22443833104080696,4362.0
104,E02000108,0.5061565523306948,0.1948109058927001,0.07299912049252419,0.2260334212840809,2274.0
105,E02000110,0.6509372979961215,0.143180349062702,0.023917259211376857,0.1819650937297996,3094.0
106,E02000111,0.4608150470219436,0.2031347962382445,0.07962382445141065,0.2564263322884012,3190.0
107,E02000112,0.4954233409610984,0.20022883295194507,0.055205949656750575,0.24914187643020594,3496.0
108,E02000113,0.6074794770446944,0.185162663423533,0.054727880814837336,0.15262997871693523,3289.0
109,E02000114,0.6016194331983805,0.14601889338731444,0.03346828609986505,0.21889338731443994,3705.0
110,E02000115,0.674142820314514,0.10750193348801237,0.03299819541118845,0.18535705078628512,3879.0
111,E02000116,0.5619400679641644,0.14921223354958293,0.07136237256719184,0.21748532591906086,3237.0
112,E02000117,0.6211388947257828,0.1334313931498214,0.0556839672200042,0.18974574490439167,4759.0
113,E02000118,0.449936628643853,0.21926489226869456,0.05798479087452472,0.27281368821292773,3156.0
114,E02000119,0.632338056680162,0.14347165991902833,0.056933198380566805,0.16725708502024292,3952.0
115,E02000120,0.6877209521564931,0.10228611831251473,0.025689370728258307,0.1843035588027339,4243.0
116,E02000121,0.4182519988971602,0.22415219189412738,0.06699751861042183,0.2905982905982906,3627.0
117,E02000122,0.7170886075949368,0.13544303797468354,0.02088607594936709,0.12658227848101267,3160.0
118,E02000123,0.6064271529156887,0.12384907022928326,0.055064090991153634,0.21465968586387435,5539.0
119,E02000124,0.7440519105984138,0.11920211487623167,0.024753664984378754,0.11199230954097572,4161.0
120,E02000125,0.7361075869068764,0.12433392539964476,0.025120527784826187,0.11443795990865263,3941.0
121,E02000126,0.6722466960352423,0.14772393538913361,0.038766519823788544,0.14126284875183553,3405.0
122,E02000127,0.8568031704095113,0.058652575957727875,0.02536327608982827,0.05918097754293263,3785.0
123,E02000128,0.9089425587467362,0.04406005221932115,0.015992167101827676,0.03100522193211488,3064.0
124,E02000130,0.8755798090040928,0.05948158253751705,0.015006821282401092,0.04993178717598908,3665.0
125,E02000131,0.8374112075769534,0.061365430149960536,0.019337016574585635,0.0818863456985004,5068.0
126,E02000132,0.8575763706251265,0.05947804976734777,0.01436374671252276,0.06858183289500304,4943.0
127,E02000133,0.9205175600739371,0.04782809611829945,0.009011090573012939,0.02264325323475046,4328.0
128,E02000134,0.8470832546724562,0.05644704549745139,0.020200113271663205,0.0762695865584293,5297.0
129,E02000135,0.8210265646105358,0.0679873930661864,0.028590724898694284,0.08239531742458352,4442.0
130,E02000136,0.9193899782135077,0.04139433551198257,0.011328976034858388,0.027886710239651415,2295.0
131,E02000137,0.8916712030484486,0.046543277082199234,0.015242242787152967,0.046543277082199234,3674.0
132,E02000138,0.8876540227107997,0.04904566320367239,0.013288233872916163,0.05001208021261174,4139.0
133,E02000139,0.8996978851963746,0.047129909365558914,0.011480362537764351,0.04169184290030212,3310.0
134,E02000140,0.8934131736526946,0.043712574850299404,0.019461077844311378,0.04341317365269461,3340.0
135,E02000141,0.8777490297542044,0.05918499353169469,0.016494178525226392,0.04657179818887452,3092.0
136,E02000142,0.8873117033603708,0.054461181923522596,0.015353418308227115,0.04287369640787949,3452.0
137,E02000144,0.8142393320964749,0.07258812615955473,0.029684601113172542,0.08348794063079777,4312.0
138,E02000145,0.8798405466970387,0.04441913439635535,0.025341685649202732,0.05039863325740319,3512.0
139,E02000146,0.8973280554181099,0.044532409698169226,0.01855517070757051,0.03958436417615042,4042.0
140,E02000147,0.9071676665614146,0.04389011682980739,0.01420903062835491,0.03473318598042311,3167.0
141,E02000148,0.9240459429418303,0.04260837347165617,0.012597258243793997,0.020748425342719527,2699.0
142,E02000149,0.9080389768574909,0.037758830694275276,0.01766138855054811,0.03654080389768575,3284.0
143,E02000150,0.9155698234349919,0.051364365971107544,0.01187800963081862,0.02118780096308186,3115.0
144,E02000151,0.9214959568733153,0.04245283018867924,0.014824797843665768,0.02122641509433962,2968.0
145,E02000152,0.8933764135702746,0.048465266558966075,0.019709208400646203,0.03844911147011309,3095.0
146,E02000153,0.9288428324697755,0.04248704663212435,0.013816925734024179,0.014853195164075994,2895.0
147,E02000154,0.8751749230338651,0.04450041981528128,0.022670025188916875,0.05765463196193675,3573.0
148,E02000155,0.9181190397895429,0.04176257809930944,0.012167050312397237,0.027951331798750412,3041.0
149,E02000156,0.9358288770053476,0.0374331550802139,0.008227067050596462,0.01851090086384204,4862.0
150,E02000157,0.9261970112839281,0.032326928941750536,0.016773406526379993,0.024702653247941447,3279.0
151,E02000158,0.8909030982201714,0.04976928147659855,0.01845748187211602,0.04087013843111404,3034.0
152,E02000159,0.9404677533664068,0.03508150248051028,0.007087172218284904,0.017363571934798015,2822.0
153,E02000160,0.9418145956607495,0.03418803418803419,0.01051939513477975,0.013477975016436555,3042.0
154,E02000161,0.8968301435406698,0.03977272727272727,0.028110047846889953,0.035287081339712915,3344.0
155,E02000162,0.9345479082321188,0.029014844804318488,0.01349527665317139,0.022941970310391364,2964.0
156,E02000163,0.9250570218312154,0.03942652329749104,0.01270772238514174,0.022808732486151843,3069.0
157,E02000165,0.9693318729463308,0.018619934282584884,0.0032858707557502738,0.008762322015334063,2739.0
158,E02000166,0.8486454652532391,0.089811542991755,0.011484098939929329,0.05005889281507656,3396.0
159,E02000167,0.8072932107915802,0.08745923510228283,0.018677734954046843,0.08656981915209012,3373.0
160,E02000168,0.8184941311193816,0.09533352419123962,0.013169195533924993,0.07300314915545376,3493.0
161,E02000169,0.7437169312169312,0.10813492063492064,0.028108465608465607,0.12003968253968254,3024.0
162,E02000170,0.7301587301587301,0.11197691197691198,0.01847041847041847,0.1393939393939394,3465.0
163,E02000171,0.7891891891891892,0.109009009009009,0.017117117117117116,0.08468468468468468,3330.0
164,E02000172,0.734820322180917,0.13482032218091697,0.021313506815365552,0.1090458488228005,4035.0
165,E02000173,0.7040845472722079,0.09682947729220223,0.027135104255926877,0.17195087117966296,3501.0
166,E02000174,0.7792792792792793,0.11289414414414414,0.018862612612612614,0.08896396396396396,3552.0
167,E02000175,0.7335808772336969,0.10071942446043165,0.010907403109770248,0.1547922951961012,4309.0
168,E02000176,0.7534155281572809,0.0846384538487171,0.026657780739753417,0.13528823725424857,3001.0
169,E02000177,0.7367268746579091,0.13409961685823754,0.020525451559934318,0.10864805692391899,3654.0
170,E02000178,0.6901104176668267,0.1116178588574172,0.023763802208353335,0.17450792126740278,4166.0
171,E02000179,0.7173144876325088,0.13780918727915195,0.02198665096191598,0.12288967412642324,2547.0
172,E02000180,0.7308677098150782,0.12574679943100997,0.018776671408250355,0.12460881934566145,3515.0
173,E02000181,0.7155425219941349,0.11650226606238337,0.01812849906691549,0.14982671287656624,3751.0
174,E02000182,0.6440622972096042,0.12751460090850097,0.028228423101881894,0.20019467878001299,3082.0
175,E02000183,0.7918164224495439,0.09317113630080177,0.01465302737074924,0.10035941387890517,3617.0
176,E02000184,0.6814305364511691,0.16038514442916094,0.01953232462173315,0.13865199449793672,3635.0
177,E02000185,0.6343081838289506,0.12804128778569673,0.03784713688867043,0.19980339149668222,4069.0
178,E02000186,0.703842230533832,0.12070724243454607,0.016320979258755527,0.15912954777286636,2941.0
179,E02000187,0.6505108724128897,0.18548598375687714,0.027770500392978778,0.13623264343725439,3817.0
180,E02000188,0.6160353070981979,0.20742920191246783,0.02831923501287238,0.14821625597646193,2719.0
181,E02000191,0.6703087885985748,0.11923990498812352,0.00665083135391924,0.20380047505938242,2105.0
182,E02000192,0.7024927160893493,0.1453544836516672,0.018128844286176757,0.13402395597280672,3089.0
183,E02000193,0.7233150596581748,0.10061270557884554,0.006772009029345372,0.16930022573363432,3101.0
184,E02000194,0.8456232159847764,0.06779257849666984,0.01879162702188392,0.06779257849666984,4204.0
185,E02000195,0.7692748638578389,0.11092003439380911,0.033820578962453426,0.08598452278589853,3489.0
186,E02000196,0.6966252220248668,0.13037300177619893,0.028063943161634103,0.14493783303730018,2815.0
187,E02000197,0.6955997588908981,0.12266425557564799,0.03948161543098252,0.14225437010247136,3318.0
188,E02000198,0.7689891490576813,0.08366647629925757,0.03797829811536265,0.10936607652769846,3502.0
189,E02000199,0.8013719987527284,0.08263174306205176,0.028999064546304958,0.08699719363891488,3207.0
190,E02000200,0.8175456135966008,0.06898275431142215,0.02499375156210947,0.08847788052986753,4001.0
191,E02000201,0.8091623036649215,0.06701570680628273,0.03324607329842932,0.0905759162303665,3820.0
192,E02000202,0.6827018121911038,0.1360790774299835,0.04118616144975288,0.1400329489291598,3035.0
193,E02000203,0.7291666666666666,0.09391025641025641,0.03333333333333333,0.14358974358974358,3120.0
194,E02000204,0.6488999070343973,0.14781530833591572,0.04834211341803533,0.1549426712116517,3227.0
195,E02000206,0.7681970884658454,0.07995520716685331,0.0374020156774916,0.11444568868980963,4465.0
196,E02000207,0.8463483146067415,0.06769662921348314,0.024719101123595506,0.06123595505617978,3560.0
197,E02000208,0.6861883845778428,0.11151781356759395,0.05173255246461689,0.1505612493899463,4098.0
198,E02000209,0.6209598432908913,0.14920013059092394,0.06790728044400914,0.16193274567417565,3063.0
199,E02000210,0.8306709265175719,0.06680220737728725,0.025849549811211153,0.07667731629392971,3443.0
200,E02000211,0.8846737481031867,0.06100151745068285,0.019726858877086494,0.034597875569044007,3295.0
201,E02000212,0.6543058535090408,0.1360711002145265,0.054551026662580444,0.15507201961385228,3263.0
202,E02000213,0.705805972917826,0.09664255240215174,0.04470413652383602,0.15284733815618623,5391.0
203,E02000214,0.8602751504729149,0.06878761822871883,0.02063628546861565,0.05030094582975064,2326.0
204,E02000215,0.7598477640342531,0.07897240723120837,0.03292102759276879,0.12825880114176974,5255.0
205,E02000216,0.7375934738273283,0.08191706322229776,0.04962610469068661,0.13086335825968728,2942.0
206,E02000217,0.7298804780876494,0.09183266932270916,0.04342629482071713,0.1348605577689243,5020.0
207,E02000218,0.8494257762654189,0.08592088472990217,0.022543598468736707,0.04210974053594215,2351.0
208,E02000219,0.8940663761314114,0.05732484076433121,0.0124036205162588,0.036205162587998656,2983.0
209,E02000221,0.8021564694082247,0.09177532597793381,0.037111334002006016,0.0689568706118355,3988.0
210,E02000222,0.8415405777166437,0.0640990371389271,0.029986244841815682,0.06437414030261349,3635.0
211,E02000223,0.8457675753228121,0.07352941176470588,0.03371592539454806,0.046987087517934005,2788.0
212,E02000224,0.8324671354325894,0.06664628553959034,0.022011617242433508,0.07887496178538674,3271.0
213,E02000225,0.8821536144578314,0.06099397590361446,0.01618975903614458,0.04066265060240964,2656.0
214,E02000226,0.893961179007908,0.05751258087706686,0.012580877066858375,0.035945363048166784,2782.0
215,E02000227,0.9047323827237033,0.05083694978301302,0.014465798718743542,0.029964868774540195,4839.0
216,E02000228,0.9101497504159733,0.050249584026622295,0.010981697171381031,0.028618968386023295,3005.0
217,E02000229,0.894054537326777,0.048725972284309346,0.0232454179704962,0.033974072418417524,2237.0
218,E02000230,0.8454266130938313,0.07539588749704562,0.01914441030489246,0.06003308910423068,4231.0
219,E02000231,0.8521075581395349,0.08321220930232558,0.012718023255813954,0.051962209302325583,2752.0
220,E02000232,0.9261603375527426,0.04514767932489452,0.007594936708860759,0.02109704641350211,2370.0
221,E02000233,0.8806343906510852,0.06260434056761269,0.0162771285475793,0.04048414023372287,2396.0
222,E02000234,0.8793335124966407,0.0569739317387799,0.0166621875839828,0.04703036818059662,3721.0
223,E02000235,0.9111780203236733,0.045540082800150546,0.01279638690252164,0.030485509973654498,2657.0
224,E02000236,0.9171704957678356,0.041414752116082226,0.015114873035066506,0.02629987908101572,3308.0
225,E02000237,0.9433651629897926,0.02930523542970036,0.008890352321369773,0.018439249259137307,3037.0
226,E02000238,0.5920770877944326,0.15444325481798715,0.06129550321199143,0.19218415417558887,3736.0
227,E02000239,0.5537726186411744,0.19221577330146808,0.05428473881870946,0.199726869238648,2929.0
228,E02000240,0.6073903002309469,0.1437002822684116,0.06851424172440339,0.18039517577623812,3897.0
229,E02000241,0.6038461538461538,0.1453846153846154,0.06269230769230769,0.18807692307692309,2600.0
230,E02000242,0.4818467055132228,0.21604661586732407,0.07037203047960555,0.2317346481398476,2231.0
231,E02000243,0.59744,0.16416,0.04992,0.18848,3125.0
232,E02000244,0.5471248724055802,0.16230010207553588,0.06464783940115686,0.2259271861177271,2939.0
233,E02000245,0.6168753726893261,0.13864042933810375,0.07125819916517591,0.17322599880739414,3354.0
234,E02000246,0.59375,0.15559895833333334,0.07649739583333333,0.17415364583333334,3072.0
235,E02000247,0.593011305241521,0.1500513874614594,0.0565262076053443,0.20041109969167523,3892.0
236,E02000248,0.5470056875209101,0.1482101037136166,0.06088992974238876,0.24389427902308464,2989.0
237,E02000249,0.5736354273944387,0.1531067627875043,0.057329213868863714,0.21592859594919328,2913.0
238,E02000250,0.7775157232704403,0.10141509433962265,0.031053459119496855,0.09001572327044025,2544.0
239,E02000251,0.51573564122738,0.2014162077104642,0.06451612903225806,0.2183320220298977,2542.0
240,E02000252,0.6086167800453515,0.12857142857142856,0.03582766439909297,0.22698412698412698,4410.0
241,E02000253,0.644438655899974,0.14743422766345401,0.060692888773118,0.14743422766345401,3839.0
242,E02000254,0.3931852986217458,0.26914241960183766,0.07120980091883614,0.2664624808575804,2612.0
243,E02000255,0.7124769190187286,0.12397784225797942,0.03772091796359799,0.12582432075969402,3791.0
244,E02000256,0.6937406855439643,0.10407352210630899,0.029557873820168903,0.17262791852955786,4026.0
245,E02000258,0.6122213681783244,0.14104534973097618,0.033820138355111454,0.212913143735588,2602.0
246,E02000259,0.7176274018379282,0.11737677527151211,0.043859649122807015,0.12113617376775271,2394.0
247,E02000260,0.38816267247639796,0.24473493100944083,0.08351488743645606,0.28358750907770514,2754.0
248,E02000261,0.6069131832797428,0.14891479099678456,0.03617363344051447,0.2079983922829582,4976.0
249,E02000262,0.6577147200405371,0.11578413985305296,0.03217633645806942,0.1943248036483405,3947.0
250,E02000263,0.35171467764060355,0.28888888888888886,0.08477366255144032,0.2746227709190672,3645.0
251,E02000264,0.6634696755994358,0.11819464033850494,0.025952045133991537,0.1923836389280677,3545.0
252,E02000265,0.691950137333615,0.10796534967251215,0.039721107120219735,0.16036340587365308,4733.0
253,E02000266,0.5414338919925512,0.2015828677839851,0.0595903165735568,0.1973929236499069,4296.0
254,E02000267,0.7287977632805219,0.0990990990990991,0.03976390183286735,0.13233923578751164,3219.0
255,E02000268,0.7512296142894124,0.10276986797825524,0.022521356458710846,0.12347916127362153,3863.0
256,E02000269,0.7614290039358159,0.09930366333636088,0.027247956403269755,0.11201937632455343,3303.0
257,E02000270,0.6537900874635568,0.1392128279883382,0.0369290573372206,0.17006802721088435,4116.0
258,E02000271,0.7793821356615178,0.08697112155809268,0.01880456682337139,0.11484217595701814,2978.0
259,E02000272,0.7985837922895358,0.1034618410700236,0.024783634933123525,0.07317073170731707,2542.0
260,E02000275,0.4454855195911414,0.22870528109028962,0.054514480408858604,0.2712947189097104,2348.0
261,E02000276,0.73568281938326,0.12077826725403817,0.028634361233480177,0.11490455212922174,2724.0
262,E02000277,0.7209744956223829,0.13056718690521507,0.04682146935668063,0.10163684811572135,2627.0
263,E02000278,0.6847305389221557,0.137125748502994,0.051796407185628744,0.12634730538922156,3340.0
264,E02000279,0.7005662514156286,0.11981879954699887,0.05186862967157418,0.12774631936579842,4415.0
265,E02000280,0.8555523000292997,0.0706123644887196,0.021681804863756225,0.052153530618224433,3413.0
266,E02000281,0.7727400732188116,0.103914390312588,0.039425513939735285,0.08392002252886512,3551.0
267,E02000282,0.6448355452971726,0.15031736872475476,0.06866705135603,0.1361800346220427,3466.0
268,E02000283,0.675231977159172,0.14989293361884368,0.061027837259100645,0.11384725196288366,2802.0
269,E02000284,0.8416689693285438,0.07377728654324399,0.02072395689416966,0.06382978723404255,3619.0
270,E02000285,0.8601626016260162,0.07642276422764227,0.013821138211382113,0.04959349593495935,2460.0
271,E02000286,0.8570714642678661,0.05472263868065967,0.018490754622688656,0.06971514242878561,4002.0
272,E02000287,0.8096066829098504,0.0807518273581622,0.021928297946397494,0.08771319178558998,2873.0
273,E02000288,0.5909203059462127,0.19146311374290648,0.07056501357019491,0.14705156674068592,4053.0
274,E02000289,0.8387628865979382,0.09567010309278351,0.016907216494845362,0.04865979381443299,2425.0
275,E02000290,0.6401906274821286,0.14416203335980937,0.07148530579825259,0.14416203335980937,2518.0
276,E02000291,0.7448036951501155,0.07852193995381063,0.043187066974595845,0.13348729792147807,4330.0
277,E02000292,0.7492294760437097,0.11739983188568226,0.039787055197534324,0.0935836368730737,3569.0
278,E02000293,0.8614457831325302,0.06947791164658634,0.015261044176706828,0.05381526104417671,2490.0
279,E02000294,0.61049902786779,0.18632534024627348,0.05897602073882048,0.14419961114711602,3086.0
280,E02000295,0.7582089552238805,0.10298507462686567,0.034328358208955224,0.1044776119402985,3350.0
281,E02000296,0.6646854878652798,0.12060425953442298,0.04631005448241704,0.16840019811788015,4038.0
282,E02000297,0.8103597122302159,0.09323741007194244,0.022446043165467625,0.0739568345323741,3475.0
