,GEOGRAPHY_CODE,Can read Welsh,Cannot read Welsh,Total: All usual residents aged 3 years and over
136,W02000147,0.36998784933171325,0.6300121506682868,1
137,W02000148,0.3150954536508561,0.6849045463491439,1
138,W02000149,0.3537848605577689,0.6462151394422311,1
139,W02000151,0.4571069884223741,0.5428930115776259,1
140,W02000152,0.43140515500653287,0.5685948449934671,1
141,W02000153,0.45347049781246307,0.5465295021875369,1
142,W02000154,0.41513399894902786,0.5848660010509722,1
143,W02000156,0.5031746031746032,0.49682539682539684,1
144,W02000157,0.5198040016333197,0.48019599836668025,1
145,W02000158,0.34134362392562706,0.6586563760743729,1
146,W02000159,0.3430837878036688,0.6569162121963312,1
147,W02000160,0.3145118025751073,0.6854881974248928,1
148,W02000161,0.22279484638255698,0.777205153617443,1
149,W02000162,0.2709677419354839,0.7290322580645161,1
150,W02000163,0.2398609501738123,0.7601390498261877,1
151,W02000164,0.2785546171950713,0.7214453828049286,1
152,W02000165,0.19069257286117205,0.809307427138828,1
153,W02000166,0.2211266009293891,0.7788733990706109,1
154,W02000167,0.17406624383368569,0.8259337561663143,1
155,W02000168,0.23711177676178463,0.7628882232382154,1
156,W02000169,0.20599166572812252,0.7940083342718774,1
157,W02000170,0.12071201225981375,0.8792879877401862,1
158,W02000171,0.15517030887559516,0.8448296911244049,1
159,W02000172,0.12979945580973495,0.870200544190265,1
160,W02000173,0.13872982821447163,0.8612701717855283,1
161,W02000174,0.15705128205128205,0.842948717948718,1
162,W02000175,0.10445877734155917,0.8955412226584408,1
163,W02000176,0.09526000920386563,0.9047399907961344,1
164,W02000177,0.13562573789846516,0.8643742621015348,1
165,W02000178,0.07707766875517201,0.922922331244828,1
166,W02000179,0.12057522123893805,0.879424778761062,1
167,W02000180,0.08901539655841635,0.9109846034415836,1
168,W02000181,0.0772249474421864,0.9227750525578136,1
169,W02000182,0.07674386734274359,0.9232561326572564,1
170,W02000183,0.07731177362304194,0.922688226376958,1
171,W02000184,0.10284065015950175,0.8971593498404983,1
172,W02000185,0.1154158215010142,0.8845841784989859,1
173,W02000186,0.05741626794258373,0.9425837320574163,1
174,W02000188,0.0752619473549706,0.9247380526450294,1
175,W02000189,0.10975912590017382,0.8902408740998262,1
176,W02000191,0.13608367228355608,0.8639163277164439,1
177,W02000192,0.07963709677419355,0.9203629032258065,1
178,W02000193,0.1107278371852363,0.8892721628147637,1
179,W02000194,0.14180967238689549,0.8581903276131045,1
180,W02000195,0.12271769662921349,0.8772823033707865,1
181,W02000196,0.11555989583333333,0.8844401041666666,1
182,W02000197,0.1063223209793728,0.8936776790206272,1
183,W02000198,0.12380685008422235,0.8761931499157777,1
184,W02000200,0.1787429943955164,0.8212570056044836,1
185,W02000201,0.16534057830390064,0.8346594216960994,1
186,W02000202,0.23350086512317705,0.766499134876823,1
187,W02000204,0.13488372093023257,0.8651162790697674,1
188,W02000205,0.10900981266726137,0.8909901873327386,1
189,W02000206,0.09546799563930852,0.9045320043606915,1
190,W02000207,0.10954616588419405,0.8904538341158059,1
191,W02000208,0.1025848796693947,0.8974151203306053,1
192,W02000210,0.09063595393089635,0.9093640460691037,1
193,W02000211,0.09652971679297966,0.9034702832070204,1
194,W02000212,0.13178913738019168,0.8682108626198083,1
195,W02000213,0.09872223912382111,0.9012777608761788,1
196,W02000214,0.07184672698243746,0.9281532730175626,1
197,W02000215,0.07259646827992151,0.9274035317200785,1
198,W02000216,0.09484240687679082,0.9051575931232092,1
199,W02000217,0.08823529411764706,0.9117647058823529,1
200,W02000218,0.08629520409747013,0.9137047959025298,1
201,W02000219,0.12884312884312885,0.8711568711568711,1
202,W02000220,0.08464719565779272,0.9153528043422073,1
203,W02000221,0.10644295302013423,0.8935570469798658,1
204,W02000222,0.1413673232908459,0.8586326767091541,1
205,W02000223,0.10500085925416738,0.8949991407458326,1
206,W02000224,0.10116483165789054,0.8988351683421094,1
207,W02000225,0.09454924198588126,0.9054507580141188,1
208,W02000226,0.10616298116298116,0.8938370188370188,1
209,W02000227,0.09991591928251121,0.9000840807174888,1
210,W02000228,0.11581654522074582,0.8841834547792542,1
211,W02000229,0.07879295892707461,0.9212070410729254,1
212,W02000230,0.1147659497560094,0.8852340502439906,1
213,W02000231,0.08761291919316916,0.9123870808068308,1
214,W02000232,0.10341113105924596,0.8965888689407541,1
215,W02000233,0.099,0.901,1
216,W02000234,0.11235737768323342,0.8876426223167666,1
217,W02000235,0.09776939296415492,0.9022306070358451,1
218,W02000236,0.08142940831868775,0.9185705916813123,1
219,W02000237,0.13669786096256684,0.8633021390374331,1
220,W02000238,0.14761238139679578,0.8523876186032042,1
221,W02000239,0.1285806037251124,0.8714193962748876,1
222,W02000240,0.11811023622047244,0.8818897637795275,1
223,W02000241,0.13100744017695556,0.8689925598230445,1
224,W02000242,0.11544246678365505,0.8845575332163449,1
225,W02000243,0.1076837416481069,0.8923162583518931,1
226,W02000244,0.11354198318646815,0.8864580168135319,1
227,W02000245,0.10079940044966275,0.8992005995503373,1
228,W02000246,0.11228609882714863,0.8877139011728514,1
229,W02000247,0.10376914016489988,0.8962308598351001,1
230,W02000248,0.10797570056829316,0.8920242994317068,1
231,W02000249,0.12198564874720622,0.8780143512527938,1
232,W02000250,0.10383627181713476,0.8961637281828653,1
233,W02000251,0.12201989862962268,0.8779801013703773,1
234,W02000252,0.13632297025273987,0.8636770297472601,1
235,W02000253,0.12623875590791278,0.8737612440920872,1
236,W02000254,0.13169526781071242,0.8683047321892876,1
237,W02000255,0.10945865556216537,0.8905413444378346,1
238,W02000256,0.09508435742553635,0.9049156425744637,1
239,W02000257,0.11727867919157416,0.8827213208084258,1
240,W02000258,0.14022739577693558,0.8597726042230645,1
241,W02000259,0.09555515565952852,0.9044448443404715,1
242,W02000260,0.09880995311936532,0.9011900468806346,1
243,W02000261,0.1632817753866846,0.8367182246133154,1
244,W02000262,0.13073170731707318,0.8692682926829268,1
245,W02000263,0.11807698554490824,0.8819230144550918,1
246,W02000264,0.1176791560567479,0.882320843943252,1
247,W02000265,0.12723792365724582,0.8727620763427542,1
248,W02000266,0.14615278353363725,0.8538472164663627,1
249,W02000267,0.10246833387463462,0.8975316661253654,1
250,W02000268,0.12896894123080477,0.8710310587691953,1
251,W02000269,0.09045162913574034,0.9095483708642597,1
252,W02000270,0.14341570222083203,0.856584297779168,1
253,W02000271,0.09927866362946089,0.9007213363705391,1
254,W02000272,0.14780168381665107,0.852198316183349,1
255,W02000273,0.10204484836510916,0.8979551516348908,1
256,W02000274,0.11091977309562398,0.889080226904376,1
257,W02000275,0.113586124808706,0.886413875191294,1
258,W02000276,0.1570497536162772,0.8429502463837227,1
259,W02000277,0.13393517833357999,0.86606482166642,1
260,W02000278,0.19450827205882354,0.8054917279411765,1
261,W02000279,0.12418125918994787,0.8758187408100522,1
262,W02000280,0.14691224268689057,0.8530877573131094,1
263,W02000281,0.1617243272926963,0.8382756727073036,1
264,W02000282,0.1808453237410072,0.8191546762589929,1
265,W02000284,0.08399911229471815,0.9160008877052819,1
266,W02000285,0.10608308605341246,0.8939169139465876,1
267,W02000286,0.08464476699770818,0.9153552330022918,1
268,W02000287,0.1128313103789943,0.8871686896210057,1
269,W02000288,0.10637211084152727,0.8936278891584727,1
270,W02000289,0.11976190476190476,0.8802380952380953,1
271,W02000290,0.09781427363844947,0.9021857263615506,1
272,W02000291,0.07429072828312372,0.9257092717168762,1
273,W02000292,0.11470745153832473,0.8852925484616753,1
274,W02000293,0.09144136387118994,0.90855863612881,1
275,W02000294,0.09307438622205937,0.9069256137779407,1
276,W02000295,0.0892201339382156,0.9107798660617844,1
277,W02000296,0.09669317706153202,0.903306822938468,1
278,W02000297,0.11793170192174754,0.8820682980782525,1
279,W02000298,0.08948352754999281,0.9105164724500072,1
280,W02000299,0.07894736842105263,0.9210526315789473,1
281,W02000300,0.08749539820836913,0.9125046017916308,1
282,W02000301,0.10768033212247016,0.8923196678775298,1
283,W02000302,0.1396117306897976,0.8603882693102024,1
284,W02000303,0.10369297610427226,0.8963070238957277,1
285,W02000304,0.08320839580209895,0.9167916041979011,1
286,W02000305,0.070851565129586,0.929148434870414,1
287,W02000306,0.07384179647987052,0.9261582035201295,1
288,W02000307,0.15058898439987264,0.8494110156001273,1
289,W02000308,0.12002815909890883,0.8799718409010912,1
290,W02000309,0.10797266514806378,0.8920273348519362,1
291,W02000310,0.10689252336448599,0.893107476635514,1
292,W02000311,0.13322768092974116,0.8667723190702589,1
293,W02000312,0.11859838274932614,0.8814016172506739,1
294,W02000313,0.14639836687080782,0.8536016331291922,1
295,W02000314,0.05779716466739367,0.9422028353326063,1
296,W02000315,0.07047244094488189,0.9295275590551181,1
297,W02000316,0.06813254877671106,0.931867451223289,1
298,W02000317,0.05446797176721268,0.9455320282327874,1
299,W02000318,0.07103825136612021,0.9289617486338798,1
300,W02000319,0.0679959100204499,0.9320040899795501,1
301,W02000320,0.06276097684423637,0.9372390231557637,1
302,W02000321,0.054902900982977704,0.9450970990170223,1
303,W02000322,0.056798888717394656,0.9432011112826053,1
304,W02000323,0.09094034725803679,0.9090596527419632,1
305,W02000324,0.10082304526748971,0.8991769547325102,1
306,W02000325,0.07485114828466119,0.9251488517153388,1
307,W02000326,0.07956663560111836,0.9204333643988817,1
308,W02000327,0.06264137811031843,0.9373586218896816,1
309,W02000328,0.09059711736444749,0.9094028826355525,1
310,W02000329,0.08730769230769231,0.9126923076923077,1
311,W02000330,0.07646546720835752,0.9235345327916424,1
312,W02000331,0.0789093825180433,0.9210906174819566,1
313,W02000332,0.08282416836388323,0.9171758316361168,1
314,W02000333,0.0801980198019802,0.9198019801980198,1
315,W02000334,0.07670720299345182,0.9232927970065482,1
316,W02000335,0.08125085347535163,0.9187491465246483,1
317,W02000336,0.09803921568627451,0.9019607843137255,1
318,W02000337,0.09115462525320729,0.9088453747467927,1
319,W02000338,0.09751387883176442,0.9024861211682356,1
320,W02000339,0.07800629979618307,0.921993700203817,1
321,W02000340,0.09153122326775022,0.9084687767322498,1
322,W02000341,0.08162016642192854,0.9183798335780715,1
323,W02000342,0.08961081434645154,0.9103891856535484,1
324,W02000343,0.07169858870967742,0.9283014112903226,1
325,W02000344,0.08749548682151884,0.9125045131784811,1
326,W02000345,0.07842633067626639,0.9215736693237336,1
327,W02000346,0.09821428571428571,0.9017857142857143,1
328,W02000347,0.07837352488455618,0.9216264751154438,1
329,W02000348,0.06053629469122427,0.9394637053087758,1
330,W02000349,0.06747078778741047,0.9325292122125896,1
331,W02000350,0.0748646397334444,0.9251353602665556,1
332,W02000351,0.07063135099117109,0.9293686490088289,1
333,W02000352,0.0768290820223003,0.9231709179776997,1
334,W02000353,0.08446866485013624,0.9155313351498637,1
335,W02000354,0.07972301136363637,0.9202769886363636,1
336,W02000355,0.08544847810698757,0.9145515218930125,1
337,W02000356,0.060217176702862786,0.9397828232971372,1
338,W02000357,0.06932190572220821,0.9306780942777918,1
339,W02000358,0.09410268637736449,0.9058973136226355,1
340,W02000359,0.06487835308796007,0.9351216469120399,1
341,W02000360,0.07232752084912812,0.9276724791508719,1
342,W02000361,0.07000176772140711,0.9299982322785929,1
343,W02000362,0.08433377797539647,0.9156662220246036,1
344,W02000363,0.055962810656177364,0.9440371893438226,1
345,W02000364,0.07175795748509729,0.9282420425149027,1
346,W02000365,0.08434466019417476,0.9156553398058253,1
347,W02000366,0.08856898865438576,0.9114310113456142,1
348,W02000367,0.14280925243043915,0.8571907475695608,1
349,W02000368,0.13111191597247374,0.8688880840275263,1
350,W02000369,0.11707264727975104,0.8829273527202489,1
351,W02000370,0.1375760411792232,0.8624239588207768,1
352,W02000371,0.12603422872038988,0.8739657712796101,1
353,W02000372,0.17270471464019851,0.8272952853598015,1
354,W02000373,0.0705137641689975,0.9294862358310025,1
355,W02000374,0.12295367467781261,0.8770463253221874,1
356,W02000375,0.09281862049389725,0.9071813795061028,1
357,W02000376,0.16633111352021063,0.8336688864797894,1
358,W02000377,0.09457468184862693,0.9054253181513731,1
359,W02000378,0.14283748451905875,0.8571625154809412,1
360,W02000379,0.0804634695848085,0.9195365304151915,1
361,W02000380,0.1929344283665754,0.8070655716334246,1
362,W02000381,0.09469517022961203,0.905304829770388,1
363,W02000382,0.07784327323162274,0.9221567267683772,1
364,W02000383,0.08618556701030927,0.9138144329896907,1
365,W02000384,0.1734564548252761,0.8265435451747238,1
366,W02000385,0.1344038061254832,0.8655961938745168,1
367,W02000386,0.20810810810810812,0.7918918918918919,1
368,W02000387,0.12513181019332162,0.8748681898066784,1
369,W02000388,0.0928037050231564,0.9071962949768436,1
370,W02000389,0.13455882352941176,0.8654411764705883,1
371,W02000390,0.1420863309352518,0.8579136690647482,1
372,W02000391,0.1358064866037531,0.8641935133962468,1
373,W02000392,0.18650378126817918,0.8134962187318209,1
374,W02000393,0.1041371716218342,0.8958628283781658,1
375,W02000394,0.12179622961237026,0.8782037703876298,1
376,W02000395,0.15110145826869376,0.8488985417313062,1
377,W02000396,0.13731627653783343,0.8626837234621666,1
378,W02000397,0.11462829736211032,0.8853717026378897,1
379,W02000398,0.0996792499383173,0.9003207500616827,1
380,W02000399,0.10547724907766531,0.8945227509223347,1
381,W02000400,0.22653194263363755,0.7734680573663625,1
382,W02000401,0.2838048949835098,0.7161951050164902,1
383,W02000402,0.08840566794403351,0.9115943320559665,1
384,W02000403,0.10259826782145237,0.8974017321785477,1
385,W02000404,0.1109841684347968,0.8890158315652033,1
386,W02000405,0.07723632414822859,0.9227636758517714,1
387,W02000406,0.20870809484873262,0.7912919051512673,1
388,W02000407,0.09446968510104967,0.9055303148989503,1
389,W02000408,0.11356379286408441,0.8864362071359156,1
390,W02000409,0.09012875536480687,0.9098712446351931,1
391,W02000410,0.12832813624370354,0.8716718637562965,1
392,W02000411,0.09405862987929142,0.9059413701207085,1
393,W02000412,0.12600454890068233,0.8739954510993176,1
394,W02000414,0.1679467485919099,0.8320532514080902,1
395,W02000415,0.06017541911846342,0.9398245808815365,1
396,W02000416,0.27627270020839534,0.7237272997916047,1
397,W02000417,0.3569545823195458,0.6430454176804542,1
398,W02000418,0.3494861726125825,0.6505138273874175,1
399,W02000419,0.14868804664723032,0.8513119533527697,1
400,W02000421,0.4885958660014255,0.5114041339985744,1
401,W02000422,0.11632453567937438,0.8836754643206256,1
402,W02000423,0.09229344582776006,0.9077065541722399,1
403,W02000424,0.10061068702290077,0.8993893129770992,1
404,W02000425,0.08351675226216679,0.9164832477378332,1
405,W02000426,0.10871592911182507,0.891284070888175,1
406,W02000427,0.10120526267365904,0.898794737326341,1
407,W02000428,0.09756335282651073,0.9024366471734893,1
