,GEOGRAPHY_CODE,Arrived 1951 to 1960,Arrived 1961 to 1970,Arrived 1971 to 1980,Arrived 1981 to 1990,Arrived 1991 to 2000,Arrived 2001 to 2010,Arrived 2011 to 2013,Arrived 2014 to 2016,Arrived 2017 to 2019,Arrived 2020 to 2021,Arrived before 1951,Born in the UK,Total: All usual residents
1836,E02001926,0.008942258559018906,0.019289729177312212,0.011752682677567705,0.013030148185998978,0.02171691364333163,0.0530148185998978,0.01660705160960654,0.02222789984670414,0.045988758303525806,0.029253960143076137,0.0022994379151762903,0.7558763413387839,7828.0
1837,E02001927,0.003259877428608684,0.005737384274351285,0.003781457817186074,0.0049550136914852,0.016690572434476462,0.060372929977832834,0.016820967531620813,0.030121267440344244,0.03142521841178772,0.008345286217238231,0.0009127656800104316,0.8175772590950581,7669.0
1838,E02001928,0.004693458492226459,0.00792021120563215,0.0027867409797594604,0.0032267527134056907,0.010853622763273688,0.040187738339689055,0.011293634496919919,0.019800528014080377,0.018480492813141684,0.00880023467292461,0.001026694045174538,0.8709298914637724,6818.0
1839,E02001929,0.006471875892262302,0.010469211002189017,0.011896830684305701,0.01408584753021795,0.02531645569620253,0.08175502046254877,0.020462548777005804,0.027886171124012562,0.022556390977443608,0.008946416674597887,0.0011420957456933472,0.7690111354335205,10507.0
1840,E02001930,0.010904842269245749,0.023627158250032455,0.021030767233545373,0.015708165649746853,0.01973257172530183,0.03608983512917045,0.009476827210177853,0.018044917564585226,0.019213293522004415,0.004803323380501104,0.0014280150590678957,0.8199402830066208,7703.0
1841,E02001931,0.010825282272145268,0.04050750785705971,0.04004190431847282,0.02700500523803981,0.028518216738447212,0.04306832731928763,0.011058084041438715,0.01652892561983471,0.015597718542660925,0.006052846001629612,0.001978815038994296,0.7588173670119893,8591.0
1842,E02001932,0.003097643097643098,0.007138047138047138,0.0048484848484848485,0.0026936026936026937,0.016835016835016835,0.05414141414141414,0.016565656565656565,0.020202020202020204,0.01818181818181818,0.006060606060606061,0.0008080808080808081,0.8494276094276094,7425.0
1843,E02001933,0.008937823834196891,0.017357512953367876,0.014637305699481865,0.011139896373056995,0.02538860103626943,0.0538860103626943,0.014507772020725389,0.015414507772020726,0.018911917098445596,0.004792746113989638,0.0012953367875647669,0.8137305699481865,7720.0
1844,E02001934,0.009661159339120694,0.04508541024922991,0.044805376645197424,0.026183141977037243,0.03318398207784934,0.05250630075609073,0.013301596191542985,0.014421730607672921,0.021702604312517502,0.005320638476617194,0.0018202184262111453,0.7320078409409129,7142.0
1845,E02001935,0.0051986632008912,0.007426661715558856,0.007674217106077485,0.009035771753929943,0.02809753682386434,0.054957296695135535,0.015595989602673598,0.018319098898378513,0.024755539051862854,0.008540660972892685,0.0022279985146676567,0.8181705656640673,8079.0
