,GEOGRAPHY_CODE,Arrived in the UK,Arrived in the UK: Aged 0 to 4 years,Arrived in the UK: Aged 10 to 14 years,Arrived in the UK: Aged 15 years,Arrived in the UK: Aged 16 to 17 years,Arrived in the UK: Aged 18 to 19 years,Arrived in the UK: Aged 20 to 24 years,Arrived in the UK: Aged 25 to 29 years,Arrived in the UK: Aged 30 to 44 years,Arrived in the UK: Aged 45 to 59 years,Arrived in the UK: Aged 5 to 7 years,Arrived in the UK: Aged 60 to 64 years,Arrived in the UK: Aged 65 to 74 years,Arrived in the UK: Aged 75 to 84 years,Arrived in the UK: Aged 8 to 9 years,Arrived in the UK: Aged 85 to 89 years,Arrived in the UK: Aged 90 years and over,Born in the UK,Total: All usual residents
48,E02000050,0.40828516377649327,0.036608863198458574,0.022254335260115606,0.0056840077071290945,0.021772639691714835,0.02813102119460501,0.07928709055876686,0.07572254335260116,0.08805394990366089,0.02003853564547206,0.0151252408477842,0.0027938342967244703,0.002890173410404624,0.0007707129094412332,0.009055876685934489,0.0,9.633911368015414e-05,0.5917148362235067,1
49,E02000051,0.4482156498963222,0.03688748226563353,0.025210084033613446,0.005784131834552003,0.01735239550365601,0.02237258539779548,0.08010476918039944,0.08654370839244789,0.11229946524064172,0.024446142093200916,0.019425952199061444,0.0038197097020626434,0.00414711339081087,0.0008730765033286041,0.008949034159118192,0.0,0.0,0.5517843501036779,1
50,E02000052,0.3921608448415922,0.03401705930138099,0.018582453290008124,0.004670999187652315,0.01309910641754671,0.020816409423233144,0.07991470349309504,0.0814378554021121,0.09788789601949635,0.014825345247766044,0.012083671811535338,0.0030463038180341185,0.0026401299756295695,0.0006092607636068237,0.008529650690495532,0.0,0.0,0.6078391551584078,1
51,E02000054,0.5413937647367042,0.037856955724390885,0.030783337699764213,0.006287660466334818,0.017029080429656798,0.04440660204348965,0.11946554886036154,0.09300497773120252,0.1312549122347393,0.02344773382237359,0.015719151165837046,0.004715745349751114,0.0036678019386953103,0.0009169504846738276,0.01244432800628766,0.0003929787791459261,0.0,0.4586062352632958,1
52,E02000055,0.5351355961112059,0.039399624765478425,0.02856899198362613,0.0075046904315197,0.022940474159986356,0.046051509466143614,0.1130820399113082,0.09739041446358519,0.11819887429643527,0.029592358860651542,0.015179942009210303,0.0028995394849053386,0.001876172607879925,0.0013644891693672181,0.010745352208766844,8.528057308545113e-05,0.0002558417192563534,0.46486440388879413,1
53,E02000056,0.3738225629791895,0.03789704271631982,0.02497261774370208,0.003176341730558598,0.011500547645125958,0.016757940854326397,0.055312157721796276,0.0656078860898138,0.09693318729463307,0.02311062431544359,0.016867469879518072,0.004271631982475356,0.0036144578313253013,0.002738225629791895,0.01095290251916758,0.0001095290251916758,0.0,0.6261774370208105,1
54,E02000057,0.43031815346225827,0.04279475982532751,0.025202744853399874,0.004491578290704928,0.015470991890205864,0.031815346225826574,0.0890829694323144,0.07348721147847785,0.08970679975046787,0.023206487835308796,0.01846537741734248,0.002744853399875234,0.002495321272613849,0.0004990642545227698,0.010355583281347473,0.0,0.0004990642545227698,0.5696818465377418,1
55,E02000058,0.4246307346180182,0.04675731194365646,0.017313900029345592,0.005380025432847501,0.01164041866379732,0.024259023769930547,0.08666731879096155,0.08343930353125306,0.09860119338745965,0.02122664579868923,0.015259708500440184,0.002347647461606182,0.002641103394306955,0.00039127457693436367,0.008412403404088819,0.00029345593270077276,0.0,0.5753692653819819,1
56,E02000059,0.5818134893324157,0.034067446662078456,0.035788024776324846,0.008430832759807294,0.020302821748107363,0.042326221610461116,0.12405368203716449,0.10624569855471439,0.13738816242257398,0.034411562284927734,0.016689607708189953,0.003699242945629732,0.003269098417068135,0.0008602890571231934,0.014022711631108051,0.00025808671713695803,0.0,0.41818651066758433,1
57,E02000060,0.41166291745976813,0.07051392974563073,0.017304031839418584,0.005710330507008133,0.014881467381899983,0.02431216473438311,0.08003114725731095,0.0672261636961412,0.07734902232220107,0.019986156774528464,0.018169233431389514,0.003374286208686624,0.002422564457518602,0.001038241910365115,0.00917113687489185,0.0,0.00017304031839418584,0.5883370825402319,1
58,E02000061,0.520910724985021,0.0408627920910725,0.02444577591372079,0.005032953864589575,0.018693828639904136,0.023007789095266625,0.09251048532055123,0.10629119233073697,0.13864589574595565,0.034032354703415216,0.016297183942480527,0.004433792690233673,0.005512282804074296,0.001437986818454164,0.009107249850209706,0.0005991611743559018,0.0,0.47908927501497905,1
59,E02000062,0.5339945378755211,0.0385223515883283,0.03234152652005175,0.009343107661348281,0.020986057208566913,0.037516170763260026,0.10881126922524076,0.10291792439269801,0.12131665947966078,0.027741842748311055,0.017248814144027597,0.002299841885870346,0.0031622825930717265,0.00043122035360068997,0.011355469311484836,0.0,0.0,0.46600546212447896,1
60,E02000063,0.5707497360084477,0.044086589229144664,0.0323389651531151,0.009503695881731784,0.024683210137275608,0.031810982048574445,0.10929250263991552,0.11061246040126715,0.13133579725448785,0.032074973600844776,0.019139387539598735,0.0032998944033790917,0.004487856388595565,0.0005279831045406547,0.01729144667370644,0.00026399155227032733,0.0,0.42925026399155225,1
61,E02000064,0.4805934362355762,0.037764124082121986,0.025925370897647234,0.0059943054098606325,0.017833058594335382,0.03012138468454968,0.09111344222988162,0.09650831709875618,0.11554023677506368,0.026674659073879815,0.017683200959088867,0.0016484339877116739,0.002397722163944253,0.0011988610819721264,0.009890603926270043,0.0002997152704930316,0.0,0.5194065637644238,1
62,E02000065,0.44994417566058803,0.038456767150477605,0.02791216970599181,0.007319191167348964,0.015010544597444485,0.01910432948765662,0.0709589380970103,0.08113137327874953,0.12665922342141173,0.026919737005334326,0.017987842699416945,0.002232973576479345,0.002108919488897159,0.0003721622627465575,0.013521895546458256,0.00012405408758218582,0.00012405408758218582,0.550055824339412,1
63,E02000066,0.39420935412026725,0.031074345105525505,0.027150281047831158,0.007636016544702514,0.014847809948032665,0.016226535157492842,0.06554247534202991,0.06914837204369498,0.10754056633789373,0.021529324424647365,0.015272033089405028,0.002969561989606533,0.002969561989606533,0.0009545020680878142,0.011241913246367589,0.0,0.00010605578534309046,0.6057906458797327,1
64,E02000067,0.3475114891952674,0.02972523711743424,0.021120563215019067,0.005280140803754767,0.012711450083113328,0.021218343600273786,0.06981519507186858,0.06248166617776474,0.08066881783514226,0.01632932433753789,0.014569277402952968,0.0026400704018773834,0.00185782731983964,0.0003911215410188716,0.008702454287669893,0.0,0.0,0.6524885108047326,1
65,E02000068,0.3246515040352164,0.028735632183908046,0.02103203717290291,0.005380288579114698,0.013328442161897774,0.01773049645390071,0.061139642944485206,0.05893861579848374,0.07507948153582783,0.013695280019564686,0.01504035216434336,0.002078747860112497,0.001467351430667645,0.0007336757153338225,0.010271460014673514,0.0,0.0,0.6753484959647835,1
66,E02000069,0.26917209818333104,0.025100540840382747,0.020108168076549717,0.004437664678962696,0.010539453612536403,0.0176119816946332,0.05033975870198308,0.05033975870198308,0.05782831784773263,0.010539453612536403,0.010955484676189155,0.0018028012758285951,0.0015254472333934266,0.0002773540424351685,0.007765913188184718,0.0,0.0,0.730827901816669,1
67,E02000070,0.19967952668556638,0.01750277332675952,0.01491433501787255,0.0032047331443362504,0.009490940465918895,0.013805004314063849,0.04215456674473068,0.036361395291507455,0.03894983360039443,0.007149020091211635,0.008381609762110194,0.000616294835449279,0.0014791076050782695,0.0004930358683594232,0.004930358683594232,0.0002465179341797116,0.0,0.8003204733144337,1
68,E02000071,0.17038195802372572,0.019554165037152915,0.010819971320557946,0.0026072220049537216,0.0065180550123843045,0.008734193716594969,0.036501108069352105,0.03154738625994003,0.03454569156563681,0.004823360709164386,0.00834311041585191,0.0007821666014861165,0.00039108330074305825,0.0005214444009907443,0.004692999608916699,0.0,0.0,0.8296180419762743,1
69,E02000072,0.30191891055400805,0.025998142989786442,0.01802847415660786,0.0036366450015475086,0.011219436706901889,0.014546580006190035,0.06004333023831631,0.05880532342927886,0.07180439492417208,0.015165583410708759,0.011064685855772206,0.0016248839368616526,0.001160631383472609,0.00023212627669452182,0.008588672237697307,0.0,0.0,0.6980810894459919,1
70,E02000073,0.1779684730901968,0.018375151571681746,0.011286260610017721,0.003824270124055592,0.00858128905885645,0.011752635015390355,0.03647047850013991,0.03488480552187296,0.03264620837608432,0.005876317507695177,0.007368715604887604,0.0009327488107452663,0.000746199048596213,0.0,0.005130118459098965,9.327488107452663e-05,0.0,0.8220315269098032,1
71,E02000074,0.20300157977883096,0.016700519070187318,0.013428120063191154,0.004626495147822162,0.009027307605506657,0.013879485443466486,0.040735725569848794,0.037237643872714964,0.04457233130218912,0.009027307605506657,0.005416384563303994,0.0006770480704129993,0.0018054615211013315,0.00022568269013766644,0.005642067253441661,0.0,0.0,0.7969984202211691,1
