,GEOGRAPHY_CODE,Bicycle,"Bus, minibus or coach",Driving a car or van,"Motorcycle, scooter or moped",On foot,Other method of travel to work,Passenger in a car or van,Taxi,Total: All usual residents aged 16 years and over in employment the week before the census,Train,"Underground, metro, light rail, tram",Work mainly at or from home
38,E02000040,0.010159316555068113,0.05125836989148003,0.26021703994458556,0.003001616254906488,0.03532671438466867,0.0154698683906719,0.009466635880858923,0.0036942969291156777,1,0.018702378203648118,0.09074116832140383,0.5019625952435927
39,E02000041,0.010716677829872739,0.08975217682518419,0.2775173029694128,0.005135074793480687,0.0647465952221478,0.013395847287340924,0.021879883902656844,0.004911810672025006,1,0.038624693011833,0.1321723599017638,0.3411475775842822
40,E02000042,0.014708520179372197,0.09147982062780269,0.19982062780269058,0.005201793721973094,0.06511210762331839,0.009865470852017937,0.015426008968609866,0.003946188340807175,1,0.017399103139013453,0.12663677130044843,0.4504035874439462
41,E02000043,0.00935093509350935,0.03355335533553355,0.20957095709570958,0.0035753575357535755,0.03685368536853685,0.005500550055005501,0.0088008800880088,0.0033003300330033004,1,0.013201320132013201,0.10506050605060506,0.5712321232123212
42,E02000044,0.009047619047619047,0.11333333333333333,0.3057142857142857,0.007380952380952381,0.05452380952380952,0.012857142857142857,0.026904761904761904,0.006190476190476191,1,0.05142857142857143,0.11785714285714285,0.2947619047619048
43,E02000045,0.018708509354254676,0.12029772681553007,0.2631261315630658,0.009454838060752363,0.06115469724401529,0.017300341983504323,0.017099175216254276,0.006236169784751559,1,0.02112251056125528,0.09334138000402334,0.37215851941259304
44,E02000046,0.014921465968586388,0.06335078534031413,0.17041884816753927,0.006020942408376963,0.050785340314136125,0.010209424083769634,0.007853403141361256,0.0018324607329842932,1,0.014397905759162303,0.1649214659685864,0.4952879581151832
45,E02000047,0.010651974288337925,0.13131313131313133,0.30064279155188245,0.010101010101010102,0.06060606060606061,0.017630853994490357,0.03232323232323232,0.0051423324150596875,1,0.03507805325987144,0.1704315886134068,0.226078971533517
46,E02000048,0.011154720099153068,0.06465606279694278,0.26895269572402397,0.007436480066102045,0.030572195827308406,0.01032844453625284,0.015079529022929148,0.004337946705226193,1,0.0167320801487296,0.08014872960132204,0.4906011154720099
47,E02000049,0.007953568357695616,0.12102321582115219,0.28503869303525364,0.011607910576096303,0.055460017196904556,0.0176268271711092,0.022141014617368875,0.004729148753224419,1,0.03503869303525366,0.1429492691315563,0.29643164230438523
48,E02000050,0.01727993494612726,0.089449075015247,0.22748526123195772,0.007318560683065664,0.05346615165684082,0.011994307786135394,0.016873348241512504,0.00467574710306973,1,0.019922748526123194,0.10855865013214068,0.44297621467778003
49,E02000051,0.01151808339092375,0.07256392536281962,0.2017968210089841,0.007141211702372725,0.04077401520387008,0.0119788067265607,0.013130615065653075,0.004376871688551025,1,0.01704676341856715,0.0967519004837595,0.5229209859479382
50,E02000052,0.019688109161793373,0.05516569200779727,0.16101364522417155,0.0060428849902534115,0.054385964912280704,0.01364522417153996,0.00838206627680312,0.0029239766081871343,1,0.012280701754385965,0.1368421052631579,0.5296296296296297
51,E02000054,0.008429926238145416,0.10590094836670179,0.2713382507903056,0.007112750263435195,0.04952581664910432,0.0160695468914647,0.01975763962065332,0.003161222339304531,1,0.026080084299262382,0.12934668071654373,0.36327713382507903
52,E02000055,0.009859885832900882,0.11710776682234908,0.22055007784120395,0.011070749005362394,0.07905206711641584,0.013665455803494205,0.018335928040131465,0.005016433143054835,1,0.033039266562878394,0.1485902093063484,0.34371216052586057
53,E02000056,0.014778325123152709,0.029087497067792633,0.1893033075299085,0.005395261552897021,0.028149190710767064,0.012197982641332395,0.008913910391742904,0.005629838142153413,1,0.011494252873563218,0.07881773399014778,0.6162326999765423
54,E02000057,0.01186775925402656,0.08703023452952811,0.2760666855043798,0.009889799378355468,0.06725063577281717,0.010737496467928794,0.01949703306018649,0.003955919751342187,1,0.024300649901102006,0.12771969482904774,0.36168409155128567
55,E02000058,0.01616967660646787,0.0762284754304914,0.18080638387232256,0.0037799244015119695,0.0499790004199916,0.014489710205795885,0.013229735405291895,0.00503989920201596,1,0.010289794204115918,0.09575808483830324,0.5342293154136917
56,E02000059,0.012390550140426235,0.13464397819263174,0.2542540888815463,0.008590781430695523,0.05567487196431522,0.011234098793986453,0.020816124235916073,0.005617049396993226,1,0.05055344457293904,0.1410870642656534,0.30513794812489675
57,E02000060,0.009629788144660818,0.07725230044939012,0.2548683928953563,0.006205863471003638,0.09180398031243313,0.017975604536700194,0.02289749625508239,0.004707896426278622,1,0.022255510378771666,0.10464369783864755,0.3877594692916756
58,E02000061,0.020724154359218677,0.0731300619342544,0.13649356836588852,0.0035731300619342545,0.04716531681753216,0.012863268222963315,0.010481181515007145,0.008099094807050978,1,0.012148642210576465,0.12815626488804194,0.5471653168175321
59,E02000062,0.023434991974317816,0.17142857142857143,0.2292134831460674,0.008346709470304976,0.06837881219903692,0.015730337078651686,0.017977528089887642,0.004173354735152488,1,0.03756019261637239,0.13097913322632423,0.292776886035313
60,E02000063,0.020687645687645688,0.1456876456876457,0.21736596736596736,0.012237762237762238,0.04895104895104895,0.019230769230769232,0.014568764568764568,0.006701631701631702,1,0.030303030303030304,0.11800699300699301,0.36625874125874125
61,E02000064,0.021296586282492952,0.1271531475101785,0.15815847165674915,0.010335108048856874,0.05292828061384278,0.02067021609771375,0.010335108048856874,0.009082367679298466,1,0.02943939868462261,0.10241152521139994,0.4581897901659881
62,E02000065,0.009230769230769232,0.15804195804195803,0.32503496503496504,0.0075524475524475524,0.025174825174825177,0.016503496503496504,0.026013986013986013,0.006713286713286713,1,0.09818181818181818,0.09230769230769231,0.23524475524475524
63,E02000066,0.01304978250362494,0.14910584823586273,0.318994683421943,0.004833252779120348,0.04567423876268729,0.012566457225712905,0.025857902368293863,0.007249879168680522,1,0.13726437892701787,0.05824069598840019,0.22716288061865636
64,E02000067,0.010070493454179255,0.09264853977844914,0.332527693856999,0.005639476334340383,0.06646525679758308,0.013293051359516616,0.02920443101711984,0.005035246727089627,1,0.11963746223564954,0.04028197381671702,0.2851963746223565
65,E02000068,0.009151414309484194,0.10260676650027732,0.3541320022185247,0.0036051026067665,0.05823627287853577,0.013865779256794232,0.02384914032168608,0.005823627287853577,1,0.1261785912368275,0.03771491957848031,0.2648363838047698
66,E02000069,0.010106843777071902,0.0739243430551545,0.36846664741553564,0.010106843777071902,0.04533641351429397,0.010973144672249495,0.034652035807103666,0.007796708056598325,1,0.08865145827317356,0.03753970545769564,0.3124458561940514
67,E02000070,0.010077519379844961,0.06563307493540052,0.3974160206718346,0.007493540051679587,0.03074935400516796,0.014211886304909561,0.03049095607235142,0.007493540051679587,1,0.08501291989664082,0.029198966408268735,0.32222222222222224
68,E02000071,0.010535070695869144,0.06930967563071805,0.403382312170779,0.007762683670640421,0.056002217909620185,0.010535070695869144,0.030773495980038812,0.004435819240365955,1,0.0887163848073191,0.01524812863875797,0.30329914056002216
69,E02000072,0.010104469943483473,0.10412741907860935,0.36650111320431583,0.004624079465661929,0.04538448364445967,0.011303305360506936,0.027401952389107725,0.005651652680253468,1,0.1303305360506936,0.033224867271793114,0.2613461209111149
70,E02000073,0.0093562874251497,0.04565868263473054,0.37949101796407186,0.00654940119760479,0.02900449101796407,0.011788922155688622,0.02657185628742515,0.005426646706586827,1,0.09169161676646706,0.01964820359281437,0.374812874251497
71,E02000074,0.008622813500862282,0.08031534860803154,0.4313870411431387,0.008376447400837645,0.04976595220497659,0.011825572801182557,0.028578467602857847,0.005420054200542005,1,0.09509731460950974,0.02168021680216802,0.2589307711258931
72,E02000075,0.009296148738379814,0.03638778220451527,0.3713147410358566,0.00796812749003984,0.034528552456839307,0.009030544488711819,0.025232403718459494,0.005046480743691899,1,0.10677290836653386,0.012749003984063745,0.3816733067729084
73,E02000077,0.006614093106079878,0.0635970490969219,0.35283642838972273,0.005596540320529127,0.04350038158229458,0.009921139659119817,0.024166878656830322,0.005087763927753753,1,0.12286949885525311,0.028491477995421014,0.33731874841007375
74,E02000078,0.0076103500761035,0.04515474378488077,0.38939624556062913,0.006595636732623034,0.03729071537290715,0.009639776763064434,0.021562658548959918,0.00684931506849315,1,0.09512937595129375,0.012683916793505834,0.3680872653475393
75,E02000079,0.007677989762680316,0.06188925081433225,0.3001395998138669,0.005583992554676594,0.06119125174499768,0.010702652396463471,0.018845974872033502,0.005118659841786877,1,0.11307584923220103,0.019543973941368076,0.3962308050255933
76,E02000080,0.006265157639450283,0.06305578011317704,0.35852869846402585,0.0074777687954729185,0.038601455133387225,0.01131770412287793,0.022029102667744542,0.004648342764753436,1,0.11115602263540825,0.024050121261115602,0.3528698464025869
77,E02000081,0.006243496357960458,0.05931321540062435,0.35926118626430803,0.005463059313215401,0.05567117585848075,0.012747138397502602,0.02809573361082206,0.005202913631633715,1,0.09911550468262227,0.013007284079084287,0.3558792924037461
78,E02000082,0.010092687950566427,0.047785787847579815,0.384140061791967,0.008032955715756952,0.037281153450051494,0.015859938208032956,0.02203913491246138,0.007621009268795056,1,0.10422245108135943,0.0203913491246138,0.3425334706488157
79,E02000083,0.00586145648312611,0.050976909413854354,0.3877442273534636,0.005683836589698046,0.05275310834813499,0.01261101243339254,0.030905861456483125,0.003552397868561279,1,0.10532859680284191,0.012966252220248668,0.3316163410301954
80,E02000084,0.005453553899291038,0.03562988547536811,0.35702599527358664,0.007271405199054717,0.0430830758043992,0.009998182148700236,0.020541719687329575,0.008907471368842028,1,0.08543901108889293,0.012179603708416652,0.41447009634611887
81,E02000085,0.00968462875589769,0.05413459150732555,0.4087409982617333,0.0072013906133598215,0.040725105537621056,0.013161162155450708,0.0285572386391855,0.006704742984852247,1,0.08020859200397318,0.01763099081201887,0.33325055872858206
82,E02000086,0.007184305056645482,0.03868471953578337,0.38574191765681126,0.0060790273556231,0.04725062171870682,0.010500138159712628,0.02265819287095883,0.010500138159712628,1,0.07847471677258912,0.015750207239568943,0.3771760154738878
83,E02000087,0.004766683391871551,0.03361766181635725,0.328901154039137,0.004766683391871551,0.03537380832915203,0.008780732563973909,0.021575514300050176,0.0027596588058203713,1,0.08755644756648269,0.012293025589563472,0.45960863020572
84,E02000088,0.007462686567164179,0.034997426659804425,0.343798250128667,0.006948018528049408,0.03705609881626351,0.010293360782295419,0.016726711271230058,0.005918682449819866,1,0.09650025733401955,0.011065362840967576,0.42923314462171896
85,E02000089,0.008807045636509208,0.03042433947157726,0.33626901521216973,0.007472644782492661,0.040565785962103015,0.010942087002935683,0.024819855884707767,0.004803843074459567,1,0.09981318388043768,0.0114758473445423,0.4246063517480651
86,E02000090,0.011859381617958492,0.05590851334180432,0.2820838627700127,0.005929690808979246,0.053155442609063956,0.011224057602710715,0.014188903007200339,0.0044472681067344345,1,0.12049978822532825,0.015247776365946633,0.4254553155442609
87,E02000091,0.005888538380651945,0.05741324921135647,0.31335436382754994,0.0033648790746582543,0.05068349106203996,0.012618296529968454,0.016824395373291272,0.006098843322818086,1,0.09968454258675079,0.009884332281808622,0.4241850683491062
88,E02000092,0.008913267055193692,0.07233459033253342,0.4247514569763456,0.006856359273225917,0.04799451491258142,0.013369900582790539,0.027425437092903668,0.004456633527596846,1,0.08364758313335618,0.015083990401097017,0.2951662667123757
89,E02000093,0.008187134502923977,0.08822055137844612,0.2994152046783626,0.005847953216374269,0.05747702589807853,0.014536340852130326,0.04110275689223058,0.004678362573099415,1,0.04945697577276525,0.16691729323308271,0.26416040100250626
90,E02000094,0.008236909197881937,0.11551284565601098,0.29574426358109435,0.006864090998234948,0.05334379290056874,0.018238870366738578,0.026279662678956657,0.0041184545989409686,1,0.029025299078250636,0.1463031967052363,0.2963326142380859
91,E02000095,0.006652318528663667,0.097632557229505,0.28389747603208765,0.0035218156916454707,0.04950107611035023,0.01350029348464097,0.03913128546272745,0.0037174721189591076,1,0.05028370181960477,0.18019956955585992,0.27196243396595576
92,E02000096,0.006255099265705739,0.05167255915148219,0.2901822137612184,0.005167255915148218,0.042425890671743266,0.012782159369050857,0.027196083763937992,0.004895295077508839,1,0.03617079140603753,0.12782159369050858,0.3954310579276584
93,E02000097,0.008768084173608066,0.12779482683033758,0.34984655852696184,0.009644892590968873,0.04449802718106094,0.01446733888645331,0.03244191144234985,0.0054800526085050415,1,0.03397632617273126,0.13634370889960543,0.2367382726874178
94,E02000098,0.008241050733968582,0.06979139840329641,0.29178470254957506,0.00695338655678599,0.04300798351789853,0.01673963430337368,0.026268349214524853,0.004893123873293845,1,0.052536698429049705,0.16971413855266546,0.31006953386556785
95,E02000099,0.014015714589084731,0.08069653854321512,0.2679974516882565,0.006158420046719048,0.04799320450201741,0.016351667020598853,0.027394351242301974,0.004247186239116585,1,0.07751114886387768,0.20131662773412615,0.2563176895306859
96,E02000100,0.008549038233198766,0.05841842792685823,0.2787936357159819,0.004274519116599383,0.10306340536689622,0.01139871764426502,0.019947755877463787,0.006411778674899074,1,0.040845404891949655,0.13440987888862502,0.3338874376632629
97,E02000101,0.01049195616693868,0.1261366285847517,0.26183259501049194,0.01119141991140126,0.05455817206808114,0.017719748193051995,0.023082303567265098,0.006994637444625787,1,0.05992072744229424,0.15784565166705525,0.2702261599440429
98,E02000102,0.015503875968992248,0.173953488372093,0.32434108527131783,0.01674418604651163,0.05457364341085271,0.020155038759689922,0.024186046511627906,0.00992248062015504,1,0.04713178294573643,0.12651162790697673,0.1869767441860465
99,E02000103,0.027960526315789474,0.1849154135338346,0.26151315789473684,0.01832706766917293,0.047462406015037595,0.015272556390977443,0.023261278195488722,0.004464285714285714,1,0.03289473684210526,0.12523496240601503,0.2586936090225564
100,E02000104,0.014218009478672985,0.09868971285196543,0.2676331195985503,0.009199888486200167,0.05464176191803736,0.016169500975745748,0.018120992472818512,0.004460551993309172,1,0.052132701421800945,0.1700585447449122,0.2946752160579872
101,E02000105,0.01756668835393624,0.16677510301453047,0.2801995228800694,0.00932552591628714,0.047278247668618524,0.014096725222294514,0.019952288006939926,0.00520494469746259,1,0.06441119063109954,0.14812405118195618,0.22706571242680545
102,E02000106,0.022296544035674472,0.17034559643255295,0.24994425863991082,0.017837235228539576,0.054403567447045706,0.013377926421404682,0.024526198439241916,0.004905239687848384,1,0.04994425863991082,0.18483835005574137,0.20758082497212932
103,E02000107,0.03058823529411765,0.16760180995475113,0.14135746606334842,0.01574660633484163,0.05502262443438914,0.011040723981900452,0.009592760180995474,0.003981900452488688,1,0.044343891402714934,0.1690497737556561,0.3516742081447964
104,E02000108,0.016225448334756618,0.148021633931113,0.2926273840022773,0.011670936521491603,0.04526046114432109,0.013378878451465983,0.033304867634500426,0.0025619128949615714,1,0.043267862226017646,0.15798462852263023,0.23569598633646455
105,E02000110,0.03397936068462119,0.07097910898565316,0.15529826327712057,0.015857034986156558,0.04606091115026428,0.012836647369745784,0.013088346337780015,0.0055373772967530835,1,0.03196576894034735,0.21142713314875408,0.40297004782280393
106,E02000111,0.03524312099509989,0.18959668300037694,0.22578213343384848,0.009234828496042216,0.10648322653599698,0.010554089709762533,0.02016584998115341,0.004711647191858273,1,0.08217112702600829,0.12250282698831512,0.1935544666415379
107,E02000112,0.033048339362051954,0.22755672476159158,0.1767510687273923,0.012167050312397237,0.10736599802696481,0.012495889510029596,0.021703387043735613,0.0037816507727721146,1,0.06757645511344952,0.14699112134166392,0.19056231502795135
108,E02000113,0.02262180974477958,0.18967517401392112,0.2882830626450116,0.013921113689095127,0.08091647331786543,0.0191415313225058,0.01943155452436195,0.0075406032482598605,1,0.05974477958236659,0.10817865429234338,0.19054524361948955
109,E02000114,0.036049176911856634,0.12773494478016253,0.13002708897687018,0.016253386122108773,0.04313398624713482,0.012710981454469682,0.00916857678683059,0.005626172119191498,1,0.03459053969576995,0.21129401958741403,0.3734111273181913
110,E02000115,0.032687105500450855,0.07348963029756538,0.11654643823264202,0.009242560865644725,0.04350766456266907,0.010820559062218215,0.004508566275924256,0.005184851217312894,1,0.03854824165915239,0.1690712353471596,0.49639314697926057
111,E02000116,0.03574307981725343,0.22252082773447998,0.16070948669712443,0.01961838215533459,0.060467616232195646,0.018274657350174684,0.014512227895726955,0.008868583714055361,1,0.05751142166084386,0.17844665412523517,0.22332706261757593
112,E02000117,0.030707876370887337,0.2213359920239282,0.21954137587238284,0.020139581256231307,0.07816550348953141,0.015353938185443668,0.015154536390827518,0.007178464606181456,1,0.05503489531405783,0.12243270189431704,0.21495513459621138
113,E02000118,0.03841387856257745,0.14763674986723313,0.24712338466985306,0.006549831828642237,0.16781731279872544,0.011860506284298106,0.030978934324659233,0.0030093821915383252,1,0.07806691449814127,0.12232253496194016,0.14622057001239158
114,E02000119,0.025571396243494002,0.15953835709436523,0.23942068341253678,0.009957003847024214,0.07445123331070377,0.017424756732292372,0.016519574564381082,0.007920343969223807,1,0.05363204344874406,0.1237836614618692,0.27178094591536545
115,E02000120,0.039398138982379725,0.10552365868144922,0.08453771530390022,0.006533359730746387,0.06434369431795683,0.01227479706988715,0.005147495545436547,0.008315185111859039,1,0.04474361512571768,0.14254603048901207,0.4866363096416551
116,E02000121,0.03547182620502376,0.14579090291921248,0.21011541072640869,0.01120162932790224,0.15037338764426342,0.012559402579769178,0.023421588594704685,0.004073319755600814,1,0.06958587915818058,0.12898845892735913,0.208418194161575
117,E02000122,0.038602492059613976,0.06205717077937943,0.15025653554849744,0.009772782799902272,0.055460542389445394,0.010750061079892499,0.013926215489860738,0.004642071829953579,1,0.029318348399706817,0.11214268262887857,0.5130710969948693
118,E02000123,0.036571612695343966,0.18446914773642661,0.1593362332850008,0.022232962783953602,0.0704043821491864,0.01304978250362494,0.010633156114064766,0.007088770742709844,1,0.06702110520380215,0.14854196874496536,0.28065087804092154
119,E02000124,0.04523181304183943,0.07576328684508105,0.08311345646437995,0.009611760271390879,0.05597436863927629,0.008669430833019224,0.007538635506973238,0.006784771956275914,1,0.03260459856765925,0.12344515642668677,0.5512627214474181
120,E02000125,0.04362801377726751,0.09146574818216609,0.13585916570991197,0.012629161882893225,0.046115575966322236,0.011289705319556066,0.009567546880979716,0.009184845005740528,1,0.04133180252583238,0.12935323383084577,0.4695752009184845
121,E02000126,0.039309428950863215,0.15909694555112883,0.1399734395750332,0.005577689243027889,0.07915006640106241,0.015139442231075698,0.00849933598937583,0.005312084993359893,1,0.04966799468791501,0.13758300132802126,0.36069057104913677
122,E02000127,0.012200844673862036,0.0987799155326138,0.32590333176912245,0.00961989676208353,0.0328484279680901,0.01360863444392304,0.028390427029563584,0.004692632566870014,1,0.11403097137494134,0.02956358517128109,0.330361332707649
123,E02000128,0.01043338683788122,0.036650615302300696,0.3057784911717496,0.006420545746388443,0.037988228999464954,0.012841091492776886,0.02113429641519529,0.004280363830925628,1,0.0893525949705725,0.013911182450508293,0.4612092027822365
124,E02000130,0.024358130348913758,0.06188281764318631,0.1597542242703533,0.0048277375466315555,0.04213298222514812,0.007680491551459293,0.007680491551459293,0.003511081852095677,1,0.11279350449857363,0.04213298222514812,0.533245556287031
125,E02000131,0.023393686909149176,0.07755167441115206,0.13523473802275277,0.00849222880948566,0.03444960743470598,0.007691075148213427,0.007851305880467873,0.002403460983816696,1,0.10895689793302356,0.05608075628905624,0.5378945681781766
