,GEOGRAPHY_CODE,All household members have the same ethnic group,Any other combination of multiple ethnic identities,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ within partnerships,One-person household,Total: All households
51,E02000054,0.44126556714910803,0.10636149444631438,0.04611242006058566,0.09458094917536183,0.3116795691686301,2971.0
52,E02000055,0.4630410654827969,0.093007769145394,0.04617092119866815,0.10144284128745838,0.29633740288568255,4505.0
53,E02000056,0.5156885531667635,0.07088901801278326,0.03515398024404416,0.13306217315514235,0.24520627542126672,3442.0
54,E02000057,0.5295639320029564,0.08721359940872137,0.024390243902439025,0.10532150776053215,0.2535107169253511,2706.0
55,E02000058,0.43055894556992924,0.065169636319258,0.04002928972418843,0.13937027092994875,0.32487185745667563,4097.0
56,E02000059,0.48917944093778176,0.07326420198376916,0.04418394950405771,0.09265103697024346,0.3007213706041479,4436.0
57,E02000060,0.4849715678310317,0.07825616030327646,0.02545356079068508,0.11237476306525859,0.29894394800974816,3693.0
58,E02000061,0.39238734956619087,0.08088441085922195,0.033865099356283235,0.1281835992163448,0.36467954100195915,3573.0
59,E02000062,0.46215596330275227,0.08065749235474007,0.05542813455657492,0.09136085626911315,0.3103975535168196,2616.0
60,E02000063,0.45287680903635724,0.08048005647723261,0.06071302506177197,0.10412989763501589,0.3018002117896223,2833.0
61,E02000064,0.44138929088277856,0.07923299565846599,0.07091172214182344,0.10709117221418235,0.30137481910274966,2764.0
62,E02000065,0.5632432432432433,0.07207207207207207,0.06918918918918919,0.05837837837837838,0.2371171171171171,2775.0
63,E02000066,0.49985903580490554,0.06879052720608965,0.05610374964758951,0.05694953481815619,0.3182971525232591,3547.0
64,E02000067,0.5292493095656541,0.058498619131308056,0.046949535525985436,0.08184785337685162,0.28345468240020083,3983.0
65,E02000068,0.5157861831822445,0.046889653016567674,0.06095654892153798,0.07658643326039387,0.29978118161925604,3199.0
66,E02000069,0.5625889046941679,0.044096728307254626,0.03805120910384068,0.077524893314367,0.2777382645803698,2812.0
67,E02000070,0.6187898089171975,0.03089171974522293,0.019745222929936305,0.07929936305732484,0.25127388535031847,3140.0
68,E02000071,0.6454000704970039,0.03348607684173423,0.024673951357067323,0.06556221360592175,0.23087768769827283,2837.0
69,E02000072,0.5882227437593344,0.04352464262854704,0.05184553018988692,0.07147429059099637,0.24493279283123534,4687.0
70,E02000073,0.6789686552072801,0.023761375126390292,0.01744186046511628,0.07532861476238625,0.2044994944388271,3956.0
71,E02000074,0.579172610556348,0.035948644793152636,0.0333808844507846,0.05420827389443652,0.2972895863052782,3505.0
72,E02000075,0.6627500793902826,0.024452207049857098,0.018100984439504603,0.06382978723404255,0.23086694188631313,3149.0
73,E02000077,0.662125340599455,0.028950953678474115,0.025204359673024524,0.07288828337874659,0.21083106267029972,2936.0
74,E02000078,0.6570671962926183,0.028798411122144985,0.017543859649122806,0.0804369414101291,0.21615359152598476,3021.0
75,E02000079,0.5653749651519375,0.02815723445776415,0.032339001951491496,0.08168385837747422,0.2924449400613326,3587.0
76,E02000080,0.6172612801678908,0.0406610703043022,0.0270199370409234,0.07056663168940189,0.24449108079748164,3812.0
77,E02000081,0.6090271424214699,0.02409271119243672,0.024397682220189083,0.0677035681610247,0.27477889600487954,3279.0
78,E02000082,0.66047051989544,0.030787104269532385,0.019169329073482427,0.07900087133313971,0.21057217542840545,3443.0
79,E02000083,0.6026996625421822,0.028346456692913385,0.027446569178852645,0.07266591676040494,0.2688413948256468,4445.0
80,E02000084,0.64872588711598,0.025244105739461776,0.01809954751131222,0.08502024291497975,0.22291021671826625,4199.0
81,E02000085,0.648877318581191,0.02766026684022128,0.016270745200130166,0.06475756589651806,0.24243410348193947,3073.0
82,E02000086,0.6682209469153515,0.017934002869440458,0.012553802008608322,0.07639885222381636,0.22489239598278335,2788.0
83,E02000087,0.613855421686747,0.022289156626506025,0.014156626506024096,0.08825301204819277,0.26144578313253014,3320.0
84,E02000088,0.6845637583892618,0.024161073825503355,0.012416107382550336,0.0691275167785235,0.20973154362416108,2980.0
85,E02000089,0.6794077134986226,0.022727272727272728,0.02100550964187328,0.07644628099173553,0.20041322314049587,2904.0
86,E02000090,0.5226514067715784,0.029804482594182165,0.019790176442536958,0.0736766809728183,0.3540772532188841,4194.0
87,E02000091,0.5264104293099573,0.024499887615194425,0.020454034614520118,0.08271521690267476,0.3459204315576534,4449.0
88,E02000092,0.578481945467944,0.03721444362564481,0.03316138540899042,0.06484893146647015,0.2862932940309506,2714.0
89,E02000093,0.6283422459893048,0.08288770053475936,0.03449197860962567,0.06925133689839572,0.18502673796791444,3740.0
90,E02000094,0.5519031141868512,0.08304498269896193,0.05132641291810842,0.10265282583621683,0.21107266435986158,3468.0
91,E02000095,0.6309673366834171,0.09736180904522614,0.03391959798994975,0.057474874371859296,0.18027638190954773,3184.0
92,E02000096,0.6566626650660264,0.06202480992396959,0.024009603841536616,0.07042817126850741,0.18687474989995997,2499.0
93,E02000097,0.5608953258722844,0.10138248847926268,0.04114549045424622,0.08755760368663594,0.20901909150757078,3038.0
94,E02000098,0.5720250521920668,0.0779401530967293,0.04871259568545581,0.08524704244954767,0.2160751565762004,2874.0
95,E02000099,0.5809327846364883,0.10631001371742113,0.038408779149519894,0.08299039780521263,0.19135802469135801,2916.0
96,E02000100,0.609271523178808,0.08959875340864823,0.028827425009738995,0.0728476821192053,0.19945461628359953,2567.0
97,E02000101,0.5407319952774499,0.07733175914994096,0.05460448642266824,0.070543093270366,0.256788665879575,3388.0
98,E02000102,0.5283159463487332,0.0890461997019374,0.05812220566318927,0.06669150521609538,0.2578241430700447,2684.0
99,E02000103,0.484393063583815,0.07745664739884393,0.06127167630057803,0.12138728323699421,0.25549132947976877,3460.0
100,E02000104,0.5494414563508482,0.08398841539098055,0.04095986760446835,0.07116259826230864,0.25444766239139427,2417.0
101,E02000105,0.575933075933076,0.08204633204633205,0.04601029601029601,0.07561132561132561,0.2203989703989704,3108.0
102,E02000106,0.48773006134969327,0.09983268265476855,0.05214723926380368,0.07640825432236475,0.2838817624093698,3586.0
103,E02000107,0.38041733547351525,0.11396468699839486,0.05044714515019491,0.11167163494611328,0.3434991974317817,4361.0
104,E02000108,0.6005279366476023,0.0818301803783546,0.04355477342718874,0.08227012758468984,0.19181698196216454,2273.0
105,E02000110,0.3884938590820944,0.1085972850678733,0.05914673561732385,0.14382676147382029,0.29993535875888816,3094.0
106,E02000111,0.6492163009404389,0.07554858934169278,0.037304075235109715,0.05235109717868339,0.18557993730407524,3190.0
107,E02000112,0.6161327231121282,0.09153318077803203,0.04319221967963387,0.06350114416475973,0.18564073226544622,3496.0
108,E02000113,0.536007292616226,0.07231844424187177,0.07930720145852324,0.05712549377089031,0.2552415679124886,3291.0
109,E02000114,0.3984353925006744,0.1084434852980847,0.04639870515241435,0.11087132452117615,0.3358510925276504,3707.0
110,E02000115,0.35319917440660475,0.0781733746130031,0.04643962848297214,0.13828689370485037,0.38390092879256965,3876.0
111,E02000116,0.46232242124768375,0.08307597282273008,0.07195799876466955,0.08894379246448425,0.2936998147004324,3238.0
112,E02000117,0.44778314772010924,0.07123345240596764,0.06976255515864678,0.07270434965328851,0.33851649506198783,4759.0
113,E02000118,0.647450110864745,0.07095343680709534,0.03896103896103896,0.050997782705099776,0.1916376306620209,3157.0
114,E02000119,0.4681174089068826,0.06756072874493928,0.07211538461538461,0.07464574898785425,0.3175607287449393,3952.0
115,E02000120,0.35375913268913506,0.08154607588970068,0.03841621494225784,0.12585434833843978,0.40042422814046663,4243.0
116,E02000121,0.6472697186982901,0.05929398786541644,0.03309431880860452,0.05763927192498621,0.20270270270270271,3626.0
117,E02000122,0.40348101265822783,0.1,0.055379746835443035,0.14145569620253165,0.29968354430379746,3160.0
118,E02000123,0.422278389601011,0.08918577360534392,0.06661852319913342,0.08358909550460372,0.33832821808990793,5539.0
119,E02000124,0.3891826923076923,0.09951923076923076,0.046634615384615385,0.15528846153846154,0.309375,4160.0
120,E02000125,0.40816844241501776,0.0943683409436834,0.05098934550989345,0.14662607813292744,0.2998477929984779,3942.0
121,E02000126,0.4,0.07665198237885462,0.05638766519823789,0.09397944199706314,0.37298091042584436,3405.0
122,E02000127,0.5146631439894319,0.04861294583883752,0.046499339498018495,0.08586525759577279,0.30435931307793923,3785.0
123,E02000128,0.5794972249428665,0.022853411687887692,0.029056480574600065,0.11524649036891936,0.25334639242572643,3063.0
124,E02000130,0.43137789904502044,0.04201909959072306,0.04283765347885402,0.17053206002728513,0.3132332878581173,3665.0
125,E02000131,0.37635681863035325,0.04894414841128873,0.04716794947700809,0.15729228340240772,0.37023880007894217,5067.0
126,E02000132,0.38688789963577497,0.029947389720760824,0.03500607041683529,0.13557264265479563,0.4125859975718333,4942.0
127,E02000133,0.5694155694155694,0.02032802032802033,0.018711018711018712,0.14137214137214138,0.25017325017325015,4329.0
128,E02000134,0.4511320754716981,0.0369811320754717,0.0369811320754717,0.12773584905660376,0.3471698113207547,5300.0
129,E02000135,0.3983794733288319,0.05626828719333783,0.06347062795408508,0.10375872158451496,0.37812288993923027,4443.0
130,E02000136,0.5766550522648084,0.02569686411149826,0.02221254355400697,0.08536585365853659,0.29006968641114983,2296.0
131,E02000137,0.47020408163265304,0.025034013605442176,0.03156462585034014,0.1417687074829932,0.3314285714285714,3675.0
132,E02000138,0.4264315051944914,0.021985986953370378,0.02077796569219618,0.14447934283643393,0.3863251993235081,4139.0
133,E02000139,0.4610271903323263,0.03262839879154079,0.03836858006042296,0.1537764350453172,0.31419939577039274,3310.0
134,E02000140,0.5603474094040132,0.03234501347708895,0.03623839472896077,0.07517220724767895,0.29589697514225816,3339.0
135,E02000141,0.4611901681759379,0.0407503234152652,0.04463130659767141,0.1423027166882277,0.3111254851228978,3092.0
136,E02000142,0.5344727694090382,0.03360370799536501,0.02607184241019699,0.14600231749710313,0.2598493626882966,3452.0
137,E02000144,0.4770408163265306,0.04220779220779221,0.03339517625231911,0.14633580705009278,0.3010204081632653,4312.0
138,E02000145,0.547808764940239,0.03642572566875356,0.040694365395560615,0.07882754695503699,0.2962435970404098,3514.0
139,E02000146,0.5121287128712871,0.027475247524752475,0.02920792079207921,0.12351485148514851,0.30767326732673267,4040.0
140,E02000147,0.5781496684559521,0.024628986422481843,0.017366592990211555,0.1332491316703505,0.2466056204610041,3167.0
141,E02000148,0.6028158577250834,0.021859948128936643,0.0192663949610967,0.10670618747684328,0.24935161170804002,2699.0
142,E02000149,0.5867844092570037,0.030146163215590743,0.025578562728380026,0.08404384896467722,0.27344701583434833,3284.0
143,E02000150,0.5839486356340289,0.038202247191011236,0.03467094703049759,0.1332263242375602,0.20995184590690208,3115.0
144,E02000151,0.6367003367003367,0.01919191919191919,0.010101010101010102,0.11717171717171718,0.21683501683501682,2970.0
145,E02000152,0.5581395348837209,0.03197674418604651,0.042958656330749356,0.10045219638242894,0.26647286821705424,3096.0
146,E02000153,0.6687392055267702,0.022797927461139896,0.015198618307426597,0.11502590673575129,0.17823834196891192,2895.0
147,E02000154,0.5695493982647635,0.025748670584942627,0.020990764063811923,0.10467394346487545,0.2790372236216065,3573.0
148,E02000155,0.5809743252139565,0.02369980250164582,0.019420671494404212,0.07998683344305464,0.29591836734693877,3038.0
149,E02000156,0.590703414232826,0.027354997943233237,0.02406417112299465,0.1120937885643768,0.24578362813656932,4862.0
150,E02000157,0.6522269676632093,0.01464307504575961,0.017693715680292862,0.0921293471629042,0.22330689444783405,3278.0
151,E02000158,0.6176664469347396,0.02999340804218853,0.030652603823335532,0.08602504943968359,0.23566249176005274,3034.0
152,E02000159,0.6374911410347271,0.02303330970942594,0.020198440822111977,0.08504606661941885,0.2342310418143161,2822.0
153,E02000160,0.6291543270812767,0.023362948338269168,0.02040144784468575,0.11089174070417901,0.21618953603158933,3039.0
154,E02000161,0.6534209740065731,0.019420376456528235,0.017627726322079474,0.0884374066328055,0.22109351658201373,3347.0
155,E02000162,0.574173971679029,0.018543492919757248,0.024275118004045852,0.06877950101146325,0.31422791638570463,2966.0
156,E02000163,0.6471163245356794,0.017921146953405017,0.01335940045617465,0.08243727598566308,0.23916585206907787,3069.0
157,E02000165,0.6929248723559446,0.016046681254558718,0.014587892049598834,0.0700218818380744,0.2064186725018235,2742.0
158,E02000166,0.3844568737120989,0.06505740359140418,0.05475419487783338,0.14336178981454226,0.3523697380041213,3397.0
159,E02000167,0.36158861885002963,0.04593953764078246,0.03023117960877297,0.18494368701837582,0.3772969768820391,3374.0
160,E02000168,0.3719599427753934,0.07753934191702432,0.03490701001430615,0.15622317596566523,0.3593705293276109,3495.0
161,E02000169,0.42200925313945803,0.05915399867812293,0.04230006609385327,0.18638466622604097,0.29015201586252476,3026.0
162,E02000170,0.3748917748917749,0.0836940836940837,0.04040404040404041,0.1668109668109668,0.3341991341991342,3465.0
163,E02000171,0.36925848093665564,0.0687481236865806,0.04172921044731312,0.15731011708195736,0.36295406784749323,3331.0
164,E02000172,0.42379182156133827,0.06864931846344485,0.04684014869888476,0.10086741016109046,0.35985130111524166,4035.0
165,E02000173,0.34932876321051126,0.05969722936303913,0.03056269637246501,0.15309911453870323,0.40731219651528133,3501.0
166,E02000174,0.39154929577464787,0.0847887323943662,0.04563380281690141,0.11943661971830986,0.35859154929577464,3550.0
167,E02000175,0.3459484560018574,0.07940561876015788,0.03482702577199907,0.1437195263524495,0.3960993731135361,4307.0
168,E02000176,0.30823058980339885,0.04231922692435855,0.03365544818393869,0.1676107964011996,0.4481839386871043,3001.0
169,E02000177,0.3985209531635168,0.08408655162969049,0.04546699534374144,0.1081895371131197,0.36373596274993153,3651.0
170,E02000178,0.3732597215554489,0.08161305808929428,0.039846375420067214,0.1185789726356217,0.38670187229956793,4166.0
171,E02000179,0.3850078492935636,0.06318681318681318,0.0380690737833595,0.13226059654631084,0.3814756671899529,2548.0
172,E02000180,0.37343572241183165,0.10409556313993173,0.033276450511945395,0.12286689419795221,0.366325369738339,3516.0
173,E02000181,0.3792,0.072,0.034133333333333335,0.16933333333333334,0.3453333333333333,3750.0
174,E02000182,0.4216672072656503,0.07654881608822575,0.03438209536166072,0.11060655205968213,0.3567953292247811,3083.0
175,E02000183,0.34089024053082667,0.059717998341166714,0.031794304672380425,0.14265966270389827,0.42493779375172797,3617.0
176,E02000184,0.3672907488986784,0.1211453744493392,0.04873348017621145,0.09884361233480177,0.3639867841409692,3632.0
177,E02000185,0.35512410911771936,0.07299090685672155,0.053330056524944706,0.08871958712214303,0.4298353403784714,4069.0
178,E02000186,0.3391156462585034,0.10068027210884353,0.03605442176870748,0.11190476190476191,0.4122448979591837,2940.0
179,E02000187,0.4322766570605187,0.0872412889703956,0.04584752423369138,0.07492795389048991,0.3597065758449044,3817.0
180,E02000188,0.42993747701360796,0.10628907686649504,0.04634056638470026,0.07282089003310041,0.34461198970209633,2719.0
181,E02000191,0.2730294396961064,0.09164292497625831,0.018518518518518517,0.10968660968660969,0.5071225071225072,2106.0
182,E02000192,0.3693752023308514,0.07575267076723859,0.03496277112334089,0.09744253803820006,0.42246681774036904,3089.0
183,E02000193,0.2808771364076105,0.06965495001612383,0.026765559496936472,0.09706546275395034,0.5256368913253789,3101.0
184,E02000194,0.38800285646274696,0.04498928826469888,0.05736729350154725,0.14734587003094501,0.3622946917400619,4201.0
185,E02000195,0.5037249283667622,0.07449856733524356,0.0504297994269341,0.1349570200573066,0.23638968481375358,3490.0
186,E02000196,0.4921875,0.08629261363636363,0.061079545454545456,0.109375,0.2510653409090909,2816.0
187,E02000197,0.4746682750301568,0.08655006031363088,0.06182147165259349,0.12273823884197829,0.2542219541616405,3316.0
188,E02000198,0.45059965733866364,0.06624785836664764,0.06910336950314107,0.09994288977727013,0.31410622501427754,3502.0
189,E02000199,0.4809612983770287,0.08021223470661673,0.056491885143570536,0.12390761548064919,0.25842696629213485,3204.0
190,E02000200,0.3950524737631184,0.049475262368815595,0.0559720139930035,0.14142928535732133,0.3580709645177411,4002.0
191,E02000201,0.392613933996857,0.05683603981141959,0.0751702462022001,0.11471974855945521,0.3606600314300681,3818.0
192,E02000202,0.5136738056013179,0.10247116968698518,0.049093904448105435,0.09621087314662273,0.2385502471169687,3035.0
193,E02000203,0.4346153846153846,0.08012820512820513,0.0641025641025641,0.08493589743589744,0.33621794871794874,3120.0
194,E02000204,0.5364115277347381,0.09637434149364735,0.06538580725131701,0.07127362875735978,0.23055469476293772,3227.0
195,E02000206,0.4134917077543702,0.07104437471985657,0.0761990138951143,0.10398924249215598,0.33527566113850293,4462.0
196,E02000207,0.4542391914654688,0.06457046603032005,0.06457046603032005,0.1111734980348119,0.3054463784390792,3562.0
197,E02000208,0.47340165934602246,0.07052220595412396,0.06881405563689605,0.07589067837969742,0.31137140068326014,4098.0
198,E02000209,0.5876591576885406,0.06725432582435521,0.06301012079660463,0.07345739471106758,0.20861900097943192,3063.0
199,E02000210,0.45963995354239257,0.0627177700348432,0.056329849012775844,0.15011614401858303,0.27119628339140534,3444.0
200,E02000211,0.5552519732847602,0.03551912568306011,0.03491196114146934,0.1135397692774742,0.2607771706132362,3294.0
201,E02000212,0.5472103004291845,0.08583690987124463,0.06345800122624157,0.08338442673206621,0.22011036174126303,3262.0
202,E02000213,0.4240400667779633,0.07401224262659989,0.05972917826006307,0.09237618252643294,0.3498423298089408,5391.0
203,E02000214,0.5257953568357696,0.05331040412725709,0.03654342218400688,0.17669819432502148,0.20765262252794497,2326.0
204,E02000215,0.4040730871716787,0.05976398934145413,0.053292729349067376,0.1174343357441949,0.3654358583936049,5254.0
205,E02000216,0.49608976538592314,0.04080244814688881,0.02652159129547773,0.11696701802108127,0.31961917715062904,2941.0
206,E02000217,0.4182433778131846,0.0665206134236208,0.0619398526190002,0.1246763592909779,0.3286197968532165,5021.0
207,E02000218,0.5901360544217688,0.05442176870748299,0.06972789115646258,0.09141156462585034,0.19430272108843538,2352.0
208,E02000219,0.5834450402144772,0.036528150134048254,0.029490616621983913,0.11092493297587132,0.2396112600536193,2984.0
209,E02000221,0.5028843742162027,0.0634562327564585,0.06019563581640331,0.09857035364936043,0.2748934035615751,3987.0
210,E02000222,0.4547455295735901,0.0437414030261348,0.04126547455295736,0.13672627235213206,0.32352132049518567,3635.0
211,E02000223,0.5944783076371459,0.07565435640014342,0.06740767300107565,0.054858372176407315,0.20760129078522768,2789.0
212,E02000224,0.45337817181290124,0.04922042188933048,0.047997554264750844,0.1620299602568022,0.28737389177621525,3271.0
213,E02000225,0.6075996990218209,0.05041384499623777,0.0526711813393529,0.07110609480812641,0.218209179834462,2658.0
214,E02000226,0.6130309575233981,0.04643628509719223,0.023758099352051837,0.11447084233261338,0.20230381569474443,2778.0
215,E02000227,0.5384456386936751,0.03327821413807358,0.03534518396031418,0.08805291442744936,0.3048780487804878,4838.0
216,E02000228,0.5860232945091514,0.03361064891846922,0.024292845257903494,0.14742096505823626,0.2086522462562396,3005.0
217,E02000229,0.596875,0.05133928571428571,0.05223214285714286,0.05,0.24955357142857143,2240.0
218,E02000230,0.47907306691889334,0.049184204303617876,0.036178765665641995,0.14826200047292504,0.2873019626389217,4229.0
219,E02000231,0.6012359142130135,0.04689203925845147,0.03162486368593239,0.13994910941475827,0.18029807342784443,2751.0
220,E02000232,0.6130801687763713,0.03417721518987342,0.025738396624472575,0.10590717299578059,0.2210970464135021,2370.0
221,E02000233,0.5423799582463465,0.03883089770354906,0.04133611691022965,0.15741127348643005,0.22004175365344467,2395.0
222,E02000234,0.5204191295002687,0.035464803868887694,0.046211714132187,0.13809779688339602,0.2598065556152606,3722.0
223,E02000235,0.5950319909672563,0.0312382386149793,0.02898005269100489,0.14000752728641325,0.20474219044034625,2657.0
224,E02000236,0.6189181021456633,0.03414928981565428,0.03052281656089453,0.1465699607132064,0.16983983076458145,3309.0
225,E02000237,0.5781147000659196,0.02702702702702703,0.02900461437046803,0.11601845748187212,0.24983520105471324,3034.0
226,E02000238,0.5422912205567452,0.07976445396145611,0.0452355460385439,0.0968950749464668,0.235813704496788,3736.0
227,E02000239,0.603277569136224,0.08023216114714919,0.03379993171730966,0.100034141345169,0.18265619665414817,2929.0
228,E02000240,0.5525910723447922,0.059517701385325805,0.07798871216008209,0.0887634684453566,0.2211390456644433,3898.0
229,E02000241,0.5665384615384615,0.06769230769230769,0.045,0.09846153846153846,0.22230769230769232,2600.0
230,E02000242,0.6042133572389063,0.08650829224562977,0.04616763783056925,0.07978484984311968,0.183325862841775,2231.0
231,E02000243,0.5218919782678172,0.07861936720997123,0.04793863854266539,0.08053691275167785,0.2710131032278683,3129.0
232,E02000244,0.4877384196185286,0.07050408719346049,0.05415531335149864,0.10626702997275204,0.28133514986376024,2936.0
233,E02000245,0.5548598688133571,0.05456171735241502,0.0626118067978533,0.07006559332140727,0.2579010137149672,3354.0
234,E02000246,0.5724991854024112,0.07787552948843271,0.0641902899967416,0.07885304659498207,0.2065819485174324,3069.0
235,E02000247,0.5437017994858612,0.055526992287917736,0.05861182519280206,0.0948586118251928,0.24730077120822622,3890.0
236,E02000248,0.4891267982602877,0.0779524924723988,0.03713616594178655,0.10103713616594179,0.29474740715958514,2989.0
237,E02000249,0.5406797116374872,0.07277720562993477,0.04909028492962582,0.08513559903879163,0.25231719876416064,2913.0
238,E02000250,0.4571540880503145,0.06446540880503145,0.03891509433962264,0.1800314465408805,0.25943396226415094,2544.0
239,E02000251,0.6070866141732284,0.08346456692913386,0.043700787401574806,0.08346456692913386,0.18228346456692912,2540.0
240,E02000252,0.3927437641723356,0.08095238095238096,0.052607709750566896,0.10113378684807256,0.37256235827664397,4410.0
241,E02000253,0.47173743162281845,0.06538160979421724,0.07085178431883303,0.1081010679864548,0.28392810627767645,3839.0
