,GEOGRAPHY_CODE,Occupancy rating of rooms: +1,Occupancy rating of rooms: +2 or more,Occupancy rating of rooms: -1,Occupancy rating of rooms: -2 or less,Occupancy rating of rooms: 0,Total: All households
6737,E02006996,0.249446027223805,0.13232035454257676,0.11617600506489395,0.038619816397594174,0.4634377967711301,3159.0
6738,E02006997,0.2094824914781531,0.05051131081499845,0.13449023861171366,0.03129841958475364,0.5742175395103811,3227.0
6739,E02006998,0.1975262368815592,0.1075712143928036,0.21326836581709147,0.06671664167916042,0.4149175412293853,2668.0
6740,E02006999,0.2835939046111221,0.07737977439145062,0.11517910152384722,0.019196516920641202,0.5046507025529389,5053.0
6741,E02007000,0.2755009107468124,0.18123861566484517,0.16074681238615665,0.08151183970856102,0.30100182149362475,2196.0
6742,E02007001,0.2554054054054054,0.3247747747747748,0.11711711711711711,0.08558558558558559,0.21711711711711712,2220.0
6743,E02007002,0.2803645730136715,0.5613235585496335,0.015454725579552209,0.003368337626312661,0.1394888052308302,5047.0
6744,E02007003,0.35122763212650854,0.3707865168539326,0.0478568456096546,0.008531002913025386,0.2215980024968789,4806.0
6745,E02007004,0.28237070592676483,0.1404303510758777,0.135522838807097,0.029067572668931674,0.4126085315213288,2649.0
6746,E02007005,0.29508196721311475,0.2616522018643523,0.0977177756348441,0.015107682417229186,0.3304403728704597,3111.0
6747,E02007006,0.2884425419822193,0.3147843266381297,0.03128086927889365,0.0026341784655910436,0.3628580836351663,3037.0
6748,E02007007,0.2789456122789456,0.48581915248581914,0.030697364030697363,0.001334668001334668,0.2032032032032032,2997.0
6749,E02007008,0.22894736842105262,0.05714285714285714,0.15,0.018796992481203006,0.5451127819548872,2660.0
6750,E02007009,0.200150489089541,0.16453473789816905,0.1710559317782794,0.03862553298219212,0.4256333082518184,3987.0
6751,E02007010,0.28790066416401966,0.5015882183078256,0.033785734911926074,0.004331504475887958,0.17239387814034074,3463.0
6752,E02007011,0.26534296028880866,0.5223826714801444,0.03176895306859206,0.006137184115523465,0.17436823104693142,2770.0
6753,E02007012,0.2675774741752749,0.3768743752082639,0.06731089636787738,0.00866377874041986,0.27957347550816397,3001.0
6754,E02007013,0.26754511601260383,0.42165568604984244,0.057576625608708104,0.010885133199656259,0.24233743912918934,3491.0
6755,E02007014,0.25761871013465626,0.34833451452870307,0.08291991495393337,0.010630758327427357,0.30049610205527993,2822.0
6756,E02007015,0.2842612419700214,0.4472698072805139,0.03640256959314775,0.0066916488222698075,0.22537473233404712,3736.0
6757,E02007016,0.28734216199568835,0.49214659685863876,0.03387742531567601,0.004927625500461965,0.18170619032953494,3247.0
6758,E02007017,0.26584570807678376,0.40166606302064467,0.09090909090909091,0.0286128214415067,0.21296631655197393,2761.0
6759,E02007018,0.2431791221826809,0.25662317121391853,0.14472123368920523,0.03795966785290629,0.31751680506128904,2529.0
6760,E02007019,0.17754677754677756,0.1343035343035343,0.25322245322245324,0.0681912681912682,0.36673596673596676,2405.0
6761,E02007020,0.20697247706422017,0.32990825688073394,0.14972477064220183,0.09174311926605505,0.22165137614678898,2725.0
6762,E02007021,0.23065420560747663,0.4093457943925234,0.0702803738317757,0.029158878504672896,0.2605607476635514,2675.0
6763,E02007022,0.27865929755749685,0.5821001961133891,0.013727937243715457,0.0008914244963451596,0.12462114458905331,5609.0
6764,E02007023,0.29595115681233936,0.48586118251928023,0.03695372750642673,0.004498714652956298,0.17673521850899743,3112.0
6765,E02007024,0.31790616022981166,0.4225981487392276,0.036386849664857966,0.0028726460261729973,0.22023619533992977,3133.0
6766,E02007025,0.35232336091661365,0.367600254614895,0.042011457670273714,0.004137492043284532,0.23392743475493316,3142.0
6767,E02007026,0.4230483271375465,0.29851301115241635,0.0345724907063197,0.010037174721189592,0.23382899628252787,2690.0
6768,E02007027,0.24319963116643614,0.561779621945597,0.02581834946980175,0.006915629322268326,0.16228676809589673,4338.0
6769,E02007028,0.3841409691629956,0.3475770925110132,0.032158590308370046,0.004405286343612335,0.23171806167400882,2270.0
6770,E02007029,0.2827339558911186,0.539042320683489,0.02245181800119213,0.001986886548778065,0.1537850188754222,5033.0
6771,E02007030,0.19842688594923133,0.6717912048623526,0.012513407222023596,0.003932785126921702,0.11333571683947086,2797.0
6772,E02007031,0.18173732582270977,0.7396975985769345,0.008004743551734361,0.0020753038837829827,0.06848502816483842,3373.0
6773,E02007032,0.3105570944906125,0.4592182209910742,0.023699599876885195,0.0049245921822099106,0.2016004924592182,3249.0
6774,E02007033,0.3447678447678448,0.4216909216909217,0.041233541233541234,0.002079002079002079,0.19022869022869024,2886.0
6775,E02007034,0.2862129144851658,0.5081442699243747,0.02152414194299011,0.0011634671320535194,0.18295520651541594,3438.0
6776,E02007035,0.2986386840612592,0.5164492342597845,0.02127056154282473,0.004821327283040272,0.15882019285309132,3526.0
6777,E02007038,0.24601063829787234,0.41413373860182373,0.0685790273556231,0.019566869300911855,0.251709726443769,5264.0
6778,E02007039,0.24366651312759097,0.3413173652694611,0.13864578535237218,0.0654076462459696,0.21096269000460618,2171.0
6779,E02007040,0.23484119345524543,0.3946102021174206,0.09672762271414823,0.06256015399422522,0.21126082771896054,2078.0
6780,E02007041,0.21366215626364032,0.671104321257093,0.013094718463553033,0.0006547359231776517,0.10148406809253602,4582.0
6781,E02007042,0.2852703542573027,0.5668116842759477,0.019266625233064015,0.001243008079552517,0.127408328154133,3218.0
6782,E02007043,0.29427792915531337,0.41825613079019075,0.022138964577656677,0.0027247956403269754,0.26260217983651224,2936.0
6783,E02007044,0.36678200692041524,0.37168396770472895,0.03143021914648212,0.003748558246828143,0.22635524798154555,3468.0
6784,E02007045,0.2780503761858031,0.5387634936211972,0.024860974811907098,0.0026169447170428526,0.15570821066404972,3057.0
