,GEOGRAPHY_CODE,Africa,Antarctica and Oceania (including Australasia) and Other,British Overseas,Europe,Europe: EU countries,Europe: EU countries: All other EU countries,Europe: EU countries: European Union EU14,Europe: EU countries: European Union EU2,Europe: EU countries: European Union EU8,Europe: Non-EU countries - All other non-EU countries,Europe: United Kingdom,Middle East and Asia,The Americas and the Caribbean,Total: All usual residents
643,E02000678,0.11527418891759977,0.0011484352569623888,0.0001435544071202986,0.7611254665518231,0.09532012632787827,0.006172839506172839,0.043784094171691074,0.017944300890037325,0.02741889175997703,0.016939420040195233,0.6488659201837497,0.05254091300602928,0.06976744186046512,6966.0
644,E02000679,0.07131439813107095,0.009959424566580598,0.0011066027296200663,0.8143366531415221,0.09369236444116562,0.004303455059633592,0.05815812123447682,0.013156276896594123,0.018074511250461084,0.015984261650067624,0.704660027050289,0.04561662363211607,0.057666297799090126,8133.0
645,E02000680,0.08499147242751563,0.0062535531552018195,0.0008527572484366117,0.7863843092666287,0.09707220011370096,0.003268902785673678,0.058271745309835137,0.012791358726549176,0.02274019329164298,0.02259806708357021,0.6667140420693576,0.05898237635019898,0.06253553155201819,7036.0
646,E02000681,0.08757228844565089,0.004366812227074236,0.0007081317124985248,0.7736338959046383,0.08237932255399505,0.005192965891655848,0.039301310043668124,0.019709665997875606,0.01817538062079547,0.018411424524961643,0.6728431488256815,0.061017349226956216,0.07270152248318187,8473.0
647,E02000682,0.0975254730713246,0.001455604075691412,0.0016795431642593216,0.7456051953868548,0.09069533087000337,0.010413167618407793,0.03941327958795208,0.019818609338259994,0.021050274325383495,0.020042548426827903,0.6348673160900236,0.08252155413727466,0.07121263016459523,8931.0
648,E02000683,0.09162110240874834,0.0028077434609132556,0.0007388798581350672,0.791635880005911,0.10846756317422787,0.008127678439485739,0.04049061622580168,0.0274863307226245,0.032362937786315944,0.019801980198019802,0.6633663366336634,0.051721590069454704,0.061474804196837596,6767.0
649,E02000685,0.06936416184971098,0.0047964580002459725,0.0007379166154224573,0.8037141802976263,0.09580617390234904,0.006149305128520477,0.05731152379781085,0.014758332308449145,0.017587012667568565,0.01906284589841348,0.6888451604968638,0.046242774566473986,0.07514450867052024,8131.0
650,E02000686,0.11302732820376758,0.00172459538339082,0.00039798355001326613,0.7431679490581056,0.08729105863624304,0.0022552401167418414,0.03900238790130008,0.01950119395065004,0.026532236667551074,0.021756434067391882,0.6341204563544707,0.049747943751658266,0.09193420005306448,7538.0
651,E02000687,0.07620660457239628,0.006773920406435224,0.0007257771864037741,0.8142010402806339,0.0959235514696988,0.003024071610015725,0.05540099189548808,0.013668803677271078,0.023829684286923915,0.015120358050078626,0.7031571307608564,0.0429418168622233,0.05915084069190758,8267.0
652,E02000689,0.05621824607908107,0.018886679920477135,0.0004417936823503424,0.8070466092334879,0.13176496576098962,0.0030925557764523966,0.08935277225535675,0.014247846255798542,0.02507179147338193,0.02109564833222885,0.6541859951402695,0.07609896178484647,0.041307709299757016,9054.0
653,E02000690,0.048696596669080376,0.013577118030412744,0.0010861694424330196,0.7744388124547429,0.10716871832005793,0.0023533671252715426,0.08399710354815351,0.0068790731354091235,0.013939174511223751,0.02842143374366401,0.638848660391021,0.10952208544532947,0.05267921795800145,5524.0
654,E02000691,0.06254248810333107,0.020666213460231134,0.00013596193065941537,0.7753908905506458,0.13473827328348062,0.0023113528212100613,0.08606390210740993,0.015771583956492183,0.030591434398368457,0.028959891230455472,0.6116927260367098,0.09816451393609789,0.04309993201903467,7355.0
655,E02000692,0.05239775251535345,0.018946818241212596,0.00013066771200836272,0.7483339866718933,0.13262772768848818,0.003920031360250882,0.09251274010192082,0.010845420096694107,0.02534953612962237,0.03279759571409905,0.5829086632693061,0.12570233895204494,0.05448843590748726,7653.0
656,E02000693,0.0623097219403288,0.010960016237061092,0.00040592652729855896,0.769839659021717,0.17170692104729043,0.0025370407956159936,0.08128678709153643,0.03318449360665719,0.05469859955348082,0.02354373858331642,0.5745889993911102,0.10198903998376294,0.05449563628983154,9854.0
657,E02000694,0.052741456982749145,0.0172508515547742,0.0,0.794418195802659,0.12899681353697395,0.0026370728491374573,0.0806504779694539,0.02186572904076475,0.023843533677617844,0.02098670475771893,0.6444346775079661,0.08801230633996264,0.04757718931985496,9101.0
658,E02000695,0.07556995718088184,0.004397639162134012,0.0001157273463719477,0.6958685337345215,0.170350653859507,0.0018516375419511631,0.049878486286309455,0.04119893530841338,0.07742159472283301,0.019905103575975004,0.5056127762990394,0.15738919106584887,0.06665895151024187,8641.0
659,E02000696,0.06617220998957006,0.0032448719434465174,0.0008112179858616293,0.7444663344535868,0.19886429481979373,0.0026654305249739253,0.06362266774829065,0.04589176034302932,0.08668443620349983,0.022250550469347548,0.5233514891644455,0.13199675512805656,0.0533086104994785,8629.0
660,E02000697,0.049965619986247996,0.020284208113683245,0.0005730002292000917,0.7636947054778822,0.15150126060050423,0.0032088012835205133,0.09706623882649552,0.023722209488883796,0.0275040110016044,0.029681411872564747,0.5825120330048132,0.11460004584001833,0.05088242035296814,8726.0
661,E02000698,0.05451013718586864,0.014082797134879204,0.0009712273886123588,0.7779531382784994,0.10319291004006313,0.002670875318683987,0.07029258225081947,0.0094694670389705,0.020759985431589172,0.028894014811217675,0.6458662134272186,0.11059851887823237,0.041884181133907974,8237.0
662,E02000699,0.05562317429406037,0.01314508276533593,0.00024342745861733204,0.7771421616358325,0.12658227848101267,0.0015822784810126582,0.07996592015579357,0.01557935735150925,0.029454722492697177,0.03663583252190847,0.6139240506329114,0.11343719571567673,0.04040895813047712,8216.0
663,E02000700,0.08661508257304538,0.005427878507910844,0.0,0.7362282018708858,0.16098856680910037,0.00219424875851715,0.05566462640027717,0.03903453054625245,0.06409516110405358,0.02459868345074489,0.5506409516110405,0.12819032220810717,0.043538514840050814,8659.0
664,E02000701,0.08113207547169811,0.00244173140954495,0.00022197558268590456,0.6817980022197558,0.17247502774694784,0.0025527192008879024,0.04905660377358491,0.04839067702552719,0.07247502774694783,0.015427302996670366,0.4938956714761376,0.18612652608213096,0.04827968923418424,9010.0
665,E02000702,0.09921699023919339,0.0019307089992491688,0.0,0.7368872680467661,0.1306446422825271,0.0031105867210125494,0.0494476027029926,0.0246701705459616,0.053416282312560334,0.016089241660409738,0.5901533841038292,0.10275662340448354,0.05920840931030784,9323.0
666,E02000703,0.058122018578960585,0.012553351744915892,0.0007532011046949536,0.7793120763243786,0.11862917398945519,0.0025106703489831783,0.06490082852121516,0.027240773286467488,0.023976901832789353,0.020210896309314587,0.6404720060256088,0.11097162942505649,0.03828772282199347,7966.0
667,E02000704,0.07604651162790697,0.011744186046511628,0.0003488372093023256,0.7581395348837209,0.14976744186046512,0.0031395348837209304,0.07244186046511628,0.032674418604651166,0.041511627906976746,0.030930232558139537,0.5774418604651163,0.11325581395348837,0.04046511627906977,8600.0
668,E02000705,0.09701972555746141,0.0026801029159519724,0.0004288164665523156,0.7012221269296741,0.1528730703259005,0.003430531732418525,0.05971269296740995,0.030660377358490566,0.05906946826758148,0.016938250428816467,0.5314108061749572,0.1244639794168096,0.0741852487135506,9328.0
669,E02000706,0.10484353199122982,0.002491528802072952,0.0010962726729120988,0.6980267091887582,0.13962527406816821,0.0008969503687462627,0.04614311341439107,0.030795295993621685,0.06178991429140921,0.02122782539366155,0.5371736097269284,0.15188359577436716,0.041658361570659753,10034.0
670,E02000707,0.14720751083293213,0.0008425613866153105,0.0015647568608570053,0.6966779008184882,0.10411651420317766,0.0027684159845931633,0.04188733750601829,0.022749157438613384,0.036711603273952814,0.011555127587867116,0.5810062590274434,0.09400577756379393,0.05970149253731343,8308.0
671,E02000708,0.05961754780652419,0.007086614173228346,0.0003374578177727784,0.7536557930258717,0.1107986501687289,0.003037120359955006,0.05905511811023622,0.02125984251968504,0.027446569178852645,0.01934758155230596,0.6235095613048369,0.15241844769403826,0.02688413948256468,8890.0
672,E02000709,0.058417951610881286,0.007772345493293218,0.0005014416447285947,0.8038109564999373,0.10994108060674439,0.0045129748025573525,0.060799799423342106,0.01704901592077222,0.02757929046007271,0.025072082236429736,0.6687977936567632,0.09928544565626175,0.03021185909489783,7977.0
673,E02000710,0.07305389221556886,0.00130647795318454,0.000326619488296135,0.7486118671747414,0.14784975503538378,0.0023952095808383233,0.05269461077844311,0.0376701143168209,0.055089820359281436,0.01513336962438759,0.5856287425149701,0.14001088731627653,0.0366902558519325,9185.0
